player,nationality,position,team,age,birth_year,minutes_90s,goals,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_free_kicks,pens_made,pens_att,xg,npxg,npxg_per_shot,xg_net,npxg_net,matches
Rasmus Carstensen,dk DEN,"DF,FW",Köln,23-076,2000,11.7,0,7,4,57.1,0.60,0.34,0.00,0.00,13.8,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
Fabio Carvalho,pt POR,MF,RB Leipzig,21-118,2002,1.8,0,3,2,66.7,1.64,1.09,0.00,0.00,14.9,0,0,0,0.2,0.2,0.07,-0.2,-0.2,Matches
Koen Casteels,be BEL,GK,Wolfsburg,31-184,1992,13.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Václav Černý,cz CZE,"FW,MF",Wolfsburg,26-070,1997,6.1,1,12,2,16.7,1.98,0.33,0.08,0.50,16.5,0,0,0,1.1,1.1,0.09,-0.1,-0.1,Matches
Julian Chabot,de GER,DF,Köln,25-317,1998,13.4,0,8,1,12.5,0.60,0.07,0.00,0.00,8.9,0,0,0,0.8,0.8,0.11,-0.8,-0.8,Matches
Fares Chaïbi,dz ALG,"MF,FW",Eint Frankfurt,21-028,2002,10.4,1,17,9,52.9,1.63,0.86,0.06,0.11,18.1,2,0,0,1.2,1.2,0.07,-0.2,-0.2,Matches
Fabio Chiarodia,it ITA,"DF,MF",M'Gladbach,18-204,2005,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Kingsley Coman,fr FRA,FW,Bayern Munich,27-196,1996,9.3,3,26,6,23.1,2.80,0.65,0.12,0.50,16.8,0,0,0,2.4,2.4,0.09,+0.6,+0.6,Matches
Bambasé Conté,de GER,"FW,MF",Hoffenheim,20-172,2003,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Danny da Costa,de GER,DF,Mainz 05,30-166,1993,8.1,0,6,1,16.7,0.74,0.12,0.00,0.00,19.9,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
Nicolas Cozza,fr FRA,DF,Wolfsburg,24-352,1999,2.4,0,1,0,0.0,0.42,0.00,0.00,,30.8,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
Tomáš Čvančara,cz CZE,FW,M'Gladbach,23-135,2000,7.1,4,19,8,42.1,2.67,1.12,0.16,0.38,15.4,1,1,2,4.6,3.0,0.16,-0.6,0.0,Matches
Finn Dahmen,de GER,GK,Augsburg,25-274,1998,16.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Lukas Daschner,de GER,"MF,FW",Bochum,25-086,1998,3.4,1,11,4,36.4,3.28,1.19,0.09,0.25,16.2,0,0,0,2.2,2.2,0.20,-1.2,-1.2,Matches
David Datro Fofana,ci CIV,"FW,MF",Union Berlin,21-004,2002,7.6,1,26,12,46.2,3.43,1.58,0.04,0.08,15.6,4,0,0,2.8,2.8,0.11,-1.8,-1.8,Matches
Alphonso Davies,ca CAN,DF,Bayern Munich,23-054,2000,12.1,0,6,1,16.7,0.50,0.08,0.00,0.00,21.0,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
Olivier Deman,be BEL,DF,Werder Bremen,23-264,2000,9.2,1,9,3,33.3,0.98,0.33,0.11,0.33,13.9,0,0,0,0.6,0.6,0.06,+0.4,+0.4,Matches
Ermedin Demirović,ba BIH,"MF,FW",Augsburg,25-276,1998,15.4,8,36,17,47.2,2.34,1.11,0.19,0.41,14.4,0,1,2,7.3,5.7,0.16,+0.7,+1.3,Matches
Sepp van den Berg,nl NED,DF,Mainz 05,22-006,2001,13.5,1,7,3,42.9,0.52,0.22,0.14,0.33,8.6,0,0,0,0.7,0.7,0.10,+0.3,+0.3,Matches
Florian Dietz,de GER,FW,Köln,25-145,1998,0.5,0,1,0,0.0,2.05,0.00,0.00,,16.4,0,0,0,0.1,0.1,0.10,-0.1,-0.1,Matches
Junior Dina Ebimbe,fr FRA,"MF,DF",Eint Frankfurt,23-035,2000,10.6,3,25,7,28.0,2.36,0.66,0.12,0.43,16.1,0,0,0,2.5,2.5,0.10,+0.5,+0.5,Matches
Eren Dinkçi,de GER,"FW,MF",Heidenheim,22-013,2001,13.4,6,25,11,44.0,1.87,0.82,0.24,0.55,21.3,0,0,0,1.7,1.7,0.07,+4.3,+4.3,Matches
Ritsu Doan,jp JPN,"MF,FW",Freiburg,25-193,1998,11.8,1,17,8,47.1,1.44,0.68,0.06,0.13,16.3,0,0,0,1.7,1.7,0.10,-0.7,-0.7,Matches
Danilho Doekhi,nl NED,DF,Union Berlin,25-179,1998,8.0,1,3,1,33.3,0.37,0.12,0.33,1.00,9.4,0,0,0,0.2,0.2,0.08,+0.8,+0.8,Matches
Niklas Dorsch,de GER,MF,Augsburg,25-345,1998,11.7,0,11,0,0.0,0.94,0.00,0.00,,24.3,2,0,0,0.6,0.6,0.05,-0.6,-0.6,Matches
Nikola Dovedan,at AUT,"MF,FW",Heidenheim,29-173,1994,2.7,0,4,1,25.0,1.51,0.38,0.00,0.00,19.6,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
Damion Downs,de GER,"FW,MF",Köln,19-173,2004,0.3,0,1,0,0.0,3.75,0.00,0.00,,6.7,0,0,0,0.2,0.2,0.16,-0.2,-0.2,Matches
Dion Drena Beljo,hr CRO,"FW,MF",Augsburg,21-300,2002,4.3,2,10,5,50.0,2.30,1.15,0.20,0.40,13.8,0,0,0,1.3,1.3,0.13,+0.7,+0.7,Matches
Marvin Ducksch,de GER,FW,Werder Bremen,29-294,1994,14.1,7,26,11,42.3,1.85,0.78,0.19,0.45,19.6,7,2,3,5.5,3.0,0.12,+1.5,+2.0,Matches
Maximilian Eggestein,de GER,MF,Freiburg,27-018,1996,15.5,0,22,2,9.1,1.42,0.13,0.00,0.00,21.1,0,0,0,1.3,1.3,0.06,-1.3,-1.3,Matches
Lilian Egloff,de GER,"MF,DF",Stuttgart,21-128,2002,1.2,0,3,0,0.0,2.55,0.00,0.00,,19.4,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
Nico Elvedi,ch SUI,DF,M'Gladbach,27-087,1996,11.9,1,8,3,37.5,0.67,0.25,0.13,0.33,11.8,0,0,0,0.4,0.4,0.06,+0.6,+0.6,Matches
Arne Engels,be BEL,"MF,DF",Augsburg,20-109,2003,7.6,1,9,3,33.3,1.18,0.39,0.11,0.33,15.8,0,0,0,1.0,1.0,0.12,0.0,0.0,Matches
Ohis Felix Uduokhai,de GER,DF,Augsburg,26-108,1997,14.5,1,4,2,50.0,0.28,0.14,0.25,0.50,8.4,0,0,0,0.6,0.6,0.16,+0.4,+0.4,Matches
Edimilson Fernandes,ch SUI,DF,Mainz 05,27-255,1996,9.7,0,12,0,0.0,1.23,0.00,0.00,,26.0,3,0,0,0.5,0.5,0.04,-0.5,-0.5,Matches
Nacho Ferri,es ESP,"FW,MF",Eint Frankfurt,19-082,2004,0.6,1,2,1,50.0,3.40,1.70,0.50,1.00,15.5,0,0,0,0.7,0.7,0.36,+0.3,+0.3,Matches
Max Finkgräfe,de GER,"DF,MF",Köln,19-274,2004,3.1,0,3,2,66.7,0.97,0.65,0.00,0.00,11.0,0,0,0,0.7,0.7,0.23,-0.7,-0.7,Matches
Jonas Föhrenbach,de GER,DF,Heidenheim,27-334,1996,14.1,0,5,0,0.0,0.35,0.00,0.00,,20.0,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
Emil Forsberg,se SWE,"MF,FW",RB Leipzig,32-064,1991,5.2,2,11,4,36.4,2.13,0.78,0.18,0.50,22.5,1,0,1,1.4,0.6,0.05,+0.6,+1.4,Matches
Philipp Förster,de GER,"MF,FW",Bochum,28-325,1995,2.4,0,1,0,0.0,0.42,0.00,0.00,,18.0,0,0,0,0.1,0.1,0.14,-0.1,-0.1,Matches
Bartol Franjić,hr CRO,MF,Darmstadt 98,23-346,2000,6.0,0,1,0,0.0,0.17,0.00,0.00,,27.2,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
Marco Friedl,at AUT,DF,Werder Bremen,25-285,1998,11.4,0,2,0,0.0,0.18,0.00,0.00,,31.3,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
Marvin Friedrich,de GER,DF,M'Gladbach,28-013,1995,5.4,0,6,1,16.7,1.10,0.18,0.00,0.00,14.3,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
Jeremie Frimpong,nl NED,DF,Leverkusen,23-016,2000,14.6,5,26,15,57.7,1.78,1.03,0.19,0.33,12.9,0,0,0,4.0,4.0,0.15,+1.0,+1.0,Matches
Chris Führich,de GER,"FW,MF",Stuttgart,25-351,1998,13.9,5,28,11,39.3,2.02,0.79,0.18,0.45,16.3,1,0,1,4.8,3.9,0.14,+0.2,+1.1,Matches
Niclas Füllkrug,de GER,FW,Werder Bremen,30-320,1993,2.0,0,5,1,20.0,2.50,0.50,0.00,0.00,15.6,0,0,0,0.5,0.5,0.09,-0.5,-0.5,Matches
Niclas Füllkrug,de GER,FW,Dortmund,30-320,1993,11.2,5,23,10,43.5,2.05,0.89,0.22,0.50,11.1,0,0,0,5.0,5.0,0.22,0.0,0.0,Matches
Cristian Gamboa,cr CRC,DF,Bochum,34-063,1989,10.5,0,6,1,16.7,0.57,0.10,0.00,0.00,31.2,0,0,0,0.1,0.1,0.01,-0.1,-0.1,Matches
Yannick Gerhardt,de GER,"MF,FW",Wolfsburg,29-288,1994,7.7,1,10,6,60.0,1.29,0.78,0.10,0.17,16.2,0,0,0,0.9,0.9,0.09,+0.1,+0.1,Matches
Anwar El Ghazi,nl NED,"MF,DF",Mainz 05,28-237,1995,0.6,0,2,0,0.0,3.33,0.00,0.00,,21.5,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
Benedikt Gimber,de GER,DF,Heidenheim,26-310,1997,6.7,1,3,1,33.3,0.45,0.15,0.33,1.00,9.6,0,0,0,0.5,0.5,0.16,+0.5,+0.5,Matches
Matthias Ginter,de GER,DF,Freiburg,29-341,1994,14.3,0,3,1,33.3,0.21,0.07,0.00,0.00,6.4,0,0,0,0.9,0.9,0.31,-0.9,-0.9,Matches
Klaus Gjasula,al ALB,"DF,MF",Darmstadt 98,34-012,1989,7.0,0,3,0,0.0,0.43,0.00,0.00,,11.0,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
Serge Gnabry,de GER,"FW,MF",Bayern Munich,28-165,1995,2.5,0,10,3,30.0,3.98,1.19,0.00,0.00,13.0,0,0,0,1.1,1.1,0.12,-1.1,-1.1,Matches
Leon Goretzka,de GER,MF,Bayern Munich,28-323,1995,9.2,2,27,7,25.9,2.92,0.76,0.07,0.29,16.4,0,0,0,2.5,2.5,0.09,-0.5,-0.5,Matches
Robin Gosens,de GER,"DF,MF",Union Berlin,29-174,1994,10.6,4,14,5,35.7,1.32,0.47,0.29,0.80,12.8,0,0,0,1.1,1.1,0.08,+2.9,+2.9,Matches
Mario Götze,de GER,"MF,FW",Eint Frankfurt,31-206,1992,8.7,0,2,1,50.0,0.23,0.12,0.00,0.00,14.2,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
Jeffrey Gouweleeuw,nl NED,DF,Augsburg,32-169,1991,12.0,0,7,1,14.3,0.58,0.08,0.00,0.00,17.7,0,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches
Jens Grahl,de GER,GK,Eint Frankfurt,35-095,1988,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Ryan Gravenberch,nl NED,FW,Bayern Munich,21-224,2002,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Michael Gregoritsch,at AUT,FW,Freiburg,29-252,1994,6.4,3,34,10,29.4,5.30,1.56,0.09,0.30,13.2,0,0,0,3.5,3.5,0.10,-0.5,-0.5,Matches
Vincenzo Grifo,it ITA,"MF,FW",Freiburg,30-263,1993,12.2,3,21,6,28.6,1.73,0.49,0.00,0.00,21.7,3,3,3,3.8,1.4,0.07,-0.8,-1.4,Matches
Florian Grillitsch,at AUT,MF,Hoffenheim,28-141,1995,8.6,1,12,2,16.7,1.40,0.23,0.08,0.50,27.6,0,0,0,0.8,0.8,0.07,+0.2,+0.2,Matches
Álex Grimaldo,es ESP,DF,Leverkusen,28-097,1995,15.9,7,32,12,37.5,2.01,0.75,0.22,0.58,21.1,8,0,0,2.3,2.3,0.07,+4.7,+4.7,Matches
Christian Groß,de GER,"MF,DF",Werder Bremen,34-321,1989,5.1,0,1,0,0.0,0.20,0.00,0.00,,20.7,0,0,0,0.1,0.1,0.08,-0.1,-0.1,Matches
Brajan Gruda,de GER,"MF,FW",Mainz 05,19-209,2004,8.9,1,14,7,50.0,1.57,0.79,0.07,0.14,19.1,1,0,0,1.1,1.1,0.08,-0.1,-0.1,Matches
Ilia Gruev,bg BUL,MF,Werder Bremen,23-234,2000,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Raphaël Guerreiro,pt POR,"MF,DF",Bayern Munich,30-004,1993,3.3,1,7,1,14.3,2.10,0.30,0.14,1.00,21.4,0,0,0,0.6,0.6,0.08,+0.4,+0.4,Matches
Josuha Guilavogui,fr FRA,DF,Mainz 05,33-098,1990,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Serhou Guirassy,gn GUI,FW,Stuttgart,27-289,1996,11.7,17,45,22,48.9,3.84,1.88,0.31,0.64,15.1,2,3,3,11.6,9.2,0.20,+5.4,+4.8,Matches
Manuel Gulde,de GER,DF,Freiburg,32-317,1991,8.0,1,6,1,16.7,0.75,0.13,0.17,1.00,9.5,0,0,0,0.7,0.7,0.12,+0.3,+0.3,Matches
Robert Gumny,pl POL,DF,Augsburg,25-205,1998,5.1,0,3,1,33.3,0.59,0.20,0.00,0.00,13.4,0,0,0,0.2,0.2,0.07,-0.2,-0.2,Matches
Christian Günter,de GER,DF,Freiburg,30-301,1993,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Janik Haberer,de GER,MF,Union Berlin,29-268,1994,8.6,0,10,1,10.0,1.17,0.12,0.00,0.00,16.8,0,0,0,0.6,0.6,0.06,-0.6,-0.6,Matches
Robin Hack,de GER,"MF,FW",M'Gladbach,25-121,1998,3.7,0,13,7,53.8,3.51,1.89,0.00,0.00,18.8,0,0,0,0.7,0.7,0.06,-0.7,-0.7,Matches
Amadou Haidara,ml MLI,MF,RB Leipzig,25-329,1998,7.1,0,12,4,33.3,1.69,0.56,0.00,0.00,21.8,0,0,0,0.7,0.7,0.06,-0.7,-0.7,Matches
Sébastien Haller,ci CIV,FW,Dortmund,29-187,1994,4.0,0,6,1,16.7,1.50,0.25,0.00,0.00,10.7,0,0,0,0.9,0.9,0.15,-0.9,-0.9,Matches
Andreas Hanche-Olsen,no NOR,DF,Mainz 05,26-343,1997,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Genki Haraguchi,jp JPN,MF,Stuttgart,32-231,1991,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Makoto Hasebe,jp JPN,"DF,MF",Eint Frankfurt,39-342,1984,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Thorgan Hazard,be BEL,DF,Dortmund,30-272,1993,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Dominique Heintz,de GER,DF,Köln,30-133,1993,4.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Benjamin Henrichs,de GER,DF,RB Leipzig,26-306,1997,13.9,1,22,5,22.7,1.58,0.36,0.05,0.20,20.2,3,0,0,1.4,1.4,0.06,-0.4,-0.4,Matches
Patrick Herrmann,de GER,"DF,FW",M'Gladbach,32-317,1991,0.5,0,1,0,0.0,2.05,0.00,0.00,,17.7,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
Piero Hincapié,ec ECU,DF,Leverkusen,21-351,2002,3.3,0,3,0,0.0,0.91,0.00,0.00,,6.3,0,0,0,0.8,0.8,0.26,-0.8,-0.8,Matches
