player,nationality,position,team,age,birth_year,minutes_90s,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assists,xg_assist,pass_xa,xg_assist_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,matches
Moanes Dabbur,il ISR,FW,Hoffenheim,27,1992,8.5,180,253,71.1,2407,729,98,122,80.3,49,66,74.2,12,17,70.6,0,0.9,0.6,-0.9,8,23,8,1,27,Matches
Mahmoud Dahoud,de GER,MF,Dortmund,23,1996,6.2,438,487,89.9,7245,1659,210,226,92.9,172,187,92.0,37,44,84.1,1,0.8,0.5,+0.2,8,37,9,0,42,Matches
Leon Dajaku,de GER,"DF,MF",Bayern Munich,18,2001,0.1,5,6,83.3,69,4,4,5,80.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Vladimír Darida,cz CZE,MF,Hertha BSC,28,1990,25.1,835,1162,71.9,15945,4529,325,392,82.9,365,465,78.5,121,216,56.0,4,4.5,3.6,-0.5,49,70,26,11,117,Matches
Alphonso Davies,ca CAN,DF,Bayern Munich,18,2000,24.8,1556,1818,85.6,22115,6305,931,1027,90.7,488,553,88.2,67,101,66.3,5,4.3,3.8,+0.7,37,96,42,19,135,Matches
Thomas Delaney,dk DEN,MF,Dortmund,27,1991,9.2,490,585,83.8,7931,1727,247,273,90.5,188,218,86.2,35,58,60.3,0,0.0,0.3,0.0,1,38,0,0,28,Matches
Kerem Demirbay,de GER,MF,Leverkusen,26,1993,17.5,939,1211,77.5,16177,5549,451,515,87.6,315,392,80.4,122,209,58.4,5,4.1,3.7,+0.9,41,105,12,1,102,Matches
Diego Demme,de GER,MF,RB Leipzig,27,1991,13.5,944,1104,85.5,14318,3999,499,548,91.1,349,386,90.4,49,78,62.8,0,1.0,1.2,-1.0,11,94,16,1,112,Matches
Moussa Diaby,fr FRA,"FW,MF",Leverkusen,20,1999,19.7,506,697,72.6,7151,1486,315,370,85.1,141,199,70.9,31,64,48.4,5,5.7,6.2,-0.7,34,19,27,14,44,Matches
Javairô Dilrosun,nl NED,"MF,FW",Hertha BSC,21,1998,14.5,280,399,70.2,4465,1377,150,185,81.1,92,130,70.8,25,47,53.2,2,1.5,2.0,+0.5,11,33,11,5,43,Matches
Ji Dong-won,kr KOR,"FW,MF",Mainz 05,28,1991,1.1,14,26,53.8,188,28,9,13,69.2,3,7,42.9,1,2,50.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Bas Dost,nl NED,FW,Eint Frankfurt,30,1989,16.4,271,460,58.9,3916,949,150,240,62.5,83,145,57.2,14,25,56.0,2,2.2,2.0,-0.2,19,36,5,0,42,Matches
Mamadou Doucouré,fr FRA,MF,M'Gladbach,21,1998,0.0,9,9,100.0,143,3,6,6,100.0,2,2,100.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Mohamed Dräger,tn TUN,DF,Paderborn 07,23,1996,16.2,621,821,75.6,11118,3465,275,328,83.8,256,321,79.8,73,101,72.3,3,1.2,1.1,+1.8,15,27,12,3,45,Matches
Aleksandar Dragović,at AUT,DF,Leverkusen,28,1991,11.4,847,956,88.6,16458,5325,304,333,91.3,429,466,92.1,107,138,77.5,0,0.1,0.2,-0.1,2,60,3,0,73,Matches
Dominick Drexler,de GER,"MF,FW",Köln,29,1990,17.6,483,667,72.4,7632,2432,234,288,81.3,181,238,76.1,39,76,51.3,4,3.5,4.4,+0.5,27,36,28,12,64,Matches
Ondrej Duda,sk SVK,MF,Hertha BSC,24,1994,5.0,144,187,77.0,2232,508,80,88,90.9,43,52,82.7,14,27,51.9,1,0.3,0.4,+0.7,5,15,3,0,17,Matches
Erik Durm,de GER,"DF,FW",Eint Frankfurt,27,1992,5.7,145,238,60.9,2272,892,72,90,80.0,54,88,61.4,10,30,33.3,0,0.2,0.6,-0.2,4,6,4,1,15,Matches
Johannes Eggestein,de GER,"MF,FW",Werder Bremen,21,1998,5.7,144,202,71.3,1990,418,86,107,80.4,43,55,78.2,6,14,42.9,0,0.4,0.7,-0.4,6,6,3,1,11,Matches
Maximilian Eggestein,de GER,MF,Werder Bremen,22,1996,31.7,1125,1459,77.1,17789,6040,589,688,85.6,428,529,80.9,76,125,60.8,3,2.2,2.6,+0.8,31,137,39,3,209,Matches
Kingsley Ehizibue,nl NED,DF,Köln,24,1995,25.9,829,1128,73.5,13982,5457,408,482,84.6,328,432,75.9,78,146,53.4,1,1.3,1.6,-0.3,15,44,19,12,65,Matches
Ilay Elmkies,il ISR,MF,Hoffenheim,19,2000,0.0,3,4,75.0,22,6,1,2,50.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Nico Elvedi,ch SUI,DF,M'Gladbach,22,1996,29.1,1598,1741,91.8,29382,7944,538,586,91.8,913,959,95.2,123,146,84.2,0,0.1,0.3,-0.1,1,44,0,0,70,Matches
Breel Embolo,ch SUI,"FW,MF",M'Gladbach,22,1997,17.2,288,384,75.0,3996,832,176,210,83.8,80,101,79.2,14,19,73.7,5,4.3,3.1,+0.7,21,28,17,1,43,Matches
Alexander Esswein,de GER,"FW,MF",Hertha BSC,29,1990,2.4,53,85,62.4,831,268,29,34,85.3,20,29,69.0,3,15,20.0,0,1.4,1.1,-1.4,3,4,1,1,4,Matches
Antony Evans,eng ENG,"MF,DF",Paderborn 07,20,1998,1.7,41,65,63.1,893,473,15,20,75.0,12,19,63.2,11,22,50.0,0,0.7,0.6,-0.7,4,1,3,2,6,Matches
Simon Falette,gn GUI,DF,Eint Frankfurt,27,1992,1.0,49,63,77.8,1072,524,11,12,91.7,30,31,96.8,7,16,43.8,0,0.0,0.0,0.0,1,4,0,0,5,Matches
Ohis Felix Uduokhai,de GER,DF,Augsburg,21,1997,21.8,743,921,80.7,14859,4935,239,272,87.9,388,442,87.8,103,175,58.9,0,0.2,0.1,-0.2,5,28,0,0,55,Matches
Edimilson Fernandes,ch SUI,"MF,DF",Mainz 05,23,1996,16.5,599,700,85.6,10349,3284,265,296,89.5,244,275,88.7,61,86,70.9,0,0.3,0.7,-0.3,8,55,6,2,61,Matches
Gelson Fernandes,ch SUI,MF,Eint Frankfurt,32,1986,8.6,209,264,79.2,3326,1128,110,130,84.6,79,92,85.9,14,24,58.3,0,0.1,0.1,-0.1,2,13,1,1,24,Matches
Oliver Fink,de GER,"MF,FW",Düsseldorf,37,1982,7.5,155,273,56.8,2161,960,89,129,69.0,45,75,60.0,9,30,30.0,1,0.5,0.6,+0.5,11,24,9,3,30,Matches
Alfreð Finnbogason,is ISL,FW,Augsburg,30,1989,10.7,148,241,61.4,2007,479,91,126,72.2,35,57,61.4,8,18,44.4,1,2.4,1.0,-1.4,19,8,10,0,21,Matches
Mark Flekken,nl NED,GK,Freiburg,26,1993,10.0,306,432,70.8,9158,6537,51,51,100.0,148,154,96.1,107,226,47.3,0,0.0,0.0,0.0,0,9,0,0,0,Matches
Emil Forsberg,se SWE,MF,RB Leipzig,27,1991,12.7,414,531,78.0,6028,1909,231,261,88.5,122,142,85.9,28,57,49.1,2,2.9,1.6,-0.9,27,50,10,0,74,Matches
Raphael Framberger,de GER,DF,Augsburg,23,1995,13.1,327,514,63.6,5153,3045,182,226,80.5,105,160,65.6,28,76,36.8,2,0.8,0.7,+1.2,5,34,11,4,41,Matches
Mike Frantz,de GER,MF,Freiburg,32,1986,3.9,88,123,71.5,1414,496,46,61,75.4,29,39,74.4,8,15,53.3,1,0.9,0.3,+0.1,7,11,3,1,15,Matches
Marco Friedl,at AUT,"DF,MF",Werder Bremen,21,1998,24.3,999,1326,75.3,17807,5747,466,538,86.6,410,517,79.3,107,210,51.0,3,1.7,1.8,+1.3,21,52,22,11,82,Matches
Marvin Friedrich,de GER,DF,Union Berlin,23,1995,31.0,920,1214,75.8,18844,8306,294,335,87.8,450,528,85.2,147,289,50.9,0,0.1,0.7,-0.1,2,87,4,1,96,Matches
Samúel Friðjónsson,is ISL,MF,Paderborn 07,23,1996,2.1,81,104,77.9,1406,411,34,38,89.5,32,39,82.1,11,17,64.7,0,0.0,0.0,0.0,0,5,0,0,7,Matches
Niclas Füllkrug,de GER,FW,Werder Bremen,26,1993,4.5,79,122,64.8,1126,141,44,60,73.3,22,37,59.5,5,5,100.0,1,0.6,0.4,+0.4,3,3,3,0,9,Matches
Mijat Gaćinović,rs SRB,"MF,FW",Eint Frankfurt,24,1995,11.6,249,359,69.4,3834,952,133,164,81.1,79,110,71.8,23,37,62.2,1,1.4,1.0,-0.4,13,24,8,3,32,Matches
Theodor Gebre Selassie,cz CZE,"DF,MF",Werder Bremen,32,1986,27.0,1094,1345,81.3,17093,6456,569,657,86.6,444,523,84.9,54,95,56.8,2,1.3,1.3,+0.7,18,68,21,9,86,Matches
Dennis Geiger,de GER,MF,Hoffenheim,21,1998,12.6,509,610,83.4,8849,2481,245,268,91.4,190,213,89.2,58,94,61.7,3,2.0,2.0,+1.0,29,41,9,1,75,Matches
Christian Gentner,de GER,MF,Union Berlin,33,1985,27.1,743,1054,70.5,11091,3515,392,493,79.5,248,333,74.5,52,107,48.6,2,2.5,2.5,-0.5,27,93,24,8,109,Matches
Yannick Gerhardt,de GER,MF,Wolfsburg,25,1994,9.2,293,387,75.7,4888,1447,140,167,83.8,114,146,78.1,29,43,67.4,0,0.2,1.0,-0.2,6,23,6,2,42,Matches
Niko Gießelmann,de GER,DF,Düsseldorf,27,1991,22.9,871,1170,74.4,17485,7062,302,359,84.1,441,542,81.4,124,235,52.8,1,1.6,2.2,-0.6,24,69,28,12,100,Matches
Rafał Gikiewicz,pl POL,GK,Union Berlin,31,1987,33.0,865,1354,63.9,32976,27645,69,71,97.2,317,329,96.4,479,946,50.6,0,0.3,0.2,-0.3,2,60,2,0,0,Matches
Daniel Ginczek,de GER,FW,Wolfsburg,28,1991,8.5,133,203,65.5,1841,334,82,115,71.3,31,51,60.8,9,12,75.0,1,1.6,1.0,-0.6,9,15,3,0,16,Matches
Matthias Ginter,de GER,DF,M'Gladbach,25,1994,30.9,1865,2207,84.5,37111,14643,622,683,91.1,998,1090,91.6,224,377,59.4,1,1.1,1.4,-0.1,8,125,10,0,149,Matches
Klaus Gjasula,al ALB,MF,Paderborn 07,29,1989,25.3,891,1165,76.5,17435,5647,326,396,82.3,390,470,83.0,141,214,65.9,1,1.4,0.9,-0.4,28,101,5,0,114,Matches
Serge Gnabry,de GER,"FW,MF",Bayern Munich,24,1995,24.4,886,1134,78.1,12151,2674,535,628,85.2,269,330,81.5,32,65,49.2,10,12.1,11.4,-2.1,53,47,44,8,92,Matches
Akaki Gogia,de GER,"MF,FW",Union Berlin,27,1992,1.3,31,48,64.6,468,160,16,19,84.2,13,16,81.3,1,3,33.3,0,0.3,0.7,-0.3,4,1,1,1,5,Matches
Benjamin Goller,de GER,"FW,MF",Werder Bremen,20,1999,3.2,63,99,63.6,761,187,44,55,80.0,12,21,57.1,2,6,33.3,0,0.1,0.1,-0.1,2,4,0,0,4,Matches
Jérôme Gondorf,de GER,MF,Freiburg,31,1988,1.3,31,42,73.8,486,144,17,21,81.0,13,19,68.4,1,2,50.0,0,0.1,0.0,-0.1,1,3,2,0,7,Matches
Leon Goretzka,de GER,MF,Bayern Munich,24,1995,16.8,789,923,85.5,12817,3045,397,444,89.4,300,330,90.9,65,82,79.3,5,2.9,2.7,+2.1,21,62,23,2,110,Matches
Mario Götze,de GER,FW,Dortmund,27,1992,5.8,237,284,83.5,2873,682,170,191,89.0,45,58,77.6,7,12,58.3,0,1.3,1.1,-1.3,11,16,11,2,29,Matches
Jeffrey Gouweleeuw,nl NED,DF,Augsburg,28,1991,18.3,574,762,75.3,12113,5115,185,215,86.0,291,323,90.1,92,193,47.7,1,0.2,0.1,+0.8,5,36,4,0,40,Matches
Michael Gregoritsch,at AUT,"MF,FW",Augsburg,25,1994,3.4,65,98,66.3,921,223,34,44,77.3,21,34,61.8,3,9,33.3,0,0.6,0.1,-0.6,6,4,2,0,9,Matches
Michael Gregoritsch,at AUT,FW,Schalke 04,25,1994,9.2,139,220,63.2,1686,369,88,121,72.7,35,61,57.4,2,7,28.6,1,0.7,0.6,+0.3,9,12,4,0,16,Matches
Vincenzo Grifo,it ITA,MF,Hoffenheim,26,1993,0.2,11,13,84.6,219,136,6,6,100.0,3,3,100.0,2,4,50.0,0,0.0,0.0,0.0,0,1,0,0,1,Matches
Vincenzo Grifo,it ITA,"MF,FW",Freiburg,26,1993,18.0,562,776,72.4,9886,3081,274,319,85.9,173,227,76.2,81,153,52.9,8,6.3,5.3,+1.7,41,40,22,5,83,Matches
Florian Grillitsch,at AUT,"MF,DF",Hoffenheim,23,1995,26.8,1561,1769,88.2,29750,8306,575,630,91.3,780,842,92.6,183,234,78.2,3,2.3,2.7,+0.7,18,119,23,4,156,Matches
Christian Groß,de GER,"DF,MF",Werder Bremen,30,1989,9.7,413,483,85.5,7541,2400,157,168,93.5,220,253,87.0,31,46,67.4,0,0.1,0.2,-0.1,2,27,1,1,28,Matches
Carlos Gruezo,ec ECU,MF,Augsburg,24,1995,9.8,257,313,82.1,5058,1725,94,105,89.5,109,122,89.3,43,63,68.3,1,0.2,0.2,+0.8,3,23,1,0,34,Matches
Marko Grujić,rs SRB,MF,Hertha BSC,23,1996,26.8,863,1101,78.4,14938,3961,392,468,83.8,344,422,81.5,92,120,76.7,1,0.7,1.2,+0.3,11,83,14,2,123,Matches
Raphaël Guerreiro,pt POR,"DF,MF",Dortmund,25,1993,25.9,1859,2129,87.3,25978,8615,1115,1192,93.5,541,624,86.7,98,154,63.6,2,3.0,3.6,-1.0,37,135,33,9,163,Matches
Babacar Guèye,sn SEN,FW,Paderborn 07,24,1994,1.2,20,24,83.3,202,48,14,14,100.0,4,6,66.7,0,0,,0,0.1,0.0,-0.1,2,1,1,0,1,Matches
Josuha Guilavogui,fr FRA,"MF,DF",Wolfsburg,28,1990,22.9,815,1009,80.8,15999,5373,267,315,84.8,386,451,85.6,132,178,74.2,1,1.0,1.1,0.0,9,76,10,0,96,Matches
Péter Gulácsi,hu HUN,GK,RB Leipzig,29,1990,32.0,1014,1265,80.2,25241,17014,193,193,100.0,551,558,98.7,265,503,52.7,1,0.5,0.0,+0.5,2,9,1,0,2,Matches
Manuel Gulde,de GER,DF,Freiburg,28,1991,15.2,698,815,85.6,14152,4610,215,235,91.5,382,415,92.0,94,145,64.8,0,0.2,0.6,-0.2,6,54,8,2,62,Matches
Christian Günter,de GER,DF,Freiburg,26,1993,33.7,1144,1655,69.1,20266,8895,531,640,83.0,479,616,77.8,115,302,38.1,8,8.8,8.5,-0.8,81,58,59,45,119,Matches
Jonathan de Guzmán,nl NED,MF,Eint Frankfurt,31,1987,1.0,78,104,75.0,1279,390,34,40,85.0,31,35,88.6,6,20,30.0,1,0.5,0.7,+0.5,5,9,2,1,10,Matches
Erling Haaland,no NOR,FW,Dortmund,19,2000,11.8,166,242,68.6,1959,380,91,119,76.5,44,62,71.0,3,5,60.0,2,1.2,1.3,+0.8,9,8,9,1,21,Matches
Janik Haberer,de GER,"MF,FW",Freiburg,25,1994,19.1,739,906,81.6,13127,2581,307,363,84.6,309,348,88.8,83,113,73.5,2,1.5,1.0,+0.5,17,61,9,2,76,Matches
Alexander Hack,de GER,DF,Mainz 05,25,1993,8.9,327,429,76.2,6726,3247,110,129,85.3,153,183,83.6,58,92,63.0,0,0.3,0.5,-0.3,4,32,2,0,37,Matches
André Hahn,de GER,"FW,MF",Augsburg,28,1990,7.8,98,178,55.1,1481,415,51,74,68.9,31,54,57.4,7,20,35.0,0,0.6,0.7,-0.6,9,10,7,4,9,Matches
Amadou Haidara,ml MLI,MF,RB Leipzig,21,1998,8.4,474,560,84.6,6419,2072,274,301,91.0,131,152,86.2,22,33,66.7,1,2.2,1.1,-1.2,12,50,7,1,55,Matches
Achraf Hakimi,ma MAR,"DF,MF",Dortmund,20,1998,30.2,2026,2426,83.5,27838,8278,1291,1430,90.3,546,661,82.6,96,158,60.8,10,5.3,5.6,+4.7,35,115,39,11,168,Matches
Marcel Halstenberg,de GER,DF,RB Leipzig,27,1991,28.0,1593,1909,83.4,26540,8399,744,826,90.1,686,777,88.3,113,200,56.5,3,4.0,4.0,-1.0,36,122,15,6,155,Matches
Amine Harit,ma MAR,"MF,FW",Schalke 04,22,1997,23.4,754,913,82.6,10689,3118,453,512,88.5,188,225,83.6,60,80,75.0,4,3.8,3.0,+0.2,44,71,35,1,134,Matches
Martin Harnik,at AUT,"MF,FW",Werder Bremen,32,1987,0.1,2,4,50.0,27,0,1,1,100.0,1,1,100.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Makoto Hasebe,jp JPN,"DF,MF",Eint Frankfurt,35,1984,21.9,1224,1408,86.9,25114,9094,358,394,90.9,677,727,93.1,174,239,72.8,0,0.4,1.0,-0.4,9,101,3,0,132,Matches
Kai Havertz,de GER,"MF,FW",Leverkusen,20,1999,27.3,1182,1403,84.2,16299,3224,730,815,89.6,317,358,88.5,65,85,76.5,6,7.8,5.3,-1.8,59,97,33,3,139,Matches
Thorgan Hazard,be BEL,"FW,MF",Dortmund,26,1993,26.4,938,1228,76.4,13417,3604,573,666,86.0,257,331,77.6,61,115,53.0,13,7.9,7.6,+5.1,57,49,38,7,95,Matches
Jonas Hector,de GER,"MF,DF",Köln,29,1990,27.0,1014,1289,78.7,19210,5081,384,457,84.0,486,564,86.2,127,204,62.3,2,3.5,3.2,-1.5,26,80,26,7,128,Matches
Dominique Heintz,de GER,DF,Freiburg,25,1993,27.0,1112,1352,82.2,23545,8313,340,383,88.8,586,637,92.0,179,299,59.9,1,0.2,0.8,+0.8,4,97,7,4,100,Matches
Rouwen Hennings,de GER,FW,Düsseldorf,31,1987,27.3,434,642,67.6,6451,1200,242,315,76.8,143,203,70.4,26,49,53.1,0,1.1,1.6,-1.1,22,31,13,5,58,Matches
Lucas Hernández,fr FRA,DF,Bayern Munich,23,1996,10.2,714,814,87.7,12145,3798,330,353,93.5,312,342,91.2,56,88,63.6,1,1.1,1.0,-0.1,4,42,3,0,44,Matches
Patrick Herrmann,de GER,"FW,MF",M'Gladbach,28,1991,16.1,367,529,69.4,5319,1542,210,255,82.4,104,150,69.3,25,59,42.4,6,4.9,3.3,+1.1,27,18,17,5,35,Matches
Martin Hinteregger,at AUT,DF,Eint Frankfurt,26,1992,30.2,1274,1707,74.6,25649,12625,432,510,84.7,668,804,83.1,159,328,48.5,1,1.0,1.6,0.0,8,109,6,1,118,Matches
Marwin Hitz,ch SUI,GK,Dortmund,31,1987,3.2,84,100,84.0,2143,1275,15,15,100.0,41,41,100.0,28,44,63.6,0,0.0,0.0,0.0,0,0,0,0,1,Matches
André Hoffmann,de GER,DF,Düsseldorf,26,1993,27.0,1221,1377,88.7,25592,8471,318,347,91.6,711,761,93.4,177,240,73.8,1,0.4,0.6,+0.6,2,31,2,0,53,Matches
Nicolas Höfler,de GER,MF,Freiburg,29,1990,30.9,1277,1516,84.2,21869,6641,515,604,85.3,608,665,91.4,95,141,67.4,0,0.5,0.7,-0.5,16,129,11,1,145,Matches
Jonas Hofmann,de GER,"MF,FW",M'Gladbach,27,1992,18.1,686,877,78.2,12297,3435,307,349,88.0,240,290,82.8,106,163,65.0,3,3.5,4.0,-0.5,32,58,19,3,80,Matches
Jonas Hofmann,de GER,MF,Schalke 04,22,1997,0.0,1,2,50.0,4,3,0,1,0.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Marco Höger,de GER,MF,Köln,29,1989,7.5,343,423,81.1,6261,2066,144,170,84.7,135,160,84.4,48,61,78.7,0,0.2,0.3,-0.2,5,30,2,1,40,Matches
Lucas Höler,de GER,"FW,MF",Freiburg,25,1994,27.6,422,645,65.4,5399,968,251,337,74.5,102,157,65.0,19,29,65.5,2,2.3,2.0,-0.3,30,20,18,5,41,Matches
Gerrit Holtmann,ph PHI,"MF,DF",Paderborn 07,24,1995,11.8,278,396,70.2,3840,1571,166,192,86.5,79,116,68.1,13,34,38.2,0,1.4,1.0,-1.4,12,21,11,6,25,Matches
Luca Horn,de GER,DF,Wolfsburg,20,1998,0.1,9,9,100.0,127,113,8,8,100.0,0,0,,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Timo Horn,de GER,GK,Köln,26,1993,34.0,888,1207,73.6,28101,21924,142,143,99.3,340,341,99.7,403,710,56.8,0,0.6,0.1,-0.6,1,28,0,0,1,Matches
Lukáš Hrádecký,fi FIN,GK,Leverkusen,29,1989,34.0,1232,1602,76.9,33054,22764,198,198,100.0,627,639,98.1,402,755,53.2,0,0.0,0.1,0.0,0,14,0,0,0,Matches
Benjamin Hübner,de GER,DF,Hoffenheim,30,1989,23.0,1367,1589,86.0,25372,11922,575,606,94.9,641,715,89.7,141,240,58.8,4,2.0,1.0,+2.0,8,105,13,1,128,Matches
Florian Hübner,de GER,DF,Union Berlin,28,1991,9.4,228,288,79.2,4497,1706,62,78,79.5,137,150,91.3,22,43,51.2,0,0.4,0.3,-0.4,5,10,0,0,12,Matches
Mats Hummels,de GER,DF,Dortmund,30,1988,28.7,2000,2301,86.9,42493,15714,533,589,90.5,1157,1250,92.6,299,417,71.7,3,2.0,1.3,+1.0,9,115,11,1,142,Matches
Uwe Hünemeier,de GER,DF,Paderborn 07,33,1986,13.4,704,818,86.1,14782,5801,217,241,90.0,353,396,89.1,124,159,78.0,0,0.3,0.3,-0.3,6,45,0,0,68,Matches
Jannik Huth,de GER,GK,Paderborn 07,25,1994,6.0,200,251,79.7,5164,3014,39,41,95.1,100,101,99.0,60,108,55.6,0,0.0,0.0,0.0,0,5,1,0,1,Matches
Iago,br BRA,"DF,MF",Augsburg,22,1997,7.5,183,298,61.4,2884,1287,97,124,78.2,62,96,64.6,17,47,36.2,1,0.5,0.2,+0.5,4,12,2,2,20,Matches
Vedad Ibišević,ba BIH,FW,Hertha BSC,34,1984,14.0,165,236,69.9,2624,580,78,114,68.4,52,70,74.3,17,23,73.9,2,2.5,1.2,-0.5,12,12,5,0,23,Matches
Luc Ihorst,de GER,FW,Werder Bremen,19,2000,0.1,1,4,25.0,5,0,0,2,0.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Stefan Ilsanker,at AUT,DF,RB Leipzig,30,1989,4.6,332,373,89.0,6133,2435,126,136,92.6,170,183,92.9,29,44,65.9,0,0.1,0.3,-0.1,1,21,4,1,26,Matches
Stefan Ilsanker,at AUT,"DF,MF",Eint Frankfurt,30,1989,9.3,436,548,79.6,8235,3050,169,195,86.7,204,243,84.0,54,88,61.4,1,0.6,0.7,+0.4,6,38,4,2,38,Matches
Marcus Ingvartsen,dk DEN,"MF,FW",Union Berlin,23,1996,19.1,326,501,65.1,4307,945,186,244,76.2,101,154,65.6,10,31,32.3,2,1.5,0.9,+0.5,10,19,7,3,30,Matches
Gian-Luca Itter,de GER,"DF,MF",Freiburg,20,1999,0.4,24,26,92.3,420,126,13,13,100.0,8,9,88.9,3,3,100.0,0,0.0,0.0,0.0,0,1,2,2,4,Matches
Ismail Jakobs,sn SEN,"FW,DF",Köln,19,1999,18.6,373,596,62.6,5591,1608,211,270,78.1,107,183,58.5,29,62,46.8,2,1.1,1.2,+0.9,12,13,18,11,25,Matches
Laurent Jans,lu LUX,DF,Paderborn 07,26,1992,17.5,627,861,72.8,10772,5033,306,358,85.5,246,324,75.9,62,127,48.8,1,0.8,0.9,+0.2,10,44,13,8,61,Matches
Tony Jantschke,de GER,DF,M'Gladbach,29,1990,11.2,535,665,80.5,10468,4196,176,207,85.0,280,323,86.7,72,112,64.3,0,1.0,1.0,-1.0,7,38,6,1,54,Matches
Rune Jarstein,no NOR,GK,Hertha BSC,34,1984,28.3,674,1015,66.4,23500,19103,87,87,100.0,233,247,94.3,352,674,52.2,0,0.3,0.1,-0.3,1,20,0,0,1,Matches
Dennis Jastrzembski,pl POL,"MF,FW",Paderborn 07,19,2000,2.0,35,56,62.5,451,128,21,23,91.3,4,11,36.4,3,7,42.9,0,0.1,0.1,-0.1,2,1,2,1,1,Matches
Tin Jedvaj,hr CRO,DF,Augsburg,23,1995,29.3,842,1154,73.0,16417,5834,299,383,78.1,416,500,83.2,111,203,54.7,0,0.2,0.3,-0.2,7,39,8,2,63,Matches
Fredrik Jensen,fi FIN,"MF,FW",Augsburg,21,1997,5.1,56,89,62.9,649,238,36,44,81.8,9,18,50.0,2,9,22.2,0,0.3,0.6,-0.3,2,4,1,0,9,Matches
Fabian Johnson,us USA,"MF,DF",M'Gladbach,31,1987,3.0,84,113,74.3,1185,397,48,58,82.8,26,34,76.5,6,8,75.0,0,0.6,0.2,-0.6,2,9,2,0,10,Matches
Dejan Joveljić,rs SRB,FW,Eint Frankfurt,19,1999,1.7,22,28,78.6,238,15,15,18,83.3,2,2,100.0,1,2,50.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Mathias Jørgensen,dk DEN,DF,Düsseldorf,29,1990,5.5,183,220,83.2,3511,1262,63,70,90.0,102,109,93.6,17,34,50.0,1,0.2,0.1,+0.8,1,4,0,0,6,Matches
Ozan Kabak,tr TUR,DF,Schalke 04,19,2000,19.7,846,1040,81.3,17441,6322,274,306,89.5,447,516,86.6,118,197,59.9,1,0.5,0.3,+0.5,3,65,1,0,62,Matches
Pavel Kadeřábek,cz CZE,"DF,FW",Hoffenheim,27,1992,27.5,957,1372,69.8,15102,5659,527,628,83.9,350,485,72.2,65,165,39.4,7,5.1,5.2,+1.9,37,73,40,29,87,Matches
Florian Kainz,at AUT,"FW,MF",Köln,26,1992,17.3,444,748,59.4,8666,3633,185,228,81.1,176,267,65.9,74,190,38.9,6,6.8,5.2,-0.8,46,52,33,15,91,Matches
Salomon Kalou,ci CIV,"FW,MF",Hertha BSC,33,1985,1.6,27,42,64.3,392,153,13,18,72.2,9,16,56.3,2,4,50.0,0,0.6,0.1,-0.6,1,4,2,0,7,Matches
Daichi Kamada,jp JPN,"MF,FW",Eint Frankfurt,22,1996,21.9,568,772,73.6,9653,2472,290,342,84.8,190,242,78.5,66,126,52.4,4,4.0,4.8,0.0,37,62,18,3,119,Matches
Kevin Kampl,si SVN,MF,RB Leipzig,28,1990,7.5,458,524,87.4,6971,1657,221,237,93.2,169,189,89.4,30,42,71.4,2,2.5,2.7,-0.5,9,45,11,3,50,Matches
Stefanos Kapino,gr GRE,GK,Werder Bremen,25,1994,1.0,25,35,71.4,794,654,2,2,100.0,10,11,90.9,13,22,59.1,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Kenan Karaman,tr TUR,"FW,MF",Düsseldorf,25,1994,15.0,215,339,63.4,2779,480,132,184,71.7,54,87,62.1,8,13,61.5,1,2.0,2.1,-1.0,22,12,5,0,25,Matches
Mamoudou Karamoko,fr FRA,MF,Wolfsburg,19,1999,0.1,4,7,57.1,58,23,3,5,60.0,0,0,,1,1,100.0,0,0.0,0.0,0.0,0,2,0,0,1,Matches
Florian Kastenmeier,de GER,GK,Düsseldorf,22,1997,17.0,436,626,69.6,13520,10130,61,61,100.0,188,188,100.0,183,368,49.7,0,0.4,0.1,-0.4,2,13,1,0,0,Matches
Noah Katterbach,de GER,DF,Köln,18,2001,14.6,517,749,69.0,9010,4568,255,308,82.8,192,257,74.7,61,146,41.8,0,0.4,0.9,-0.4,9,50,10,4,60,Matches
Yannik Keitel,de GER,MF,Freiburg,19,2000,1.9,47,58,81.0,935,258,16,19,84.2,23,25,92.0,8,11,72.7,0,0.2,0.0,-0.2,1,2,0,0,5,Matches
