player,nationality,position,team,age,birth_year,minutes_90s,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,matches
Hanno Behrens,de GER,MF,Nürnberg,28,1990,29.3,46,26,29,17,0,21,47,44.7,26,43,13,30,33,79,49,0,Matches
Ishak Belfodil,dz ALG,"FW,MF",Hoffenheim,26,1992,20.7,13,10,5,6,2,4,16,25.0,12,6,0,6,3,16,14,0,Matches
Stefan Bell,de GER,DF,Mainz 05,26,1991,25.0,31,20,18,13,0,15,34,44.1,19,31,11,20,54,85,122,1,Matches
Karim Bellarabi,de GER,FW,Leverkusen,28,1990,11.7,13,6,7,4,2,3,19,15.8,16,13,0,13,10,23,8,0,Matches
Lars Bender,de GER,"MF,DF",Leverkusen,29,1989,15.1,43,29,20,20,3,18,35,51.4,17,26,4,22,21,64,26,0,Matches
Sven Bender,de GER,DF,Leverkusen,29,1989,22.1,40,25,25,15,0,18,30,60.0,12,31,14,17,52,92,98,0,Matches
László Bénes,sk SVK,"MF,FW",M'Gladbach,20,1997,0.3,3,1,3,0,0,3,3,100.0,0,1,0,1,0,3,0,0,Matches
Nabil Bentaleb,dz ALG,MF,Schalke 04,23,1994,19.9,32,17,8,21,3,4,18,22.2,14,28,8,20,35,67,19,0,Matches
Jordan Beyer,de GER,DF,M'Gladbach,18,2000,8.0,32,18,21,10,1,17,24,70.8,7,12,6,6,11,43,32,0,Matches
Ermin Bičakčić,ba BIH,DF,Hoffenheim,28,1990,19.9,32,19,18,11,3,13,22,59.1,9,36,15,21,56,88,79,1,Matches
Leonardo Bittencourt,de GER,MF,Hoffenheim,24,1993,11.9,37,26,9,22,6,8,32,25.0,24,22,1,21,13,50,7,0,Matches
Pablo de Blasis,ar ARG,FW,Mainz 05,30,1988,1.0,2,0,0,1,1,2,3,66.7,1,0,0,0,1,3,0,0,Matches
Danny Blum,de GER,MF,Eint Frankfurt,27,1991,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,5,0,Matches
Jérôme Boateng,de GER,DF,Bayern Munich,29,1988,18.8,21,15,12,9,0,10,22,45.5,12,8,3,5,25,46,49,0,Matches
Adam Bodzek,de GER,"MF,DF",Düsseldorf,32,1985,17.7,44,27,27,16,1,17,43,39.5,26,15,6,9,26,70,39,0,Matches
Jean-Paul Boëtius,nl NED,MF,Mainz 05,24,1994,23.6,51,32,21,25,5,16,44,36.4,28,59,2,57,37,88,13,0,Matches
Robin Bormuth,de GER,DF,Düsseldorf,22,1995,6.8,7,4,7,0,0,5,10,50.0,5,6,4,2,10,17,49,1,Matches
Nassim Boujellab,ma MAR,MF,Schalke 04,19,1999,4.2,10,4,3,6,1,3,11,27.3,8,6,0,6,2,12,3,0,Matches
Julian Brandt,de GER,"MF,FW",Leverkusen,22,1996,29.6,27,16,13,10,4,7,43,16.3,36,27,1,26,17,44,12,1,Matches
Fabian Bredlow,de GER,GK,Nürnberg,23,1995,12.5,1,1,1,0,0,1,1,100.0,0,0,0,0,1,2,3,4,Matches
Josip Brekalo,hr CRO,"FW,MF",Wolfsburg,20,1998,15.7,15,7,7,6,2,5,18,27.8,13,15,1,14,12,27,9,1,Matches
Joshua Brenet,nl NED,DF,Hoffenheim,24,1994,10.1,20,13,12,5,3,7,13,53.8,6,16,1,15,8,28,19,0,Matches
John Brooks,us USA,DF,Wolfsburg,25,1993,29.0,29,15,18,9,2,13,27,48.1,14,28,13,15,37,66,135,3,Matches
Daniel Brosinski,de GER,DF,Mainz 05,30,1988,24.5,27,16,16,10,1,18,33,54.5,15,30,9,21,26,53,58,0,Matches
Bruma,pt POR,MF,RB Leipzig,23,1994,6.1,5,2,3,1,1,1,5,20.0,4,4,0,4,4,9,2,0,Matches
Jeffrey Bruma,nl NED,DF,Schalke 04,26,1991,6.9,12,11,8,4,0,6,12,50.0,6,8,2,6,4,16,35,0,Matches
Jacob Bruun Larsen,dk DEN,FW,Dortmund,19,1998,14.1,15,9,8,2,5,7,17,41.2,10,15,1,14,13,28,12,0,Matches
Niko Bungert,de GER,DF,Mainz 05,31,1986,3.2,7,5,5,2,0,5,5,100.0,0,7,6,1,4,11,16,0,Matches
Guido Burgstaller,at AUT,FW,Schalke 04,29,1989,17.0,11,9,2,5,4,3,8,37.5,5,5,0,5,2,13,10,0,Matches
Jonathan Burkardt,de GER,"FW,MF",Mainz 05,18,2000,2.9,4,4,2,1,1,1,2,50.0,1,2,0,2,3,7,5,0,Matches
Roman Bürki,ch SUI,GK,Dortmund,27,1990,32.0,1,0,1,0,0,1,2,50.0,1,1,0,1,2,3,8,4,Matches
Gaëtan Bussmann,fr FRA,DF,Mainz 05,27,1991,1.0,2,1,2,0,0,2,5,40.0,3,0,0,0,1,3,2,0,Matches
Jakub Błaszczykowski,pl POL,MF,Wolfsburg,32,1985,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Caiuby,br BRA,"MF,FW",Augsburg,30,1988,11.2,12,10,5,6,1,3,11,27.3,8,16,1,15,5,17,10,0,Matches
Daniel Caligiuri,it ITA,"DF,FW",Schalke 04,30,1988,30.6,93,52,55,29,9,44,103,42.7,59,66,10,56,50,143,72,1,Matches
Jan-Ingwer Callsen-Bracker,de GER,DF,Augsburg,33,1984,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Ignacio Camacho,es ESP,MF,Wolfsburg,28,1990,6.0,15,9,9,6,0,3,7,42.9,4,7,2,5,18,33,12,0,Matches
Jonas Carls,de GER,FW,Schalke 04,21,1997,1.0,5,2,4,0,1,5,5,100.0,0,0,0,0,1,6,0,0,Matches
Koen Casteels,be BEL,GK,Wolfsburg,26,1992,25.5,1,0,1,0,0,1,2,50.0,1,1,0,1,0,1,11,1,Matches
Gonzalo Castro,de GER,MF,Stuttgart,31,1987,18.8,50,28,21,25,4,19,43,44.2,24,23,5,18,29,79,22,1,Matches
Timothy Chandler,us USA,DF,Eint Frankfurt,28,1990,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Per Ciljan Skjelbred,no NOR,MF,Hertha BSC,31,1987,11.1,26,18,13,12,1,5,22,22.7,17,10,1,9,20,46,14,0,Matches
Kingsley Coman,fr FRA,"FW,MF",Bayern Munich,22,1996,15.3,11,6,4,4,3,6,19,31.6,13,20,0,20,5,16,3,0,Matches
Sergio Córdova,ve VEN,FW,Augsburg,20,1997,5.9,9,5,3,4,2,2,6,33.3,4,0,0,0,3,12,5,0,Matches
Danny da Costa,de GER,"DF,FW",Eint Frankfurt,25,1993,33.7,61,35,29,25,7,18,42,42.9,24,51,9,42,32,93,67,0,Matches
Mickaël Cuisance,fr FRA,MF,M'Gladbach,18,1999,3.1,11,6,6,3,2,3,8,37.5,5,3,0,3,5,16,4,0,Matches
Matheus Cunha,br BRA,"FW,MF",RB Leipzig,19,1999,9.5,10,6,3,5,2,3,13,23.1,10,13,1,12,4,14,8,0,Matches
Christoph Daferner,de GER,FW,Freiburg,20,1998,0.3,1,0,1,0,0,0,0,,0,0,0,0,1,2,0,0,Matches
Mahmoud Dahoud,de GER,MF,Dortmund,22,1996,7.7,16,10,4,10,2,3,15,20.0,12,10,0,10,17,33,8,0,Matches
Leon Dajaku,de GER,"DF,MF",Stuttgart,17,2001,0.3,2,1,0,1,1,0,0,,0,1,0,1,0,2,0,0,Matches
Kevin Danso,at AUT,DF,Augsburg,19,1998,13.9,25,14,21,3,1,11,14,78.6,3,25,17,8,19,44,72,0,Matches
Palkó Dárdai,hu HUN,"FW,MF",Hertha BSC,19,1999,1.3,1,1,1,0,0,0,0,,0,1,0,1,0,1,0,0,Matches
Vladimír Darida,cz CZE,MF,Hertha BSC,27,1990,4.2,8,5,3,4,1,2,3,66.7,1,5,0,5,8,16,5,0,Matches
Alphonso Davies,ca CAN,"MF,FW",Bayern Munich,17,2000,0.9,1,1,1,0,0,0,0,,0,2,0,2,2,3,1,0,Matches
Thomas Delaney,dk DEN,MF,Dortmund,26,1991,25.4,69,54,28,39,2,19,30,63.3,11,30,9,21,58,127,43,0,Matches
Kerem Demirbay,de GER,MF,Hoffenheim,25,1993,22.4,57,35,20,27,10,11,51,21.6,40,34,10,24,22,79,25,0,Matches
Diego Demme,de GER,MF,RB Leipzig,26,1991,22.8,75,47,24,43,8,33,67,49.3,34,36,3,33,26,101,15,0,Matches
Franco Di Santo,ar ARG,"MF,FW",Schalke 04,29,1989,2.7,2,1,0,2,0,1,4,25.0,3,3,1,2,1,3,3,0,Matches
Abdou Diallo,sn SEN,DF,Dortmund,22,1996,26.4,36,20,20,13,3,11,15,73.3,4,28,15,13,26,62,91,1,Matches
Daniel Didavi,de GER,"MF,FW",Stuttgart,28,1990,10.6,21,15,8,10,3,7,20,35.0,13,11,1,10,4,25,5,0,Matches
Tim Dierßen,de GER,MF,Hannover 96,22,1996,0.2,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,Matches
Javairô Dilrosun,nl NED,"FW,MF",Hertha BSC,20,1998,10.0,14,10,7,5,2,3,7,42.9,4,18,2,16,7,21,9,0,Matches
Giulio Donati,it ITA,DF,Mainz 05,28,1990,6.9,9,7,6,3,0,8,10,80.0,2,5,3,2,16,25,24,0,Matches
Ji Dong-won,kr KOR,"MF,FW",Augsburg,27,1991,9.9,10,6,5,3,2,6,16,37.5,10,13,2,11,8,18,10,0,Matches
Anastasios Donis,gr GRE,"FW,MF",Stuttgart,21,1996,10.7,15,13,8,4,3,3,11,27.3,8,7,0,7,4,19,0,0,Matches
Aleksandar Dragović,at AUT,DF,Leverkusen,27,1991,14.8,18,12,14,4,0,9,14,64.3,5,15,8,7,25,43,66,0,Matches
Josip Drmić,ch SUI,FW,M'Gladbach,25,1992,2.5,2,0,0,2,0,1,2,50.0,1,1,0,1,1,3,0,0,Matches
Jaroslav Drobný,cz CZE,GK,Düsseldorf,38,1979,2.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
Marvin Ducksch,de GER,FW,Düsseldorf,24,1994,9.1,3,1,0,2,1,1,5,20.0,4,4,0,4,4,7,11,0,Matches
Ondrej Duda,sk SVK,MF,Hertha BSC,23,1994,28.5,54,33,13,35,6,15,55,27.3,40,36,4,32,15,69,17,1,Matches
Johannes Eggestein,de GER,"FW,MF",Werder Bremen,20,1998,12.4,13,9,7,4,2,5,19,26.3,14,13,0,13,4,17,7,0,Matches
Maximilian Eggestein,de GER,MF,Werder Bremen,21,1996,33.9,68,42,29,34,5,24,54,44.4,30,49,10,39,30,98,69,0,Matches
Josip Elez,hr CRO,DF,Hannover 96,24,1994,7.2,8,3,5,3,0,2,11,18.2,9,13,4,9,6,14,27,0,Matches
Nico Elvedi,ch SUI,DF,M'Gladbach,21,1996,29.1,41,19,34,7,0,23,33,69.7,10,30,13,17,47,88,135,6,Matches
Breel Embolo,ch SUI,FW,Schalke 04,21,1997,14.9,22,17,4,13,5,1,9,11.1,8,11,0,11,4,26,6,0,Matches
Patrick Erras,de GER,MF,Nürnberg,23,1995,13.6,15,10,7,7,1,7,19,36.8,12,24,13,11,23,38,45,0,Matches
Michael Esser,de GER,GK,Hannover 96,30,1987,32.0,3,2,3,0,0,2,5,40.0,3,1,0,1,1,4,15,0,Matches
Alexander Esswein,de GER,"MF,FW",Stuttgart,28,1990,13.9,17,11,6,4,7,6,21,28.6,15,17,0,17,12,29,16,0,Matches
Ewerton,br BRA,DF,Nürnberg,29,1989,14.9,24,20,21,3,0,8,14,57.1,6,23,16,7,25,49,108,1,Matches
Marco Fabián,mx MEX,FW,Eint Frankfurt,29,1989,0.7,3,2,2,1,0,1,1,100.0,0,0,0,0,3,6,0,0,Matches
Ralf Fährmann,de GER,GK,Schalke 04,29,1988,16.3,0,0,0,0,0,0,0,,0,0,0,0,2,2,10,4,Matches
Simon Falette,gn GUI,DF,Eint Frankfurt,26,1992,6.7,9,6,7,1,1,2,6,33.3,4,11,5,6,14,23,32,0,Matches
Felipe,br BRA,DF,Hannover 96,31,1987,12.2,23,15,21,2,0,9,17,52.9,8,17,9,8,35,58,71,0,Matches
Ohis Felix Uduokhai,de GER,DF,Wolfsburg,20,1997,2.7,13,7,7,5,1,9,10,90.0,1,6,2,4,6,19,11,1,Matches
Gelson Fernandes,ch SUI,MF,Eint Frankfurt,31,1986,24.7,74,48,33,38,3,23,65,35.4,42,45,9,36,53,127,16,0,Matches
Oliver Fink,de GER,MF,Düsseldorf,36,1982,11.7,38,22,17,17,4,12,38,31.6,26,20,3,17,13,51,19,0,Matches
Alfreð Finnbogason,is ISL,FW,Augsburg,29,1989,14.8,7,3,2,5,0,1,9,11.1,8,6,1,5,3,10,11,0,Matches
Mark Flekken,nl NED,GK,Freiburg,25,1993,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Emil Forsberg,se SWE,"MF,FW",RB Leipzig,26,1991,13.9,12,7,0,12,0,5,16,31.3,11,16,1,15,3,15,6,0,Matches
Iver Fossum,no NOR,MF,Hannover 96,22,1996,5.1,9,5,1,7,1,4,8,50.0,4,8,2,6,7,16,10,0,Matches
Raphael Framberger,de GER,"DF,MF",Augsburg,22,1995,6.1,8,6,4,4,0,0,3,0.0,3,10,3,7,11,19,15,1,Matches
Mike Frantz,de GER,"MF,FW",Freiburg,31,1986,24.6,34,26,15,15,4,6,20,30.0,14,24,4,20,21,55,32,0,Matches
Marco Friedl,at AUT,DF,Werder Bremen,20,1998,5.3,8,6,4,3,1,3,11,27.3,8,9,6,3,13,21,21,0,Matches
Alexander Fuchs,de GER,"MF,FW",Nürnberg,21,1997,7.3,14,12,5,7,2,5,15,33.3,10,9,1,8,5,19,10,0,Matches
Niclas Füllkrug,de GER,FW,Hannover 96,25,1993,12.4,3,0,0,1,2,1,5,20.0,4,10,4,6,1,4,17,0,Matches
Mijat Gaćinović,rs SRB,MF,Eint Frankfurt,23,1995,18.1,31,20,7,13,11,11,42,26.2,31,26,1,25,24,55,10,0,Matches
Jean-Philippe Gbamin,ci CIV,MF,Mainz 05,22,1995,29.7,51,31,29,15,7,23,51,45.1,28,39,5,34,30,81,32,1,Matches
Theodor Gebre Selassie,cz CZE,DF,Werder Bremen,31,1986,31.3,53,38,27,16,10,22,51,43.1,29,33,8,25,69,122,100,0,Matches
Dennis Geiger,de GER,MF,Hoffenheim,20,1998,2.7,2,1,1,1,0,1,6,16.7,5,1,0,1,3,5,1,0,Matches
Christian Gentner,de GER,"MF,FW",Stuttgart,32,1985,22.4,61,38,29,26,6,16,50,32.0,34,30,3,27,31,92,41,1,Matches
Yannick Gerhardt,de GER,MF,Wolfsburg,24,1994,27.3,52,34,22,20,10,16,43,37.2,27,35,7,28,30,82,34,0,Matches
Fabian Giefer,de GER,GK,Augsburg,28,1990,4.0,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,1,2,Matches
Niko Gießelmann,de GER,DF,Düsseldorf,26,1991,28.8,57,37,38,14,5,26,59,44.1,33,25,6,19,36,93,85,1,Matches
Daniel Ginczek,de GER,FW,Wolfsburg,27,1991,14.2,9,7,4,3,2,5,19,26.3,14,12,2,10,3,12,23,1,Matches
Matthias Ginter,de GER,DF,M'Gladbach,24,1994,26.4,24,14,16,7,1,9,17,52.9,8,31,19,12,17,41,98,1,Matches
Serge Gnabry,de GER,"FW,MF",Bayern Munich,23,1995,19.6,36,20,12,13,11,5,30,16.7,25,18,0,18,11,47,3,0,Matches
Kevin Goden,de GER,"DF,MF",Nürnberg,19,1999,3.0,4,3,3,1,0,2,7,28.6,5,4,1,3,4,8,11,0,Matches
Mario Gómez,de GER,FW,Stuttgart,33,1985,24.6,19,11,6,10,3,2,12,16.7,10,17,6,11,5,24,33,0,Matches
Jérôme Gondorf,de GER,"MF,FW",Freiburg,30,1988,14.4,33,18,12,19,2,14,28,50.0,14,29,5,24,19,52,23,1,Matches
Nicolás González,ar ARG,"FW,MF",Stuttgart,20,1998,24.0,19,14,3,7,9,9,19,47.4,10,32,2,30,11,30,27,0,Matches
Leon Goretzka,de GER,MF,Bayern Munich,23,1995,22.5,41,22,7,27,7,14,38,36.8,24,25,4,21,26,67,14,1,Matches
Felix Götze,de GER,MF,Augsburg,20,1998,1.4,4,2,2,2,0,3,3,100.0,0,1,0,1,3,7,7,0,Matches
Mario Götze,de GER,"FW,MF",Dortmund,26,1992,18.6,26,19,6,11,9,4,25,16.0,21,10,0,10,8,34,4,1,Matches
Jeffrey Gouweleeuw,nl NED,DF,Augsburg,27,1991,23.2,42,31,23,19,0,24,39,61.5,15,44,21,23,56,98,71,1,Matches
Michael Gregoritsch,at AUT,"MF,FW",Augsburg,24,1994,27.6,22,13,7,9,6,4,28,14.3,24,29,10,19,15,37,58,0,Matches
Vincenzo Grifo,it ITA,"MF,FW",Hoffenheim,25,1993,3.7,6,3,2,3,1,0,5,0.0,5,2,1,1,2,8,5,0,Matches
Vincenzo Grifo,it ITA,"MF,FW",Freiburg,25,1993,15.9,26,14,11,8,7,14,27,51.9,13,10,1,9,2,28,10,0,Matches
Florian Grillitsch,at AUT,MF,Hoffenheim,22,1995,26.6,77,49,30,38,9,36,80,45.0,44,34,8,26,72,149,56,1,Matches
Marko Grujić,rs SRB,MF,Hertha BSC,22,1996,19.8,45,33,17,20,8,13,38,34.2,25,29,6,23,29,74,51,1,Matches
Raphaël Guerreiro,pt POR,"FW,DF",Dortmund,24,1993,17.0,25,12,11,7,7,12,23,52.2,11,7,1,6,18,43,12,1,Matches
Josuha Guilavogui,fr FRA,MF,Wolfsburg,27,1990,17.4,31,16,18,13,0,14,25,56.0,11,17,8,9,43,74,56,2,Matches
Péter Gulácsi,hu HUN,GK,RB Leipzig,28,1990,32.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,11,0,Matches
Manuel Gulde,de GER,DF,Freiburg,27,1991,19.0,24,16,18,5,1,12,16,75.0,4,25,13,12,26,50,90,0,Matches
Christian Günter,de GER,"DF,MF",Freiburg,25,1993,32.0,38,26,16,16,6,20,43,46.5,23,31,7,24,14,52,55,0,Matches
Ahmet Gürleyen,de GER,DF,Mainz 05,19,1999,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
Jonathan de Guzmán,nl NED,MF,Eint Frankfurt,30,1987,17.4,34,24,11,20,3,13,28,46.4,15,18,2,16,11,45,16,0,Matches
Janik Haberer,de GER,"MF,FW",Freiburg,24,1994,26.0,71,47,37,24,10,30,75,40.0,45,31,4,27,36,107,49,0,Matches
Alexander Hack,de GER,DF,Mainz 05,24,1993,11.3,29,13,20,9,0,19,28,67.9,9,26,15,11,41,70,59,2,Matches
Benjamin Hadžić,ba BIH,"FW,MF",Hannover 96,19,1999,0.3,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Matches
André Hahn,de GER,"FW,MF",Augsburg,27,1990,22.8,64,38,22,39,3,22,53,41.5,31,28,2,26,27,91,32,0,Matches
Amadou Haidara,ml MLI,MF,RB Leipzig,20,1998,4.2,13,11,4,8,1,8,14,57.1,6,9,1,8,4,17,7,0,Matches
Achraf Hakimi,ma MAR,DF,Dortmund,19,1998,19.3,34,19,25,8,1,17,36,47.2,19,27,4,23,29,63,45,2,Matches
Sébastien Haller,ci CIV,FW,Eint Frankfurt,24,1994,24.2,24,11,7,10,7,8,21,38.1,13,21,1,20,15,39,23,0,Matches
Marcel Halstenberg,de GER,"DF,FW",RB Leipzig,26,1991,26.8,68,44,31,24,13,42,65,64.6,23,27,4,23,38,106,69,0,Matches
Genki Haraguchi,jp JPN,"MF,DF",Hannover 96,27,1991,23.7,44,26,21,20,3,17,66,25.8,49,34,5,29,21,65,33,0,Matches
Amine Harit,ma MAR,"MF,FW",Schalke 04,21,1997,12.0,15,8,4,9,2,8,24,33.3,16,11,1,10,9,24,2,0,Matches
Martin Harnik,at AUT,"FW,MF",Werder Bremen,31,1987,9.2,12,7,4,3,5,4,15,26.7,11,8,0,8,3,15,10,0,Matches
Makoto Hasebe,jp JPN,"DF,MF",Eint Frankfurt,34,1984,28.0,52,34,35,17,0,25,42,59.5,17,43,22,21,40,92,101,3,Matches
Kai Havertz,de GER,"MF,FW",Leverkusen,19,1999,32.2,26,17,10,11,5,8,32,25.0,24,31,4,27,16,42,29,0,Matches
Thorgan Hazard,be BEL,"FW,MF",M'Gladbach,25,1993,31.9,50,33,22,20,8,17,48,35.4,31,35,2,33,27,77,12,0,Matches
Dominique Heintz,de GER,DF,Freiburg,24,1993,33.9,41,21,34,6,1,18,32,56.3,14,45,22,23,45,86,214,0,Matches
Rouwen Hennings,de GER,FW,Düsseldorf,30,1987,20.4,14,10,1,8,5,2,13,15.4,11,16,1,15,4,18,20,0,Matches
Benjamin Henrichs,de GER,DF,Leverkusen,21,1997,0.7,0,0,0,0,0,0,0,,0,2,0,2,3,3,0,0,Matches
Patrick Herrmann,de GER,"FW,DF",M'Gladbach,27,1991,12.0,20,14,8,7,5,6,17,35.3,11,6,3,3,6,26,12,0,Matches
Martin Hinteregger,at AUT,DF,Augsburg,25,1992,17.5,48,35,31,16,1,24,35,68.6,11,24,13,11,22,70,68,0,Matches
Martin Hinteregger,at AUT,DF,Eint Frankfurt,25,1992,12.7,34,26,19,12,3,13,28,46.4,15,20,7,13,13,47,51,0,Matches
Marwin Hitz,ch SUI,GK,Dortmund,30,1987,2.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,Matches
André Hoffmann,de GER,"DF,MF",Düsseldorf,25,1993,11.7,22,14,12,10,0,9,25,36.0,16,17,12,5,21,43,44,0,Matches
Nicolas Höfler,de GER,MF,Freiburg,28,1990,17.9,45,22,19,22,4,14,36,38.9,22,21,4,17,32,77,41,0,Matches
Jonas Hofmann,de GER,MF,M'Gladbach,26,1992,21.2,37,18,11,19,7,9,37,24.3,28,33,2,31,16,53,14,1,Matches
Lucas Höler,de GER,FW,Freiburg,24,1994,11.2,18,13,6,9,3,4,18,22.2,14,10,1,9,3,21,15,2,Matches
Gerrit Holtmann,ph PHI,"FW,MF",Mainz 05,23,1995,1.6,2,0,1,0,1,1,2,50.0,1,3,2,1,4,6,1,0,Matches
Justin Hoogma,nl NED,"DF,MF",Hoffenheim,20,1998,1.2,4,2,2,1,1,2,2,100.0,0,3,1,2,2,6,1,0,Matches
Lukáš Hrádecký,fi FIN,GK,Leverkusen,28,1989,32.0,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,9,1,Matches
Branimir Hrgota,se SWE,FW,Eint Frankfurt,25,1993,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Benjamin Hübner,de GER,DF,Hoffenheim,29,1989,9.0,29,18,18,9,2,14,18,77.8,4,16,7,9,21,50,35,0,Matches
Mats Hummels,de GER,DF,Bayern Munich,29,1988,19.7,26,17,19,6,1,9,24,37.5,15,20,8,12,34,60,50,1,Matches
Vedad Ibišević,ba BIH,FW,Hertha BSC,33,1984,20.1,12,8,2,5,5,0,10,0.0,10,10,4,6,3,15,20,0,Matches
Ivo Iličević,hr CRO,MF,Nürnberg,31,1986,0.4,1,0,0,1,0,1,2,50.0,1,1,0,1,0,1,0,0,Matches
Stefan Ilsanker,at AUT,"DF,MF",RB Leipzig,29,1989,10.4,26,17,15,10,1,14,23,60.9,9,9,2,7,18,44,43,1,Matches
Emiliano Insúa,ar ARG,DF,Stuttgart,29,1989,23.5,51,33,26,18,7,25,42,59.5,17,29,2,27,31,82,55,1,Matches
Mikael Ishak,se SWE,FW,Nürnberg,25,1993,21.3,9,6,3,6,0,3,16,18.8,13,8,3,5,3,12,10,0,Matches
Gian-Luca Itter,de GER,DF,Wolfsburg,19,1999,1.0,4,3,3,1,0,1,2,50.0,1,2,0,2,1,5,2,0,Matches
Koo Ja-cheol,kr KOR,MF,Augsburg,29,1989,18.2,36,23,10,20,6,12,30,40.0,18,28,5,23,27,63,21,0,Matches
Lukas Jäger,at AUT,"FW,MF",Nürnberg,24,1994,0.3,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,0,0,Matches
Christoph Janker,de GER,"MF,FW",Augsburg,33,1985,0.8,2,1,2,0,0,0,0,,0,1,0,1,0,2,1,0,Matches
Tony Jantschke,de GER,DF,M'Gladbach,28,1990,10.4,15,10,9,5,1,6,8,75.0,2,10,7,3,27,42,51,1,Matches
Rune Jarstein,no NOR,GK,Hertha BSC,33,1984,30.5,0,0,0,0,0,0,0,,0,0,0,0,1,1,8,1,Matches
Dennis Jastrzembski,pl POL,"FW,DF",Hertha BSC,18,2000,0.7,0,0,0,0,0,0,3,0.0,3,0,0,0,1,1,0,0,Matches
Tin Jedvaj,hr CRO,DF,Leverkusen,22,1995,12.5,23,15,9,8,6,10,19,52.6,9,28,2,26,22,45,52,0,Matches
Fredrik Jensen,fi FIN,"FW,MF",Augsburg,20,1997,2.3,5,4,3,1,1,2,4,50.0,2,6,0,6,2,7,3,0,Matches
Joelinton,br BRA,"FW,MF",Hoffenheim,21,1996,23.7,35,22,9,20,6,10,30,33.3,20,36,3,33,14,49,8,0,Matches
Aron Jóhannsson,us USA,MF,Werder Bremen,27,1990,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Fabian Johnson,us USA,"DF,FW",M'Gladbach,30,1987,11.2,13,5,2,8,3,6,8,75.0,2,8,3,5,10,23,16,0,Matches
Jonathas,br BRA,FW,Hannover 96,29,1989,6.7,7,4,3,4,0,3,10,30.0,7,9,1,8,3,10,4,0,Matches
Luka Jović,rs SRB,"FW,MF",Eint Frankfurt,20,1997,24.9,10,5,1,8,1,1,12,8.3,11,8,0,8,3,13,30,0,Matches
Sebastian Jung,de GER,DF,Wolfsburg,28,1990,0.6,1,0,0,1,0,1,1,100.0,0,0,0,0,0,1,1,0,Matches
Ozan Kabak,tr TUR,DF,Stuttgart,18,2000,15.0,33,19,22,9,2,9,19,47.4,10,15,8,7,23,56,58,1,Matches
Pavel Kadeřábek,cz CZE,DF,Hoffenheim,26,1992,27.9,30,19,12,13,5,11,24,45.8,13,37,10,27,34,64,71,1,Matches
Shinji Kagawa,jp JPN,MF,Dortmund,29,1989,1.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Florian Kainz,at AUT,FW,Werder Bremen,25,1992,4.1,6,5,5,1,0,3,6,50.0,3,4,1,3,3,9,5,0,Matches
Salomon Kalou,ci CIV,"FW,MF",Hertha BSC,32,1985,25.7,21,12,5,11,5,6,24,25.0,18,23,1,22,6,27,25,0,Matches
Marcin Kamiński,pl POL,DF,Düsseldorf,26,1992,27.0,18,13,14,3,1,7,11,63.6,4,21,11,10,39,57,103,2,Matches
Patrick Kammerbauer,de GER,FW,Freiburg,21,1997,0.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,Matches
Kevin Kampl,si SVN,MF,RB Leipzig,27,1990,23.5,41,24,16,21,4,8,28,28.6,20,32,2,30,33,74,22,0,Matches
Stefanos Kapino,gr GRE,GK,Werder Bremen,24,1994,0.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Kenan Karaman,tr TUR,"FW,MF",Düsseldorf,24,1994,10.2,13,9,3,10,0,7,12,58.3,5,5,1,4,2,15,8,0,Matches
Marc-Oliver Kempf,de GER,DF,Stuttgart,23,1995,22.5,33,18,26,7,0,12,24,50.0,12,35,21,14,46,79,141,1,Matches
Sebastian Kerk,de GER,"MF,FW",Nürnberg,24,1994,13.1,16,9,8,5,3,7,23,30.4,16,14,5,9,3,19,22,1,Matches
