player,nationality,position,team,age,birth_year,minutes_90s,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,matches
Paul Jaeckel,de GER,"DF,MF",Union Berlin,25-073,1998,0.3,28,1,14,12,2,0,28,0,0,,0,,14,79,58,1,1,0,1,0,15,1,Matches
Kristijan Jakić,hr CRO,MF,Eint Frankfurt,26-142,1997,1.7,101,6,16,65,20,2,101,1,0,0.0,1,100.0,57,325,77,2,4,1,1,2,71,9,Matches
Tony Jantschke,de GER,"DF,MF",M'Gladbach,33-179,1990,0.2,12,4,8,4,0,0,12,0,0,,0,,3,10,0,0,0,0,0,0,4,0,Matches
Fredrik Jensen,fi FIN,MF,Augsburg,26-024,1997,0.6,25,2,3,13,9,2,25,0,0,,0,,12,60,40,1,0,0,3,1,12,0,Matches
Moritz Jenz,de GER,DF,Wolfsburg,24-156,1999,2.0,117,21,71,44,3,0,117,0,0,,0,,74,475,256,0,1,0,3,1,80,0,Matches
Anthony Jung,de GER,"FW,DF",Werder Bremen,31-334,1991,3.5,189,15,58,104,27,1,189,1,1,100.0,0,0.0,86,359,151,1,3,0,1,0,104,9,Matches
Josip Juranović,hr CRO,"DF,MF",Union Berlin,28-048,1995,3.0,183,3,41,70,74,2,183,8,2,25.0,5,62.5,64,393,211,6,3,0,3,1,74,7,Matches
Julian Justvan,de GER,"MF,FW",Hoffenheim,25-184,1998,0.3,21,1,3,9,10,2,21,0,0,,0,,13,171,137,6,2,1,1,1,16,6,Matches
Ozan Kabak,tr TUR,DF,Hoffenheim,23-192,2000,4.7,298,43,120,154,24,8,298,3,0,0.0,3,100.0,157,763,494,4,1,0,1,0,175,0,Matches
Pavel Kadeřábek,cz CZE,"DF,MF",Hoffenheim,31-161,1992,4.0,207,14,49,83,77,12,207,3,1,33.3,2,66.7,83,368,193,8,3,2,0,1,108,24,Matches
Florian Kainz,at AUT,MF,Köln,30-344,1992,5.1,299,5,38,168,96,9,298,13,7,53.8,4,30.8,181,926,409,14,12,3,6,8,179,20,Matches
Jakub Kamiński,pl POL,FW,Wolfsburg,21-120,2002,0.7,43,0,5,16,22,4,43,5,1,20.0,4,80.0,30,195,107,5,1,3,1,2,33,9,Matches
Kevin Kampl,si SVN,MF,RB Leipzig,32-359,1990,5.0,395,7,68,290,40,1,395,7,6,85.7,1,14.3,271,1596,833,14,5,0,5,4,298,3,Matches
Harry Kane,eng ENG,FW,Bayern Munich,30-067,1993,5.8,167,7,14,63,92,28,164,10,5,50.0,3,30.0,111,480,180,3,4,1,5,10,126,24,Matches
Atakan Karazor,de GER,MF,Stuttgart,26-355,1996,5.5,371,11,64,240,69,4,371,9,1,11.1,6,66.7,191,926,452,5,8,0,4,1,257,9,Matches
Emir Karic,at AUT,DF,Darmstadt 98,26-116,1997,3.7,213,14,70,98,47,5,213,4,1,25.0,2,50.0,105,575,347,10,7,1,4,1,122,19,Matches
Silas Katompa,cd COD,FW,Stuttgart,24-362,1998,3.9,135,1,10,53,81,22,135,24,9,37.5,11,45.8,102,823,412,18,11,7,14,8,102,41,Matches
Mikkel Kaufmann,dk DEN,"FW,DF",Union Berlin,22-273,2001,0.4,21,0,3,5,13,4,21,1,0,0.0,1,100.0,6,28,12,1,0,0,2,1,14,5,Matches
Naby Keïta,gn GUI,MF,Werder Bremen,28-235,1995,0.3,22,0,3,16,3,1,22,3,3,100.0,0,0.0,14,126,94,1,0,0,0,0,17,1,Matches
Yannik Keitel,de GER,MF,Freiburg,23-230,2000,1.4,64,6,19,35,10,2,64,4,2,50.0,2,50.0,26,146,52,0,0,0,2,1,30,4,Matches
Thomas Keller,de GER,"MF,FW",Heidenheim,24-059,1999,0.0,8,0,2,7,0,0,8,0,0,,0,,3,10,3,0,0,0,1,0,3,0,Matches
Aljoscha Kemlein,de GER,MF,Union Berlin,19-062,2004,0.3,13,0,5,6,2,0,13,1,1,100.0,0,0.0,7,41,31,0,0,0,1,0,6,1,Matches
Tobias Kempe,de GER,MF,Darmstadt 98,34-098,1989,2.3,111,1,13,49,50,6,110,4,1,25.0,3,75.0,45,221,119,2,2,0,4,3,58,8,Matches
Luca Kilian,de GER,"DF,MF",Köln,24-032,1999,0.1,14,2,11,1,2,1,14,0,0,,0,,4,20,4,0,0,0,0,0,4,0,Matches
Joshua Kimmich,de GER,MF,Bayern Munich,28-237,1995,5.5,616,17,98,359,163,0,616,3,0,0.0,2,66.7,379,2014,765,8,14,0,4,4,464,11,Matches
Christoph Klarer,at AUT,DF,Darmstadt 98,23-111,2000,5.5,263,35,145,104,15,7,263,3,3,100.0,0,0.0,137,640,377,1,1,0,1,1,181,1,Matches
Tim Kleindienst,de GER,FW,Heidenheim,28-033,1995,5.9,234,9,12,116,110,28,232,14,5,35.7,9,64.3,128,560,203,9,9,3,18,9,166,38,Matches
Lukas Klostermann,de GER,DF,RB Leipzig,27-122,1996,0.4,52,2,13,31,8,2,52,0,0,,0,,34,146,69,2,1,0,0,0,37,3,Matches
Ansgar Knauff,de GER,"DF,FW",Eint Frankfurt,21-266,2002,1.3,95,4,26,31,39,4,95,2,1,50.0,0,0.0,42,246,90,3,2,0,7,3,53,13,Matches
Robin Knoche,de GER,DF,Union Berlin,31-134,1992,3.9,273,22,137,136,3,3,273,2,2,100.0,0,0.0,157,799,484,0,0,0,4,0,163,0,Matches
Gregor Kobel,ch SUI,GK,Dortmund,25-301,1997,6.0,277,210,273,4,0,0,277,0,0,,0,,146,802,407,0,0,0,0,0,147,0,Matches
Robin Koch,de GER,DF,Eint Frankfurt,27-078,1996,6.0,534,96,287,242,7,3,534,1,0,0.0,1,100.0,349,1673,1013,4,3,0,2,0,379,0,Matches
Dominik Kohr,de GER,"MF,DF",Mainz 05,29-245,1994,5.3,376,20,118,212,50,8,376,6,2,33.3,4,66.7,181,870,427,8,3,0,8,2,227,7,Matches
Randal Kolo Muani,fr FRA,FW,Eint Frankfurt,24-302,1998,1.7,56,1,1,30,27,10,56,15,4,26.7,10,66.7,42,336,180,6,4,2,3,8,46,9,Matches
Kouadio Koné,fr FRA,MF,M'Gladbach,22-139,2001,0.9,32,0,2,24,7,0,32,5,2,40.0,2,40.0,24,167,38,0,3,0,2,5,22,1,Matches
Odilon Kossonou,ci CIV,DF,Leverkusen,22-272,2001,5.9,440,18,112,269,62,1,440,12,9,75.0,3,25.0,276,1478,796,12,8,0,8,3,305,6,Matches
Dawid Kownacki,pl POL,"FW,MF",Werder Bremen,26-203,1997,1.6,52,2,3,22,27,10,52,1,1,100.0,0,0.0,23,74,45,2,0,1,5,0,36,10,Matches
Alex Král,cz CZE,MF,Union Berlin,25-137,1998,5.0,192,12,49,115,30,5,192,3,2,66.7,0,0.0,75,493,301,5,5,0,4,3,94,8,Matches
Andrej Kramarić,hr CRO,"MF,FW",Hoffenheim,32-106,1991,5.8,307,6,35,133,141,24,304,17,7,41.2,8,47.1,171,995,530,13,8,7,10,8,196,29,Matches
Christoph Kramer,de GER,MF,M'Gladbach,32-226,1991,0.3,43,0,8,21,14,2,43,6,2,33.3,4,66.7,28,148,85,4,0,2,2,2,28,2,Matches
Frans Krätzig,de GER,DF,Bayern Munich,20-262,2003,0.3,19,1,5,10,4,0,19,0,0,,0,,15,46,16,0,0,0,1,0,16,2,Matches
Tom Krauß,de GER,"MF,DF",Mainz 05,22-103,2001,1.7,106,1,14,60,34,4,106,4,0,0.0,3,75.0,50,230,82,4,1,2,3,4,57,6,Matches
Lukas Kübler,de GER,DF,Freiburg,31-034,1992,5.8,312,22,99,155,58,2,312,7,3,42.9,1,14.3,136,519,174,2,1,0,3,2,150,12,Matches
Maxence Lacroix,fr FRA,DF,Wolfsburg,23-180,2000,6.0,454,53,245,209,4,1,454,3,2,66.7,1,33.3,265,1204,618,1,0,0,4,0,297,0,Matches
Aïssa Laïdouni,tn TUN,MF,Union Berlin,26-294,1996,3.4,171,2,28,86,61,8,171,4,1,25.0,3,75.0,88,424,184,3,5,0,6,6,113,13,Matches
Konrad Laimer,at AUT,"DF,MF",Bayern Munich,26-129,1997,3.8,330,4,60,174,102,12,330,19,10,52.6,9,47.4,207,1209,737,23,11,7,4,2,225,17,Matches
Hugo Larsson,se SWE,MF,Eint Frankfurt,19-098,2004,3.8,227,6,82,107,44,2,227,7,3,42.9,4,57.1,147,732,307,7,5,2,5,3,154,6,Matches
Diogo Leite,pt POR,DF,Union Berlin,24-253,1999,5.7,397,37,149,216,32,8,397,0,0,,0,,208,980,581,5,3,1,5,1,237,0,Matches
Maxim Leitsch,de GER,DF,Mainz 05,25-138,1998,0.8,21,1,12,7,2,0,21,0,0,,0,,11,47,22,0,0,0,0,0,9,0,Matches
Christopher Lenz,de GER,DF,RB Leipzig,29-011,1994,0.2,13,0,4,7,2,0,13,0,0,,0,,5,16,11,0,0,0,0,0,7,2,Matches
Christopher Lenz,de GER,DF,Eint Frankfurt,29-011,1994,0.1,13,2,4,8,1,0,13,0,0,,0,,5,22,18,0,1,0,1,1,6,0,Matches
Jamie Leweling,de GER,"FW,MF",Stuttgart,22-219,2001,1.3,57,1,8,17,32,5,57,3,1,33.3,2,66.7,33,156,61,2,0,1,1,2,39,13,Matches
Philipp Lienhart,at AUT,DF,Freiburg,27-084,1996,6.0,479,39,253,215,15,5,479,2,0,0.0,2,100.0,310,1953,870,2,2,0,6,0,316,2,Matches
Matthijs de Ligt,nl NED,DF,Bayern Munich,24-052,1999,0.9,78,10,45,26,7,3,78,0,0,,0,,46,203,83,1,1,0,2,0,55,0,Matches
Jesper Lindstrøm,dk DEN,FW,Eint Frankfurt,23-216,2000,0.9,45,0,3,18,24,4,45,4,1,25.0,3,75.0,34,221,82,2,4,0,5,2,40,9,Matches
Dejan Ljubicic,at AUT,"MF,FW",Köln,25-360,1997,5.8,276,4,54,148,78,8,276,9,2,22.2,6,66.7,175,935,437,10,12,2,9,7,191,19,Matches
Noah Loosli,ch SUI,DF,Bochum,26-253,1997,0.7,40,8,25,14,1,0,40,1,1,100.0,0,0.0,25,112,60,1,0,0,0,0,25,1,Matches
Anthony Losilla,fr FRA,MF,Bochum,37-207,1986,5.1,234,14,43,145,46,12,234,4,2,50.0,2,50.0,77,292,122,1,2,0,6,2,116,8,Matches
Castello Lukeba,fr FRA,DF,RB Leipzig,20-290,2002,3.4,234,27,114,117,5,1,234,1,0,0.0,1,100.0,155,768,434,2,2,0,1,0,171,1,Matches
Senne Lynen,be BEL,MF,Werder Bremen,24-226,1999,2.4,117,10,44,66,7,0,117,0,0,,0,,51,206,68,0,0,0,2,1,56,1,Matches
Matej Maglica,hr CRO,DF,Darmstadt 98,25-008,1998,3.3,225,17,113,96,17,2,225,0,0,,0,,120,648,365,3,4,0,1,2,136,1,Matches
Arne Maier,de GER,"MF,FW",Augsburg,24-268,1999,0.3,12,0,2,8,3,0,12,0,0,,0,,3,8,0,0,0,0,0,0,4,0,Matches
Linton Maina,de GER,"MF,FW",Köln,24-102,1999,3.5,159,1,17,64,82,22,159,15,8,53.3,6,40.0,115,857,513,26,11,13,9,5,124,33,Matches
Patrick Mainka,de GER,DF,Heidenheim,28-331,1994,6.0,321,49,201,109,15,10,321,1,0,0.0,1,100.0,161,1059,629,3,3,0,0,2,181,0,Matches
Lovro Majer,hr CRO,"MF,FW",Wolfsburg,25-259,1998,5.1,246,4,29,118,102,15,246,9,5,55.6,4,44.4,159,939,343,10,5,2,16,6,172,36,Matches
Donyell Malen,nl NED,FW,Dortmund,24-267,1999,5.1,224,1,22,80,124,21,224,23,8,34.8,12,52.2,151,1071,497,19,14,8,18,5,173,39,Matches
Lennard Maloney,us USA,MF,Heidenheim,23-360,1999,5.9,278,32,120,133,28,6,278,1,1,100.0,0,0.0,113,524,219,1,3,0,2,0,132,2,Matches
Braydon Manu,gh GHA,MF,Darmstadt 98,26-189,1997,0.9,27,0,4,11,12,4,27,6,3,50.0,3,50.0,20,90,53,2,0,1,1,0,22,8,Matches
Omar Marmoush,eg EGY,"FW,MF",Eint Frankfurt,24-238,1999,3.9,140,1,15,66,61,21,140,18,4,22.2,12,66.7,99,745,279,15,5,9,14,9,100,21,Matches
Eric Martel,de GER,MF,Köln,21-157,2002,2.8,141,13,59,66,19,2,141,1,0,0.0,0,0.0,71,273,78,0,0,0,2,1,70,4,Matches
Erhan Mašović,rs SRB,DF,Bochum,24-315,1998,6.0,268,21,90,155,25,6,268,1,0,0.0,0,0.0,102,451,197,0,1,0,6,3,124,3,Matches
Roberto Massimo,de GER,"DF,FW",Stuttgart,22-356,2000,0.7,38,1,10,23,5,0,38,1,0,0.0,0,0.0,21,120,76,2,1,0,0,0,23,3,Matches
Philipp Max,de GER,"DF,MF",Eint Frankfurt,30-003,1993,2.5,172,1,31,99,44,5,172,3,3,100.0,0,0.0,83,456,204,7,3,1,1,2,106,17,Matches
Eric Maxim Choupo-Moting,cm CMR,"MF,FW",Bayern Munich,34-194,1989,1.1,67,1,10,28,30,11,67,12,6,50.0,4,33.3,38,245,99,3,1,2,2,2,50,11,Matches
Noussair Mazraoui,ma MAR,DF,Bayern Munich,25-323,1997,3.6,281,7,45,134,103,13,281,9,5,55.6,4,44.4,166,859,467,14,6,4,0,4,197,28,Matches
Kevin Mbabu,ch SUI,DF,Augsburg,28-167,1995,3.0,153,3,37,73,49,5,153,14,7,50.0,6,42.9,79,524,249,8,9,2,10,7,68,9,Matches
Noah Mbamba,be BEL,MF,Leverkusen,18-271,2005,0.1,22,0,0,10,12,0,22,1,0,0.0,1,100.0,13,42,16,0,2,1,0,1,19,0,Matches
Marvin Mehlem,de GER,MF,Darmstadt 98,26-022,1997,5.1,267,10,64,134,71,12,267,7,4,57.1,3,42.9,132,601,280,10,7,4,12,4,151,21,Matches
Sven Michel,de GER,"FW,MF",Augsburg,33-080,1990,2.2,70,1,4,29,37,8,69,7,3,42.9,4,57.1,41,179,53,0,2,0,6,5,50,12,Matches
Enzo Millot,fr FRA,MF,Stuttgart,21-078,2002,4.0,281,4,35,167,87,15,281,16,10,62.5,5,31.3,183,843,386,6,8,2,13,4,222,27,Matches
Jovan Milošević,rs SRB,FW,Stuttgart,18-064,2005,0.2,11,0,0,6,5,0,11,2,2,100.0,0,0.0,10,41,15,0,1,0,1,0,10,1,Matches
Kim Min-jae,kr KOR,DF,Bayern Munich,26-322,1996,5.6,593,70,255,326,15,6,593,0,0,,0,,345,1514,839,2,4,0,3,2,446,1,Matches
Maximilian Mittelstädt,de GER,"FW,DF",Stuttgart,26-199,1997,1.0,72,4,26,23,26,0,72,4,3,75.0,1,25.0,27,235,99,3,4,0,4,0,36,6,Matches
Youssoufa Moukoko,de GER,"FW,MF",Dortmund,18-317,2004,0.6,19,1,3,3,13,3,19,1,0,0.0,0,0.0,12,84,49,3,0,2,2,0,15,4,Matches
Kevin Müller,de GER,GK,Heidenheim,32-202,1991,6.0,291,237,290,1,0,0,291,0,0,,0,,150,675,388,0,0,0,1,0,128,0,Matches
Thomas Müller,de GER,MF,Bayern Munich,34-020,1989,1.9,98,3,7,34,57,13,98,0,0,,0,,49,222,154,6,5,2,0,3,71,19,Matches
Jamal Musiala,de GER,MF,Bayern Munich,20-219,2003,2.2,111,2,14,52,54,5,111,19,11,57.9,7,36.8,85,618,336,10,12,3,10,9,84,13,Matches
Phillipp Mwene,at AUT,DF,Mainz 05,29-247,1994,2.6,135,3,44,51,44,2,135,4,3,75.0,1,25.0,54,348,146,5,3,0,7,1,55,17,Matches
Joakim Mæhle,dk DEN,DF,Wolfsburg,26-136,1997,5.7,409,21,123,190,100,10,409,15,6,40.0,6,40.0,216,1252,661,14,14,3,7,5,231,30,Matches
Nathan N'Goumou,fr FRA,"FW,MF",M'Gladbach,23-203,2000,3.3,142,9,32,53,60,8,142,13,4,30.8,9,69.2,73,611,256,8,7,4,8,1,83,22,Matches
Stanley N'Soki,fr FRA,DF,Hoffenheim,24-177,1999,0.3,18,3,9,9,0,0,18,0,0,,0,,5,23,19,0,0,0,0,0,5,0,Matches
Luca Netz,de GER,DF,M'Gladbach,20-141,2003,3.4,186,10,53,67,68,10,186,8,5,62.5,2,25.0,89,420,219,10,4,4,5,2,103,15,Matches
Florian Neuhaus,de GER,MF,M'Gladbach,26-201,1997,4.2,202,5,33,124,52,10,202,9,6,66.7,1,11.1,111,674,430,11,5,2,5,2,134,8,Matches
Jessic Ngankam,de GER,"FW,DF",Eint Frankfurt,23-075,2000,1.3,41,0,0,22,19,5,41,5,2,40.0,3,60.0,31,95,36,2,1,1,6,5,34,10,Matches
Moritz Nicolas,de GER,GK,M'Gladbach,25-347,1997,4.0,161,141,161,0,0,0,161,0,0,,0,,80,481,271,0,0,0,0,0,60,0,Matches
Justin Njinmah,de GER,"FW,MF",Werder Bremen,22-322,2000,1.0,40,1,2,10,29,9,40,8,4,50.0,4,50.0,25,170,78,3,3,2,4,1,32,14,Matches
Niels Nkounkou,fr FRA,DF,Eint Frankfurt,22-336,2000,1.8,134,4,49,58,33,5,134,12,4,33.3,7,58.3,61,356,172,3,4,1,5,0,62,14,Matches
Felix Nmecha,de GER,"MF,FW",Dortmund,22-358,2000,3.7,196,6,35,110,53,8,196,4,2,50.0,2,50.0,99,628,246,4,5,0,6,4,135,9,Matches
Alexander Nübel,de GER,GK,Stuttgart,27-003,1996,6.0,254,212,251,3,0,0,254,0,0,,0,,134,693,401,0,0,0,0,0,124,0,Matches
Fabian Nürnberger,de GER,DF,Darmstadt 98,24-067,1999,3.7,245,7,48,108,92,5,245,6,5,83.3,1,16.7,123,618,339,5,9,0,3,2,152,29,Matches
Finn Ole Becker,de GER,MF,Hoffenheim,23-117,2000,0.7,49,8,11,22,16,0,49,3,1,33.3,2,66.7,25,108,56,1,0,0,0,2,25,4,Matches
Mathias Olesen,lu LUX,"MF,FW",Köln,22-196,2001,0.9,42,3,11,20,12,2,42,1,1,100.0,0,0.0,25,134,65,2,1,0,1,1,22,1,Matches
Dani Olmo,es ESP,"MF,FW",RB Leipzig,25-149,1998,2.9,149,1,12,82,55,9,149,10,5,50.0,4,40.0,94,514,264,6,6,1,5,2,114,19,Matches
Jonas Omlin,ch SUI,GK,M'Gladbach,29-266,1994,2.0,86,73,86,0,0,0,86,0,0,,0,,53,299,181,0,0,0,0,0,35,0,Matches
Karim Onisiwo,at AUT,"FW,MF",Mainz 05,31-200,1992,4.3,146,1,4,51,92,33,146,11,7,63.6,4,36.4,93,468,172,9,5,4,13,11,119,37,Matches
Loïs Openda,be BEL,FW,RB Leipzig,23-229,2000,4.9,125,3,7,45,73,24,125,15,3,20.0,8,53.3,82,357,178,9,2,3,9,5,94,36,Matches
Leon Opitz,de GER,"FW,DF",Werder Bremen,18-175,2005,0.2,14,0,4,6,4,1,14,2,1,50.0,1,50.0,9,49,27,1,1,1,2,0,8,2,Matches
Willi Orban,hu HUN,DF,RB Leipzig,30-334,1992,3.0,315,31,113,197,6,4,315,2,1,50.0,0,0.0,238,1251,643,3,2,0,1,0,239,2,Matches
Ivan Ordets,ua UKR,DF,Bochum,31-087,1992,6.0,329,43,140,167,23,10,329,0,0,,0,,126,725,351,2,0,0,1,0,156,2,Matches
Patrick Osterhage,de GER,MF,Bochum,23-244,2000,0.6,31,1,10,14,7,1,31,2,2,100.0,0,0.0,21,131,67,2,0,0,1,0,19,5,Matches
Salih Özcan,tr TUR,MF,Dortmund,25-265,1998,2.1,163,4,41,96,27,0,163,1,1,100.0,0,0.0,82,349,150,1,3,0,2,2,108,3,Matches
Willian Pacho,ec ECU,DF,Eint Frankfurt,21-352,2001,6.0,499,37,233,258,13,5,499,3,3,100.0,0,0.0,315,1123,475,2,2,0,6,1,338,1,Matches
Gonçalo Paciência,pt POR,FW,Bochum,29-063,1994,0.6,29,1,3,12,15,6,29,3,3,100.0,0,0.0,11,25,17,0,0,0,4,1,21,3,Matches
Exequiel Palacios,ar ARG,MF,Leverkusen,24-363,1998,4.8,512,8,68,336,110,3,511,4,4,100.0,0,0.0,292,955,418,4,7,0,8,3,412,20,Matches
Miloš Pantović,rs SRB,MF,Union Berlin,27-088,1996,0.2,10,0,4,4,2,1,10,1,1,100.0,0,0.0,7,28,18,1,0,1,1,0,7,1,Matches
Matondo-Merveille Papela,de GER,"DF,MF",Mainz 05,22-258,2001,0.2,14,0,3,8,3,0,14,0,0,,0,,7,23,3,0,0,0,0,2,8,0,Matches
Leart Paqarada,xk KVX,DF,Köln,28-360,1994,5.8,405,16,112,181,114,3,405,6,4,66.7,2,33.3,217,1049,655,14,8,0,4,1,233,13,Matches
Kevin Paredes,us USA,FW,Wolfsburg,20-149,2003,0.4,32,0,5,14,13,4,32,4,1,25.0,1,25.0,21,134,73,3,2,2,2,3,20,5,Matches
Felix Passlack,de GER,DF,Bochum,25-127,1998,4.8,244,13,43,132,71,6,244,4,2,50.0,2,50.0,98,400,190,2,4,0,7,2,122,25,Matches
Jiří Pavlenka,cz CZE,GK,Werder Bremen,31-172,1992,6.0,234,207,234,0,0,0,234,0,0,,0,,107,740,460,0,0,0,1,0,80,0,Matches
Mads Pedersen,dk DEN,DF,Augsburg,27-032,1996,3.9,192,14,69,80,47,1,192,6,4,66.7,1,16.7,89,629,343,10,8,0,3,2,92,10,Matches
Jordan Pefok,us USA,FW,M'Gladbach,27-160,1996,2.8,95,7,10,63,23,10,95,4,2,50.0,2,50.0,53,244,83,2,1,1,3,7,70,15,Matches
Jordan Pefok,us USA,FW,Union Berlin,27-160,1996,0.3,12,0,2,4,6,3,12,0,0,,0,,5,13,0,0,0,0,4,1,8,1,Matches
Jens Petter Hauge,no NOR,"MF,DF",Eint Frankfurt,23-356,1999,0.6,34,0,2,18,14,2,34,4,2,50.0,2,50.0,26,155,56,1,1,1,0,0,23,3,Matches
Luca Pfeiffer,de GER,FW,Darmstadt 98,27-044,1996,4.2,118,6,19,63,37,8,118,7,3,42.9,3,42.9,51,274,123,3,2,1,5,5,78,11,Matches
Patric Pfeiffer,de GER,DF,Augsburg,24-044,1999,2.8,174,15,72,85,17,7,174,1,0,0.0,1,100.0,72,283,150,1,0,0,3,0,96,1,Matches
Maximilian Philipp,de GER,"MF,FW",Freiburg,29-216,1994,1.2,61,0,8,28,25,5,61,0,0,,0,,39,153,38,1,2,1,2,5,45,13,Matches
Florian Pick,de GER,"MF,FW",Heidenheim,28-025,1995,1.3,91,0,11,39,43,3,91,12,6,50.0,5,41.7,58,398,160,5,1,2,5,2,60,8,Matches
Amos Pieper,de GER,DF,Werder Bremen,25-259,1998,6.0,368,44,177,170,25,8,368,0,0,,0,,179,922,458,3,3,0,3,0,205,3,Matches
Marvin Pieringer,de GER,"MF,FW",Heidenheim,23-364,1999,3.8,115,4,15,55,46,13,115,8,6,75.0,1,12.5,61,344,166,9,3,5,4,2,76,15,Matches
Alassane Pléa,fr FRA,"MF,FW",M'Gladbach,30-207,1993,4.3,201,3,18,85,102,19,201,13,3,23.1,8,61.5,111,557,291,11,9,5,10,6,142,37,Matches
Yussuf Poulsen,dk DEN,FW,RB Leipzig,29-110,1994,4.0,115,3,11,65,42,9,115,4,1,25.0,1,25.0,72,228,85,2,4,0,5,7,88,25,Matches
Grischa Prömel,de GER,MF,Hoffenheim,28-267,1995,5.1,196,9,35,107,56,9,196,7,2,28.6,5,71.4,104,438,123,4,5,0,6,8,123,14,Matches
Gustavo Puerta,co COL,FW,Leverkusen,20-072,2003,0.0,3,0,0,2,1,0,3,0,0,,0,,2,12,0,0,0,0,0,0,3,0,Matches
Grant Ranos,am ARM,"MF,FW",M'Gladbach,20-075,2003,0.2,13,0,1,5,7,1,13,0,0,,0,,6,28,5,0,1,0,1,2,7,1,Matches
Nicolai Rapp,de GER,DF,Werder Bremen,26-294,1996,0.1,11,1,7,4,0,0,11,0,0,,0,,3,22,17,0,0,0,0,0,4,0,Matches
David Raum,de GER,DF,RB Leipzig,25-164,1998,5.8,446,15,141,194,115,4,446,12,4,33.3,7,58.3,224,957,524,17,11,1,8,2,249,36,Matches
Rocco Reitz,de GER,MF,M'Gladbach,21-127,2002,3.8,170,11,47,88,38,5,170,8,2,25.0,6,75.0,74,387,280,9,8,2,5,4,93,7,Matches
Marco Reus,de GER,MF,Dortmund,34-125,1989,2.8,111,0,14,47,51,12,111,3,3,100.0,0,0.0,51,359,142,4,4,1,7,2,65,7,Matches
Elvis Rexhbeçaj,de GER,MF,Augsburg,25-336,1997,5.6,245,15,66,150,32,1,245,7,2,28.6,5,71.4,115,531,258,2,5,0,13,3,125,6,Matches
Marco Richter,de GER,MF,Mainz 05,25-313,1997,1.3,61,0,5,17,40,6,61,3,0,0.0,2,66.7,35,229,129,3,2,0,3,1,44,5,Matches
Clemens Riedel,de GER,DF,Darmstadt 98,20-076,2003,2.1,189,18,69,108,14,1,189,2,1,50.0,1,50.0,140,719,431,2,6,0,0,0,145,1,Matches
Manuel Riemann,de GER,GK,Bochum,35-024,1988,6.0,329,176,291,39,0,0,329,0,0,,0,,196,1156,780,0,0,0,0,0,168,0,Matches
Sebastian Rode,de GER,MF,Eint Frankfurt,32-357,1990,0.3,31,0,2,18,12,1,31,0,0,,0,,18,92,58,2,2,0,2,0,20,2,Matches
Rogério,br BRA,DF,Wolfsburg,25-263,1998,3.0,218,8,56,118,48,4,218,6,1,16.7,5,83.3,141,942,504,11,8,2,2,2,138,10,Matches
Merlin Röhl,de GER,MF,Freiburg,21-090,2002,1.9,84,5,23,41,25,6,84,6,0,0.0,4,66.7,53,401,207,11,5,4,4,4,46,6,Matches
Frank Ronstadt,de GER,DF,Darmstadt 98,26-074,1997,0.2,14,1,4,8,3,0,14,1,0,0.0,0,0.0,6,64,42,2,1,0,0,1,7,1,Matches
Anthony Rouault,fr FRA,DF,Stuttgart,22-127,2001,1.0,85,15,51,33,1,0,85,0,0,,0,,58,264,133,0,0,0,1,0,65,0,Matches
Jérôme Roussillon,fr FRA,DF,Union Berlin,30-270,1993,1.2,90,3,30,39,21,0,90,0,0,,0,,35,98,44,0,2,0,3,2,32,4,Matches
Julian Ryerson,no NOR,DF,Dortmund,25-320,1997,3.9,246,6,77,100,74,6,246,5,3,60.0,1,20.0,146,812,405,7,10,2,5,4,150,29,Matches
Frederik Rønnow,dk DEN,GK,Union Berlin,31-060,1992,6.0,245,165,239,7,0,0,245,0,0,,0,,144,837,560,0,0,0,0,0,108,0,Matches
Marcel Sabitzer,at AUT,MF,Dortmund,29-200,1994,3.7,197,9,40,100,58,6,197,3,3,100.0,0,0.0,95,407,219,7,2,2,6,1,126,11,Matches
Roland Sallai,hu HUN,"DF,FW",Freiburg,26-134,1997,5.1,216,13,46,71,100,22,216,11,5,45.5,4,36.4,141,739,395,14,11,8,8,3,152,34,Matches
Diadie Samassékou,ml MLI,MF,Hoffenheim,27-265,1996,0.0,4,1,2,2,0,0,4,0,0,,0,,3,10,3,0,0,0,0,0,2,0,Matches
Leroy Sané,de GER,FW,Bayern Munich,27-265,1996,5.8,343,1,14,89,246,35,343,54,32,59.3,19,35.2,241,2123,1109,35,18,13,11,11,278,78,Matches
Amin Sarr,se SWE,FW,Wolfsburg,22-206,2001,0.5,26,1,4,13,9,1,26,1,0,0.0,1,100.0,19,59,27,0,1,0,4,1,23,5,Matches
Joe Scally,us USA,DF,M'Gladbach,20-276,2002,4.5,247,31,95,115,37,1,247,6,1,16.7,5,83.3,109,497,171,5,2,1,6,4,140,11,Matches
Stefan Schimmer,de GER,"FW,DF",Heidenheim,29-158,1994,0.1,8,1,4,2,2,0,8,0,0,,0,,3,11,3,0,0,0,1,1,3,1,Matches
