player,nationality,position,team,age,birth_year,minutes_90s,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,matches
Mario Götze,de GER,MF,Eint Frankfurt,30,1992,30.4,1820,19,214,920,704,78,1820,75,25,33.3,45,60.0,1043,4368,1987,57,49,15,56,46,1325,212,Matches
Jeffrey Gouweleeuw,nl NED,DF,Augsburg,31,1991,31.1,1829,236,1074,673,97,23,1829,19,13,68.4,6,31.6,912,4873,2635,18,12,0,25,7,946,10,Matches
Ryan Gravenberch,nl NED,MF,Bayern Munich,20,2002,6.4,483,12,68,269,155,11,483,19,11,57.9,6,31.6,301,1632,729,11,18,1,21,13,344,31,Matches
Michael Gregoritsch,at AUT,FW,Freiburg,28,1994,23.9,793,13,57,313,426,130,793,37,11,29.7,18,48.6,375,1339,577,22,12,15,50,22,601,124,Matches
Leo Greiml,at AUT,DF,Schalke 04,21,2001,4.0,241,36,135,101,5,1,241,1,1,100.0,0,0.0,135,598,357,4,1,0,3,0,143,1,Matches
Vincenzo Grifo,it ITA,"MF,FW",Freiburg,29,1993,26.8,1595,31,216,776,619,65,1587,74,42,56.8,21,28.4,913,4875,2274,65,44,18,42,28,1060,124,Matches
Lennart Grill,de GER,GK,Union Berlin,23,1999,5.0,225,163,220,5,0,0,225,0,0,,0,,150,734,437,0,0,0,0,0,128,0,Matches
Christian Groß,de GER,MF,Werder Bremen,33,1989,21.0,1067,59,290,672,114,7,1067,23,15,65.2,8,34.8,462,2134,1038,22,16,2,18,8,520,17,Matches
Brajan Gruda,de GER,MF,Mainz 05,18,2004,0.0,8,0,0,2,6,1,8,2,0,0.0,2,100.0,4,29,0,0,0,0,0,1,3,0,Matches
Ilia Gruev,bg BUL,MF,Werder Bremen,22,2000,17.6,956,40,247,616,106,6,956,10,5,50.0,4,40.0,488,2398,1178,26,17,0,18,12,549,12,Matches
Carlos Gruezo,ec ECU,MF,Augsburg,27,1995,10.7,360,27,132,196,37,1,360,7,5,71.4,2,28.6,154,808,319,2,6,0,7,3,144,5,Matches
Raphaël Guerreiro,pt POR,"DF,MF",Dortmund,28,1993,25.4,2028,54,433,951,666,68,2028,47,27,57.4,19,40.4,1175,6066,3439,85,59,18,28,18,1340,163,Matches
Josuha Guilavogui,fr FRA,"DF,MF",Wolfsburg,31,1990,13.1,949,100,354,542,55,10,949,5,3,60.0,0,0.0,523,2117,1072,4,5,0,8,6,577,6,Matches
Serhou Guirassy,gn GUI,FW,Stuttgart,26,1996,18.3,647,17,40,333,278,89,645,35,14,40.0,13,37.1,379,1676,675,20,19,14,53,20,525,97,Matches
Péter Gulácsi,hu HUN,GK,RB Leipzig,32,1990,6.0,225,180,225,0,0,0,225,0,0,,0,,142,625,303,0,0,0,0,0,119,0,Matches
Manuel Gulde,de GER,DF,Freiburg,31,1991,7.1,491,39,209,256,28,5,491,0,0,,0,,244,1154,643,6,7,0,4,1,295,5,Matches
Robert Gumny,pl POL,DF,Augsburg,24,1998,22.4,1036,81,383,432,233,23,1036,21,7,33.3,10,47.6,372,1687,887,23,20,1,17,13,412,59,Matches
Christian Günter,de GER,"DF,MF",Freiburg,29,1993,30.5,1583,59,337,680,576,49,1583,16,10,62.5,5,31.3,726,3238,1416,43,33,6,18,12,889,128,Matches
Joško Gvardiol,hr CRO,DF,RB Leipzig,20,2002,24.1,2369,244,1099,1212,71,22,2369,18,16,88.9,2,11.1,1710,8087,4336,27,13,3,9,6,1795,4,Matches
Janik Haberer,de GER,MF,Union Berlin,28,1994,24.3,926,26,169,468,304,48,926,31,11,35.5,14,45.2,468,1930,897,21,15,5,36,19,540,84,Matches
Alexander Hack,de GER,DF,Mainz 05,28,1993,12.6,735,74,350,367,27,13,735,2,2,100.0,0,0.0,344,1473,818,1,4,0,3,1,336,0,Matches
André Hahn,de GER,"FW,MF",Augsburg,31,1990,4.3,156,14,38,63,58,7,156,6,1,16.7,4,66.7,57,256,115,3,5,0,13,1,70,10,Matches
Amadou Haidara,ml MLI,MF,RB Leipzig,24,1998,15.9,980,32,191,619,174,7,980,12,9,75.0,2,16.7,561,2494,1190,10,19,0,11,13,636,8,Matches
Sébastien Haller,ci CIV,FW,Dortmund,28,1994,13.6,417,9,34,185,203,68,416,16,9,56.3,7,43.8,203,788,300,11,3,4,18,15,305,65,Matches
Marcel Halstenberg,de GER,DF,RB Leipzig,30,1991,17.3,1330,38,408,653,282,21,1330,17,10,58.8,7,41.2,717,3048,1498,22,19,4,19,7,819,66,Matches
Andreas Hanche-Olsen,no NOR,DF,Mainz 05,25,1997,16.6,949,111,512,382,65,16,949,5,4,80.0,1,20.0,487,2295,1118,6,11,0,12,6,489,10,Matches
Genki Haraguchi,jp JPN,MF,Stuttgart,31,1991,8.3,381,13,66,219,100,9,381,15,9,60.0,5,33.3,238,1148,539,16,10,3,15,5,262,28,Matches
Genki Haraguchi,jp JPN,MF,Union Berlin,31,1991,5.5,214,12,34,119,64,10,214,6,5,83.3,1,16.7,109,586,272,6,8,2,5,3,121,18,Matches
Makoto Hasebe,jp JPN,DF,Eint Frankfurt,38,1984,14.5,1131,139,542,569,24,0,1131,0,0,,0,,713,3744,2109,9,7,1,3,1,744,2,Matches
Thorgan Hazard,be BEL,"FW,DF",Dortmund,29,1993,5.2,386,12,76,148,169,18,386,15,3,20.0,9,60.0,209,1019,567,21,11,5,7,0,223,50,Matches
Jonas Hector,de GER,DF,Köln,32,1990,31.4,2247,127,668,1061,545,56,2247,59,33,55.9,15,25.4,1125,5762,2579,54,44,9,36,19,1226,122,Matches
Dominique Heintz,de GER,DF,Bochum,28,1993,8.8,404,51,192,191,24,4,404,4,4,100.0,0,0.0,193,900,387,3,5,0,0,4,192,2,Matches
Benjamin Henrichs,de GER,"DF,MF",RB Leipzig,25,1997,24.3,1856,65,520,872,479,49,1856,38,20,52.6,13,34.2,1076,4998,2346,48,36,8,32,17,1156,149,Matches
Lucas Hernández,fr FRA,DF,Bayern Munich,26,1996,5.3,407,20,153,222,33,2,407,3,1,33.3,1,33.3,267,1151,657,3,3,0,1,0,302,4,Matches
Patrick Herrmann,de GER,"FW,MF",M'Gladbach,31,1991,1.8,150,3,35,49,68,15,150,4,0,0.0,4,100.0,75,371,177,7,8,3,1,4,85,19,Matches
Piero Hincapié,ec ECU,DF,Leverkusen,20,2002,27.3,2112,173,862,1067,195,28,2112,31,14,45.2,15,48.4,1173,6019,3607,46,36,8,21,9,1395,42,Matches
Adam Hložek,cz CZE,"FW,MF",Leverkusen,20,2002,14.3,490,11,49,236,210,42,490,22,9,40.9,7,31.8,251,1125,535,22,17,9,43,22,356,70,Matches
Nicolas Höfler,de GER,MF,Freiburg,32,1990,31.3,1690,100,474,1027,202,31,1690,28,17,60.7,10,35.7,804,3733,1448,12,11,2,33,13,896,10,Matches
Jonas Hofmann,de GER,"FW,MF",M'Gladbach,30,1992,29.8,1779,27,263,802,733,95,1778,32,14,43.8,16,50.0,1019,5005,2444,73,50,24,42,34,1217,197,Matches
Philipp Hofmann,de GER,FW,Bochum,29,1993,29.2,992,59,82,497,419,117,992,21,9,42.9,10,47.6,403,1203,321,7,8,3,50,37,747,117,Matches
Lucas Höler,de GER,"FW,MF",Freiburg,28,1994,16.7,671,25,99,286,295,65,671,21,11,52.4,7,33.3,307,1432,630,19,11,4,29,14,468,87,Matches
Gerrit Holtmann,ph PHI,"FW,MF",Bochum,27,1995,10.5,424,2,44,146,242,38,424,41,16,39.0,23,56.1,230,1900,872,37,22,8,31,16,272,83,Matches
Jannes Horn,de GER,"DF,FW",Bochum,25,1997,0.7,27,3,22,3,2,0,27,0,0,,0,,11,49,16,0,0,0,0,0,12,0,Matches
Lukáš Hrádecký,fi FIN,GK,Leverkusen,32,1989,33.0,1163,1007,1153,10,0,0,1163,0,0,,0,,667,3717,2176,0,0,0,3,0,549,0,Matches
Timo Hübers,de GER,DF,Köln,26,1996,28.4,2020,272,1191,787,57,24,2020,6,6,100.0,0,0.0,1146,5506,2832,10,7,0,10,2,1217,2,Matches
Callum Hudson-Odoi,eng ENG,"FW,MF",Leverkusen,21,2000,6.7,288,6,32,145,117,10,288,28,14,50.0,10,35.7,193,1610,893,30,23,6,7,14,240,44,Matches
Mats Hummels,de GER,DF,Dortmund,33,1988,22.4,1952,185,879,993,89,31,1952,10,6,60.0,4,40.0,1236,6862,4009,21,18,0,4,8,1310,6,Matches
Denis Huseinbasic,de GER,"MF,FW",Köln,21,2001,8.8,409,9,65,181,168,26,409,19,6,31.6,12,63.2,229,1208,504,12,10,2,24,18,241,45,Matches
Iago,br BRA,"DF,MF",Augsburg,25,1997,17.8,948,66,301,396,259,26,948,38,15,39.5,19,50.0,365,2231,1053,27,12,5,26,10,396,49,Matches
Arijon Ibrahimović,de GER,MF,Bayern Munich,16,2005,0.2,13,0,3,6,4,2,13,1,0,0.0,0,0.0,6,9,8,0,1,0,0,0,9,2,Matches
Marcus Ingvartsen,dk DEN,"FW,MF",Mainz 05,26,1996,14.6,539,13,60,255,229,66,535,36,12,33.3,20,55.6,295,1308,372,16,6,9,54,19,402,81,Matches
Ko Itakura,jp JPN,DF,M'Gladbach,25,1997,22.0,1787,198,895,845,54,16,1787,11,8,72.7,1,9.1,1175,5586,3066,19,19,0,10,2,1335,4,Matches
Hiroki Ito,jp JPN,DF,Stuttgart,23,1999,28.5,2367,224,1077,1156,160,11,2367,12,5,41.7,6,50.0,1417,7044,4013,29,27,2,21,6,1552,29,Matches
Andreas Ivan,ro ROU,MF,Schalke 04,27,1995,0.5,14,0,3,8,3,0,14,1,0,0.0,1,100.0,8,35,19,0,0,0,0,1,10,1,Matches
Lee Jae-sung,kr KOR,MF,Mainz 05,29,1992,21.0,1028,29,178,484,375,77,1028,37,25,67.6,6,16.2,537,2426,1038,29,24,9,44,25,649,103,Matches
Paul Jaeckel,de GER,DF,Union Berlin,24,1998,13.3,748,60,369,347,40,4,748,9,7,77.8,2,22.2,426,1858,966,6,4,0,6,2,471,8,Matches
Kristijan Jakić,hr CRO,"DF,MF",Eint Frankfurt,25,1997,16.2,1129,89,469,550,121,14,1129,15,8,53.3,7,46.7,578,2250,1054,16,13,2,13,6,651,19,Matches
Saidy Janko,gm GAM,DF,Bochum,26,1995,12.6,600,58,204,305,100,1,600,23,14,60.9,5,21.7,229,1615,787,23,22,1,18,10,265,27,Matches
Tony Jantschke,de GER,"DF,MF",M'Gladbach,32,1990,1.1,99,11,57,39,3,0,99,0,0,,0,,59,217,70,0,0,0,0,0,74,1,Matches
Fredrik Jensen,fi FIN,"FW,MF",Augsburg,24,1997,10.3,410,22,67,166,178,35,410,12,4,33.3,8,66.7,206,853,306,3,9,2,23,19,243,62,Matches
Moritz Jenz,de GER,DF,Schalke 04,23,1999,10.5,614,100,381,217,24,14,614,2,1,50.0,1,50.0,317,1705,1018,6,1,0,9,2,333,1,Matches
Stevan Jovetić,me MNE,"FW,MF",Hertha BSC,32,1989,9.9,416,12,41,214,164,39,416,21,10,47.6,7,33.3,261,1182,471,14,10,8,21,9,323,44,Matches
Anthony Jung,de GER,"DF,FW",Werder Bremen,30,1991,29.1,1687,92,569,767,361,34,1687,24,13,54.2,11,45.8,808,3566,1560,28,21,1,30,17,966,109,Matches
Josip Juranović,hr CRO,DF,Union Berlin,26,1995,10.4,553,33,154,215,194,10,552,11,7,63.6,4,36.4,216,996,435,11,3,2,6,3,224,33,Matches
Ozan Kabak,tr TUR,DF,Hoffenheim,22,2000,26.5,1588,168,772,746,93,26,1588,30,15,50.0,11,36.7,899,4654,2411,23,16,0,25,7,968,13,Matches
Pavel Kadeřábek,cz CZE,DF,Hoffenheim,30,1992,18.5,1024,45,231,429,371,39,1024,13,3,23.1,8,61.5,438,2047,1108,30,25,4,13,7,564,114,Matches
Florian Kainz,at AUT,"MF,FW",Köln,29,1992,26.0,1496,24,207,641,673,45,1493,82,33,40.2,35,42.7,812,4905,2154,64,54,8,39,36,877,147,Matches
Sasa Kalajdzic,at AUT,FW,Stuttgart,25,1997,2.6,85,0,4,44,37,18,85,1,0,0.0,1,100.0,31,71,14,0,0,0,5,3,66,13,Matches
Daichi Kamada,jp JPN,MF,Eint Frankfurt,25,1996,25.2,1503,24,206,898,410,69,1500,36,15,41.7,19,52.8,871,4152,1923,47,37,13,32,24,1041,105,Matches
Jakub Kamiński,pl POL,"FW,DF",Wolfsburg,20,2002,22.9,942,21,145,334,470,78,942,66,28,42.4,34,51.5,550,2883,1463,47,30,18,57,32,606,171,Matches
Marcin Kamiński,pl POL,DF,Schalke 04,30,1992,7.0,380,48,206,152,24,4,380,1,1,100.0,0,0.0,171,643,387,2,1,0,4,1,191,3,Matches
Kevin Kampl,si SVN,MF,RB Leipzig,31,1990,15.2,1016,26,201,656,169,4,1016,12,9,75.0,2,16.7,652,3395,1668,23,23,2,19,10,707,15,Matches
Wilfried Kanga,ci CIV,FW,Hertha BSC,24,1998,15.7,400,15,29,160,215,69,400,24,8,33.3,14,58.3,183,783,288,11,5,5,38,18,293,72,Matches
Kenan Karaman,tr TUR,FW,Schalke 04,28,1994,10.8,339,11,45,136,165,42,339,39,11,28.2,14,35.9,206,1401,662,23,13,7,29,18,253,55,Matches
Atakan Karazor,de GER,MF,Stuttgart,25,1996,21.8,1349,79,415,802,147,7,1349,23,14,60.9,5,21.7,598,2253,888,5,10,0,20,17,783,12,Matches
Thomas Kastanaras,gr GRE,"FW,DF",Stuttgart,19,2003,0.8,29,1,5,13,11,3,29,1,0,0.0,1,100.0,15,45,23,1,0,0,5,0,17,6,Matches
Silas Katompa,cd COD,"FW,MF",Stuttgart,23,1998,22.1,675,7,62,272,364,102,674,111,48,43.2,55,49.5,455,3712,1655,71,40,39,68,44,469,165,Matches
Yannik Keitel,de GER,MF,Freiburg,22,2000,7.6,313,10,68,177,73,10,313,9,4,44.4,3,33.3,159,860,401,12,9,1,7,5,174,16,Matches
Marc-Oliver Kempf,de GER,DF,Hertha BSC,27,1995,30.1,1644,231,906,701,52,32,1644,17,11,64.7,4,23.5,774,3738,1855,11,2,0,14,7,808,1,Matches
Jonjoe Kenny,eng ENG,DF,Hertha BSC,25,1997,24.9,1477,92,507,717,269,12,1477,23,12,52.2,7,30.4,661,2930,1466,30,24,5,25,8,709,59,Matches
Rani Khedira,de GER,MF,Union Berlin,28,1994,32.0,1308,54,368,738,218,19,1308,18,10,55.6,7,38.9,561,2487,762,14,11,1,25,17,687,26,Matches
Luca Kilian,de GER,DF,Köln,22,1999,12.5,801,87,442,326,37,7,801,4,2,50.0,1,25.0,510,2877,1621,14,8,0,4,3,528,4,Matches
Joshua Kimmich,de GER,MF,Bayern Munich,27,1995,31.2,3073,115,618,1669,809,20,3072,25,13,52.0,8,32.0,1762,8923,3443,42,31,4,26,26,2065,56,Matches
Pascal Klemens,de GER,DF,Hertha BSC,17,2005,1.0,40,12,30,10,0,0,40,0,0,,0,,22,61,40,0,0,0,0,0,22,0,Matches
Lukas Klostermann,de GER,DF,RB Leipzig,26,1996,10.1,873,54,372,458,48,5,873,2,1,50.0,1,50.0,549,2340,1092,5,8,0,3,4,634,12,Matches
Ansgar Knauff,de GER,DF,Eint Frankfurt,20,2002,14.3,879,31,263,373,265,43,879,63,22,34.9,33,52.4,410,2879,1677,47,26,15,31,9,433,74,Matches
Robin Knoche,de GER,DF,Union Berlin,30,1992,31.9,1965,234,1045,887,45,23,1963,13,11,84.6,1,7.7,1093,5352,2849,12,3,1,15,7,1110,6,Matches
Gregor Kobel,ch SUI,GK,Dortmund,24,1997,27.0,1115,855,1108,8,0,0,1115,1,1,100.0,0,0.0,671,2981,1423,0,0,0,1,0,613,0,Matches
Dominik Kohr,de GER,MF,Mainz 05,28,1994,25.5,1447,57,344,867,250,32,1447,22,10,45.5,10,45.5,680,2806,1114,17,15,3,19,8,779,39,Matches
Randal Kolo Muani,fr FRA,FW,Eint Frankfurt,23,1998,29.2,1057,17,53,427,597,196,1055,161,71,44.1,68,42.2,632,4510,2287,97,54,66,108,65,824,240,Matches
Timothée Kolodziejczak,fr FRA,DF,Schalke 04,30,1991,0.3,20,0,11,6,3,1,20,0,0,,0,,6,14,3,0,0,0,0,0,13,0,Matches
Kouadio Koné,fr FRA,MF,M'Gladbach,21,2001,29.0,1796,61,404,1127,302,24,1796,118,57,48.3,38,32.2,1164,6283,3307,59,52,6,81,50,1268,55,Matches
Odilon Kossonou,ci CIV,DF,Leverkusen,21,2001,16.9,1144,105,463,614,75,4,1144,12,7,58.3,4,33.3,640,3415,2039,26,15,0,16,13,716,16,Matches
Filip Kostić,rs SRB,"DF,MF",Eint Frankfurt,29,1992,0.8,45,0,10,16,20,3,45,3,1,33.3,1,33.3,23,172,105,3,1,1,0,1,23,3,Matches
Tomáš Koubek,cz CZE,GK,Augsburg,29,1992,11.0,546,431,539,7,0,0,546,0,0,,0,,321,1860,997,0,0,0,0,0,263,0,Matches
Soichiro Kozuki,jp JPN,"FW,MF",Schalke 04,21,2000,4.2,157,5,29,53,76,16,157,16,6,37.5,9,56.3,98,615,276,15,6,4,9,8,106,37,Matches
Alex Král,cz CZE,MF,Schalke 04,24,1998,26.2,1108,72,273,610,241,47,1108,51,23,45.1,22,43.1,552,2960,1364,41,21,4,30,21,600,70,Matches
Andrej Kramarić,hr CRO,"MF,FW",Hoffenheim,31,1991,26.5,1244,15,127,637,493,106,1238,58,28,48.3,22,37.9,825,4203,1674,49,34,16,61,33,945,191,Matches
Christoph Kramer,de GER,MF,M'Gladbach,31,1991,24.7,1482,68,450,769,277,41,1482,48,21,43.8,24,50.0,772,3287,1556,26,28,6,26,30,1013,60,Matches
Tom Krauß,de GER,MF,Schalke 04,21,2001,27.9,1140,55,313,612,241,16,1140,33,20,60.6,12,36.4,466,2630,1272,35,26,2,26,31,431,38,Matches
Max Kruse,de GER,"MF,FW",Wolfsburg,34,1988,3.0,144,2,11,62,72,18,144,4,2,50.0,2,50.0,68,317,146,4,3,1,4,3,105,30,Matches
Lukas Kübler,de GER,DF,Freiburg,29,1992,18.2,1017,78,345,486,191,20,1017,8,5,62.5,3,37.5,419,1778,776,11,10,1,13,2,515,50,Matches
Pierre Kunde,cm CMR,"MF,FW",Bochum,27,1995,4.2,265,11,60,155,57,3,265,9,5,55.6,4,44.4,123,671,312,6,7,0,11,2,122,1,Matches
Alou Kuol,au AUS,FW,Stuttgart,21,2000,0.1,1,0,0,1,0,0,1,0,0,,0,,0,0,0,0,0,0,0,1,0,0,Matches
Daniel Kyereh,gh GHA,"MF,FW",Freiburg,26,1996,6.2,261,8,36,113,115,16,261,11,3,27.3,7,63.6,147,642,183,5,6,1,21,12,178,24,Matches
Maxence Lacroix,fr FRA,DF,Wolfsburg,22,2000,18.1,1298,160,690,586,29,9,1298,8,7,87.5,1,12.5,777,3937,2250,15,9,0,10,6,833,4,Matches
Aïssa Laïdouni,tn TUN,MF,Union Berlin,25,1996,9.7,433,16,94,220,129,8,433,30,14,46.7,14,46.7,280,1145,522,10,8,0,22,8,267,25,Matches
Konrad Laimer,at AUT,MF,RB Leipzig,25,1997,16.3,985,26,203,553,249,38,985,56,32,57.1,18,32.1,611,3339,1895,51,29,10,35,22,645,52,Matches
Stefan Lainer,at AUT,DF,M'Gladbach,29,1992,9.1,720,37,203,383,136,20,720,11,2,18.2,8,72.7,382,1792,908,23,8,5,12,4,477,39,Matches
Vassilis Lambropoulos,gr GRE,DF,Bochum,32,1990,7.0,329,51,174,141,19,13,329,1,0,0.0,0,0.0,121,567,233,1,1,0,4,1,129,0,Matches
Jordan Larsson,se SWE,"FW,MF",Schalke 04,25,1997,5.1,173,2,20,90,67,12,173,13,4,30.8,7,53.8,91,508,164,5,3,1,4,7,106,29,Matches
Danny Latza,de GER,MF,Schalke 04,32,1989,9.5,503,16,142,257,111,15,503,13,4,30.8,8,61.5,244,1080,561,11,3,1,7,8,282,15,Matches
Diogo Leite,pt POR,DF,Union Berlin,23,1999,25.0,1626,200,765,765,110,20,1626,5,1,20.0,1,20.0,895,4279,2430,19,18,1,20,10,962,14,Matches
Maxim Leitsch,de GER,DF,Mainz 05,24,1998,7.4,405,42,188,205,12,2,405,1,0,0.0,1,100.0,203,957,443,5,0,1,5,1,225,1,Matches
Tim Lemperle,de GER,"FW,MF",Köln,20,2002,1.5,85,4,13,37,38,9,85,8,3,37.5,5,62.5,49,234,82,1,2,2,6,6,53,16,Matches
Christopher Lenz,de GER,DF,Eint Frankfurt,27,1994,14.3,966,51,249,439,288,19,966,14,11,78.6,2,14.3,465,2346,1297,30,24,3,11,5,517,67,Matches
Jamie Leweling,de GER,"FW,MF",Union Berlin,21,2001,2.9,123,0,12,33,82,18,123,25,5,20.0,17,68.0,87,727,167,8,11,2,14,8,89,24,Matches
Philipp Lienhart,at AUT,DF,Freiburg,26,1996,27.8,1864,220,999,812,63,20,1864,8,4,50.0,0,0.0,1126,7190,3580,16,12,2,19,1,1206,4,Matches
Matthijs de Ligt,nl NED,DF,Bayern Munich,22,1999,26.7,2322,205,1018,1183,132,39,2322,4,0,0.0,4,100.0,1592,7491,3942,17,12,0,11,3,1704,14,Matches
Dimitris Limnios,gr GRE,FW,Köln,24,1998,0.4,28,0,2,10,16,3,28,2,2,100.0,0,0.0,18,98,54,2,0,0,0,1,18,7,Matches
Jesper Lindstrøm,dk DEN,"MF,FW",Eint Frankfurt,22,2000,18.7,791,12,106,316,383,94,791,86,28,32.6,52,60.5,440,2951,1473,65,41,40,65,34,507,136,Matches
Dejan Ljubicic,at AUT,"MF,FW",Köln,24,1997,19.0,809,15,116,376,334,58,808,47,19,40.4,25,53.2,476,2683,1290,37,32,10,39,16,530,95,Matches
Anthony Losilla,fr FRA,MF,Bochum,36,1986,30.2,1286,90,366,705,234,39,1286,20,9,45.0,10,50.0,410,1715,645,13,14,1,24,10,551,42,Matches
Dodi Lukebakio,be BEL,"FW,MF",Hertha BSC,24,1997,26.6,979,20,111,412,481,103,974,141,67,47.5,64,45.4,644,5374,2513,96,59,48,82,48,683,178,Matches
Andrey Lunyov,ru RUS,GK,Leverkusen,30,1991,1.0,45,34,44,1,0,0,45,0,0,,0,,35,177,134,0,0,0,0,0,29,0,Matches
Arne Maier,de GER,MF,Augsburg,23,1999,21.8,862,23,167,380,320,38,862,37,16,43.2,17,45.9,418,2307,1020,32,15,15,39,26,483,77,Matches
Linton Maina,de GER,"FW,MF",Köln,23,1999,24.9,932,11,81,349,523,99,932,68,22,32.4,38,55.9,597,5016,2421,90,53,37,55,26,626,173,Matches
Donyell Malen,nl NED,FW,Dortmund,23,1999,19.0,869,10,64,321,498,101,869,115,51,44.3,51,44.3,628,4019,2138,87,37,38,38,40,715,182,Matches
Sadio Mané,sn SEN,"FW,MF",Bayern Munich,30,1992,15.8,622,9,39,218,375,130,620,53,24,45.3,25,47.2,410,2602,1295,59,26,33,53,14,486,164,Matches
Myziane Maolida,km COM,"FW,MF",Hertha BSC,23,1999,1.1,26,0,3,13,10,3,26,4,2,50.0,2,50.0,21,109,26,1,1,0,3,5,20,9,Matches
Omar Marmoush,eg EGY,FW,Wolfsburg,23,1999,16.4,744,10,79,290,392,91,744,99,38,38.4,52,52.5,473,2737,1076,36,31,22,75,42,562,160,Matches
Eric Martel,de GER,MF,Köln,20,2002,22.4,1196,72,333,661,213,35,1196,13,7,53.8,5,38.5,595,2557,839,17,20,1,35,25,651,46,Matches
Aarón Martín,es ESP,DF,Mainz 05,25,1997,20.5,1192,47,303,523,380,14,1191,21,10,47.6,8,38.1,582,2815,1217,25,19,3,15,14,621,61,Matches
Erhan Mašović,rs SRB,"DF,MF",Bochum,23,1998,24.2,1078,127,558,464,61,28,1078,5,2,40.0,3,60.0,522,2209,911,4,1,0,10,3,541,5,Matches
Henning Matriciani,de GER,DF,Schalke 04,22,2000,20.7,1089,101,505,463,137,6,1089,15,6,40.0,9,60.0,475,2263,1077,21,17,1,17,10,485,10,Matches
Konstantinos Mavropanos,gr GRE,DF,Stuttgart,24,1997,25.4,1875,217,874,875,157,47,1875,40,16,40.0,16,40.0,982,4958,2663,34,26,2,31,5,1099,13,Matches
Philipp Max,de GER,DF,Eint Frankfurt,28,1993,7.7,541,20,107,230,206,16,541,7,3,42.9,3,42.9,275,1159,546,14,7,0,8,3,329,52,Matches
Eric Maxim Choupo-Moting,cm CMR,FW,Bayern Munich,33,1989,12.4,407,6,19,175,214,68,406,29,20,69.0,6,20.7,252,960,247,11,5,7,32,16,317,77,Matches
Keke Maximilian Topp,de GER,FW,Schalke 04,18,2004,0.2,10,0,0,2,8,1,10,2,0,0.0,2,100.0,5,52,38,1,1,0,0,0,6,1,Matches
Ibrahim Maza,de GER,"MF,FW",Hertha BSC,16,2005,0.8,24,1,11,6,8,3,24,1,0,0.0,0,0.0,12,70,52,2,1,1,2,0,12,1,Matches
Noussair Mazraoui,ma MAR,DF,Bayern Munich,24,1997,11.9,977,26,252,449,282,27,977,27,18,66.7,6,22.2,569,2683,1478,39,26,8,11,5,680,81,Matches
Noah Mbamba,be BEL,MF,Leverkusen,17,2005,0.0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,Matches
Jean-Manuel Mbom,de GER,MF,Werder Bremen,22,2000,0.1,3,0,0,3,0,0,3,0,0,,0,,1,2,0,0,0,0,0,0,3,0,Matches
Nathanael Mbuku,fr FRA,"MF,FW",Augsburg,20,2002,0.4,12,0,1,7,4,1,12,0,0,,0,,5,45,20,1,0,0,2,1,4,0,Matches
Thomas Meunier,be BEL,DF,Dortmund,30,1991,6.5,503,25,131,213,162,11,503,10,4,40.0,4,40.0,273,1150,556,9,7,1,8,5,306,45,Matches
Alexander Meyer,de GER,GK,Dortmund,31,1991,7.0,335,230,327,7,1,1,335,0,0,,0,,216,1193,669,0,0,0,0,0,186,0,Matches
Sven Michel,de GER,"FW,MF",Union Berlin,32,1990,5.5,259,5,25,85,152,20,258,12,3,25.0,9,75.0,121,585,164,9,3,1,20,7,183,50,Matches
Enzo Millot,fr FRA,MF,Stuttgart,20,2002,9.9,545,15,94,264,196,35,545,46,21,45.7,19,41.3,285,1785,729,23,14,7,18,13,354,58,Matches
Maximilian Mittelstädt,de GER,"DF,MF",Hertha BSC,25,1997,9.4,616,33,223,281,126,8,616,33,19,57.6,12,36.4,261,1789,982,29,19,4,12,9,253,29,Matches
Anthony Modeste,fr FRA,FW,Dortmund,34,1988,9.0,219,22,34,98,88,34,219,4,0,0.0,4,100.0,91,299,94,3,1,2,18,9,142,36,Matches
Tobias Mohr,de GER,"DF,MF",Schalke 04,26,1995,9.3,594,30,198,219,183,13,594,7,4,57.1,2,28.6,263,1526,793,20,7,1,8,8,290,39,Matches
Clinton Mola,eng ENG,DF,Stuttgart,21,2001,0.2,14,4,9,4,2,0,14,0,0,,0,,1,11,0,0,0,0,0,0,0,0,Matches
Florent Mollet,fr FRA,MF,Schalke 04,30,1991,4.6,206,2,23,110,75,9,206,5,2,40.0,3,60.0,109,632,309,6,8,0,11,8,130,24,Matches
Youssoufa Moukoko,de GER,FW,Dortmund,17,2004,12.7,346,1,24,137,191,62,346,45,17,37.8,26,57.8,209,1111,420,9,7,6,30,20,215,61,Matches
Florian Müller,de GER,GK,Stuttgart,24,1997,19.0,775,628,761,16,0,0,775,0,0,,0,,447,2237,1279,0,0,0,0,0,419,0,Matches
Thomas Müller,de GER,"FW,MF",Bayern Munich,32,1989,18.5,1020,18,93,409,521,114,1020,18,9,50.0,9,50.0,574,2013,1010,33,24,11,49,20,791,182,Matches
