age,games,minutes,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,xg_assist,npxg_xg_assist,progressive_carries,progressive_passes,progressive_passes_received,shots,shots_on_target,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_free_kicks,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,pass_xa,xg_assist_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,sca,sca_passes_live,sca_passes_dead,sca_take_ons,sca_shots,sca_fouled,sca_defense,gca,gca_passes_live,gca_passes_dead,gca_take_ons,gca_shots,gca_fouled,gca_defense,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_tackled,carries,carries_distance,carries_progressive_distance,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,season,ID,Points,Position,xG,xA,key_passes,npxG,xGChain,xGBuildup
23,10,537,0,1,1,0,0,0,2,0,0.2,0.2,7.0,23.0,6.0,1,0,0.0,0.0,27.2,0.0,0.02,0.0,0.0,240.0,275.0,4308.0,891.0,97.0,110.0,88.2,120.0,129.0,93.0,19.0,28.0,67.9,0.3,0.8,1.0,23.0,2.0,1.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2,1.0,0.0,1.0,2.0,13.0,11.0,7.0,0.0,7.0,16,18.0,17.0,0.0,337.0,22.0,108.0,195.0,38.0,1.0,337.0,6.0,4.0,2.0,174.0,968.0,456.0,5.0,1.0,5.0,4.0,213.0,2023,3476,282.0,3,0.0205529294908046,0.4158613085746765,1,0.0205529294908046,1.9133963864296677,1.8928434532135725
22,10,347,2,0,2,2,0,0,1,0,0.3,0.9,15.0,11.0,33.0,9,3,0.22,0.67,17.6,0.0,0.06,1.5,1.5,72.0,116.0,1170.0,396.0,42.0,54.0,77.8,19.0,29.0,65.5,7.0,10.0,70.0,0.4,-0.3,5.0,8.0,5.0,1.0,14.0,10.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,4,2.0,4.0,1.0,3.0,10.0,7.0,13.0,0.0,13.0,1,8.0,2.0,0.0,197.0,5.0,28.0,83.0,93.0,20.0,197.0,27.0,16.0,11.0,117.0,950.0,446.0,7.0,8.0,17.0,12.0,119.0,2023,6111,287.0,4,0.9159513358026744,0.3438611254096031,5,0.9159513358026744,1.6084733325988054,0.386833181604743
26,7,605,1,1,2,1,0,0,3,0,0.3,0.8,1.0,6.0,2.0,3,1,0.33,1.0,9.6,0.0,0.16,0.5,0.5,171.0,218.0,3567.0,942.0,43.0,51.0,84.3,104.0,121.0,86.0,24.0,40.0,60.0,0.3,0.7,1.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,19.0,11,11.0,7.0,1.0,12.0,14.0,2.0,8.0,7.0,1.0,7,26.0,35.0,0.0,309.0,49.0,196.0,101.0,14.0,6.0,309.0,7.0,5.0,1.0,150.0,937.0,401.0,1.0,0.0,5.0,3.0,137.0,2023,1687,760.0,3,0.710522972047329,0.4384183883666992,1,0.710522972047329,0.1443136557936668,0.1443136557936668
26,15,1252,1,3,4,1,0,0,1,0,3.0,4.4,27.0,64.0,79.0,22,5,0.05,0.2,20.2,3.0,0.06,-0.4,-0.4,661.0,852.0,11177.0,4190.0,325.0,364.0,89.3,273.0,348.0,78.4,54.0,98.0,55.1,3.1,0.0,27.0,46.0,26.0,5.0,51.0,40.0,3.0,3.0,3.0,1.0,1.0,5.0,4.0,0.0,0.0,0.0,1.0,0.0,30.0,18,13.0,14.0,3.0,10.0,26.0,16.0,22.0,1.0,21.0,14,44.0,10.0,0.0,981.0,22.0,250.0,447.0,296.0,37.0,981.0,28.0,17.0,7.0,578.0,2739.0,1471.0,18.0,5.0,14.0,9.0,635.0,2023,1689,1777.0,2,1.5103913694620132,3.142495200037956,27,1.5103913694620132,9.352091401815414,6.464288584887981
20,13,351,3,0,3,3,0,0,0,0,0.2,2.0,7.0,3.0,25.0,13,7,0.23,0.43,13.4,0.0,0.14,1.2,1.2,63.0,95.0,710.0,106.0,45.0,58.0,77.6,12.0,18.0,66.7,2.0,5.0,40.0,0.1,-0.2,3.0,1.0,1.0,0.0,12.0,8.0,0.0,4.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0,2,2.0,3.0,0.0,1.0,3.0,2.0,9.0,1.0,8.0,1,6.0,5.0,0.0,154.0,8.0,19.0,59.0,79.0,25.0,154.0,14.0,8.0,5.0,86.0,444.0,189.0,5.0,6.0,11.0,15.0,112.0,2023,6177,647.0,4,2.0418422389775515,0.1292264610528946,3,2.0418422389775515,3.244160033762455,1.939892239868641
31,2,106,0,0,0,0,0,0,0,0,0.0,0.2,3.0,2.0,4.0,1,1,0.0,0.0,5.0,0.0,0.22,-0.2,-0.2,92.0,104.0,1371.0,286.0,53.0,58.0,91.4,35.0,40.0,87.5,3.0,4.0,75.0,0.1,0.0,0.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,1.0,1.0,0.0,2.0,2.0,0.0,3.0,0.0,3.0,0,2.0,1.0,0.0,116.0,2.0,19.0,80.0,17.0,2.0,116.0,4.0,1.0,2.0,58.0,256.0,136.0,2.0,1.0,2.0,0.0,80.0,2023,2915,107.0,2,0.6052926778793335,0.0,0,0.6052926778793335,0.9070138335227966,0.9070138335227966
19,14,801,1,1,2,1,0,0,3,0,1.6,2.7,47.0,36.0,85.0,14,7,0.07,0.14,19.1,1.0,0.08,-0.1,-0.1,206.0,332.0,3419.0,1172.0,97.0,126.0,77.0,83.0,126.0,65.9,19.0,58.0,32.8,1.9,-0.6,24.0,21.0,15.0,1.0,54.0,32.0,8.0,4.0,4.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,4,1.0,3.0,2.0,5.0,10.0,5.0,12.0,0.0,12.0,3,9.0,3.0,0.0,472.0,8.0,28.0,202.0,257.0,42.0,472.0,81.0,36.0,34.0,278.0,2372.0,1187.0,33.0,18.0,29.0,25.0,309.0,2023,4596,628.0,3,1.0532439816743135,2.0355505272746086,24,1.0532439816743135,5.129289284348488,2.426317621022463
26,2,81,0,0,0,0,0,0,1,0,0.0,0.4,2.0,1.0,8.0,4,1,0.0,0.0,12.5,0.0,0.08,-0.3,-0.3,13.0,17.0,184.0,21.0,7.0,8.0,87.5,6.0,7.0,85.7,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,1.0,0.0,0.0,27.0,0.0,4.0,11.0,12.0,4.0,27.0,6.0,3.0,3.0,20.0,90.0,53.0,0.0,1.0,1.0,0.0,22.0,2023,3238,-9.0,4,0.3965084683150053,0.0116800460964441,1,0.3965084683150053,0.4794312082231045,0.0712426993995904
23,11,327,0,0,0,0,0,0,2,1,0.3,0.4,4.0,9.0,18.0,2,0,0.0,0.0,22.2,0.0,0.07,-0.1,-0.1,77.0,100.0,1059.0,287.0,46.0,49.0,93.9,24.0,30.0,80.0,2.0,7.0,28.6,0.4,-0.3,4.0,8.0,0.0,0.0,8.0,7.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,6,3.0,4.0,1.0,5.0,7.0,2.0,9.0,0.0,9.0,0,8.0,1.0,0.0,146.0,2.0,20.0,67.0,65.0,9.0,146.0,18.0,4.0,13.0,87.0,492.0,248.0,5.0,0.0,6.0,4.0,89.0,2023,6312,38.0,3,0.3925386816263199,0.3347417889162898,4,0.3925386816263199,1.1083694202825427,0.4280189909040928
21,15,987,1,0,1,1,0,0,2,0,0.1,0.5,11.0,51.0,4.0,3,1,0.33,1.0,8.9,0.0,0.14,0.6,0.6,753.0,828.0,13625.0,4612.0,264.0,285.0,92.6,439.0,456.0,96.3,46.0,76.0,60.5,0.4,-0.1,3.0,57.0,2.0,1.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,6,5.0,5.0,0.0,6.0,8.0,2.0,21.0,7.0,14.0,5,15.0,40.0,1.0,937.0,81.0,386.0,524.0,34.0,9.0,937.0,12.0,5.0,4.0,620.0,2960.0,1668.0,11.0,0.0,8.0,5.0,691.0,2023,7224,1226.0,2,0.6267747059464455,0.1178843472152948,3,0.6267747059464455,4.273430749773979,4.273430749773979
25,13,936,0,0,0,0,0,0,4,0,0.0,0.9,8.0,49.0,0.0,8,1,0.0,0.0,19.2,0.0,0.11,-0.9,-0.9,590.0,703.0,11541.0,4069.0,169.0,181.0,93.4,370.0,403.0,91.8,47.0,92.0,51.1,0.1,0.0,0.0,38.0,0.0,0.0,6.0,4.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,2,5.0,2.0,0.0,6.0,11.0,5.0,20.0,11.0,9.0,9,16.0,46.0,1.0,808.0,74.0,383.0,407.0,22.0,7.0,808.0,4.0,3.0,0.0,476.0,2498.0,1399.0,5.0,0.0,0.0,2.0,548.0,2023,6179,702.0,2,0.5743847228586674,0.0,0,0.5743847228586674,4.1633221581578255,4.116598449647427
25,16,1250,5,5,10,5,0,1,1,0,4.9,8.8,77.0,56.0,114.0,28,11,0.18,0.45,16.3,1.0,0.14,0.2,1.1,532.0,654.0,7269.0,1949.0,323.0,355.0,91.0,147.0,183.0,80.3,26.0,57.0,45.6,4.1,0.1,30.0,28.0,25.0,4.0,75.0,48.0,9.0,8.0,8.0,1.0,1.0,12.0,9.0,1.0,2.0,0.0,0.0,0.0,15.0,11,2.0,8.0,5.0,9.0,25.0,16.0,16.0,0.0,16.0,4,19.0,2.0,0.0,795.0,5.0,65.0,283.0,461.0,58.0,794.0,65.0,38.0,24.0,514.0,4105.0,2297.0,47.0,19.0,27.0,18.0,600.0,2023,2172,2268.0,3,5.362527145072818,5.201593153178692,29,4.604750407859683,11.965409561991692,5.278593402355909
34,8,455,0,1,1,0,0,0,1,0,0.2,0.3,10.0,23.0,4.0,1,0,0.0,0.0,20.7,0.0,0.08,-0.1,-0.1,205.0,251.0,3668.0,1362.0,69.0,85.0,81.2,126.0,143.0,88.1,8.0,16.0,50.0,0.2,0.8,5.0,18.0,2.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,6,6.0,4.0,0.0,4.0,15.0,11.0,7.0,2.0,5.0,5,15.0,9.0,1.0,306.0,15.0,100.0,174.0,36.0,3.0,306.0,1.0,1.0,0.0,157.0,1056.0,613.0,5.0,1.0,10.0,3.0,176.0,2023,2735,187.0,3,0.0731702744960784,0.2158436253666877,5,0.0731702744960784,1.3149094507098198,1.0646303445100784
30,1,89,0,0,0,0,0,0,0,0,0.6,0.6,2.0,3.0,3.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,42.0,559.0,162.0,16.0,17.0,94.1,15.0,18.0,83.3,3.0,5.0,60.0,0.4,-0.6,2.0,1.0,2.0,1.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0,1.0,2.0,0.0,49.0,4.0,10.0,20.0,19.0,1.0,49.0,1.0,1.0,0.0,30.0,61.0,25.0,0.0,1.0,1.0,0.0,34.0,2023,89,132.0,2,0.0,0.6409432291984558,2,0.0,0.2483809143304824,0.2064501345157623
24,15,621,3,1,4,3,0,0,2,0,1.0,3.2,15.0,33.0,52.0,19,6,0.16,0.5,15.2,0.0,0.12,0.8,0.8,182.0,243.0,2584.0,750.0,97.0,117.0,82.9,65.0,79.0,82.3,9.0,14.0,64.3,1.0,0.0,11.0,21.0,6.0,1.0,26.0,14.0,0.0,3.0,4.0,4.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,16.0,9,6.0,7.0,3.0,10.0,17.0,7.0,10.0,0.0,10.0,3,19.0,5.0,0.0,353.0,6.0,49.0,165.0,143.0,38.0,353.0,17.0,8.0,8.0,215.0,1072.0,603.0,17.0,8.0,21.0,13.0,258.0,2023,2275,1020.0,3,2.113864980638027,0.7153499871492386,11,2.113864980638027,4.747824747115374,2.217514418065548
23,15,1170,0,2,2,0,0,0,5,0,0.7,1.1,7.0,42.0,7.0,3,0,0.0,0.0,8.6,0.0,0.14,-0.4,-0.4,573.0,671.0,11172.0,3564.0,192.0,205.0,93.7,316.0,343.0,92.1,61.0,108.0,56.5,0.7,1.3,9.0,37.0,3.0,1.0,13.0,11.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,21.0,13,16.0,2.0,3.0,11.0,20.0,9.0,15.0,6.0,9.0,10,31.0,37.0,1.0,777.0,90.0,403.0,327.0,51.0,18.0,777.0,5.0,4.0,1.0,451.0,1926.0,1083.0,5.0,1.0,2.0,4.0,551.0,2023,2918,702.0,2,0.6680741868913174,1.3321486413478851,9,0.6680741868913174,1.5770510081201792,1.525510063394904
32,10,182,0,0,0,0,0,0,2,0,0.1,0.2,8.0,9.0,7.0,1,0,0.0,0.0,16.1,0.0,0.11,-0.1,-0.1,108.0,135.0,1383.0,468.0,68.0,82.0,82.9,25.0,28.0,89.3,5.0,8.0,62.5,0.4,-0.1,2.0,10.0,1.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4,3.0,5.0,0.0,2.0,12.0,10.0,5.0,1.0,4.0,4,12.0,4.0,0.0,171.0,4.0,46.0,79.0,46.0,6.0,171.0,9.0,4.0,5.0,97.0,458.0,219.0,2.0,3.0,3.0,4.0,107.0,2023,8,135.0,3,0.0696515813469886,0.0759923104196786,2,0.0696515813469886,1.3390300627797842,1.221462083980441
30,6,441,0,0,0,0,0,0,0,0,0.0,0.0,1.0,9.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,187.0,2898.0,918.0,59.0,63.0,93.7,79.0,90.0,87.8,14.0,30.0,46.7,0.0,0.0,0.0,10.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,11,9.0,4.0,0.0,9.0,15.0,6.0,10.0,8.0,2.0,10,23.0,21.0,1.0,251.0,37.0,158.0,89.0,6.0,1.0,251.0,0.0,0.0,0.0,117.0,566.0,247.0,0.0,0.0,3.0,1.0,137.0,2023,1782,296.0,2,0.0,0.0,0,0.0,0.1523321941494941,0.1523321941494941
29,14,637,1,1,2,1,0,0,3,0,2.3,3.7,25.0,15.0,74.0,18,5,0.06,0.2,19.3,0.0,0.08,-0.4,-0.4,149.0,235.0,2407.0,820.0,82.0,98.0,83.7,45.0,71.0,63.4,18.0,45.0,40.0,2.1,-1.3,13.0,5.0,10.0,4.0,22.0,15.0,5.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,12.0,7,5.0,5.0,2.0,7.0,15.0,8.0,7.0,2.0,5.0,0,12.0,5.0,1.0,319.0,5.0,36.0,92.0,194.0,27.0,319.0,12.0,2.0,9.0,165.0,1079.0,532.0,12.0,8.0,19.0,14.0,198.0,2023,2539,435.0,3,1.2949650436639786,2.6455303877592087,13,1.2949650436639786,3.82056275382638,0.6107365600764751
36,11,750,0,1,1,0,0,0,0,0,0.8,1.2,8.0,39.0,38.0,3,3,0.0,0.0,20.1,0.0,0.13,-0.4,-0.4,283.0,440.0,5323.0,2200.0,123.0,148.0,83.1,112.0,156.0,71.8,43.0,112.0,38.4,1.5,0.2,19.0,29.0,12.0,6.0,28.0,14.0,13.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,5,2.0,5.0,0.0,3.0,10.0,7.0,4.0,1.0,3.0,8,15.0,22.0,0.0,497.0,28.0,118.0,196.0,187.0,8.0,497.0,4.0,1.0,2.0,202.0,859.0,442.0,9.0,0.0,4.0,2.0,242.0,2023,2400,513.0,2,0.2041051806882023,1.299293514341116,19,0.2041051806882023,2.9848540062084794,2.164807374589145
20,7,365,0,0,0,0,0,0,2,0,0.1,0.2,2.0,23.0,25.0,4,2,0.0,0.0,22.9,0.0,0.02,-0.1,-0.1,254.0,299.0,5111.0,1433.0,77.0,88.0,87.5,142.0,152.0,93.4,30.0,43.0,69.8,0.1,-0.1,3.0,21.0,0.0,0.0,12.0,7.0,1.0,2.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,6,8.0,1.0,1.0,6.0,11.0,5.0,7.0,2.0,5.0,8,18.0,17.0,0.0,356.0,31.0,115.0,190.0,53.0,4.0,356.0,7.0,4.0,3.0,228.0,1062.0,579.0,7.0,0.0,3.0,0.0,249.0,2023,3233,342.0,2,0.1131478510797023,0.0594761967658996,3,0.1131478510797023,1.765088006854057,1.7056117951869965
34,13,942,0,1,1,0,0,0,4,0,0.3,0.4,8.0,27.0,15.0,6,1,0.0,0.0,31.2,0.0,0.01,-0.1,-0.1,278.0,380.0,5092.0,1975.0,119.0,138.0,86.2,120.0,152.0,78.9,33.0,75.0,44.0,0.7,0.7,7.0,23.0,10.0,5.0,15.0,11.0,2.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,17.0,12,8.0,8.0,1.0,10.0,25.0,15.0,9.0,1.0,8.0,11,28.0,25.0,1.0,470.0,20.0,141.0,246.0,91.0,1.0,470.0,9.0,5.0,2.0,219.0,943.0,387.0,7.0,0.0,8.0,1.0,221.0,2023,2990,598.0,2,0.0759541867300868,0.5073718819767237,7,0.0759541867300868,2.5003138165920973,1.966123940423131
25,8,720,1,0,1,1,0,0,0,0,0.1,0.3,1.0,31.0,5.0,3,1,0.33,1.0,9.4,0.0,0.08,0.8,0.8,292.0,350.0,5787.0,2487.0,95.0,102.0,93.1,157.0,178.0,88.2,35.0,60.0,58.3,0.3,-0.1,1.0,39.0,6.0,1.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,10,9.0,5.0,0.0,5.0,9.0,4.0,13.0,3.0,10.0,15,29.0,25.0,0.0,447.0,38.0,209.0,217.0,24.0,7.0,447.0,3.0,2.0,0.0,249.0,1113.0,720.0,7.0,0.0,6.0,1.0,295.0,2023,3473,640.0,2,0.1409736312925815,0.0464989319443702,1,0.1409736312925815,2.4292813390493397,2.3827824145555496
32,5,351,0,0,0,0,0,0,0,0,0.1,0.1,3.0,15.0,8.0,3,0,0.0,0.0,28.4,0.0,0.01,0.0,0.0,124.0,179.0,2028.0,942.0,65.0,75.0,86.7,50.0,79.0,63.3,8.0,20.0,40.0,0.1,-0.1,3.0,12.0,3.0,0.0,6.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,6,5.0,3.0,2.0,5.0,8.0,3.0,6.0,0.0,6.0,7,17.0,11.0,0.0,227.0,18.0,70.0,116.0,48.0,1.0,227.0,7.0,6.0,0.0,93.0,447.0,173.0,1.0,0.0,6.0,2.0,95.0,2023,1544,221.0,2,0.1166783850640058,0.1200036332011222,3,0.1166783850640058,0.3727698400616646,0.1820630878210067
30,13,730,0,1,1,0,0,0,1,0,0.7,1.0,19.0,38.0,49.0,6,1,0.0,0.0,19.9,0.0,0.05,-0.3,-0.3,272.0,408.0,4702.0,2106.0,127.0,156.0,81.4,107.0,164.0,65.2,30.0,60.0,50.0,1.0,0.3,8.0,23.0,12.0,6.0,15.0,12.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,7,7.0,6.0,2.0,6.0,16.0,10.0,14.0,3.0,11.0,14,29.0,20.0,0.0,512.0,28.0,142.0,217.0,155.0,9.0,512.0,12.0,6.0,5.0,200.0,1024.0,507.0,9.0,3.0,7.0,6.0,233.0,2023,1540,489.0,2,0.2220892691984772,0.9918027427047492,8,0.2220892691984772,2.306166833266616,1.2037158608436584
21,12,682,1,0,1,1,0,0,0,0,0.3,3.1,20.0,14.0,66.0,26,12,0.04,0.08,15.6,4.0,0.11,-1.8,-1.8,106.0,152.0,1536.0,346.0,65.0,83.0,78.3,25.0,39.0,64.1,9.0,10.0,90.0,0.3,-0.3,5.0,5.0,8.0,2.0,28.0,14.0,1.0,6.0,7.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,7,3.0,5.0,2.0,4.0,9.0,5.0,4.0,0.0,4.0,0,10.0,5.0,0.0,288.0,6.0,21.0,98.0,176.0,42.0,288.0,49.0,19.0,26.0,180.0,1265.0,523.0,16.0,13.0,31.0,26.0,207.0,2023,6318,386.0,4,4.060827124863863,0.3827281994745135,5,4.060827124863863,4.917184886522591,0.9215688081458212
26,9,215,0,0,0,0,0,0,0,0,0.1,0.4,3.0,2.0,16.0,6,2,0.0,0.0,14.4,0.0,0.05,-0.3,-0.3,37.0,59.0,454.0,77.0,24.0,32.0,75.0,7.0,17.0,41.2,2.0,2.0,100.0,0.5,-0.1,3.0,3.0,0.0,0.0,6.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0,0.0,1.0,0.0,80.0,2.0,3.0,38.0,39.0,13.0,80.0,3.0,2.0,1.0,38.0,209.0,60.0,1.0,2.0,9.0,1.0,62.0,2023,2375,60.0,4,0.2953169047832489,0.1094580003991723,3,0.2953169047832489,0.4192021796479821,0.1314684152603149
25,13,1050,1,0,1,1,0,0,1,0,0.4,1.3,12.0,69.0,1.0,7,2,0.14,0.5,9.0,0.0,0.12,0.1,0.1,1045.0,1118.0,20777.0,6190.0,317.0,330.0,96.1,605.0,640.0,94.5,119.0,135.0,88.1,0.7,-0.4,3.0,77.0,1.0,0.0,16.0,15.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,21.0,12,12.0,9.0,0.0,11.0,20.0,9.0,9.0,4.0,5.0,8,29.0,32.0,1.0,1212.0,85.0,428.0,752.0,41.0,10.0,1212.0,5.0,3.0,2.0,870.0,4856.0,2867.0,6.0,0.0,3.0,1.0,954.0,2023,1991,1558.0,2,1.0648688534274695,0.5001564845442772,3,1.0648688534274695,9.633738931268454,9.633738931268454
27,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,25.0,0.0,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,4.0,1.0,2.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,10.0,3.0,0.0,0.0,0.0,0.0,2.0,2023,2737,21.0,3,0.0,0.0,0,0.0,0.0,0.0
24,15,1315,0,0,0,0,0,0,2,0,0.1,0.8,10.0,74.0,2.0,7,3,0.0,0.0,9.8,0.0,0.1,-0.7,-0.7,687.0,844.0,12961.0,5158.0,257.0,285.0,90.2,346.0,389.0,88.9,70.0,133.0,52.6,0.4,-0.1,3.0,68.0,2.0,1.0,15.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,17,12.0,7.0,3.0,13.0,27.0,14.0,23.0,10.0,13.0,23,45.0,74.0,0.0,1035.0,110.0,463.0,508.0,71.0,12.0,1035.0,3.0,2.0,1.0,555.0,2696.0,1531.0,6.0,1.0,14.0,3.0,613.0,2023,4265,1038.0,2,0.4315450936555862,0.3593457713723182,3,0.4315450936555862,3.731374330818653,3.384770337492228
21,13,391,2,0,2,2,0,0,2,0,0.3,1.5,13.0,10.0,21.0,10,5,0.2,0.4,13.8,0.0,0.13,0.7,0.7,79.0,110.0,1178.0,220.0,37.0,50.0,74.0,32.0,42.0,76.2,3.0,4.0,75.0,0.6,-0.3,4.0,4.0,6.0,1.0,13.0,7.0,0.0,2.0,1.0,3.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,5.0,1,1.0,2.0,0.0,152.0,2.0,13.0,65.0,75.0,20.0,152.0,17.0,9.0,5.0,86.0,645.0,286.0,6.0,6.0,14.0,3.0,111.0,2023,4580,346.0,4,1.674783019348979,0.2191556692123413,4,1.674783019348979,2.5205046124756336,0.6930178366601467
29,15,1024,0,0,0,0,0,0,6,0,0.8,1.7,12.0,57.0,13.0,12,3,0.0,0.0,14.5,0.0,0.07,-0.9,-0.9,484.0,620.0,9362.0,2995.0,159.0,194.0,82.0,268.0,312.0,85.9,47.0,85.0,55.3,0.5,-0.8,9.0,49.0,7.0,2.0,16.0,12.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,20,19.0,10.0,2.0,15.0,28.0,13.0,12.0,4.0,8.0,24,55.0,27.0,0.0,748.0,43.0,292.0,391.0,72.0,15.0,748.0,8.0,3.0,5.0,345.0,1552.0,679.0,5.0,1.0,12.0,3.0,442.0,2023,60,705.0,3,1.2182819312438369,0.4974350002594292,9,1.2182819312438369,2.3666714802384377,1.6407314781099558
27,11,877,0,2,2,0,0,0,3,0,0.7,1.1,8.0,39.0,8.0,12,0,0.0,0.0,26.0,3.0,0.04,-0.5,-0.5,437.0,570.0,9248.0,3861.0,152.0,172.0,88.4,209.0,231.0,90.5,72.0,152.0,47.4,1.7,1.3,15.0,42.0,10.0,3.0,26.0,12.0,11.0,0.0,2.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,17.0,11,12.0,5.0,0.0,11.0,16.0,5.0,8.0,2.0,6.0,21,38.0,36.0,0.0,678.0,71.0,307.0,277.0,101.0,4.0,678.0,6.0,4.0,2.0,347.0,2096.0,1246.0,9.0,1.0,3.0,2.0,367.0,2023,2643,898.0,2,0.471774467267096,0.7502798512578011,15,0.471774467267096,2.6259652338922024,2.050006803125143
