age,games,minutes,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,xg_assist,npxg_xg_assist,progressive_carries,progressive_passes,progressive_passes_received,shots,shots_on_target,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_free_kicks,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,pass_xa,xg_assist_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,sca,sca_passes_live,sca_passes_dead,sca_take_ons,sca_shots,sca_fouled,sca_defense,gca,gca_passes_live,gca_passes_dead,gca_take_ons,gca_shots,gca_fouled,gca_defense,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_tackled,carries,carries_distance,carries_progressive_distance,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,season,ID,Points,Position,xG,xA,key_passes,npxG,xGChain,xGBuildup
28,14,1197,2,1,3,2,0,0,0,0,0.8,2.6,6.0,64.0,17.0,12,7,0.17,0.29,13.4,0.0,0.16,0.1,0.1,634.0,758.0,10158.0,3130.0,318.0,350.0,90.9,252.0,289.0,87.2,44.0,73.0,60.3,1.4,0.2,14.0,47.0,11.0,0.0,28.0,23.0,0.0,1.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,28.0,16,10.0,15.0,3.0,12.0,23.0,11.0,21.0,2.0,19.0,18,46.0,28.0,1.0,923.0,54.0,281.0,519.0,128.0,20.0,923.0,13.0,9.0,4.0,463.0,2064.0,917.0,10.0,1.0,17.0,16.0,600.0,2023,2718,1388.0,3,2.293955603614449,1.3267228053882718,14,2.293955603614449,6.464485026896,4.118335880339146
26,16,1375,2,0,2,1,1,1,3,0,0.4,1.0,10.0,63.0,32.0,19,2,0.05,0.5,25.9,0.0,0.03,0.6,0.4,363.0,494.0,5737.0,1724.0,175.0,214.0,81.8,144.0,187.0,77.0,25.0,49.0,51.0,1.0,-0.4,10.0,47.0,10.0,3.0,29.0,21.0,2.0,1.0,3.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,21.0,14,6.0,12.0,3.0,13.0,24.0,11.0,23.0,4.0,19.0,14,35.0,12.0,0.0,651.0,33.0,159.0,364.0,140.0,14.0,650.0,15.0,4.0,10.0,311.0,1516.0,635.0,13.0,1.0,28.0,12.0,321.0,2023,2091,934.0,3,1.2550889952108264,0.4223977038636803,9,0.4973123176023364,3.0945689752697945,2.3759056301787496
26,10,657,0,0,0,0,0,0,1,0,0.6,0.7,23.0,42.0,42.0,7,1,0.0,0.0,26.1,0.0,0.02,-0.2,-0.2,352.0,440.0,5952.0,2143.0,179.0,205.0,87.3,131.0,151.0,86.8,34.0,58.0,58.6,0.9,-0.6,10.0,33.0,11.0,5.0,20.0,18.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,20.0,15,10.0,5.0,5.0,12.0,15.0,3.0,15.0,1.0,14.0,7,27.0,15.0,0.0,526.0,29.0,150.0,255.0,126.0,7.0,526.0,6.0,2.0,3.0,259.0,1450.0,851.0,11.0,1.0,12.0,1.0,317.0,2023,3236,437.0,2,0.223100995644927,0.7755041569471359,10,0.223100995644927,2.080857515335083,1.6688091903924942
21,14,1028,2,2,4,2,0,0,1,0,2.0,3.3,24.0,64.0,85.0,12,9,0.17,0.22,18.3,0.0,0.11,0.7,0.7,535.0,646.0,7745.0,1805.0,288.0,319.0,90.3,189.0,225.0,84.0,26.0,46.0,56.5,2.7,0.0,18.0,43.0,21.0,4.0,44.0,35.0,1.0,4.0,0.0,3.0,1.0,5.0,4.0,0.0,1.0,0.0,0.0,0.0,20.0,12,5.0,10.0,5.0,9.0,16.0,7.0,9.0,1.0,8.0,6,26.0,4.0,1.0,774.0,5.0,86.0,423.0,277.0,29.0,774.0,47.0,23.0,21.0,473.0,2551.0,1063.0,25.0,7.0,35.0,10.0,604.0,2023,3130,1556.0,3,1.855694893747568,2.395107648335397,18,1.855694893747568,9.473772376775742,5.928170247003436
22,15,1202,6,0,6,6,0,0,6,0,1.3,3.0,41.0,45.0,60.0,25,11,0.24,0.55,21.3,0.0,0.07,4.3,4.3,219.0,358.0,3575.0,1181.0,109.0,153.0,71.2,82.0,115.0,71.3,20.0,40.0,50.0,1.6,-1.3,17.0,26.0,13.0,3.0,41.0,28.0,3.0,3.0,2.0,5.0,0.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0,15.0,9,9.0,5.0,1.0,7.0,17.0,10.0,15.0,0.0,15.0,4,19.0,12.0,0.0,534.0,11.0,77.0,254.0,225.0,31.0,534.0,44.0,16.0,23.0,323.0,2386.0,1264.0,32.0,10.0,52.0,23.0,345.0,2023,2939,1231.0,4,1.3819734938442707,1.1855681063607335,16,1.3819734938442707,3.9740279987454414,1.883729394525289
25,14,1118,0,0,0,0,0,0,4,0,0.3,1.1,1.0,23.0,7.0,11,2,0.0,0.0,20.8,0.0,0.08,-0.8,-0.8,303.0,390.0,5403.0,1589.0,113.0,144.0,78.5,151.0,169.0,89.3,24.0,54.0,44.4,0.5,-0.3,2.0,21.0,2.0,0.0,11.0,7.0,0.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,38.0,22,23.0,12.0,3.0,22.0,38.0,16.0,17.0,8.0,9.0,11,49.0,30.0,1.0,534.0,40.0,217.0,273.0,48.0,17.0,534.0,1.0,0.0,0.0,212.0,901.0,414.0,3.0,0.0,9.0,4.0,241.0,2023,2994,524.0,2,1.1576622426509855,0.9331581657752396,2,1.1576622426509855,4.059893310070038,2.580903124064207
34,14,330,2,0,2,2,0,0,1,0,1.4,5.3,7.0,10.0,32.0,18,9,0.11,0.22,10.6,0.0,0.22,-1.9,-1.9,108.0,133.0,1391.0,278.0,69.0,77.0,89.6,27.0,33.0,81.8,4.0,5.0,80.0,0.6,-1.4,8.0,5.0,4.0,0.0,17.0,11.0,0.0,2.0,4.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,8.0,6,3.0,4.0,1.0,2.0,3.0,1.0,1.0,0.0,1.0,2,10.0,3.0,0.0,192.0,4.0,23.0,78.0,92.0,30.0,192.0,17.0,10.0,5.0,103.0,490.0,176.0,2.0,5.0,8.0,7.0,138.0,2023,336,824.0,4,4.963917218148708,1.7268462851643562,8,4.963917218148708,8.212704412639141,2.458718903362751
25,16,1383,8,5,13,7,1,2,4,0,2.0,7.7,14.0,26.0,61.0,36,17,0.19,0.41,14.4,0.0,0.16,0.7,1.3,178.0,294.0,2376.0,583.0,104.0,152.0,68.4,51.0,73.0,69.9,8.0,12.0,66.7,2.2,3.0,15.0,22.0,7.0,1.0,33.0,22.0,0.0,3.0,4.0,4.0,0.0,6.0,5.0,0.0,1.0,0.0,0.0,0.0,14.0,8,4.0,9.0,1.0,7.0,23.0,16.0,16.0,1.0,15.0,5,19.0,14.0,0.0,464.0,12.0,63.0,217.0,190.0,66.0,462.0,32.0,14.0,15.0,239.0,1214.0,489.0,7.0,3.0,37.0,20.0,273.0,2023,2854,1557.0,4,7.239327254705131,2.5632756128907204,15,5.723773901350796,8.977783787064254,2.4808618649840355
33,12,992,0,2,2,0,0,0,3,1,1.0,1.2,7.0,56.0,18.0,5,1,0.0,0.0,31.0,1.0,0.03,-0.1,-0.1,377.0,487.0,7080.0,2387.0,153.0,180.0,85.0,173.0,198.0,87.4,50.0,94.0,53.2,0.7,1.0,9.0,51.0,5.0,2.0,27.0,24.0,2.0,1.0,0.0,0.0,0.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,23.0,13,12.0,9.0,2.0,13.0,23.0,10.0,12.0,6.0,6.0,15,38.0,21.0,0.0,595.0,32.0,160.0,343.0,94.0,7.0,595.0,9.0,5.0,3.0,321.0,1466.0,727.0,6.0,1.0,11.0,6.0,365.0,2023,655,621.0,2,0.1058921040967106,0.6484442763030529,9,0.1058921040967106,3.838413093239069,3.231440786272288
24,12,955,1,1,2,1,0,0,2,0,1.4,1.9,16.0,41.0,56.0,11,4,0.09,0.25,21.6,1.0,0.05,0.5,0.5,452.0,567.0,7373.0,2195.0,242.0,271.0,89.3,170.0,207.0,82.1,34.0,70.0,48.6,1.9,-0.4,21.0,35.0,14.0,10.0,36.0,29.0,3.0,1.0,2.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,19.0,14,16.0,3.0,0.0,17.0,33.0,16.0,5.0,1.0,4.0,11,30.0,19.0,0.0,662.0,21.0,157.0,294.0,216.0,13.0,662.0,19.0,11.0,8.0,352.0,1776.0,888.0,13.0,3.0,10.0,9.0,418.0,2023,3369,893.0,3,0.3855297733098268,1.234637975692749,21,0.3855297733098268,3.609486386179924,2.7711430890485644
26,1,7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,89.0,35.0,1.0,1.0,100.0,2.0,3.0,66.7,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,6.0,0.0,0.0,2.0,4.0,0.0,6.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,2023,2124,-14.0,3,0.0,0.0,0,0.0,0.0373377688229084,0.0373377688229084
29,6,208,0,0,0,0,0,0,1,0,0.0,0.2,5.0,14.0,9.0,5,2,0.0,0.0,27.1,1.0,0.04,-0.2,-0.2,132.0,151.0,2314.0,452.0,50.0,56.0,89.3,71.0,76.0,93.4,8.0,10.0,80.0,0.1,0.0,1.0,8.0,1.0,0.0,6.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1,2.0,1.0,1.0,1.0,3.0,2.0,1.0,0.0,1.0,4,8.0,5.0,0.0,174.0,6.0,40.0,96.0,40.0,2.0,174.0,1.0,1.0,0.0,90.0,450.0,228.0,3.0,0.0,2.0,2.0,115.0,2023,1253,137.0,3,0.1420575659722089,0.0391289554536342,1,0.1420575659722089,0.6259925812482834,0.5578062999993563
18,5,62,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,31.0,389.0,193.0,11.0,14.0,78.6,10.0,12.0,83.3,2.0,5.0,40.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2,4.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,1,5.0,6.0,0.0,43.0,14.0,34.0,9.0,1.0,0.0,43.0,0.0,0.0,0.0,20.0,131.0,77.0,0.0,0.0,0.0,0.0,21.0,2023,3063,68.0,2,0.0,0.0,0,0.0,0.6075615286827087,0.6075615286827087
18,3,26,0,0,0,0,0,0,0,0,0.0,0.1,1.0,1.0,3.0,2,0,0.0,0.0,18.2,0.0,0.04,-0.1,-0.1,3.0,3.0,63.0,27.0,2.0,2.0,100.0,0.0,0.0,0.0,1.0,1.0,100.0,0.1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,1.0,0,0.0,0.0,0.0,8.0,0.0,0.0,3.0,5.0,1.0,8.0,0.0,0.0,0.0,4.0,21.0,19.0,0.0,0.0,2.0,0.0,4.0,2023,4303,-17.0,4,0.0762899108231067,0.07237359136343,1,0.0762899108231067,0.1035863757133483,0.0
21,13,938,1,2,3,1,0,0,1,0,2.8,3.9,29.0,41.0,73.0,17,9,0.06,0.11,18.1,2.0,0.07,-0.2,-0.2,277.0,434.0,4194.0,1217.0,162.0,203.0,79.8,84.0,127.0,66.1,20.0,63.0,31.7,2.2,-0.8,18.0,32.0,12.0,2.0,35.0,20.0,10.0,0.0,4.0,1.0,0.0,7.0,5.0,0.0,0.0,2.0,0.0,0.0,17.0,10,4.0,7.0,6.0,4.0,7.0,3.0,20.0,0.0,20.0,2,19.0,4.0,0.0,530.0,5.0,48.0,223.0,266.0,39.0,530.0,9.0,3.0,6.0,260.0,1452.0,755.0,19.0,5.0,24.0,9.0,344.0,2023,7277,929.0,3,1.9706136789172888,2.3013196289539337,17,1.9706136789172888,5.554958291351795,2.477751277387142
24,6,196,0,0,0,0,0,0,0,0,0.1,0.2,5.0,8.0,8.0,1,0,0.0,0.0,12.7,0.0,0.12,-0.1,-0.1,71.0,102.0,1100.0,440.0,36.0,49.0,73.5,32.0,37.0,86.5,3.0,7.0,42.9,0.2,-0.1,2.0,1.0,4.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2,1.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,2,4.0,6.0,0.0,123.0,5.0,45.0,49.0,30.0,5.0,123.0,5.0,2.0,3.0,62.0,343.0,209.0,5.0,1.0,3.0,1.0,70.0,2023,2842,92.0,2,0.0625884309411048,0.0532953701913356,2,0.0625884309411048,0.7531487867236137,0.6905603557825089
25,7,434,0,0,0,0,0,0,1,0,0.4,0.6,2.0,16.0,25.0,4,0,0.0,0.0,22.5,0.0,0.06,-0.2,-0.2,139.0,203.0,2423.0,742.0,59.0,73.0,80.8,64.0,80.0,80.0,10.0,29.0,34.5,0.5,-0.4,8.0,13.0,5.0,4.0,18.0,14.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,7,4.0,5.0,1.0,7.0,13.0,6.0,6.0,1.0,5.0,5,15.0,10.0,0.0,250.0,13.0,47.0,133.0,72.0,6.0,250.0,4.0,2.0,2.0,100.0,406.0,191.0,4.0,0.0,7.0,2.0,125.0,2023,1785,203.0,2,0.1384602626785636,0.4464739486575126,8,0.1384602626785636,1.7280305922031405,1.171226542443037
23,12,340,0,0,0,0,0,0,1,0,0.3,0.5,10.0,19.0,19.0,6,1,0.0,0.0,22.6,0.0,0.04,-0.2,-0.2,153.0,195.0,2485.0,710.0,76.0,86.0,88.4,57.0,70.0,81.4,14.0,27.0,51.9,0.4,-0.3,5.0,9.0,4.0,0.0,13.0,12.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,6,4.0,2.0,0.0,2.0,8.0,6.0,8.0,1.0,7.0,0,6.0,3.0,0.0,235.0,15.0,43.0,112.0,84.0,4.0,235.0,9.0,2.0,7.0,133.0,753.0,424.0,10.0,0.0,7.0,6.0,152.0,2023,2596,278.0,3,0.1699785217642784,0.3445739392191171,5,0.1699785217642784,1.623247154057026,1.1862122733145952
28,13,770,1,1,2,1,0,0,4,0,0.5,1.3,14.0,54.0,10.0,12,2,0.08,0.5,27.6,0.0,0.07,0.2,0.2,393.0,473.0,7370.0,2570.0,159.0,183.0,86.9,186.0,214.0,86.9,43.0,59.0,72.9,0.7,0.5,6.0,56.0,11.0,2.0,21.0,14.0,0.0,1.0,4.0,0.0,2.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,15.0,12,9.0,5.0,1.0,6.0,17.0,11.0,12.0,1.0,11.0,13,28.0,7.0,1.0,559.0,19.0,121.0,342.0,98.0,5.0,559.0,13.0,7.0,5.0,320.0,1605.0,819.0,9.0,3.0,4.0,6.0,366.0,2023,1703,803.0,3,0.6271921098232269,0.3700681366026401,6,0.6271921098232269,2.990183912217617,2.274316324852407
27,16,1251,1,6,7,1,0,0,1,0,5.2,5.7,46.0,50.0,146.0,12,3,0.08,0.33,19.4,1.0,0.04,0.5,0.5,467.0,718.0,7580.0,3020.0,250.0,305.0,82.0,151.0,219.0,68.9,44.0,130.0,33.8,5.1,0.8,47.0,18.0,28.0,12.0,65.0,40.0,24.0,0.0,0.0,1.0,0.0,8.0,5.0,3.0,0.0,0.0,0.0,0.0,12.0,7,7.0,5.0,0.0,6.0,10.0,4.0,12.0,1.0,11.0,5,17.0,14.0,0.0,812.0,13.0,151.0,277.0,393.0,36.0,812.0,28.0,10.0,14.0,447.0,2475.0,1346.0,31.0,12.0,9.0,6.0,511.0,2023,6319,1586.0,3,0.4858774375170469,6.212916061282158,47,0.4858774375170469,6.654051572084427,3.867578525096178
20,4,56,0,0,0,0,0,0,0,0,0.3,0.5,0.0,7.0,7.0,2,2,0.0,0.0,19.4,0.0,0.13,-0.3,-0.3,45.0,50.0,705.0,183.0,24.0,26.0,92.3,18.0,20.0,90.0,2.0,3.0,66.7,0.1,-0.3,2.0,3.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,2.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0,2.0,0.0,0.0,60.0,4.0,20.0,23.0,17.0,1.0,60.0,1.0,0.0,1.0,38.0,220.0,108.0,1.0,0.0,1.0,2.0,42.0,2023,6748,162.0,2,0.2098601087927818,0.2049354761838913,2,0.2098601087927818,1.1618228033185003,0.8294706642627716
24,7,217,0,0,0,0,0,0,1,0,0.3,1.0,7.0,2.0,7.0,10,2,0.0,0.0,13.1,0.0,0.07,-0.7,-0.7,35.0,63.0,503.0,71.0,24.0,35.0,68.6,7.0,13.0,53.8,3.0,3.0,100.0,0.5,-0.3,4.0,0.0,2.0,0.0,8.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0,0.0,4.0,0.0,91.0,5.0,8.0,34.0,51.0,18.0,91.0,4.0,1.0,3.0,38.0,234.0,125.0,3.0,4.0,4.0,4.0,57.0,2023,6304,118.0,4,1.0771338418126106,0.4023185297846794,4,1.0771338418126106,1.5243942495435476,0.2800828441977501
26,12,675,1,3,4,1,0,0,0,0,2.1,2.5,13.0,21.0,41.0,7,3,0.14,0.33,19.0,0.0,0.07,0.5,0.5,135.0,235.0,2529.0,1051.0,58.0,86.0,67.4,46.0,64.0,71.9,24.0,55.0,43.6,2.5,0.9,18.0,14.0,6.0,3.0,28.0,15.0,10.0,0.0,2.0,0.0,1.0,5.0,2.0,2.0,0.0,1.0,0.0,0.0,10.0,3,3.0,2.0,5.0,5.0,13.0,8.0,13.0,1.0,12.0,6,16.0,8.0,0.0,311.0,11.0,37.0,125.0,151.0,21.0,311.0,19.0,5.0,13.0,152.0,764.0,357.0,7.0,3.0,9.0,8.0,181.0,2023,2263,733.0,3,0.6786389602348208,3.180267603136599,18,0.6786389602348208,2.9647094355896115,1.0253545893356204
32,1,21,0,0,0,0,0,0,0,0,0.0,0.0,1.0,3.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,13.0,151.0,53.0,6.0,7.0,85.7,3.0,3.0,100.0,1.0,2.0,50.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,0.0,15.0,2.0,4.0,10.0,1.0,0.0,15.0,0.0,0.0,0.0,3.0,35.0,30.0,0.0,0.0,0.0,0.0,10.0,2023,1571,-10.0,3,0.0,0.0,0,0.0,0.0,0.0
29,10,414,3,0,3,3,0,0,2,0,0.8,2.7,6.0,17.0,28.0,24,8,0.13,0.38,18.0,1.0,0.08,1.0,1.0,69.0,107.0,992.0,382.0,41.0,50.0,82.0,18.0,27.0,66.7,5.0,12.0,41.7,0.5,-0.8,8.0,11.0,5.0,1.0,24.0,11.0,1.0,4.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2,1.0,2.0,2.0,3.0,5.0,2.0,1.0,0.0,1.0,0,5.0,4.0,0.0,191.0,5.0,10.0,92.0,91.0,25.0,191.0,17.0,8.0,9.0,116.0,428.0,178.0,5.0,3.0,27.0,18.0,150.0,2023,2287,571.0,4,2.413690607994795,1.3565357252955437,8,2.413690607994795,4.085579611361027,0.5990585135295987
28,15,1222,2,5,7,2,0,0,6,0,2.5,5.2,20.0,57.0,38.0,15,6,0.13,0.33,13.9,0.0,0.18,-0.7,-0.7,386.0,491.0,6271.0,1542.0,177.0,210.0,84.3,173.0,196.0,88.3,25.0,50.0,50.0,1.4,2.5,15.0,44.0,11.0,0.0,27.0,21.0,0.0,0.0,2.0,2.0,2.0,7.0,6.0,0.0,0.0,1.0,0.0,0.0,22.0,15,6.0,10.0,6.0,10.0,24.0,14.0,13.0,3.0,10.0,9,31.0,23.0,0.0,623.0,30.0,114.0,343.0,168.0,20.0,623.0,22.0,7.0,11.0,344.0,1745.0,761.0,23.0,0.0,16.0,17.0,425.0,2023,1671,1294.0,3,2.2214764915406704,2.0867004860192537,15,2.2214764915406704,6.971376538276672,2.8873326405882835
30,15,1318,21,5,26,18,3,3,1,0,4.9,17.7,17.0,43.0,68.0,61,32,0.3,0.56,15.0,2.0,0.21,5.9,5.2,222.0,316.0,4074.0,1376.0,107.0,127.0,84.3,74.0,103.0,71.8,32.0,51.0,62.7,4.0,0.1,18.0,37.0,19.0,2.0,44.0,30.0,1.0,3.0,3.0,7.0,0.0,6.0,5.0,1.0,0.0,0.0,0.0,0.0,5.0,3,3.0,1.0,1.0,3.0,11.0,8.0,5.0,1.0,4.0,4,9.0,10.0,0.0,474.0,11.0,40.0,198.0,239.0,77.0,471.0,25.0,11.0,11.0,320.0,1565.0,658.0,11.0,7.0,19.0,24.0,366.0,2023,7226,3616.0,4,15.743177562952042,4.53820388764143,18,13.469847530126572,19.60217036306858,5.750555451959372
24,12,982,0,2,2,0,0,0,1,0,1.4,2.0,18.0,58.0,22.0,13,3,0.0,0.0,24.2,0.0,0.04,-0.6,-0.6,740.0,856.0,12337.0,4069.0,363.0,393.0,92.4,314.0,347.0,90.5,52.0,91.0,57.1,1.4,0.6,13.0,68.0,13.0,4.0,28.0,25.0,0.0,1.0,2.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,4,3.0,1.0,0.0,3.0,8.0,5.0,11.0,5.0,6.0,16,20.0,30.0,0.0,947.0,39.0,295.0,503.0,151.0,8.0,947.0,7.0,4.0,2.0,559.0,2584.0,1189.0,19.0,1.0,6.0,4.0,704.0,2023,3089,1444.0,2,0.4919305332005024,1.404519261792302,13,0.4919305332005024,8.328048203140497,6.785323619842529
23,7,248,1,0,1,1,0,0,0,0,0.0,1.0,0.0,7.0,0.0,3,1,0.33,1.0,15.5,0.0,0.34,0.0,0.0,193.0,220.0,3664.0,1307.0,54.0,65.0,83.1,120.0,128.0,93.8,16.0,23.0,69.6,0.0,0.0,1.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2,6.0,0.0,0.0,4.0,5.0,1.0,2.0,0.0,2.0,3,9.0,19.0,0.0,260.0,44.0,161.0,93.0,6.0,2.0,260.0,2.0,2.0,0.0,159.0,740.0,366.0,1.0,0.0,1.0,2.0,173.0,2023,3457,410.0,2,0.8454071991145611,0.0177087672054767,1,0.8454071991145611,0.5476790368556976,0.5180687680840492
19,14,1155,2,1,3,2,0,0,0,0,1.3,2.5,20.0,39.0,25.0,9,4,0.22,0.5,20.4,0.0,0.14,0.8,0.8,523.0,598.0,8718.0,2195.0,242.0,262.0,92.4,229.0,258.0,88.8,36.0,49.0,73.5,1.2,-0.3,8.0,30.0,5.0,2.0,17.0,16.0,0.0,0.0,1.0,0.0,0.0,5.0,4.0,0.0,0.0,1.0,0.0,0.0,17.0,9,10.0,5.0,2.0,7.0,14.0,7.0,15.0,2.0,13.0,18,35.0,13.0,1.0,715.0,29.0,218.0,369.0,135.0,11.0,715.0,15.0,6.0,9.0,418.0,1972.0,817.0,15.0,4.0,18.0,5.0,480.0,2023,6185,1095.0,3,1.042699433863163,1.682565163820982,8,1.042699433863163,4.98506295774132,2.593517533503473
29,14,721,3,0,3,3,0,0,2,0,0.2,2.0,15.0,17.0,58.0,12,3,0.25,1.0,19.1,0.0,0.15,1.2,1.2,165.0,238.0,2426.0,824.0,92.0,116.0,79.3,55.0,78.0,70.5,8.0,18.0,44.4,0.5,-0.2,5.0,6.0,4.0,0.0,20.0,12.0,0.0,3.0,3.0,2.0,0.0,3.0,0.0,0.0,2.0,0.0,1.0,0.0,11.0,6,5.0,4.0,2.0,5.0,11.0,6.0,7.0,0.0,7.0,7,18.0,8.0,0.0,349.0,14.0,60.0,124.0,169.0,26.0,349.0,28.0,8.0,16.0,187.0,894.0,444.0,14.0,9.0,28.0,8.0,215.0,2023,1308,622.0,4,1.6563064055517316,0.1423085741698742,5,1.6563064055517316,3.570913595147431,1.8473161030560727
31,9,753,0,0,0,0,0,0,2,0,0.3,0.8,3.0,16.0,4.0,8,3,0.0,0.0,11.3,0.0,0.06,-0.5,-0.5,229.0,301.0,4529.0,1420.0,66.0,87.0,75.9,137.0,159.0,86.2,24.0,44.0,54.5,0.3,-0.3,1.0,11.0,1.0,0.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,2,0.0,3.0,1.0,1.0,2.0,1.0,14.0,8.0,6.0,19,23.0,42.0,0.0,408.0,65.0,185.0,190.0,34.0,20.0,408.0,0.0,0.0,0.0,156.0,882.0,403.0,1.0,0.0,2.0,0.0,191.0,2023,3558,555.0,2,0.3250050600618124,0.1936850249767303,1,0.3250050600618124,1.3328586518764496,1.3328586518764496
21,11,165,0,0,0,0,0,0,0,0,0.1,0.4,7.0,10.0,20.0,5,2,0.0,0.0,14.1,0.0,0.05,-0.2,-0.2,50.0,61.0,754.0,232.0,32.0,34.0,94.1,15.0,18.0,83.3,3.0,8.0,37.5,0.8,-0.1,2.0,4.0,5.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2,3.0,0.0,0.0,1.0,3.0,2.0,2.0,0.0,2.0,0,3.0,2.0,0.0,84.0,1.0,11.0,34.0,39.0,7.0,84.0,5.0,1.0,4.0,52.0,312.0,154.0,1.0,4.0,1.0,5.0,63.0,2023,3475,81.0,3,0.3928657062351703,0.4455416798591614,2,0.3928657062351703,1.128585409373045,0.2901780605316162
