player,nationality,position,team,age,birth_year,minutes_90s,goals,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_free_kicks,pens_made,pens_att,xg,npxg,npxg_per_shot,xg_net,npxg_net,matches
Frederik Sørensen,dk DEN,DF,Köln,25,1992,22.2,2,15,4,26.7,0.67,0.18,0.13,0.50,12.3,0,0,0,2.7,2.7,0.18,-0.7,-0.7,Matches
Jonathan Tah,de GER,DF,Leverkusen,21,1996,27.0,0,7,2,28.6,0.26,0.07,0.00,0.00,11.1,0,0,0,0.5,0.5,0.07,-0.5,-0.5,Matches
Taleb Tawatha,il ISR,"DF,MF",Eint Frankfurt,25,1992,4.9,0,3,0,0.0,0.61,0.00,0.00,,22.8,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
Simon Terodde,de GER,FW,Stuttgart,29,1988,10.6,2,21,6,28.6,1.98,0.57,0.10,0.33,12.3,0,0,1,3.5,2.7,0.13,-1.5,-0.7,Matches
Simon Terodde,de GER,FW,Köln,29,1988,12.9,5,21,10,47.6,1.63,0.78,0.19,0.40,12.7,0,1,1,5.4,4.6,0.22,-0.4,-0.6,Matches
Marco Terrazzino,de GER,"MF,FW",Freiburg,26,1991,16.5,0,25,8,32.0,1.51,0.48,0.00,0.00,18.7,2,0,0,1.9,1.9,0.08,-1.9,-1.9,Matches
Cedric Teuchert,de GER,FW,Schalke 04,20,1997,0.4,0,5,2,40.0,13.24,5.29,0.00,0.00,15.2,0,0,0,0.6,0.6,0.12,-0.6,-0.6,Matches
Erik Thommy,de GER,FW,Augsburg,22,1994,1.9,0,5,1,20.0,2.69,0.54,0.00,0.00,20.8,1,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches
Erik Thommy,de GER,MF,Stuttgart,22,1994,10.9,2,29,9,31.0,2.66,0.83,0.07,0.22,24.1,9,0,0,2.5,2.5,0.09,-0.5,-0.5,Matches
Marcel Tisserand,cd COD,DF,Wolfsburg,24,1993,13.9,0,6,1,16.7,0.43,0.07,0.00,0.00,21.0,0,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches
Corentin Tolisso,fr FRA,MF,Bayern Munich,22,1994,17.5,6,42,18,42.9,2.40,1.03,0.14,0.33,19.7,0,0,0,4.5,4.5,0.11,+1.5,+1.5,Matches
Jeremy Toljan,de GER,"DF,FW",Hoffenheim,22,1994,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Jeremy Toljan,de GER,DF,Dortmund,22,1994,13.5,1,8,2,25.0,0.59,0.15,0.13,0.50,25.2,0,0,0,0.3,0.3,0.03,+0.7,+0.7,Matches
Ömer Toprak,tr TUR,DF,Dortmund,28,1989,22.4,0,13,1,7.7,0.58,0.04,0.00,0.00,12.7,0,0,0,1.1,1.1,0.08,-1.1,-1.1,Matches
Jordan Torunarigha,de GER,DF,Hertha BSC,19,1997,7.4,1,2,1,50.0,0.27,0.14,0.50,1.00,3.1,0,0,0,0.9,0.9,0.47,+0.1,+0.1,Matches
Ibrahima Traoré,gn GUI,MF,M'Gladbach,29,1988,2.2,0,8,3,37.5,3.58,1.34,0.00,0.00,21.9,1,0,0,0.5,0.5,0.06,-0.5,-0.5,Matches
Philipp Tschauner,de GER,GK,Hannover 96,31,1985,31.0,0,1,0,0.0,0.03,0.00,0.00,,13.3,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
Anthony Ujah,ng NGA,FW,Mainz 05,26,1990,2.3,0,8,2,25.0,3.51,0.88,0.00,0.00,18.9,0,0,0,0.5,0.5,0.07,-0.5,-0.5,Matches
Sven Ulreich,de GER,GK,Bayern Munich,28,1988,29.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Dayot Upamecano,fr FRA,DF,RB Leipzig,18,1998,25.2,3,10,7,70.0,0.40,0.28,0.30,0.43,19.0,0,0,0,1.1,1.1,0.11,+1.9,+1.9,Matches
Mark Uth,de GER,FW,Hoffenheim,25,1991,24.2,14,54,21,38.9,2.23,0.87,0.26,0.67,14.2,0,0,0,9.3,9.1,0.17,+4.7,+4.9,Matches
Josha Vagnoman,de GER,MF,Hamburger SV,16,2000,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Miloš Veljković,rs SRB,DF,Werder Bremen,21,1995,29.5,1,5,1,20.0,0.17,0.03,0.20,1.00,10.3,0,0,0,0.4,0.4,0.07,+0.6,+0.6,Matches
Paul Verhaegh,nl NED,DF,Wolfsburg,33,1983,29.0,2,3,2,66.7,0.10,0.07,0.33,0.50,26.5,0,1,3,2.6,0.1,0.03,-0.6,+0.9,Matches
Jannik Vestergaard,dk DEN,DF,M'Gladbach,24,1992,32.0,3,24,6,25.0,0.75,0.19,0.13,0.50,12.3,2,0,0,1.9,1.9,0.08,+1.1,+1.1,Matches
Arturo Vidal,cl CHI,MF,Bayern Munich,30,1987,16.2,6,48,23,47.9,2.97,1.42,0.13,0.26,17.3,0,0,0,4.1,4.1,0.09,+1.9,+1.9,Matches
Julio Villalba,py PAR,DF,M'Gladbach,18,1998,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Kevin Vogt,de GER,DF,Hoffenheim,25,1991,31.0,0,4,0,0.0,0.13,0.00,0.00,,14.4,0,0,0,0.3,0.3,0.08,-0.3,-0.3,Matches
Kevin Volland,de GER,"FW,MF",Leverkusen,25,1992,28.8,14,55,28,50.9,1.91,0.97,0.25,0.50,15.8,1,0,0,9.5,9.5,0.17,+4.5,+4.5,Matches
Sandro Wagner,de GER,FW,Hoffenheim,29,1987,9.7,4,25,11,44.0,2.59,1.14,0.12,0.27,16.0,0,1,1,3.4,2.6,0.11,+0.6,+0.4,Matches
Sandro Wagner,de GER,FW,Bayern Munich,29,1987,8.1,8,29,14,48.3,3.60,1.74,0.28,0.57,12.4,0,0,0,6.5,6.5,0.22,+1.5,+1.5,Matches
Walace,br BRA,MF,Hamburger SV,22,1995,14.6,1,18,6,33.3,1.23,0.41,0.06,0.17,25.4,0,0,0,0.8,0.8,0.04,+0.2,+0.2,Matches
Luca Waldschmidt,de GER,"MF,FW",Hamburger SV,21,1996,8.8,1,31,10,32.3,3.51,1.13,0.03,0.10,18.0,1,0,0,2.6,2.2,0.07,-1.6,-1.2,Matches
Roman Weidenfeller,de GER,GK,Dortmund,36,1980,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Julian Weigl,de GER,MF,Dortmund,21,1995,21.6,1,5,1,20.0,0.23,0.05,0.20,1.00,27.3,0,0,0,0.2,0.2,0.04,+0.8,+0.8,Matches
Mitchell Weiser,de GER,"DF,FW",Hertha BSC,23,1994,22.0,1,13,4,30.8,0.59,0.18,0.08,0.25,18.1,0,0,0,0.7,0.7,0.05,+0.3,+0.3,Matches
Wendell,br BRA,DF,Leverkusen,24,1993,23.5,2,11,1,9.1,0.47,0.04,0.00,0.00,27.7,2,2,3,2.8,0.5,0.04,-0.8,-0.5,Matches
Oscar Wendt,se SWE,DF,M'Gladbach,31,1985,27.3,1,18,5,27.8,0.66,0.18,0.06,0.20,17.7,1,0,0,1.6,1.6,0.09,-0.6,-0.6,Matches
Timo Werner,de GER,FW,RB Leipzig,21,1996,27.7,13,93,38,40.9,3.36,1.37,0.12,0.29,14.0,4,2,2,13.2,11.6,0.12,-0.2,-0.6,Matches
Jetro Willems,nl NED,"FW,DF",Eint Frankfurt,23,1994,18.5,0,21,9,42.9,1.14,0.49,0.00,0.00,21.2,4,0,0,1.9,1.9,0.09,-1.9,-1.9,Matches
William,br BRA,DF,Wolfsburg,22,1995,17.9,0,6,3,50.0,0.33,0.17,0.00,0.00,28.7,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
Marius Wolf,de GER,"MF,FW",Eint Frankfurt,22,1995,26.3,5,35,15,42.9,1.33,0.57,0.14,0.33,18.9,1,0,0,3.3,3.3,0.10,+1.7,+1.7,Matches
Bobby Wood,us USA,"FW,MF",Hamburger SV,24,1992,17.9,2,38,9,23.7,2.13,0.50,0.03,0.11,15.7,0,1,1,5.3,4.5,0.12,-3.3,-3.5,Matches
Andriy Yarmolenko,ua UKR,"FW,MF",Dortmund,27,1989,11.5,3,31,12,38.7,2.69,1.04,0.10,0.25,15.8,0,0,0,4.8,4.8,0.15,-1.8,-1.8,Matches
Dan-Axel Zagadou,fr FRA,DF,Dortmund,18,1999,7.3,1,9,2,22.2,1.23,0.27,0.11,0.50,13.9,0,0,0,0.6,0.6,0.07,+0.4,+0.4,Matches
Denis Zakaria,ch SUI,MF,M'Gladbach,20,1996,25.5,2,20,4,20.0,0.78,0.16,0.10,0.50,25.9,0,0,0,1.5,1.5,0.07,+0.5,+0.5,Matches
Robin Zentner,de GER,GK,Mainz 05,22,1994,15.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Ron-Robert Zieler,de GER,GK,Stuttgart,28,1989,34.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Matthias Zimmermann,de GER,DF,Stuttgart,25,1992,0.9,0,1,0,0.0,1.17,0.00,0.00,,13.0,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
Simon Zoller,de GER,"MF,FW",Köln,26,1991,10.7,2,10,3,30.0,0.93,0.28,0.20,0.67,11.1,0,0,0,2.7,2.7,0.27,-0.7,-0.7,Matches
Steven Zuber,ch SUI,"FW,DF",Hoffenheim,25,1991,15.9,1,15,6,40.0,0.94,0.38,0.07,0.17,21.0,0,0,0,0.9,0.9,0.06,+0.1,+0.1,Matches
Robert Žulj,at AUT,"MF,FW",Hoffenheim,25,1992,2.3,0,6,0,0.0,2.60,0.00,0.00,,15.5,0,0,0,0.8,0.8,0.14,-0.8,-0.8,Matches
