player,nationality,position,team,age,birth_year,minutes_90s,goals,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_free_kicks,pens_made,pens_att,xg,npxg,npxg_per_shot,xg_net,npxg_net,matches
David Abraham,ar ARG,DF,Eint Frankfurt,31,1986,25.6,0,7,1,14.3,0.27,0.04,0.00,0.00,19.2,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches
Amir Abrashi,al ALB,MF,Freiburg,27,1990,9.4,0,5,0,0.0,0.53,0.00,0.00,,22.2,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
René Adler,de GER,GK,Mainz 05,32,1985,14.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Ailton,br BRA,"DF,MF",Stuttgart,22,1995,1.2,0,1,0,0.0,0.83,0.00,0.00,,15.0,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
Manuel Akanji,ch SUI,DF,Dortmund,22,1995,10.0,0,5,2,40.0,0.50,0.20,0.00,0.00,20.3,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
Chadrac Akolo,cd COD,"MF,FW",Stuttgart,22,1995,12.2,5,32,15,46.9,2.61,1.23,0.16,0.33,18.0,0,0,1,4.7,4.0,0.12,+0.3,+1.0,Matches
Kevin Akpoguma,ng NGA,DF,Hoffenheim,22,1995,18.8,0,5,2,40.0,0.27,0.11,0.00,0.00,20.4,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
David Alaba,at AUT,DF,Bayern Munich,25,1992,17.2,2,24,7,29.2,1.39,0.41,0.08,0.29,26.9,8,0,0,1.3,1.3,0.05,+0.7,+0.7,Matches
Lucas Alario,ar ARG,FW,Leverkusen,24,1992,17.2,9,56,20,35.7,3.25,1.16,0.14,0.40,13.1,1,1,2,10.5,8.9,0.16,-1.5,-0.9,Matches
Miiko Albornoz,cl CHI,"DF,MF",Hannover 96,26,1990,7.8,0,4,1,25.0,0.51,0.13,0.00,0.00,16.2,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
Thiago Alcántara,es ESP,"MF,FW",Bayern Munich,26,1991,13.9,2,24,7,29.2,1.73,0.51,0.08,0.29,19.9,1,0,0,2.5,2.5,0.11,-0.5,-0.5,Matches
Stephan Ambrosius,gh GHA,DF,Hamburger SV,18,1998,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Nadiem Amiri,de GER,MF,Hoffenheim,20,1996,19.4,2,44,16,36.4,2.27,0.83,0.05,0.13,20.7,1,0,0,2.9,2.9,0.07,-0.9,-0.9,Matches
Waldemar Anton,de GER,"DF,MF",Hannover 96,21,1996,25.3,1,23,5,21.7,0.91,0.20,0.04,0.20,17.1,0,0,0,1.8,1.8,0.08,-0.8,-0.8,Matches
Dennis Aogo,de GER,"MF,DF",Stuttgart,30,1987,21.7,0,15,1,6.7,0.69,0.05,0.00,0.00,22.2,2,0,0,1.3,1.3,0.09,-1.3,-1.3,Matches
Charles Aránguiz,cl CHI,MF,Leverkusen,28,1989,25.6,1,34,5,14.7,1.33,0.20,0.03,0.20,23.4,7,0,0,2.8,2.8,0.08,-1.8,-1.8,Matches
Maximilian Arnold,de GER,MF,Wolfsburg,23,1994,27.3,2,33,10,30.3,1.21,0.37,0.06,0.20,28.6,10,0,1,2.3,1.5,0.04,-0.3,+0.5,Matches
Jann-Fiete Arp,de GER,"FW,MF",Hamburger SV,17,2000,9.4,2,17,7,41.2,1.80,0.74,0.12,0.29,15.1,0,0,0,1.8,1.8,0.11,+0.2,+0.2,Matches
Takuma Asano,jp JPN,"FW,MF",Stuttgart,22,1994,8.0,1,17,4,23.5,2.12,0.50,0.06,0.25,14.3,0,0,0,1.7,1.7,0.10,-0.7,-0.7,Matches
Santiago Ascacíbar,ar ARG,MF,Stuttgart,20,1997,26.5,0,11,2,18.2,0.42,0.08,0.00,0.00,26.7,0,0,0,0.4,0.4,0.03,-0.4,-0.4,Matches
Simon Asta,de GER,MF,Augsburg,16,2001,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Pierre-Emerick Aubameyang,ga GAB,FW,Dortmund,28,1989,15.7,13,54,23,42.6,3.43,1.46,0.19,0.43,12.5,0,3,4,16.2,13.0,0.26,-3.2,-3.0,Matches
Jean-Kévin Augustin,fr FRA,FW,RB Leipzig,20,1997,14.1,9,35,16,45.7,2.49,1.14,0.23,0.50,15.5,0,1,2,7.1,5.5,0.16,+1.9,+2.5,Matches
Ludwig Augustinsson,se SWE,"DF,FW",Werder Bremen,23,1994,28.1,1,24,6,25.0,0.85,0.21,0.04,0.17,18.0,1,0,0,1.2,1.2,0.05,-0.2,-0.2,Matches
Yann Aurel Bisseck,de GER,"DF,MF",Köln,16,2000,1.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Holger Badstuber,de GER,"DF,MF",Stuttgart,28,1989,24.1,2,9,5,55.6,0.37,0.21,0.22,0.40,11.5,0,0,0,1.2,1.2,0.13,+0.8,+0.8,Matches
Daniel Baier,de GER,MF,Augsburg,33,1984,28.2,0,27,5,18.5,0.96,0.18,0.00,0.00,24.9,0,0,0,0.9,0.9,0.03,-0.9,-0.9,Matches
Leon Bailey,jm JAM,"FW,DF",Leverkusen,19,1997,24.6,9,76,27,35.5,3.09,1.10,0.12,0.33,20.4,11,0,0,8.0,8.0,0.11,+1.0,+1.0,Matches
Marvin Bakalorz,de GER,MF,Hannover 96,27,1989,22.8,0,21,5,23.8,0.92,0.22,0.00,0.00,21.1,0,0,0,1.7,1.7,0.08,-1.7,-1.7,Matches
Ridle Baku,de GER,MF,Mainz 05,19,1998,2.6,2,5,3,60.0,1.93,1.16,0.40,0.67,20.6,0,0,0,0.9,0.9,0.17,+1.1,+1.1,Matches
Leon Balogun,ng NGA,DF,Mainz 05,29,1988,13.0,0,2,1,50.0,0.15,0.08,0.00,0.00,26.6,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
Philipp Bargfrede,de GER,MF,Werder Bremen,28,1989,20.7,1,16,5,31.3,0.77,0.24,0.06,0.20,27.4,0,0,0,0.6,0.6,0.04,+0.4,+0.4,Matches
Aymen Barkok,ma MAR,"FW,MF",Eint Frankfurt,19,1998,3.5,0,3,0,0.0,0.86,0.00,0.00,,23.0,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
Fin Bartels,de GER,FW,Werder Bremen,30,1987,12.5,2,22,9,40.9,1.77,0.72,0.09,0.22,17.1,0,0,0,2.1,2.1,0.09,-0.1,-0.1,Matches
Marc Bartra,es ESP,DF,Dortmund,26,1991,9.0,2,5,3,60.0,0.56,0.33,0.40,0.67,21.4,0,0,0,0.2,0.2,0.03,+1.8,+1.8,Matches
Michy Batshuayi,be BEL,FW,Dortmund,23,1993,9.3,7,29,14,48.3,3.11,1.50,0.24,0.50,12.1,0,0,0,7.3,7.3,0.25,-0.3,-0.3,Matches
Robert Bauer,de GER,"DF,FW",Werder Bremen,22,1995,10.6,0,2,0,0.0,0.19,0.00,0.00,,33.5,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
Oliver Baumann,de GER,GK,Hoffenheim,27,1990,34.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Timo Baumgartl,de GER,DF,Stuttgart,21,1996,29.0,0,8,1,12.5,0.28,0.03,0.00,0.00,13.0,0,0,0,0.5,0.5,0.06,-0.5,-0.5,Matches
Julian Baumgartlinger,at AUT,"MF,DF",Leverkusen,29,1988,15.5,1,11,4,36.4,0.71,0.26,0.09,0.25,17.4,0,0,0,1.2,1.2,0.11,-0.2,-0.2,Matches
Noah Joel Sarenren Bazee,ng NGA,"FW,MF",Hannover 96,20,1996,1.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Riechedly Bazoer,nl NED,MF,Wolfsburg,20,1996,6.6,0,7,2,28.6,1.06,0.30,0.00,0.00,25.0,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
Ihlas Bebou,tg TOG,"MF,FW",Hannover 96,23,1994,23.8,5,50,19,38.0,2.10,0.80,0.10,0.26,19.1,0,0,0,5.2,5.2,0.10,-0.2,-0.2,Matches
Andreas Beck,de GER,DF,Stuttgart,30,1987,21.4,1,8,2,25.0,0.37,0.09,0.13,0.50,21.8,0,0,0,0.3,0.3,0.04,+0.7,+0.7,Matches
Ishak Belfodil,dz ALG,FW,Werder Bremen,25,1992,15.0,4,46,20,43.5,3.07,1.33,0.09,0.20,12.6,1,0,0,4.7,4.7,0.10,-0.7,-0.7,Matches
Stefan Bell,de GER,DF,Mainz 05,25,1991,24.2,1,12,6,50.0,0.50,0.25,0.08,0.17,14.4,0,0,0,1.3,1.3,0.11,-0.3,-0.3,Matches
Karim Bellarabi,de GER,"MF,FW",Leverkusen,27,1990,12.7,1,43,16,37.2,3.38,1.26,0.02,0.06,21.1,0,0,0,2.9,2.9,0.07,-1.9,-1.9,Matches
Lars Bender,de GER,"DF,MF",Leverkusen,28,1989,17.7,2,21,5,23.8,1.18,0.28,0.10,0.40,16.1,0,0,0,2.1,2.1,0.10,-0.1,-0.1,Matches
Sven Bender,de GER,DF,Leverkusen,28,1989,26.1,2,15,6,40.0,0.58,0.23,0.13,0.33,9.5,0,0,0,1.5,1.5,0.10,+0.5,+0.5,Matches
László Bénes,sk SVK,MF,M'Gladbach,19,1997,0.4,0,1,0,0.0,2.37,0.00,0.00,,32.8,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
Marcel Benger,de GER,MF,M'Gladbach,19,1998,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Charlison Benschop,cw CUW,"MF,DF",Hannover 96,27,1989,2.0,1,5,1,20.0,2.45,0.49,0.20,1.00,12.4,0,0,0,0.3,0.3,0.06,+0.7,+0.7,Matches
Nabil Bentaleb,dz ALG,MF,Schalke 04,22,1994,11.2,4,11,4,36.4,0.98,0.36,0.00,0.00,30.9,0,4,4,3.5,0.3,0.03,+0.5,-0.3,Matches
Emil Berggreen,dk DEN,FW,Mainz 05,24,1993,7.4,4,13,8,61.5,1.75,1.08,0.31,0.50,13.1,0,0,0,2.0,2.0,0.15,+2.0,+2.0,Matches
Bernardo,br BRA,DF,RB Leipzig,22,1995,15.0,1,12,4,33.3,0.80,0.27,0.08,0.25,19.0,0,0,0,0.6,0.6,0.05,+0.4,+0.4,Matches
Juan Bernat,es ESP,"DF,FW",Bayern Munich,24,1993,9.9,0,4,0,0.0,0.41,0.00,0.00,,13.0,0,0,0,0.3,0.3,0.08,-0.3,-0.3,Matches
Ermin Bičakčić,ba BIH,DF,Hoffenheim,27,1990,6.1,0,2,2,100.0,0.33,0.33,0.00,0.00,17.1,0,0,0,0.5,0.5,0.24,-0.5,-0.5,Matches
Leonardo Bittencourt,de GER,"MF,FW",Köln,23,1993,17.9,5,32,10,31.3,1.79,0.56,0.16,0.50,16.7,0,0,0,3.2,3.2,0.10,+1.8,+1.8,Matches
Pablo de Blasis,ar ARG,"FW,MF",Mainz 05,29,1988,18.4,5,26,10,38.5,1.42,0.54,0.08,0.20,22.8,1,3,3,3.7,1.4,0.05,+1.3,+0.6,Matches
Danny Blum,de GER,"MF,DF",Eint Frankfurt,26,1991,0.3,1,2,1,50.0,6.21,3.10,0.50,1.00,12.7,0,0,0,0.5,0.5,0.27,+0.5,+0.5,Matches
Jérôme Boateng,de GER,DF,Bayern Munich,28,1988,18.2,1,13,3,23.1,0.71,0.16,0.08,0.33,18.4,0,0,0,1.1,1.1,0.09,-0.1,-0.1,Matches
Kevin-Prince Boateng,gh GHA,"MF,FW",Eint Frankfurt,30,1987,26.2,6,46,16,34.8,1.76,0.61,0.13,0.38,17.1,1,0,0,4.7,4.7,0.10,+1.3,+1.3,Matches
Raúl Bobadilla,py PAR,"FW,MF",M'Gladbach,30,1987,5.0,0,15,7,46.7,3.01,1.40,0.00,0.00,18.1,0,0,0,1.9,1.9,0.13,-1.9,-1.9,Matches
Julian Brandt,de GER,"FW,MF",Leverkusen,21,1996,25.8,9,43,22,51.2,1.66,0.85,0.21,0.41,17.2,1,0,0,5.2,5.2,0.12,+3.8,+3.8,Matches
Josip Brekalo,hr CRO,FW,Wolfsburg,19,1998,9.7,3,16,6,37.5,1.66,0.62,0.19,0.50,19.1,2,0,0,1.7,1.6,0.10,+1.3,+1.4,Matches
Josip Brekalo,hr CRO,"MF,FW",Stuttgart,19,1998,8.1,1,18,5,27.8,2.23,0.62,0.06,0.20,21.1,0,0,0,1.1,1.1,0.06,-0.1,-0.1,Matches
John Brooks,us USA,DF,Wolfsburg,24,1993,8.1,0,1,0,0.0,0.12,0.00,0.00,,10.4,0,0,0,0.1,0.1,0.11,-0.1,-0.1,Matches
Daniel Brosinski,de GER,"DF,FW",Mainz 05,29,1988,27.8,1,31,4,12.9,1.12,0.14,0.00,0.00,27.9,7,1,1,2.0,1.3,0.04,-1.0,-1.3,Matches
Bruma,pt POR,"MF,FW",RB Leipzig,22,1994,17.9,4,41,15,36.6,2.29,0.84,0.10,0.27,18.1,1,0,0,2.2,2.2,0.05,+1.8,+1.8,Matches
Jeffrey Bruma,nl NED,DF,Wolfsburg,25,1991,11.0,0,2,1,50.0,0.18,0.09,0.00,0.00,20.0,1,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches
Jacob Bruun Larsen,dk DEN,"MF,DF",Stuttgart,18,1998,1.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Jacob Bruun Larsen,dk DEN,DF,Dortmund,18,1998,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Onur Bulut,tr TUR,FW,Freiburg,23,1994,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Guido Burgstaller,at AUT,FW,Schalke 04,28,1989,25.8,11,55,25,45.5,2.13,0.97,0.20,0.44,13.1,0,0,0,9.2,9.2,0.17,+1.8,+1.8,Matches
Roman Bürki,ch SUI,GK,Dortmund,26,1990,33.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Dženis Burnić,de GER,MF,Stuttgart,19,1998,3.4,0,7,0,0.0,2.07,0.00,0.00,,28.0,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
Jakub Błaszczykowski,pl POL,"FW,MF",Wolfsburg,31,1985,5.8,1,1,1,100.0,0.17,0.17,1.00,1.00,18.3,0,0,0,0.1,0.1,0.12,+0.9,+0.9,Matches
Caiuby,br BRA,FW,Augsburg,29,1988,31.7,5,76,24,31.6,2.40,0.76,0.07,0.21,18.5,0,0,0,5.1,5.1,0.07,-0.1,-0.1,Matches
Luca Caldirola,it ITA,DF,Werder Bremen,26,1991,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Daniel Caligiuri,it ITA,"DF,MF",Schalke 04,29,1988,32.4,6,32,16,50.0,0.99,0.49,0.09,0.19,21.8,1,3,3,4.3,1.9,0.06,+1.7,+1.1,Matches
Ignacio Camacho,es ESP,"MF,DF",Wolfsburg,27,1990,10.6,0,5,2,40.0,0.47,0.19,0.00,0.00,16.3,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
Koen Casteels,be BEL,GK,Wolfsburg,25,1992,34.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Gonzalo Castro,de GER,MF,Dortmund,30,1987,13.4,0,11,2,18.2,0.82,0.15,0.00,0.00,23.1,1,0,0,1.2,1.2,0.11,-1.2,-1.2,Matches
Marijan Ćavar,ba BIH,MF,Eint Frankfurt,19,1998,0.4,0,1,0,0.0,2.81,0.00,0.00,,28.7,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
Timothy Chandler,us USA,"DF,FW",Eint Frankfurt,27,1990,21.0,2,24,7,29.2,1.14,0.33,0.08,0.29,16.2,0,0,0,1.6,1.6,0.07,+0.4,+0.4,Matches
Per Ciljan Skjelbred,no NOR,MF,Hertha BSC,30,1987,24.3,0,6,2,33.3,0.25,0.08,0.00,0.00,32.0,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
Christian Clemens,de GER,"MF,FW",Köln,25,1991,7.2,1,17,4,23.5,2.37,0.56,0.06,0.25,21.7,1,0,0,1.5,1.5,0.09,-0.5,-0.5,Matches
Coke,es ESP,MF,Schalke 04,30,1987,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Kingsley Coman,fr FRA,"FW,MF",Bayern Munich,21,1996,12.8,3,29,15,51.7,2.26,1.17,0.10,0.20,17.5,0,0,0,2.2,2.2,0.08,+0.8,+0.8,Matches
Marvin Compper,de GER,DF,RB Leipzig,32,1985,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Jhon Córdoba,co COL,FW,Köln,24,1993,10.6,0,34,7,20.6,3.20,0.66,0.00,0.00,14.0,0,0,0,4.0,4.0,0.12,-4.0,-4.0,Matches
Sergio Córdova,ve VEN,"FW,MF",Augsburg,19,1997,6.5,2,14,6,42.9,2.15,0.92,0.14,0.33,18.2,0,0,0,1.6,1.6,0.11,+0.4,+0.4,Matches
Danny da Costa,de GER,"DF,FW",Eint Frankfurt,24,1993,13.4,1,9,2,22.2,0.67,0.15,0.11,0.50,11.4,0,0,0,0.8,0.8,0.09,+0.2,+0.2,Matches
Mickaël Cuisance,fr FRA,"MF,FW",M'Gladbach,17,1999,13.4,0,25,5,20.0,1.86,0.37,0.00,0.00,24.6,4,0,0,1.9,1.9,0.08,-1.9,-1.9,Matches
Mahmoud Dahoud,de GER,MF,Dortmund,21,1996,12.7,0,26,6,23.1,2.04,0.47,0.00,0.00,22.5,0,0,0,2.2,2.2,0.08,-2.2,-2.2,Matches
Kevin Danso,at AUT,DF,Augsburg,18,1998,12.3,2,9,4,44.4,0.73,0.33,0.22,0.50,10.6,0,0,0,1.8,1.8,0.21,+0.2,+0.2,Matches
Palkó Dárdai,hu HUN,"FW,MF",Hertha BSC,18,1999,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Vladimír Darida,cz CZE,MF,Hertha BSC,26,1990,18.2,0,25,8,32.0,1.38,0.44,0.00,0.00,23.0,0,0,0,1.0,1.0,0.04,-1.0,-1.0,Matches
Thomas Delaney,dk DEN,MF,Werder Bremen,25,1991,31.1,3,56,13,23.2,1.80,0.42,0.05,0.23,18.9,5,0,0,3.4,3.4,0.06,-0.4,-0.4,Matches
Kerem Demirbay,de GER,MF,Hoffenheim,24,1993,13.5,2,22,3,13.6,1.64,0.22,0.05,0.33,27.9,3,1,1,2.2,1.4,0.06,-0.2,-0.4,Matches
Diego Demme,de GER,MF,RB Leipzig,25,1991,25.4,0,11,3,27.3,0.43,0.12,0.00,0.00,21.4,0,0,0,0.5,0.5,0.04,-0.5,-0.5,Matches
Franco Di Santo,ar ARG,"FW,MF",Schalke 04,28,1989,18.4,3,30,14,46.7,1.63,0.76,0.07,0.14,17.0,0,1,1,3.8,3.0,0.10,-0.8,-1.0,Matches
Abdou Diallo,sn SEN,DF,Mainz 05,21,1996,26.8,2,13,3,23.1,0.48,0.11,0.15,0.67,8.1,0,0,0,2.3,2.3,0.18,-0.3,-0.3,Matches
Daniel Didavi,de GER,MF,Wolfsburg,27,1990,24.9,9,55,19,34.5,2.21,0.76,0.16,0.47,19.4,7,0,0,4.1,4.1,0.07,+4.9,+4.9,Matches
Dennis Diekmeier,de GER,DF,Hamburger SV,27,1989,20.8,0,6,2,33.3,0.29,0.10,0.00,0.00,17.0,0,0,0,0.6,0.6,0.10,-0.6,-0.6,Matches
Landry Dimata,be BEL,FW,Wolfsburg,19,1997,10.0,0,12,3,25.0,1.20,0.30,0.00,0.00,16.7,0,0,0,1.5,1.5,0.13,-1.5,-1.5,Matches
Giulio Donati,it ITA,"DF,FW",Mainz 05,27,1990,25.4,0,10,2,20.0,0.39,0.08,0.00,0.00,24.3,0,0,0,0.3,0.3,0.03,-0.3,-0.3,Matches
Ji Dong-won,kr KOR,"FW,MF",Augsburg,26,1991,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Anastasios Donis,gr GRE,"MF,FW",Stuttgart,20,1996,10.5,2,38,15,39.5,3.60,1.42,0.05,0.13,20.8,3,0,0,4.4,4.4,0.12,-2.4,-2.4,Matches
Niklas Dorsch,de GER,MF,Bayern Munich,19,1998,1.0,1,1,1,100.0,1.00,1.00,1.00,1.00,9.9,0,0,0,0.4,0.4,0.42,+0.6,+0.6,Matches
Mohamed Dräger,tn TUN,"MF,FW",Freiburg,21,1996,0.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Aleksandar Dragović,at AUT,DF,Leverkusen,26,1991,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Josip Drmić,ch SUI,"FW,MF",M'Gladbach,24,1992,5.2,4,17,5,29.4,3.28,0.96,0.24,0.80,13.2,0,0,0,2.5,2.5,0.15,+1.5,+1.5,Matches
Rick van Drongelen,nl NED,DF,Hamburger SV,18,1998,16.0,0,5,1,20.0,0.31,0.06,0.00,0.00,9.8,0,0,0,0.6,0.6,0.11,-0.6,-0.6,Matches
Ondrej Duda,sk SVK,MF,Hertha BSC,22,1994,8.3,1,8,3,37.5,0.97,0.36,0.13,0.33,19.1,0,0,0,1.1,1.1,0.13,-0.1,-0.1,Matches
Mandela Egbo,eng ENG,"DF,MF",M'Gladbach,19,1997,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Johannes Eggestein,de GER,"FW,DF",Werder Bremen,19,1998,1.1,0,2,1,50.0,1.82,0.91,0.00,0.00,9.2,0,0,0,0.2,0.2,0.11,-0.2,-0.2,Matches
Maximilian Eggestein,de GER,MF,Werder Bremen,20,1996,29.9,2,43,14,32.6,1.44,0.47,0.05,0.14,17.5,0,0,0,4.9,4.9,0.11,-2.9,-2.9,Matches
Albin Ekdal,se SWE,MF,Hamburger SV,28,1989,12.3,0,8,1,12.5,0.65,0.08,0.00,0.00,15.1,0,0,0,0.5,0.5,0.06,-0.5,-0.5,Matches
Josip Elez,hr CRO,DF,Hannover 96,23,1994,8.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Nico Elvedi,ch SUI,DF,M'Gladbach,20,1996,32.4,2,15,7,46.7,0.46,0.22,0.13,0.29,11.2,0,0,0,1.6,1.6,0.10,+0.4,+0.4,Matches
Breel Embolo,ch SUI,"FW,MF",Schalke 04,20,1997,10.2,3,18,10,55.6,1.76,0.98,0.17,0.30,14.7,0,0,0,4.1,4.1,0.23,-1.1,-1.1,Matches
Michael Esser,de GER,GK,Hannover 96,29,1987,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Alexander Esswein,de GER,"FW,MF",Hertha BSC,27,1990,6.9,2,9,6,66.7,1.31,0.88,0.22,0.33,17.7,0,0,0,0.9,0.9,0.09,+1.1,+1.1,Matches
Franck Evina,cm CMR,FW,Bayern Munich,17,2000,1.2,0,3,0,0.0,2.45,0.00,0.00,,15.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Marco Fabián,mx MEX,"MF,FW",Eint Frankfurt,28,1989,4.7,1,17,4,23.5,3.63,0.85,0.06,0.25,23.0,0,0,0,1.2,1.2,0.07,-0.2,-0.2,Matches
Ralf Fährmann,de GER,GK,Schalke 04,28,1988,33.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Simon Falette,gn GUI,DF,Eint Frankfurt,25,1992,24.6,1,16,2,12.5,0.65,0.08,0.06,0.50,13.6,0,0,0,1.6,1.6,0.10,-0.6,-0.6,Matches
Felipe,br BRA,DF,Hannover 96,30,1987,5.1,0,1,0,0.0,0.20,0.00,0.00,,9.3,0,0,0,0.1,0.1,0.08,-0.1,-0.1,Matches
Ohis Felix Uduokhai,de GER,DF,Wolfsburg,19,1997,17.3,1,4,1,25.0,0.23,0.06,0.25,1.00,16.3,0,0,0,0.2,0.2,0.05,+0.8,+0.8,Matches
Gelson Fernandes,ch SUI,MF,Eint Frankfurt,30,1986,11.5,0,1,1,100.0,0.09,0.09,0.00,0.00,21.0,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
Alfreð Finnbogason,is ISL,FW,Augsburg,28,1989,20.2,12,48,22,45.8,2.38,1.09,0.19,0.41,14.9,0,3,3,10.7,8.4,0.18,+1.3,+0.6,Matches
Viktor Fischer,dk DEN,"FW,MF",Mainz 05,23,1994,3.7,0,7,2,28.6,1.87,0.54,0.00,0.00,17.9,0,0,0,0.6,0.6,0.09,-0.6,-0.6,Matches
Emil Forsberg,se SWE,MF,RB Leipzig,25,1991,15.2,2,34,8,23.5,2.23,0.53,0.03,0.13,22.1,7,1,1,3.3,2.5,0.07,-1.3,-1.5,Matches
Iver Fossum,no NOR,MF,Hannover 96,21,1996,14.5,1,22,2,9.1,1.52,0.14,0.05,0.50,23.9,1,0,0,1.1,1.1,0.05,-0.1,-0.1,Matches
Raphael Framberger,de GER,DF,Augsburg,21,1995,7.7,0,1,1,100.0,0.13,0.13,0.00,0.00,20.9,0,0,0,0.0,0.0,0.05,0.0,0.0,Matches
Mike Frantz,de GER,MF,Freiburg,30,1986,11.6,0,11,5,45.5,0.95,0.43,0.00,0.00,19.4,0,0,0,0.9,0.9,0.08,-0.9,-0.9,Matches
Fabian Frei,ch SUI,MF,Mainz 05,28,1989,8.9,1,9,4,44.4,1.01,0.45,0.11,0.25,22.1,0,0,0,0.6,0.6,0.06,+0.4,+0.4,Matches
Marco Friedl,at AUT,"DF,MF",Werder Bremen,19,1998,6.7,0,5,1,20.0,0.75,0.15,0.00,0.00,24.6,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
Marco Friedl,at AUT,MF,Bayern Munich,19,1998,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Chris Führich,de GER,MF,Köln,19,1998,1.1,0,1,0,0.0,0.95,0.00,0.00,,24.9,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
Niclas Füllkrug,de GER,FW,Hannover 96,24,1993,26.5,14,83,29,34.9,3.13,1.09,0.13,0.38,16.3,1,3,4,11.9,8.7,0.10,+2.1,+2.3,Matches
Mijat Gaćinović,rs SRB,"MF,FW",Eint Frankfurt,22,1995,20.2,1,37,17,45.9,1.83,0.84,0.03,0.06,19.5,0,0,0,3.0,3.0,0.08,-2.0,-2.0,Matches
Ulisses Garcia,ch SUI,FW,Werder Bremen,21,1996,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Jean-Philippe Gbamin,ci CIV,"MF,DF",Mainz 05,21,1995,28.8,1,27,12,44.4,0.94,0.42,0.04,0.08,32.6,7,0,0,1.2,1.2,0.05,-0.2,-0.2,Matches
Theodor Gebre Selassie,cz CZE,"DF,FW",Werder Bremen,30,1986,31.4,3,17,9,52.9,0.54,0.29,0.18,0.33,11.3,0,0,0,2.1,2.1,0.12,+0.9,+0.9,Matches
Dennis Geiger,de GER,MF,Hoffenheim,19,1998,17.6,2,21,4,19.0,1.19,0.23,0.10,0.50,21.7,0,0,0,1.9,1.9,0.09,+0.1,+0.1,Matches
