age,games,minutes,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,xg_assist,npxg_xg_assist,progressive_carries,progressive_passes,progressive_passes_received,shots,shots_on_target,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_free_kicks,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,pass_xa,xg_assist_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,sca,sca_passes_live,sca_passes_dead,sca_take_ons,sca_shots,sca_fouled,sca_defense,gca,gca_passes_live,gca_passes_dead,gca_take_ons,gca_shots,gca_fouled,gca_defense,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_tackled,carries,carries_distance,carries_progressive_distance,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,season,ID,Points,Position,xG,xA,key_passes,npxG,xGChain,xGBuildup
25,26,1445,0,3,3,0,0,0,5,1,1.7,3.4,31.0,93.0,47.0,28,10,0.0,0.0,22.5,0.0,0.06,-1.7,-1.7,636.0,797.0,9973.0,2863.0,338.0,385.0,87.8,227.0,270.0,84.1,43.0,78.0,55.1,1.3,1.3,19.0,75.0,13.0,2.0,50.0,37.0,1.0,3.0,5.0,3.0,1.0,7.0,5.0,0.0,1.0,1.0,0.0,0.0,44.0,35,15.0,25.0,4.0,18.0,53.0,35.0,31.0,11.0,20.0,30,74.0,16.0,0.0,1003.0,29.0,177.0,609.0,227.0,29.0,1003.0,25.0,19.0,6.0,465.0,2415.0,1236.0,26.0,6.0,17.0,12.0,645.0,2019,60,1589.0,3,1.4755617212504148,1.3548088818788528,18,1.4755617212504148,6.577972071245313,4.65118823479861
27,22,1614,0,3,3,0,0,0,10,2,1.2,2.6,15.0,100.0,30.0,18,2,0.0,0.0,20.6,0.0,0.07,-1.3,-1.3,621.0,840.0,9904.0,3316.0,318.0,389.0,81.7,239.0,315.0,75.9,45.0,79.0,57.0,1.2,1.8,10.0,65.0,14.0,1.0,46.0,36.0,1.0,1.0,4.0,2.0,2.0,10.0,8.0,0.0,0.0,1.0,1.0,0.0,40.0,20,18.0,19.0,3.0,16.0,42.0,26.0,21.0,2.0,19.0,35,75.0,22.0,0.0,1027.0,38.0,236.0,640.0,164.0,19.0,1027.0,15.0,9.0,6.0,480.0,1722.0,847.0,13.0,1.0,16.0,13.0,596.0,2021,60,1306.0,3,1.6439665853977203,1.218794910237193,9,1.6439665853977203,5.82495457585901,4.644774317741394
28,30,2292,3,0,3,3,0,0,11,0,1.0,3.3,17.0,144.0,39.0,39,8,0.08,0.38,20.5,0.0,0.06,0.7,0.7,865.0,1183.0,14381.0,4919.0,413.0,494.0,83.6,361.0,467.0,77.3,64.0,141.0,45.4,1.5,-1.0,16.0,111.0,16.0,0.0,54.0,42.0,0.0,2.0,6.0,4.0,0.0,4.0,2.0,0.0,0.0,1.0,1.0,0.0,59.0,33,23.0,31.0,5.0,29.0,61.0,32.0,46.0,9.0,37.0,34,93.0,26.0,1.0,1447.0,57.0,344.0,867.0,250.0,32.0,1447.0,22.0,10.0,10.0,680.0,2806.0,1114.0,15.0,3.0,19.0,8.0,779.0,2022,60,2067.0,3,2.4828245490789413,1.029463890939951,16,2.4828245490789413,7.438419679179788,4.5542544750496745
25,28,2434,0,1,1,0,0,0,2,0,0.2,0.5,27.0,100.0,6.0,4,2,0.0,0.0,17.9,0.0,0.06,-0.2,-0.2,1112.0,1352.0,23545.0,8313.0,340.0,383.0,88.8,586.0,637.0,92.0,179.0,299.0,59.9,0.8,0.8,4.0,97.0,7.0,4.0,24.0,23.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,47.0,30,40.0,6.0,1.0,17.0,43.0,26.0,38.0,25.0,13.0,41,88.0,131.0,1.0,1655.0,219.0,881.0,732.0,59.0,3.0,1655.0,21.0,18.0,3.0,983.0,5508.0,3317.0,21.0,2.0,11.0,9.0,1036.0,2019,1249,2447.0,2,0.1719475965946912,0.2299346011132002,4,0.1719475965946912,5.120228154584765,4.976120060309768
26,21,1369,0,0,0,0,0,0,3,0,0.3,0.5,11.0,78.0,4.0,3,1,0.0,0.0,19.0,0.0,0.05,-0.2,-0.2,833.0,968.0,18104.0,6016.0,233.0,245.0,95.1,448.0,485.0,92.4,148.0,216.0,68.5,0.3,-0.3,3.0,61.0,3.0,1.0,11.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,11,19.0,3.0,0.0,10.0,19.0,9.0,10.0,8.0,2.0,35,57.0,49.0,0.0,1108.0,98.0,524.0,566.0,25.0,5.0,1108.0,6.0,4.0,2.0,727.0,3644.0,2021.0,8.0,1.0,9.0,4.0,785.0,2020,1249,1132.0,2,0.0885163005441427,0.3227322064340114,3,0.0885163005441427,2.394564250484109,2.336523735895753
28,11,795,0,0,0,0,0,0,1,0,0.2,0.5,3.0,21.0,2.0,4,1,0.0,0.0,17.4,0.0,0.08,-0.3,-0.3,269.0,326.0,5201.0,1712.0,98.0,108.0,90.7,139.0,158.0,88.0,30.0,53.0,56.6,0.7,-0.2,3.0,16.0,8.0,2.0,8.0,7.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,9,5.0,7.0,1.0,6.0,17.0,11.0,11.0,7.0,4.0,12,25.0,34.0,0.0,404.0,51.0,192.0,191.0,24.0,4.0,404.0,4.0,4.0,0.0,193.0,900.0,387.0,5.0,0.0,0.0,4.0,192.0,2022,1249,629.0,2,0.2686733826994896,0.1345563344657421,3,0.2686733826994896,1.293295670300722,1.032269571442157
17,1,11,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2022,4296,-15.0,3,0.0,0.0,0,0.0,0.0,0.0
23,24,1484,1,0,1,1,0,0,7,1,0.3,1.2,12.0,61.0,29.0,23,2,0.04,0.5,26.1,0.0,0.04,0.2,0.2,599.0,700.0,10349.0,3284.0,265.0,296.0,89.5,244.0,275.0,88.7,61.0,86.0,70.9,0.7,-0.3,8.0,55.0,6.0,2.0,32.0,26.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,33.0,20,12.0,15.0,6.0,15.0,33.0,18.0,17.0,9.0,8.0,32,65.0,47.0,1.0,915.0,64.0,248.0,538.0,140.0,6.0,915.0,21.0,14.0,7.0,517.0,2862.0,1219.0,8.0,1.0,31.0,22.0,568.0,2019,2643,1261.0,2,0.7346489885821939,0.3944765971973538,8,0.7346489885821939,2.77883779257536,1.9445847179740667
24,14,841,0,1,1,0,0,0,1,0,1.3,1.8,6.0,23.0,19.0,12,4,0.0,0.0,23.2,0.0,0.04,-0.5,-0.5,266.0,362.0,4828.0,1822.0,126.0,154.0,81.8,106.0,129.0,82.2,30.0,62.0,48.4,1.2,-0.3,12.0,21.0,6.0,2.0,20.0,14.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,4,4.0,4.0,0.0,4.0,7.0,3.0,12.0,4.0,8.0,29,37.0,25.0,0.0,462.0,34.0,126.0,241.0,98.0,5.0,462.0,5.0,3.0,2.0,244.0,1074.0,450.0,6.0,0.0,12.0,14.0,266.0,2020,2643,736.0,2,0.4418285666033625,1.2974782204255462,11,0.4418285666033625,2.5280385622754693,1.60669781640172
25,7,283,0,0,0,0,0,0,0,0,0.2,0.3,6.0,12.0,21.0,4,2,0.0,0.0,41.8,0.0,0.02,-0.1,-0.1,95.0,128.0,1516.0,499.0,56.0,62.0,90.3,27.0,36.0,75.0,9.0,22.0,40.9,0.3,-0.2,6.0,10.0,8.0,4.0,10.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,1.0,1.0,0.0,1.0,4.0,3.0,2.0,2.0,0.0,2,4.0,6.0,0.0,157.0,11.0,29.0,69.0,61.0,6.0,157.0,4.0,3.0,1.0,99.0,426.0,208.0,5.0,2.0,5.0,6.0,101.0,2021,2643,204.0,2,0.0666656009852886,0.1935556083917617,6,0.0666656009852886,0.2284965962171554,0.0416322983801364
26,32,2437,0,3,3,0,0,0,4,0,1.3,1.9,15.0,67.0,23.0,15,3,0.0,0.0,25.0,4.0,0.04,-0.7,-0.7,832.0,1190.0,17686.0,6806.0,286.0,323.0,88.5,372.0,456.0,81.6,157.0,352.0,44.6,2.0,1.7,15.0,67.0,14.0,5.0,36.0,18.0,13.0,2.0,2.0,1.0,0.0,5.0,1.0,3.0,0.0,1.0,0.0,0.0,35.0,25,26.0,5.0,4.0,18.0,34.0,16.0,37.0,16.0,21.0,54,89.0,87.0,2.0,1485.0,158.0,671.0,666.0,166.0,6.0,1485.0,25.0,17.0,4.0,768.0,3634.0,1792.0,12.0,3.0,15.0,14.0,739.0,2022,2643,2167.0,2,0.5788446050137281,1.2931853868067265,16,0.5788446050137281,3.5146729424595837,2.8318070778623223
23,32,2542,0,0,0,0,0,0,5,0,1.1,2.2,21.0,93.0,54.0,34,6,0.0,0.0,23.2,0.0,0.03,-1.1,-1.1,520.0,799.0,8734.0,2991.0,238.0,307.0,77.5,215.0,295.0,72.9,43.0,124.0,34.7,1.0,-1.1,20.0,70.0,7.0,1.0,48.0,33.0,5.0,1.0,2.0,7.0,0.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,41.0,20,17.0,19.0,5.0,19.0,40.0,21.0,41.0,6.0,35.0,27,68.0,15.0,0.0,1087.0,36.0,217.0,590.0,293.0,26.0,1087.0,36.0,17.0,19.0,541.0,2465.0,1108.0,22.0,3.0,61.0,31.0,585.0,2021,2091,1385.0,3,1.157055011019111,1.318246863782406,20,1.157055011019111,4.926123723387718,3.237289312295616
24,31,2524,0,0,0,0,0,0,6,0,0.8,1.1,14.0,89.0,20.0,16,5,0.0,0.0,27.0,0.0,0.02,-0.3,-0.3,622.0,911.0,11034.0,3474.0,253.0,328.0,77.1,296.0,386.0,76.7,56.0,130.0,43.1,0.9,-0.8,12.0,67.0,10.0,1.0,39.0,31.0,1.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,30,18.0,24.0,9.0,29.0,59.0,30.0,40.0,13.0,27.0,17,68.0,40.0,0.0,1177.0,83.0,370.0,630.0,194.0,8.0,1177.0,19.0,6.0,9.0,525.0,2654.0,1450.0,15.0,0.0,35.0,13.0,584.0,2022,2091,1138.0,3,0.3342985529452562,1.2082694992423058,13,0.3342985529452562,3.8194191930815578,2.499745972454548
19,6,53,0,1,1,0,0,0,0,0,0.1,0.1,3.0,4.0,2.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,31.0,330.0,87.0,13.0,15.0,86.7,8.0,10.0,80.0,1.0,1.0,100.0,0.2,0.9,1.0,1.0,2.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,3.0,1.0,0.0,44.0,1.0,5.0,24.0,15.0,0.0,44.0,2.0,1.0,1.0,27.0,150.0,82.0,0.0,0.0,5.0,3.0,29.0,2021,3130,40.0,3,0.0,0.2923099994659424,1,0.0,0.4051465019583702,0.1128365024924278
20,23,890,0,1,1,0,0,0,3,0,1.6,2.8,23.0,29.0,58.0,17,7,0.0,0.0,18.0,1.0,0.07,-1.2,-1.2,311.0,396.0,4366.0,1069.0,176.0,207.0,85.0,107.0,122.0,87.7,13.0,28.0,46.4,2.2,-0.6,12.0,22.0,12.0,4.0,34.0,21.0,2.0,4.0,2.0,3.0,2.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,23.0,16,9.0,10.0,4.0,12.0,19.0,7.0,20.0,3.0,17.0,12,35.0,7.0,0.0,545.0,15.0,94.0,264.0,196.0,35.0,545.0,46.0,21.0,19.0,285.0,1785.0,729.0,14.0,7.0,18.0,13.0,354.0,2022,3130,704.0,3,1.5908633694052696,1.8406341979280116,13,1.5908633694052696,3.9699579533189535,2.320619506761432
18,8,108,1,0,1,1,0,0,0,1,0.2,0.7,2.0,4.0,5.0,3,2,0.33,0.5,12.9,0.0,0.17,0.5,0.5,18.0,23.0,191.0,97.0,12.0,15.0,80.0,3.0,3.0,100.0,0.0,0.0,0.0,0.1,-0.2,3.0,2.0,2.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,4.0,2,3.0,1.0,0.0,52.0,1.0,13.0,16.0,23.0,8.0,52.0,6.0,1.0,5.0,25.0,119.0,25.0,0.0,2.0,9.0,3.0,31.0,2020,2939,-29.0,4,0.6313093286007643,0.1406974978744983,3,0.6313093286007643,0.8470008336007595,0.1066671982407569
20,17,231,0,0,0,0,0,0,0,0,0.6,1.0,5.0,6.0,24.0,6,0,0.0,0.0,15.4,0.0,0.07,-0.4,-0.4,50.0,77.0,778.0,134.0,27.0,37.0,73.0,18.0,26.0,69.2,4.0,7.0,57.1,1.2,-0.6,6.0,1.0,2.0,0.0,8.0,5.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,5,2.0,1.0,2.0,2.0,6.0,4.0,2.0,0.0,2.0,0,5.0,2.0,0.0,131.0,2.0,8.0,51.0,75.0,20.0,131.0,14.0,4.0,10.0,79.0,376.0,143.0,6.0,3.0,16.0,4.0,92.0,2022,2939,-58.0,4,0.5172514915466309,0.4940775856375694,6,0.5172514915466309,1.0007512290030718,0.2173261009156704
22,20,1552,0,0,0,0,0,0,7,0,0.0,0.2,0.0,28.0,0.0,5,0,0.0,0.0,15.7,1.0,0.06,-0.2,-0.2,504.0,649.0,10842.0,2666.0,112.0,131.0,85.5,316.0,349.0,90.5,71.0,152.0,46.7,0.1,0.0,0.0,21.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,20,21.0,13.0,1.0,21.0,33.0,12.0,28.0,19.0,9.0,34,69.0,64.0,1.0,838.0,124.0,506.0,325.0,11.0,5.0,838.0,3.0,2.0,1.0,428.0,2036.0,767.0,1.0,0.0,6.0,0.0,452.0,2021,2994,1218.0,2,0.3841405976563692,0.0,0,0.3841405976563692,2.192488973028958,2.192488973028958
23,29,2178,4,0,4,4,0,0,3,0,1.0,3.6,4.0,60.0,5.0,17,10,0.24,0.4,14.0,1.0,0.15,1.4,1.4,662.0,821.0,12688.0,4290.0,223.0,259.0,86.1,367.0,407.0,90.2,62.0,127.0,48.8,1.0,-1.0,10.0,41.0,2.0,0.0,18.0,15.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,31,28.0,21.0,1.0,30.0,51.0,21.0,30.0,14.0,16.0,27,77.0,79.0,0.0,1078.0,127.0,558.0,464.0,61.0,28.0,1078.0,5.0,2.0,3.0,522.0,2209.0,911.0,1.0,0.0,10.0,3.0,541.0,2022,2994,1763.0,2,2.7671921802684665,0.7689862418919802,9,2.7671921802684665,3.4918717006221414,2.5324914064258337
31,22,820,3,0,3,3,0,0,2,0,1.5,6.1,9.0,19.0,63.0,20,13,0.15,0.23,11.4,0.0,0.23,-1.7,-1.7,174.0,222.0,2033.0,332.0,118.0,134.0,88.1,37.0,48.0,77.1,4.0,6.0,66.7,0.9,-1.5,13.0,7.0,7.0,0.0,23.0,18.0,0.0,2.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,8.0,2,0.0,5.0,3.0,1.0,4.0,3.0,6.0,0.0,6.0,2,10.0,7.0,0.0,313.0,7.0,24.0,115.0,177.0,44.0,313.0,19.0,15.0,4.0,193.0,864.0,339.0,10.0,7.0,26.0,17.0,249.0,2020,336,1111.0,4,4.213334150612354,1.3107478013262153,12,4.213334150612354,6.452552545815706,1.0414462089538574
32,20,377,4,2,6,4,0,0,0,0,1.0,3.3,7.0,15.0,36.0,15,8,0.27,0.5,11.8,0.0,0.18,1.7,1.7,102.0,139.0,1337.0,378.0,59.0,73.0,80.8,31.0,40.0,77.5,4.0,6.0,66.7,0.8,1.0,6.0,7.0,4.0,0.0,13.0,9.0,0.0,1.0,3.0,0.0,0.0,4.0,2.0,0.0,0.0,2.0,0.0,0.0,10.0,9,3.0,6.0,1.0,3.0,10.0,7.0,1.0,0.0,1.0,5,15.0,2.0,0.0,202.0,3.0,22.0,83.0,99.0,32.0,202.0,19.0,14.0,5.0,119.0,615.0,196.0,3.0,3.0,15.0,6.0,143.0,2021,336,928.0,4,4.470761878415942,1.1456513106822968,6,4.470761878415942,5.653311969712377,1.6805038079619408
33,19,1112,10,2,12,10,0,1,0,0,1.9,7.3,11.0,43.0,77.0,30,15,0.33,0.67,12.6,0.0,0.18,3.9,4.7,223.0,290.0,2934.0,827.0,137.0,167.0,82.0,55.0,66.0,83.3,10.0,16.0,62.5,2.1,0.1,16.0,23.0,12.0,1.0,42.0,33.0,0.0,4.0,4.0,0.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,10.0,7,2.0,6.0,2.0,1.0,2.0,1.0,8.0,0.0,8.0,0,10.0,5.0,0.0,407.0,6.0,19.0,175.0,214.0,68.0,406.0,29.0,20.0,6.0,252.0,960.0,247.0,5.0,7.0,32.0,16.0,317.0,2022,336,2052.0,4,8.34479707479477,2.4134399238973856,16,7.587020091712475,15.240264654159546,5.789523597806692
22,30,1498,5,6,11,5,0,0,7,0,4.3,9.3,16.0,39.0,88.0,42,19,0.12,0.26,14.3,0.0,0.12,0.1,0.1,133.0,258.0,1991.0,725.0,67.0,110.0,60.9,51.0,93.0,54.8,6.0,15.0,40.0,1.1,1.7,16.0,14.0,11.0,2.0,34.0,20.0,0.0,4.0,4.0,6.0,0.0,9.0,5.0,0.0,1.0,2.0,1.0,0.0,15.0,9,4.0,6.0,5.0,2.0,16.0,14.0,29.0,5.0,24.0,0,15.0,27.0,0.0,482.0,29.0,60.0,196.0,231.0,58.0,482.0,28.0,14.0,14.0,255.0,1359.0,461.0,7.0,9.0,52.0,30.0,320.0,2020,2854,1720.0,4,5.165380647405982,4.5631964802742,16,5.165380647405982,9.513705303892491,2.169701097533107
23,31,871,2,3,5,2,0,0,4,0,1.6,4.6,16.0,10.0,74.0,25,9,0.08,0.22,12.7,0.0,0.12,-1.0,-1.0,104.0,171.0,1294.0,258.0,63.0,91.0,69.2,27.0,39.0,69.2,3.0,9.0,33.3,1.5,1.4,10.0,2.0,6.0,1.0,22.0,17.0,0.0,0.0,5.0,0.0,0.0,6.0,5.0,0.0,0.0,1.0,0.0,0.0,12.0,6,4.0,4.0,4.0,1.0,10.0,9.0,14.0,1.0,13.0,1,13.0,7.0,0.0,303.0,8.0,35.0,100.0,172.0,56.0,303.0,19.0,10.0,9.0,165.0,806.0,314.0,11.0,8.0,31.0,14.0,195.0,2021,2854,865.0,4,3.747246023267508,1.8191473968327043,10,3.747246023267508,6.193144336342812,1.0300002209842205
24,30,2366,8,4,12,7,1,1,7,1,3.5,10.3,26.0,48.0,120.0,63,23,0.11,0.3,15.2,0.0,0.11,0.5,0.2,268.0,533.0,3692.0,1264.0,150.0,255.0,58.8,83.0,154.0,53.9,10.0,35.0,28.6,3.1,0.5,29.0,29.0,17.0,5.0,57.0,43.0,0.0,4.0,5.0,3.0,2.0,8.0,4.0,0.0,0.0,2.0,1.0,1.0,31.0,14,9.0,12.0,10.0,9.0,22.0,13.0,31.0,4.0,27.0,14,45.0,37.0,0.0,867.0,42.0,122.0,326.0,430.0,122.0,866.0,53.0,19.0,28.0,391.0,1933.0,797.0,22.0,11.0,53.0,32.0,516.0,2022,2854,2123.0,4,8.07651238143444,3.547700279392302,28,7.318736102432013,10.457560524344444,1.3924938049167397
17,3,66,0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,22.0,335.0,140.0,3.0,6.0,50.0,8.0,9.0,88.9,4.0,5.0,80.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2,2.0,4.0,0.0,29.0,6.0,16.0,11.0,2.0,1.0,29.0,0.0,0.0,0.0,9.0,44.0,13.0,0.0,0.0,0.0,0.0,12.0,2022,3063,42.0,2,0.0,0.0,0,0.0,0.1379331983625888,0.1379331983625888
21,15,182,0,1,1,0,0,0,0,0,0.5,0.6,8.0,16.0,24.0,2,0,0.0,0.0,17.0,0.0,0.05,-0.1,-0.1,74.0,101.0,1164.0,410.0,38.0,41.0,92.7,33.0,46.0,71.7,2.0,9.0,22.2,0.3,0.5,3.0,8.0,7.0,3.0,8.0,7.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,5,3.0,4.0,1.0,3.0,9.0,6.0,3.0,0.0,3.0,1,9.0,3.0,0.0,139.0,3.0,23.0,65.0,52.0,5.0,139.0,10.0,2.0,8.0,63.0,413.0,223.0,4.0,4.0,5.0,5.0,71.0,2022,3282,122.0,3,0.0943684019148349,0.4530500024557113,3,0.0943684019148349,1.5022531151771543,0.9548341259360312
20,15,701,1,0,1,1,0,0,0,0,0.5,1.1,7.0,9.0,33.0,4,1,0.25,1.0,19.3,0.0,0.15,0.4,0.4,210.0,299.0,3068.0,1068.0,125.0,150.0,83.3,66.0,101.0,65.3,11.0,24.0,45.8,0.4,-0.5,3.0,10.0,3.0,2.0,8.0,4.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,9,10.0,9.0,1.0,10.0,18.0,8.0,14.0,3.0,11.0,12,32.0,18.0,0.0,409.0,21.0,152.0,180.0,80.0,7.0,409.0,11.0,5.0,6.0,160.0,841.0,345.0,4.0,1.0,21.0,7.0,191.0,2020,2842,503.0,2,0.7193609774112701,0.4314043000340462,3,0.7193609774112701,1.9036422744393349,0.7528759017586708
22,3,49,0,0,0,0,0,0,0,0,0.1,0.1,0.0,2.0,2.0,1,0,0.0,0.0,15.9,0.0,0.04,0.0,0.0,16.0,25.0,299.0,144.0,4.0,5.0,80.0,9.0,10.0,90.0,2.0,6.0,33.3,0.1,-0.1,1.0,1.0,1.0,0.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,1.0,0.0,0.0,33.0,1.0,7.0,13.0,14.0,2.0,33.0,3.0,0.0,2.0,19.0,165.0,24.0,2.0,0.0,1.0,2.0,19.0,2022,2842,-28.0,2,0.0451024994254112,0.0688033029437065,1,0.0451024994254112,0.1139058023691177,0.0688033029437065
20,16,323,0,0,0,0,0,0,2,0,0.0,0.8,11.0,13.0,22.0,9,5,0.0,0.0,21.3,0.0,0.09,-0.8,-0.8,88.0,124.0,1200.0,302.0,55.0,72.0,76.4,26.0,34.0,76.5,2.0,6.0,33.3,0.1,0.0,0.0,6.0,3.0,0.0,12.0,6.0,0.0,1.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1,1.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,2.0,7,10.0,6.0,0.0,180.0,6.0,26.0,92.0,64.0,8.0,180.0,10.0,5.0,5.0,123.0,670.0,340.0,8.0,2.0,15.0,6.0,143.0,2021,3069,160.0,3,0.8295466993004084,0.0,0,0.8295466993004084,1.2781178783625364,0.6180234923958778
21,30,1836,3,5,8,3,0,0,3,0,3.3,6.1,23.0,86.0,54.0,37,9,0.08,0.33,17.1,0.0,0.07,0.3,0.3,534.0,706.0,9025.0,2662.0,249.0,311.0,80.1,218.0,264.0,82.6,50.0,82.0,61.0,1.6,1.7,20.0,70.0,11.0,1.0,50.0,38.0,0.0,3.0,3.0,4.0,2.0,7.0,6.0,0.0,0.0,0.0,1.0,0.0,41.0,24,11.0,23.0,7.0,16.0,34.0,18.0,26.0,10.0,16.0,25,66.0,31.0,0.0,967.0,38.0,183.0,536.0,258.0,40.0,967.0,46.0,26.0,13.0,540.0,2356.0,1235.0,22.0,2.0,41.0,13.0,615.0,2022,3069,2441.0,3,3.1746669095009565,3.009401008486748,20,3.1746669095009565,8.86590768583119,5.571464359760284
22,13,513,0,0,0,0,0,0,0,0,0.3,0.7,6.0,19.0,15.0,6,2,0.0,0.0,24.0,0.0,0.07,-0.4,-0.4,148.0,210.0,2257.0,828.0,81.0,98.0,82.7,45.0,66.0,68.2,12.0,23.0,52.2,0.3,-0.3,4.0,14.0,4.0,0.0,11.0,8.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,2,4.0,6.0,0.0,4.0,7.0,3.0,4.0,0.0,4.0,5,15.0,8.0,0.0,262.0,10.0,58.0,116.0,88.0,9.0,262.0,9.0,4.0,5.0,124.0,686.0,296.0,10.0,2.0,5.0,5.0,128.0,2022,2596,354.0,3,0.3409315627068281,0.2979666888713836,4,0.3409315627068281,2.4122296646237373,1.9029208049178123
23,31,2408,0,3,3,0,0,0,3,0,2.3,3.6,37.0,156.0,32.0,17,1,0.0,0.0,20.4,0.0,0.08,-1.3,-1.3,1561.0,1769.0,29750.0,8306.0,575.0,630.0,91.3,780.0,842.0,92.6,183.0,234.0,78.2,2.7,0.7,18.0,119.0,23.0,4.0,69.0,53.0,1.0,7.0,2.0,4.0,2.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,59.0,29,34.0,24.0,1.0,29.0,61.0,32.0,33.0,6.0,27.0,49,108.0,41.0,1.0,2077.0,116.0,656.0,1238.0,205.0,19.0,2077.0,39.0,27.0,12.0,1194.0,7426.0,3635.0,37.0,2.0,27.0,30.0,1412.0,2019,1703,2410.0,3,1.107721191830933,2.567130151204765,18,1.107721191830933,10.51331859920174,8.10139468125999
