player,nationality,position,team,age,birth_year,minutes_90s,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,matches
Nadiem Amiri,de GER,MF,Leverkusen,23,1996,21.0,1351,19,158,764,443,30,1351,39,21,53.8,18,46.2,777,4342,2040,45,34,8,50,23,1011,82,Matches
Sebastian Andersson,se SWE,FW,Köln,29,1991,12.5,377,13,27,199,155,53,376,6,4,66.7,2,33.3,154,631,267,6,7,5,44,9,271,55,Matches
Robert Andrich,de GER,MF,Union Berlin,25,1994,28.1,1737,62,441,1041,273,21,1737,26,19,73.1,7,26.9,857,4119,1616,25,28,3,35,12,1079,31,Matches
Angeliño,es ESP,"DF,FW",RB Leipzig,23,1997,24.0,1723,35,339,743,649,79,1723,32,16,50.0,16,50.0,848,4039,2112,47,36,14,26,13,1072,242,Matches
Waldemar Anton,de GER,DF,Stuttgart,24,1996,30.1,2415,359,1273,1068,84,28,2415,17,13,76.5,4,23.5,1480,8920,4907,24,16,5,24,25,1663,12,Matches
Charles Aránguiz,cl CHI,MF,Leverkusen,31,1989,18.5,1357,49,312,887,162,12,1357,15,9,60.0,6,40.0,707,2687,1191,11,14,2,20,9,917,18,Matches
Santiago Arias,co COL,DF,Leverkusen,28,1992,1.0,68,3,21,34,14,2,68,0,0,,0,,22,126,63,2,1,0,1,0,38,4,Matches
Maximilian Arnold,de GER,MF,Wolfsburg,26,1994,28.7,1964,85,368,1188,432,11,1964,19,17,89.5,2,10.5,939,4472,2243,30,37,2,29,22,1097,33,Matches
Toluwalase Arokodare,ng NGA,"FW,MF",Köln,19,2000,1.2,54,0,2,24,29,11,54,0,0,,0,,28,102,19,1,1,1,6,2,43,11,Matches
Santiago Ascacíbar,ar ARG,MF,Hertha BSC,23,1997,8.5,484,22,149,274,65,10,484,6,2,33.3,4,66.7,216,904,421,7,4,1,19,3,250,8,Matches
Ludwig Augustinsson,se SWE,"DF,FW",Werder Bremen,26,1994,21.7,1375,79,409,540,436,29,1375,10,6,60.0,4,40.0,571,2745,1609,38,27,6,17,5,679,108,Matches
Taiwo Awoniyi,ng NGA,FW,Union Berlin,22,1997,15.1,485,3,26,268,203,66,485,29,13,44.8,16,55.2,294,1358,495,19,23,10,75,29,389,108,Matches
Mehmet Aydin,de GER,DF,Schalke 04,18,2002,5.6,278,16,112,125,42,4,278,6,2,33.3,4,66.7,105,455,217,6,2,0,12,4,122,10,Matches
Leon Bailey,jm JAM,"FW,MF",Leverkusen,22,1997,23.8,1238,7,91,473,702,108,1238,136,74,54.4,62,45.6,734,5905,3027,112,68,43,71,30,899,254,Matches
Ridle Baku,de GER,"FW,DF",Wolfsburg,22,1998,29.8,1843,41,358,821,685,75,1843,73,37,50.7,35,47.9,989,5064,2450,69,45,14,61,38,1141,243,Matches
Ridle Baku,de GER,DF,Mainz 05,22,1998,2.0,110,10,45,48,20,2,110,3,2,66.7,1,33.3,43,267,206,7,5,0,3,1,56,7,Matches
Philipp Bargfrede,de GER,MF,Werder Bremen,31,1989,0.3,19,3,8,9,2,0,19,0,0,,0,,12,54,31,1,0,0,0,1,10,1,Matches
Aymen Barkok,ma MAR,"MF,DF",Eint Frankfurt,22,1998,10.9,668,12,73,309,298,28,668,45,23,51.1,22,48.9,357,2108,988,30,22,10,48,21,415,76,Matches
Leandro Barreiro Martins,lu LUX,MF,Mainz 05,20,2000,25.6,1028,78,286,490,256,51,1028,14,5,35.7,9,64.3,351,1311,521,11,14,1,34,11,425,42,Matches
Jacob Barrett Laursen,dk DEN,DF,Arminia,25,1994,12.3,692,59,255,343,102,1,692,9,8,88.9,1,11.1,297,1316,638,13,3,0,13,2,331,20,Matches
Oliver Baumann,de GER,GK,Hoffenheim,30,1990,31.0,1429,1069,1414,15,0,0,1429,0,0,,0,,827,3378,1767,0,0,0,0,0,756,1,Matches
Julian Baumgartlinger,at AUT,MF,Leverkusen,32,1988,11.9,758,18,143,496,123,9,758,6,6,100.0,0,0.0,389,1605,606,3,8,0,7,8,508,8,Matches
Christoph Baumgartner,at AUT,"MF,FW",Hoffenheim,20,1999,26.3,1353,36,203,674,498,95,1353,72,35,48.6,37,51.4,759,4314,2203,68,59,19,91,36,916,133,Matches
Noah Joel Sarenren Bazee,ng NGA,"FW,MF",Augsburg,23,1996,0.4,23,1,4,13,7,1,23,4,1,25.0,3,75.0,11,86,17,1,1,0,3,3,14,4,Matches
Ihlas Bebou,tg TOG,"FW,MF",Hoffenheim,26,1994,24.4,958,25,93,371,519,134,958,76,43,56.6,33,43.4,569,3617,1893,70,34,31,110,56,715,225,Matches
Sheraldo Becker,sr SUR,"FW,MF",Union Berlin,25,1995,12.3,437,9,64,164,224,46,437,29,15,51.7,14,48.3,260,2179,1337,61,30,23,23,11,290,87,Matches
Timo Becker,de GER,DF,Schalke 04,23,1997,18.2,991,93,459,405,140,10,991,29,15,51.7,14,48.3,485,2676,1300,21,20,1,26,14,562,48,Matches
Brian Behrendt,de GER,DF,Arminia,28,1991,0.9,61,2,12,40,9,0,61,0,0,,0,,24,71,36,0,0,0,0,0,32,2,Matches
Maximilian Beier,de GER,"FW,DF",Hoffenheim,17,2002,0.1,2,0,0,1,1,0,2,0,0,,0,,0,0,0,0,0,0,1,0,1,0,Matches
Ishak Belfodil,dz ALG,"FW,MF",Hoffenheim,28,1992,6.6,209,5,13,84,116,35,209,26,14,53.8,12,46.2,125,559,218,9,5,4,23,13,167,54,Matches
Stefan Bell,de GER,DF,Mainz 05,28,1991,14.1,756,99,442,291,27,16,756,0,0,,0,,305,1598,884,1,1,0,5,2,315,3,Matches
Karim Bellarabi,de GER,"FW,MF",Leverkusen,30,1990,8.9,530,5,68,196,275,51,530,43,26,60.5,17,39.5,327,2034,1062,42,27,18,22,17,397,109,Matches
Jude Bellingham,eng ENG,MF,Dortmund,17,2003,18.9,1299,20,195,730,384,52,1299,47,28,59.6,19,40.4,736,3119,1352,28,35,6,44,31,981,80,Matches
Lars Bender,de GER,DF,Leverkusen,31,1989,10.4,837,32,218,476,146,17,836,8,5,62.5,3,37.5,386,1829,835,15,13,0,12,3,508,31,Matches
Sven Bender,de GER,DF,Leverkusen,31,1989,13.0,1140,90,546,575,21,11,1140,4,2,50.0,2,50.0,647,3019,1394,1,1,0,8,3,825,2,Matches
László Bénes,sk SVK,MF,Augsburg,22,1997,7.3,319,9,59,171,95,8,319,5,2,40.0,3,60.0,148,506,218,7,5,2,14,6,191,20,Matches
László Bénes,sk SVK,MF,M'Gladbach,22,1997,1.7,127,4,22,77,28,1,127,0,0,,0,,60,248,101,2,2,0,0,2,77,6,Matches
Ramy Bensebaini,dz ALG,DF,M'Gladbach,25,1995,20.1,1521,97,560,779,202,32,1520,22,13,59.1,9,40.9,780,3405,1829,27,15,5,32,10,866,64,Matches
Nabil Bentaleb,dz ALG,MF,Schalke 04,25,1994,6.1,338,11,88,198,52,3,337,5,4,80.0,1,20.0,163,652,289,6,3,1,9,8,230,5,Matches
Jordan Beyer,de GER,DF,M'Gladbach,20,2000,2.1,117,16,56,60,1,0,117,1,1,100.0,0,0.0,59,324,184,1,1,0,2,0,62,2,Matches
Bartosz Białek,pl POL,"FW,MF",Wolfsburg,18,2001,3.0,125,4,18,58,52,22,125,5,1,20.0,4,80.0,74,268,68,3,3,4,19,2,79,15,Matches
Ermin Bičakčić,ba BIH,DF,Hoffenheim,30,1990,1.4,78,12,43,29,6,2,78,0,0,,0,,40,213,125,0,1,0,0,0,53,0,Matches
Leonardo Bittencourt,de GER,"MF,FW",Werder Bremen,26,1993,16.8,905,15,140,475,308,43,904,29,14,48.3,15,51.7,501,2716,1274,40,29,6,59,11,592,106,Matches
Jérôme Boateng,de GER,DF,Bayern Munich,31,1988,26.3,2220,158,789,1365,81,13,2220,6,5,83.3,1,16.7,1445,7270,4053,8,18,1,5,1,1635,7,Matches
Jean-Paul Boëtius,nl NED,"MF,FW",Mainz 05,26,1994,22.9,1076,12,166,577,346,45,1076,41,26,63.4,15,36.6,587,2895,1421,33,28,5,49,27,692,96,Matches
Melayro Bogarde,nl NED,"DF,MF",Hoffenheim,18,2002,3.1,202,1,50,112,41,3,202,9,7,77.8,2,22.2,132,644,307,5,1,0,7,5,133,9,Matches
Elias Bördner,de GER,GK,Eint Frankfurt,18,2002,1.0,47,41,47,0,0,0,47,0,0,,0,,26,174,62,0,0,0,0,0,19,0,Matches
Dennis Borkowski,de GER,"MF,FW",RB Leipzig,18,2002,0.1,9,0,0,4,5,0,9,0,0,,0,,7,35,9,0,0,0,2,0,7,4,Matches
Sebastiaan Bornauw,be BEL,DF,Köln,21,1999,23.1,1164,181,717,412,42,27,1164,6,4,66.7,2,33.3,626,2776,1131,4,4,0,7,0,682,4,Matches
Nassim Boujellab,ma MAR,"MF,FW",Schalke 04,21,1999,6.7,277,10,49,142,92,18,277,10,5,50.0,5,50.0,154,821,370,9,9,3,18,13,168,29,Matches
Dedryck Boyata,be BEL,DF,Hertha BSC,29,1990,17.2,1197,143,638,543,24,18,1197,5,5,100.0,0,0.0,824,3801,1932,2,4,1,7,1,855,3,Matches
Can Bozdogan,de GER,"MF,FW",Schalke 04,19,2001,7.2,339,12,66,202,73,11,339,20,6,30.0,14,70.0,192,960,445,9,4,5,29,17,213,18,Matches
Julian Brandt,de GER,"FW,MF",Dortmund,24,1996,16.6,1132,10,123,526,497,59,1132,39,23,59.0,16,41.0,653,3755,1291,39,24,15,42,28,871,142,Matches
Fabian Bredlow,de GER,GK,Stuttgart,25,1995,1.0,43,39,43,0,0,0,43,0,0,,0,,18,61,36,0,0,0,0,0,14,0,Matches
Josip Brekalo,hr CRO,FW,Wolfsburg,22,1998,20.2,1092,4,96,503,508,54,1092,45,29,64.4,16,35.6,687,4340,2030,69,51,20,62,31,788,155,Matches
Joshua Brenet,nl NED,DF,Hoffenheim,26,1994,0.0,2,1,2,2,0,0,2,1,1,100.0,0,0.0,2,51,41,1,0,0,0,0,1,0,Matches
John Brooks,us USA,DF,Wolfsburg,27,1993,30.8,2282,210,1036,1206,53,29,2282,11,6,54.5,5,45.5,1340,7653,4485,28,13,2,11,4,1417,6,Matches
Daniel Brosinski,de GER,"DF,FW",Mainz 05,32,1988,15.9,993,52,273,440,288,7,991,17,7,41.2,10,58.8,382,1931,981,21,16,4,10,8,464,66,Matches
Cédric Brunner,ch SUI,DF,Arminia,26,1994,29.5,1748,125,671,822,267,8,1748,31,23,74.2,8,25.8,803,3362,1482,28,23,1,22,12,835,41,Matches
Jacob Bruun Larsen,dk DEN,"MF,FW",Hoffenheim,21,1998,1.0,30,0,2,16,12,3,30,3,0,0.0,3,100.0,22,164,18,1,1,1,4,2,25,11,Matches
Marius Bülter,de GER,"FW,MF",Union Berlin,27,1993,10.9,454,12,84,192,184,18,454,27,10,37.0,17,63.0,241,1552,686,24,15,5,28,11,277,71,Matches
Jonathan Burkardt,de GER,"FW,MF",Mainz 05,20,2000,15.3,624,22,97,287,254,69,624,46,19,41.3,27,58.7,332,1910,979,39,26,16,47,28,373,97,Matches
Nishan Burkart,ch SUI,MF,Freiburg,20,2000,0.2,9,0,2,5,2,0,9,1,1,100.0,0,0.0,3,6,3,0,0,0,1,0,9,3,Matches
Roman Bürki,ch SUI,GK,Dortmund,29,1990,18.5,670,575,665,4,1,1,670,0,0,,0,,390,1662,913,0,0,0,1,0,370,0,Matches
Kerim Calhanoglu,de GER,DF,Schalke 04,17,2002,3.3,181,13,69,85,29,2,181,12,6,50.0,6,50.0,88,404,179,2,4,0,4,3,88,13,Matches
Daniel Caligiuri,it ITA,"MF,FW",Augsburg,32,1988,29.6,1582,64,351,741,521,43,1579,88,61,69.3,27,30.7,823,4891,2278,64,62,10,79,62,873,136,Matches
Emre Can,de GER,"DF,MF",Dortmund,26,1994,23.7,2038,142,714,1149,199,30,2038,36,30,83.3,6,16.7,1285,7106,4220,53,44,2,20,15,1481,32,Matches
Koen Casteels,be BEL,GK,Wolfsburg,28,1992,32.0,1311,1029,1302,10,0,0,1311,1,1,100.0,0,0.0,783,3840,1992,0,1,1,1,0,715,0,Matches
Gonzalo Castro,de GER,MF,Stuttgart,33,1987,19.2,1074,22,121,537,429,43,1074,34,20,58.8,14,41.2,541,2992,1757,55,41,9,31,17,679,108,Matches
Sava Cestic,rs SRB,DF,Köln,19,2001,10.0,547,75,368,174,7,2,547,2,1,50.0,1,50.0,269,1288,696,3,1,0,6,4,317,0,Matches
Timothy Chandler,us USA,DF,Eint Frankfurt,30,1990,4.8,250,9,42,98,110,16,250,4,3,75.0,1,25.0,140,808,364,14,6,2,5,2,144,45,Matches
Kwon Chang-hoon,kr KOR,"MF,FW",Freiburg,26,1994,2.4,100,3,17,34,51,8,100,9,6,66.7,3,33.3,69,333,107,3,5,1,5,5,78,24,Matches
Tahith Chong,nl NED,"MF,FW",Werder Bremen,20,1999,4.3,203,3,26,93,91,12,203,21,10,47.6,11,52.4,128,729,335,12,5,3,16,9,130,26,Matches
Darko Churlinov,mk MKD,"DF,MF",Stuttgart,20,2000,2.4,133,2,29,56,54,6,133,12,6,50.0,6,50.0,86,675,362,10,7,5,6,6,92,23,Matches
Tim Civeja,al ALB,MF,Augsburg,18,2002,0.4,27,1,10,15,2,0,27,0,0,,0,,10,30,9,0,0,0,1,0,10,0,Matches
Kingsley Coman,fr FRA,"FW,MF",Bayern Munich,24,1996,19.5,1091,7,85,334,681,121,1091,92,56,60.9,36,39.1,764,5409,2789,103,45,43,49,38,891,268,Matches
Jhon Córdoba,co COL,FW,Hertha BSC,27,1993,17.1,486,6,23,227,241,86,486,20,15,75.0,5,25.0,285,1460,512,22,12,10,64,29,381,97,Matches
Sergio Córdova,ve VEN,"FW,MF",Arminia,22,1997,12.1,425,12,44,199,194,34,425,33,12,36.4,21,63.6,245,1263,508,17,12,5,41,22,280,77,Matches
Danny da Costa,de GER,"DF,FW",Mainz 05,27,1993,13.4,653,28,189,268,203,14,653,21,17,81.0,4,19.0,264,1488,752,23,17,6,18,4,287,41,Matches
Danny da Costa,de GER,DF,Eint Frankfurt,27,1993,1.2,68,6,14,24,30,2,68,1,1,100.0,0,0.0,30,191,92,4,2,0,4,0,42,7,Matches
Douglas Costa,br BRA,"FW,MF",Bayern Munich,29,1990,3.6,225,1,15,94,121,22,225,14,9,64.3,5,35.7,133,978,503,15,12,5,10,7,164,40,Matches
Tanguy Coulibaly,fr FRA,"DF,FW",Stuttgart,19,2001,16.7,710,10,97,293,341,65,710,79,50,63.3,29,36.7,420,3127,1512,46,33,22,49,43,456,149,Matches
Mickaël Cuisance,fr FRA,FW,Bayern Munich,20,1999,0.2,12,0,0,8,4,0,12,0,0,,0,,4,24,22,1,0,0,0,2,9,1,Matches
Matheus Cunha,br BRA,"FW,MF",Hertha BSC,21,1999,23.9,1144,11,107,513,558,85,1141,137,82,59.9,55,40.1,661,5134,2629,91,62,46,72,68,709,137,Matches
Rafael Czichos,de GER,DF,Köln,30,1990,25.1,1623,200,920,683,29,15,1623,11,5,45.5,6,54.5,926,4912,2998,21,4,0,5,2,984,6,Matches
Moanes Dabbur,il ISR,"FW,MF",Hoffenheim,28,1992,11.1,485,10,38,236,217,46,484,35,21,60.0,14,40.0,270,1350,602,20,17,5,44,17,349,80,Matches
Finn Dahmen,de GER,GK,Mainz 05,22,1998,3.0,95,87,95,0,0,0,95,0,0,,0,,45,240,148,0,0,0,0,0,32,0,Matches
Mahmoud Dahoud,de GER,MF,Dortmund,24,1996,14.0,1055,24,214,658,202,10,1055,25,22,88.0,3,12.0,630,3567,1506,21,29,4,23,21,761,30,Matches
Leon Dajaku,de GER,FW,Union Berlin,19,2001,0.4,23,0,3,15,6,0,23,2,1,50.0,1,50.0,11,61,5,0,0,0,2,1,15,2,Matches
Tiago Dantas,pt POR,MF,Bayern Munich,19,2000,0.8,35,0,1,18,16,1,35,0,0,,0,,24,77,34,1,1,0,0,0,27,3,Matches
Márton Dárdai,de GER,"DF,MF",Hertha BSC,18,2002,9.1,607,53,270,295,43,2,607,2,0,0.0,2,100.0,382,2279,1516,10,6,0,6,2,407,1,Matches
Vladimír Darida,cz CZE,MF,Hertha BSC,29,1990,21.1,1270,16,182,681,426,36,1270,34,20,58.8,14,41.2,680,3350,1413,35,34,6,42,21,801,105,Matches
Alphonso Davies,ca CAN,DF,Bayern Munich,19,2000,19.6,1736,54,420,877,480,34,1736,96,63,65.6,33,34.4,1027,6227,3498,80,63,14,62,28,1109,131,Matches
Thomas Delaney,dk DEN,MF,Dortmund,28,1991,14.3,976,33,268,583,133,11,976,5,2,40.0,3,60.0,457,1649,637,5,3,1,18,5,654,19,Matches
Kerem Demirbay,de GER,MF,Leverkusen,27,1993,19.4,1440,20,180,827,450,29,1440,41,23,56.1,18,43.9,777,4193,2101,41,43,7,54,29,1031,74,Matches
Ermedin Demirović,ba BIH,FW,Freiburg,22,1998,16.6,482,29,60,196,231,58,482,28,14,50.0,14,50.0,255,1359,461,16,7,9,52,30,320,88,Matches
Emmanuel Dennis,ng NGA,FW,Köln,22,1997,5.3,211,1,18,96,101,21,211,21,11,52.4,10,47.6,122,821,291,11,7,5,28,4,147,44,Matches
Mike van der Hoorn,nl NED,DF,Arminia,27,1992,15.1,972,134,601,357,17,13,972,1,1,100.0,0,0.0,552,2610,1437,4,1,0,3,3,645,3,Matches
Moussa Diaby,fr FRA,"FW,MF",Leverkusen,21,1999,26.5,1218,9,90,540,608,103,1218,117,57,48.7,60,51.3,850,6406,3193,142,75,57,60,40,988,270,Matches
Daniel Didavi,de GER,"MF,FW",Stuttgart,30,1990,10.8,510,7,30,259,224,26,510,14,5,35.7,9,64.3,293,1356,668,21,16,2,16,13,368,83,Matches
Javairô Dilrosun,nl NED,"FW,MF",Hertha BSC,22,1998,5.9,239,2,39,122,83,15,239,18,11,61.1,7,38.9,169,1399,513,16,16,9,14,7,167,40,Matches
Eren Dinkçi,de GER,"MF,FW",Werder Bremen,18,2001,1.2,52,1,13,16,23,8,52,6,1,16.7,5,83.3,25,119,25,2,0,2,9,3,31,5,Matches
Jonas Dirkner,de GER,MF,Hertha BSC,18,2002,0.2,3,1,3,0,0,0,3,0,0,,0,,3,25,16,0,0,0,0,1,1,0,Matches
Ritsu Doan,jp JPN,"MF,FW",Arminia,22,1998,30.8,1287,10,151,557,606,88,1287,123,62,50.4,61,49.6,736,4483,2203,88,48,33,110,51,786,169,Matches
Ji Dong-won,kr KOR,FW,Mainz 05,29,1991,0.7,31,0,4,20,7,2,31,1,1,100.0,0,0.0,12,33,15,1,0,1,0,0,18,4,Matches
Bas Dost,nl NED,FW,Eint Frankfurt,31,1989,9.1,355,10,27,196,133,36,354,1,0,0.0,1,100.0,127,394,114,3,2,1,4,10,296,40,Matches
Aleksandar Dragović,at AUT,DF,Leverkusen,29,1991,12.6,1170,64,341,717,117,6,1170,4,3,75.0,1,25.0,658,2744,1600,15,13,2,3,1,803,16,Matches
Dominick Drexler,de GER,"MF,FW",Köln,30,1990,13.7,691,24,132,314,260,43,691,19,8,42.1,11,57.9,398,2084,956,33,20,8,24,20,470,98,Matches
Ondrej Duda,sk SVK,"FW,MF",Köln,25,1994,28.2,1592,23,165,907,537,40,1588,72,51,70.8,21,29.2,852,4039,1454,32,25,11,88,30,1069,132,Matches
Erik Durm,de GER,DF,Eint Frankfurt,28,1992,16.4,893,43,224,429,252,31,893,21,11,52.4,10,47.6,426,2315,898,25,18,6,27,11,482,90,Matches
Johannes Eggestein,de GER,"FW,MF",Werder Bremen,22,1998,0.4,19,2,5,10,4,1,19,0,0,,0,,6,55,15,1,1,0,0,0,10,2,Matches
Maximilian Eggestein,de GER,MF,Werder Bremen,23,1996,32.7,1677,67,382,984,328,23,1677,20,12,60.0,8,40.0,848,3708,1899,45,43,2,41,22,1020,68,Matches
Lilian Egloff,de GER,MF,Stuttgart,17,2002,0.2,7,0,3,0,4,0,7,0,0,,0,,5,13,4,0,0,0,1,1,6,2,Matches
Kingsley Ehizibue,nl NED,DF,Köln,25,1995,12.6,758,48,250,334,181,13,758,31,19,61.3,12,38.7,328,2060,1026,25,13,0,15,10,349,44,Matches
Nico Elvedi,ch SUI,DF,M'Gladbach,23,1996,28.2,2225,268,1204,997,32,20,2225,6,4,66.7,2,33.3,1372,6674,3421,10,9,0,11,1,1481,3,Matches
Breel Embolo,ch SUI,"FW,MF",M'Gladbach,23,1997,16.0,692,8,43,371,291,83,692,65,40,61.5,25,38.5,396,2186,1007,37,20,28,66,46,543,124,Matches
Keita Endo,jp JPN,"MF,FW",Union Berlin,22,1997,5.1,168,5,31,71,69,16,168,12,5,41.7,7,58.3,91,659,344,16,6,2,8,4,103,33,Matches
Wataru Endo,jp JPN,MF,Stuttgart,27,1993,32.8,2202,116,581,1391,253,22,2202,53,39,73.6,14,26.4,1178,5513,2914,35,31,4,50,53,1483,39,Matches
Patrick Erras,de GER,"FW,MF",Werder Bremen,25,1995,0.3,33,0,7,15,11,0,33,0,0,,0,,18,52,38,0,0,0,0,0,23,7,Matches
Ralf Fährmann,de GER,GK,Schalke 04,31,1988,20.8,898,725,889,11,1,1,898,0,0,,0,,462,2566,1552,0,1,1,0,1,361,0,Matches
Ohis Felix Uduokhai,de GER,DF,Augsburg,22,1997,29.0,1858,279,1029,768,77,29,1858,19,15,78.9,4,21.1,1064,5880,3331,21,9,4,17,10,1103,13,Matches
Edimilson Fernandes,ch SUI,"MF,FW",Mainz 05,24,1996,9.3,462,34,126,241,98,5,462,5,3,60.0,2,40.0,244,1074,450,6,6,0,12,14,266,19,Matches
Alfreð Finnbogason,is ISL,FW,Augsburg,31,1989,6.0,243,6,27,116,104,30,241,5,4,80.0,1,20.0,127,706,287,5,7,3,21,10,175,47,Matches
Mark Flekken,nl NED,GK,Freiburg,27,1993,3.0,135,122,135,0,0,0,135,0,0,,0,,81,360,196,0,0,0,0,0,65,0,Matches
Florian Flick,de GER,MF,Schalke 04,20,2000,4.0,135,13,55,73,8,1,135,3,0,0.0,3,100.0,63,235,88,1,0,0,2,1,59,1,Matches
Emil Forsberg,se SWE,"FW,MF",RB Leipzig,28,1991,17.1,777,2,30,365,387,64,774,33,19,57.6,14,42.4,437,2060,897,36,31,15,38,22,595,112,Matches
Philipp Förster,de GER,MF,Stuttgart,25,1995,16.8,869,10,95,430,360,51,868,29,13,44.8,16,55.2,530,4034,2182,69,60,15,45,15,643,117,Matches
Timothy Fosu-Mensah,nl NED,DF,Leverkusen,22,1998,4.5,394,14,93,233,69,4,394,5,3,60.0,2,40.0,217,847,380,8,1,2,5,3,270,17,Matches
Raphael Framberger,de GER,DF,Augsburg,24,1995,17.1,979,71,393,381,216,9,979,21,9,42.9,12,57.1,396,2688,1506,48,31,5,29,17,429,63,Matches
Marco Friedl,at AUT,DF,Werder Bremen,22,1998,30.9,2040,203,926,1031,101,6,2040,18,12,66.7,6,33.3,1140,5728,3285,25,12,2,16,7,1280,15,Matches
Marvin Friedrich,de GER,DF,Union Berlin,24,1995,34.0,2170,204,1053,984,148,45,2170,15,12,80.0,3,20.0,1272,6637,3890,30,17,1,25,6,1417,13,Matches
Jeremie Frimpong,nl NED,"DF,FW",Leverkusen,19,2000,4.8,351,9,64,159,135,15,351,27,15,55.6,12,44.4,236,1833,961,30,20,6,13,16,260,47,Matches
Niclas Füllkrug,de GER,FW,Werder Bremen,27,1993,9.7,380,17,35,186,160,54,378,16,8,50.0,8,50.0,176,676,302,9,4,3,25,17,298,68,Matches
Mijat Gaćinović,rs SRB,"DF,MF",Hoffenheim,25,1995,9.1,565,18,123,235,211,23,565,13,5,38.5,8,61.5,267,1198,664,16,17,1,13,5,300,46,Matches
Christian Gebauer,at AUT,"MF,FW",Arminia,26,1993,7.6,243,19,62,91,95,18,243,6,2,33.3,4,66.7,125,565,235,8,3,3,13,10,145,41,Matches
Theodor Gebre Selassie,cz CZE,DF,Werder Bremen,33,1986,33.7,1906,127,626,886,404,34,1906,9,2,22.2,7,77.8,805,3312,1527,37,23,2,30,10,983,123,Matches
Emrehan Gedikli,de GER,FW,Leverkusen,17,2003,0.3,6,0,1,1,4,0,6,0,0,,0,,3,39,0,0,1,0,2,0,5,0,Matches
Dennis Geiger,de GER,MF,Hoffenheim,22,1998,7.3,401,6,44,248,113,6,401,5,3,60.0,2,40.0,218,1128,492,10,9,1,9,3,257,18,Matches
Christian Gentner,de GER,MF,Union Berlin,34,1985,11.5,584,23,140,334,120,8,584,14,8,57.1,6,42.9,253,1253,520,8,8,2,15,5,382,24,Matches
Yannick Gerhardt,de GER,"MF,FW",Wolfsburg,26,1994,21.5,1019,39,192,499,337,61,1019,28,14,50.0,14,50.0,526,2803,1324,51,29,11,41,29,612,107,Matches
Hamadi Al Ghaddioui,ma MAR,FW,Stuttgart,29,1990,0.5,23,0,2,9,13,2,23,0,0,,0,,14,51,18,1,1,0,3,0,17,2,Matches
