player,nationality,position,team,age,birth_year,minutes_90s,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,matches
Niko Gießelmann,de GER,DF,Union Berlin,28,1991,4.8,309,15,101,122,90,5,309,2,0,0.0,2,100.0,139,543,261,5,8,0,5,2,166,24,Matches
Rafał Gikiewicz,pl POL,GK,Augsburg,32,1987,34.0,1490,1209,1478,12,0,0,1490,1,1,100.0,0,0.0,853,4534,2899,0,0,0,1,0,634,0,Matches
Daniel Ginczek,de GER,"FW,MF",Wolfsburg,29,1991,2.4,104,2,16,43,45,12,104,5,3,60.0,2,40.0,53,203,43,2,2,3,12,4,70,14,Matches
Matthias Ginter,de GER,DF,M'Gladbach,26,1994,34.0,2702,249,1275,1291,152,40,2702,11,10,90.9,1,9.1,1730,8855,5412,47,31,3,5,4,1909,21,Matches
Robert Glatzel,de GER,FW,Mainz 05,26,1994,4.0,193,2,11,88,97,32,193,15,8,53.3,7,46.7,106,637,218,9,3,5,16,5,147,38,Matches
Serge Gnabry,de GER,"FW,MF",Bayern Munich,25,1995,18.3,1114,8,81,437,609,127,1114,51,24,47.1,27,52.9,646,4512,2397,82,60,35,52,23,812,216,Matches
Akaki Gogia,de GER,"FW,MF",Union Berlin,28,1992,1.6,71,1,6,35,33,6,71,4,2,50.0,2,50.0,50,253,126,5,2,0,1,2,54,17,Matches
Nicolás González,ar ARG,"FW,MF",Stuttgart,22,1998,10.4,391,12,46,161,191,64,387,30,19,63.3,11,36.7,213,1709,893,32,26,16,35,13,286,65,Matches
Leon Goretzka,de GER,MF,Bayern Munich,25,1995,18.9,1284,35,235,745,319,57,1284,18,12,66.7,6,33.3,695,3763,1923,45,26,9,26,7,830,42,Matches
Jeffrey Gouweleeuw,nl NED,DF,Augsburg,29,1991,31.5,1974,268,1049,869,82,15,1974,19,13,68.4,6,31.6,1105,7096,3844,27,26,4,25,3,1128,8,Matches
Demarai Gray,jm JAM,FW,Leverkusen,24,1996,4.9,232,4,16,82,136,32,232,16,9,56.3,7,43.8,155,1313,615,27,11,14,13,11,164,44,Matches
Michael Gregoritsch,at AUT,"FW,MF",Augsburg,26,1994,9.3,373,19,66,203,109,18,373,19,10,52.6,9,47.4,187,903,372,12,10,0,21,14,268,48,Matches
Sebastian Griesbeck,de GER,MF,Union Berlin,29,1990,9.9,316,10,63,189,67,11,316,4,1,25.0,3,75.0,130,515,213,3,4,0,11,7,167,24,Matches
Vincenzo Grifo,it ITA,"MF,FW",Freiburg,27,1993,25.7,1397,18,186,627,603,69,1393,57,31,54.4,26,45.6,815,4630,2181,68,56,22,58,34,954,153,Matches
Lennart Grill,de GER,GK,Leverkusen,21,1999,4.0,172,144,170,2,0,0,172,0,0,,0,,92,401,202,0,0,0,0,0,100,0,Matches
Florian Grillitsch,at AUT,"MF,DF",Hoffenheim,24,1995,20.9,1662,106,511,927,245,23,1662,21,17,81.0,4,19.0,994,5491,2913,29,33,5,19,15,1081,43,Matches
Christian Groß,de GER,"MF,DF",Werder Bremen,31,1989,16.3,1030,78,436,555,51,6,1030,12,10,83.3,2,16.7,615,3161,1615,14,9,1,11,7,635,9,Matches
Ilia Gruev,bg BUL,FW,Werder Bremen,20,2000,0.0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,Matches
Carlos Gruezo,ec ECU,MF,Augsburg,25,1995,23.2,1020,51,308,618,104,1,1020,12,12,100.0,0,0.0,503,1991,739,5,11,0,29,10,531,8,Matches
Mattéo Guendouzi,fr FRA,MF,Hertha BSC,21,1999,20.2,1185,36,208,752,239,28,1185,39,23,59.0,16,41.0,782,4879,2363,40,22,8,29,27,861,61,Matches
Raphaël Guerreiro,pt POR,DF,Dortmund,26,1993,24.6,2384,61,489,1153,754,94,2384,48,32,66.7,16,33.3,1419,6892,4115,86,59,17,40,19,1733,169,Matches
Josuha Guilavogui,fr FRA,"MF,DF",Wolfsburg,29,1990,8.3,541,37,190,296,58,5,541,7,7,100.0,0,0.0,262,930,374,2,6,0,8,2,302,7,Matches
Péter Gulácsi,hu HUN,GK,RB Leipzig,30,1990,33.0,1215,909,1193,22,0,0,1215,0,0,,0,,742,3167,1540,0,0,0,1,0,678,0,Matches
Manuel Gulde,de GER,DF,Freiburg,29,1991,21.7,1210,118,631,537,48,16,1210,5,3,60.0,2,40.0,670,2734,1488,9,5,1,3,2,787,7,Matches
Robert Gumny,pl POL,DF,Augsburg,22,1998,15.3,746,37,235,309,208,13,746,16,7,43.8,9,56.3,328,1727,806,24,12,3,25,17,359,62,Matches
Christian Günter,de GER,"DF,MF",Freiburg,27,1993,34.0,1905,54,433,807,676,52,1905,35,16,45.7,19,54.3,893,4087,2245,67,51,16,37,14,1116,188,Matches
Erling Haaland,no NOR,FW,Dortmund,20,2000,26.7,713,24,37,268,416,173,709,47,30,63.8,16,34.0,349,2120,1105,47,16,30,52,11,516,157,Matches
Janik Haberer,de GER,"MF,FW",Freiburg,26,1994,5.4,281,13,68,139,80,11,281,9,6,66.7,3,33.3,154,681,287,8,12,1,12,3,161,23,Matches
Alexander Hack,de GER,DF,Mainz 05,26,1993,15.2,906,133,511,378,25,15,906,7,7,100.0,0,0.0,422,1993,1233,7,4,0,7,1,421,2,Matches
André Hahn,de GER,"FW,MF",Augsburg,29,1990,22.6,737,30,124,348,279,68,737,40,17,42.5,23,57.5,362,2008,662,22,15,3,48,23,460,82,Matches
Amadou Haidara,ml MLI,"MF,FW",RB Leipzig,22,1998,21.2,1386,25,219,723,459,59,1386,31,20,64.5,11,35.5,744,3550,1925,53,28,12,43,22,914,121,Matches
Marcel Halstenberg,de GER,DF,RB Leipzig,28,1991,18.3,1801,56,448,1096,277,29,1800,17,13,76.5,4,23.5,1100,4978,3004,44,40,2,11,9,1277,59,Matches
Amine Harit,ma MAR,"MF,FW",Schalke 04,23,1997,23.3,1117,12,159,545,447,49,1117,142,90,63.4,52,36.6,782,5435,2762,83,70,18,65,60,856,152,Matches
Marcel Hartel,de GER,MF,Arminia,24,1996,18.7,947,29,189,509,258,19,947,25,17,68.0,8,32.0,467,2233,911,18,13,1,22,16,536,39,Matches
Makoto Hasebe,jp JPN,"DF,MF",Eint Frankfurt,36,1984,25.4,1894,131,644,1151,113,2,1894,8,5,62.5,3,37.5,1106,6232,4060,28,29,2,18,11,1271,13,Matches
Thorgan Hazard,be BEL,"MF,FW",Dortmund,27,1993,7.3,435,8,65,197,178,22,435,12,6,50.0,6,50.0,221,1262,667,20,15,7,10,4,300,56,Matches
Jonas Hector,de GER,"MF,FW",Köln,30,1990,14.3,750,30,165,393,202,33,750,9,6,66.7,3,33.3,351,1455,595,8,7,2,26,11,459,57,Matches
Hwang Hee-chan,kr KOR,"FW,MF",RB Leipzig,24,1996,5.1,179,2,16,69,96,27,179,11,8,72.7,3,27.3,101,679,283,14,8,7,11,12,136,40,Matches
Dominique Heintz,de GER,DF,Freiburg,26,1993,15.2,1108,98,524,566,25,5,1108,6,4,66.7,2,33.3,727,3644,2021,11,8,1,9,4,785,4,Matches
Benjamin Henrichs,de GER,"DF,MF",RB Leipzig,23,1997,6.0,417,16,97,202,121,11,417,4,1,25.0,3,75.0,207,939,499,12,6,1,9,2,271,32,Matches
Lucas Hernández,fr FRA,DF,Bayern Munich,24,1996,17.7,1507,83,508,733,276,22,1507,31,19,61.3,12,38.7,831,4726,2703,42,27,5,27,9,1013,81,Matches
Patrick Herrmann,de GER,"FW,MF",M'Gladbach,29,1991,9.7,436,11,66,176,204,42,436,16,10,62.5,6,37.5,224,1146,662,23,9,12,15,11,271,80,Matches
Martin Hinteregger,at AUT,DF,Eint Frankfurt,27,1992,28.1,2252,224,994,1162,114,33,2252,15,5,33.3,10,66.7,1224,6384,3057,23,18,0,23,8,1371,18,Matches
Marwin Hitz,ch SUI,GK,Dortmund,32,1987,15.5,576,498,576,0,0,0,576,0,0,,0,,304,1494,892,0,0,0,0,0,305,0,Matches
Nicolas Höfler,de GER,MF,Freiburg,30,1990,30.3,1686,79,451,1024,230,27,1686,49,34,69.4,15,30.6,893,4515,2235,26,20,3,29,15,985,14,Matches
Jonas Hofmann,de GER,"FW,MF",M'Gladbach,28,1992,20.2,1227,22,201,614,436,69,1224,35,16,45.7,19,54.3,679,3629,1652,46,31,24,32,19,759,106,Matches
Marco Höger,de GER,"DF,MF",Köln,30,1989,0.6,43,0,17,16,10,0,43,2,2,100.0,0,0.0,19,122,81,1,1,0,1,0,19,3,Matches
Lucas Höler,de GER,"FW,MF",Freiburg,26,1994,23.2,973,18,128,430,429,100,973,48,27,56.3,21,43.8,555,3091,1405,57,33,17,87,31,725,148,Matches
Matthew Hoppe,us USA,FW,Schalke 04,19,2001,14.5,378,21,52,191,140,43,378,25,13,52.0,12,48.0,190,1043,388,17,4,10,40,10,258,69,Matches
Jannes Horn,de GER,DF,Köln,23,1997,19.6,1092,74,422,511,175,3,1092,15,8,53.3,7,46.7,545,3471,1934,34,24,0,14,4,612,37,Matches
Timo Horn,de GER,GK,Köln,27,1993,33.4,1423,1221,1416,8,0,0,1423,2,2,100.0,0,0.0,783,3550,2349,0,0,0,1,0,738,0,Matches
Lukáš Hrádecký,fi FIN,GK,Leverkusen,30,1989,28.5,1449,1114,1433,16,0,0,1449,0,0,,0,,859,4270,2383,0,0,0,1,0,896,0,Matches
Ajdin Hrustic,au AUS,"MF,DF",Eint Frankfurt,24,1996,3.0,275,3,25,158,98,7,275,6,4,66.7,2,33.3,170,799,446,9,12,0,9,3,197,9,Matches
Florian Hübner,de GER,DF,Union Berlin,29,1991,5.8,324,39,171,135,19,4,324,1,1,100.0,0,0.0,139,483,274,2,2,0,6,1,165,2,Matches
Mats Hummels,de GER,DF,Dortmund,31,1988,31.3,2993,265,1286,1632,93,45,2993,10,7,70.0,3,30.0,1823,9383,5362,17,18,1,9,2,2093,7,Matches
Klaas-Jan Huntelaar,nl NED,FW,Schalke 04,36,1983,6.5,182,5,10,125,47,16,181,3,1,33.3,2,66.7,94,403,89,1,1,0,11,3,129,21,Matches
Iago,br BRA,DF,Augsburg,23,1997,17.3,1013,68,390,409,221,17,1013,17,8,47.1,9,52.9,511,3096,1571,39,24,4,15,13,545,67,Matches
Vedad Ibišević,ba BIH,FW,Schalke 04,35,1984,1.7,43,1,3,24,16,5,43,0,0,,0,,20,80,19,1,1,0,5,2,37,9,Matches
Blendi Idrizi,xk KVX,MF,Schalke 04,22,1998,2.6,104,3,36,46,25,1,104,6,4,66.7,2,33.3,49,278,125,6,2,0,7,4,51,2,Matches
Stefan Ilsanker,at AUT,"MF,DF",Eint Frankfurt,31,1989,17.5,1075,118,412,581,92,12,1075,12,9,75.0,3,25.0,490,2330,1163,14,10,1,13,4,594,13,Matches
Marcus Ingvartsen,dk DEN,"MF,FW",Union Berlin,24,1996,21.8,915,20,154,468,306,40,914,40,16,40.0,24,60.0,487,2239,915,29,20,3,71,35,616,107,Matches
Ismail Jakobs,sn SEN,"MF,FW",Köln,20,1999,19.2,911,38,228,338,351,49,911,22,9,40.9,13,59.1,449,2288,934,34,20,15,48,9,538,134,Matches
Tony Jantschke,de GER,DF,M'Gladbach,30,1990,3.0,286,11,100,176,10,3,286,0,0,,0,,189,663,331,0,0,0,1,0,218,1,Matches
Rune Jarstein,no NOR,GK,Hertha BSC,35,1984,8.0,311,271,310,1,0,0,311,0,0,,0,,157,925,551,0,0,0,0,0,129,0,Matches
Tin Jedvaj,hr CRO,DF,Leverkusen,24,1995,1.7,160,9,57,91,12,1,160,0,0,,0,,69,248,115,0,0,0,2,1,100,0,Matches
Fredrik Jensen,fi FIN,"FW,MF",Augsburg,22,1997,4.2,150,8,31,58,64,13,150,11,6,54.5,5,45.5,91,396,137,4,7,0,13,10,98,26,Matches
Marco John,de GER,DF,Hoffenheim,18,2002,11.1,683,40,167,290,231,17,683,36,15,41.7,21,58.3,339,1491,724,21,11,7,18,9,378,63,Matches
Luka Jović,rs SRB,FW,Eint Frankfurt,22,1997,9.9,389,7,22,222,150,46,389,26,14,53.8,12,46.2,243,1252,445,15,13,7,27,19,325,62,Matches
Ozan Kabak,tr TUR,DF,Schalke 04,20,2000,13.8,851,115,405,417,40,18,851,28,18,64.3,10,35.7,538,3060,1682,9,10,0,8,9,551,1,Matches
Pavel Kadeřábek,cz CZE,"DF,FW",Hoffenheim,28,1992,17.6,1109,39,242,504,368,36,1109,20,5,25.0,15,75.0,528,2408,1224,38,28,2,13,6,713,149,Matches
Florian Kainz,at AUT,"MF,FW",Köln,27,1992,5.0,245,3,24,133,91,8,245,12,5,41.7,7,58.3,150,839,377,10,7,0,10,6,172,27,Matches
Sasa Kalajdzic,at AUT,FW,Stuttgart,23,1997,23.7,936,24,51,469,423,118,936,31,15,48.4,16,51.6,454,1779,538,18,16,9,79,30,731,166,Matches
Daichi Kamada,jp JPN,MF,Eint Frankfurt,23,1996,26.2,1291,30,134,575,595,82,1291,62,33,53.2,29,46.8,662,3684,1848,63,41,20,60,41,868,210,Matches
Marcin Kamiński,pl POL,DF,Stuttgart,28,1992,2.4,238,13,76,152,13,1,238,0,0,,0,,147,865,545,5,4,0,1,0,173,5,Matches
Kevin Kampl,si SVN,MF,RB Leipzig,29,1990,21.5,1595,34,240,1088,281,6,1595,22,17,77.3,5,22.7,916,4624,1972,25,37,2,29,15,1118,24,Matches
Jimmy Kaparos,de GER,MF,Schalke 04,18,2001,0.2,2,0,1,1,0,0,2,0,0,,0,,2,1,0,0,0,0,0,0,2,0,Matches
Atakan Karazor,de GER,"DF,MF",Stuttgart,23,1996,11.5,856,113,407,414,39,4,856,8,7,87.5,1,12.5,451,1649,766,4,2,0,16,4,524,6,Matches
Loris Karius,de GER,GK,Union Berlin,27,1993,3.2,102,87,102,0,0,0,102,0,0,,0,,50,269,162,0,0,0,0,0,46,0,Matches
Silas Katompa,cd COD,"DF,FW",Stuttgart,21,1998,21.3,783,24,147,294,368,100,780,86,48,55.8,38,44.2,469,4286,1908,74,34,44,68,42,459,165,Matches
Noah Katterbach,de GER,"DF,MF",Köln,19,2001,12.3,783,23,248,345,198,6,783,25,19,76.0,6,24.0,461,2338,1273,27,24,2,19,17,463,47,Matches
Yannik Keitel,de GER,MF,Freiburg,20,2000,5.5,274,19,87,142,47,4,274,6,3,50.0,3,50.0,128,586,241,1,2,0,9,7,147,10,Matches
Marc-Oliver Kempf,de GER,DF,Stuttgart,25,1995,30.3,2225,217,868,1264,119,21,2225,22,18,81.8,4,18.2,1181,6276,3936,51,27,1,17,15,1407,13,Matches
Rani Khedira,de GER,MF,Augsburg,26,1994,20.2,837,64,297,446,96,15,837,2,2,100.0,0,0.0,356,1465,548,9,7,1,16,6,449,15,Matches
Sami Khedira,de GER,MF,Hertha BSC,33,1987,4.4,259,12,92,145,24,4,259,2,2,100.0,0,0.0,129,519,240,3,2,0,5,2,163,7,Matches
Luca Kilian,de GER,DF,Mainz 05,20,1999,4.2,260,26,146,109,5,2,260,0,0,,0,,159,726,384,2,1,0,0,0,164,0,Matches
Joshua Kimmich,de GER,MF,Bayern Munich,25,1995,24.4,2366,76,411,1288,689,26,2366,37,29,78.4,8,21.6,1401,8811,4102,54,53,5,41,20,1645,66,Matches
Davy Klaassen,nl NED,MF,Werder Bremen,27,1993,2.5,87,4,12,46,29,2,87,3,1,33.3,2,66.7,30,105,47,1,1,0,4,3,39,2,Matches
Felix Klaus,de GER,"DF,MF",Wolfsburg,27,1992,1.5,95,6,23,46,28,1,95,1,0,0.0,1,100.0,45,245,114,2,1,1,2,0,52,5,Matches
Klauss,br BRA,"MF,FW",Hoffenheim,23,1997,0.6,27,0,0,9,18,1,27,0,0,,0,,8,31,15,1,1,0,1,3,21,3,Matches
Philipp Klement,de GER,"MF,FW",Stuttgart,27,1992,4.7,416,10,61,236,122,4,416,9,6,66.7,3,33.3,219,1391,636,13,8,0,13,9,275,26,Matches
Mateo Klimowicz,de GER,"MF,FW",Stuttgart,20,2000,13.3,457,1,44,196,221,43,457,38,22,57.9,16,42.1,317,1853,1013,35,24,15,28,30,357,74,Matches
Fabian Klos,de GER,FW,Arminia,32,1987,30.1,1135,35,84,542,516,131,1133,34,8,23.5,26,76.5,551,2371,955,24,22,4,83,29,843,141,Matches
Lukas Klostermann,de GER,DF,RB Leipzig,24,1996,16.1,1322,72,388,781,156,23,1322,11,6,54.5,5,45.5,766,3479,1977,13,18,0,7,4,919,23,Matches
Justin Kluivert,nl NED,"FW,MF",RB Leipzig,21,1999,9.0,350,2,18,119,213,61,350,40,22,55.0,18,45.0,232,1691,816,42,19,25,22,13,280,108,Matches
Lukas Klünter,de GER,DF,Hertha BSC,24,1996,11.0,617,30,255,318,50,3,617,10,7,70.0,3,30.0,341,1837,871,14,8,0,7,2,367,15,Matches
Ansgar Knauff,de GER,"MF,FW",Dortmund,18,2002,0.8,42,1,6,16,21,5,42,9,6,66.7,3,33.3,28,313,191,9,3,2,2,1,31,7,Matches
Robin Knoche,de GER,DF,Union Berlin,28,1992,33.8,2424,247,1306,1079,53,21,2424,12,8,66.7,4,33.3,1365,7297,4005,16,7,0,15,7,1499,2,Matches
Gregor Kobel,ch SUI,GK,Stuttgart,22,1997,33.0,1301,1110,1298,3,0,0,1301,1,1,100.0,0,0.0,710,3637,1941,0,0,0,0,0,600,0,Matches
Dominik Kohr,de GER,MF,Mainz 05,26,1994,14.1,716,36,157,414,146,20,716,8,4,50.0,4,50.0,303,1378,688,17,16,4,23,15,387,25,Matches
Dominik Kohr,de GER,"MF,DF",Eint Frankfurt,26,1994,2.9,223,8,33,126,65,7,223,4,3,75.0,1,25.0,85,406,190,6,3,1,7,0,139,12,Matches
Sead Kolašinac,ba BIH,"DF,MF",Schalke 04,27,1993,15.8,872,49,270,416,192,29,872,24,15,62.5,9,37.5,439,2295,1470,33,19,6,19,8,520,61,Matches
Ibrahima Konaté,fr FRA,DF,RB Leipzig,21,1999,7.7,628,57,268,338,25,9,628,8,8,100.0,0,0.0,419,2365,1373,6,5,0,3,7,472,1,Matches
Filip Kostić,rs SRB,DF,Eint Frankfurt,27,1992,28.2,1931,36,287,793,878,105,1931,60,24,40.0,36,60.0,1001,6485,3297,124,81,33,61,36,1153,288,Matches
Andrej Kramarić,hr CRO,"FW,MF",Hoffenheim,29,1991,26.4,1267,11,94,551,632,133,1262,50,25,50.0,25,50.0,839,4968,2311,88,51,31,57,38,997,235,Matches
Christoph Kramer,de GER,MF,M'Gladbach,29,1991,22.6,1548,75,412,974,177,11,1548,34,23,67.6,11,32.4,779,3530,1791,20,10,3,23,9,997,17,Matches
Max Kruse,de GER,"FW,MF",Union Berlin,32,1988,18.1,890,3,53,492,354,41,884,18,11,61.1,7,38.9,478,2582,1214,38,38,6,35,11,652,116,Matches
Lukas Kübler,de GER,"DF,MF",Freiburg,27,1992,9.8,521,44,195,223,106,5,521,10,7,70.0,3,30.0,219,1051,446,7,10,0,9,4,233,24,Matches
Pierre Kunde,cm CMR,MF,Mainz 05,25,1995,5.7,351,14,66,220,67,1,351,9,5,55.6,4,44.4,188,892,443,6,6,0,9,6,213,7,Matches
Fabian Kunze,de GER,MF,Arminia,22,1998,14.1,732,32,208,430,105,11,732,17,7,41.2,10,58.8,323,1439,767,13,14,3,14,8,390,17,Matches
Ahmed Kutucu,tr TUR,"FW,MF",Schalke 04,20,2000,1.2,46,0,4,24,19,2,46,5,3,60.0,2,40.0,34,169,58,2,2,0,5,1,36,10,Matches
Maxence Lacroix,fr FRA,DF,Wolfsburg,20,2000,28.8,2163,213,1130,1007,48,27,2163,16,13,81.3,3,18.8,1300,6895,3571,21,11,4,19,8,1349,6,Matches
Konrad Laimer,at AUT,"DF,MF",RB Leipzig,23,1997,0.9,65,0,7,34,24,2,65,2,0,0.0,2,100.0,26,106,38,0,1,0,1,1,40,5,Matches
Stefan Lainer,at AUT,DF,M'Gladbach,27,1992,30.8,2062,105,568,930,582,66,2062,40,20,50.0,20,50.0,1061,5253,2854,79,66,12,48,21,1235,171,Matches
Michael Langer,at AUT,GK,Schalke 04,35,1985,2.7,91,78,91,0,0,0,91,0,0,,0,,39,135,71,0,0,0,0,0,34,0,Matches
Danny Latza,de GER,MF,Mainz 05,30,1989,20.0,977,36,231,494,264,31,977,23,17,73.9,6,26.1,476,1912,773,10,7,2,33,18,521,42,Matches
Valentino Lazaro,at AUT,"DF,FW",M'Gladbach,24,1996,13.8,707,26,148,342,225,28,707,26,14,53.8,12,46.2,372,2187,1000,33,28,11,16,8,444,71,Matches
Mathew Leckie,au AUS,"FW,DF",Hertha BSC,29,1991,5.6,299,11,57,154,93,14,299,15,7,46.7,8,53.3,156,924,326,10,6,0,17,10,174,35,Matches
Christopher Lenz,de GER,"DF,FW",Union Berlin,25,1994,25.0,1572,67,510,714,365,24,1572,30,20,66.7,10,33.3,656,3580,1730,46,31,7,26,13,788,109,Matches
Robert Lewandowski,pl POL,FW,Bayern Munich,31,1988,27.3,992,11,45,358,597,206,983,43,22,51.2,20,46.5,563,3153,1241,51,28,25,70,44,788,185,Matches
Philipp Lienhart,at AUT,DF,Freiburg,24,1996,33.3,2192,220,1278,865,63,15,2192,7,4,57.1,3,42.9,1368,7865,4247,16,13,1,11,2,1495,7,Matches
Dimitris Limnios,gr GRE,"MF,FW",Köln,22,1998,4.2,177,1,24,78,78,11,177,13,5,38.5,8,61.5,101,711,366,10,3,2,8,4,118,27,Matches
Niklas Lomb,de GER,GK,Leverkusen,27,1993,1.5,63,47,63,0,0,0,63,0,0,,0,,39,162,117,0,0,0,1,0,38,0,Matches
Eduard Löwen,de GER,"MF,DF",Hertha BSC,23,1997,0.9,81,1,22,44,16,3,81,0,0,,0,,41,139,71,3,4,1,2,3,48,4,Matches
Jan Luca Schuler,de GER,FW,Schalke 04,21,1999,0.4,23,0,7,10,6,1,23,0,0,,0,,8,14,0,0,0,0,1,2,16,0,Matches
Anderson Lucoqui,ao ANG,DF,Arminia,23,1997,17.8,960,64,361,449,160,3,960,22,12,54.5,10,45.5,394,2022,826,18,16,1,32,17,388,23,Matches
Kilian Ludewig,de GER,"DF,FW",Schalke 04,20,2000,5.8,358,16,131,157,71,7,358,8,4,50.0,4,50.0,161,755,397,9,7,1,13,4,180,24,Matches
Dodi Lukebakio,be BEL,"FW,MF",Hertha BSC,22,1997,20.6,754,11,98,349,325,78,752,66,39,59.1,27,40.9,468,3192,1474,49,41,28,48,40,574,124,Matches
Andreas Luthe,de GER,GK,Union Berlin,33,1987,30.8,1217,994,1215,3,0,0,1217,1,1,100.0,0,0.0,652,3097,1694,0,0,0,0,0,600,0,Matches
Tim Maciejewski,de GER,FW,Union Berlin,19,2001,0.1,3,0,0,0,3,1,3,0,0,,0,,1,2,0,0,0,0,0,0,3,2,Matches
Luca Mack,de GER,MF,Stuttgart,20,2000,0.1,5,1,2,3,0,0,5,0,0,,0,,2,1,1,0,0,0,0,0,3,0,Matches
Mikail Maden,no NOR,FW,Schalke 04,18,2002,0.1,5,0,1,3,1,0,5,1,0,0.0,1,100.0,2,5,0,0,0,0,2,0,2,0,Matches
Arne Maier,de GER,MF,Arminia,21,1999,11.5,537,13,113,286,147,14,537,13,8,61.5,5,38.5,270,1500,699,17,5,2,20,9,290,22,Matches
Arne Maier,de GER,MF,Hertha BSC,21,1999,0.3,24,0,0,21,3,0,24,0,0,,0,,16,119,60,0,1,0,1,0,20,0,Matches
Yunus Mallı,tr TUR,MF,Wolfsburg,28,1992,0.6,14,0,1,8,5,1,14,1,0,0.0,1,100.0,13,64,17,0,3,0,1,3,14,1,Matches
Orel Mangala,be BEL,MF,Stuttgart,22,1998,23.4,1276,61,256,736,307,36,1276,82,53,64.6,29,35.4,723,4109,2018,43,44,10,51,42,893,76,Matches
Omar Marmoush,eg EGY,FW,Wolfsburg,21,1999,0.0,1,0,0,0,1,1,1,0,0,,0,,1,0,0,0,0,0,0,0,1,1,Matches
Aarón Martín,es ESP,"DF,FW",Mainz 05,23,1997,2.9,192,7,46,89,57,2,192,5,3,60.0,2,40.0,106,534,170,5,1,1,3,2,116,18,Matches
Javi Martínez,es ESP,"DF,MF",Bayern Munich,31,1988,5.2,458,27,137,278,43,5,458,1,1,100.0,0,0.0,252,1398,762,7,5,0,4,3,318,5,Matches
Josep Martinez,es ESP,GK,RB Leipzig,22,1998,1.0,51,42,50,1,0,0,51,0,0,,0,,35,160,65,0,0,0,0,0,34,0,Matches
Omar Mascarell,es ESP,MF,Schalke 04,27,1993,19.6,1115,68,344,693,90,3,1115,16,8,50.0,8,50.0,547,2589,890,10,8,0,16,11,636,5,Matches
Roberto Massimo,de GER,"DF,FW",Stuttgart,19,2000,8.4,428,16,105,166,169,29,428,42,22,52.4,20,47.6,233,1794,845,23,26,7,27,14,238,79,Matches
Jean-Philippe Mateta,fr FRA,FW,Mainz 05,23,1997,11.1,369,8,26,176,168,49,368,26,12,46.2,14,53.8,195,858,333,14,4,9,46,22,260,74,Matches
Rabbi Matondo,wls WAL,"FW,MF",Schalke 04,19,2000,2.4,58,1,12,20,29,0,58,5,1,20.0,4,80.0,42,456,221,4,3,1,7,4,40,11,Matches
Henning Matriciani,de GER,DF,Schalke 04,20,2000,0.3,8,0,5,3,1,0,8,0,0,,0,,3,13,12,1,0,0,0,0,2,0,Matches
Konstantinos Mavropanos,gr GRE,DF,Stuttgart,22,1997,16.3,1315,121,576,662,88,21,1315,14,9,64.3,5,35.7,616,2707,1442,10,12,1,17,7,716,2,Matches
Eric Maxim Choupo-Moting,cm CMR,"FW,MF",Bayern Munich,31,1989,9.1,313,7,24,115,177,44,313,19,15,78.9,4,21.1,193,864,339,9,10,7,26,17,249,63,Matches
Kevin Mbabu,ch SUI,DF,Wolfsburg,25,1995,18.2,1304,86,337,608,378,27,1304,64,35,54.7,29,45.3,623,3610,2037,59,58,9,27,12,707,80,Matches
Jean-Manuel Mbom,de GER,"MF,DF",Werder Bremen,20,2000,12.9,501,35,154,226,124,11,501,14,4,28.6,10,71.4,235,1091,572,14,13,2,16,11,288,44,Matches
Nathan de Medina,be BEL,DF,Arminia,22,1997,7.1,412,27,149,197,67,4,412,11,5,45.5,6,54.5,156,527,194,4,2,1,14,9,165,8,Matches
Joshua Mees,de GER,FW,Union Berlin,24,1996,0.1,5,0,0,0,5,2,5,0,0,,0,,2,6,2,0,0,0,0,0,5,2,Matches
Admir Mehmedi,ch SUI,"MF,FW",Wolfsburg,29,1991,9.1,528,4,47,246,238,33,528,8,7,87.5,1,12.5,270,1186,498,17,19,4,24,18,385,60,Matches
Hamza Mendyl,ma MAR,"FW,DF",Schalke 04,22,1997,1.1,41,1,6,21,14,2,41,4,2,50.0,2,50.0,21,164,82,4,2,1,2,0,26,8,Matches
Levent Mercan,de GER,FW,Schalke 04,19,2000,0.1,1,0,0,1,0,0,1,0,0,,0,,1,11,2,0,0,0,0,0,1,0,Matches
Jorge Meré,es ESP,DF,Köln,23,1997,14.4,806,108,459,338,21,2,806,3,2,66.7,1,33.3,447,1660,853,2,4,0,3,3,488,2,Matches
Thomas Meunier,be BEL,DF,Dortmund,28,1991,16.4,1399,50,348,664,397,33,1399,20,15,75.0,5,25.0,807,4800,2635,77,55,7,24,9,968,128,Matches
Max Meyer,de GER,MF,Köln,24,1995,3.9,290,3,41,160,93,11,290,2,2,100.0,0,0.0,185,731,330,6,9,2,10,4,213,9,Matches
Jonas Michelbrink,de GER,MF,Hertha BSC,19,2001,0.4,21,0,3,9,9,3,21,0,0,,0,,12,70,52,2,1,0,2,0,13,2,Matches
