player,nationality,position,team,age,birth_year,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,xg,npxg,xg_assist,npxg_xg_assist,progressive_carries,progressive_passes,progressive_passes_received,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,matches
Dion Drena Beljo,hr CRO,FW,Augsburg,20,2002,18,16,"1,128",12.5,3,2,5,3,0,0,2,0,1.6,1.6,1.7,3.2,14,15,42,0.24,0.16,0.40,0.24,0.40,0.12,0.13,0.26,0.12,0.26,Matches
Dominick Drexler,de GER,"MF,FW",Schalke 04,32,1990,27,16,"1,366",15.2,4,3,7,4,0,0,3,1,2.4,2.4,2.1,4.5,17,52,69,0.26,0.20,0.46,0.26,0.46,0.16,0.14,0.30,0.16,0.30,Matches
Marvin Ducksch,de GER,FW,Werder Bremen,28,1994,34,34,"2,852",31.7,12,6,18,12,0,1,4,0,11.3,10.5,5.5,16.0,31,58,215,0.38,0.19,0.57,0.38,0.57,0.36,0.17,0.53,0.33,0.50,Matches
Ondrej Duda,sk SVK,MF,Köln,27,1994,13,9,689,7.7,0,0,0,0,0,0,4,0,0.7,0.7,0.7,1.4,12,40,33,0.00,0.00,0.00,0.00,0.00,0.10,0.09,0.18,0.10,0.18,Matches
Julien Duranville,be BEL,MF,Dortmund,16,2006,1,0,29,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,4,1,4,0.00,0.00,0.00,0.00,0.00,0.06,0.83,0.89,0.06,0.89,Matches
Maximilian Eggestein,de GER,MF,Freiburg,25,1996,31,27,"2,451",27.2,1,2,3,1,0,0,6,0,0.9,0.9,1.7,2.6,20,93,46,0.04,0.07,0.11,0.04,0.11,0.03,0.06,0.10,0.03,0.10,Matches
Lilian Egloff,de GER,"MF,FW",Stuttgart,19,2002,10,2,241,2.7,0,0,0,0,0,0,1,0,0.4,0.4,0.4,0.7,8,7,22,0.00,0.00,0.00,0.00,0.00,0.13,0.15,0.28,0.13,0.28,Matches
Kingsley Ehizibue,nl NED,DF,Köln,27,1995,1,1,61,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,3,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches
Julian Eitschberger,de GER,FW,Hertha BSC,18,2004,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Chidera Ejuke,ng NGA,"FW,MF",Hertha BSC,24,1998,20,9,890,9.9,0,3,3,0,0,0,0,0,1.5,1.5,1.3,2.7,38,39,67,0.00,0.30,0.30,0.00,0.30,0.15,0.13,0.28,0.15,0.28,Matches
Nico Elvedi,ch SUI,DF,M'Gladbach,25,1996,32,32,"2,826",31.4,3,0,3,3,0,0,2,0,2.6,2.6,0.3,2.9,20,83,5,0.10,0.00,0.10,0.10,0.10,0.08,0.01,0.09,0.08,0.09,Matches
Wataru Endo,jp JPN,MF,Stuttgart,29,1993,33,33,"2,922",32.5,5,4,9,5,0,0,3,0,3.8,3.8,4.7,8.5,32,171,67,0.15,0.12,0.28,0.15,0.28,0.12,0.15,0.26,0.12,0.26,Matches
Arne Engels,be BEL,MF,Augsburg,18,2003,18,18,"1,440",16.0,0,3,3,0,0,0,5,0,0.6,0.6,2.2,2.8,9,57,25,0.00,0.19,0.19,0.00,0.19,0.04,0.14,0.17,0.04,0.17,Matches
Tjark Ernst,de GER,GK,Hertha BSC,19,2003,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Kimberly Ezekwem,de GER,DF,Freiburg,21,2001,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Ralf Fährmann,de GER,GK,Schalke 04,33,1988,12,12,"1,025",11.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Ohis Felix Uduokhai,de GER,DF,Augsburg,24,1997,19,16,"1,450",16.1,0,1,1,0,0,0,3,1,0.3,0.3,0.3,0.6,12,52,5,0.00,0.06,0.06,0.00,0.06,0.02,0.02,0.04,0.02,0.04,Matches
Edimilson Fernandes,ch SUI,DF,Mainz 05,26,1996,32,28,"2,437",27.1,0,3,3,0,0,0,4,0,0.7,0.7,1.3,1.9,15,67,23,0.00,0.11,0.11,0.00,0.11,0.02,0.05,0.07,0.02,0.07,Matches
Kilian Fischer,de GER,"DF,FW",Wolfsburg,21,2000,10,5,502,5.6,0,0,0,0,0,0,2,0,0.3,0.3,0.4,0.7,6,23,21,0.00,0.00,0.00,0.00,0.00,0.06,0.07,0.13,0.06,0.13,Matches
Mark Flekken,nl NED,GK,Freiburg,29,1993,34,34,"3,060",34.0,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
Florian Flick,de GER,MF,Schalke 04,22,2000,8,5,512,5.7,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,2,12,2,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02,Matches
Emil Forsberg,se SWE,"MF,FW",RB Leipzig,30,1991,30,16,"1,482",16.5,6,4,10,4,2,2,2,0,4.9,3.3,2.3,5.6,20,67,77,0.36,0.24,0.61,0.24,0.49,0.30,0.14,0.43,0.20,0.34,Matches
Philipp Förster,de GER,MF,Bochum,27,1995,25,15,"1,309",14.5,3,7,10,3,0,0,4,0,1.4,1.4,3.4,4.8,19,63,47,0.21,0.48,0.69,0.21,0.69,0.10,0.23,0.33,0.10,0.33,Matches
Timothy Fosu-Mensah,nl NED,DF,Leverkusen,24,1998,11,1,191,2.1,0,0,0,0,0,0,1,0,0.1,0.1,0.3,0.4,3,7,8,0.00,0.00,0.00,0.00,0.00,0.05,0.13,0.18,0.05,0.18,Matches
Raphael Framberger,de GER,"DF,FW",Augsburg,26,1995,3,2,176,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,3,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,Matches
Bartol Franjić,hr CRO,MF,Wolfsburg,22,2000,5,3,227,2.5,0,1,1,0,0,0,0,0,0.3,0.3,0.1,0.4,3,4,1,0.00,0.40,0.40,0.00,0.40,0.10,0.04,0.14,0.10,0.14,Matches
Oscar Fraulo,dk DEN,"FW,MF",M'Gladbach,18,2003,2,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Michael Frey,ch SUI,FW,Schalke 04,28,1994,15,10,868,9.6,0,3,3,0,0,0,2,0,1.7,1.7,1.8,3.5,10,22,65,0.00,0.31,0.31,0.00,0.31,0.18,0.19,0.37,0.18,0.37,Matches
Marco Friedl,at AUT,DF,Werder Bremen,24,1998,30,30,"2,594",28.8,0,0,0,0,0,0,8,1,0.5,0.5,0.4,1.0,14,115,11,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.03,0.02,0.03,Matches
Marvin Friedrich,de GER,DF,M'Gladbach,26,1995,23,13,"1,248",13.9,1,0,1,1,0,0,2,0,0.9,0.9,0.5,1.3,3,35,6,0.07,0.00,0.07,0.07,0.07,0.06,0.03,0.09,0.06,0.09,Matches
Jeremie Frimpong,nl NED,"DF,MF",Leverkusen,21,2000,34,32,"2,708",30.1,8,7,15,8,0,0,4,0,7.6,7.6,6.2,13.8,155,62,250,0.27,0.23,0.50,0.27,0.50,0.25,0.21,0.46,0.25,0.46,Matches
Chris Führich,de GER,"FW,MF",Stuttgart,24,1998,33,21,"1,884",20.9,5,2,7,4,1,1,2,0,3.6,2.9,4.8,7.6,93,83,142,0.24,0.10,0.33,0.19,0.29,0.17,0.23,0.40,0.14,0.37,Matches
Angelo Fulgini,fr FRA,MF,Mainz 05,25,1996,16,5,525,5.8,0,1,1,0,0,0,1,0,0.6,0.6,0.8,1.4,3,29,43,0.00,0.17,0.17,0.00,0.17,0.10,0.13,0.23,0.10,0.23,Matches
Niclas Füllkrug,de GER,FW,Werder Bremen,29,1993,28,28,"2,477",27.5,16,5,21,11,5,5,4,0,12.8,8.6,3.6,12.2,41,90,200,0.58,0.18,0.76,0.40,0.58,0.47,0.13,0.60,0.31,0.44,Matches
Cristian Gamboa,cr CRC,DF,Bochum,32,1989,19,17,"1,477",16.4,0,0,0,0,0,0,2,0,0.2,0.2,0.5,0.7,10,56,21,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04,Matches
Silvère Ganvoula M'Boussy,cg CGO,"FW,MF",Bochum,26,1996,16,0,247,2.7,0,0,0,0,0,0,1,0,0.5,0.5,0.5,0.9,5,12,19,0.00,0.00,0.00,0.00,0.00,0.17,0.17,0.34,0.17,0.34,Matches
Dario Gebuhr,de GER,DF,Eint Frankfurt,19,2003,1,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Dennis Geiger,de GER,MF,Hoffenheim,24,1998,27,27,"1,952",21.7,1,3,4,1,0,0,9,0,0.2,0.2,2.7,2.9,21,99,22,0.05,0.14,0.18,0.05,0.18,0.01,0.12,0.13,0.01,0.13,Matches
Yannick Gerhardt,de GER,MF,Wolfsburg,28,1994,29,22,"1,866",20.7,6,4,10,6,0,0,3,0,5.7,5.7,2.2,7.9,12,82,88,0.29,0.19,0.48,0.29,0.48,0.28,0.11,0.38,0.28,0.38,Matches
Niko Gießelmann,de GER,DF,Union Berlin,30,1991,26,14,"1,302",14.5,0,2,2,0,0,0,4,0,1.1,1.1,1.7,2.8,14,50,50,0.00,0.14,0.14,0.00,0.14,0.08,0.11,0.19,0.08,0.19,Matches
Rafał Gikiewicz,pl POL,GK,Augsburg,34,1987,23,23,"2,070",23.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Matthias Ginter,de GER,DF,Freiburg,28,1994,34,34,"3,060",34.0,4,1,5,4,0,0,3,0,1.9,1.9,0.9,2.9,23,122,11,0.12,0.03,0.15,0.12,0.15,0.06,0.03,0.08,0.06,0.08,Matches
Serge Gnabry,de GER,"FW,MF",Bayern Munich,27,1995,34,22,"1,941",21.6,14,5,19,13,1,1,0,0,11.2,10.4,5.3,15.7,74,82,217,0.65,0.23,0.88,0.60,0.83,0.52,0.25,0.76,0.48,0.73,Matches
Jacek Góralski,pl POL,MF,Bochum,29,1992,4,2,146,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.04,Matches
Leon Goretzka,de GER,MF,Bayern Munich,27,1995,27,22,"1,728",19.2,3,2,5,3,0,0,5,0,4.7,4.7,2.3,7.1,42,114,62,0.16,0.10,0.26,0.16,0.26,0.25,0.12,0.37,0.25,0.37,Matches
Mario Götze,de GER,MF,Eint Frankfurt,30,1992,32,32,"2,740",30.4,3,1,4,3,0,0,6,0,3.2,3.2,5.3,8.5,57,149,212,0.10,0.03,0.13,0.10,0.13,0.11,0.17,0.28,0.11,0.28,Matches
Jeffrey Gouweleeuw,nl NED,DF,Augsburg,31,1991,32,32,"2,795",31.1,0,1,1,0,0,0,12,0,1.4,1.4,2.1,3.6,18,80,10,0.00,0.03,0.03,0.00,0.03,0.05,0.07,0.12,0.05,0.12,Matches
Ryan Gravenberch,nl NED,MF,Bayern Munich,20,2002,24,3,576,6.4,0,0,0,0,0,0,1,0,0.9,0.9,0.5,1.4,11,44,31,0.00,0.00,0.00,0.00,0.00,0.14,0.08,0.21,0.14,0.21,Matches
Michael Gregoritsch,at AUT,FW,Freiburg,28,1994,30,27,"2,150",23.9,10,4,14,10,0,0,6,0,10.0,10.0,3.0,13.0,22,57,124,0.42,0.17,0.59,0.42,0.59,0.42,0.12,0.54,0.42,0.54,Matches
Leo Greiml,at AUT,DF,Schalke 04,21,2001,7,3,358,4.0,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.2,4,10,1,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.05,0.03,0.05,Matches
Vincenzo Grifo,it ITA,"MF,FW",Freiburg,29,1993,33,30,"2,408",26.8,15,5,20,8,7,8,2,0,10.3,3.9,5.5,9.4,65,128,124,0.56,0.19,0.75,0.30,0.49,0.39,0.21,0.59,0.14,0.35,Matches
Lennart Grill,de GER,GK,Union Berlin,23,1999,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Christian Groß,de GER,MF,Werder Bremen,33,1989,26,23,"1,886",21.0,1,1,2,1,0,0,4,0,0.2,0.2,0.5,0.6,22,67,17,0.05,0.05,0.10,0.05,0.10,0.01,0.02,0.03,0.01,0.03,Matches
Brajan Gruda,de GER,MF,Mainz 05,18,2004,2,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,1.63,1.63,0.00,1.63,Matches
Ilia Gruev,bg BUL,MF,Werder Bremen,22,2000,31,18,"1,584",17.6,0,0,0,0,0,0,2,0,0.3,0.3,0.8,1.2,26,61,12,0.00,0.00,0.00,0.00,0.00,0.02,0.05,0.07,0.02,0.07,Matches
Carlos Gruezo,ec ECU,MF,Augsburg,27,1995,13,12,961,10.7,0,0,0,0,0,0,5,0,0.0,0.0,0.3,0.3,2,29,5,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,Matches
Raphaël Guerreiro,pt POR,"DF,MF",Dortmund,28,1993,27,26,"2,290",25.4,4,12,16,4,0,0,4,0,2.7,2.7,7.6,10.3,85,191,163,0.16,0.47,0.63,0.16,0.63,0.11,0.30,0.41,0.11,0.41,Matches
Josuha Guilavogui,fr FRA,"DF,MF",Wolfsburg,31,1990,23,11,"1,180",13.1,1,0,1,1,0,0,4,0,0.5,0.5,0.4,1.0,4,64,6,0.08,0.00,0.08,0.08,0.08,0.04,0.03,0.07,0.04,0.07,Matches
Serhou Guirassy,gn GUI,FW,Stuttgart,26,1996,22,20,"1,646",18.3,11,0,11,9,2,2,4,1,10.8,9.2,1.4,10.6,20,30,97,0.60,0.00,0.60,0.49,0.49,0.59,0.08,0.67,0.50,0.58,Matches
Péter Gulácsi,hu HUN,GK,RB Leipzig,32,1990,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Manuel Gulde,de GER,DF,Freiburg,31,1991,15,8,643,7.1,1,0,1,1,0,0,2,0,0.7,0.7,0.2,0.9,6,23,5,0.14,0.00,0.14,0.14,0.14,0.10,0.02,0.12,0.10,0.12,Matches
Robert Gumny,pl POL,DF,Augsburg,24,1998,29,23,"2,015",22.4,1,2,3,1,0,0,5,1,0.7,0.7,0.7,1.4,23,56,59,0.04,0.09,0.13,0.04,0.13,0.03,0.03,0.06,0.03,0.06,Matches
Christian Günter,de GER,"DF,MF",Freiburg,29,1993,33,31,"2,748",30.5,1,4,5,1,0,0,5,0,1.2,1.2,5.1,6.4,43,77,128,0.03,0.13,0.16,0.03,0.16,0.04,0.17,0.21,0.04,0.21,Matches
Joško Gvardiol,hr CRO,DF,RB Leipzig,20,2002,30,24,"2,170",24.1,1,0,1,1,0,0,2,0,1.8,1.8,0.6,2.5,27,116,4,0.04,0.00,0.04,0.04,0.04,0.08,0.03,0.10,0.08,0.10,Matches
Janik Haberer,de GER,MF,Union Berlin,28,1994,32,30,"2,187",24.3,5,1,6,5,0,0,1,0,3.3,3.3,2.1,5.4,21,78,84,0.21,0.04,0.25,0.21,0.25,0.13,0.09,0.22,0.13,0.22,Matches
Alexander Hack,de GER,DF,Mainz 05,28,1993,19,14,"1,132",12.6,0,0,0,0,0,0,2,1,0.1,0.1,0.1,0.2,1,52,0,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02,Matches
André Hahn,de GER,"FW,MF",Augsburg,31,1990,7,4,391,4.3,2,0,2,2,0,0,1,0,0.4,0.4,0.0,0.4,3,8,10,0.46,0.00,0.46,0.46,0.46,0.09,0.01,0.10,0.09,0.10,Matches
Amadou Haidara,ml MLI,MF,RB Leipzig,24,1998,31,15,"1,430",15.9,2,1,3,2,0,0,7,0,2.8,2.8,1.5,4.3,10,85,8,0.13,0.06,0.19,0.13,0.19,0.18,0.09,0.27,0.18,0.27,Matches
Sébastien Haller,ci CIV,FW,Dortmund,28,1994,19,15,"1,225",13.6,9,3,12,9,0,1,1,0,8.4,7.7,2.3,10.0,11,22,65,0.66,0.22,0.88,0.66,0.88,0.62,0.17,0.79,0.56,0.73,Matches
Marcel Halstenberg,de GER,DF,RB Leipzig,30,1991,31,17,"1,557",17.3,1,1,2,1,0,0,2,0,1.1,1.1,2.1,3.3,22,59,66,0.06,0.06,0.12,0.06,0.12,0.06,0.12,0.19,0.06,0.19,Matches
Andreas Hanche-Olsen,no NOR,DF,Mainz 05,25,1997,17,17,"1,497",16.6,1,3,4,1,0,0,5,0,0.4,0.4,1.2,1.6,6,43,10,0.06,0.18,0.24,0.06,0.24,0.03,0.07,0.10,0.03,0.10,Matches
Genki Haraguchi,jp JPN,MF,Stuttgart,31,1991,11,9,748,8.3,0,2,2,0,0,0,1,0,0.3,0.3,0.7,1.0,16,30,28,0.00,0.24,0.24,0.00,0.24,0.03,0.08,0.12,0.03,0.12,Matches
Genki Haraguchi,jp JPN,MF,Union Berlin,31,1991,11,6,498,5.5,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.5,6,17,18,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.09,0.05,0.09,Matches
Makoto Hasebe,jp JPN,DF,Eint Frankfurt,38,1984,18,15,"1,306",14.5,0,0,0,0,0,0,1,0,0.0,0.0,0.4,0.4,9,57,2,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,Matches
Thorgan Hazard,be BEL,"FW,DF",Dortmund,29,1993,14,2,464,5.2,0,0,0,0,0,0,1,0,1.3,1.3,0.9,2.3,21,28,50,0.00,0.00,0.00,0.00,0.00,0.26,0.18,0.44,0.26,0.44,Matches
Jonas Hector,de GER,DF,Köln,32,1990,32,32,"2,824",31.4,0,2,2,0,0,0,3,0,1.7,1.7,3.9,5.6,54,129,122,0.00,0.06,0.06,0.00,0.06,0.05,0.12,0.18,0.05,0.18,Matches
Dominique Heintz,de GER,DF,Bochum,28,1993,11,8,795,8.8,0,0,0,0,0,0,1,0,0.3,0.3,0.2,0.5,3,21,2,0.00,0.00,0.00,0.00,0.00,0.04,0.02,0.06,0.04,0.06,Matches
Benjamin Henrichs,de GER,"DF,MF",RB Leipzig,25,1997,30,23,"2,188",24.3,2,2,4,2,0,0,8,0,1.2,1.2,1.8,3.0,48,109,149,0.08,0.08,0.16,0.08,0.16,0.05,0.07,0.12,0.05,0.12,Matches
Lucas Hernández,fr FRA,DF,Bayern Munich,26,1996,7,6,476,5.3,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.2,3,34,4,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,Matches
Patrick Herrmann,de GER,"FW,MF",M'Gladbach,31,1991,21,0,164,1.8,1,0,1,1,0,0,2,0,0.4,0.4,0.5,0.8,7,6,19,0.55,0.00,0.55,0.55,0.55,0.19,0.27,0.46,0.19,0.46,Matches
Piero Hincapié,ec ECU,DF,Leverkusen,20,2002,30,27,"2,457",27.3,1,1,2,1,0,0,13,3,1.3,1.3,1.0,2.4,46,83,42,0.04,0.04,0.07,0.04,0.07,0.05,0.04,0.09,0.05,0.09,Matches
Adam Hložek,cz CZE,"FW,MF",Leverkusen,20,2002,29,16,"1,286",14.3,5,3,8,5,0,0,2,0,2.7,2.7,2.5,5.3,22,32,70,0.35,0.21,0.56,0.35,0.56,0.19,0.18,0.37,0.19,0.37,Matches
Nicolas Höfler,de GER,MF,Freiburg,32,1990,32,32,"2,816",31.3,0,1,1,0,0,0,9,1,1.7,1.7,0.9,2.7,12,110,10,0.00,0.03,0.03,0.00,0.03,0.06,0.03,0.09,0.06,0.09,Matches
Jonas Hofmann,de GER,"FW,MF",M'Gladbach,30,1992,31,30,"2,680",29.8,12,9,21,12,0,1,2,0,7.2,6.6,11.1,17.6,73,119,197,0.40,0.30,0.71,0.40,0.71,0.24,0.37,0.61,0.22,0.59,Matches
Philipp Hofmann,de GER,FW,Bochum,29,1993,34,31,"2,631",29.2,8,2,10,8,0,0,5,0,8.8,8.8,2.7,11.5,7,71,117,0.27,0.07,0.34,0.27,0.34,0.30,0.09,0.39,0.30,0.39,Matches
Lucas Höler,de GER,"FW,MF",Freiburg,28,1994,26,16,"1,503",16.7,5,2,7,5,0,0,1,0,3.3,3.3,1.9,5.1,19,33,87,0.30,0.12,0.42,0.30,0.42,0.19,0.11,0.31,0.19,0.31,Matches
Gerrit Holtmann,ph PHI,"FW,MF",Bochum,27,1995,23,8,945,10.5,1,1,2,1,0,0,0,0,2.4,2.4,0.8,3.1,37,8,83,0.10,0.10,0.19,0.10,0.19,0.23,0.07,0.30,0.23,0.30,Matches
Jannes Horn,de GER,"DF,FW",Bochum,25,1997,2,1,59,0.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Lukáš Hrádecký,fi FIN,GK,Leverkusen,32,1989,33,33,"2,969",33.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Timo Hübers,de GER,DF,Köln,26,1996,29,28,"2,559",28.4,3,0,3,3,0,0,8,0,1.8,1.8,0.1,1.9,10,84,2,0.11,0.00,0.11,0.11,0.11,0.06,0.00,0.07,0.06,0.07,Matches
Callum Hudson-Odoi,eng ENG,"FW,MF",Leverkusen,21,2000,14,7,605,6.7,0,1,1,0,0,0,0,0,0.2,0.2,0.8,0.9,30,31,44,0.00,0.15,0.15,0.00,0.15,0.03,0.11,0.14,0.03,0.14,Matches
Mats Hummels,de GER,DF,Dortmund,33,1988,30,24,"2,018",22.4,1,0,1,1,0,0,4,0,2.2,2.2,1.1,3.3,21,114,6,0.04,0.00,0.04,0.04,0.04,0.10,0.05,0.15,0.10,0.15,Matches
Denis Huseinbasic,de GER,"MF,FW",Köln,21,2001,24,7,791,8.8,4,1,5,4,0,0,3,0,2.4,2.4,0.3,2.7,12,34,45,0.46,0.11,0.57,0.46,0.57,0.27,0.04,0.31,0.27,0.31,Matches
Iago,br BRA,"DF,MF",Augsburg,25,1997,22,19,"1,600",17.8,0,2,2,0,0,0,6,1,0.4,0.4,1.1,1.5,27,53,49,0.00,0.11,0.11,0.00,0.11,0.02,0.06,0.08,0.02,0.08,Matches
Arijon Ibrahimović,de GER,MF,Bayern Munich,16,2005,1,0,14,0.2,0,0,0,0,0,0,0,0,0.5,0.5,0.1,0.6,0,0,2,0.00,0.00,0.00,0.00,0.00,3.31,0.37,3.68,3.31,3.68,Matches
Marcus Ingvartsen,dk DEN,"FW,MF",Mainz 05,26,1996,28,16,"1,314",14.6,10,0,10,6,4,4,2,0,8.4,5.2,0.7,5.9,16,30,81,0.68,0.00,0.68,0.41,0.41,0.57,0.05,0.62,0.36,0.41,Matches
Ko Itakura,jp JPN,DF,M'Gladbach,25,1997,24,22,"1,981",22.0,0,2,2,0,0,0,1,2,0.6,0.6,0.4,1.0,19,59,4,0.00,0.09,0.09,0.00,0.09,0.03,0.02,0.05,0.03,0.05,Matches
Hiroki Ito,jp JPN,DF,Stuttgart,23,1999,30,29,"2,561",28.5,1,1,2,1,0,0,5,0,0.8,0.8,2.1,2.9,29,158,29,0.04,0.04,0.07,0.04,0.07,0.03,0.07,0.10,0.03,0.10,Matches
Andreas Ivan,ro ROU,MF,Schalke 04,27,1995,1,0,46,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.08,0.08,0.08,Matches
Lee Jae-sung,kr KOR,MF,Mainz 05,29,1992,34,24,"1,894",21.0,7,5,12,7,0,0,2,0,4.3,4.3,2.8,7.1,29,69,103,0.33,0.24,0.57,0.33,0.57,0.20,0.13,0.34,0.20,0.34,Matches
Paul Jaeckel,de GER,DF,Union Berlin,24,1998,16,13,"1,196",13.3,1,0,1,1,0,0,4,1,0.1,0.1,0.0,0.2,6,41,8,0.08,0.00,0.08,0.08,0.08,0.01,0.00,0.01,0.01,0.01,Matches
Kristijan Jakić,hr CRO,"DF,MF",Eint Frankfurt,25,1997,24,17,"1,460",16.2,1,0,1,1,0,0,4,0,0.7,0.7,0.7,1.5,16,59,19,0.06,0.00,0.06,0.06,0.06,0.05,0.05,0.09,0.05,0.09,Matches
Saidy Janko,gm GAM,DF,Bochum,26,1995,20,12,"1,134",12.6,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.2,23,29,27,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
Tony Jantschke,de GER,"DF,MF",M'Gladbach,32,1990,8,1,99,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Fredrik Jensen,fi FIN,"FW,MF",Augsburg,24,1997,20,8,924,10.3,2,1,3,2,0,0,1,0,1.8,1.8,1.4,3.2,3,24,62,0.19,0.10,0.29,0.19,0.29,0.17,0.13,0.31,0.17,0.31,Matches
Moritz Jenz,de GER,DF,Schalke 04,23,1999,11,11,945,10.5,0,0,0,0,0,0,5,0,1.0,1.0,0.0,1.1,6,18,1,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.10,0.10,0.10,Matches
Stevan Jovetić,me MNE,"FW,MF",Hertha BSC,32,1989,17,8,892,9.9,4,2,6,4,0,0,0,0,2.7,2.7,1.1,3.8,14,40,44,0.40,0.20,0.61,0.40,0.61,0.28,0.11,0.38,0.28,0.38,Matches
Anthony Jung,de GER,"DF,FW",Werder Bremen,30,1991,34,32,"2,617",29.1,2,5,7,2,0,0,2,0,1.3,1.3,1.6,2.9,28,73,109,0.07,0.17,0.24,0.07,0.24,0.04,0.06,0.10,0.04,0.10,Matches
Josip Juranović,hr CRO,DF,Union Berlin,26,1995,12,10,935,10.4,2,1,3,1,1,1,0,0,1.6,0.8,1.5,2.3,11,27,33,0.19,0.10,0.29,0.10,0.19,0.15,0.14,0.30,0.08,0.22,Matches
Ozan Kabak,tr TUR,DF,Hoffenheim,22,2000,30,28,"2,388",26.5,2,2,4,2,0,0,12,2,1.3,1.3,1.3,2.6,23,76,13,0.08,0.08,0.15,0.08,0.15,0.05,0.05,0.10,0.05,0.10,Matches
