player,nationality,position,team,age,birth_year,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,xg,npxg,xg_assist,npxg_xg_assist,progressive_carries,progressive_passes,progressive_passes_received,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,matches
Ridle Baku,de GER,"FW,DF",Wolfsburg,22,1998,32,31,"2,678",29.8,6,7,13,6,0,0,1,0,3.4,3.4,4.1,7.6,69,104,243,0.20,0.24,0.44,0.20,0.44,0.12,0.14,0.25,0.12,0.25,Matches
Ridle Baku,de GER,DF,Mainz 05,22,1998,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,7,11,7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Philipp Bargfrede,de GER,MF,Werder Bremen,31,1989,1,0,27,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Aymen Barkok,ma MAR,"MF,DF",Eint Frankfurt,22,1998,26,9,977,10.9,2,3,5,2,0,0,5,0,1.9,1.9,3.2,5.0,30,46,76,0.18,0.28,0.46,0.18,0.46,0.17,0.29,0.47,0.17,0.47,Matches
Leandro Barreiro Martins,lu LUX,MF,Mainz 05,20,2000,29,27,"2,303",25.6,2,2,4,2,0,0,5,0,4.5,4.5,2.7,7.1,11,76,42,0.08,0.08,0.16,0.08,0.16,0.17,0.10,0.28,0.17,0.28,Matches
Jacob Barrett Laursen,dk DEN,DF,Arminia,25,1994,16,13,"1,108",12.3,0,1,1,0,0,0,1,0,0.1,0.1,1.1,1.2,13,30,20,0.00,0.08,0.08,0.00,0.08,0.01,0.09,0.10,0.01,0.10,Matches
Oliver Baumann,de GER,GK,Hoffenheim,30,1990,31,31,"2,790",31.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Julian Baumgartlinger,at AUT,MF,Leverkusen,32,1988,17,12,"1,072",11.9,2,0,2,2,0,0,1,0,1.0,1.0,0.2,1.2,3,51,8,0.17,0.00,0.17,0.17,0.17,0.08,0.01,0.10,0.08,0.10,Matches
Christoph Baumgartner,at AUT,"MF,FW",Hoffenheim,20,1999,31,28,"2,369",26.3,6,3,9,6,0,0,6,0,5.9,5.9,3.5,9.4,68,110,133,0.23,0.11,0.34,0.23,0.34,0.23,0.13,0.36,0.23,0.36,Matches
Noah Joel Sarenren Bazee,ng NGA,"FW,MF",Augsburg,23,1996,5,0,36,0.4,0,1,1,0,0,0,1,0,0.0,0.0,0.7,0.7,1,0,4,0.00,2.50,2.50,0.00,2.50,0.00,1.85,1.85,0.00,1.85,Matches
Ihlas Bebou,tg TOG,"FW,MF",Hoffenheim,26,1994,32,23,"2,200",24.4,9,7,16,9,0,0,3,0,9.9,9.9,5.0,14.8,70,52,225,0.37,0.29,0.65,0.37,0.65,0.40,0.20,0.61,0.40,0.61,Matches
Sheraldo Becker,sr SUR,"FW,MF",Union Berlin,25,1995,18,15,"1,106",12.3,3,3,6,3,0,0,2,0,1.5,1.5,3.1,4.6,61,22,87,0.24,0.24,0.49,0.24,0.49,0.12,0.25,0.37,0.12,0.37,Matches
Timo Becker,de GER,DF,Schalke 04,23,1997,20,18,"1,640",18.2,0,0,0,0,0,0,1,0,0.3,0.3,0.4,0.7,21,44,48,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.04,0.01,0.04,Matches
Brian Behrendt,de GER,DF,Arminia,28,1991,3,0,79,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,2,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,Matches
Maximilian Beier,de GER,"FW,DF",Hoffenheim,17,2002,3,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Ishak Belfodil,dz ALG,"FW,MF",Hoffenheim,28,1992,14,7,596,6.6,0,1,1,0,0,0,0,0,1.5,1.5,0.9,2.4,9,8,54,0.00,0.15,0.15,0.00,0.15,0.23,0.13,0.36,0.23,0.36,Matches
Stefan Bell,de GER,DF,Mainz 05,28,1991,16,16,"1,266",14.1,1,1,2,1,0,0,6,0,0.5,0.5,0.8,1.3,1,25,3,0.07,0.07,0.14,0.07,0.14,0.04,0.06,0.09,0.04,0.09,Matches
Karim Bellarabi,de GER,"FW,MF",Leverkusen,30,1990,22,7,798,8.9,0,0,0,0,0,0,2,0,1.8,1.8,2.6,4.4,42,25,109,0.00,0.00,0.00,0.00,0.00,0.20,0.29,0.50,0.20,0.50,Matches
Jude Bellingham,eng ENG,MF,Dortmund,17,2003,29,19,"1,697",18.9,1,3,4,1,0,0,6,1,2.5,2.5,3.2,5.8,28,93,80,0.05,0.16,0.21,0.05,0.21,0.13,0.17,0.31,0.13,0.31,Matches
Lars Bender,de GER,DF,Leverkusen,31,1989,14,12,936,10.4,1,2,3,0,1,1,2,0,1.7,0.9,0.6,1.5,15,55,31,0.10,0.19,0.29,0.00,0.19,0.16,0.06,0.22,0.08,0.14,Matches
Sven Bender,de GER,DF,Leverkusen,31,1989,18,14,"1,170",13.0,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.4,1,42,2,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03,Matches
László Bénes,sk SVK,MF,Augsburg,22,1997,12,9,660,7.3,1,1,2,1,0,0,3,0,0.5,0.5,0.9,1.3,7,19,20,0.14,0.14,0.27,0.14,0.27,0.07,0.12,0.18,0.07,0.18,Matches
László Bénes,sk SVK,MF,M'Gladbach,22,1997,7,1,150,1.7,0,1,1,0,0,0,0,0,0.1,0.1,0.2,0.3,2,7,6,0.00,0.60,0.60,0.00,0.60,0.03,0.14,0.17,0.03,0.17,Matches
Ramy Bensebaini,dz ALG,DF,M'Gladbach,25,1995,25,20,"1,811",20.1,4,0,4,3,1,1,7,0,2.3,1.6,1.2,2.7,27,83,64,0.20,0.00,0.20,0.15,0.15,0.12,0.06,0.17,0.08,0.14,Matches
Nabil Bentaleb,dz ALG,MF,Schalke 04,25,1994,9,6,548,6.1,0,0,0,0,0,1,2,0,0.8,0.0,0.0,0.0,6,29,5,0.00,0.00,0.00,0.00,0.00,0.13,0.01,0.14,0.00,0.01,Matches
Jordan Beyer,de GER,DF,M'Gladbach,20,2000,4,2,188,2.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,5,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Bartosz Białek,pl POL,"FW,MF",Wolfsburg,18,2001,19,1,270,3.0,2,0,2,2,0,0,1,0,1.9,1.9,0.2,2.1,3,12,15,0.67,0.00,0.67,0.67,0.67,0.64,0.07,0.71,0.64,0.71,Matches
Ermin Bičakčić,ba BIH,DF,Hoffenheim,30,1990,2,2,128,1.4,1,0,1,1,0,0,1,0,0.4,0.4,0.0,0.4,0,4,0,0.70,0.00,0.70,0.70,0.70,0.25,0.00,0.25,0.25,0.25,Matches
Leonardo Bittencourt,de GER,"MF,FW",Werder Bremen,26,1993,27,19,"1,514",16.8,4,1,5,3,1,1,3,0,4.3,3.6,1.0,4.6,40,42,106,0.24,0.06,0.30,0.18,0.24,0.26,0.06,0.32,0.21,0.27,Matches
Jérôme Boateng,de GER,DF,Bayern Munich,31,1988,29,29,"2,368",26.3,1,1,2,1,0,0,6,0,0.4,0.4,0.5,0.9,8,184,7,0.04,0.04,0.08,0.04,0.08,0.01,0.02,0.03,0.01,0.03,Matches
Jean-Paul Boëtius,nl NED,"MF,FW",Mainz 05,26,1994,31,23,"2,065",22.9,2,4,6,2,0,0,5,0,2.6,2.6,6.1,8.7,33,109,96,0.09,0.17,0.26,0.09,0.26,0.11,0.27,0.38,0.11,0.38,Matches
Melayro Bogarde,nl NED,"DF,MF",Hoffenheim,18,2002,9,2,277,3.1,0,1,1,0,0,0,1,0,0.2,0.2,0.2,0.4,5,18,9,0.00,0.32,0.32,0.00,0.32,0.05,0.08,0.13,0.05,0.13,Matches
Elias Bördner,de GER,GK,Eint Frankfurt,18,2002,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Dennis Borkowski,de GER,"MF,FW",RB Leipzig,18,2002,2,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Sebastiaan Bornauw,be BEL,DF,Köln,21,1999,24,23,"2,083",23.1,1,1,2,1,0,0,3,0,1.5,1.5,0.0,1.5,4,43,4,0.04,0.04,0.09,0.04,0.09,0.07,0.00,0.07,0.06,0.06,Matches
Nassim Boujellab,ma MAR,"MF,FW",Schalke 04,21,1999,12,6,605,6.7,1,0,1,1,0,0,2,0,1.6,1.6,0.2,1.8,9,22,29,0.15,0.00,0.15,0.15,0.15,0.23,0.03,0.26,0.23,0.26,Matches
Dedryck Boyata,be BEL,DF,Hertha BSC,29,1990,19,17,"1,545",17.2,1,0,1,1,0,0,3,0,0.6,0.6,0.8,1.4,2,44,3,0.06,0.00,0.06,0.06,0.06,0.04,0.04,0.08,0.04,0.08,Matches
Can Bozdogan,de GER,"MF,FW",Schalke 04,19,2001,14,5,651,7.2,0,2,2,0,0,0,0,0,0.5,0.5,0.7,1.2,9,16,18,0.00,0.28,0.28,0.00,0.28,0.07,0.09,0.17,0.07,0.17,Matches
Julian Brandt,de GER,"FW,MF",Dortmund,24,1996,31,17,"1,495",16.6,3,2,5,3,0,0,0,0,2.2,2.2,2.3,4.6,39,102,142,0.18,0.12,0.30,0.18,0.30,0.14,0.14,0.28,0.14,0.28,Matches
Fabian Bredlow,de GER,GK,Stuttgart,25,1995,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Josip Brekalo,hr CRO,FW,Wolfsburg,22,1998,29,22,"1,814",20.2,7,3,10,7,0,0,1,0,3.6,3.6,3.8,7.4,69,82,155,0.35,0.15,0.50,0.35,0.50,0.18,0.19,0.37,0.18,0.37,Matches
Joshua Brenet,nl NED,DF,Hoffenheim,26,1994,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
John Brooks,us USA,DF,Wolfsburg,27,1993,32,31,"2,774",30.8,2,0,2,2,0,0,5,0,1.6,1.6,0.4,2.1,28,144,6,0.06,0.00,0.06,0.06,0.06,0.05,0.01,0.07,0.05,0.07,Matches
Daniel Brosinski,de GER,"DF,FW",Mainz 05,32,1988,21,16,"1,430",15.9,2,1,3,0,2,2,0,0,2.0,0.4,2.9,3.3,21,64,66,0.13,0.06,0.19,0.00,0.06,0.12,0.18,0.31,0.02,0.21,Matches
Cédric Brunner,ch SUI,DF,Arminia,26,1994,31,30,"2,655",29.5,0,1,1,0,0,0,6,0,0.5,0.5,1.3,1.8,28,87,41,0.00,0.03,0.03,0.00,0.03,0.02,0.04,0.06,0.02,0.06,Matches
Jacob Bruun Larsen,dk DEN,"MF,FW",Hoffenheim,21,1998,2,1,89,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,11,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,Matches
Marius Bülter,de GER,"FW,MF",Union Berlin,27,1993,26,8,977,10.9,1,0,1,1,0,0,1,0,1.5,1.5,0.9,2.4,24,17,71,0.09,0.00,0.09,0.09,0.09,0.14,0.08,0.22,0.14,0.22,Matches
Jonathan Burkardt,de GER,"FW,MF",Mainz 05,20,2000,29,16,"1,373",15.3,2,0,2,2,0,0,0,0,3.7,3.7,1.9,5.6,39,33,97,0.13,0.00,0.13,0.13,0.13,0.24,0.13,0.37,0.24,0.37,Matches
Nishan Burkart,ch SUI,MF,Freiburg,20,2000,1,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Roman Bürki,ch SUI,GK,Dortmund,29,1990,19,18,"1,665",18.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Kerim Calhanoglu,de GER,DF,Schalke 04,17,2002,4,4,296,3.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,9,13,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches
Daniel Caligiuri,it ITA,"MF,FW",Augsburg,32,1988,33,31,"2,665",29.6,6,4,10,4,2,3,5,0,4.8,2.4,4.6,7.0,64,114,136,0.20,0.14,0.34,0.14,0.27,0.16,0.16,0.32,0.08,0.24,Matches
Emre Can,de GER,"DF,MF",Dortmund,26,1994,28,23,"2,133",23.7,1,4,5,1,0,0,5,0,1.0,1.0,2.9,3.9,53,133,32,0.04,0.17,0.21,0.04,0.21,0.04,0.12,0.17,0.04,0.17,Matches
Koen Casteels,be BEL,GK,Wolfsburg,28,1992,32,32,"2,880",32.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Gonzalo Castro,de GER,MF,Stuttgart,33,1987,26,23,"1,729",19.2,4,2,6,4,0,0,9,0,3.3,3.3,2.8,6.2,55,119,108,0.21,0.10,0.31,0.21,0.31,0.17,0.15,0.32,0.17,0.32,Matches
Sava Cestic,rs SRB,DF,Köln,19,2001,11,11,899,10.0,0,0,0,0,0,0,3,0,0.2,0.2,0.1,0.3,3,19,0,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03,Matches
Timothy Chandler,us USA,DF,Eint Frankfurt,30,1990,15,3,432,4.8,1,0,1,1,0,0,2,0,0.8,0.8,0.2,1.0,14,19,45,0.21,0.00,0.21,0.21,0.21,0.16,0.05,0.22,0.16,0.22,Matches
Kwon Chang-hoon,kr KOR,"MF,FW",Freiburg,26,1994,12,1,216,2.4,0,0,0,0,0,0,2,0,0.2,0.2,0.1,0.3,3,6,24,0.00,0.00,0.00,0.00,0.00,0.07,0.05,0.12,0.07,0.12,Matches
Tahith Chong,nl NED,"MF,FW",Werder Bremen,20,1999,13,4,386,4.3,0,1,1,0,0,0,1,0,0.3,0.3,0.6,1.0,12,12,26,0.00,0.23,0.23,0.00,0.23,0.08,0.15,0.23,0.08,0.23,Matches
Darko Churlinov,mk MKD,"DF,MF",Stuttgart,20,2000,14,0,216,2.4,0,1,1,0,0,0,0,0,0.1,0.1,0.7,0.8,10,6,23,0.00,0.42,0.42,0.00,0.42,0.05,0.30,0.34,0.05,0.34,Matches
Tim Civeja,al ALB,MF,Augsburg,18,2002,3,0,34,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Kingsley Coman,fr FRA,"FW,MF",Bayern Munich,24,1996,29,23,"1,752",19.5,5,10,15,5,0,0,1,0,4.2,4.2,6.4,10.6,103,76,268,0.26,0.51,0.77,0.26,0.77,0.21,0.33,0.55,0.21,0.55,Matches
Jhon Córdoba,co COL,FW,Hertha BSC,27,1993,21,17,"1,537",17.1,7,1,8,7,0,0,3,0,6.9,6.9,1.6,8.5,22,16,97,0.41,0.06,0.47,0.41,0.47,0.41,0.09,0.50,0.41,0.50,Matches
Sergio Córdova,ve VEN,"FW,MF",Arminia,22,1997,23,13,"1,090",12.1,2,1,3,2,0,0,0,0,3.5,3.5,0.9,4.4,17,21,77,0.17,0.08,0.25,0.17,0.25,0.29,0.08,0.36,0.29,0.36,Matches
Danny da Costa,de GER,"DF,FW",Mainz 05,27,1993,16,15,"1,208",13.4,0,1,1,0,0,0,2,0,0.1,0.1,2.3,2.5,23,48,41,0.00,0.07,0.07,0.00,0.07,0.01,0.17,0.18,0.01,0.18,Matches
Danny da Costa,de GER,DF,Eint Frankfurt,27,1993,6,1,110,1.2,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,4,5,7,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.13,0.13,0.13,Matches
Douglas Costa,br BRA,"FW,MF",Bayern Munich,29,1990,11,3,320,3.6,1,1,2,1,0,0,0,0,0.2,0.2,0.8,0.9,15,17,40,0.28,0.28,0.56,0.28,0.56,0.04,0.21,0.26,0.04,0.26,Matches
Tanguy Coulibaly,fr FRA,"DF,FW",Stuttgart,19,2001,31,17,"1,506",16.7,2,1,3,2,0,0,2,0,2.8,2.8,2.6,5.4,46,29,149,0.12,0.06,0.18,0.12,0.18,0.16,0.16,0.32,0.16,0.32,Matches
Mickaël Cuisance,fr FRA,FW,Bayern Munich,20,1999,1,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Matheus Cunha,br BRA,"FW,MF",Hertha BSC,21,1999,27,25,"2,149",23.9,7,4,11,5,2,3,9,0,8.4,6.1,4.5,10.6,91,85,137,0.29,0.17,0.46,0.21,0.38,0.35,0.19,0.54,0.25,0.44,Matches
Rafael Czichos,de GER,DF,Köln,30,1990,28,26,"2,259",25.1,1,0,1,1,0,0,7,0,1.8,1.8,0.1,1.9,21,103,6,0.04,0.00,0.04,0.04,0.04,0.07,0.01,0.08,0.07,0.08,Matches
Moanes Dabbur,il ISR,"FW,MF",Hoffenheim,28,1992,22,11,999,11.1,4,0,4,4,0,1,2,0,5.3,4.5,0.6,5.1,20,35,80,0.36,0.00,0.36,0.36,0.36,0.48,0.05,0.53,0.41,0.46,Matches
Finn Dahmen,de GER,GK,Mainz 05,22,1998,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Mahmoud Dahoud,de GER,MF,Dortmund,24,1996,21,15,"1,258",14.0,1,1,2,1,0,0,2,0,0.6,0.6,1.4,2.0,21,93,30,0.07,0.07,0.14,0.07,0.14,0.04,0.10,0.14,0.04,0.14,Matches
Leon Dajaku,de GER,FW,Union Berlin,19,2001,2,0,37,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Tiago Dantas,pt POR,MF,Bayern Munich,19,2000,2,1,69,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,3,3,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.15,0.00,0.15,Matches
Márton Dárdai,de GER,"DF,MF",Hertha BSC,18,2002,12,9,821,9.1,0,1,1,0,0,0,0,0,0.1,0.1,0.3,0.4,10,41,1,0.00,0.11,0.11,0.00,0.11,0.01,0.03,0.04,0.01,0.04,Matches
Vladimír Darida,cz CZE,MF,Hertha BSC,29,1990,27,24,"1,903",21.1,1,6,7,1,0,0,5,1,1.7,1.7,5.2,6.9,35,101,105,0.05,0.28,0.33,0.05,0.33,0.08,0.25,0.33,0.08,0.33,Matches
Alphonso Davies,ca CAN,DF,Bayern Munich,19,2000,23,22,"1,763",19.6,1,2,3,1,0,0,2,1,0.2,0.2,1.9,2.1,80,123,131,0.05,0.10,0.15,0.05,0.15,0.01,0.10,0.11,0.01,0.11,Matches
Thomas Delaney,dk DEN,MF,Dortmund,28,1991,20,14,"1,286",14.3,1,1,2,1,0,0,6,0,0.6,0.6,0.2,0.7,5,58,19,0.07,0.07,0.14,0.07,0.14,0.04,0.01,0.05,0.04,0.05,Matches
Kerem Demirbay,de GER,MF,Leverkusen,27,1993,29,20,"1,744",19.4,4,3,7,4,0,0,2,0,3.5,3.5,3.7,7.1,41,130,74,0.21,0.15,0.36,0.21,0.36,0.18,0.19,0.37,0.18,0.37,Matches
