player,nationality,position,team,age,birth_year,minutes_90s,goals,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_free_kicks,pens_made,pens_att,xg,npxg,npxg_per_shot,xg_net,npxg_net,matches
Ishak Belfodil,dz ALG,FW,Hertha BSC,29,1992,18.2,5,31,17,54.8,1.71,0.94,0.13,0.24,13.1,0,1,1,3.7,3.0,0.10,+1.3,+1.0,Matches
Stefan Bell,de GER,DF,Mainz 05,29,1991,31.8,2,22,5,22.7,0.69,0.16,0.09,0.40,10.2,0,0,0,1.7,1.7,0.08,+0.3,+0.3,Matches
Armel Bella Kotchap,de GER,DF,Bochum,19,2001,19.6,0,10,3,30.0,0.51,0.15,0.00,0.00,16.4,0,0,0,0.6,0.6,0.06,-0.6,-0.6,Matches
Karim Bellarabi,de GER,"FW,MF",Leverkusen,31,1990,7.6,3,28,11,39.3,3.69,1.45,0.11,0.27,17.4,0,0,0,2.0,2.0,0.07,+1.0,+1.0,Matches
Jude Bellingham,eng ENG,MF,Dortmund,18,2003,31.0,3,44,12,27.3,1.42,0.39,0.07,0.25,18.1,0,0,0,4.8,4.8,0.11,-1.8,-1.8,Matches
George Bello,us USA,DF,Arminia,19,2002,4.8,0,3,0,0.0,0.62,0.00,0.00,,24.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
László Bénes,sk SVK,MF,M'Gladbach,23,1997,2.7,0,7,5,71.4,2.56,1.83,0.00,0.00,22.6,2,0,0,0.6,0.6,0.08,-0.6,-0.6,Matches
Keanan Bennetts,eng ENG,"FW,DF",M'Gladbach,22,1999,0.6,0,1,0,0.0,1.80,0.00,0.00,,19.3,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
Ramy Bensebaini,dz ALG,DF,M'Gladbach,26,1995,22.4,4,28,7,25.0,1.25,0.31,0.07,0.29,17.4,1,2,2,3.7,2.1,0.07,+0.3,-0.1,Matches
Jordan Beyer,de GER,DF,M'Gladbach,21,2000,15.4,0,7,0,0.0,0.46,0.00,0.00,,13.1,0,0,0,0.6,0.6,0.09,-0.6,-0.6,Matches
Bartosz Białek,pl POL,"FW,DF",Wolfsburg,19,2001,2.0,0,6,2,33.3,3.03,1.01,0.00,0.00,13.7,0,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches
Ermin Bičakčić,ba BIH,DF,Hoffenheim,31,1990,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Tom Bischof,de GER,MF,Hoffenheim,16,2005,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Danny Blum,de GER,FW,Bochum,30,1991,3.8,2,11,5,45.5,2.86,1.30,0.18,0.40,16.5,1,0,0,0.8,0.8,0.07,+1.2,+1.2,Matches
Kevin-Prince Boateng,gh GHA,"MF,FW",Hertha BSC,34,1987,7.7,0,10,2,20.0,1.29,0.26,0.00,0.00,22.5,0,0,0,0.3,0.3,0.03,-0.3,-0.3,Matches
Herbert Bockhorn,de GER,DF,Bochum,26,1995,9.4,0,7,2,28.6,0.74,0.21,0.00,0.00,23.4,1,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
Jean-Paul Boëtius,nl NED,MF,Mainz 05,27,1994,20.0,2,24,8,33.3,1.20,0.40,0.08,0.25,24.4,1,0,0,1.0,1.0,0.04,+1.0,+1.0,Matches
Tarsis Bonga,de GER,"MF,FW",Bochum,24,1997,0.2,0,3,1,33.3,15.88,5.29,0.00,0.00,14.9,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches
Solomon Bonnah,nl NED,DF,RB Leipzig,17,2003,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Sebastiaan Bornauw,be BEL,DF,Wolfsburg,22,1999,22.3,1,13,4,30.8,0.58,0.18,0.08,0.25,11.0,0,0,0,1.1,1.1,0.09,-0.1,-0.1,Matches
Rafael Borré,co COL,FW,Eint Frankfurt,25,1995,26.4,8,53,24,45.3,2.01,0.91,0.15,0.33,14.5,0,0,0,7.5,7.5,0.14,+0.5,+0.5,Matches
Dedryck Boyata,be BEL,DF,Hertha BSC,30,1990,21.1,0,10,2,20.0,0.47,0.09,0.00,0.00,9.7,0,0,0,0.8,0.8,0.08,-0.8,-0.8,Matches
Julian Brandt,de GER,"MF,FW",Dortmund,25,1996,23.1,9,34,15,44.1,1.47,0.65,0.26,0.60,17.1,0,0,0,4.9,4.9,0.14,+4.1,+4.1,Matches
Iker Bravo,es ESP,FW,Leverkusen,16,2005,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Fabian Bredlow,de GER,GK,Stuttgart,26,1995,4.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Josip Brekalo,hr CRO,FW,Wolfsburg,23,1998,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Brian Brobbey,nl NED,"FW,MF",RB Leipzig,19,2002,1.5,0,4,0,0.0,2.75,0.00,0.00,,8.1,0,0,0,0.6,0.6,0.16,-0.6,-0.6,Matches
John Brooks,us USA,DF,Wolfsburg,28,1993,29.1,1,11,1,9.1,0.38,0.03,0.09,1.00,14.6,0,0,0,0.7,0.7,0.06,+0.3,+0.3,Matches
Daniel Brosinski,de GER,DF,Mainz 05,33,1988,4.3,0,1,0,0.0,0.23,0.00,0.00,,38.7,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
Cédric Brunner,ch SUI,DF,Arminia,27,1994,24.3,0,10,0,0.0,0.41,0.00,0.00,,27.3,0,0,0,0.2,0.2,0.02,-0.2,-0.2,Matches
Jacob Bruun Larsen,dk DEN,"FW,MF",Hoffenheim,22,1998,9.0,4,18,7,38.9,2.00,0.78,0.22,0.57,12.3,0,0,0,2.8,2.8,0.16,+1.2,+1.2,Matches
Sascha Burchert,de GER,GK,Greuther Fürth,31,1989,14.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Delano Burgzorg,nl NED,MF,Mainz 05,22,1998,0.3,1,2,1,50.0,6.67,3.33,0.50,1.00,12.1,0,0,0,0.3,0.3,0.13,+0.7,+0.7,Matches
Jonathan Burkardt,de GER,"FW,MF",Mainz 05,21,2000,29.0,11,78,33,42.3,2.69,1.14,0.13,0.30,14.4,0,1,1,12.8,12.0,0.15,-1.8,-2.0,Matches
Roman Bürki,ch SUI,GK,Dortmund,30,1990,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Jamie Bynoe-Gittens,eng ENG,FW,Dortmund,16,2004,1.5,0,1,1,100.0,0.67,0.67,0.00,0.00,13.4,0,0,0,0.4,0.4,0.39,-0.4,-0.4,Matches
Daniel Caligiuri,it ITA,"DF,MF",Augsburg,33,1988,22.3,4,33,10,30.3,1.48,0.45,0.03,0.10,24.2,4,3,3,4.3,1.9,0.06,-0.3,-0.9,Matches
Emre Can,de GER,"DF,MF",Dortmund,27,1994,18.8,5,7,2,28.6,0.37,0.11,0.14,0.50,30.6,0,4,4,3.3,0.2,0.03,+1.7,+0.8,Matches
Koen Casteels,be BEL,GK,Wolfsburg,29,1992,28.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Gonzalo Castro,de GER,"MF,FW",Arminia,34,1987,4.8,1,8,2,25.0,1.65,0.41,0.13,0.50,20.9,2,0,0,0.8,0.8,0.10,+0.2,+0.2,Matches
Julian Chabot,de GER,DF,Köln,23,1998,2.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Timothy Chandler,us USA,DF,Eint Frankfurt,31,1990,13.5,0,13,3,23.1,0.97,0.22,0.00,0.00,15.3,0,0,0,0.5,0.5,0.04,-0.5,-0.5,Matches
Justin Che,us USA,"FW,DF",Hoffenheim,17,2003,0.5,0,1,0,0.0,2.20,0.00,0.00,,9.6,0,0,0,0.1,0.1,0.11,-0.1,-0.1,Matches
Max Christiansen,de GER,MF,Greuther Fürth,24,1996,22.8,0,10,1,10.0,0.44,0.04,0.00,0.00,24.6,0,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches
Kingsley Coman,fr FRA,"FW,DF",Bayern Munich,25,1996,15.1,6,46,20,43.5,3.05,1.32,0.13,0.30,17.2,0,0,0,4.0,4.0,0.09,+2.0,+2.0,Matches
Lucas Copado,de GER,FW,Bayern Munich,17,2004,0.2,0,1,0,0.0,5.63,0.00,0.00,,17.7,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
Sergio Córdova,ve VEN,"FW,MF",Augsburg,23,1997,3.6,0,7,1,14.3,1.92,0.27,0.00,0.00,10.9,0,0,0,0.7,0.7,0.10,-0.7,-0.7,Matches
Danny da Costa,de GER,"DF,MF",Eint Frankfurt,28,1993,8.1,0,2,0,0.0,0.25,0.00,0.00,,12.3,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
Tanguy Coulibaly,fr FRA,"FW,MF",Stuttgart,20,2001,12.0,0,13,3,23.1,1.08,0.25,0.00,0.00,16.8,0,0,0,0.8,0.8,0.06,-0.8,-0.8,Matches
Mickaël Cuisance,fr FRA,MF,Bayern Munich,21,1999,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Matheus Cunha,br BRA,FW,Hertha BSC,22,1999,0.7,0,2,1,50.0,2.81,1.41,0.00,0.00,11.1,0,0,0,0.3,0.3,0.14,-0.3,-0.3,Matches
Rafael Czichos,de GER,DF,Köln,31,1990,15.6,0,2,0,0.0,0.13,0.00,0.00,,6.7,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
Lennart-Marten Czyborra,de GER,DF,Arminia,22,1999,1.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Moanes Dabbur,il ISR,"FW,MF",Hoffenheim,29,1992,14.6,3,33,9,27.3,2.27,0.62,0.09,0.33,12.4,0,0,0,4.5,4.5,0.14,-1.5,-1.5,Matches
Finn Dahmen,de GER,GK,Mainz 05,23,1998,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Mahmoud Dahoud,de GER,MF,Dortmund,25,1996,18.4,2,22,4,18.2,1.19,0.22,0.09,0.50,23.7,0,0,0,1.2,1.2,0.06,+0.8,+0.8,Matches
Márton Dárdai,de GER,DF,Hertha BSC,19,2002,8.4,0,4,3,75.0,0.48,0.36,0.00,0.00,16.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Vladimír Darida,cz CZE,MF,Hertha BSC,30,1990,19.8,2,24,9,37.5,1.21,0.45,0.08,0.22,21.8,1,0,0,1.9,1.9,0.08,+0.1,+0.1,Matches
Alphonso Davies,ca CAN,DF,Bayern Munich,20,2000,19.3,0,18,6,33.3,0.93,0.31,0.00,0.00,16.6,0,0,0,1.3,1.3,0.07,-1.3,-1.3,Matches
Saulo Decarli,ch SUI,DF,Bochum,29,1992,0.1,0,1,1,100.0,10.00,10.00,0.00,0.00,14.0,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
Thomas Delaney,dk DEN,MF,Dortmund,29,1991,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Kerem Demirbay,de GER,MF,Leverkusen,28,1993,22.8,1,36,11,30.6,1.58,0.48,0.00,0.00,25.4,6,1,2,3.3,1.8,0.05,-2.3,-1.8,Matches
Ermedin Demirović,ba BIH,FW,Freiburg,23,1998,9.7,2,25,9,36.0,2.58,0.93,0.08,0.22,12.7,0,0,0,3.0,3.0,0.12,-1.0,-1.0,Matches
Mike van der Hoorn,nl NED,DF,Arminia,28,1992,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Moussa Diaby,fr FRA,"FW,MF",Leverkusen,22,1999,30.7,13,53,26,49.1,1.73,0.85,0.25,0.50,16.2,0,0,1,8.0,7.2,0.14,+5.0,+5.8,Matches
Daniel Didavi,de GER,"MF,FW",Stuttgart,31,1990,3.1,0,7,3,42.9,2.27,0.97,0.00,0.00,17.2,1,0,0,0.8,0.8,0.11,-0.8,-0.8,Matches
Javairô Dilrosun,nl NED,FW,Hertha BSC,23,1998,1.5,0,1,0,0.0,0.65,0.00,0.00,,22.6,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
Lee Dongjun,kr KOR,"MF,FW",Hertha BSC,24,1997,1.3,0,3,1,33.3,2.29,0.76,0.00,0.00,12.9,0,0,0,0.3,0.3,0.08,-0.3,-0.3,Matches
Niklas Dorsch,de GER,MF,Augsburg,23,1998,25.8,1,12,1,8.3,0.46,0.04,0.08,1.00,29.4,0,0,0,0.2,0.2,0.02,+0.8,+0.8,Matches
Ondrej Duda,sk SVK,"MF,FW",Köln,26,1994,17.9,2,42,14,33.3,2.35,0.78,0.05,0.14,19.8,0,0,0,3.9,3.9,0.10,-1.9,-1.9,Matches
Jeremy Dudziak,tn TUN,"MF,FW",Greuther Fürth,25,1995,12.6,2,16,4,25.0,1.27,0.32,0.13,0.50,14.3,0,0,0,2.4,2.4,0.16,-0.4,-0.4,Matches
Erik Durm,de GER,DF,Eint Frankfurt,29,1992,5.3,0,1,0,0.0,0.19,0.00,0.00,,32.2,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
Maximilian Eggestein,de GER,MF,Freiburg,24,1996,24.4,1,23,6,26.1,0.94,0.25,0.04,0.17,21.8,0,0,0,1.1,1.1,0.05,-0.1,-0.1,Matches
Lilian Egloff,de GER,"MF,DF",Stuttgart,18,2002,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Kingsley Ehizibue,nl NED,DF,Köln,26,1995,7.6,0,6,0,0.0,0.79,0.00,0.00,,24.9,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
Julian Eitschberger,de GER,DF,Hertha BSC,17,2004,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Jurgen Ekkelenkamp,nl NED,"MF,FW",Hertha BSC,21,2000,8.0,3,14,4,28.6,1.75,0.50,0.21,0.75,14.6,0,0,0,1.5,1.5,0.11,+1.5,+1.5,Matches
Nico Elvedi,ch SUI,DF,M'Gladbach,24,1996,27.0,1,13,1,7.7,0.48,0.04,0.08,1.00,10.0,0,0,0,1.1,1.1,0.09,-0.1,-0.1,Matches
Breel Embolo,ch SUI,FW,M'Gladbach,24,1997,24.1,9,48,23,47.9,1.99,0.96,0.19,0.39,13.7,0,0,0,8.4,8.4,0.19,-0.4,-0.4,Matches
Keita Endo,jp JPN,MF,Union Berlin,23,1997,0.6,0,2,1,50.0,3.27,1.64,0.00,0.00,17.8,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
Wataru Endo,jp JPN,MF,Stuttgart,28,1993,32.2,4,45,16,35.6,1.40,0.50,0.09,0.25,16.3,0,0,0,5.0,4.8,0.11,-1.0,-0.8,Matches
Michael Esser,de GER,GK,Bochum,33,1987,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Wahid Faghir,dk DEN,FW,Stuttgart,18,2003,1.4,1,5,1,20.0,3.66,0.73,0.20,1.00,17.3,0,0,0,0.4,0.4,0.07,+0.6,+0.6,Matches
Ömer Faruk Beyaz,tr TUR,"DF,MF",Stuttgart,17,2003,0.8,0,3,1,33.3,3.80,1.27,0.00,0.00,20.8,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
Adrian Fein,de GER,MF,Greuther Fürth,22,1999,0.4,0,1,0,0.0,2.81,0.00,0.00,,28.3,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
Ohis Felix Uduokhai,de GER,DF,Augsburg,23,1997,8.7,0,2,0,0.0,0.23,0.00,0.00,,11.5,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches
Edimilson Fernandes,ch SUI,"MF,FW",Arminia,25,1996,3.1,0,4,2,50.0,1.27,0.64,0.00,0.00,41.8,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
Alfreð Finnbogason,is ISL,FW,Augsburg,32,1989,3.2,2,6,4,66.7,1.85,1.23,0.33,0.50,12.8,0,0,0,1.3,1.3,0.22,+0.7,+0.7,Matches
Mark Flekken,nl NED,GK,Freiburg,28,1993,32.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Emil Forsberg,se SWE,MF,RB Leipzig,29,1991,19.0,6,38,11,28.9,2.00,0.58,0.05,0.18,19.0,2,4,4,8.0,4.8,0.13,-2.0,-2.8,Matches
Philipp Förster,de GER,"MF,FW",Stuttgart,26,1995,10.7,2,29,7,24.1,2.70,0.65,0.07,0.29,17.9,1,0,0,2.8,2.8,0.09,-0.8,-0.8,Matches
Timothy Fosu-Mensah,nl NED,DF,Leverkusen,23,1998,1.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Raphael Framberger,de GER,DF,Augsburg,25,1995,9.4,0,1,0,0.0,0.11,0.00,0.00,,21.0,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
Marvin Friedrich,de GER,DF,M'Gladbach,25,1995,6.7,0,5,1,20.0,0.75,0.15,0.00,0.00,15.0,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches
Marvin Friedrich,de GER,DF,Union Berlin,25,1995,13.0,0,14,4,28.6,1.08,0.31,0.00,0.00,13.6,0,0,0,1.1,1.1,0.08,-1.1,-1.1,Matches
Jeremie Frimpong,nl NED,DF,Leverkusen,20,2000,22.8,1,11,4,36.4,0.48,0.18,0.09,0.25,19.2,0,0,0,0.6,0.6,0.06,+0.4,+0.4,Matches
Christian Früchtl,de GER,GK,Bayern Munich,21,2000,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Chris Führich,de GER,"FW,MF",Stuttgart,23,1998,19.0,3,30,12,40.0,1.58,0.63,0.10,0.25,19.6,0,0,0,3.2,3.2,0.11,-0.2,-0.2,Matches
Marius Funk,de GER,GK,Greuther Fürth,25,1996,8.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Stephan Fürstner,de GER,MF,Mainz 05,33,1987,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Mijat Gaćinović,rs SRB,"FW,MF",Hoffenheim,26,1995,1.2,0,1,0,0.0,0.82,0.00,0.00,,10.9,0,0,0,0.1,0.1,0.13,-0.1,-0.1,Matches
Cristian Gamboa,cr CRC,DF,Bochum,31,1989,19.1,1,5,1,20.0,0.26,0.05,0.20,1.00,27.3,0,0,0,0.1,0.1,0.02,+0.9,+0.9,Matches
Silvère Ganvoula M'Boussy,cg CGO,FW,Bochum,25,1996,1.7,0,3,1,33.3,1.76,0.59,0.00,0.00,8.1,0,0,0,0.8,0.8,0.26,-0.8,-0.8,Matches
Linus Gechter,de GER,DF,Hertha BSC,17,2004,8.0,1,5,1,20.0,0.63,0.13,0.20,1.00,9.6,0,0,0,0.5,0.5,0.11,+0.5,+0.5,Matches
Dennis Geiger,de GER,MF,Hoffenheim,23,1998,15.3,2,14,2,14.3,0.92,0.13,0.14,1.00,20.4,0,0,0,0.9,0.9,0.07,+1.1,+1.1,Matches
Yannick Gerhardt,de GER,"MF,DF",Wolfsburg,27,1994,17.5,1,14,3,21.4,0.80,0.17,0.07,0.33,15.6,0,0,0,2.2,2.2,0.16,-1.2,-1.2,Matches
