player,nationality,position,team,age,birth_year,minutes_90s,goals,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_free_kicks,pens_made,pens_att,xg,npxg,npxg_per_shot,xg_net,npxg_net,matches
Taiwo Awoniyi,ng NGA,FW,Union Berlin,22,1997,15.1,5,30,13,43.3,1.99,0.86,0.17,0.38,11.2,0,0,0,6.1,6.1,0.21,-1.1,-1.1,Matches
Mehmet Aydin,de GER,DF,Schalke 04,18,2002,5.6,0,1,0,0.0,0.18,0.00,0.00,,28.1,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
Leon Bailey,jm JAM,"FW,MF",Leverkusen,22,1997,23.8,9,58,21,36.2,2.44,0.88,0.16,0.43,20.5,3,0,0,6.2,6.2,0.11,+2.8,+2.8,Matches
Ridle Baku,de GER,"FW,DF",Wolfsburg,22,1998,29.8,6,35,12,34.3,1.18,0.40,0.17,0.50,18.7,0,0,0,3.4,3.4,0.10,+2.6,+2.6,Matches
Ridle Baku,de GER,DF,Mainz 05,22,1998,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Philipp Bargfrede,de GER,MF,Werder Bremen,31,1989,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Aymen Barkok,ma MAR,"MF,DF",Eint Frankfurt,22,1998,10.9,2,19,6,31.6,1.75,0.55,0.11,0.33,21.4,1,0,0,1.9,1.9,0.10,+0.1,+0.1,Matches
Leandro Barreiro Martins,lu LUX,MF,Mainz 05,20,2000,25.6,2,33,10,30.3,1.29,0.39,0.06,0.20,15.7,0,0,0,4.5,4.5,0.14,-2.5,-2.5,Matches
Jacob Barrett Laursen,dk DEN,DF,Arminia,25,1994,12.3,0,2,0,0.0,0.16,0.00,0.00,,23.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Oliver Baumann,de GER,GK,Hoffenheim,30,1990,31.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Julian Baumgartlinger,at AUT,MF,Leverkusen,32,1988,11.9,2,7,4,57.1,0.59,0.34,0.29,0.50,15.7,0,0,0,1.0,1.0,0.14,+1.0,+1.0,Matches
Christoph Baumgartner,at AUT,"MF,FW",Hoffenheim,20,1999,26.3,6,61,21,34.4,2.32,0.80,0.10,0.29,16.1,1,0,0,5.9,5.9,0.10,+0.1,+0.1,Matches
Noah Joel Sarenren Bazee,ng NGA,"FW,MF",Augsburg,23,1996,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Ihlas Bebou,tg TOG,"FW,MF",Hoffenheim,26,1994,24.4,9,48,19,39.6,1.96,0.78,0.19,0.47,12.7,0,0,0,9.9,9.9,0.21,-0.9,-0.9,Matches
Sheraldo Becker,sr SUR,"FW,MF",Union Berlin,25,1995,12.3,3,31,10,32.3,2.52,0.81,0.10,0.30,22.1,0,0,0,1.5,1.5,0.05,+1.5,+1.5,Matches
Timo Becker,de GER,DF,Schalke 04,23,1997,18.2,0,5,1,20.0,0.27,0.05,0.00,0.00,19.7,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
Brian Behrendt,de GER,DF,Arminia,28,1991,0.9,0,2,0,0.0,2.28,0.00,0.00,,30.9,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
Maximilian Beier,de GER,"FW,DF",Hoffenheim,17,2002,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Ishak Belfodil,dz ALG,"FW,MF",Hoffenheim,28,1992,6.6,0,12,3,25.0,1.81,0.45,0.00,0.00,12.0,0,0,0,1.5,1.5,0.13,-1.5,-1.5,Matches
Stefan Bell,de GER,DF,Mainz 05,28,1991,14.1,1,8,2,25.0,0.57,0.14,0.13,0.50,14.0,0,0,0,0.5,0.5,0.07,+0.5,+0.5,Matches
Karim Bellarabi,de GER,"FW,MF",Leverkusen,30,1990,8.9,0,28,8,28.6,3.16,0.90,0.00,0.00,17.7,0,0,0,1.8,1.8,0.06,-1.8,-1.8,Matches
Jude Bellingham,eng ENG,MF,Dortmund,17,2003,18.9,1,33,8,24.2,1.75,0.42,0.03,0.13,19.8,0,0,0,2.5,2.5,0.08,-1.5,-1.5,Matches
Lars Bender,de GER,DF,Leverkusen,31,1989,10.4,1,8,0,0.0,0.77,0.00,0.00,,17.6,0,1,1,1.7,0.9,0.11,-0.7,-0.9,Matches
Sven Bender,de GER,DF,Leverkusen,31,1989,13.0,0,3,1,33.3,0.23,0.08,0.00,0.00,10.9,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
László Bénes,sk SVK,MF,Augsburg,22,1997,7.3,1,8,3,37.5,1.09,0.41,0.13,0.33,20.8,1,0,0,0.5,0.5,0.06,+0.5,+0.5,Matches
László Bénes,sk SVK,MF,M'Gladbach,22,1997,1.7,0,2,0,0.0,1.20,0.00,0.00,,30.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Ramy Bensebaini,dz ALG,DF,M'Gladbach,25,1995,20.1,4,21,7,33.3,1.04,0.35,0.14,0.43,16.0,0,1,1,2.3,1.6,0.07,+1.7,+1.4,Matches
Nabil Bentaleb,dz ALG,MF,Schalke 04,25,1994,6.1,0,0,0,,0.00,0.00,,,,0,0,1,0.8,0.0,,-0.8,0.0,Matches
Jordan Beyer,de GER,DF,M'Gladbach,20,2000,2.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Bartosz Białek,pl POL,"FW,MF",Wolfsburg,18,2001,3.0,2,9,5,55.6,3.00,1.67,0.22,0.40,12.0,0,0,0,1.9,1.9,0.21,+0.1,+0.1,Matches
Ermin Bičakčić,ba BIH,DF,Hoffenheim,30,1990,1.4,1,2,1,50.0,1.41,0.70,0.50,1.00,4.7,0,0,0,0.4,0.4,0.18,+0.6,+0.6,Matches
Leonardo Bittencourt,de GER,"MF,FW",Werder Bremen,26,1993,16.8,4,42,10,23.8,2.50,0.59,0.07,0.30,22.1,7,1,1,4.3,3.6,0.08,-0.3,-0.6,Matches
Jérôme Boateng,de GER,DF,Bayern Munich,31,1988,26.3,1,9,3,33.3,0.34,0.11,0.11,0.33,18.1,0,0,0,0.4,0.4,0.04,+0.6,+0.6,Matches
Jean-Paul Boëtius,nl NED,"MF,FW",Mainz 05,26,1994,22.9,2,29,10,34.5,1.26,0.44,0.07,0.20,20.6,0,0,0,2.6,2.6,0.09,-0.6,-0.6,Matches
Melayro Bogarde,nl NED,"DF,MF",Hoffenheim,18,2002,3.1,0,4,2,50.0,1.30,0.65,0.00,0.00,22.9,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
Elias Bördner,de GER,GK,Eint Frankfurt,18,2002,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Dennis Borkowski,de GER,"MF,FW",RB Leipzig,18,2002,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Sebastiaan Bornauw,be BEL,DF,Köln,21,1999,23.1,1,18,5,27.8,0.78,0.22,0.06,0.20,10.5,0,0,0,1.5,1.5,0.08,-0.5,-0.5,Matches
Nassim Boujellab,ma MAR,"MF,FW",Schalke 04,21,1999,6.7,1,14,5,35.7,2.08,0.74,0.07,0.20,17.5,0,0,0,1.6,1.6,0.11,-0.6,-0.6,Matches
Dedryck Boyata,be BEL,DF,Hertha BSC,29,1990,17.2,1,10,1,10.0,0.58,0.06,0.10,1.00,11.8,0,0,0,0.6,0.6,0.06,+0.4,+0.4,Matches
Can Bozdogan,de GER,"MF,FW",Schalke 04,19,2001,7.2,0,8,2,25.0,1.11,0.28,0.00,0.00,23.5,1,0,0,0.5,0.5,0.07,-0.5,-0.5,Matches
Julian Brandt,de GER,"FW,MF",Dortmund,24,1996,16.6,3,22,8,36.4,1.32,0.48,0.14,0.38,18.5,1,0,0,2.2,2.2,0.10,+0.8,+0.8,Matches
Fabian Bredlow,de GER,GK,Stuttgart,25,1995,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Josip Brekalo,hr CRO,FW,Wolfsburg,22,1998,20.2,7,47,21,44.7,2.33,1.04,0.15,0.33,20.8,2,0,0,3.6,3.6,0.08,+3.4,+3.4,Matches
Joshua Brenet,nl NED,DF,Hoffenheim,26,1994,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
John Brooks,us USA,DF,Wolfsburg,27,1993,30.8,2,19,5,26.3,0.62,0.16,0.11,0.40,10.9,0,0,0,1.6,1.6,0.09,+0.4,+0.4,Matches
Daniel Brosinski,de GER,"DF,FW",Mainz 05,32,1988,15.9,2,8,1,12.5,0.50,0.06,0.00,0.00,27.6,3,2,2,2.0,0.4,0.05,0.0,-0.4,Matches
Cédric Brunner,ch SUI,DF,Arminia,26,1994,29.5,0,6,1,16.7,0.20,0.03,0.00,0.00,15.7,0,0,0,0.5,0.5,0.09,-0.5,-0.5,Matches
Jacob Bruun Larsen,dk DEN,"MF,FW",Hoffenheim,21,1998,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Marius Bülter,de GER,"FW,MF",Union Berlin,27,1993,10.9,1,17,6,35.3,1.57,0.55,0.06,0.17,19.2,0,0,0,1.5,1.5,0.09,-0.5,-0.5,Matches
Jonathan Burkardt,de GER,"FW,MF",Mainz 05,20,2000,15.3,2,29,10,34.5,1.90,0.66,0.07,0.20,14.2,0,0,0,3.7,3.7,0.13,-1.7,-1.7,Matches
Nishan Burkart,ch SUI,MF,Freiburg,20,2000,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Roman Bürki,ch SUI,GK,Dortmund,29,1990,18.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Kerim Calhanoglu,de GER,DF,Schalke 04,17,2002,3.3,0,1,1,100.0,0.30,0.30,0.00,0.00,14.0,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
Daniel Caligiuri,it ITA,"MF,FW",Augsburg,32,1988,29.6,6,37,13,35.1,1.25,0.44,0.11,0.31,22.3,8,2,3,4.8,2.4,0.07,+1.2,+1.6,Matches
Emre Can,de GER,"DF,MF",Dortmund,26,1994,23.7,1,17,4,23.5,0.72,0.17,0.06,0.25,18.8,0,0,0,1.0,1.0,0.06,0.0,0.0,Matches
Koen Casteels,be BEL,GK,Wolfsburg,28,1992,32.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Gonzalo Castro,de GER,MF,Stuttgart,33,1987,19.2,4,30,11,36.7,1.56,0.57,0.13,0.36,19.3,2,0,0,3.3,3.3,0.11,+0.7,+0.7,Matches
Sava Cestic,rs SRB,DF,Köln,19,2001,10.0,0,1,0,0.0,0.10,0.00,0.00,,5.7,0,0,0,0.2,0.2,0.22,-0.2,-0.2,Matches
Timothy Chandler,us USA,DF,Eint Frankfurt,30,1990,4.8,1,6,2,33.3,1.25,0.42,0.17,0.50,14.3,0,0,0,0.8,0.8,0.13,+0.2,+0.2,Matches
Kwon Chang-hoon,kr KOR,"MF,FW",Freiburg,26,1994,2.4,0,2,0,0.0,0.83,0.00,0.00,,14.0,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches
Tahith Chong,nl NED,"MF,FW",Werder Bremen,20,1999,4.3,0,9,1,11.1,2.10,0.23,0.00,0.00,20.9,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
Darko Churlinov,mk MKD,"DF,MF",Stuttgart,20,2000,2.4,0,2,0,0.0,0.83,0.00,0.00,,14.5,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
Tim Civeja,al ALB,MF,Augsburg,18,2002,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Kingsley Coman,fr FRA,"FW,MF",Bayern Munich,24,1996,19.5,5,52,19,36.5,2.67,0.98,0.10,0.26,17.5,0,0,0,4.2,4.2,0.08,+0.8,+0.8,Matches
Jhon Córdoba,co COL,FW,Hertha BSC,27,1993,17.1,7,48,18,37.5,2.81,1.05,0.15,0.39,13.4,0,0,0,6.9,6.9,0.15,+0.1,+0.1,Matches
Sergio Córdova,ve VEN,"FW,MF",Arminia,22,1997,12.1,2,20,4,20.0,1.65,0.33,0.10,0.50,14.9,0,0,0,3.5,3.5,0.17,-1.5,-1.5,Matches
Danny da Costa,de GER,"DF,FW",Mainz 05,27,1993,13.4,0,3,0,0.0,0.22,0.00,0.00,,23.8,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
Danny da Costa,de GER,DF,Eint Frankfurt,27,1993,1.2,0,3,0,0.0,2.45,0.00,0.00,,20.1,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
Douglas Costa,br BRA,"FW,MF",Bayern Munich,29,1990,3.6,1,4,2,50.0,1.13,0.56,0.25,0.50,21.7,0,0,0,0.2,0.2,0.04,+0.8,+0.8,Matches
Tanguy Coulibaly,fr FRA,"DF,FW",Stuttgart,19,2001,16.7,2,26,9,34.6,1.55,0.54,0.08,0.22,17.2,1,0,0,2.8,2.8,0.11,-0.8,-0.8,Matches
Mickaël Cuisance,fr FRA,FW,Bayern Munich,20,1999,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Matheus Cunha,br BRA,"FW,MF",Hertha BSC,21,1999,23.9,7,67,31,46.3,2.81,1.30,0.07,0.16,23.6,8,2,3,8.4,6.1,0.09,-1.4,-1.1,Matches
Rafael Czichos,de GER,DF,Köln,30,1990,25.1,1,10,2,20.0,0.40,0.08,0.10,0.50,7.1,0,0,0,1.8,1.8,0.18,-0.8,-0.8,Matches
Moanes Dabbur,il ISR,"FW,MF",Hoffenheim,28,1992,11.1,4,27,13,48.1,2.43,1.17,0.15,0.31,15.1,1,0,1,5.3,4.5,0.17,-1.3,-0.5,Matches
Finn Dahmen,de GER,GK,Mainz 05,22,1998,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Mahmoud Dahoud,de GER,MF,Dortmund,24,1996,14.0,1,16,5,31.3,1.14,0.36,0.06,0.20,27.5,1,0,0,0.6,0.6,0.04,+0.4,+0.4,Matches
Leon Dajaku,de GER,FW,Union Berlin,19,2001,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Tiago Dantas,pt POR,MF,Bayern Munich,19,2000,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Márton Dárdai,de GER,"DF,MF",Hertha BSC,18,2002,9.1,0,2,0,0.0,0.22,0.00,0.00,,21.7,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
Vladimír Darida,cz CZE,MF,Hertha BSC,29,1990,21.1,1,27,7,25.9,1.28,0.33,0.04,0.14,23.2,1,0,0,1.7,1.7,0.06,-0.7,-0.7,Matches
Alphonso Davies,ca CAN,DF,Bayern Munich,19,2000,19.6,1,4,3,75.0,0.20,0.15,0.25,0.33,23.2,0,0,0,0.2,0.2,0.04,+0.8,+0.8,Matches
Thomas Delaney,dk DEN,MF,Dortmund,28,1991,14.3,1,8,3,37.5,0.56,0.21,0.13,0.33,13.5,0,0,0,0.6,0.6,0.07,+0.4,+0.4,Matches
Kerem Demirbay,de GER,MF,Leverkusen,27,1993,19.4,4,44,13,29.5,2.27,0.67,0.09,0.31,24.2,5,0,0,3.5,3.5,0.08,+0.5,+0.5,Matches
Ermedin Demirović,ba BIH,FW,Freiburg,22,1998,16.6,5,42,19,45.2,2.52,1.14,0.12,0.26,14.3,0,0,0,4.9,4.9,0.12,+0.1,+0.1,Matches
Emmanuel Dennis,ng NGA,FW,Köln,22,1997,5.3,0,5,0,0.0,0.95,0.00,0.00,,13.4,0,0,0,0.6,0.6,0.12,-0.6,-0.6,Matches
Mike van der Hoorn,nl NED,DF,Arminia,27,1992,15.1,0,5,2,40.0,0.33,0.13,0.00,0.00,11.1,0,0,0,0.4,0.4,0.08,-0.4,-0.4,Matches
Moussa Diaby,fr FRA,"FW,MF",Leverkusen,21,1999,26.5,4,50,25,50.0,1.88,0.94,0.08,0.16,18.6,0,0,0,4.6,4.6,0.09,-0.6,-0.6,Matches
Daniel Didavi,de GER,"MF,FW",Stuttgart,30,1990,10.8,4,23,7,30.4,2.13,0.65,0.17,0.57,18.6,4,0,0,2.8,2.8,0.12,+1.2,+1.2,Matches
Javairô Dilrosun,nl NED,"FW,MF",Hertha BSC,22,1998,5.9,0,8,1,12.5,1.36,0.17,0.00,0.00,18.3,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches
Eren Dinkçi,de GER,"MF,FW",Werder Bremen,18,2001,1.2,1,3,2,66.7,2.50,1.67,0.33,0.50,12.9,0,0,0,0.5,0.5,0.17,+0.5,+0.5,Matches
Jonas Dirkner,de GER,MF,Hertha BSC,18,2002,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Ritsu Doan,jp JPN,"MF,FW",Arminia,22,1998,30.8,5,69,21,30.4,2.24,0.68,0.07,0.24,19.9,7,0,0,5.2,5.1,0.07,-0.2,-0.1,Matches
Ji Dong-won,kr KOR,FW,Mainz 05,29,1991,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Bas Dost,nl NED,FW,Eint Frankfurt,31,1989,9.1,4,14,8,57.1,1.54,0.88,0.21,0.38,10.5,0,1,1,4.0,3.2,0.23,0.0,-0.2,Matches
Aleksandar Dragović,at AUT,DF,Leverkusen,29,1991,12.6,1,4,2,50.0,0.32,0.16,0.25,0.50,19.1,0,0,0,0.2,0.2,0.06,+0.8,+0.8,Matches
Dominick Drexler,de GER,"MF,FW",Köln,30,1990,13.7,2,12,2,16.7,0.88,0.15,0.17,1.00,13.6,0,0,0,2.1,2.1,0.17,-0.1,-0.1,Matches
Ondrej Duda,sk SVK,"FW,MF",Köln,25,1994,28.2,7,46,13,28.3,1.63,0.46,0.09,0.31,22.7,4,3,4,6.4,3.3,0.07,+0.6,+0.7,Matches
Erik Durm,de GER,DF,Eint Frankfurt,28,1992,16.4,1,20,6,30.0,1.22,0.36,0.05,0.17,20.0,0,0,0,1.4,1.4,0.07,-0.4,-0.4,Matches
Johannes Eggestein,de GER,"FW,MF",Werder Bremen,22,1998,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Maximilian Eggestein,de GER,MF,Werder Bremen,23,1996,32.7,2,22,5,22.7,0.67,0.15,0.09,0.40,24.6,0,0,0,1.0,1.0,0.05,+1.0,+1.0,Matches
Lilian Egloff,de GER,MF,Stuttgart,17,2002,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Kingsley Ehizibue,nl NED,DF,Köln,25,1995,12.6,0,9,1,11.1,0.71,0.08,0.00,0.00,22.1,0,0,0,0.6,0.6,0.07,-0.6,-0.6,Matches
Nico Elvedi,ch SUI,DF,M'Gladbach,23,1996,28.2,3,12,6,50.0,0.43,0.21,0.25,0.50,10.1,0,0,0,1.7,1.7,0.14,+1.3,+1.3,Matches
Breel Embolo,ch SUI,"FW,MF",M'Gladbach,23,1997,16.0,5,41,20,48.8,2.56,1.25,0.12,0.25,13.3,0,0,0,7.7,7.7,0.20,-2.7,-2.7,Matches
Keita Endo,jp JPN,"MF,FW",Union Berlin,22,1997,5.1,1,8,3,37.5,1.58,0.59,0.13,0.33,15.4,0,0,0,1.4,1.4,0.17,-0.4,-0.4,Matches
Wataru Endo,jp JPN,MF,Stuttgart,27,1993,32.8,3,28,14,50.0,0.85,0.43,0.11,0.21,19.9,0,0,0,2.6,2.6,0.09,+0.4,+0.4,Matches
Patrick Erras,de GER,"FW,MF",Werder Bremen,25,1995,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Ralf Fährmann,de GER,GK,Schalke 04,31,1988,20.8,0,1,0,0.0,0.05,0.00,0.00,,7.2,0,0,0,0.1,0.1,0.14,-0.1,-0.1,Matches
Ohis Felix Uduokhai,de GER,DF,Augsburg,22,1997,29.0,1,13,3,23.1,0.45,0.10,0.08,0.33,12.3,0,0,0,1.7,1.7,0.13,-0.7,-0.7,Matches
Edimilson Fernandes,ch SUI,"MF,FW",Mainz 05,24,1996,9.3,0,12,4,33.3,1.28,0.43,0.00,0.00,23.2,0,0,0,0.5,0.5,0.04,-0.5,-0.5,Matches
Alfreð Finnbogason,is ISL,FW,Augsburg,31,1989,6.0,0,11,6,54.5,1.82,0.99,0.00,0.00,15.8,0,0,2,3.1,1.5,0.14,-3.1,-1.5,Matches
Mark Flekken,nl NED,GK,Freiburg,27,1993,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Florian Flick,de GER,MF,Schalke 04,20,2000,4.0,1,1,1,100.0,0.25,0.25,1.00,1.00,12.3,0,0,0,0.5,0.5,0.47,+0.5,+0.5,Matches
Emil Forsberg,se SWE,"FW,MF",RB Leipzig,28,1991,17.1,7,32,14,43.8,1.87,0.82,0.16,0.36,17.9,2,2,3,6.1,3.7,0.12,+0.9,+1.3,Matches
Philipp Förster,de GER,MF,Stuttgart,25,1995,16.8,3,19,10,52.6,1.13,0.60,0.16,0.30,16.1,0,0,1,3.5,2.7,0.14,-0.5,+0.3,Matches
Timothy Fosu-Mensah,nl NED,DF,Leverkusen,22,1998,4.5,0,2,1,50.0,0.44,0.22,0.00,0.00,14.2,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches
Raphael Framberger,de GER,DF,Augsburg,24,1995,17.1,0,1,1,100.0,0.06,0.06,0.00,0.00,26.0,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
Marco Friedl,at AUT,DF,Werder Bremen,22,1998,30.9,0,8,1,12.5,0.26,0.03,0.00,0.00,26.9,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches
Marvin Friedrich,de GER,DF,Union Berlin,24,1995,34.0,5,25,6,24.0,0.74,0.18,0.20,0.83,12.9,0,0,0,1.6,1.6,0.06,+3.4,+3.4,Matches
Jeremie Frimpong,nl NED,"DF,FW",Leverkusen,19,2000,4.8,0,3,0,0.0,0.62,0.00,0.00,,14.4,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
Niclas Füllkrug,de GER,FW,Werder Bremen,27,1993,9.7,6,33,15,45.5,3.39,1.54,0.12,0.27,14.2,0,2,2,5.0,3.5,0.10,+1.0,+0.5,Matches
