player,nationality,position,team,age,birth_year,minutes_90s,goals,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_free_kicks,pens_made,pens_att,xg,npxg,npxg_per_shot,xg_net,npxg_net,matches
Mijat Gaćinović,rs SRB,"DF,MF",Hoffenheim,25,1995,9.1,0,13,2,15.4,1.42,0.22,0.00,0.00,16.4,0,0,0,2.0,2.0,0.15,-2.0,-2.0,Matches
Christian Gebauer,at AUT,"MF,FW",Arminia,26,1993,7.6,1,10,4,40.0,1.31,0.52,0.10,0.25,15.7,0,0,0,1.9,1.9,0.19,-0.9,-0.9,Matches
Theodor Gebre Selassie,cz CZE,DF,Werder Bremen,33,1986,33.7,3,19,8,42.1,0.56,0.24,0.16,0.38,17.1,0,0,0,1.5,1.5,0.08,+1.5,+1.5,Matches
Emrehan Gedikli,de GER,FW,Leverkusen,17,2003,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Dennis Geiger,de GER,MF,Hoffenheim,22,1998,7.3,1,7,3,42.9,0.96,0.41,0.14,0.33,21.1,0,0,0,0.3,0.3,0.04,+0.7,+0.7,Matches
Christian Gentner,de GER,MF,Union Berlin,34,1985,11.5,0,7,0,0.0,0.61,0.00,0.00,,19.2,0,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches
Yannick Gerhardt,de GER,"MF,FW",Wolfsburg,26,1994,21.5,2,31,11,35.5,1.44,0.51,0.06,0.18,15.2,0,0,0,3.9,3.9,0.13,-1.9,-1.9,Matches
Hamadi Al Ghaddioui,ma MAR,FW,Stuttgart,29,1990,0.5,0,1,0,0.0,1.96,0.00,0.00,,11.0,0,0,0,0.3,0.3,0.25,-0.3,-0.3,Matches
Niko Gießelmann,de GER,DF,Union Berlin,28,1991,4.8,0,4,0,0.0,0.84,0.00,0.00,,27.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Rafał Gikiewicz,pl POL,GK,Augsburg,32,1987,34.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Daniel Ginczek,de GER,"FW,MF",Wolfsburg,29,1991,2.4,0,4,0,0.0,1.67,0.00,0.00,,14.2,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
Matthias Ginter,de GER,DF,M'Gladbach,26,1994,34.0,2,23,8,34.8,0.68,0.24,0.09,0.25,12.6,0,0,0,1.4,1.4,0.06,+0.6,+0.6,Matches
Robert Glatzel,de GER,FW,Mainz 05,26,1994,4.0,2,13,7,53.8,3.26,1.75,0.15,0.29,12.3,0,0,0,2.8,2.8,0.21,-0.8,-0.8,Matches
Serge Gnabry,de GER,"FW,MF",Bayern Munich,25,1995,18.3,10,59,27,45.8,3.23,1.48,0.17,0.37,16.8,0,0,0,8.0,8.0,0.14,+2.0,+2.0,Matches
Akaki Gogia,de GER,"FW,MF",Union Berlin,28,1992,1.6,0,2,2,100.0,1.29,1.29,0.00,0.00,20.9,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
Nicolás González,ar ARG,"FW,MF",Stuttgart,22,1998,10.4,6,45,9,20.0,4.34,0.87,0.07,0.33,18.8,0,3,4,7.4,4.3,0.09,-1.4,-1.3,Matches
Leon Goretzka,de GER,MF,Bayern Munich,25,1995,18.9,5,42,13,31.0,2.22,0.69,0.12,0.38,17.0,0,0,0,3.7,3.7,0.10,+1.3,+1.3,Matches
Jeffrey Gouweleeuw,nl NED,DF,Augsburg,29,1991,31.5,1,7,3,42.9,0.22,0.10,0.14,0.33,22.2,0,0,0,0.3,0.3,0.05,+0.7,+0.7,Matches
Demarai Gray,jm JAM,FW,Leverkusen,24,1996,4.9,1,15,7,46.7,3.05,1.43,0.07,0.14,18.0,0,0,0,1.4,1.4,0.09,-0.4,-0.4,Matches
Michael Gregoritsch,at AUT,"FW,MF",Augsburg,26,1994,9.3,1,12,3,25.0,1.29,0.32,0.08,0.33,19.8,0,0,0,1.5,1.5,0.12,-0.5,-0.5,Matches
Sebastian Griesbeck,de GER,MF,Union Berlin,29,1990,9.9,0,4,1,25.0,0.40,0.10,0.00,0.00,14.8,0,0,0,0.5,0.5,0.13,-0.5,-0.5,Matches
Vincenzo Grifo,it ITA,"MF,FW",Freiburg,27,1993,25.7,9,54,23,42.6,2.10,0.89,0.09,0.22,20.7,7,4,4,8.1,4.9,0.09,+0.9,+0.1,Matches
Lennart Grill,de GER,GK,Leverkusen,21,1999,4.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Florian Grillitsch,at AUT,"MF,DF",Hoffenheim,24,1995,20.9,2,20,9,45.0,0.96,0.43,0.10,0.22,19.8,0,0,0,2.5,2.5,0.13,-0.5,-0.5,Matches
Christian Groß,de GER,"MF,DF",Werder Bremen,31,1989,16.3,0,7,1,14.3,0.43,0.06,0.00,0.00,20.1,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
Ilia Gruev,bg BUL,FW,Werder Bremen,20,2000,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Carlos Gruezo,ec ECU,MF,Augsburg,25,1995,23.2,0,16,0,0.0,0.69,0.00,0.00,,28.7,0,0,0,0.4,0.4,0.02,-0.4,-0.4,Matches
Mattéo Guendouzi,fr FRA,MF,Hertha BSC,21,1999,20.2,2,17,9,52.9,0.84,0.45,0.12,0.22,19.2,0,0,0,1.0,1.0,0.06,+1.0,+1.0,Matches
Raphaël Guerreiro,pt POR,DF,Dortmund,26,1993,24.6,5,37,15,40.5,1.50,0.61,0.14,0.33,20.0,3,0,0,3.8,3.8,0.10,+1.2,+1.2,Matches
Josuha Guilavogui,fr FRA,"MF,DF",Wolfsburg,29,1990,8.3,0,5,0,0.0,0.60,0.00,0.00,,17.0,0,0,0,0.4,0.4,0.07,-0.4,-0.4,Matches
Péter Gulácsi,hu HUN,GK,RB Leipzig,30,1990,33.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Manuel Gulde,de GER,DF,Freiburg,29,1991,21.7,2,9,6,66.7,0.41,0.28,0.22,0.33,10.7,0,0,0,0.8,0.8,0.09,+1.2,+1.2,Matches
Robert Gumny,pl POL,DF,Augsburg,22,1998,15.3,1,6,3,50.0,0.39,0.20,0.17,0.33,16.5,0,0,0,0.5,0.5,0.08,+0.5,+0.5,Matches
Christian Günter,de GER,"DF,MF",Freiburg,27,1993,34.0,3,26,7,26.9,0.76,0.21,0.12,0.43,23.4,1,0,0,1.0,1.0,0.04,+2.0,+2.0,Matches
Erling Haaland,no NOR,FW,Dortmund,20,2000,26.7,27,89,47,52.8,3.33,1.76,0.28,0.53,12.8,0,2,4,23.5,20.3,0.23,+3.5,+4.7,Matches
Janik Haberer,de GER,"MF,FW",Freiburg,26,1994,5.4,0,10,3,30.0,1.85,0.56,0.00,0.00,19.8,0,0,0,0.9,0.9,0.09,-0.9,-0.9,Matches
Alexander Hack,de GER,DF,Mainz 05,26,1993,15.2,1,7,2,28.6,0.46,0.13,0.14,0.50,11.6,0,0,0,0.5,0.5,0.06,+0.5,+0.5,Matches
André Hahn,de GER,"FW,MF",Augsburg,29,1990,22.6,8,43,14,32.6,1.90,0.62,0.19,0.57,15.2,0,0,0,5.0,5.0,0.12,+3.0,+3.0,Matches
Amadou Haidara,ml MLI,"MF,FW",RB Leipzig,22,1998,21.2,3,43,13,30.2,2.03,0.61,0.07,0.23,19.6,1,0,0,3.9,3.9,0.09,-0.9,-0.9,Matches
Marcel Halstenberg,de GER,DF,RB Leipzig,28,1991,18.3,2,13,4,30.8,0.71,0.22,0.08,0.25,20.0,1,1,1,1.9,1.1,0.09,+0.1,-0.1,Matches
Amine Harit,ma MAR,"MF,FW",Schalke 04,23,1997,23.3,2,22,5,22.7,0.94,0.21,0.09,0.40,21.4,1,0,0,1.5,1.5,0.07,+0.5,+0.5,Matches
Marcel Hartel,de GER,MF,Arminia,24,1996,18.7,0,21,6,28.6,1.12,0.32,0.00,0.00,23.6,2,0,0,1.2,1.2,0.06,-1.2,-1.2,Matches
Makoto Hasebe,jp JPN,"DF,MF",Eint Frankfurt,36,1984,25.4,0,2,1,50.0,0.08,0.04,0.00,0.00,21.8,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
Thorgan Hazard,be BEL,"MF,FW",Dortmund,27,1993,7.3,1,10,4,40.0,1.38,0.55,0.10,0.25,18.2,1,0,0,0.8,0.8,0.08,+0.2,+0.2,Matches
Jonas Hector,de GER,"MF,FW",Köln,30,1990,14.3,3,27,8,29.6,1.88,0.56,0.11,0.38,16.9,0,0,0,3.1,3.1,0.12,-0.1,-0.1,Matches
Hwang Hee-chan,kr KOR,"FW,MF",RB Leipzig,24,1996,5.1,0,10,5,50.0,1.96,0.98,0.00,0.00,12.4,0,0,0,1.8,1.8,0.18,-1.8,-1.8,Matches
Dominique Heintz,de GER,DF,Freiburg,26,1993,15.2,0,3,1,33.3,0.20,0.07,0.00,0.00,19.0,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
Benjamin Henrichs,de GER,"DF,MF",RB Leipzig,23,1997,6.0,0,5,2,40.0,0.83,0.33,0.00,0.00,23.4,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
Lucas Hernández,fr FRA,DF,Bayern Munich,24,1996,17.7,0,5,1,20.0,0.28,0.06,0.00,0.00,15.0,0,0,0,0.7,0.7,0.15,-0.7,-0.7,Matches
Patrick Herrmann,de GER,"FW,MF",M'Gladbach,29,1991,9.7,0,19,7,36.8,1.95,0.72,0.00,0.00,16.2,1,0,0,2.3,2.3,0.12,-2.3,-2.3,Matches
Martin Hinteregger,at AUT,DF,Eint Frankfurt,27,1992,28.1,2,23,7,30.4,0.82,0.25,0.09,0.29,13.2,0,0,0,2.4,2.4,0.10,-0.4,-0.4,Matches
Marwin Hitz,ch SUI,GK,Dortmund,32,1987,15.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Nicolas Höfler,de GER,MF,Freiburg,30,1990,30.3,1,20,8,40.0,0.66,0.26,0.05,0.13,16.6,0,0,0,1.5,1.5,0.07,-0.5,-0.5,Matches
Jonas Hofmann,de GER,"FW,MF",M'Gladbach,28,1992,20.2,6,22,8,36.4,1.09,0.40,0.14,0.38,21.7,0,3,3,4.9,2.5,0.12,+1.1,+0.5,Matches
Marco Höger,de GER,"DF,MF",Köln,30,1989,0.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Lucas Höler,de GER,"FW,MF",Freiburg,26,1994,23.2,4,42,12,28.6,1.81,0.52,0.10,0.33,12.7,0,0,0,8.5,8.5,0.21,-4.5,-4.5,Matches
Matthew Hoppe,us USA,FW,Schalke 04,19,2001,14.5,6,20,8,40.0,1.38,0.55,0.30,0.75,12.7,0,0,0,3.8,3.8,0.19,+2.2,+2.2,Matches
Jannes Horn,de GER,DF,Köln,23,1997,19.6,0,6,1,16.7,0.31,0.05,0.00,0.00,26.1,1,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
Timo Horn,de GER,GK,Köln,27,1993,33.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Lukáš Hrádecký,fi FIN,GK,Leverkusen,30,1989,28.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Ajdin Hrustic,au AUS,"MF,DF",Eint Frankfurt,24,1996,3.0,1,7,4,57.1,2.32,1.32,0.14,0.25,24.8,0,0,0,0.3,0.3,0.05,+0.7,+0.7,Matches
Florian Hübner,de GER,DF,Union Berlin,29,1991,5.8,0,3,1,33.3,0.51,0.17,0.00,0.00,16.6,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
Mats Hummels,de GER,DF,Dortmund,31,1988,31.3,5,30,16,53.3,0.96,0.51,0.17,0.31,10.6,0,0,0,4.6,4.6,0.16,+0.4,+0.4,Matches
Klaas-Jan Huntelaar,nl NED,FW,Schalke 04,36,1983,6.5,2,12,5,41.7,1.84,0.77,0.17,0.40,13.7,2,0,1,3.5,2.7,0.23,-1.5,-0.7,Matches
Iago,br BRA,DF,Augsburg,23,1997,17.3,1,9,2,22.2,0.52,0.12,0.11,0.50,20.3,0,0,0,1.1,1.1,0.12,-0.1,-0.1,Matches
Vedad Ibišević,ba BIH,FW,Schalke 04,35,1984,1.7,0,2,0,0.0,1.15,0.00,0.00,,6.6,0,0,0,1.1,1.1,0.56,-1.1,-1.1,Matches
Blendi Idrizi,xk KVX,MF,Schalke 04,22,1998,2.6,1,4,1,25.0,1.51,0.38,0.25,1.00,23.0,0,0,0,0.2,0.2,0.05,+0.8,+0.8,Matches
Stefan Ilsanker,at AUT,"MF,DF",Eint Frankfurt,31,1989,17.5,1,13,4,30.8,0.74,0.23,0.08,0.25,14.7,0,0,0,1.3,1.3,0.10,-0.3,-0.3,Matches
Marcus Ingvartsen,dk DEN,"MF,FW",Union Berlin,24,1996,21.8,3,37,13,35.1,1.70,0.60,0.08,0.23,19.6,3,0,1,4.0,3.2,0.09,-1.0,-0.2,Matches
Ismail Jakobs,sn SEN,"MF,FW",Köln,20,1999,19.2,1,22,6,27.3,1.15,0.31,0.05,0.17,15.4,0,0,0,2.4,2.4,0.11,-1.4,-1.4,Matches
Tony Jantschke,de GER,DF,M'Gladbach,30,1990,3.0,0,2,1,50.0,0.67,0.33,0.00,0.00,12.3,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches
Rune Jarstein,no NOR,GK,Hertha BSC,35,1984,8.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Tin Jedvaj,hr CRO,DF,Leverkusen,24,1995,1.7,0,1,0,0.0,0.59,0.00,0.00,,19.0,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
Fredrik Jensen,fi FIN,"FW,MF",Augsburg,22,1997,4.2,0,5,1,20.0,1.19,0.24,0.00,0.00,17.8,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches
Marco John,de GER,DF,Hoffenheim,18,2002,11.1,0,5,0,0.0,0.45,0.00,0.00,,24.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Luka Jović,rs SRB,FW,Eint Frankfurt,22,1997,9.9,4,25,6,24.0,2.52,0.60,0.16,0.67,13.7,0,0,0,2.9,2.9,0.12,+1.1,+1.1,Matches
Ozan Kabak,tr TUR,DF,Schalke 04,20,2000,13.8,0,12,0,0.0,0.87,0.00,0.00,,14.2,0,0,0,1.0,1.0,0.09,-1.0,-1.0,Matches
Pavel Kadeřábek,cz CZE,"DF,FW",Hoffenheim,28,1992,17.6,0,10,4,40.0,0.57,0.23,0.00,0.00,11.0,0,0,0,1.1,1.1,0.11,-1.1,-1.1,Matches
Florian Kainz,at AUT,"MF,FW",Köln,27,1992,5.0,1,9,3,33.3,1.81,0.60,0.11,0.33,18.8,0,0,0,0.5,0.5,0.05,+0.5,+0.5,Matches
Sasa Kalajdzic,at AUT,FW,Stuttgart,23,1997,23.7,16,68,29,42.6,2.87,1.22,0.24,0.55,14.0,0,0,0,10.4,10.4,0.15,+5.6,+5.6,Matches
Daichi Kamada,jp JPN,MF,Eint Frankfurt,23,1996,26.2,5,38,11,28.9,1.45,0.42,0.13,0.45,17.3,2,0,0,5.6,5.6,0.15,-0.6,-0.6,Matches
Marcin Kamiński,pl POL,DF,Stuttgart,28,1992,2.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Kevin Kampl,si SVN,MF,RB Leipzig,29,1990,21.5,0,14,1,7.1,0.65,0.05,0.00,0.00,24.2,0,0,0,1.1,1.1,0.08,-1.1,-1.1,Matches
Jimmy Kaparos,de GER,MF,Schalke 04,18,2001,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Atakan Karazor,de GER,"DF,MF",Stuttgart,23,1996,11.5,0,3,1,33.3,0.26,0.09,0.00,0.00,21.7,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
Loris Karius,de GER,GK,Union Berlin,27,1993,3.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Silas Katompa,cd COD,"DF,FW",Stuttgart,21,1998,21.3,11,41,15,36.6,1.92,0.70,0.20,0.53,16.2,0,3,3,7.3,5.0,0.12,+3.7,+3.0,Matches
Noah Katterbach,de GER,"DF,MF",Köln,19,2001,12.3,0,9,2,22.2,0.73,0.16,0.00,0.00,24.7,0,0,0,0.3,0.3,0.03,-0.3,-0.3,Matches
Yannik Keitel,de GER,MF,Freiburg,20,2000,5.5,0,8,1,12.5,1.45,0.18,0.00,0.00,26.4,0,0,0,0.3,0.3,0.03,-0.3,-0.3,Matches
Marc-Oliver Kempf,de GER,DF,Stuttgart,25,1995,30.3,2,17,6,35.3,0.56,0.20,0.12,0.33,17.1,0,0,0,1.1,1.1,0.07,+0.9,+0.9,Matches
Rani Khedira,de GER,MF,Augsburg,26,1994,20.2,1,10,4,40.0,0.50,0.20,0.10,0.25,18.8,0,0,0,1.1,1.1,0.11,-0.1,-0.1,Matches
Sami Khedira,de GER,MF,Hertha BSC,33,1987,4.4,0,1,0,0.0,0.23,0.00,0.00,,23.2,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
Luca Kilian,de GER,DF,Mainz 05,20,1999,4.2,0,1,0,0.0,0.24,0.00,0.00,,12.3,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
Joshua Kimmich,de GER,MF,Bayern Munich,25,1995,24.4,4,37,14,37.8,1.52,0.57,0.11,0.29,24.1,1,0,0,2.3,2.3,0.06,+1.7,+1.7,Matches
Davy Klaassen,nl NED,MF,Werder Bremen,27,1993,2.5,0,4,0,0.0,1.62,0.00,0.00,,23.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Felix Klaus,de GER,"DF,MF",Wolfsburg,27,1992,1.5,0,1,0,0.0,0.66,0.00,0.00,,32.1,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
Klauss,br BRA,"MF,FW",Hoffenheim,23,1997,0.6,0,1,1,100.0,1.76,1.76,0.00,0.00,10.4,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
Philipp Klement,de GER,"MF,FW",Stuttgart,27,1992,4.7,1,7,3,42.9,1.50,0.64,0.14,0.33,25.7,1,0,0,0.3,0.3,0.04,+0.7,+0.7,Matches
Mateo Klimowicz,de GER,"MF,FW",Stuttgart,20,2000,13.3,1,34,10,29.4,2.55,0.75,0.03,0.10,18.8,0,0,0,3.0,3.0,0.09,-2.0,-2.0,Matches
Fabian Klos,de GER,FW,Arminia,32,1987,30.1,5,52,19,36.5,1.73,0.63,0.08,0.21,14.7,0,1,2,7.9,6.3,0.12,-2.9,-2.3,Matches
Lukas Klostermann,de GER,DF,RB Leipzig,24,1996,16.1,1,12,2,16.7,0.75,0.12,0.08,0.50,12.1,0,0,0,0.8,0.8,0.07,+0.2,+0.2,Matches
Justin Kluivert,nl NED,"FW,MF",RB Leipzig,21,1999,9.0,3,18,7,38.9,1.99,0.77,0.17,0.43,16.5,0,0,0,3.6,3.6,0.20,-0.6,-0.6,Matches
Lukas Klünter,de GER,DF,Hertha BSC,24,1996,11.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Ansgar Knauff,de GER,"MF,FW",Dortmund,18,2002,0.8,1,2,1,50.0,2.54,1.27,0.50,1.00,16.3,0,0,0,0.1,0.1,0.04,+0.9,+0.9,Matches
Robin Knoche,de GER,DF,Union Berlin,28,1992,33.8,1,12,4,33.3,0.36,0.12,0.08,0.25,12.9,0,0,0,1.3,1.3,0.11,-0.3,-0.3,Matches
Gregor Kobel,ch SUI,GK,Stuttgart,22,1997,33.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Dominik Kohr,de GER,MF,Mainz 05,26,1994,14.1,1,16,3,18.8,1.14,0.21,0.06,0.33,22.7,0,0,0,0.9,0.9,0.06,+0.1,+0.1,Matches
Dominik Kohr,de GER,"MF,DF",Eint Frankfurt,26,1994,2.9,0,5,0,0.0,1.73,0.00,0.00,,19.5,1,0,0,1.0,1.0,0.20,-1.0,-1.0,Matches
Sead Kolašinac,ba BIH,"DF,MF",Schalke 04,27,1993,15.8,1,6,1,16.7,0.38,0.06,0.17,1.00,15.1,0,0,0,0.3,0.3,0.06,+0.7,+0.7,Matches
Ibrahima Konaté,fr FRA,DF,RB Leipzig,21,1999,7.7,1,4,2,50.0,0.52,0.26,0.25,0.50,9.1,0,0,0,0.7,0.7,0.18,+0.3,+0.3,Matches
Filip Kostić,rs SRB,DF,Eint Frankfurt,27,1992,28.2,4,52,21,40.4,1.85,0.75,0.08,0.19,20.4,5,0,0,4.4,4.4,0.08,-0.4,-0.4,Matches
Andrej Kramarić,hr CRO,"FW,MF",Hoffenheim,29,1991,26.4,20,91,39,42.9,3.44,1.48,0.16,0.38,18.4,7,5,5,14.8,10.8,0.12,+5.2,+4.2,Matches
Christoph Kramer,de GER,MF,M'Gladbach,29,1991,22.6,0,9,1,11.1,0.40,0.04,0.00,0.00,25.0,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
Max Kruse,de GER,"FW,MF",Union Berlin,32,1988,18.1,11,24,13,54.2,1.33,0.72,0.25,0.46,20.8,1,5,6,6.8,2.0,0.08,+4.2,+4.0,Matches
Lukas Kübler,de GER,"DF,MF",Freiburg,27,1992,9.8,0,2,1,50.0,0.20,0.10,0.00,0.00,18.0,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
Pierre Kunde,cm CMR,MF,Mainz 05,25,1995,5.7,0,7,0,0.0,1.23,0.00,0.00,,28.0,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
Fabian Kunze,de GER,MF,Arminia,22,1998,14.1,0,7,1,14.3,0.50,0.07,0.00,0.00,19.6,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
Ahmed Kutucu,tr TUR,"FW,MF",Schalke 04,20,2000,1.2,0,1,0,0.0,0.83,0.00,0.00,,17.7,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
Maxence Lacroix,fr FRA,DF,Wolfsburg,20,2000,28.8,1,16,2,12.5,0.56,0.07,0.06,0.50,9.8,0,0,0,1.4,1.4,0.09,-0.4,-0.4,Matches
Konrad Laimer,at AUT,"DF,MF",RB Leipzig,23,1997,0.9,0,3,2,66.7,3.21,2.14,0.00,0.00,14.1,0,0,0,0.2,0.2,0.07,-0.2,-0.2,Matches
Stefan Lainer,at AUT,DF,M'Gladbach,27,1992,30.8,2,25,9,36.0,0.81,0.29,0.08,0.22,15.5,0,0,0,1.8,1.8,0.07,+0.2,+0.2,Matches
Michael Langer,at AUT,GK,Schalke 04,35,1985,2.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Danny Latza,de GER,MF,Mainz 05,30,1989,20.0,0,22,10,45.5,1.10,0.50,0.00,0.00,18.1,0,0,0,2.1,2.1,0.10,-2.1,-2.1,Matches
Valentino Lazaro,at AUT,"DF,FW",M'Gladbach,24,1996,13.8,2,15,4,26.7,1.09,0.29,0.13,0.50,16.4,0,0,0,2.3,2.3,0.15,-0.3,-0.3,Matches
Mathew Leckie,au AUS,"FW,DF",Hertha BSC,29,1991,5.6,0,2,1,50.0,0.36,0.18,0.00,0.00,12.2,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
Christopher Lenz,de GER,"DF,FW",Union Berlin,25,1994,25.0,0,16,6,37.5,0.64,0.24,0.00,0.00,21.5,0,0,0,1.0,1.0,0.06,-1.0,-1.0,Matches
Robert Lewandowski,pl POL,FW,Bayern Munich,31,1988,27.3,41,128,56,43.8,4.69,2.05,0.26,0.59,13.8,5,8,9,31.3,24.2,0.20,+9.7,+8.8,Matches
Philipp Lienhart,at AUT,DF,Freiburg,24,1996,33.3,4,10,4,40.0,0.30,0.12,0.40,1.00,8.5,0,0,0,1.9,1.9,0.19,+2.1,+2.1,Matches
Dimitris Limnios,gr GRE,"MF,FW",Köln,22,1998,4.2,0,6,2,33.3,1.43,0.48,0.00,0.00,18.8,1,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches
Niklas Lomb,de GER,GK,Leverkusen,27,1993,1.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Eduard Löwen,de GER,"MF,DF",Hertha BSC,23,1997,0.9,0,1,0,0.0,1.06,0.00,0.00,,16.9,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
Jan Luca Schuler,de GER,FW,Schalke 04,21,1999,0.4,0,1,0,0.0,2.25,0.00,0.00,,14.9,0,0,0,0.0,0.0,0.05,0.0,0.0,Matches
Anderson Lucoqui,ao ANG,DF,Arminia,23,1997,17.8,0,8,1,12.5,0.45,0.06,0.00,0.00,29.5,0,0,0,0.2,0.2,0.02,-0.2,-0.2,Matches
Kilian Ludewig,de GER,"DF,FW",Schalke 04,20,2000,5.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Dodi Lukebakio,be BEL,"FW,MF",Hertha BSC,22,1997,20.6,5,40,17,42.5,1.94,0.82,0.08,0.18,16.2,1,2,2,6.9,5.3,0.13,-1.9,-2.3,Matches
Andreas Luthe,de GER,GK,Union Berlin,33,1987,30.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Tim Maciejewski,de GER,FW,Union Berlin,19,2001,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Luca Mack,de GER,MF,Stuttgart,20,2000,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Mikail Maden,no NOR,FW,Schalke 04,18,2002,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Arne Maier,de GER,MF,Arminia,21,1999,11.5,0,11,2,18.2,0.96,0.17,0.00,0.00,20.2,2,0,0,0.6,0.6,0.05,-0.6,-0.6,Matches
Arne Maier,de GER,MF,Hertha BSC,21,1999,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Yunus Mallı,tr TUR,MF,Wolfsburg,28,1992,0.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Orel Mangala,be BEL,MF,Stuttgart,22,1998,23.4,1,26,8,30.8,1.11,0.34,0.04,0.13,21.2,0,0,0,1.2,1.2,0.05,-0.2,-0.2,Matches
Omar Marmoush,eg EGY,FW,Wolfsburg,21,1999,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Aarón Martín,es ESP,"DF,FW",Mainz 05,23,1997,2.9,0,1,0,0.0,0.34,0.00,0.00,,20.4,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
Javi Martínez,es ESP,"DF,MF",Bayern Munich,31,1988,5.2,0,2,0,0.0,0.39,0.00,0.00,,11.0,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
Josep Martinez,es ESP,GK,RB Leipzig,22,1998,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Omar Mascarell,es ESP,MF,Schalke 04,27,1993,19.6,1,10,3,30.0,0.51,0.15,0.10,0.33,26.3,1,0,0,0.4,0.4,0.04,+0.6,+0.6,Matches
