player,nationality,position,team,age,birth_year,minutes_90s,goals,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_free_kicks,pens_made,pens_att,xg,npxg,npxg_per_shot,xg_net,npxg_net,matches
Robert Andrich,de GER,MF,Union Berlin,24,1994,28.6,1,49,7,14.3,1.71,0.24,0.02,0.14,24.9,4,0,0,2.6,2.6,0.05,-1.6,-1.6,Matches
Angeliño,es ESP,"DF,FW",RB Leipzig,22,1997,12.2,1,5,2,40.0,0.41,0.16,0.20,0.50,12.5,0,0,0,0.9,0.9,0.18,+0.1,+0.1,Matches
Christopher Antwi-Adjei,gh GHA,"MF,FW",Paderborn 07,25,1994,27.4,1,46,8,17.4,1.68,0.29,0.02,0.13,17.9,1,0,0,3.8,3.8,0.08,-2.8,-2.8,Matches
Charles Aránguiz,cl CHI,MF,Leverkusen,30,1989,23.5,1,16,2,12.5,0.68,0.08,0.06,0.50,18.6,0,0,0,1.4,1.4,0.09,-0.4,-0.4,Matches
Maximilian Arnold,de GER,MF,Wolfsburg,25,1994,31.3,4,63,16,25.4,2.01,0.51,0.06,0.25,26.4,9,0,0,2.9,2.9,0.05,+1.1,+1.1,Matches
Santiago Ascacíbar,ar ARG,MF,Hertha BSC,22,1997,7.0,0,2,0,0.0,0.28,0.00,0.00,,30.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Ludwig Augustinsson,se SWE,"DF,MF",Werder Bremen,25,1994,10.3,0,5,0,0.0,0.49,0.00,0.00,,24.1,2,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
Taiwo Awoniyi,ng NGA,"FW,MF",Mainz 05,21,1997,5.4,1,14,3,21.4,2.61,0.56,0.07,0.33,11.1,0,0,0,3.2,3.2,0.23,-2.2,-2.2,Matches
Kaan Ayhan,tr TUR,DF,Düsseldorf,24,1994,30.3,2,29,5,17.2,0.96,0.16,0.07,0.40,17.9,8,0,0,2.2,2.2,0.07,-0.2,-0.2,Matches
Matthias Bader,de GER,DF,Köln,22,1997,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Daniel Baier,de GER,MF,Augsburg,35,1984,21.6,1,16,2,12.5,0.74,0.09,0.06,0.50,27.2,0,0,0,0.5,0.5,0.03,+0.5,+0.5,Matches
Leon Bailey,jm JAM,"FW,MF",Leverkusen,21,1997,12.1,5,29,11,37.9,2.39,0.91,0.17,0.45,17.7,1,0,0,4.3,4.3,0.15,+0.7,+0.7,Matches
Lewis Baker,eng ENG,MF,Düsseldorf,24,1995,6.1,0,12,5,41.7,1.98,0.83,0.00,0.00,27.0,2,0,0,0.6,0.6,0.05,-0.6,-0.6,Matches
Ridle Baku,de GER,"DF,MF",Mainz 05,21,1998,26.1,1,22,6,27.3,0.84,0.23,0.05,0.17,22.9,0,0,0,1.0,1.0,0.05,0.0,0.0,Matches
Leonardo Balerdi,ar ARG,"DF,MF",Dortmund,20,1999,1.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Philipp Bargfrede,de GER,MF,Werder Bremen,30,1989,6.5,0,5,0,0.0,0.77,0.00,0.00,,17.2,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
Aymen Barkok,ma MAR,"FW,MF",Düsseldorf,21,1998,0.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Leandro Barreiro Martins,lu LUX,MF,Mainz 05,19,2000,10.4,0,8,1,12.5,0.77,0.10,0.00,0.00,19.5,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches
Fin Bartels,de GER,"MF,FW",Werder Bremen,32,1987,3.8,0,7,3,42.9,1.85,0.79,0.00,0.00,23.0,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
Oliver Batista-Meier,de GER,MF,Bayern Munich,18,2001,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Oliver Baumann,de GER,GK,Hoffenheim,29,1990,30.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Julian Baumgartlinger,at AUT,MF,Leverkusen,31,1988,19.9,2,17,5,29.4,0.85,0.25,0.12,0.40,13.0,0,0,0,2.0,2.0,0.11,0.0,0.0,Matches
Christoph Baumgartner,at AUT,"MF,FW",Hoffenheim,19,1999,16.6,7,55,23,41.8,3.32,1.39,0.13,0.30,14.5,0,0,0,8.8,8.8,0.16,-1.8,-1.8,Matches
Noah Joel Sarenren Bazee,ng NGA,FW,Augsburg,22,1996,4.2,1,4,3,75.0,0.94,0.71,0.25,0.33,12.1,0,0,0,1.0,1.0,0.24,0.0,0.0,Matches
Ihlas Bebou,tg TOG,"FW,MF",Hoffenheim,25,1994,23.4,6,35,17,48.6,1.50,0.73,0.17,0.35,16.1,0,0,0,4.5,4.5,0.13,+1.5,+1.5,Matches
Sheraldo Becker,sr SUR,"MF,FW",Union Berlin,24,1995,6.0,0,6,4,66.7,1.00,0.67,0.00,0.00,23.6,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
Timo Becker,de GER,"DF,MF",Schalke 04,22,1997,3.7,0,4,1,25.0,1.07,0.27,0.00,0.00,14.9,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
Maximilian Beier,de GER,FW,Hoffenheim,16,2002,1.2,0,5,3,60.0,4.13,2.48,0.00,0.00,14.8,0,0,0,1.1,1.1,0.22,-1.1,-1.1,Matches
Ishak Belfodil,dz ALG,"FW,MF",Hoffenheim,27,1992,3.0,0,10,2,20.0,3.35,0.67,0.00,0.00,13.5,0,0,0,1.3,1.3,0.13,-1.3,-1.3,Matches
Karim Bellarabi,de GER,"FW,DF",Leverkusen,29,1990,15.8,4,54,24,44.4,3.41,1.52,0.07,0.17,16.5,0,0,0,6.4,6.4,0.12,-2.4,-2.4,Matches
Lars Bender,de GER,"DF,MF",Leverkusen,30,1989,15.3,2,15,2,13.3,0.98,0.13,0.13,1.00,14.1,0,0,0,0.9,0.9,0.06,+1.1,+1.1,Matches
Sven Bender,de GER,DF,Leverkusen,30,1989,30.3,2,17,4,23.5,0.56,0.13,0.12,0.50,11.5,0,0,0,1.7,1.7,0.10,+0.3,+0.3,Matches
László Bénes,sk SVK,MF,M'Gladbach,21,1997,10.0,0,23,6,26.1,2.31,0.60,0.00,0.00,23.0,6,0,0,1.4,1.4,0.06,-1.4,-1.4,Matches
Keanan Bennetts,eng ENG,MF,M'Gladbach,20,1999,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Ramy Bensebaini,dz ALG,DF,M'Gladbach,24,1995,16.1,5,21,8,38.1,1.31,0.50,0.14,0.38,17.3,2,2,2,4.4,2.8,0.13,+0.6,+0.2,Matches
Valon Berisha,xk KVX,MF,Düsseldorf,26,1993,10.5,0,12,2,16.7,1.15,0.19,0.00,0.00,20.7,0,0,0,0.9,0.9,0.07,-0.9,-0.9,Matches
Jordan Beyer,de GER,DF,M'Gladbach,19,2000,1.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Ermin Bičakčić,ba BIH,DF,Hoffenheim,29,1990,13.1,2,7,2,28.6,0.54,0.15,0.29,1.00,11.9,0,0,0,0.6,0.6,0.09,+1.4,+1.4,Matches
Leonardo Bittencourt,de GER,MF,Hoffenheim,25,1993,0.0,0,1,0,0.0,30.00,0.00,0.00,,20.9,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
Leonardo Bittencourt,de GER,"FW,MF",Werder Bremen,25,1993,21.0,4,42,11,26.2,2.00,0.52,0.10,0.36,18.2,0,0,0,2.9,2.9,0.07,+1.1,+1.1,Matches
Jérôme Boateng,de GER,DF,Bayern Munich,30,1988,20.0,0,6,2,33.3,0.30,0.10,0.00,0.00,25.1,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
Adam Bodzek,de GER,MF,Düsseldorf,33,1985,22.4,0,9,4,44.4,0.40,0.18,0.00,0.00,18.0,0,0,0,0.8,0.8,0.09,-0.8,-0.8,Matches
Jean-Paul Boëtius,nl NED,MF,Mainz 05,25,1994,25.2,4,36,12,33.3,1.43,0.48,0.11,0.33,20.0,0,0,0,3.7,3.7,0.10,+0.3,+0.3,Matches
Melayro Bogarde,nl NED,DF,Hoffenheim,17,2002,0.6,0,1,0,0.0,1.76,0.00,0.00,,9.3,0,0,0,0.1,0.1,0.08,-0.1,-0.1,Matches
Dennis Borkowski,de GER,FW,RB Leipzig,17,2002,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Robin Bormuth,de GER,DF,Düsseldorf,23,1995,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Sebastiaan Bornauw,be BEL,DF,Köln,20,1999,27.2,6,18,7,38.9,0.66,0.26,0.33,0.86,8.0,0,0,0,2.7,2.7,0.15,+3.3,+3.3,Matches
Brandon Borrello,au AUS,"MF,FW",Freiburg,24,1995,3.3,0,7,1,14.3,2.11,0.30,0.00,0.00,16.8,0,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches
Nassim Boujellab,ma MAR,"MF,FW",Schalke 04,20,1999,4.7,0,6,0,0.0,1.29,0.00,0.00,,16.1,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches
Dedryck Boyata,be BEL,DF,Hertha BSC,28,1990,27.1,4,16,4,25.0,0.59,0.15,0.25,1.00,9.0,0,0,0,1.5,1.5,0.10,+2.5,+2.5,Matches
Can Bozdogan,de GER,MF,Schalke 04,18,2001,2.6,0,4,2,50.0,1.53,0.77,0.00,0.00,30.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Julian Brandt,de GER,"MF,FW",Dortmund,23,1996,24.5,3,33,16,48.5,1.35,0.65,0.09,0.19,16.8,0,0,0,3.6,3.6,0.11,-0.6,-0.6,Matches
Josip Brekalo,hr CRO,"MF,FW",Wolfsburg,21,1998,18.6,3,42,16,38.1,2.26,0.86,0.07,0.19,20.9,1,0,0,3.8,3.8,0.09,-0.8,-0.8,Matches
John Brooks,us USA,DF,Wolfsburg,26,1993,24.7,0,13,4,30.8,0.53,0.16,0.00,0.00,11.1,0,0,0,1.2,1.2,0.09,-1.2,-1.2,Matches
Daniel Brosinski,de GER,DF,Mainz 05,31,1988,19.0,2,22,7,31.8,1.16,0.37,0.05,0.14,28.1,5,1,1,2.0,1.2,0.05,0.0,-0.2,Matches
Jeffrey Bruma,nl NED,DF,Wolfsburg,27,1991,9.0,0,9,2,22.2,1.00,0.22,0.00,0.00,11.3,0,0,0,0.8,0.8,0.09,-0.8,-0.8,Matches
Jeffrey Bruma,nl NED,DF,Mainz 05,27,1991,7.5,0,7,0,0.0,0.93,0.00,0.00,,15.5,1,0,0,0.6,0.6,0.08,-0.6,-0.6,Matches
Jacob Bruun Larsen,dk DEN,"FW,MF",Hoffenheim,20,1998,4.3,0,4,1,25.0,0.92,0.23,0.00,0.00,15.3,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
Jacob Bruun Larsen,dk DEN,FW,Dortmund,20,1998,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Marius Bülter,de GER,"MF,FW",Union Berlin,26,1993,25.8,7,41,15,36.6,1.59,0.58,0.17,0.47,20.0,0,0,0,3.7,3.7,0.09,+3.3,+3.3,Matches
Guido Burgstaller,at AUT,FW,Schalke 04,30,1989,13.7,0,35,9,25.7,2.55,0.66,0.00,0.00,14.6,0,0,0,3.9,3.9,0.11,-3.9,-3.9,Matches
Jonathan Burkardt,de GER,"FW,MF",Mainz 05,19,2000,2.8,1,7,2,28.6,2.49,0.71,0.14,0.50,16.1,0,0,0,0.7,0.7,0.11,+0.3,+0.3,Matches
Roman Bürki,ch SUI,GK,Dortmund,28,1990,30.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Daniel Caligiuri,it ITA,"MF,FW",Schalke 04,31,1988,25.5,2,43,11,25.6,1.69,0.43,0.02,0.09,23.1,8,1,1,3.4,2.6,0.06,-1.4,-1.6,Matches
Emre Can,de GER,"MF,DF",Dortmund,25,1994,10.6,2,16,4,25.0,1.51,0.38,0.13,0.50,18.6,0,0,0,1.2,1.2,0.07,+0.8,+0.8,Matches
Koen Casteels,be BEL,GK,Wolfsburg,27,1992,26.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Timothy Chandler,us USA,"DF,MF",Eint Frankfurt,29,1990,13.6,5,20,8,40.0,1.48,0.59,0.25,0.63,13.5,0,0,0,2.0,2.0,0.10,+3.0,+3.0,Matches
Kwon Chang-hoon,kr KOR,"MF,FW",Freiburg,25,1994,7.5,2,15,6,40.0,2.00,0.80,0.13,0.33,20.6,0,0,0,2.1,2.1,0.14,-0.1,-0.1,Matches
Darko Churlinov,mk MKD,MF,Köln,19,2000,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Per Ciljan Skjelbred,no NOR,MF,Hertha BSC,32,1987,18.1,0,1,0,0.0,0.06,0.00,0.00,,12.8,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
Christian Clemens,de GER,FW,Köln,27,1991,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Jamilu Collins,ng NGA,DF,Paderborn 07,24,1994,29.6,1,18,1,5.6,0.61,0.03,0.06,1.00,26.8,1,0,1,2.1,1.3,0.07,-1.1,-0.3,Matches
Kingsley Coman,fr FRA,"FW,MF",Bayern Munich,23,1996,16.7,4,37,15,40.5,2.21,0.90,0.11,0.27,16.9,0,0,0,4.7,4.7,0.13,-0.7,-0.7,Matches
Jhon Córdoba,co COL,FW,Köln,26,1993,22.2,13,61,25,41.0,2.75,1.13,0.21,0.52,14.4,0,0,0,8.9,8.9,0.15,+4.1,+4.1,Matches
Sergio Córdova,ve VEN,FW,Augsburg,21,1997,4.1,2,5,2,40.0,1.23,0.49,0.40,1.00,13.2,0,0,0,1.3,1.3,0.26,+0.7,+0.7,Matches
Danny da Costa,de GER,"DF,FW",Eint Frankfurt,26,1993,15.4,1,17,4,23.5,1.10,0.26,0.06,0.25,16.2,0,0,0,1.6,1.6,0.09,-0.6,-0.6,Matches
Philippe Coutinho,br BRA,"MF,FW",Bayern Munich,27,1992,15.7,8,57,26,45.6,3.64,1.66,0.12,0.27,19.1,2,1,1,8.6,7.8,0.14,-0.6,-0.8,Matches
Mickaël Cuisance,fr FRA,"MF,FW",Bayern Munich,19,1999,3.4,1,12,1,8.3,3.52,0.29,0.08,1.00,22.7,1,0,0,0.6,0.6,0.05,+0.4,+0.4,Matches
Matheus Cunha,br BRA,"FW,MF",Hertha BSC,20,1999,8.3,5,35,15,42.9,4.23,1.81,0.14,0.33,21.2,1,0,0,3.3,3.3,0.10,+1.7,+1.7,Matches
Matheus Cunha,br BRA,"FW,MF",RB Leipzig,20,1999,3.1,0,16,7,43.8,5.16,2.26,0.00,0.00,15.1,0,0,0,2.0,2.0,0.12,-2.0,-2.0,Matches
Rafael Czichos,de GER,DF,Köln,29,1990,24.5,1,13,8,61.5,0.53,0.33,0.08,0.13,11.2,0,0,0,1.7,1.7,0.13,-0.7,-0.7,Matches
Moanes Dabbur,il ISR,FW,Hoffenheim,27,1992,8.5,4,24,11,45.8,2.82,1.29,0.17,0.36,13.9,0,0,0,3.9,3.9,0.16,+0.1,+0.1,Matches
Mahmoud Dahoud,de GER,MF,Dortmund,23,1996,6.2,0,12,4,33.3,1.94,0.65,0.00,0.00,21.0,0,0,0,0.9,0.9,0.07,-0.9,-0.9,Matches
Leon Dajaku,de GER,"DF,MF",Bayern Munich,18,2001,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Vladimír Darida,cz CZE,MF,Hertha BSC,28,1990,25.1,3,43,14,32.6,1.72,0.56,0.07,0.21,20.7,0,0,0,3.1,3.1,0.07,-0.1,-0.1,Matches
Alphonso Davies,ca CAN,DF,Bayern Munich,18,2000,24.8,3,12,5,41.7,0.48,0.20,0.25,0.60,19.2,0,0,0,2.3,2.3,0.19,+0.7,+0.7,Matches
Thomas Delaney,dk DEN,MF,Dortmund,27,1991,9.2,0,3,1,33.3,0.33,0.11,0.00,0.00,10.1,0,0,0,0.6,0.6,0.19,-0.6,-0.6,Matches
Kerem Demirbay,de GER,MF,Leverkusen,26,1993,17.5,1,30,8,26.7,1.72,0.46,0.03,0.13,21.4,2,0,0,3.2,3.2,0.11,-2.2,-2.2,Matches
Diego Demme,de GER,MF,RB Leipzig,27,1991,13.5,0,4,2,50.0,0.30,0.15,0.00,0.00,21.3,0,0,0,0.8,0.8,0.19,-0.8,-0.8,Matches
Moussa Diaby,fr FRA,"FW,MF",Leverkusen,20,1999,19.7,5,41,23,56.1,2.08,1.17,0.12,0.22,18.3,0,0,0,5.1,5.1,0.12,-0.1,-0.1,Matches
Javairô Dilrosun,nl NED,"MF,FW",Hertha BSC,21,1998,14.5,4,19,6,31.6,1.31,0.41,0.21,0.67,19.4,3,0,0,2.8,2.8,0.15,+1.2,+1.2,Matches
Ji Dong-won,kr KOR,"FW,MF",Mainz 05,28,1991,1.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Bas Dost,nl NED,FW,Eint Frankfurt,30,1989,16.4,8,32,17,53.1,1.95,1.04,0.25,0.47,9.5,0,0,0,7.8,7.8,0.24,+0.2,+0.2,Matches
Mamadou Doucouré,fr FRA,MF,M'Gladbach,21,1998,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Mohamed Dräger,tn TUN,DF,Paderborn 07,23,1996,16.2,1,14,2,14.3,0.87,0.12,0.07,0.50,21.4,0,0,0,0.6,0.6,0.04,+0.4,+0.4,Matches
Aleksandar Dragović,at AUT,DF,Leverkusen,28,1991,11.4,0,2,0,0.0,0.17,0.00,0.00,,6.7,0,0,0,0.7,0.7,0.36,-0.7,-0.7,Matches
Dominick Drexler,de GER,"MF,FW",Köln,29,1990,17.6,3,20,8,40.0,1.13,0.45,0.15,0.38,18.9,0,0,0,1.9,1.9,0.10,+1.1,+1.1,Matches
Ondrej Duda,sk SVK,MF,Hertha BSC,24,1994,5.0,0,7,5,71.4,1.41,1.01,0.00,0.00,21.4,2,0,0,0.5,0.5,0.08,-0.5,-0.5,Matches
Erik Durm,de GER,"DF,FW",Eint Frankfurt,27,1992,5.7,0,14,3,21.4,2.47,0.53,0.00,0.00,20.4,0,0,0,0.6,0.6,0.04,-0.6,-0.6,Matches
Johannes Eggestein,de GER,"MF,FW",Werder Bremen,21,1998,5.7,1,15,6,40.0,2.65,1.06,0.07,0.17,18.4,0,0,0,0.7,0.7,0.05,+0.3,+0.3,Matches
Maximilian Eggestein,de GER,MF,Werder Bremen,22,1996,31.7,1,45,11,24.4,1.42,0.35,0.02,0.09,22.3,0,0,0,2.6,2.6,0.06,-1.6,-1.6,Matches
Kingsley Ehizibue,nl NED,DF,Köln,24,1995,25.9,1,12,4,33.3,0.46,0.15,0.08,0.25,20.5,0,0,0,1.3,1.3,0.10,-0.3,-0.3,Matches
Ilay Elmkies,il ISR,MF,Hoffenheim,19,2000,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Nico Elvedi,ch SUI,DF,M'Gladbach,22,1996,29.1,1,9,1,11.1,0.31,0.03,0.11,1.00,9.2,0,0,0,0.8,0.8,0.09,+0.2,+0.2,Matches
Breel Embolo,ch SUI,"FW,MF",M'Gladbach,22,1997,17.2,8,45,18,40.0,2.61,1.05,0.18,0.44,12.4,0,0,1,10.4,9.6,0.22,-2.4,-1.6,Matches
Alexander Esswein,de GER,"FW,MF",Hertha BSC,29,1990,2.4,0,2,1,50.0,0.85,0.42,0.00,0.00,32.7,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
Antony Evans,eng ENG,"MF,DF",Paderborn 07,20,1998,1.7,0,2,1,50.0,1.15,0.58,0.00,0.00,25.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Simon Falette,gn GUI,DF,Eint Frankfurt,27,1992,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Ohis Felix Uduokhai,de GER,DF,Augsburg,21,1997,21.8,0,4,0,0.0,0.18,0.00,0.00,,18.6,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
Edimilson Fernandes,ch SUI,"MF,DF",Mainz 05,23,1996,16.5,1,23,2,8.7,1.39,0.12,0.04,0.50,26.1,0,0,0,0.8,0.8,0.04,+0.2,+0.2,Matches
Gelson Fernandes,ch SUI,MF,Eint Frankfurt,32,1986,8.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Oliver Fink,de GER,"MF,FW",Düsseldorf,37,1982,7.5,0,8,0,0.0,1.07,0.00,0.00,,14.7,0,0,0,0.5,0.5,0.06,-0.5,-0.5,Matches
Alfreð Finnbogason,is ISL,FW,Augsburg,30,1989,10.7,3,17,7,41.2,1.58,0.65,0.12,0.29,14.0,0,1,1,4.0,3.2,0.19,-1.0,-1.2,Matches
Mark Flekken,nl NED,GK,Freiburg,26,1993,10.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Emil Forsberg,se SWE,MF,RB Leipzig,27,1991,12.7,5,24,8,33.3,1.89,0.63,0.13,0.38,21.4,3,2,2,3.6,2.0,0.08,+1.4,+1.0,Matches
Raphael Framberger,de GER,DF,Augsburg,23,1995,13.1,0,1,0,0.0,0.08,0.00,0.00,,14.5,0,0,0,0.1,0.1,0.10,-0.1,-0.1,Matches
Mike Frantz,de GER,MF,Freiburg,32,1986,3.9,0,4,1,25.0,1.03,0.26,0.00,0.00,13.3,0,0,0,0.4,0.4,0.10,-0.4,-0.4,Matches
Marco Friedl,at AUT,"DF,MF",Werder Bremen,21,1998,24.3,1,12,3,25.0,0.49,0.12,0.08,0.33,18.2,1,0,0,0.9,0.9,0.08,+0.1,+0.1,Matches
Marvin Friedrich,de GER,DF,Union Berlin,23,1995,31.0,2,28,4,14.3,0.90,0.13,0.07,0.50,13.4,0,0,0,2.5,2.5,0.09,-0.5,-0.5,Matches
Samúel Friðjónsson,is ISL,MF,Paderborn 07,23,1996,2.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Niclas Füllkrug,de GER,FW,Werder Bremen,26,1993,4.5,4,17,10,58.8,3.80,2.23,0.24,0.40,13.2,0,0,0,1.8,1.7,0.10,+2.2,+2.3,Matches
Mijat Gaćinović,rs SRB,"MF,FW",Eint Frankfurt,24,1995,11.6,0,25,7,28.0,2.15,0.60,0.00,0.00,20.8,2,0,0,3.1,3.1,0.12,-3.1,-3.1,Matches
Theodor Gebre Selassie,cz CZE,"DF,MF",Werder Bremen,32,1986,27.0,2,12,3,25.0,0.44,0.11,0.17,0.67,10.8,0,0,0,1.5,1.5,0.12,+0.5,+0.5,Matches
Dennis Geiger,de GER,MF,Hoffenheim,21,1998,12.6,0,12,0,0.0,0.95,0.00,0.00,,20.0,1,0,0,0.9,0.9,0.08,-0.9,-0.9,Matches
Christian Gentner,de GER,MF,Union Berlin,33,1985,27.1,3,35,11,31.4,1.29,0.41,0.09,0.27,18.1,0,0,0,2.4,2.4,0.07,+0.6,+0.6,Matches
Yannick Gerhardt,de GER,MF,Wolfsburg,25,1994,9.2,2,11,4,36.4,1.20,0.43,0.18,0.50,17.4,0,0,0,2.0,2.0,0.18,0.0,0.0,Matches
Niko Gießelmann,de GER,DF,Düsseldorf,27,1991,22.9,1,14,3,21.4,0.61,0.13,0.07,0.33,22.2,2,0,0,0.6,0.6,0.04,+0.4,+0.4,Matches
Rafał Gikiewicz,pl POL,GK,Union Berlin,31,1987,33.0,0,2,1,50.0,0.06,0.03,0.00,0.00,9.0,0,0,0,0.3,0.3,0.13,-0.3,-0.3,Matches
Daniel Ginczek,de GER,FW,Wolfsburg,28,1991,8.5,3,24,6,25.0,2.81,0.70,0.13,0.50,14.9,0,0,0,3.2,3.2,0.13,-0.2,-0.2,Matches
Matthias Ginter,de GER,DF,M'Gladbach,25,1994,30.9,1,18,7,38.9,0.58,0.23,0.06,0.14,13.4,0,0,0,1.7,1.7,0.10,-0.7,-0.7,Matches
