player,nationality,position,team,age,birth_year,minutes_90s,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,matches
Dominique Heintz,de GER,DF,Köln,23,1993,31.0,60,42,47,13,0,38,64,59.4,26,35,17,18,53,113,140,0,Matches
Marcel Heller,de GER,"FW,MF",Augsburg,31,1986,14.4,37,24,21,14,2,12,28,42.9,16,22,1,21,10,47,7,0,Matches
Benjamin Henrichs,de GER,DF,Leverkusen,20,1997,14.1,42,28,23,16,3,27,43,62.8,16,23,3,20,31,73,32,0,Matches
Patrick Herrmann,de GER,"MF,FW",M'Gladbach,26,1991,12.5,29,21,9,13,7,17,29,58.6,12,13,0,13,17,46,19,0,Matches
Kaylen Hinds,eng ENG,FW,Wolfsburg,19,1998,1.0,1,1,1,0,0,0,0,,0,1,0,1,1,2,0,0,Matches
Martin Hinteregger,at AUT,DF,Augsburg,24,1992,29.5,79,51,55,22,2,47,61,77.0,14,40,27,13,49,128,135,3,Matches
Marwin Hitz,ch SUI,GK,Augsburg,29,1987,32.0,1,1,1,0,0,1,3,33.3,2,0,0,0,0,1,12,3,Matches
Nicolas Höfler,de GER,MF,Freiburg,27,1990,25.1,57,36,23,30,4,31,50,62.0,19,42,10,32,44,101,51,2,Matches
Jonas Hofmann,de GER,"MF,FW",M'Gladbach,25,1992,11.5,23,19,12,11,0,12,26,46.2,14,15,4,11,12,35,16,0,Matches
Marco Höger,de GER,MF,Köln,27,1989,18.6,60,40,31,28,1,30,64,46.9,34,35,5,30,25,85,27,1,Matches
Lucas Höler,de GER,"FW,MF",Freiburg,23,1994,10.1,24,20,8,13,3,9,24,37.5,15,10,0,10,7,31,13,0,Matches
Lewis Holtby,de GER,"MF,FW",Hamburger SV,26,1990,13.3,44,29,14,26,4,17,32,53.1,15,23,2,21,10,54,9,0,Matches
Gerrit Holtmann,ph PHI,"FW,DF",Mainz 05,22,1995,10.0,16,13,8,5,3,11,22,50.0,11,19,2,17,12,28,9,0,Matches
Jannes Horn,de GER,DF,Köln,20,1997,9.2,16,11,11,4,1,11,14,78.6,3,12,3,9,17,33,26,0,Matches
Timo Horn,de GER,GK,Köln,24,1993,34.0,3,2,3,0,0,3,6,50.0,3,0,0,0,0,3,18,2,Matches
Lukáš Hrádecký,fi FIN,GK,Eint Frankfurt,27,1989,34.0,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,23,3,Matches
Branimir Hrgota,se SWE,"MF,FW",Eint Frankfurt,24,1993,2.2,5,4,0,3,2,4,7,57.1,3,2,0,2,0,5,1,0,Matches
Timo Hübers,de GER,DF,Hannover 96,21,1996,5.0,11,10,9,2,0,9,15,60.0,6,13,8,5,9,20,31,0,Matches
Benjamin Hübner,de GER,DF,Hoffenheim,28,1989,25.7,71,56,43,27,1,31,46,67.4,15,40,18,22,51,122,114,0,Matches
Florian Hübner,de GER,DF,Hannover 96,26,1991,3.6,10,9,8,2,0,5,9,55.6,4,3,2,1,6,16,21,0,Matches
Mats Hummels,de GER,DF,Bayern Munich,28,1988,24.6,62,52,41,18,3,35,51,68.6,16,31,12,19,55,117,59,2,Matches
Aaron Hunt,de GER,"MF,FW",Hamburger SV,30,1986,23.1,36,24,12,20,4,11,37,29.7,26,20,2,18,14,50,18,2,Matches
Vedad Ibišević,ba BIH,FW,Hertha BSC,32,1984,16.1,10,8,1,5,4,4,7,57.1,3,8,1,7,4,14,23,0,Matches
Stefan Ilsanker,at AUT,"DF,MF",RB Leipzig,28,1989,14.3,37,29,23,11,3,22,39,56.4,17,23,10,13,25,62,55,1,Matches
Emiliano Insúa,ar ARG,DF,Stuttgart,28,1989,23.4,46,34,27,16,3,17,32,53.1,15,30,4,26,36,82,48,1,Matches
Pablo Insua,es ESP,DF,Schalke 04,23,1993,0.3,0,0,0,0,0,0,0,,0,1,1,0,0,0,1,0,Matches
Alexander Isak,se SWE,"FW,MF",Dortmund,17,1999,1.3,1,0,0,1,0,0,1,0.0,1,1,0,1,0,1,0,0,Matches
Tatsuya Ito,jp JPN,"MF,FW",Hamburger SV,20,1997,11.2,16,13,4,8,4,11,22,50.0,11,28,0,28,6,22,1,0,Matches
Gian-Luca Itter,de GER,DF,Wolfsburg,18,1999,4.6,19,12,15,2,2,14,22,63.6,8,6,0,6,5,24,15,0,Matches
Koo Ja-cheol,kr KOR,MF,Augsburg,28,1989,22.7,54,41,18,31,5,27,44,61.4,17,22,3,19,27,81,34,2,Matches
Paul Jaeckel,de GER,DF,Wolfsburg,19,1998,3.0,3,3,3,0,0,1,2,50.0,1,5,2,3,1,4,8,0,Matches
Kilian Jakob,de GER,FW,Augsburg,19,1998,0.6,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,0,Matches
Vasilije Janjicic,ch SUI,MF,Hamburger SV,18,1998,3.6,14,11,5,9,0,2,4,50.0,2,6,1,5,3,17,5,0,Matches
Christoph Janker,de GER,"DF,MF",Augsburg,32,1985,0.9,4,3,3,1,0,2,3,66.7,1,0,0,0,1,5,4,1,Matches
Tony Jantschke,de GER,DF,M'Gladbach,27,1990,8.1,13,11,9,4,0,8,13,61.5,5,10,1,9,6,19,25,0,Matches
Rune Jarstein,no NOR,GK,Hertha BSC,32,1984,31.0,1,1,1,0,0,1,2,50.0,1,0,0,0,0,1,8,5,Matches
Bakery Jatta,gm GAM,"MF,FW",Hamburger SV,19,1998,3.3,14,12,2,12,0,4,6,66.7,2,6,1,5,3,17,5,0,Matches
Tin Jedvaj,hr CRO,DF,Leverkusen,21,1995,6.7,10,6,2,6,2,8,15,53.3,7,9,1,8,9,19,18,0,Matches
Aron Jóhannsson,us USA,"MF,FW",Werder Bremen,26,1990,3.1,4,3,2,2,0,1,7,14.3,6,3,0,3,1,5,5,0,Matches
Fabian Johnson,us USA,"MF,DF",M'Gladbach,29,1987,5.2,16,10,7,7,2,6,7,85.7,1,10,2,8,2,18,13,0,Matches
Miloš Jojić,rs SRB,MF,Köln,25,1992,16.2,36,26,18,15,3,16,40,40.0,24,31,4,27,15,51,16,0,Matches
Jonathas,br BRA,FW,Hannover 96,28,1989,7.0,7,3,2,4,1,1,2,50.0,1,3,1,2,0,7,9,0,Matches
Nigel de Jong,nl NED,MF,Mainz 05,32,1984,8.2,17,12,7,9,1,10,14,71.4,4,5,1,4,12,29,22,1,Matches
Luka Jović,rs SRB,FW,Eint Frankfurt,19,1997,10.4,5,5,0,5,0,1,3,33.3,2,6,2,4,1,6,2,0,Matches
Gideon Jung,de GER,"MF,DF",Hamburger SV,22,1994,28.6,59,41,32,24,3,22,38,57.9,16,29,12,17,38,97,71,1,Matches
Sebastian Jung,de GER,DF,Wolfsburg,27,1990,0.9,2,2,1,1,0,1,1,100.0,0,0,0,0,0,2,5,0,Matches
Zlatko Junuzović,at AUT,"MF,FW",Werder Bremen,29,1987,18.1,35,23,17,12,6,18,38,47.4,20,23,2,21,18,53,12,0,Matches
Gojko Kačar,rs SRB,DF,Augsburg,30,1987,2.5,7,6,6,1,0,3,7,42.9,4,3,2,1,4,11,7,0,Matches
Pavel Kadeřábek,cz CZE,"FW,DF",Hoffenheim,25,1992,24.4,44,30,22,18,4,20,44,45.5,24,27,8,19,34,78,45,1,Matches
Shinji Kagawa,jp JPN,MF,Dortmund,28,1989,13.0,32,22,11,14,7,18,27,66.7,9,6,0,6,6,38,2,0,Matches
Florian Kainz,at AUT,"MF,FW",Werder Bremen,24,1992,19.0,33,25,9,18,6,9,19,47.4,10,23,0,23,17,50,13,0,Matches
Dominik Kaiser,de GER,"MF,FW",RB Leipzig,28,1988,3.1,5,5,1,3,1,4,11,36.4,7,6,0,6,1,6,8,0,Matches
Salomon Kalou,ci CIV,"FW,MF",Hertha BSC,31,1985,24.5,19,11,12,5,2,9,17,52.9,8,37,1,36,10,29,29,0,Matches
Daichi Kamada,jp JPN,"MF,FW",Eint Frankfurt,20,1996,1.6,1,1,0,1,0,0,0,,0,0,0,0,1,2,0,0,Matches
Marcin Kamiński,pl POL,DF,Stuttgart,25,1992,12.6,17,14,5,11,1,12,18,66.7,6,12,3,9,30,47,55,0,Matches
Kevin Kampl,si SVN,MF,RB Leipzig,26,1990,22.4,42,33,16,20,6,16,39,41.0,23,37,2,35,33,75,33,0,Matches
Kevin Kampl,si SVN,MF,Leverkusen,26,1990,0.3,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0,Matches
Bartosz Kapustka,pl POL,"FW,MF",Freiburg,20,1996,2.6,9,5,2,6,1,4,6,66.7,2,4,0,4,3,12,0,0,Matches
Kenan Karaman,tr TUR,"MF,FW",Hannover 96,23,1994,9.5,16,13,9,6,1,6,7,85.7,1,10,4,6,1,17,17,0,Matches
Florian Kath,de GER,"FW,MF",Freiburg,22,1994,7.5,15,10,3,9,3,9,17,52.9,8,9,0,9,8,23,1,0,Matches
Ole Käuper,de GER,MF,Werder Bremen,20,1997,0.8,6,5,2,4,0,1,4,25.0,3,1,0,1,2,8,0,0,Matches
Thilo Kehrer,de GER,DF,Schalke 04,20,1996,26.3,81,64,41,36,4,46,68,67.6,22,42,12,30,35,116,113,2,Matches
Naby Keïta,gn GUI,MF,RB Leipzig,22,1995,21.8,65,48,25,33,7,17,43,39.5,26,26,3,23,36,101,18,0,Matches
Marc-Oliver Kempf,de GER,DF,Freiburg,22,1995,10.0,13,12,9,4,0,5,8,62.5,3,7,7,0,17,30,52,0,Matches
Ryan Kent,eng ENG,"FW,MF",Freiburg,20,1996,2.7,4,3,2,1,1,2,5,40.0,3,6,0,6,1,5,1,0,Matches
Rani Khedira,de GER,"MF,DF",Augsburg,23,1994,25.3,62,47,25,28,9,33,47,70.2,14,41,18,23,36,98,96,0,Matches
Stefan Kießling,de GER,"DF,MF",Leverkusen,33,1984,0.9,0,0,0,0,0,0,0,,0,2,0,2,0,0,1,0,Matches
Joshua Kimmich,de GER,DF,Bayern Munich,22,1995,25.9,32,23,14,13,5,20,38,52.6,18,26,5,21,20,52,40,0,Matches
Felix Klaus,de GER,"MF,FW",Hannover 96,24,1992,22.0,48,38,20,21,7,23,50,46.0,27,29,4,25,8,56,28,0,Matches
Tim Kleindienst,de GER,"FW,DF",Freiburg,21,1995,12.6,22,15,6,12,4,4,17,23.5,13,17,3,14,6,28,21,0,Matches
Lukas Klostermann,de GER,DF,RB Leipzig,21,1996,24.3,56,41,34,18,4,28,37,75.7,9,33,6,27,33,89,79,0,Matches
Lukas Klünter,de GER,"DF,FW",Köln,21,1996,14.8,25,20,16,8,1,16,24,66.7,8,11,2,9,13,38,28,1,Matches
Robin Knoche,de GER,DF,Wolfsburg,25,1992,23.4,34,20,26,8,0,25,35,71.4,10,36,24,12,25,59,89,1,Matches
Törles Knöll,de GER,"MF,FW",Hamburger SV,19,1997,0.2,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,Matches
Robin Koch,de GER,"MF,DF",Freiburg,21,1996,21.3,34,24,21,13,0,10,18,55.6,8,27,11,16,35,69,67,0,Matches
Kenan Kodro,ba BIH,"FW,DF",Mainz 05,23,1993,2.6,1,1,0,1,0,0,0,,0,1,0,1,3,4,0,0,Matches
Dominik Kohr,de GER,MF,Leverkusen,23,1994,18.5,49,26,20,25,4,25,41,61.0,16,39,5,34,30,79,24,0,Matches
Ibrahima Konaté,fr FRA,DF,RB Leipzig,18,1999,13.6,32,25,20,12,0,18,23,78.3,5,14,3,11,20,52,66,0,Matches
Yevhen Konoplyanka,ua UKR,"FW,MF",Schalke 04,27,1989,17.4,11,9,3,4,4,3,11,27.3,8,18,1,17,5,16,6,0,Matches
Julian Korb,de GER,"DF,MF",Hannover 96,25,1992,26.0,52,41,27,19,6,37,68,54.4,31,30,2,28,22,74,77,0,Matches
Filip Kostić,rs SRB,"FW,MF",Hamburger SV,24,1992,27.1,48,38,16,21,11,20,41,48.8,21,42,1,41,10,58,12,0,Matches
Vincent Koziello,fr FRA,MF,Köln,21,1995,8.8,28,21,6,21,1,10,21,47.6,11,9,0,9,10,38,5,1,Matches
Thomas Kraft,de GER,GK,Hertha BSC,29,1988,3.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
Andrej Kramarić,hr CRO,"FW,MF",Hoffenheim,26,1991,24.8,8,6,4,3,1,3,8,37.5,5,15,0,15,6,14,7,0,Matches
Christoph Kramer,de GER,MF,M'Gladbach,26,1991,23.9,89,70,43,34,12,39,76,51.3,37,29,4,25,43,132,37,1,Matches
Max Kruse,de GER,FW,Werder Bremen,29,1988,27.3,17,12,3,10,4,5,22,22.7,17,9,0,9,11,28,4,1,Matches
Lukas Kübler,de GER,"DF,MF",Freiburg,24,1992,12.8,31,19,16,15,0,13,23,56.5,10,15,6,9,18,49,41,0,Matches
Filip Kusić,rs SRB,"DF,MF",Köln,21,1996,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
Konrad Laimer,at AUT,"DF,MF",RB Leipzig,20,1997,14.9,57,39,31,22,4,28,57,49.1,29,37,2,35,11,68,32,0,Matches
Sebastian Langkamp,de GER,DF,Hertha BSC,29,1988,10.6,15,12,9,6,0,11,18,61.1,7,7,4,3,21,36,58,1,Matches
Sebastian Langkamp,de GER,DF,Werder Bremen,29,1988,4.6,7,3,4,3,0,4,4,100.0,0,7,5,2,8,15,18,0,Matches
Danny Latza,de GER,MF,Mainz 05,27,1989,26.1,67,48,28,33,6,33,73,45.2,40,43,8,35,26,93,47,1,Matches
Valentino Lazaro,at AUT,"MF,FW",Hertha BSC,21,1996,20.7,33,28,11,12,10,15,31,48.4,16,35,2,33,15,48,32,0,Matches
Mathew Leckie,au AUS,"FW,MF",Hertha BSC,26,1991,20.6,35,30,16,15,4,20,35,57.1,15,26,3,23,19,54,32,1,Matches
Matthias Lehmann,de GER,MF,Köln,34,1983,16.8,33,23,14,18,1,17,29,58.6,12,15,7,8,26,59,24,1,Matches
Bernd Leno,de GER,GK,Leverkusen,25,1992,33.0,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,11,2,Matches
Robert Lewandowski,pl POL,FW,Bayern Munich,28,1988,24.1,5,3,1,1,3,0,3,0.0,3,6,0,6,5,10,10,0,Matches
Philipp Lienhart,at AUT,DF,Freiburg,21,1996,9.6,16,14,12,4,0,6,17,35.3,11,14,9,5,11,27,60,0,Matches
Ademola Lookman,ng NGA,"MF,FW",RB Leipzig,19,1997,6.4,5,4,2,3,0,0,0,,0,3,0,3,2,7,2,0,Matches
Lars Lukas Mai,de GER,DF,Bayern Munich,17,2000,2.0,4,4,4,0,0,3,4,75.0,1,3,2,1,3,7,3,0,Matches
Fabian Lustenberger,ch SUI,"MF,DF",Hertha BSC,29,1988,17.6,47,34,26,20,1,21,31,67.7,10,31,12,19,24,71,74,1,Matches
Andreas Luthe,de GER,GK,Augsburg,30,1987,2.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,Matches
Arne Maier,de GER,MF,Hertha BSC,18,1999,13.6,29,23,12,16,1,18,24,75.0,6,19,3,16,24,53,20,0,Matches
Sebastian Maier,de GER,MF,Hannover 96,23,1993,2.9,11,6,4,7,0,2,12,16.7,10,6,1,5,4,15,1,1,Matches
Linton Maina,de GER,MF,Hannover 96,18,1999,0.1,1,1,0,0,1,0,0,,0,0,0,0,1,2,0,0,Matches
Yunus Mallı,tr TUR,"FW,MF",Wolfsburg,25,1992,24.9,25,17,8,14,3,12,25,48.0,13,23,0,23,12,37,17,0,Matches
Orel Mangala,be BEL,MF,Stuttgart,19,1998,8.7,28,18,7,19,2,11,21,52.4,10,8,2,6,18,46,15,0,Matches
Dominic Maroh,si SVN,DF,Köln,30,1987,10.2,22,15,18,4,0,15,18,83.3,3,17,9,8,21,43,68,1,Matches
Javi Martínez,es ESP,"MF,DF",Bayern Munich,28,1988,17.9,31,22,11,15,5,9,19,47.4,10,16,5,11,33,64,40,1,Matches
Omar Mascarell,es ESP,MF,Eint Frankfurt,24,1993,8.6,20,16,8,12,0,10,18,55.6,8,14,1,13,21,41,10,0,Matches
Christian Mathenia,de GER,GK,Hamburger SV,25,1992,24.0,0,0,0,0,0,0,3,0.0,3,0,0,0,0,0,11,3,Matches
Ville Matti Steinmann,de GER,MF,Hamburger SV,22,1995,6.6,16,10,6,8,2,8,17,47.1,9,6,1,5,18,34,9,1,Matches
Mërgim Mavraj,al ALB,DF,Hamburger SV,31,1986,16.1,45,32,32,11,2,22,37,59.5,15,28,12,16,21,66,91,3,Matches
Philipp Max,de GER,DF,Augsburg,23,1993,32.9,65,47,36,19,10,34,59,57.6,25,27,8,19,33,98,65,1,Matches
Alexandru Maxim,ro ROU,MF,Mainz 05,27,1990,10.6,17,12,6,8,3,7,22,31.8,15,20,2,18,6,23,3,0,Matches
Florian Mayer,de GER,DF,M'Gladbach,19,1998,0.2,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,1,0,Matches
Weston McKennie,us USA,MF,Schalke 04,18,1998,14.0,36,23,11,21,4,13,32,40.6,19,16,2,14,20,56,32,0,Matches
Slobodan Medojević,rs SRB,MF,Eint Frankfurt,26,1990,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
Admir Mehmedi,ch SUI,"FW,MF",Wolfsburg,26,1991,3.2,4,2,3,1,0,2,2,100.0,0,1,1,0,1,5,3,0,Matches
Admir Mehmedi,ch SUI,"DF,MF",Leverkusen,26,1991,7.8,20,18,6,11,3,4,13,30.8,9,13,0,13,13,33,5,0,Matches
Alexander Meier,de GER,FW,Eint Frankfurt,34,1983,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Jorge Meré,es ESP,DF,Köln,20,1997,21.0,34,23,25,9,0,23,35,65.7,12,25,13,12,34,68,110,1,Matches
Max Meyer,de GER,MF,Schalke 04,21,1995,19.2,48,38,23,21,4,19,47,40.4,28,25,3,22,54,102,11,0,Matches
Maximilian Mittelstädt,de GER,"MF,DF",Hertha BSC,20,1997,4.7,19,11,14,4,1,10,19,52.6,9,8,1,7,9,28,11,0,Matches
Niklas Moisander,fi FIN,DF,Werder Bremen,31,1985,25.0,36,28,22,13,1,24,36,66.7,12,21,9,12,38,74,98,2,Matches
Jan Morávek,cz CZE,MF,Augsburg,27,1989,7.8,41,37,17,23,1,21,36,58.3,15,19,3,16,11,52,11,0,Matches
Florian Müller,de GER,GK,Mainz 05,19,1997,5.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,1,Matches
Nicolai Müller,de GER,"DF,MF",Hamburger SV,29,1987,1.1,2,0,0,1,1,0,0,,0,1,0,1,0,2,0,0,Matches
Thomas Müller,de GER,"MF,FW",Bayern Munich,27,1989,22.3,35,30,10,15,10,13,27,48.1,14,17,1,16,7,42,14,1,Matches
Yoshinori Mutō,jp JPN,FW,Mainz 05,25,1992,21.2,21,15,6,8,7,5,14,35.7,9,16,0,16,6,27,12,0,Matches
Yvon Mvogo,ch SUI,GK,RB Leipzig,23,1994,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,1,Matches
Naldo,br BRA,DF,Schalke 04,34,1982,34.0,51,36,38,12,1,31,46,67.4,15,39,21,18,55,106,200,1,Matches
Nikolas Nartey,dk DEN,MF,Köln,17,2000,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Matija Nastasić,rs SRB,DF,Schalke 04,24,1993,22.1,48,38,37,10,1,28,37,75.7,9,40,22,18,36,84,85,0,Matches
Manuel Neuer,de GER,GK,Bayern Munich,31,1986,3.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
Florian Niederlechner,de GER,"FW,MF",Freiburg,26,1990,7.7,8,6,1,5,2,2,5,40.0,3,5,1,4,3,11,6,0,Matches
Håvard Nordtveit,no NOR,DF,Hoffenheim,27,1990,10.8,19,16,10,9,0,13,18,72.2,5,19,8,11,10,29,50,0,Matches
Paul-Georges Ntep,cm CMR,"FW,MF",Wolfsburg,25,1992,1.8,2,2,0,0,2,0,1,0.0,1,3,1,2,1,3,0,0,Matches
Alexander Nübel,de GER,GK,Schalke 04,20,1996,0.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Philipp Ochs,de GER,"FW,DF",Hoffenheim,20,1997,0.8,5,4,1,3,1,1,2,50.0,1,0,0,0,1,6,0,0,Matches
Bastian Oczipka,de GER,"DF,MF",Schalke 04,28,1989,25.8,60,48,29,26,5,29,37,78.4,8,41,2,39,40,100,40,1,Matches
Ebenezer Ofori,gh GHA,MF,Stuttgart,22,1995,0.1,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0,Matches
Kwasi Okyere Wriedt,gh GHA,MF,Bayern Munich,23,1994,0.3,2,2,1,1,0,0,0,,0,0,0,0,0,2,0,0,Matches
Paweł Olkowski,pl POL,DF,Köln,27,1990,5.0,17,12,9,8,0,5,9,55.6,4,11,2,9,3,20,17,0,Matches
Karim Onisiwo,at AUT,"DF,FW",Mainz 05,25,1992,2.8,7,5,5,1,1,3,7,42.9,4,4,0,4,1,8,8,0,Matches
Daniel Opare,gh GHA,DF,Augsburg,26,1990,15.7,31,27,20,10,1,21,27,77.8,6,14,5,9,28,59,56,0,Matches
Willi Orban,hu HUN,DF,RB Leipzig,24,1992,23.6,49,30,35,14,0,29,43,67.4,14,45,18,27,28,77,155,1,Matches
Divock Origi,be BEL,FW,Wolfsburg,22,1995,21.9,6,5,2,3,1,1,7,14.3,6,16,2,14,3,9,17,0,Matches
Yuya Osako,jp JPN,"FW,MF",Köln,27,1990,21.1,13,10,4,9,0,4,18,22.2,14,13,2,11,8,21,22,0,Matches
Victor Osimhen,ng NGA,"FW,MF",Wolfsburg,18,1998,3.2,4,4,3,1,0,2,5,40.0,3,2,1,1,2,6,7,0,Matches
Matthias Ostrzolek,de GER,"DF,MF",Hannover 96,27,1990,26.4,68,53,43,20,5,38,57,66.7,19,39,10,29,30,98,58,1,Matches
Anas Ouahim,de GER,MF,Köln,19,1997,0.2,1,1,0,1,0,1,1,100.0,0,0,0,0,0,1,0,0,Matches
Reece Oxford,eng ENG,"DF,MF",M'Gladbach,18,1998,5.1,8,6,3,4,1,3,4,75.0,1,4,0,4,9,17,26,1,Matches
Berkay Özcan,tr TUR,"MF,FW",Stuttgart,19,1998,11.1,19,10,7,9,3,7,11,63.6,4,14,2,12,3,22,8,0,Matches
Ramazan Özcan,at AUT,GK,Leverkusen,33,1984,1.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Matches
Salih Özcan,tr TUR,MF,Köln,19,1998,18.6,56,42,24,29,3,28,54,51.9,26,27,5,22,29,85,22,1,Matches
Levin Öztunalı,de GER,"FW,MF",Mainz 05,21,1996,19.3,26,19,8,15,3,10,20,50.0,10,25,0,25,11,37,9,0,Matches
Kyriakos Papadopoulos,gr GRE,DF,Hamburger SV,25,1992,29.0,60,54,36,24,0,41,69,59.4,28,54,35,19,43,103,181,2,Matches
Sokratis Papastathopoulos,gr GRE,DF,Dortmund,29,1988,26.4,65,47,50,13,2,39,47,83.0,8,36,11,25,30,95,112,0,Matches
Shawn Parker,de GER,"FW,MF",Augsburg,24,1993,0.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Felix Passlack,de GER,"FW,DF",Hoffenheim,19,1998,0.7,2,2,2,0,0,2,3,66.7,1,0,0,0,0,2,2,0,Matches
Felix Passlack,de GER,DF,Dortmund,19,1998,0.1,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,Matches
Benjamin Pavard,fr FRA,DF,Stuttgart,21,1996,34.0,55,40,40,13,2,36,47,76.6,11,59,34,25,70,125,192,1,Matches
Jiří Pavlenka,cz CZE,GK,Werder Bremen,25,1992,34.0,1,1,1,0,0,0,0,,0,2,0,2,0,1,17,4,Matches
Peter Pekarík,sk SVK,DF,Hertha BSC,30,1986,15.3,42,33,17,21,4,21,29,72.4,8,23,3,20,18,60,44,0,Matches
Nils Petersen,de GER,FW,Freiburg,28,1988,24.9,27,18,7,18,2,10,27,37.0,17,28,2,26,17,44,33,0,Matches
Maximilian Philipp,de GER,FW,Dortmund,23,1994,13.4,24,19,9,12,3,6,19,31.6,13,12,0,12,6,30,7,0,Matches
Łukasz Piszczek,pl POL,DF,Dortmund,32,1985,23.8,51,37,23,23,5,30,52,57.7,22,39,11,28,42,93,64,1,Matches
Claudio Pizarro,pe PER,"FW,MF",Köln,38,1978,6.4,11,9,3,6,2,6,9,66.7,3,10,2,8,3,14,5,0,Matches
Marko Pjaca,hr CRO,"FW,MF",Schalke 04,22,1995,2.9,5,3,2,3,0,4,6,66.7,2,3,0,3,1,6,2,0,Matches
Marvin Plattenhardt,de GER,DF,Hertha BSC,25,1992,33.0,57,43,39,15,3,35,50,70.0,15,24,7,17,27,84,92,0,Matches
Joel Pohjanpalo,fi FIN,"MF,FW",Leverkusen,22,1994,1.3,0,0,0,0,0,0,2,0.0,2,1,1,0,0,0,2,0,Matches
Eugen Polanski,pl POL,MF,Hoffenheim,31,1986,2.9,8,7,3,4,1,5,6,83.3,1,6,1,5,4,12,4,0,Matches
Julian Pollersbeck,de GER,GK,Hamburger SV,22,1994,10.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,4,1,Matches
Stefan Posch,at AUT,DF,Hoffenheim,20,1997,8.4,28,21,18,7,3,15,27,55.6,12,15,4,11,24,52,30,0,Matches
Yussuf Poulsen,dk DEN,FW,RB Leipzig,23,1994,18.5,23,19,2,13,8,7,12,58.3,5,24,5,19,9,32,8,0,Matches
Christian Pulisic,us USA,"FW,DF",Dortmund,18,1998,25.6,46,30,12,20,14,26,44,59.1,18,24,2,22,16,62,11,0,Matches
Robin Quaison,se SWE,FW,Mainz 05,23,1993,15.7,17,14,1,10,6,7,11,63.6,4,16,2,14,7,24,9,0,Matches
Raffael,br BRA,FW,M'Gladbach,32,1985,23.0,40,32,12,23,5,17,36,47.2,19,18,0,18,8,48,2,0,Matches
Rafinha,br BRA,DF,Bayern Munich,31,1985,20.6,39,33,24,11,4,28,47,59.6,19,17,6,11,32,71,30,0,Matches
Baba Rahman,gh GHA,DF,Schalke 04,23,1994,0.4,1,0,0,1,0,0,0,,0,2,0,2,2,3,1,0,Matches
André Ramalho,br BRA,"DF,FW",Leverkusen,25,1992,0.4,3,1,2,1,0,2,2,100.0,0,1,0,1,1,4,1,0,Matches
Milot Rashica,xk KVX,"FW,MF",Werder Bremen,21,1996,4.3,2,2,1,1,0,1,8,12.5,7,3,0,3,3,5,4,0,Matches
Konstantin Rausch,ru RUS,DF,Köln,27,1990,10.3,21,16,13,7,1,11,26,42.3,15,9,2,7,17,38,25,0,Matches
Yoric Ravet,fr FRA,"FW,MF",Freiburg,27,1989,5.5,9,7,3,6,0,3,7,42.9,4,7,0,7,3,12,6,0,Matches
Ante Rebić,hr CRO,FW,Eint Frankfurt,23,1993,19.5,37,29,7,21,9,7,24,29.2,17,27,2,25,6,43,13,0,Matches
Fabian Reese,de GER,"FW,MF",Schalke 04,19,1997,0.8,2,2,1,1,0,1,2,50.0,1,1,0,1,2,4,1,0,Matches
Karim Rekik,nl NED,DF,Hertha BSC,22,1994,25.6,38,29,32,6,0,24,26,92.3,2,27,11,16,28,66,116,2,Matches
Panagiotis Retsos,gr GRE,DF,Leverkusen,18,1998,19.1,48,40,32,14,2,33,46,71.7,13,29,8,21,29,77,47,0,Matches
Marco Reus,de GER,"MF,FW",Dortmund,28,1989,10.3,16,8,2,12,2,5,12,41.7,7,16,3,13,4,20,9,0,Matches
Elvis Rexhbeçaj,de GER,"DF,MF",Wolfsburg,19,1997,1.4,4,2,1,2,1,1,1,100.0,0,3,0,3,2,6,3,0,Matches
