ID,Name,Team,birth_year,Stats,Einsatzquote
2692,Giovanni Reyna,Borussia Dortmund,2002,"{'Passquote': '77,7%', 'Zweikampfquote': '36,4%', 'Luftkämpfe': '50,0%', 'Tacklingquote': '0,0%', 'Begangene Fouls': '2,29', 'Geklärte Bälle': '1,72', 'Abgefangene Bälle': '0', 'Balleroberungen': '0', 'Ballverluste': '2,29', 'Erfolgreiche Dribblings': '40,0%', 'Torschussvorlagen': '0,57', 'Kreierte Großchancen': '0,57', 'Schüsse aufs Tor': '0,86', 'Schussgenauigkeit': '100,0%', 'Fehler vor Schuss/Gegentor': '0', 'Geblockte Bälle': '0,29'}",18
3482,Karim Adeyemi,Borussia Dortmund,2002,"{'Passquote': '76,4%', 'Zweikampfquote': '41,5%', 'Luftkämpfe': '54,5%', 'Tacklingquote': '50,0%', 'Begangene Fouls': '1,37', 'Geklärte Bälle': '0,46', 'Abgefangene Bälle': '0,57', 'Balleroberungen': '0,8', 'Ballverluste': '5,69', 'Erfolgreiche Dribblings': '43,3%', 'Torschussvorlagen': '1,37', 'Kreierte Großchancen': '0,23', 'Schüsse aufs Tor': '1,82', 'Schussgenauigkeit': '69,6%', 'Fehler vor Schuss/Gegentor': '0', 'Geblockte Bälle': '0,11'}",39
3219,Jamie Gittens,Borussia Dortmund,2004,"{'Passquote': '76,5%', 'Zweikampfquote': '48,4%', 'Luftkämpfe': '55,6%', 'Tacklingquote': '48,1%', 'Begangene Fouls': '1,25', 'Geklärte Bälle': '0,17', 'Abgefangene Bälle': '0,46', 'Balleroberungen': '0,74', 'Ballverluste': '6,43', 'Erfolgreiche Dribblings': '45,9%', 'Torschussvorlagen': '1,02', 'Kreierte Großchancen': '0,34', 'Schüsse aufs Tor': '1,99', 'Schussgenauigkeit': '83,3%', 'Fehler vor Schuss/Gegentor': '0', 'Geblockte Bälle': '0,06'}",71
4617,Julien Duranville,Borussia Dortmund,2006,"{'Passquote': '68,5%', 'Zweikampfquote': '31,7%', 'Luftkämpfe': '0,0%', 'Tacklingquote': '0,0%', 'Begangene Fouls': '3,03', 'Geklärte Bälle': '0,67', 'Abgefangene Bälle': '0', 'Balleroberungen': '0', 'Ballverluste': '10,45', 'Erfolgreiche Dribblings': '36,7%', 'Torschussvorlagen': '0,34', 'Kreierte Großchancen': '0,34', 'Schüsse aufs Tor': '0,34', 'Schussgenauigkeit': '50,0%', 'Fehler vor Schuss/Gegentor': '0', 'Geblockte Bälle': '0,34'}",17
7441,Cole Campbell,Borussia Dortmund,2006,"{'Passquote': '86,7%', 'Zweikampfquote': '20,0%', 'Luftkämpfe': '0,0%', 'Tacklingquote': '0,0%', 'Begangene Fouls': '2,2', 'Geklärte Bälle': '2,2', 'Abgefangene Bälle': '0', 'Balleroberungen': '0', 'Ballverluste': '2,2', 'Erfolgreiche Dribblings': '0,0%', 'Torschussvorlagen': '0', 'Kreierte Großchancen': '0', 'Schüsse aufs Tor': '0', 'Schussgenauigkeit': '0,0%', 'Fehler vor Schuss/Gegentor': '0', 'Geblockte Bälle': '0'}",3
1920,Serhou Guirassy,Borussia Dortmund,1996,"{'Passquote': '73,8%', 'Zweikampfquote': '50,6%', 'Luftkämpfe': '52,1%', 'Tacklingquote': '50,0%', 'Begangene Fouls': '0,57', 'Geklärte Bälle': '1,19', 'Abgefangene Bälle': '0,14', 'Balleroberungen': '0,1', 'Ballverluste': '1,85', 'Erfolgreiche Dribblings': '24,0%', 'Torschussvorlagen': '0,57', 'Kreierte Großchancen': '0,1', 'Schüsse aufs Tor': '1,81', 'Schussgenauigkeit': '63,3%', 'Fehler vor Schuss/Gegentor': '0', 'Geblockte Bälle': '0,14'}",82
2714,Maximilian Beier,Borussia Dortmund,2002,"{'Passquote': '71,5%', 'Zweikampfquote': '40,0%', 'Luftkämpfe': '54,2%', 'Tacklingquote': '34,3%', 'Begangene Fouls': '1,04', 'Geklärte Bälle': '0,67', 'Abgefangene Bälle': '0,37', 'Balleroberungen': '0,89', 'Ballverluste': '3,41', 'Erfolgreiche Dribblings': '38,1%', 'Torschussvorlagen': '1,11', 'Kreierte Großchancen': '0,22', 'Schüsse aufs Tor': '0,96', 'Schussgenauigkeit': '50,0%', 'Fehler vor Schuss/Gegentor': '0,07', 'Geblockte Bälle': '0,22'}",53
429,Kevin Trapp,Eintracht Frankfurt,1990,"{'Abgewehrte Schüsse': '75,5%', 'Paraden': '2,55', 'Weiße Weste': '5', 'Strafraum-beherrschung': '85,7%', 'Abgewehrte Elfmeter': '100,0%', 'Großchancen vereitelt': '36,4%', 'Fehler vor Schuss/Gegentor': '0,15'}",80
357,Jens Grahl,Eintracht Frankfurt,1988,"{'Abgewehrte Schüsse': '0,0%', 'Paraden': '0', 'Weiße Weste': '0', 'Strafraum-beherrschung': '0,0%', 'Abgewehrte Elfmeter': '0,0%', 'Großchancen vereitelt': '0,0%', 'Fehler vor Schuss/Gegentor': '0'}",0
7275,Kauã Santos,Eintracht Frankfurt,2003,"{'Abgewehrte Schüsse': '74,2%', 'Paraden': '3,9', 'Weiße Weste': '1', 'Strafraum-beherrschung': '100,0%', 'Abgewehrte Elfmeter': '0,0%', 'Großchancen vereitelt': '40,0%', 'Fehler vor Schuss/Gegentor': '0,41'}",19
2144,Robin Koch,Eintracht Frankfurt,1996,"{'Passquote': '91,2%', 'Zweikampfquote': '57,0%', 'Luftkämpfe': '63,2%', 'Tacklingquote': '31,8%', 'Begangene Fouls': '0,74', 'Geklärte Bälle': '5,29', 'Abgefangene Bälle': '0,79', 'Balleroberungen': '0,35', 'Ballverluste': '0,15', 'Erfolgreiche Dribblings': '50,0%', 'Torschussvorlagen': '0,1', 'Kreierte Großchancen': '0', 'Schüsse aufs Tor': '0,25', 'Schussgenauigkeit': '62,5%', 'Fehler vor Schuss/Gegentor': '0,15', 'Geblockte Bälle': '1,09'}",83
2378,Tuta,Eintracht Frankfurt,1999,"{'Passquote': '89,3%', 'Zweikampfquote': '50,7%', 'Luftkämpfe': '48,1%', 'Tacklingquote': '45,9%', 'Begangene Fouls': '1,09', 'Geklärte Bälle': '5,65', 'Abgefangene Bälle': '1,58', 'Balleroberungen': '0,92', 'Ballverluste': '0,54', 'Erfolgreiche Dribblings': '73,3%', 'Torschussvorlagen': '0,16', 'Kreierte Großchancen': '0', 'Schüsse aufs Tor': '0,38', 'Schussgenauigkeit': '87,5%', 'Fehler vor Schuss/Gegentor': '0,05', 'Geblockte Bälle': '0,92'}",75
2864,Nnamdi Collins,Eintracht Frankfurt,2004,"{'Passquote': '87,7%', 'Zweikampfquote': '48,5%', 'Luftkämpfe': '50,0%', 'Tacklingquote': '71,4%', 'Begangene Fouls': '1,42', 'Geklärte Bälle': '4,24', 'Abgefangene Bälle': '0,97', 'Balleroberungen': '1,33', 'Ballverluste': '2,12', 'Erfolgreiche Dribblings': '30,8%', 'Torschussvorlagen': '0,09', 'Kreierte Großchancen': '0,09', 'Schüsse aufs Tor': '0,09', 'Schussgenauigkeit': '100,0%', 'Fehler vor Schuss/Gegentor': '0,18', 'Geblockte Bälle': '1,06'}",44
8057,Arthur Theate,Eintracht Frankfurt,2000,"{'Passquote': '84,2%', 'Zweikampfquote': '54,5%', 'Luftkämpfe': '49,3%', 'Tacklingquote': '44,2%', 'Begangene Fouls': '0,48', 'Geklärte Bälle': '4,84', 'Abgefangene Bälle': '1,26', 'Balleroberungen': '0,83', 'Ballverluste': '0,44', 'Erfolgreiche Dribblings': '66,7%', 'Torschussvorlagen': '0,26', 'Kreierte Großchancen': '0,04', 'Schüsse aufs Tor': '0,52', 'Schussgenauigkeit': '42,9%', 'Fehler vor Schuss/Gegentor': '0,13', 'Geblockte Bälle': '0,83'}",84
7686,Aurèle Amenda,Eintracht Frankfurt,2003,"{'Passquote': '87,2%', 'Zweikampfquote': '60,0%', 'Luftkämpfe': '80,0%', 'Tacklingquote': '0,0%', 'Begangene Fouls': '4,66', 'Geklärte Bälle': '6,21', 'Abgefangene Bälle': '1,55', 'Balleroberungen': '0', 'Ballverluste': '0', 'Erfolgreiche Dribblings': '100,0%', 'Torschussvorlagen': '1,55', 'Kreierte Großchancen': '1,55', 'Schüsse aufs Tor': '0', 'Schussgenauigkeit': '0,0%', 'Fehler vor Schuss/Gegentor': '0', 'Geblockte Bälle': '3,1'}",6
3543,Nathaniel Brown,Eintracht Frankfurt,2003,"{'Passquote': '78,9%', 'Zweikampfquote': '57,0%', 'Luftkämpfe': '20,0%', 'Tacklingquote': '64,3%', 'Begangene Fouls': '0,58', 'Geklärte Bälle': '2,42', 'Abgefangene Bälle': '0,58', 'Balleroberungen': '2,25', 'Ballverluste': '1,84', 'Erfolgreiche Dribblings': '30,4%', 'Torschussvorlagen': '1,75', 'Kreierte Großchancen': '0,42', 'Schüsse aufs Tor': '0,58', 'Schussgenauigkeit': '63,6%', 'Fehler vor Schuss/Gegentor': '0', 'Geblockte Bälle': '0,42'}",39
7289,Niels Nkounkou,Eintracht Frankfurt,2000,"{'Passquote': '70,3%', 'Zweikampfquote': '44,0%', 'Luftkämpfe': '28,6%', 'Tacklingquote': '64,3%', 'Begangene Fouls': '1,14', 'Geklärte Bälle': '2,27', 'Abgefangene Bälle': '1,36', 'Balleroberungen': '2,05', 'Ballverluste': '3,41', 'Erfolgreiche Dribblings': '36,8%', 'Torschussvorlagen': '2,05', 'Kreierte Großchancen': '0,46', 'Schüsse aufs Tor': '0,23', 'Schussgenauigkeit': '25,0%', 'Fehler vor Schuss/Gegentor': '0', 'Geblockte Bälle': '0,91'}",30
461,Timothy Chandler,Eintracht Frankfurt,1990,"{'Passquote': '68,4%', 'Zweikampfquote': '71,4%', 'Luftkämpfe': '80,0%', 'Tacklingquote': '0,0%', 'Begangene Fouls': '0', 'Geklärte Bälle': '8,57', 'Abgefangene Bälle': '12,86', 'Balleroberungen': '0', 'Ballverluste': '4,29', 'Erfolgreiche Dribblings': '0,0%', 'Torschussvorlagen': '0', 'Kreierte Großchancen': '0', 'Schüsse aufs Tor': '0', 'Schussgenauigkeit': '0,0%', 'Fehler vor Schuss/Gegentor': '0', 'Geblockte Bälle': '0'}",1
7885,Rasmus Kristensen,Eintracht Frankfurt,1997,"{'Passquote': '79,4%', 'Zweikampfquote': '54,3%', 'Luftkämpfe': '63,0%', 'Tacklingquote': '34,5%', 'Begangene Fouls': '0,85', 'Geklärte Bälle': '2,74', 'Abgefangene Bälle': '0,8', 'Balleroberungen': '0,99', 'Ballverluste': '1,24', 'Erfolgreiche Dribblings': '51,5%', 'Torschussvorlagen': '0,6', 'Kreierte Großchancen': '0,25', 'Schüsse aufs Tor': '0,35', 'Schussgenauigkeit': '63,6%', 'Fehler vor Schuss/Gegentor': '0', 'Geblockte Bälle': '0,85'}",77
2718,Ellyes Skhiri,Eintracht Frankfurt,1995,"{'Passquote': '88,3%', 'Zweikampfquote': '51,3%', 'Luftkämpfe': '50,0%', 'Tacklingquote': '30,0%', 'Begangene Fouls': '0,82', 'Geklärte Bälle': '1,7', 'Abgefangene Bälle': '1,06', 'Balleroberungen': '0,7', 'Ballverluste': '0,53', 'Erfolgreiche Dribblings': '76,9%', 'Torschussvorlagen': '0,82', 'Kreierte Großchancen': '0,12', 'Schüsse aufs Tor': '0,29', 'Schussgenauigkeit': '55,6%', 'Fehler vor Schuss/Gegentor': '0,12', 'Geblockte Bälle': '0,35'}",68
0,Noah Fenyö,Eintracht Frankfurt,2006,"{'Passquote': '0,0%', 'Zweikampfquote': '0,0%', 'Luftkämpfe': '0,0%', 'Tacklingquote': '0,0%', 'Begangene Fouls': '0', 'Geklärte Bälle': '0', 'Abgefangene Bälle': '0', 'Balleroberungen': '0', 'Ballverluste': '0', 'Erfolgreiche Dribblings': '0,0%', 'Torschussvorlagen': '0', 'Kreierte Großchancen': '0', 'Schüsse aufs Tor': '0', 'Schussgenauigkeit': '0,0%', 'Fehler vor Schuss/Gegentor': '0', 'Geblockte Bälle': '0'}",0
513,Mario Götze,Eintracht Frankfurt,1992,"{'Passquote': '78,9%', 'Zweikampfquote': '44,6%', 'Luftkämpfe': '18,2%', 'Tacklingquote': '41,3%', 'Begangene Fouls': '0,83', 'Geklärte Bälle': '0,45', 'Abgefangene Bälle': '0,45', 'Balleroberungen': '1,43', 'Ballverluste': '1,96', 'Erfolgreiche Dribblings': '35,0%', 'Torschussvorlagen': '1,65', 'Kreierte Großchancen': '0,15', 'Schüsse aufs Tor': '0,38', 'Schussgenauigkeit': '83,3%', 'Fehler vor Schuss/Gegentor': '0', 'Geblockte Bälle': '0,15'}",53
736,Mahmoud Dahoud,Eintracht Frankfurt,1996,"{'Passquote': '85,3%', 'Zweikampfquote': '41,9%', 'Luftkämpfe': '33,3%', 'Tacklingquote': '36,4%', 'Begangene Fouls': '2,27', 'Geklärte Bälle': '1,14', 'Abgefangene Bälle': '0,46', 'Balleroberungen': '0,91', 'Ballverluste': '0,91', 'Erfolgreiche Dribblings': '33,3%', 'Torschussvorlagen': '1,82', 'Kreierte Großchancen': '0,23', 'Schüsse aufs Tor': '1,36', 'Schussgenauigkeit': '85,7%', 'Fehler vor Schuss/Gegentor': '0', 'Geblockte Bälle': '0,23'}",28
6185,Hugo Larsson,Eintracht Frankfurt,2004,"{'Passquote': '88,5%', 'Zweikampfquote': '46,5%', 'Luftkämpfe': '44,4%', 'Tacklingquote': '37,0%', 'Begangene Fouls': '0,64', 'Geklärte Bälle': '1,18', 'Abgefangene Bälle': '1,12', 'Balleroberungen': '0,91', 'Ballverluste': '0,69', 'Erfolgreiche Dribblings': '45,5%', 'Torschussvorlagen': '0,86', 'Kreierte Großchancen': '0', 'Schüsse aufs Tor': '0,69', 'Schussgenauigkeit': '92,9%', 'Fehler vor Schuss/Gegentor': '0,05', 'Geblockte Bälle': '0,48'}",73
8351,Oscar Højlund,Eintracht Frankfurt,2005,"{'Passquote': '87,2%', 'Zweikampfquote': '42,6%', 'Luftkämpfe': '33,3%', 'Tacklingquote': '35,3%', 'Begangene Fouls': '1,37', 'Geklärte Bälle': '1,14', 'Abgefangene Bälle': '0,91', 'Balleroberungen': '1,37', 'Ballverluste': '2,51', 'Erfolgreiche Dribblings': '75,0%', 'Torschussvorlagen': '0,46', 'Kreierte Großchancen': '0', 'Schüsse aufs Tor': '0,91', 'Schussgenauigkeit': '80,0%', 'Fehler vor Schuss/Gegentor': '0', 'Geblockte Bälle': '0,91'}",14
7277,Farès Chaïbi,Eintracht Frankfurt,2002,"{'Passquote': '65,9%', 'Zweikampfquote': '48,2%', 'Luftkämpfe': '38,1%', 'Tacklingquote': '38,9%', 'Begangene Fouls': '0,26', 'Geklärte Bälle': '2,55', 'Abgefangene Bälle': '0,89', 'Balleroberungen': '0,89', 'Ballverluste': '0,89', 'Erfolgreiche Dribblings': '62,5%', 'Torschussvorlagen': '2,3', 'Kreierte Großchancen': '0,13', 'Schüsse aufs Tor': '1,4', 'Schussgenauigkeit': '68,8%', 'Fehler vor Schuss/Gegentor': '0', 'Geblockte Bälle': '0,38'}",35
6081,Can Uzun,Eintracht Frankfurt,2005,"{'Passquote': '79,6%', 'Zweikampfquote': '45,6%', 'Luftkämpfe': '57,1%', 'Tacklingquote': '25,0%', 'Begangene Fouls': '1,14', 'Geklärte Bälle': '0,49', 'Abgefangene Bälle': '0,16', 'Balleroberungen': '0,49', 'Ballverluste': '3,91', 'Erfolgreiche Dribblings': '41,2%', 'Torschussvorlagen': '1,79', 'Kreierte Großchancen': '0,16', 'Schüsse aufs Tor': '2,28', 'Schussgenauigkeit': '58,3%', 'Fehler vor Schuss/Gegentor': '0', 'Geblockte Bälle': '0'}",25
8253,Krisztián Lisztes,Eintracht Frankfurt,2005,"{'Passquote': '0,0%', 'Zweikampfquote': '0,0%', 'Luftkämpfe': '0,0%', 'Tacklingquote': '0,0%', 'Begangene Fouls': '0', 'Geklärte Bälle': '0', 'Abgefangene Bälle': '0', 'Balleroberungen': '0', 'Ballverluste': '0', 'Erfolgreiche Dribblings': '0,0%', 'Torschussvorlagen': '0', 'Kreierte Großchancen': '0', 'Schüsse aufs Tor': '0', 'Schussgenauigkeit': '0,0%', 'Fehler vor Schuss/Gegentor': '0', 'Geblockte Bälle': '0'}",0
7491,Jean-Mattéo Bahoya,Eintracht Frankfurt,2005,"{'Passquote': '76,8%', 'Zweikampfquote': '48,4%', 'Luftkämpfe': '71,4%', 'Tacklingquote': '40,9%', 'Begangene Fouls': '1,41', 'Geklärte Bälle': '0,71', 'Abgefangene Bälle': '0,71', 'Balleroberungen': '2,12', 'Ballverluste': '3,76', 'Erfolgreiche Dribblings': '52,6%', 'Torschussvorlagen': '2,12', 'Kreierte Großchancen': '0,47', 'Schüsse aufs Tor': '0,71', 'Schussgenauigkeit': '100,0%', 'Fehler vor Schuss/Gegentor': '0', 'Geblockte Bälle': '0'}",17
2863,Ansgar Knauff,Eintracht Frankfurt,2002,"{'Passquote': '67,7%', 'Zweikampfquote': '49,7%', 'Luftkämpfe': '48,4%', 'Tacklingquote': '40,4%', 'Begangene Fouls': '1,22', 'Geklärte Bälle': '1,22', 'Abgefangene Bälle': '0,77', 'Balleroberungen': '1,45', 'Ballverluste': '2,83', 'Erfolgreiche Dribblings': '39,5%', 'Torschussvorlagen': '1,38', 'Kreierte Großchancen': '0,31', 'Schüsse aufs Tor': '0,77', 'Schussgenauigkeit': '58,8%', 'Fehler vor Schuss/Gegentor': '0', 'Geblockte Bälle': '0,38'}",51
4406,Éric-Junior Dina-Ebimbe,Eintracht Frankfurt,2000,"{'Passquote': '63,6%', 'Zweikampfquote': '44,2%', 'Luftkämpfe': '66,7%', 'Tacklingquote': '25,0%', 'Begangene Fouls': '3', 'Geklärte Bälle': '1,5', 'Abgefangene Bälle': '2,1', 'Balleroberungen': '0,3', 'Ballverluste': '3', 'Erfolgreiche Dribblings': '45,5%', 'Torschussvorlagen': '0,6', 'Kreierte Großchancen': '0,6', 'Schüsse aufs Tor': '1,2', 'Schussgenauigkeit': '50,0%', 'Fehler vor Schuss/Gegentor': '0', 'Geblockte Bälle': '0,3'}",15
2190,Michy Batshuayi,Eintracht Frankfurt,1993,"{'Passquote': '83,3%', 'Zweikampfquote': '40,0%', 'Luftkämpfe': '0,0%', 'Tacklingquote': '0,0%', 'Begangene Fouls': '1,2', 'Geklärte Bälle': '0', 'Abgefangene Bälle': '1,2', 'Balleroberungen': '0', 'Ballverluste': '1,2', 'Erfolgreiche Dribblings': '66,7%', 'Torschussvorlagen': '1,2', 'Kreierte Großchancen': '0', 'Schüsse aufs Tor': '0', 'Schussgenauigkeit': '0,0%', 'Fehler vor Schuss/Gegentor': '0', 'Geblockte Bälle': '0'}",32
3304,Igor Matanović,Eintracht Frankfurt,2003,"{'Passquote': '75,7%', 'Zweikampfquote': '43,1%', 'Luftkämpfe': '40,0%', 'Tacklingquote': '0,0%', 'Begangene Fouls': '1,43', 'Geklärte Bälle': '2,14', 'Abgefangene Bälle': '0,24', 'Balleroberungen': '0', 'Ballverluste': '2,62', 'Erfolgreiche Dribblings': '60,0%', 'Torschussvorlagen': '0,24', 'Kreierte Großchancen': '0', 'Schüsse aufs Tor': '1,67', 'Schussgenauigkeit': '58,3%', 'Fehler vor Schuss/Gegentor': '0', 'Geblockte Bälle': '0'}",23
7508,Hugo Ekitiké,Eintracht Frankfurt,2002,"{'Passquote': '77,2%', 'Zweikampfquote': '38,5%', 'Luftkämpfe': '42,0%', 'Tacklingquote': '55,6%', 'Begangene Fouls': '1,26', 'Geklärte Bälle': '0,73', 'Abgefangene Bälle': '0,32', 'Balleroberungen': '0,52', 'Ballverluste': '3,78', 'Erfolgreiche Dribblings': '40,0%', 'Torschussvorlagen': '1,52', 'Kreierte Großchancen': '0,26', 'Schüsse aufs Tor': '2,78', 'Schussgenauigkeit': '67,9%', 'Fehler vor Schuss/Gegentor': '0', 'Geblockte Bälle': '0,05'}",76
10050,Elye Wahi,Eintracht Frankfurt,2003,"{'Passquote': '64,3%', 'Zweikampfquote': '46,7%', 'Luftkämpfe': '20,0%', 'Tacklingquote': '0,0%', 'Begangene Fouls': '1,05', 'Geklärte Bälle': '1,05', 'Abgefangene Bälle': '0', 'Balleroberungen': '0', 'Ballverluste': '3,14', 'Erfolgreiche Dribblings': '66,7%', 'Torschussvorlagen': '0', 'Kreierte Großchancen': '0', 'Schüsse aufs Tor': '2,09', 'Schussgenauigkeit': '66,7%', 'Fehler vor Schuss/Gegentor': '0', 'Geblockte Bälle': '0'}",23
524,Oliver Baumann,TSG Hoffenheim,1990,"{'Abgewehrte Schüsse': '64,9%', 'Paraden': '2,61', 'Weiße Weste': '2', 'Strafraum-beherrschung': '100,0%', 'Abgewehrte Elfmeter': '50,0%', 'Großchancen vereitelt': '43,2%', 'Fehler vor Schuss/Gegentor': '0'}",79
2393,Jakob Busk,TSG Hoffenheim,1993,"{'Abgewehrte Schüsse': '0,0%', 'Paraden': '0', 'Weiße Weste': '0', 'Strafraum-beherrschung': '0,0%', 'Abgewehrte Elfmeter': '0,0%', 'Großchancen vereitelt': '0,0%', 'Fehler vor Schuss/Gegentor': '0'}",0
2852,Luca Philipp,TSG Hoffenheim,2000,"{'Abgewehrte Schüsse': '64,3%', 'Paraden': '2,45', 'Weiße Weste': '1', 'Strafraum-beherrschung': '100,0%', 'Abgewehrte Elfmeter': '0,0%', 'Großchancen vereitelt': '38,5%', 'Fehler vor Schuss/Gegentor': '0'}",21
8289,Lúkas Petersson,TSG Hoffenheim,2004,"{'Abgewehrte Schüsse': '0,0%', 'Paraden': '0', 'Weiße Weste': '0', 'Strafraum-beherrschung': '0,0%', 'Abgewehrte Elfmeter': '0,0%', 'Großchancen vereitelt': '0,0%', 'Fehler vor Schuss/Gegentor': '0'}",0
0,Tim Philipp,TSG Hoffenheim,2005,"{'Abgewehrte Schüsse': '0,0%', 'Paraden': '0', 'Weiße Weste': '0', 'Strafraum-beherrschung': '0,0%', 'Abgewehrte Elfmeter': '0,0%', 'Großchancen vereitelt': '0,0%', 'Fehler vor Schuss/Gegentor': '0'}",0
96,Kevin Akpoguma,TSG Hoffenheim,1995,"{'Passquote': '88,6%', 'Zweikampfquote': '51,9%', 'Luftkämpfe': '45,5%', 'Tacklingquote': '35,7%', 'Begangene Fouls': '1,22', 'Geklärte Bälle': '4,02', 'Abgefangene Bälle': '1,06', 'Balleroberungen': '0,79', 'Ballverluste': '0,48', 'Erfolgreiche Dribblings': '58,3%', 'Torschussvorlagen': '0,32', 'Kreierte Großchancen': '0', 'Schüsse aufs Tor': '0', 'Schussgenauigkeit': '0,0%', 'Fehler vor Schuss/Gegentor': '0,05', 'Geblockte Bälle': '1,96'}",78
4352,Stanley Nsoki,TSG Hoffenheim,1999,"{'Passquote': '85,7%', 'Zweikampfquote': '59,5%', 'Luftkämpfe': '66,7%', 'Tacklingquote': '48,0%', 'Begangene Fouls': '0,64', 'Geklärte Bälle': '3,41', 'Abgefangene Bälle': '1,84', 'Balleroberungen': '1,1', 'Ballverluste': '0,83', 'Erfolgreiche Dribblings': '63,6%', 'Torschussvorlagen': '0,28', 'Kreierte Großchancen': '0', 'Schüsse aufs Tor': '0,09', 'Schussgenauigkeit': '50,0%', 'Fehler vor Schuss/Gegentor': '0,18', 'Geblockte Bälle': '0,64'}",43
2373,Ozan Kabak,TSG Hoffenheim,2000,"{'Passquote': '0,0%', 'Zweikampfquote': '0,0%', 'Luftkämpfe': '0,0%', 'Tacklingquote': '0,0%', 'Begangene Fouls': '0', 'Geklärte Bälle': '0', 'Abgefangene Bälle': '0', 'Balleroberungen': '0', 'Ballverluste': '0', 'Erfolgreiche Dribblings': '0,0%', 'Torschussvorlagen': '0', 'Kreierte Großchancen': '0', 'Schüsse aufs Tor': '0', 'Schussgenauigkeit': '0,0%', 'Fehler vor Schuss/Gegentor': '0', 'Geblockte Bälle': '0'}",0
10118,Leo Østigård,TSG Hoffenheim,1999,"{'Passquote': '84,9%', 'Zweikampfquote': '45,2%', 'Luftkämpfe': '47,8%', 'Tacklingquote': '50,0%', 'Begangene Fouls': '1,43', 'Geklärte Bälle': '9,05', 'Abgefangene Bälle': '0,95', 'Balleroberungen': '0,48', 'Ballverluste': '0,48', 'Erfolgreiche Dribblings': '0,0%', 'Torschussvorlagen': '0', 'Kreierte Großchancen': '0', 'Schüsse aufs Tor': '0,48', 'Schussgenauigkeit': '33,3%', 'Fehler vor Schuss/Gegentor': '0', 'Geblockte Bälle': '1,91'}",74
0,Noah König,TSG Hoffenheim,2003,"{'Passquote': '0,0%', 'Zweikampfquote': '0,0%', 'Luftkämpfe': '0,0%', 'Tacklingquote': '0,0%', 'Begangene Fouls': '0', 'Geklärte Bälle': '0', 'Abgefangene Bälle': '0', 'Balleroberungen': '0', 'Ballverluste': '0', 'Erfolgreiche Dribblings': '0,0%', 'Torschussvorlagen': '0', 'Kreierte Großchancen': '0', 'Schüsse aufs Tor': '0', 'Schussgenauigkeit': '0,0%', 'Fehler vor Schuss/Gegentor': '0', 'Geblockte Bälle': '0'}",0
7750,Robin Hranáč,TSG Hoffenheim,2000,"{'Passquote': '86,4%', 'Zweikampfquote': '25,0%', 'Luftkämpfe': '35,7%', 'Tacklingquote': '0,0%', 'Begangene Fouls': '1,95', 'Geklärte Bälle': '3,51', 'Abgefangene Bälle': '1,95', 'Balleroberungen': '0', 'Ballverluste': '0', 'Erfolgreiche Dribblings': '0,0%', 'Torschussvorlagen': '0', 'Kreierte Großchancen': '0', 'Schüsse aufs Tor': '0', 'Schussgenauigkeit': '0,0%', 'Fehler vor Schuss/Gegentor': '0,39', 'Geblockte Bälle': '0,78'}",10
9682,Arthur Chaves,TSG Hoffenheim,2001,"{'Passquote': '82,0%', 'Zweikampfquote': '45,5%', 'Luftkämpfe': '47,4%', 'Tacklingquote': '40,0%', 'Begangene Fouls': '1,34', 'Geklärte Bälle': '4,16', 'Abgefangene Bälle': '1,47', 'Balleroberungen': '1,02', 'Ballverluste': '0,83', 'Erfolgreiche Dribblings': '20,0%', 'Torschussvorlagen': '0,13', 'Kreierte Großchancen': '0', 'Schüsse aufs Tor': '0,13', 'Schussgenauigkeit': '28,6%', 'Fehler vor Schuss/Gegentor': '0,13', 'Geblockte Bälle': '0,9'}",66
1739,Christopher Lenz,TSG Hoffenheim,1994,"{'Passquote': '0,0%', 'Zweikampfquote': '0,0%', 'Luftkämpfe': '0,0%', 'Tacklingquote': '0,0%', 'Begangene Fouls': '0', 'Geklärte Bälle': '0', 'Abgefangene Bälle': '0', 'Balleroberungen': '0', 'Ballverluste': '0', 'Erfolgreiche Dribblings': '0,0%', 'Torschussvorlagen': '0', 'Kreierte Großchancen': '0', 'Schüsse aufs Tor': '0', 'Schussgenauigkeit': '0,0%', 'Fehler vor Schuss/Gegentor': '0', 'Geblockte Bälle': '0'}",0
7717,Alexander Prass,TSG Hoffenheim,2001,"{'Passquote': '73,5%', 'Zweikampfquote': '50,0%', 'Luftkämpfe': '43,8%', 'Tacklingquote': '31,0%', 'Begangene Fouls': '0,96', 'Geklärte Bälle': '2,29', 'Abgefangene Bälle': '0,48', 'Balleroberungen': '1,32', 'Ballverluste': '1,98', 'Erfolgreiche Dribblings': '46,5%', 'Torschussvorlagen': '1,08', 'Kreierte Großchancen': '0,36', 'Schüsse aufs Tor': '0,36', 'Schussgenauigkeit': '50,0%', 'Fehler vor Schuss/Gegentor': '0,24', 'Geblockte Bälle': '0,36'}",61
