player,nationality,position,team,age,birth_year,minutes_90s,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_take_ons,sca_shots,sca_fouled,sca_defense,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_take_ons,gca_shots,gca_fouled,gca_defense,matches
Lasse Sobiech,de GER,DF,Köln,28,1991,1.0,1,1.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Marcel Sobottka,de GER,MF,Düsseldorf,25,1994,7.8,5,0.64,3,0,0,1,1,0,1,0.13,0,0,0,1,0,0,Matches
Yann Sommer,ch SUI,GK,M'Gladbach,30,1988,34.0,3,0.09,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Djibril Sow,ch SUI,MF,Eint Frankfurt,22,1997,19.4,53,2.73,42,3,2,1,4,1,5,0.26,3,0,0,1,1,0,Matches
Dennis Srbeny,de GER,"FW,MF",Paderborn 07,25,1994,12.4,32,2.57,20,1,5,1,5,0,1,0.08,1,0,0,0,0,0,Matches
Jerry St. Juste,nl NED,DF,Mainz 05,22,1996,23.5,15,0.64,12,0,0,2,1,0,2,0.09,1,0,0,1,0,0,Matches
Kostas Stafylidis,gr GRE,DF,Hoffenheim,25,1993,4.4,14,3.17,11,1,0,2,0,0,1,0.23,1,0,0,0,0,0,Matches
Benjamin Stambouli,fr FRA,DF,Schalke 04,28,1990,9.0,5,0.56,3,0,0,0,0,2,0,0.00,0,0,0,0,0,0,Matches
Niklas Stark,de GER,DF,Hertha BSC,24,1995,19.2,15,0.78,12,0,0,2,0,1,0,0.00,0,0,0,0,0,0,Matches
Renato Steffen,ch SUI,"MF,FW",Wolfsburg,27,1991,17.6,48,2.72,34,2,4,2,4,2,6,0.34,4,0,2,0,0,0,Matches
Zack Steffen,us USA,GK,Düsseldorf,24,1995,17.0,6,0.35,2,4,0,0,0,0,1,0.06,0,1,0,0,0,0,Matches
Lars Stindl,de GER,"MF,FW",M'Gladbach,30,1988,15.9,69,4.33,56,1,5,1,5,1,14,0.88,11,0,2,0,1,0,Matches
Kevin Stöger,at AUT,MF,Düsseldorf,25,1993,14.1,66,4.68,42,14,3,2,5,0,8,0.57,6,1,0,1,0,0,Matches
Tobias Strobl,de GER,"MF,DF",M'Gladbach,29,1990,6.8,6,0.88,5,0,0,0,0,1,1,0.15,0,0,0,0,0,1,Matches
Christian Strohdiek,de GER,DF,Paderborn 07,31,1988,15.1,19,1.25,14,2,0,2,0,1,2,0.13,1,0,0,1,0,0,Matches
Neven Subotić,rs SRB,DF,Union Berlin,30,1988,21.8,17,0.78,14,0,0,2,0,1,3,0.14,3,0,0,0,0,0,Matches
Marek Suchý,cz CZE,DF,Augsburg,31,1988,4.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Niklas Süle,de GER,DF,Bayern Munich,23,1995,7.1,6,0.84,6,0,0,0,0,0,2,0.28,2,0,0,0,0,0,Matches
Markus Suttner,at AUT,DF,Düsseldorf,32,1987,14.9,40,2.69,26,8,0,4,1,1,4,0.27,4,0,0,0,0,0,Matches
Ádám Szalai,hu HUN,FW,Mainz 05,31,1987,12.7,32,2.52,23,0,3,4,2,0,3,0.24,2,0,0,1,0,0,Matches
Jonathan Tah,de GER,DF,Leverkusen,23,1996,23.2,19,0.82,17,1,0,1,0,0,3,0.13,3,0,0,0,0,0,Matches
Edmond Tapsoba,bf BFA,DF,Leverkusen,20,1999,11.8,8,0.68,6,0,0,0,0,2,0,0.00,0,0,0,0,0,0,Matches
Georg Teigl,at AUT,"DF,MF",Augsburg,28,1991,1.2,1,0.81,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Bernard Tekpetey,gh GHA,"FW,MF",Düsseldorf,21,1997,5.0,15,3.01,9,1,1,1,3,0,1,0.20,1,0,0,0,0,0,Matches
Lino Tempelmann,de GER,MF,Freiburg,20,1999,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Simon Terodde,de GER,FW,Köln,31,1988,9.0,17,1.88,13,0,0,2,2,0,3,0.33,3,0,0,0,0,0,Matches
Malick Thiaw,de GER,DF,Schalke 04,17,2001,0.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Niclas Thiede,de GER,GK,Freiburg,20,1999,0.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Jan Thielmann,de GER,"FW,MF",Köln,17,2002,6.2,5,0.81,5,0,0,0,0,0,1,0.16,1,0,0,0,0,0,Matches
Erik Thommy,de GER,"MF,FW",Düsseldorf,24,1994,25.1,100,3.98,47,19,15,6,13,0,14,0.56,6,4,3,0,1,0,Matches
Marcus Thuram,fr FRA,FW,M'Gladbach,21,1997,24.5,79,3.23,47,0,13,4,15,0,12,0.49,7,0,4,0,1,0,Matches
Marcel Tisserand,cd COD,DF,Wolfsburg,26,1993,13.4,14,1.05,14,0,0,0,0,0,1,0.07,1,0,0,0,0,0,Matches
Jean-Clair Todibo,fr FRA,DF,Schalke 04,19,1999,4.1,2,0.49,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Corentin Tolisso,fr FRA,MF,Bayern Munich,24,1994,7.1,35,4.95,32,0,0,2,1,0,8,1.13,7,0,0,0,1,0,Matches
Ömer Toprak,tr TUR,DF,Werder Bremen,30,1989,7.9,6,0.76,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Lucas Torró,es ESP,MF,Eint Frankfurt,25,1994,3.7,5,1.36,2,0,1,1,1,0,0,0.00,0,0,0,0,0,0,Matches
Jordan Torunarigha,de GER,DF,Hertha BSC,21,1997,16.2,19,1.17,17,0,1,1,0,0,2,0.12,2,0,0,0,0,0,Matches
Almamy Touré,ml MLI,DF,Eint Frankfurt,23,1996,16.6,40,2.41,35,0,0,4,0,1,6,0.36,5,0,0,1,0,0,Matches
Ibrahima Traoré,gn GUI,"FW,MF",M'Gladbach,31,1988,1.7,8,4.74,7,0,1,0,0,0,1,0.59,1,0,0,0,0,0,Matches
Kevin Trapp,de GER,GK,Eint Frankfurt,29,1990,22.0,3,0.14,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Christopher Trimmel,at AUT,"DF,MF",Union Berlin,32,1987,31.8,98,3.08,33,62,2,1,0,0,9,0.28,1,8,0,0,0,0,Matches
Anthony Ujah,ng NGA,"FW,MF",Union Berlin,28,1990,10.5,23,2.18,20,0,0,2,0,1,6,0.57,3,0,0,2,0,1,Matches
Sven Ulreich,de GER,GK,Bayern Munich,30,1988,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Dayot Upamecano,fr FRA,DF,RB Leipzig,20,1998,26.2,33,1.26,29,0,0,3,1,0,4,0.15,3,0,0,1,0,0,Matches
Mark Uth,de GER,"MF,FW",Köln,27,1991,12.9,58,4.49,28,11,4,7,7,1,10,0.77,4,1,1,1,3,0,Matches
Mark Uth,de GER,"FW,MF",Schalke 04,27,1991,3.9,5,1.27,4,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
Ruben Vargas,ch SUI,"FW,MF",Augsburg,20,1998,28.1,75,2.67,47,2,9,8,8,1,6,0.21,4,0,0,0,2,0,Matches
Sebastian Vasiliadis,gr GRE,MF,Paderborn 07,21,1997,31.2,69,2.21,56,1,7,2,2,1,3,0.10,3,0,0,0,0,0,Matches
Miloš Veljković,rs SRB,DF,Werder Bremen,23,1995,22.8,17,0.75,16,1,0,0,0,0,4,0.18,4,0,0,0,0,0,Matches
Birger Verstraete,be BEL,MF,Köln,25,1994,7.4,17,2.30,6,11,0,0,0,0,1,0.14,0,1,0,0,0,0,Matches
Kevin Vogt,de GER,DF,Hoffenheim,27,1991,10.7,5,0.47,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Kevin Vogt,de GER,"DF,MF",Werder Bremen,27,1991,12.3,7,0.57,7,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Kevin Volland,de GER,FW,Leverkusen,27,1992,22.7,77,3.39,54,1,9,11,1,1,15,0.66,10,0,3,2,0,0,Matches
Luca Waldschmidt,de GER,"FW,MF",Freiburg,23,1996,14.1,42,2.98,26,1,6,5,4,0,4,0.28,2,0,1,0,1,0,Matches
Wout Weghorst,nl NED,FW,Wolfsburg,26,1992,30.4,93,3.06,70,1,2,10,9,1,10,0.33,7,0,1,1,1,0,Matches
Julian Weigl,de GER,"MF,DF",Dortmund,23,1995,11.3,14,1.24,12,1,0,1,0,0,1,0.09,0,1,0,0,0,0,Matches
Mitchell Weiser,de GER,"DF,MF",Leverkusen,25,1994,13.0,21,1.61,15,2,0,0,3,1,1,0.08,1,0,0,0,0,0,Matches
Wendell,br BRA,"DF,MF",Leverkusen,26,1993,21.1,31,1.47,25,2,0,0,1,3,7,0.33,5,0,0,0,1,1,Matches
Oscar Wendt,se SWE,DF,M'Gladbach,33,1985,18.7,33,1.77,25,8,0,0,0,0,6,0.32,3,3,0,0,0,0,Matches
Timo Werner,de GER,FW,RB Leipzig,23,1996,31.1,122,3.93,83,0,24,11,4,0,24,0.77,15,0,7,0,2,0,Matches
Felix Wiedwald,de GER,GK,Eint Frankfurt,29,1990,3.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
William,br BRA,DF,Wolfsburg,24,1995,15.2,33,2.18,20,5,3,1,4,0,4,0.26,2,0,0,0,2,0,Matches
Florian Wirtz,de GER,FW,Leverkusen,16,2003,4.1,8,1.96,5,0,2,0,0,1,1,0.25,0,0,0,0,0,1,Matches
Axel Witsel,be BEL,MF,Dortmund,30,1989,24.9,32,1.28,28,0,1,2,1,0,8,0.32,7,0,0,1,0,0,Matches
Hannes Wolf,at AUT,"FW,MF",RB Leipzig,20,1999,0.6,2,3.10,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Marius Wolf,de GER,"FW,MF",Hertha BSC,24,1995,15.7,40,2.55,33,0,3,2,2,0,6,0.38,4,0,0,1,1,0,Matches
Nick Woltemade,de GER,"FW,MF",Werder Bremen,17,2002,1.0,2,1.96,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Dan-Axel Zagadou,fr FRA,DF,Dortmund,20,1999,10.9,9,0.82,8,0,0,0,0,1,1,0.09,1,0,0,0,0,0,Matches
Denis Zakaria,ch SUI,"MF,DF",M'Gladbach,22,1996,21.6,35,1.62,30,0,4,0,0,1,4,0.18,4,0,0,0,0,0,Matches
Robin Zentner,de GER,GK,Mainz 05,24,1994,21.5,3,0.14,3,0,0,0,0,0,1,0.05,1,0,0,0,0,0,Matches
Jean Zimmer,de GER,"DF,FW",Düsseldorf,25,1993,8.0,25,3.12,9,10,5,0,1,0,0,0.00,0,0,0,0,0,0,Matches
Matthias Zimmermann,de GER,"DF,MF",Düsseldorf,27,1992,32.5,61,1.88,52,6,1,0,1,1,7,0.22,6,1,0,0,0,0,Matches
Leopold Zingerle,de GER,GK,Paderborn 07,25,1994,28.0,4,0.14,3,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Joshua Zirkzee,nl NED,FW,Bayern Munich,18,2001,3.3,5,1.52,4,0,0,1,0,0,2,0.61,1,0,0,1,0,0,Matches
Ben Zolinski,de GER,"FW,MF",Paderborn 07,27,1992,13.4,32,2.38,27,0,0,2,1,2,2,0.15,2,0,0,0,0,0,Matches
Steven Zuber,ch SUI,"DF,FW",Hoffenheim,27,1991,8.3,11,1.32,9,1,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
