player,nationality,position,team,age,birth_year,minutes_90s,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assists,xg_assist,pass_xa,xg_assist_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,matches
Sebastian Andersson,se SWE,FW,Köln,30,1991,14.0,147,234,62.8,1595,243,108,149,72.5,22,38,57.9,2,4,50.0,1,1.0,0.9,0.0,12,5,7,1,14,Matches
Andrés Andrade Cedeño,pa PAN,DF,Arminia,22,1998,11.6,350,535,65.4,5920,2921,164,214,76.6,144,212,67.9,32,69,46.4,0,0.1,0.5,-0.1,4,32,2,1,44,Matches
Fredrik André Bjørkan,no NOR,DF,Hertha BSC,22,1998,3.9,133,166,80.1,1794,844,81,86,94.2,46,59,78.0,1,8,12.5,0,0.0,0.2,0.0,2,7,5,2,18,Matches
Robert Andrich,de GER,MF,Leverkusen,26,1994,20.2,811,1011,80.2,13041,4189,384,444,86.5,331,400,82.8,54,91,59.3,2,1.5,1.7,+0.5,12,88,9,0,100,Matches
Angeliño,es ESP,DF,RB Leipzig,24,1997,25.5,1082,1516,71.4,17957,6443,546,608,89.8,381,519,73.4,109,291,37.5,5,5.2,8.4,-0.2,52,68,54,36,73,Matches
Waldemar Anton,de GER,DF,Stuttgart,25,1996,28.8,1541,1826,84.4,30310,12113,509,559,91.1,853,941,90.6,165,283,58.3,1,1.4,1.7,-0.4,7,90,7,1,108,Matches
Christopher Antwi-Adjei,gh GHA,"FW,MF",Bochum,27,1994,12.6,153,253,60.5,2315,735,87,111,78.4,56,85,65.9,7,23,30.4,1,1.0,0.8,0.0,6,7,10,2,22,Matches
Charles Aránguiz,cl CHI,MF,Leverkusen,32,1989,17.5,916,1094,83.7,15636,5157,437,476,91.8,349,397,87.9,91,134,67.9,4,0.9,1.7,+3.1,17,92,14,2,96,Matches
Maximilian Arnold,de GER,MF,Wolfsburg,27,1994,33.3,1453,1869,77.7,30069,10473,487,550,88.5,662,753,87.9,263,468,56.2,2,4.7,6.7,-2.7,57,151,29,10,171,Matches
Takuma Asano,jp JPN,"FW,MF",Bochum,26,1994,17.9,244,378,64.6,3408,1080,135,173,78.0,82,116,70.7,9,26,34.6,4,1.9,2.1,+2.1,20,22,19,6,40,Matches
Santiago Ascacíbar,ar ARG,MF,Hertha BSC,24,1997,26.4,959,1168,82.1,14340,4485,546,623,87.6,313,366,85.5,58,85,68.2,1,0.5,0.6,+0.5,11,70,4,0,86,Matches
Fisnik Asllani,xk KVX,"MF,FW",Hoffenheim,18,2002,0.1,6,8,75.0,80,15,3,3,100.0,1,1,100.0,1,2,50.0,0,0.0,0.0,0.0,0,1,0,0,0,Matches
Simon Asta,de GER,DF,Greuther Fürth,20,2001,8.7,282,401,70.3,4689,2067,142,165,86.1,110,160,68.8,23,47,48.9,0,0.3,0.3,-0.3,3,16,4,2,25,Matches
Taiwo Awoniyi,ng NGA,FW,Union Berlin,23,1997,24.2,313,474,66.0,4292,1060,180,255,70.6,88,127,69.3,18,31,58.1,1,2.4,1.9,-1.4,27,31,20,3,51,Matches
Sardar Azmoun,ir IRN,"FW,MF",Leverkusen,26,1995,4.0,79,108,73.1,1062,318,51,60,85.0,17,28,60.7,5,5,100.0,1,0.7,0.8,+0.3,6,8,3,0,18,Matches
Mitchel Bakker,nl NED,DF,Leverkusen,21,2000,20.2,994,1228,80.9,14581,5275,564,633,89.1,336,404,83.2,51,107,47.7,4,2.0,2.1,+2.0,13,75,21,10,77,Matches
Ridle Baku,de GER,"DF,FW",Wolfsburg,23,1998,27.2,1011,1338,75.6,17055,5684,485,568,85.4,414,521,79.5,87,155,56.1,5,5.3,5.4,-0.3,39,67,36,11,104,Matches
Aymen Barkok,ma MAR,"MF,DF",Eint Frankfurt,23,1998,1.8,52,70,74.3,894,438,25,29,86.2,19,25,76.0,7,12,58.3,0,0.0,0.1,0.0,1,8,1,0,9,Matches
Leandro Barreiro Martins,lu LUX,MF,Mainz 05,21,2000,19.9,375,536,70.0,5457,1742,204,252,81.0,136,186,73.1,16,35,45.7,2,2.7,1.6,-0.7,15,35,15,1,54,Matches
Jacob Barrett Laursen,dk DEN,DF,Arminia,26,1994,18.1,541,783,69.1,9274,3522,255,299,85.3,226,311,72.7,50,119,42.0,0,0.4,1.0,-0.4,6,36,6,3,42,Matches
Abdourahmane Barry,gn GUI,DF,Greuther Fürth,21,2000,2.3,85,111,76.6,1351,590,47,51,92.2,29,35,82.9,6,16,37.5,0,0.1,0.2,-0.1,2,5,2,2,8,Matches
Maximilian Bauer,de GER,DF,Greuther Fürth,21,2000,18.8,723,897,80.6,14772,5431,228,263,86.7,390,441,88.4,103,172,59.9,0,0.0,0.1,0.0,1,20,0,0,27,Matches
Oliver Baumann,de GER,GK,Hoffenheim,31,1990,33.0,1225,1523,80.4,28367,18814,366,367,99.7,589,595,99.0,258,541,47.7,0,0.0,0.1,0.0,0,18,0,0,0,Matches
Timo Baumgartl,de GER,DF,Union Berlin,25,1996,24.1,950,1205,78.8,18451,7413,321,392,81.9,487,559,87.1,122,210,58.1,2,1.0,0.7,+1.0,8,60,8,5,103,Matches
Julian Baumgartlinger,at AUT,"MF,FW",Leverkusen,33,1988,1.0,62,70,88.6,1087,188,27,29,93.1,26,28,92.9,6,8,75.0,0,0.0,0.0,0.0,0,4,0,0,3,Matches
Christoph Baumgartner,at AUT,"MF,FW",Hoffenheim,21,1999,21.0,514,729,70.5,8091,2264,249,315,79.0,190,250,76.0,46,87,52.9,2,3.7,2.9,-1.7,21,50,23,7,83,Matches
Noah Joel Sarenren Bazee,ng NGA,"MF,FW",Augsburg,24,1996,2.7,30,51,58.8,452,156,16,23,69.6,9,14,64.3,2,4,50.0,0,0.2,0.7,-0.2,2,2,3,2,5,Matches
Ihlas Bebou,tg TOG,"FW,DF",Hoffenheim,27,1994,23.2,431,629,68.5,6005,1947,250,323,77.4,126,178,70.8,25,42,59.5,2,1.6,2.5,+0.4,20,24,35,12,55,Matches
Sheraldo Becker,sr SUR,"FW,MF",Union Berlin,26,1995,19.5,374,605,61.8,6353,1953,163,230,70.9,147,223,65.9,42,84,50.0,6,6.8,6.2,-0.8,41,30,46,26,58,Matches
Kevin Behrens,de GER,FW,Union Berlin,30,1991,5.5,125,195,64.1,1631,373,81,111,73.0,35,53,66.0,4,9,44.4,2,1.6,0.9,+0.4,8,13,4,0,16,Matches
Ishak Belfodil,dz ALG,FW,Hertha BSC,29,1992,18.2,327,471,69.4,4001,741,209,277,75.5,83,120,69.2,10,17,58.8,2,2.2,1.9,-0.2,22,11,11,1,34,Matches
Stefan Bell,de GER,DF,Mainz 05,29,1991,31.8,1180,1545,76.4,21345,9558,496,571,86.9,567,678,83.6,105,237,44.3,0,1.4,1.0,-1.4,10,75,6,2,93,Matches
Armel Bella Kotchap,de GER,DF,Bochum,19,2001,19.6,565,739,76.5,12193,3595,152,183,83.1,320,368,87.0,89,174,51.1,0,0.1,0.1,-0.1,2,28,1,1,37,Matches
Karim Bellarabi,de GER,"FW,MF",Leverkusen,31,1990,7.6,200,268,74.6,3116,874,109,122,89.3,63,87,72.4,20,38,52.6,2,1.2,1.6,+0.8,9,16,8,5,17,Matches
Jude Bellingham,eng ENG,MF,Dortmund,18,2003,31.0,1256,1517,82.8,19850,4875,650,723,89.9,437,504,86.7,102,156,65.4,8,6.0,4.6,+2.0,38,104,37,3,144,Matches
George Bello,us USA,DF,Arminia,19,2002,4.8,130,171,76.0,2023,629,70,80,87.5,54,75,72.0,5,12,41.7,0,0.2,0.4,-0.2,2,9,1,0,13,Matches
László Bénes,sk SVK,MF,M'Gladbach,23,1997,2.7,138,187,73.8,2401,748,65,82,79.3,55,64,85.9,16,33,48.5,0,0.6,0.8,-0.6,5,15,1,0,13,Matches
Keanan Bennetts,eng ENG,"FW,DF",M'Gladbach,22,1999,0.6,17,25,68.0,265,21,11,14,78.6,4,5,80.0,1,2,50.0,0,0.0,0.0,0.0,0,2,0,0,0,Matches
Ramy Bensebaini,dz ALG,DF,M'Gladbach,26,1995,22.4,1046,1288,81.2,18107,6272,476,534,89.1,454,523,86.8,95,163,58.3,1,0.9,1.3,+0.1,13,53,10,3,72,Matches
Jordan Beyer,de GER,DF,M'Gladbach,21,2000,15.4,823,937,87.8,14108,4117,362,395,91.6,405,435,93.1,47,80,58.8,0,0.3,0.6,-0.3,5,25,6,2,46,Matches
Bartosz Białek,pl POL,"FW,DF",Wolfsburg,19,2001,2.0,23,42,54.8,348,38,13,19,68.4,6,12,50.0,3,5,60.0,0,0.1,0.1,-0.1,2,0,0,0,4,Matches
Ermin Bičakčić,ba BIH,DF,Hoffenheim,31,1990,0.1,3,3,100.0,36,11,2,2,100.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Tom Bischof,de GER,MF,Hoffenheim,16,2005,0.2,2,5,40.0,28,0,1,2,50.0,1,3,33.3,0,0,,0,0.0,0.0,0.0,0,0,0,0,1,Matches
Danny Blum,de GER,FW,Bochum,30,1991,3.8,112,181,61.9,2006,693,54,70,77.1,30,50,60.0,19,39,48.7,0,1.1,1.0,-1.1,12,9,4,3,10,Matches
Kevin-Prince Boateng,gh GHA,"MF,FW",Hertha BSC,34,1987,7.7,256,335,76.4,4464,1269,118,144,81.9,92,115,80.0,34,51,66.7,0,0.5,0.4,-0.5,7,30,1,0,35,Matches
Herbert Bockhorn,de GER,DF,Bochum,26,1995,9.4,236,340,69.4,3949,1033,121,141,85.8,85,124,68.5,23,44,52.3,0,0.3,0.5,-0.3,4,18,3,2,24,Matches
Jean-Paul Boëtius,nl NED,MF,Mainz 05,27,1994,20.0,695,937,74.2,12816,4803,286,349,81.9,284,351,80.9,95,167,56.9,2,2.7,2.8,-0.7,26,84,24,4,119,Matches
Tarsis Bonga,de GER,"MF,FW",Bochum,24,1997,0.2,4,8,50.0,29,0,2,4,50.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Solomon Bonnah,nl NED,DF,RB Leipzig,17,2003,0.1,3,3,100.0,64,13,0,0,,3,3,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Sebastiaan Bornauw,be BEL,DF,Wolfsburg,22,1999,22.3,1007,1177,85.6,20537,7223,247,292,84.6,652,704,92.6,101,158,63.9,0,0.2,0.4,-0.2,3,33,0,0,35,Matches
Rafael Borré,co COL,FW,Eint Frankfurt,25,1995,26.4,489,694,70.5,6740,1241,292,370,78.9,146,207,70.5,20,30,66.7,4,3.5,2.7,+0.5,29,32,23,1,60,Matches
Dedryck Boyata,be BEL,DF,Hertha BSC,30,1990,21.1,675,805,83.9,13352,4078,198,226,87.6,410,446,91.9,63,116,54.3,0,0.2,0.2,-0.2,5,13,3,0,18,Matches
Julian Brandt,de GER,"MF,FW",Dortmund,25,1996,23.1,1022,1324,77.2,15112,4257,564,655,86.1,312,379,82.3,74,155,47.7,8,4.6,6.3,+3.4,44,72,40,6,126,Matches
Iker Bravo,es ESP,FW,Leverkusen,16,2005,0.1,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Fabian Bredlow,de GER,GK,Stuttgart,26,1995,4.0,116,129,89.9,2499,1700,39,39,100.0,56,57,98.2,20,32,62.5,0,0.0,0.0,0.0,0,2,0,0,0,Matches
Josip Brekalo,hr CRO,FW,Wolfsburg,23,1998,0.2,12,17,70.6,219,32,4,4,100.0,4,7,57.1,2,2,100.0,1,0.3,0.4,+0.7,1,0,0,0,1,Matches
Brian Brobbey,nl NED,"FW,MF",RB Leipzig,19,2002,1.5,28,32,87.5,349,68,19,21,90.5,5,6,83.3,2,2,100.0,2,0.7,0.1,+1.3,3,2,0,0,2,Matches
John Brooks,us USA,DF,Wolfsburg,28,1993,29.1,1443,1736,83.1,29973,11427,416,470,88.5,829,908,91.3,187,311,60.1,1,0.4,1.2,+0.6,7,101,8,1,130,Matches
Daniel Brosinski,de GER,DF,Mainz 05,33,1988,4.3,160,243,65.8,2871,1634,76,83,91.6,62,98,63.3,20,48,41.7,0,0.6,0.6,-0.6,8,16,8,4,21,Matches
Cédric Brunner,ch SUI,DF,Arminia,27,1994,24.3,731,1126,64.9,13580,6256,306,365,83.8,332,476,69.7,82,233,35.2,1,1.2,1.7,-0.2,16,61,25,13,82,Matches
Jacob Bruun Larsen,dk DEN,"FW,MF",Hoffenheim,22,1998,9.0,207,286,72.4,3045,690,119,146,81.5,74,101,73.3,8,14,57.1,0,2.0,1.5,-2.0,15,15,16,1,27,Matches
Sascha Burchert,de GER,GK,Greuther Fürth,31,1989,14.0,334,560,59.6,11556,9168,31,31,100.0,129,133,97.0,174,392,44.4,0,0.0,0.0,0.0,1,13,0,0,2,Matches
Delano Burgzorg,nl NED,MF,Mainz 05,22,1998,0.3,3,3,100.0,17,4,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Jonathan Burkardt,de GER,"FW,MF",Mainz 05,21,2000,29.0,399,602,66.3,5907,1265,203,272,74.6,144,199,72.4,22,39,56.4,3,2.7,2.4,+0.3,32,32,19,4,64,Matches
Roman Bürki,ch SUI,GK,Dortmund,30,1990,1.0,16,23,69.6,262,207,8,8,100.0,7,7,100.0,1,8,12.5,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Jamie Bynoe-Gittens,eng ENG,FW,Dortmund,16,2004,1.5,29,43,67.4,409,179,21,24,87.5,7,15,46.7,1,2,50.0,0,0.1,0.6,-0.1,2,2,3,0,7,Matches
Daniel Caligiuri,it ITA,"DF,MF",Augsburg,33,1988,22.3,629,931,67.6,10766,4627,324,387,83.7,222,308,72.1,67,158,42.4,2,2.4,2.2,-0.4,23,56,17,2,77,Matches
Emre Can,de GER,"DF,MF",Dortmund,27,1994,18.8,1223,1436,85.2,22156,7240,507,554,91.5,575,637,90.3,118,193,61.1,1,0.8,1.4,+0.2,6,82,7,0,119,Matches
Koen Casteels,be BEL,GK,Wolfsburg,29,1992,28.0,843,1079,78.1,24035,16216,144,145,99.3,389,395,98.5,307,532,57.7,0,0.0,0.0,0.0,0,13,0,0,1,Matches
Gonzalo Castro,de GER,"MF,FW",Arminia,34,1987,4.8,112,169,66.3,1813,538,55,64,85.9,40,57,70.2,10,28,35.7,1,0.4,0.4,+0.6,4,10,3,1,13,Matches
Julian Chabot,de GER,DF,Köln,23,1998,2.3,124,158,78.5,2552,857,37,46,80.4,69,79,87.3,17,29,58.6,0,0.0,0.1,0.0,0,6,1,0,6,Matches
Timothy Chandler,us USA,DF,Eint Frankfurt,31,1990,13.5,352,562,62.6,5961,2590,161,220,73.2,156,236,66.1,26,65,40.0,0,0.6,0.7,-0.6,10,20,7,3,40,Matches
Justin Che,us USA,"FW,DF",Hoffenheim,17,2003,0.5,22,27,81.5,417,120,10,12,83.3,10,11,90.9,2,2,100.0,0,0.0,0.1,0.0,0,2,0,0,2,Matches
Max Christiansen,de GER,MF,Greuther Fürth,24,1996,22.8,739,935,79.0,12869,3469,333,406,82.0,324,381,85.0,66,102,64.7,0,0.5,0.4,-0.5,12,57,5,2,79,Matches
Kingsley Coman,fr FRA,"FW,DF",Bayern Munich,25,1996,15.1,547,707,77.4,8957,1828,291,340,85.6,199,252,79.0,45,72,62.5,2,3.0,4.8,-1.0,24,23,39,11,55,Matches
Lucas Copado,de GER,FW,Bayern Munich,17,2004,0.2,3,4,75.0,24,4,2,2,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Sergio Córdova,ve VEN,"FW,MF",Augsburg,23,1997,3.6,34,51,66.7,527,132,20,29,69.0,11,16,68.8,2,4,50.0,0,0.1,0.1,-0.1,2,4,1,0,9,Matches
Danny da Costa,de GER,"DF,MF",Eint Frankfurt,28,1993,8.1,213,319,66.8,3932,1829,76,102,74.5,114,153,74.5,19,45,42.2,0,0.1,0.3,-0.1,2,12,7,3,30,Matches
Tanguy Coulibaly,fr FRA,"FW,MF",Stuttgart,20,2001,12.0,239,326,73.3,3274,689,147,180,81.7,75,101,74.3,9,19,47.4,1,0.6,0.6,+0.4,8,11,6,2,14,Matches
Mickaël Cuisance,fr FRA,MF,Bayern Munich,21,1999,0.1,10,11,90.9,176,64,3,3,100.0,4,4,100.0,2,3,66.7,0,0.5,0.2,-0.5,1,2,0,0,3,Matches
Matheus Cunha,br BRA,FW,Hertha BSC,22,1999,0.7,11,13,84.6,170,30,6,6,100.0,5,6,83.3,0,0,,1,0.9,0.8,+0.1,1,0,0,0,1,Matches
Rafael Czichos,de GER,DF,Köln,31,1990,15.6,879,1080,81.4,19534,8172,188,223,84.3,535,598,89.5,151,232,65.1,1,0.4,0.5,+0.6,2,59,5,0,87,Matches
Lennart-Marten Czyborra,de GER,DF,Arminia,22,1999,1.5,26,54,48.1,431,190,11,13,84.6,13,28,46.4,1,8,12.5,0,0.0,0.0,0.0,0,1,1,1,2,Matches
Moanes Dabbur,il ISR,"FW,MF",Hoffenheim,29,1992,14.6,365,497,73.4,5049,1368,216,266,81.2,102,129,79.1,22,33,66.7,4,2.4,3.2,+1.6,16,27,13,2,51,Matches
Finn Dahmen,de GER,GK,Mainz 05,23,1998,2.0,66,79,83.5,1374,725,22,22,100.0,33,33,100.0,11,24,45.8,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Mahmoud Dahoud,de GER,MF,Dortmund,25,1996,18.4,833,1063,78.4,13856,4284,398,456,87.3,323,390,82.8,72,127,56.7,3,3.0,3.3,0.0,28,87,24,2,116,Matches
Márton Dárdai,de GER,DF,Hertha BSC,19,2002,8.4,265,375,70.7,6315,2618,50,65,76.9,152,179,84.9,61,117,52.1,1,0.2,0.4,+0.8,2,28,0,0,19,Matches
Vladimír Darida,cz CZE,MF,Hertha BSC,30,1990,19.8,680,946,71.9,11575,3856,320,374,85.6,248,321,77.3,76,153,49.7,5,3.4,2.6,+1.6,34,57,18,5,88,Matches
Alphonso Davies,ca CAN,DF,Bayern Munich,20,2000,19.3,1106,1322,83.7,16408,4267,649,724,89.6,392,462,84.8,45,78,57.7,3,4.1,4.5,-1.1,34,55,39,7,98,Matches
Saulo Decarli,ch SUI,DF,Bochum,29,1992,0.1,6,6,100.0,124,9,2,2,100.0,3,3,100.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Thomas Delaney,dk DEN,MF,Dortmund,29,1991,0.2,8,11,72.7,80,23,5,6,83.3,1,2,50.0,0,1,0.0,0,0.0,0.0,0.0,0,1,0,0,1,Matches
Kerem Demirbay,de GER,MF,Leverkusen,28,1993,22.8,1070,1413,75.7,20782,7644,444,510,87.1,391,477,82.0,187,322,58.1,4,3.8,4.7,+0.2,46,128,28,2,142,Matches
Ermedin Demirović,ba BIH,FW,Freiburg,23,1998,9.7,104,171,60.8,1294,258,63,91,69.2,27,39,69.2,3,9,33.3,3,1.6,1.5,+1.4,10,2,6,1,10,Matches
Mike van der Hoorn,nl NED,DF,Arminia,28,1992,0.2,2,2,100.0,51,0,0,0,,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Moussa Diaby,fr FRA,"FW,MF",Leverkusen,22,1999,30.7,738,1015,72.7,11776,3083,373,444,84.0,271,339,79.9,60,112,53.6,12,9.2,9.9,+2.8,60,54,57,14,110,Matches
Daniel Didavi,de GER,"MF,FW",Stuttgart,31,1990,3.1,72,110,65.5,1151,253,32,45,71.1,30,37,81.1,5,12,41.7,1,0.7,0.2,+0.3,6,4,3,0,9,Matches
Javairô Dilrosun,nl NED,FW,Hertha BSC,23,1998,1.5,26,33,78.8,364,122,19,22,86.4,5,7,71.4,2,2,100.0,0,0.0,0.0,0.0,0,1,0,0,4,Matches
Lee Dongjun,kr KOR,"MF,FW",Hertha BSC,24,1997,1.3,12,17,70.6,114,28,10,10,100.0,1,5,20.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,1,Matches
Niklas Dorsch,de GER,MF,Augsburg,23,1998,25.8,905,1097,82.5,18988,5593,301,340,88.5,417,469,88.9,173,247,70.0,0,0.5,1.0,-0.5,14,66,5,2,90,Matches
Ondrej Duda,sk SVK,"MF,FW",Köln,26,1994,17.9,491,678,72.4,8134,2310,237,304,78.0,164,222,73.9,60,83,72.3,0,2.2,2.1,-2.2,20,58,16,2,83,Matches
Jeremy Dudziak,tn TUN,"MF,FW",Greuther Fürth,25,1995,12.6,222,341,65.1,3339,1028,118,159,74.2,74,99,74.7,15,39,38.5,0,1.1,1.4,-1.1,13,19,8,3,33,Matches
Erik Durm,de GER,DF,Eint Frankfurt,29,1992,5.3,183,278,65.8,3324,1157,74,88,84.1,89,123,72.4,18,53,34.0,1,0.4,0.3,+0.6,3,15,4,2,22,Matches
Maximilian Eggestein,de GER,MF,Freiburg,24,1996,24.4,690,942,73.2,10366,3363,387,470,82.3,232,314,73.9,42,77,54.5,2,1.4,1.6,+0.6,23,89,21,2,109,Matches
Lilian Egloff,de GER,"MF,DF",Stuttgart,18,2002,0.3,6,9,66.7,74,30,4,4,100.0,2,2,100.0,0,2,0.0,0,0.1,0.1,-0.1,1,1,0,0,1,Matches
Kingsley Ehizibue,nl NED,DF,Köln,26,1995,7.6,248,364,68.1,4515,1989,110,126,87.3,107,145,73.8,29,66,43.9,1,1.0,0.7,0.0,9,19,10,6,22,Matches
Julian Eitschberger,de GER,DF,Hertha BSC,17,2004,0.5,20,32,62.5,268,68,13,20,65.0,5,6,83.3,1,3,33.3,0,0.0,0.0,0.0,0,1,0,0,1,Matches
Jurgen Ekkelenkamp,nl NED,"MF,FW",Hertha BSC,21,2000,8.0,165,241,68.5,2197,520,96,119,80.7,45,67,67.2,7,16,43.8,0,0.4,0.4,-0.4,8,12,4,0,24,Matches
Nico Elvedi,ch SUI,DF,M'Gladbach,24,1996,27.0,1615,1754,92.1,30022,9817,531,581,91.4,938,979,95.8,124,153,81.0,0,0.1,0.3,-0.1,4,38,1,0,73,Matches
Breel Embolo,ch SUI,FW,M'Gladbach,24,1997,24.1,398,541,73.6,5163,1225,244,312,78.2,105,128,82.0,17,26,65.4,3,4.7,3.4,-1.7,34,37,21,0,64,Matches
Keita Endo,jp JPN,MF,Union Berlin,23,1997,0.6,16,27,59.3,290,81,7,13,53.8,6,7,85.7,2,2,100.0,0,0.0,0.1,0.0,1,2,1,1,2,Matches
Wataru Endo,jp JPN,MF,Stuttgart,28,1993,32.2,1264,1579,80.1,20790,6227,624,737,84.7,511,586,87.2,96,149,64.4,2,1.3,2.6,+0.7,22,126,14,2,165,Matches
Michael Esser,de GER,GK,Bochum,33,1987,3.0,81,135,60.0,2337,1888,17,17,100.0,35,37,94.6,28,79,35.4,0,0.0,0.0,0.0,0,1,0,0,0,Matches
Wahid Faghir,dk DEN,FW,Stuttgart,18,2003,1.4,21,32,65.6,268,41,14,19,73.7,5,8,62.5,1,2,50.0,0,0.0,0.1,0.0,0,1,1,0,3,Matches
Ömer Faruk Beyaz,tr TUR,"DF,MF",Stuttgart,17,2003,0.8,27,36,75.0,330,86,16,18,88.9,9,13,69.2,0,2,0.0,0,0.0,0.0,0.0,0,3,0,0,5,Matches
Adrian Fein,de GER,MF,Greuther Fürth,22,1999,0.4,6,9,66.7,104,18,2,3,66.7,4,4,100.0,0,2,0.0,0,0.1,0.0,-0.1,1,0,0,0,0,Matches
Ohis Felix Uduokhai,de GER,DF,Augsburg,23,1997,8.7,324,420,77.1,6392,2408,105,115,91.3,178,209,85.2,37,80,46.3,0,0.0,0.1,0.0,0,23,3,0,28,Matches
Edimilson Fernandes,ch SUI,"MF,FW",Arminia,25,1996,3.1,95,128,74.2,1516,499,56,62,90.3,27,36,75.0,9,22,40.9,0,0.2,0.3,-0.2,6,10,8,4,12,Matches
Alfreð Finnbogason,is ISL,FW,Augsburg,32,1989,3.2,42,68,61.8,645,190,22,34,64.7,12,18,66.7,6,9,66.7,1,0.8,0.8,+0.2,5,7,1,0,8,Matches
Mark Flekken,nl NED,GK,Freiburg,28,1993,32.0,915,1333,68.6,29868,22866,127,129,98.4,404,412,98.1,383,786,48.7,0,0.0,0.4,0.0,1,45,3,0,2,Matches
Emil Forsberg,se SWE,MF,RB Leipzig,29,1991,19.0,624,766,81.5,8731,2325,357,406,87.9,191,225,84.9,30,61,49.2,2,3.5,3.4,-1.5,24,53,33,2,80,Matches
Philipp Förster,de GER,"MF,FW",Stuttgart,26,1995,10.7,377,444,84.9,5090,1267,222,243,91.4,114,129,88.4,16,18,88.9,1,1.3,1.8,-0.3,9,33,14,3,46,Matches
Timothy Fosu-Mensah,nl NED,DF,Leverkusen,23,1998,1.6,73,94,77.7,1150,452,39,46,84.8,23,32,71.9,8,11,72.7,0,0.7,0.6,-0.7,2,2,2,2,2,Matches
Raphael Framberger,de GER,DF,Augsburg,25,1995,9.4,297,445,66.7,5006,2451,148,186,79.6,105,155,67.7,34,77,44.2,0,0.6,0.8,-0.6,12,28,16,10,36,Matches
Marvin Friedrich,de GER,DF,M'Gladbach,25,1995,6.7,424,477,88.9,8155,2936,132,146,90.4,258,264,97.7,33,58,56.9,0,0.0,0.1,0.0,0,12,2,0,19,Matches
