player,nationality,position,team,age,birth_year,minutes_90s,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assists,xg_assist,pass_xa,xg_assist_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,matches
Josuha Guilavogui,fr FRA,DF,Mainz 05,33-099,1990,0.3,13,16,81.3,225,47,2,3,66.7,10,12,83.3,0,0,,0,0.0,0.0,0.0,0,1,0,0,1,Matches
Serhou Guirassy,gn GUI,FW,Stuttgart,27-290,1996,11.7,292,357,81.8,3479,564,192,214,89.7,62,76,81.6,8,10,80.0,1,3.5,2.6,-2.5,24,17,9,0,22,Matches
Manuel Gulde,de GER,DF,Freiburg,32-318,1991,8.0,351,409,85.8,6620,1900,110,123,89.4,205,224,91.5,31,50,62.0,0,0.0,0.1,0.0,0,26,2,1,22,Matches
Robert Gumny,pl POL,DF,Augsburg,25-206,1998,5.1,128,182,70.3,2448,1150,48,64,75.0,62,89,69.7,15,21,71.4,0,0.1,0.1,-0.1,2,7,1,1,17,Matches
Christian Günter,de GER,DF,Freiburg,30-302,1993,1.0,34,42,81.0,559,162,16,17,94.1,15,18,83.3,3,5,60.0,0,0.6,0.4,-0.6,2,1,2,1,3,Matches
Janik Haberer,de GER,MF,Union Berlin,29-269,1994,8.6,265,347,76.4,4153,896,143,174,82.2,94,114,82.5,17,34,50.0,0,0.1,0.5,-0.1,4,12,3,2,30,Matches
Robin Hack,de GER,"MF,FW",M'Gladbach,25-122,1998,3.7,106,144,73.6,1616,434,60,71,84.5,35,44,79.5,8,16,50.0,2,0.9,0.5,+1.1,5,12,5,2,13,Matches
Amadou Haidara,ml MLI,MF,RB Leipzig,25-330,1998,7.1,341,404,84.4,5632,2051,166,190,87.4,142,159,89.3,25,35,71.4,0,0.8,0.9,-0.8,9,49,12,0,56,Matches
Sébastien Haller,ci CIV,FW,Dortmund,29-188,1994,4.0,68,102,66.7,930,205,42,59,71.2,19,27,70.4,2,2,100.0,0,0.6,0.8,-0.6,4,8,1,0,10,Matches
Andreas Hanche-Olsen,no NOR,DF,Mainz 05,26-344,1997,0.7,18,26,69.2,351,98,4,6,66.7,13,15,86.7,1,5,20.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Genki Haraguchi,jp JPN,MF,Stuttgart,32-232,1991,0.2,10,13,76.9,151,53,6,7,85.7,3,3,100.0,1,2,50.0,0,0.0,0.0,0.0,0,2,0,0,3,Matches
Makoto Hasebe,jp JPN,"DF,MF",Eint Frankfurt,39-343,1984,0.4,24,26,92.3,531,285,8,8,100.0,13,14,92.9,3,4,75.0,0,0.0,0.2,0.0,0,1,1,0,2,Matches
Thorgan Hazard,be BEL,DF,Dortmund,30-273,1993,0.1,7,9,77.8,113,45,4,6,66.7,2,2,100.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,2,Matches
Dominique Heintz,de GER,DF,Köln,30-134,1993,4.6,245,300,81.7,4580,1375,87,100,87.0,136,150,90.7,20,41,48.8,0,0.3,0.5,-0.3,4,14,2,1,17,Matches
Benjamin Henrichs,de GER,DF,RB Leipzig,26-307,1997,13.9,661,852,77.6,11177,4190,325,364,89.3,273,348,78.4,54,98,55.1,3,3.0,3.1,0.0,27,46,26,5,64,Matches
Patrick Herrmann,de GER,"DF,FW",M'Gladbach,32-318,1991,0.5,21,28,75.0,297,74,15,19,78.9,4,6,66.7,2,2,100.0,0,0.0,0.0,0.0,1,2,1,0,4,Matches
Piero Hincapié,ec ECU,DF,Leverkusen,21-352,2002,3.3,283,299,94.6,4431,1625,159,163,97.5,104,110,94.5,15,19,78.9,1,0.2,0.2,+0.8,2,11,0,0,15,Matches
Adam Hložek,cz CZE,"FW,MF",Leverkusen,21-155,2002,1.0,37,52,71.2,487,120,22,27,81.5,8,14,57.1,3,4,75.0,0,0.1,0.1,-0.1,3,2,0,0,5,Matches
Nicolas Höfler,de GER,MF,Freiburg,33-293,1990,11.9,451,514,87.7,7783,2129,181,202,89.6,226,248,91.1,27,35,77.1,0,0.1,0.3,-0.1,4,40,4,0,46,Matches
Jonas Hofmann,de GER,MF,Leverkusen,31-166,1992,14.1,714,896,79.7,10850,2524,416,473,87.9,204,249,81.9,59,102,57.8,5,4.7,4.5,+0.3,36,39,23,2,68,Matches
Philipp Hofmann,de GER,FW,Bochum,30-272,1993,8.7,130,211,61.6,1705,247,83,119,69.7,32,59,54.2,5,7,71.4,2,1.1,0.7,+0.9,11,6,7,0,18,Matches
Lucas Höler,de GER,"FW,MF",Freiburg,29-170,1994,13.0,278,415,67.0,3769,821,169,235,71.9,74,106,69.8,12,16,75.0,1,1.6,1.4,-0.6,20,21,6,0,24,Matches
Fabian Holland,de GER,"MF,DF",Darmstadt 98,33-169,1990,11.0,377,487,77.4,7080,2387,153,180,85.0,173,198,87.4,50,94,53.2,2,1.0,0.7,+1.0,9,51,5,2,56,Matches
Benedict Hollerbach,de GER,"FW,MF",Union Berlin,22-224,2001,3.9,72,116,62.1,1170,396,42,54,77.8,19,29,65.5,7,10,70.0,0,0.3,0.4,-0.3,5,8,5,1,11,Matches
Franck Honorat,fr FRA,"DF,FW",M'Gladbach,27-138,1996,13.9,467,718,65.0,7580,3020,250,305,82.0,151,219,68.9,44,130,33.8,6,5.2,5.1,+0.8,47,18,28,12,50,Matches
Mathias Honsak,at AUT,"MF,FW",Darmstadt 98,27-007,1996,6.6,118,164,72.0,1709,365,63,79,79.7,42,52,80.8,7,11,63.6,0,0.3,0.2,-0.3,7,6,2,1,9,Matches
Fraser Hornby,sct SCO,"FW,MF",Darmstadt 98,24-105,1999,2.4,35,63,55.6,503,71,24,35,68.6,7,13,53.8,3,3,100.0,0,0.3,0.5,-0.3,4,0,2,0,2,Matches
Lukáš Hrádecký,fi FIN,GK,Leverkusen,34-033,1989,16.0,359,447,80.3,8617,6388,93,94,98.9,174,179,97.2,89,168,53.0,0,0.0,0.0,0.0,0,3,0,0,0,Matches
Timo Hübers,de GER,DF,Köln,27-160,1996,15.9,805,944,85.3,14959,5207,253,278,91.0,485,521,93.1,53,118,44.9,0,0.2,0.3,-0.2,1,56,3,0,56,Matches
Mats Hummels,de GER,DF,Dortmund,35-011,1988,11.0,800,898,89.1,16985,5770,221,236,93.6,461,497,92.8,116,146,79.5,0,0.2,1.1,-0.2,6,61,5,0,59,Matches
Denis Huseinbasic,de GER,MF,Köln,22-177,2001,5.1,166,187,88.8,2509,458,89,93,95.7,64,71,90.1,7,10,70.0,2,0.3,0.1,+1.7,7,7,1,1,16,Matches
Iago,br BRA,"DF,FW",Augsburg,26-279,1997,5.7,142,202,70.3,2481,1011,76,86,88.4,46,71,64.8,17,30,56.7,1,0.8,1.5,+0.2,7,13,10,7,19,Matches
Thomas Isherwood,se SWE,DF,Darmstadt 98,25-333,1998,3.6,152,182,83.5,2869,899,54,57,94.7,81,89,91.0,14,26,53.8,0,0.0,0.1,0.0,1,12,4,0,10,Matches
Ko Itakura,jp JPN,DF,M'Gladbach,26-334,1997,6.8,290,328,88.4,5393,1854,98,105,93.3,166,180,92.2,22,35,62.9,0,0.0,0.1,0.0,0,13,0,0,11,Matches
Hiroki Ito,jp JPN,DF,Stuttgart,24-229,1999,10.9,740,856,86.4,12337,4069,363,393,92.4,314,347,90.5,52,91,57.1,2,1.4,1.4,+0.6,13,68,13,4,58,Matches
Lee Jae-sung,kr KOR,MF,Mainz 05,31-139,1992,12.4,323,420,76.9,4789,1388,180,216,83.3,110,138,79.7,19,36,52.8,0,0.7,0.7,-0.7,13,38,4,1,52,Matches
Paul Jaeckel,de GER,DF,Union Berlin,25-158,1998,2.4,115,128,89.8,2254,873,44,45,97.8,50,55,90.9,19,23,82.6,0,0.1,0.1,-0.1,2,6,1,0,14,Matches
Kristijan Jakić,hr CRO,MF,Eint Frankfurt,26-227,1997,2.0,89,109,81.7,1438,341,46,54,85.2,38,41,92.7,4,6,66.7,0,0.2,0.2,-0.2,1,6,0,0,11,Matches
Tony Jantschke,de GER,"DF,MF",M'Gladbach,33-264,1990,0.2,6,6,100.0,113,79,2,2,100.0,4,4,100.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,2,Matches
Fredrik Jensen,fi FIN,"FW,MF",Augsburg,26-109,1997,7.5,135,235,57.4,2529,1051,58,86,67.4,46,64,71.9,24,55,43.6,3,2.1,2.5,+0.9,18,14,6,3,21,Matches
Moritz Jenz,de GER,DF,Wolfsburg,24-241,1999,8.5,398,447,89.0,7427,3107,125,131,95.4,237,254,93.3,30,51,58.8,1,0.3,0.3,+0.7,4,16,0,0,21,Matches
Anthony Jung,de GER,"DF,FW",Werder Bremen,32-054,1991,13.4,716,839,85.3,13363,4821,278,308,90.3,351,391,89.8,76,113,67.3,0,0.1,0.5,-0.1,3,35,6,3,49,Matches
Josip Juranović,hr CRO,DF,Union Berlin,28-133,1995,6.6,260,357,72.8,5027,2368,104,116,89.7,113,143,79.0,40,83,48.2,2,1.3,1.7,+0.7,17,27,6,1,34,Matches
Julian Justvan,de GER,"FW,MF",Hoffenheim,25-269,1998,0.5,35,55,63.6,560,223,20,27,74.1,12,19,63.2,3,5,60.0,0,0.0,0.1,0.0,0,4,3,1,5,Matches
Ozan Kabak,tr TUR,DF,Hoffenheim,23-277,2000,10.7,476,557,85.5,9066,2956,159,176,90.3,269,289,93.1,46,83,55.4,0,0.1,0.7,-0.1,1,37,5,0,51,Matches
Pavel Kadeřábek,cz CZE,"DF,FW",Hoffenheim,31-246,1992,11.0,314,486,64.6,5188,1900,155,187,82.9,132,211,62.6,22,60,36.7,1,1.6,1.4,-0.6,14,25,7,7,21,Matches
Florian Kainz,at AUT,"MF,FW",Köln,31-064,1992,12.3,461,637,72.4,8241,2674,203,234,86.8,197,240,82.1,48,117,41.0,0,1.4,2.2,-1.4,23,37,17,6,70,Matches
Jakub Kamiński,pl POL,"FW,MF",Wolfsburg,21-205,2002,1.8,50,61,82.0,754,232,32,34,94.1,15,18,83.3,3,8,37.5,0,0.1,0.8,-0.1,2,4,5,2,10,Matches
Kevin Kampl,si SVN,MF,RB Leipzig,33-079,1990,9.5,583,639,91.2,9889,2367,256,273,93.8,276,294,93.9,38,50,76.0,0,0.8,0.8,-0.8,9,37,10,2,65,Matches
Harry Kane,eng ENG,FW,Bayern Munich,30-152,1993,14.6,222,316,70.3,4074,1376,107,127,84.3,74,103,71.8,32,51,62.7,5,4.9,4.0,+0.1,18,37,19,2,43,Matches
Atakan Karazor,de GER,MF,Stuttgart,27-075,1996,15.2,788,892,88.3,11910,3201,394,433,91.0,330,358,92.2,30,40,75.0,2,1.2,0.9,+0.8,14,73,10,2,68,Matches
Emir Karic,at AUT,DF,Darmstadt 98,26-201,1997,7.3,352,440,80.0,5952,2143,179,205,87.3,131,151,86.8,34,58,58.6,0,0.6,0.9,-0.6,10,33,11,5,42,Matches
Silas Katompa,cd COD,"FW,MF",Stuttgart,25-082,1998,8.1,148,202,73.3,2443,393,60,74,81.1,72,86,83.7,9,19,47.4,1,1.0,0.6,0.0,10,4,9,0,17,Matches
Mikkel Kaufmann,dk DEN,"FW,DF",Union Berlin,22-358,2001,1.1,15,29,51.7,206,85,11,14,78.6,2,4,50.0,2,5,40.0,0,0.0,0.1,0.0,0,2,1,0,4,Matches
Naby Keïta,gn GUI,MF,Werder Bremen,28-320,1995,0.9,35,45,77.8,569,203,14,16,87.5,17,22,77.3,2,4,50.0,0,0.0,0.0,0.0,0,6,2,0,8,Matches
Yannik Keitel,de GER,MF,Freiburg,23-315,2000,1.4,28,39,71.8,449,158,16,20,80.0,11,15,73.3,1,1,100.0,0,0.0,0.0,0.0,0,6,0,0,6,Matches
Thomas Keller,de GER,"MF,FW",Heidenheim,24-144,1999,0.0,5,7,71.4,73,37,3,3,100.0,0,0,,1,3,33.3,0,0.0,0.0,0.0,0,1,0,0,2,Matches
Aljoscha Kemlein,de GER,MF,Union Berlin,19-147,2004,0.3,7,9,77.8,122,52,3,4,75.0,3,3,100.0,1,1,100.0,0,0.0,0.0,0.0,0,1,0,0,0,Matches
Tobias Kempe,de GER,MF,Darmstadt 98,34-183,1989,8.2,222,317,70.0,3832,1184,116,130,89.2,66,89,74.2,32,70,45.7,1,1.5,1.8,-0.5,23,22,4,2,24,Matches
Rani Khedira,de GER,MF,Union Berlin,29-334,1994,4.0,96,137,70.1,1528,358,47,56,83.9,45,60,75.0,3,10,30.0,0,0.0,0.1,0.0,1,8,1,1,8,Matches
Luca Kilian,de GER,DF,Köln,24-117,1999,3.1,127,161,78.9,2182,555,52,57,91.2,64,77,83.1,9,21,42.9,0,0.0,0.0,0.0,1,6,0,0,3,Matches
Joshua Kimmich,de GER,MF,Bayern Munich,28-322,1995,9.5,807,935,86.3,15329,4257,289,307,94.1,409,444,92.1,93,154,60.4,3,2.6,3.6,+0.4,30,90,17,1,100,Matches
Christoph Klarer,at AUT,DF,Darmstadt 98,23-196,2000,13.0,573,671,85.4,11172,3564,192,205,93.7,316,343,92.1,61,108,56.5,2,0.7,0.7,+1.3,9,37,3,1,42,Matches
Tim Kleindienst,de GER,FW,Heidenheim,28-118,1995,15.5,264,438,60.3,3739,895,151,235,64.3,77,117,65.8,17,24,70.8,3,2.0,1.2,+1.0,11,29,7,2,41,Matches
Lukas Klostermann,de GER,DF,RB Leipzig,27-207,1996,8.7,632,700,90.3,11808,3715,210,228,92.1,369,390,94.6,48,69,69.6,0,0.4,0.8,-0.4,4,53,6,0,58,Matches
Ansgar Knauff,de GER,"MF,FW",Eint Frankfurt,21-351,2002,8.9,186,293,63.5,2814,761,105,134,78.4,62,95,65.3,12,27,44.4,0,0.7,0.7,-0.7,5,10,9,4,18,Matches
Robin Knoche,de GER,DF,Union Berlin,31-219,1992,11.6,561,662,84.7,11353,4386,139,158,88.0,351,375,93.6,62,113,54.9,0,0.2,0.1,-0.2,2,31,2,0,47,Matches
Gregor Kobel,ch SUI,GK,Dortmund,26-021,1997,15.3,529,647,81.8,14023,9070,107,107,100.0,258,261,98.9,162,276,58.7,0,0.0,0.0,0.0,0,10,1,0,0,Matches
Robin Koch,de GER,DF,Eint Frankfurt,27-163,1996,13.7,836,954,87.6,16431,5487,243,265,91.7,511,546,93.6,78,129,60.5,0,0.0,0.1,0.0,1,42,1,0,38,Matches
Dominik Kohr,de GER,"MF,DF",Mainz 05,29-330,1994,11.4,484,620,78.1,9362,2995,159,194,82.0,268,312,85.9,47,85,55.3,0,0.8,0.5,-0.8,9,49,7,2,57,Matches
Randal Kolo Muani,fr FRA,FW,Eint Frankfurt,25-022,1998,1.7,17,26,65.4,227,67,11,15,73.3,3,4,75.0,2,4,50.0,0,0.0,0.0,0.0,0,2,1,0,3,Matches
Kouadio Koné,fr FRA,MF,M'Gladbach,22-224,2001,6.8,221,252,87.7,3227,750,129,139,92.8,75,83,90.4,8,12,66.7,0,0.3,0.2,-0.3,6,18,3,0,22,Matches
Odilon Kossonou,ci CIV,DF,Leverkusen,22-357,2001,13.4,815,920,88.6,12383,3930,467,502,93.0,288,314,91.7,48,68,70.6,0,0.5,1.1,-0.5,6,90,12,0,83,Matches
Dawid Kownacki,pl POL,FW,Werder Bremen,26-288,1997,2.4,37,59,62.7,454,77,24,32,75.0,7,17,41.2,2,2,100.0,0,0.1,0.5,-0.1,3,3,0,0,2,Matches
Alex Král,cz CZE,MF,Union Berlin,25-222,1998,8.5,194,266,72.9,3302,736,80,100,80.0,100,119,84.0,10,28,35.7,0,0.3,0.2,-0.3,3,18,2,1,25,Matches
Andrej Kramarić,hr CRO,"MF,FW",Hoffenheim,32-191,1991,10.3,374,472,79.2,5934,1683,196,226,86.7,127,152,83.6,36,62,58.1,1,2.8,3.3,-1.8,38,31,7,1,41,Matches
Christoph Kramer,de GER,MF,M'Gladbach,32-311,1991,2.0,108,135,80.0,1383,468,68,82,82.9,25,28,89.3,5,8,62.5,0,0.1,0.4,-0.1,2,10,1,0,9,Matches
Frans Krätzig,de GER,DF,Bayern Munich,20-347,2003,0.6,45,50,90.0,705,183,24,26,92.3,18,20,90.0,2,3,66.7,0,0.3,0.1,-0.3,2,3,1,0,7,Matches
Tom Krauß,de GER,MF,Mainz 05,22-188,2001,8.9,270,364,74.2,4112,1265,150,176,85.2,102,124,82.3,14,36,38.9,0,0.1,0.4,-0.1,4,25,5,1,34,Matches
Lukas Kübler,de GER,DF,Freiburg,31-119,1992,9.5,316,404,78.2,5379,1771,156,171,91.2,128,165,77.6,28,54,51.9,0,0.2,0.2,-0.2,2,32,1,0,27,Matches
Moritz-Broni Kwarteng,gh GHA,"FW,MF",Bochum,25-243,1998,1.8,33,48,68.8,474,103,20,21,95.2,11,18,61.1,2,5,40.0,1,0.5,0.1,+0.5,4,2,2,0,5,Matches
Maxence Lacroix,fr FRA,DF,Wolfsburg,23-265,2000,13.2,715,827,86.5,15130,5371,203,223,91.0,407,454,89.6,102,128,79.7,0,0.2,0.5,-0.2,4,52,3,2,54,Matches
Aïssa Laïdouni,tn TUN,MF,Union Berlin,27-014,1996,8.0,276,350,78.9,4749,1339,122,151,80.8,117,137,85.4,27,39,69.2,3,0.5,1.1,+2.5,8,31,9,3,42,Matches
Konrad Laimer,at AUT,"DF,MF",Bayern Munich,26-214,1997,11.3,704,809,87.0,10391,2795,406,448,90.6,271,297,91.2,19,25,76.0,2,2.4,2.6,-0.4,14,47,10,4,57,Matches
Hugo Larsson,se SWE,MF,Eint Frankfurt,19-183,2004,12.8,523,598,87.5,8718,2195,242,262,92.4,229,258,88.8,36,49,73.5,1,1.3,1.2,-0.3,8,30,5,2,39,Matches
Diogo Leite,pt POR,DF,Union Berlin,24-338,1999,14.6,687,844,81.4,12961,5158,257,285,90.2,346,389,88.9,70,133,52.6,0,0.1,0.4,-0.1,3,68,2,1,74,Matches
Maxim Leitsch,de GER,DF,Mainz 05,25-223,1998,4.1,115,151,76.2,2452,960,33,49,67.3,64,76,84.2,17,23,73.9,0,0.0,0.1,0.0,0,7,1,0,7,Matches
Christopher Lenz,de GER,"DF,MF",RB Leipzig,29-096,1994,0.4,34,40,85.0,544,205,13,14,92.9,19,19,100.0,0,3,0.0,0,0.1,0.1,-0.1,1,3,0,0,2,Matches
Christopher Lenz,de GER,DF,Eint Frankfurt,29-096,1994,0.1,5,9,55.6,117,53,0,0,,4,4,100.0,1,4,25.0,0,0.0,0.0,0.0,0,1,0,0,1,Matches
Jamie Leweling,de GER,"MF,FW",Stuttgart,22-304,2001,6.1,147,194,75.8,2249,453,79,92,85.9,46,59,78.0,11,21,52.4,1,2.0,2.1,-1.0,11,6,6,5,9,Matches
Philipp Lienhart,at AUT,DF,Freiburg,27-169,1996,13.7,797,964,82.7,16578,6329,231,263,87.8,454,490,92.7,110,197,55.8,0,1.1,0.6,-1.1,3,48,5,0,52,Matches
Matthijs de Ligt,nl NED,DF,Bayern Munich,24-137,1999,3.1,190,207,91.8,3788,1276,51,54,94.4,122,125,97.6,16,26,61.5,0,0.0,0.1,0.0,0,16,0,0,10,Matches
Jesper Lindstrøm,dk DEN,FW,Eint Frankfurt,23-301,2000,0.9,24,32,75.0,384,27,10,13,76.9,13,15,86.7,0,0,,0,0.0,0.0,0.0,0,0,1,0,1,Matches
Dejan Ljubicic,at AUT,"MF,FW",Köln,26-080,1997,12.3,402,507,79.3,6287,1638,201,232,86.6,159,190,83.7,28,45,62.2,0,1.4,1.0,-1.4,10,26,9,2,51,Matches
Noah Loosli,ch SUI,"DF,MF",Bochum,26-338,1997,1.8,49,67,73.1,708,298,28,29,96.6,17,22,77.3,3,12,25.0,0,0.0,0.0,0.0,0,4,0,0,3,Matches
Anthony Losilla,fr FRA,MF,Bochum,37-292,1986,13.5,342,451,75.8,5177,1596,172,214,80.4,142,183,77.6,13,27,48.1,1,0.5,0.5,+0.5,7,29,5,2,47,Matches
Castello Lukeba,fr FRA,DF,RB Leipzig,21-010,2002,11.0,753,828,90.9,13625,4612,264,285,92.6,439,456,96.3,46,76,60.5,0,0.1,0.4,-0.1,3,57,2,1,51,Matches
Senne Lynen,be BEL,MF,Werder Bremen,24-311,1999,4.9,170,207,82.1,2883,838,76,88,86.4,73,88,83.0,17,21,81.0,1,0.7,0.2,+0.3,5,14,2,0,13,Matches
Matej Maglica,hr CRO,DF,Darmstadt 98,25-093,1998,8.2,336,440,76.4,7002,2603,98,109,89.9,184,212,86.8,52,107,48.6,0,0.2,0.3,-0.2,5,32,1,0,32,Matches
Arne Maier,de GER,"DF,MF",Augsburg,24-353,1999,0.7,37,50,74.0,729,302,10,10,100.0,22,29,75.9,4,8,50.0,0,0.0,0.1,0.0,0,4,2,1,2,Matches
Linton Maina,de GER,"FW,MF",Köln,24-187,1999,11.0,231,329,70.2,3033,801,159,184,86.4,56,90,62.2,9,21,42.9,1,1.7,1.6,-0.7,11,18,10,3,27,Matches
Patrick Mainka,de GER,DF,Heidenheim,29-051,1994,16.0,619,732,84.6,12831,5166,169,200,84.5,351,384,91.4,93,133,69.9,0,0.0,0.5,0.0,0,32,1,0,60,Matches
Lovro Majer,hr CRO,"MF,FW",Wolfsburg,25-344,1998,12.5,356,489,72.8,5453,1411,176,211,83.4,141,180,78.3,19,43,44.2,2,1.8,1.9,+0.2,17,35,15,0,59,Matches
Jordy Makengo,fr FRA,DF,Freiburg,22-146,2001,3.4,149,189,78.8,2373,598,77,87,88.5,64,77,83.1,6,15,40.0,0,0.1,0.1,-0.1,1,15,2,1,15,Matches
Donyell Malen,nl NED,"FW,MF",Dortmund,24-352,1999,10.6,209,288,72.6,2761,725,136,162,84.0,52,73,71.2,8,18,44.4,0,1.4,1.9,-1.4,7,11,19,3,29,Matches
Lennard Maloney,us USA,MF,Heidenheim,24-080,1999,14.8,434,576,75.3,8588,2077,142,188,75.5,222,259,85.7,57,101,56.4,1,0.6,0.6,+0.4,5,35,4,0,38,Matches
David Mamutovic,de GER,DF,Mainz 05,23-022,2000,0.1,3,4,75.0,37,19,2,3,66.7,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,3,0,0,0,Matches
Braydon Manu,gh GHA,MF,Darmstadt 98,26-274,1997,0.9,13,17,76.5,184,21,7,8,87.5,6,7,85.7,0,1,0.0,0,0.0,0.0,0.0,1,2,0,0,1,Matches
Omar Marmoush,eg EGY,"FW,MF",Eint Frankfurt,24-323,1999,12.0,186,265,70.2,2721,616,108,130,83.1,56,82,68.3,13,22,59.1,3,3.1,2.5,-0.1,22,17,7,1,25,Matches
Eric Martel,de GER,MF,Köln,21-242,2002,12.4,436,538,81.0,6875,1497,203,236,86.0,199,229,86.9,19,39,48.7,0,0.2,0.5,-0.2,4,38,4,3,33,Matches
Erhan Mašović,rs SRB,DF,Bochum,25-035,1998,12.4,303,390,77.7,5403,1589,113,144,78.5,151,169,89.3,24,54,44.4,0,0.3,0.5,-0.3,2,21,2,0,23,Matches
Roberto Massimo,de GER,"DF,FW",Stuttgart,23-076,2000,0.7,26,33,78.8,420,109,12,15,80.0,11,12,91.7,2,3,66.7,0,0.0,0.0,0.0,0,1,0,0,3,Matches
Philipp Max,de GER,"DF,MF",Eint Frankfurt,30-088,1993,9.3,447,534,83.7,6902,2270,237,256,92.6,178,213,83.6,22,42,52.4,1,1.2,1.3,-0.2,9,38,8,5,32,Matches
Eric Maxim Choupo-Moting,cm CMR,"MF,FW",Bayern Munich,34-279,1989,3.7,108,133,81.2,1391,278,69,77,89.6,27,33,81.8,4,5,80.0,0,1.4,0.6,-1.4,8,5,4,0,10,Matches
Noussair Mazraoui,ma MAR,DF,Bayern Munich,26-043,1997,9.1,623,707,88.1,9194,3376,362,389,93.1,229,251,91.2,21,30,70.0,3,1.5,1.8,+1.5,11,69,11,3,81,Matches
Kevin Mbabu,ch SUI,DF,Augsburg,28-252,1995,7.9,208,332,62.7,3676,1922,92,115,80.0,87,140,62.1,23,51,45.1,0,0.7,1.1,-0.7,7,20,7,5,26,Matches
Noah Mbamba,be BEL,MF,Leverkusen,18-356,2005,0.2,18,19,94.7,250,85,10,10,100.0,7,7,100.0,0,0,,1,0.6,0.5,+0.4,1,4,1,1,2,Matches
Nathanael Mbuku,fr FRA,FW,Augsburg,21-286,2002,0.1,6,7,85.7,62,16,5,6,83.3,0,0,,0,0,,0,0.0,0.0,0.0,1,2,0,0,1,Matches
Marvin Mehlem,de GER,MF,Darmstadt 98,26-107,1997,10.8,299,390,76.7,4772,1264,159,188,84.6,112,137,81.8,20,37,54.1,2,0.7,1.0,+1.3,16,27,9,1,35,Matches
Thomas Meunier,be BEL,DF,Dortmund,32-106,1991,2.9,151,192,78.6,2529,1013,77,85,90.6,62,82,75.6,11,19,57.9,0,0.1,0.1,-0.1,2,10,1,0,10,Matches
Alexander Meyer,de GER,GK,Dortmund,32-258,1991,0.7,26,28,92.9,508,356,12,12,100.0,9,9,100.0,5,7,71.4,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Sven Michel,de GER,"FW,MF",Augsburg,33-165,1990,4.8,69,113,61.1,892,245,45,59,76.3,17,32,53.1,2,4,50.0,1,0.3,0.3,+0.7,6,6,5,0,11,Matches
Enzo Millot,fr FRA,"MF,FW",Stuttgart,21-163,2002,11.4,535,646,82.8,7745,1805,288,319,90.3,189,225,84.0,26,46,56.5,2,2.0,2.7,0.0,18,43,21,4,64,Matches
Jovan Milošević,rs SRB,FW,Stuttgart,18-149,2005,0.3,6,10,60.0,71,17,3,4,75.0,2,2,100.0,0,1,0.0,0,0.0,0.0,0.0,0,1,0,0,1,Matches
Kim Min-jae,kr KOR,DF,Bayern Munich,27-042,1996,14.6,1386,1494,92.8,23469,9149,583,613,95.1,730,765,95.4,61,89,68.5,0,0.2,0.4,-0.2,5,89,2,0,89,Matches
Maximilian Mittelstädt,de GER,DF,Stuttgart,26-284,1997,7.8,521,605,86.1,7682,2257,281,299,94.0,192,225,85.3,21,36,58.3,2,1.6,1.7,+0.4,6,36,12,5,52,Matches
Youssoufa Moukoko,de GER,FW,Dortmund,19-037,2004,1.7,25,30,83.3,296,49,17,20,85.0,4,5,80.0,1,1,100.0,0,0.0,0.1,0.0,1,1,1,0,2,Matches
Andreas Müller,de GER,MF,Darmstadt 98,23-160,2000,0.6,11,21,52.4,216,54,5,7,71.4,4,7,57.1,2,5,40.0,0,0.0,0.0,0.0,0,2,0,0,2,Matches
Jannik Müller,de GER,DF,Darmstadt 98,29-343,1994,6.7,238,303,78.5,4986,1555,69,80,86.3,137,159,86.2,31,54,57.4,0,0.0,0.1,0.0,0,16,2,1,16,Matches
Kevin Müller,de GER,GK,Heidenheim,32-287,1991,16.0,515,702,73.4,16876,11714,30,31,96.8,255,257,99.2,230,413,55.7,0,0.0,0.0,0.0,1,14,0,0,0,Matches
Marcus Müller,de GER,MF,Mainz 05,21-129,2002,0.2,3,5,60.0,53,2,1,2,50.0,2,3,66.7,0,0,,0,0.0,0.1,0.0,0,0,0,0,1,Matches
Thomas Müller,de GER,MF,Bayern Munich,34-105,1989,5.6,160,220,72.7,2272,688,94,110,85.5,50,77,64.9,8,16,50.0,6,4.4,3.2,+1.6,23,17,14,4,24,Matches
Jamal Musiala,de GER,"MF,FW",Bayern Munich,20-304,2003,7.2,213,262,81.3,2764,790,136,156,87.2,58,65,89.2,5,9,55.6,2,1.8,2.0,+0.2,13,20,14,0,38,Matches
Phillipp Mwene,at AUT,DF,Mainz 05,29-332,1994,8.4,275,404,68.1,4741,2041,130,164,79.3,113,153,73.9,26,65,40.0,1,1.4,1.6,-0.4,12,13,14,8,26,Matches
Joakim Mæhle,dk DEN,DF,Wolfsburg,26-221,1997,14.0,657,811,81.0,10145,3173,354,383,92.4,256,308,83.1,29,63,46.0,1,1.3,2.6,-0.3,11,35,15,5,57,Matches
