player,nationality,position,team,age,birth_year,minutes_90s,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_take_ons,sca_shots,sca_fouled,sca_defense,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_take_ons,gca_shots,gca_fouled,gca_defense,matches
Robert Bauer,de GER,"DF,FW",Werder Bremen,22,1995,10.6,14,1.32,10,3,0,0,0,1,1,0.09,0,1,0,0,0,0,Matches
Oliver Baumann,de GER,GK,Hoffenheim,27,1990,34.0,6,0.18,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Timo Baumgartl,de GER,DF,Stuttgart,21,1996,29.0,14,0.48,12,1,0,1,0,0,1,0.03,1,0,0,0,0,0,Matches
Julian Baumgartlinger,at AUT,"MF,DF",Leverkusen,29,1988,15.5,26,1.68,24,1,0,0,1,0,1,0.06,1,0,0,0,0,0,Matches
Noah Joel Sarenren Bazee,ng NGA,"FW,MF",Hannover 96,20,1996,1.3,1,0.77,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
Riechedly Bazoer,nl NED,MF,Wolfsburg,20,1996,6.6,7,1.07,5,0,0,1,1,0,0,0.00,0,0,0,0,0,0,Matches
Ihlas Bebou,tg TOG,"MF,FW",Hannover 96,23,1994,23.8,104,4.37,70,0,11,7,13,3,8,0.34,6,0,0,1,1,0,Matches
Andreas Beck,de GER,DF,Stuttgart,30,1987,21.4,38,1.78,31,4,0,0,3,0,2,0.09,2,0,0,0,0,0,Matches
Ishak Belfodil,dz ALG,FW,Werder Bremen,25,1992,15.0,53,3.53,31,0,8,8,6,0,5,0.33,2,0,1,1,1,0,Matches
Stefan Bell,de GER,DF,Mainz 05,25,1991,24.2,14,0.58,12,0,0,1,0,1,0,0.00,0,0,0,0,0,0,Matches
Karim Bellarabi,de GER,"MF,FW",Leverkusen,27,1990,12.7,53,4.16,38,1,4,2,6,2,3,0.24,3,0,0,0,0,0,Matches
Lars Bender,de GER,"DF,MF",Leverkusen,28,1989,17.7,40,2.26,35,1,2,2,0,0,6,0.34,5,0,1,0,0,0,Matches
Sven Bender,de GER,DF,Leverkusen,28,1989,26.1,23,0.88,21,0,0,1,0,1,2,0.08,2,0,0,0,0,0,Matches
László Bénes,sk SVK,MF,M'Gladbach,19,1997,0.4,3,6.92,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Marcel Benger,de GER,MF,M'Gladbach,19,1998,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Charlison Benschop,cw CUW,"MF,DF",Hannover 96,27,1989,2.0,2,0.98,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Nabil Bentaleb,dz ALG,MF,Schalke 04,22,1994,11.2,16,1.43,10,1,1,2,0,2,5,0.45,4,0,0,0,0,1,Matches
Emil Berggreen,dk DEN,FW,Mainz 05,24,1993,7.4,11,1.48,10,0,0,1,0,0,1,0.13,1,0,0,0,0,0,Matches
Bernardo,br BRA,DF,RB Leipzig,22,1995,15.0,19,1.27,14,0,0,4,0,1,4,0.27,3,0,0,1,0,0,Matches
Juan Bernat,es ESP,"DF,FW",Bayern Munich,24,1993,9.9,26,2.64,23,0,1,0,2,0,5,0.51,4,0,1,0,0,0,Matches
Ermin Bičakčić,ba BIH,DF,Hoffenheim,27,1990,6.1,6,0.99,3,0,1,1,1,0,3,0.49,0,0,1,1,1,0,Matches
Leonardo Bittencourt,de GER,"MF,FW",Köln,23,1993,17.9,59,3.29,49,3,4,0,2,1,5,0.28,4,1,0,0,0,0,Matches
Pablo de Blasis,ar ARG,"FW,MF",Mainz 05,29,1988,18.4,61,3.33,51,0,2,2,5,1,7,0.38,5,0,1,0,1,0,Matches
Danny Blum,de GER,"MF,DF",Eint Frankfurt,26,1991,0.3,1,3.10,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Jérôme Boateng,de GER,DF,Bayern Munich,28,1988,18.2,27,1.48,27,0,0,0,0,0,8,0.44,8,0,0,0,0,0,Matches
Kevin-Prince Boateng,gh GHA,"MF,FW",Eint Frankfurt,30,1987,26.2,58,2.21,45,0,2,4,4,3,7,0.27,4,0,0,0,2,1,Matches
Raúl Bobadilla,py PAR,"FW,MF",M'Gladbach,30,1987,5.0,12,2.41,8,0,2,1,1,0,0,0.00,0,0,0,0,0,0,Matches
Julian Brandt,de GER,"FW,MF",Leverkusen,21,1996,25.8,116,4.48,91,13,3,6,3,0,12,0.46,10,1,0,0,1,0,Matches
Josip Brekalo,hr CRO,FW,Wolfsburg,19,1998,9.7,28,3.04,17,7,2,1,1,0,3,0.33,2,1,0,0,0,0,Matches
Josip Brekalo,hr CRO,"MF,FW",Stuttgart,19,1998,8.1,44,5.43,21,7,4,5,4,3,2,0.25,1,0,0,1,0,0,Matches
John Brooks,us USA,DF,Wolfsburg,24,1993,8.1,4,0.50,3,0,0,0,0,1,1,0.12,1,0,0,0,0,0,Matches
Daniel Brosinski,de GER,"DF,FW",Mainz 05,29,1988,27.8,82,2.95,49,23,0,6,2,2,11,0.40,6,1,0,3,1,0,Matches
Bruma,pt POR,"MF,FW",RB Leipzig,22,1994,17.9,64,3.58,51,0,6,4,3,0,5,0.28,4,0,1,0,0,0,Matches
Jeffrey Bruma,nl NED,DF,Wolfsburg,25,1991,11.0,4,0.36,4,0,0,0,0,0,1,0.09,1,0,0,0,0,0,Matches
Jacob Bruun Larsen,dk DEN,"MF,DF",Stuttgart,18,1998,1.2,1,0.84,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Jacob Bruun Larsen,dk DEN,DF,Dortmund,18,1998,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Onur Bulut,tr TUR,FW,Freiburg,23,1994,0.4,1,2.31,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Guido Burgstaller,at AUT,FW,Schalke 04,28,1989,25.8,57,2.21,40,0,6,5,4,2,9,0.35,6,0,2,1,0,0,Matches
Roman Bürki,ch SUI,GK,Dortmund,26,1990,33.0,7,0.21,6,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Dženis Burnić,de GER,MF,Stuttgart,19,1998,3.4,13,3.84,10,2,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
Jakub Błaszczykowski,pl POL,"FW,MF",Wolfsburg,31,1985,5.8,19,3.29,16,0,2,0,1,0,3,0.52,2,0,1,0,0,0,Matches
Caiuby,br BRA,FW,Augsburg,29,1988,31.7,85,2.68,60,2,8,6,7,2,12,0.38,8,0,0,4,0,0,Matches
Luca Caldirola,it ITA,DF,Werder Bremen,26,1991,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Daniel Caligiuri,it ITA,"DF,MF",Schalke 04,29,1988,32.4,98,3.02,54,23,10,2,4,5,14,0.43,7,6,1,0,0,0,Matches
Ignacio Camacho,es ESP,"MF,DF",Wolfsburg,27,1990,10.6,11,1.04,7,1,0,1,0,2,1,0.09,0,0,0,1,0,0,Matches
Koen Casteels,be BEL,GK,Wolfsburg,25,1992,34.0,5,0.15,3,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Gonzalo Castro,de GER,MF,Dortmund,30,1987,13.4,58,4.33,47,8,0,2,1,0,4,0.30,4,0,0,0,0,0,Matches
Marijan Ćavar,ba BIH,MF,Eint Frankfurt,19,1998,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Timothy Chandler,us USA,"DF,FW",Eint Frankfurt,27,1990,21.0,47,2.24,36,6,1,1,2,1,6,0.29,4,0,1,0,1,0,Matches
Per Ciljan Skjelbred,no NOR,MF,Hertha BSC,30,1987,24.3,19,0.78,18,0,0,0,0,1,2,0.08,2,0,0,0,0,0,Matches
Christian Clemens,de GER,"MF,FW",Köln,25,1991,7.2,21,2.94,16,3,0,1,0,1,1,0.14,1,0,0,0,0,0,Matches
Coke,es ESP,MF,Schalke 04,30,1987,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Kingsley Coman,fr FRA,"FW,MF",Bayern Munich,21,1996,12.8,69,5.38,52,0,10,3,4,0,7,0.55,4,0,2,0,1,0,Matches
Marvin Compper,de GER,DF,RB Leipzig,32,1985,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Jhon Córdoba,co COL,FW,Köln,24,1993,10.6,30,2.82,18,0,1,7,3,1,3,0.28,2,0,0,1,0,0,Matches
Sergio Córdova,ve VEN,"FW,MF",Augsburg,19,1997,6.5,17,2.61,12,0,0,3,1,1,2,0.31,1,0,0,1,0,0,Matches
Danny da Costa,de GER,"DF,FW",Eint Frankfurt,24,1993,13.4,25,1.87,22,2,0,1,0,0,2,0.15,2,0,0,0,0,0,Matches
Mickaël Cuisance,fr FRA,"MF,FW",M'Gladbach,17,1999,13.4,47,3.51,25,8,7,2,4,1,4,0.30,0,2,1,1,0,0,Matches
Mahmoud Dahoud,de GER,MF,Dortmund,21,1996,12.7,41,3.22,32,1,4,2,0,2,9,0.71,7,0,2,0,0,0,Matches
Kevin Danso,at AUT,DF,Augsburg,18,1998,12.3,12,0.98,9,2,0,1,0,0,1,0.08,0,0,0,1,0,0,Matches
Palkó Dárdai,hu HUN,"FW,MF",Hertha BSC,18,1999,0.3,1,3.33,1,0,0,0,0,0,1,3.33,1,0,0,0,0,0,Matches
Vladimír Darida,cz CZE,MF,Hertha BSC,26,1990,18.2,39,2.15,31,1,3,1,3,0,4,0.22,4,0,0,0,0,0,Matches
Thomas Delaney,dk DEN,MF,Werder Bremen,25,1991,31.1,63,2.03,48,3,1,5,5,1,4,0.13,3,0,0,0,0,1,Matches
Kerem Demirbay,de GER,MF,Hoffenheim,24,1993,13.5,58,4.31,35,13,8,0,1,1,3,0.22,1,2,0,0,0,0,Matches
Diego Demme,de GER,MF,RB Leipzig,25,1991,25.4,83,3.27,72,2,2,2,3,2,12,0.47,10,0,0,0,2,0,Matches
Franco Di Santo,ar ARG,"FW,MF",Schalke 04,28,1989,18.4,38,2.07,24,0,1,7,5,1,4,0.22,2,0,0,1,1,0,Matches
Abdou Diallo,sn SEN,DF,Mainz 05,21,1996,26.8,24,0.89,18,1,2,1,0,2,3,0.11,3,0,0,0,0,0,Matches
Daniel Didavi,de GER,MF,Wolfsburg,27,1990,24.9,60,2.41,43,7,1,6,3,0,9,0.36,6,3,0,0,0,0,Matches
Dennis Diekmeier,de GER,DF,Hamburger SV,27,1989,20.8,42,2.02,29,4,3,0,5,1,4,0.19,4,0,0,0,0,0,Matches
Landry Dimata,be BEL,FW,Wolfsburg,19,1997,10.0,29,2.90,13,0,0,3,12,1,3,0.30,3,0,0,0,0,0,Matches
Giulio Donati,it ITA,"DF,FW",Mainz 05,27,1990,25.4,47,1.86,34,7,1,0,5,0,3,0.12,3,0,0,0,0,0,Matches
Ji Dong-won,kr KOR,"FW,MF",Augsburg,26,1991,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Anastasios Donis,gr GRE,"MF,FW",Stuttgart,20,1996,10.5,34,3.22,15,0,11,2,4,2,8,0.76,2,0,4,0,1,1,Matches
Niklas Dorsch,de GER,MF,Bayern Munich,19,1998,1.0,2,2.00,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Mohamed Dräger,tn TUN,"MF,FW",Freiburg,21,1996,0.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Aleksandar Dragović,at AUT,DF,Leverkusen,26,1991,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Josip Drmić,ch SUI,"FW,MF",M'Gladbach,24,1992,5.2,12,2.31,10,0,1,1,0,0,4,0.77,2,0,1,1,0,0,Matches
Rick van Drongelen,nl NED,DF,Hamburger SV,18,1998,16.0,10,0.62,7,1,1,1,0,0,0,0.00,0,0,0,0,0,0,Matches
Ondrej Duda,sk SVK,MF,Hertha BSC,22,1994,8.3,19,2.30,15,0,4,0,0,0,1,0.12,1,0,0,0,0,0,Matches
Mandela Egbo,eng ENG,"DF,MF",M'Gladbach,19,1997,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Johannes Eggestein,de GER,"FW,DF",Werder Bremen,19,1998,1.1,6,5.45,4,0,0,1,1,0,0,0.00,0,0,0,0,0,0,Matches
Maximilian Eggestein,de GER,MF,Werder Bremen,20,1996,29.9,60,2.01,45,1,3,7,2,2,6,0.20,3,0,0,2,0,1,Matches
Albin Ekdal,se SWE,MF,Hamburger SV,28,1989,12.3,23,1.87,19,0,0,1,1,2,2,0.16,1,0,0,0,0,1,Matches
Josip Elez,hr CRO,DF,Hannover 96,23,1994,8.6,7,0.81,7,0,0,0,0,0,1,0.12,1,0,0,0,0,0,Matches
Nico Elvedi,ch SUI,DF,M'Gladbach,20,1996,32.4,50,1.54,37,1,1,5,5,1,5,0.15,2,0,0,1,2,0,Matches
Breel Embolo,ch SUI,"FW,MF",Schalke 04,20,1997,10.2,27,2.64,10,0,5,2,8,2,6,0.59,2,0,0,0,3,1,Matches
Michael Esser,de GER,GK,Hannover 96,29,1987,3.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Alexander Esswein,de GER,"FW,MF",Hertha BSC,27,1990,6.9,14,2.04,13,0,0,0,1,0,3,0.44,2,0,0,0,1,0,Matches
Franck Evina,cm CMR,FW,Bayern Munich,17,2000,1.2,3,2.45,1,0,0,1,1,0,0,0.00,0,0,0,0,0,0,Matches
Marco Fabián,mx MEX,"MF,FW",Eint Frankfurt,28,1989,4.7,12,2.56,9,2,0,1,0,0,2,0.43,2,0,0,0,0,0,Matches
Ralf Fährmann,de GER,GK,Schalke 04,28,1988,33.5,7,0.21,5,2,0,0,0,0,1,0.03,1,0,0,0,0,0,Matches
Simon Falette,gn GUI,DF,Eint Frankfurt,25,1992,24.6,23,0.94,16,1,0,4,2,0,1,0.04,1,0,0,0,0,0,Matches
Felipe,br BRA,DF,Hannover 96,30,1987,5.1,2,0.39,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Ohis Felix Uduokhai,de GER,DF,Wolfsburg,19,1997,17.3,6,0.35,5,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Gelson Fernandes,ch SUI,MF,Eint Frankfurt,30,1986,11.5,10,0.87,7,0,0,1,0,2,1,0.09,1,0,0,0,0,0,Matches
Alfreð Finnbogason,is ISL,FW,Augsburg,28,1989,20.2,68,3.37,47,2,7,8,4,0,7,0.35,5,0,0,1,1,0,Matches
Viktor Fischer,dk DEN,"FW,MF",Mainz 05,23,1994,3.7,13,3.49,12,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
Emil Forsberg,se SWE,MF,RB Leipzig,25,1991,15.2,81,5.33,50,23,4,2,2,0,6,0.39,4,2,0,0,0,0,Matches
Iver Fossum,no NOR,MF,Hannover 96,21,1996,14.5,49,3.38,34,6,2,5,1,1,2,0.14,2,0,0,0,0,0,Matches
Raphael Framberger,de GER,DF,Augsburg,21,1995,7.7,19,2.46,16,1,0,0,1,1,0,0.00,0,0,0,0,0,0,Matches
Mike Frantz,de GER,MF,Freiburg,30,1986,11.6,23,1.99,13,3,0,3,2,2,1,0.09,1,0,0,0,0,0,Matches
Fabian Frei,ch SUI,MF,Mainz 05,28,1989,8.9,20,2.24,18,0,1,1,0,0,1,0.11,1,0,0,0,0,0,Matches
Marco Friedl,at AUT,"DF,MF",Werder Bremen,19,1998,6.7,9,1.35,5,2,0,1,1,0,0,0.00,0,0,0,0,0,0,Matches
Marco Friedl,at AUT,MF,Bayern Munich,19,1998,0.5,5,10.00,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Chris Führich,de GER,MF,Köln,19,1998,1.1,4,3.79,2,0,1,0,1,0,0,0.00,0,0,0,0,0,0,Matches
Niclas Füllkrug,de GER,FW,Hannover 96,24,1993,26.5,73,2.75,61,0,3,6,3,0,8,0.30,6,0,0,1,1,0,Matches
Mijat Gaćinović,rs SRB,"MF,FW",Eint Frankfurt,22,1995,20.2,51,2.53,28,4,4,4,5,6,5,0.25,2,0,1,0,1,1,Matches
Ulisses Garcia,ch SUI,FW,Werder Bremen,21,1996,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Jean-Philippe Gbamin,ci CIV,"MF,DF",Mainz 05,21,1995,28.8,40,1.39,33,1,1,2,2,1,6,0.21,5,1,0,0,0,0,Matches
Theodor Gebre Selassie,cz CZE,"DF,FW",Werder Bremen,30,1986,31.4,38,1.21,31,2,0,3,2,0,0,0.00,0,0,0,0,0,0,Matches
Dennis Geiger,de GER,MF,Hoffenheim,19,1998,17.6,53,3.01,45,4,2,1,1,0,3,0.17,3,0,0,0,0,0,Matches
Christian Gentner,de GER,MF,Stuttgart,31,1985,26.8,64,2.39,53,0,1,3,2,5,4,0.15,2,0,0,1,0,1,Matches
Yannick Gerhardt,de GER,"DF,MF",Wolfsburg,23,1994,13.6,24,1.76,18,0,0,2,2,2,4,0.29,4,0,0,0,0,0,Matches
Rafał Gikiewicz,pl POL,GK,Freiburg,29,1987,1.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Daniel Ginczek,de GER,FW,Stuttgart,26,1991,16.9,39,2.30,24,0,5,7,2,1,4,0.24,3,0,0,1,0,0,Matches
Matthias Ginter,de GER,DF,M'Gladbach,23,1994,34.0,24,0.71,17,0,0,2,3,2,4,0.12,2,0,0,1,0,1,Matches
Serge Gnabry,de GER,FW,Hoffenheim,22,1995,16.7,72,4.33,44,3,11,9,2,3,13,0.78,7,0,2,2,1,1,Matches
Mario Gómez,de GER,FW,Wolfsburg,32,1985,10.4,21,2.02,17,0,1,0,2,1,6,0.58,5,0,0,0,1,0,Matches
Mario Gómez,de GER,FW,Stuttgart,32,1985,15.4,30,1.95,24,0,1,4,1,0,4,0.26,2,0,1,1,0,0,Matches
Sergio Gómez,es ESP,MF,Dortmund,16,2000,0.1,2,20.00,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Jérôme Gondorf,de GER,"MF,FW",Werder Bremen,29,1988,8.9,15,1.69,13,0,0,0,2,0,1,0.11,1,0,0,0,0,0,Matches
Leon Goretzka,de GER,MF,Schalke 04,22,1995,22.0,52,2.36,36,1,4,5,4,2,5,0.23,2,0,0,2,1,0,Matches
Mario Götze,de GER,MF,Dortmund,25,1992,17.8,77,4.33,61,10,1,3,2,0,6,0.34,6,0,0,0,0,0,Matches
Mohamed Gouaida,tn TUN,MF,Hamburger SV,24,1993,0.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Jeffrey Gouweleeuw,nl NED,DF,Augsburg,26,1991,26.5,24,0.91,17,3,1,1,1,1,0,0.00,0,0,0,0,0,0,Matches
Michael Gregoritsch,at AUT,"MF,FW",Augsburg,23,1994,28.1,75,2.67,50,2,1,13,7,2,12,0.43,7,1,1,1,2,0,Matches
Anto Grgić,ch SUI,MF,Stuttgart,20,1996,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Vincenzo Grifo,it ITA,"MF,FW",M'Gladbach,24,1993,8.7,35,4.01,25,3,3,3,1,0,5,0.57,3,0,1,0,1,0,Matches
Florian Grillitsch,at AUT,MF,Hoffenheim,21,1995,21.0,60,2.85,54,1,1,2,2,0,5,0.24,4,0,0,1,0,0,Matches
Karim Guédé,sk SVK,FW,Freiburg,32,1985,0.7,2,3.00,1,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
Raphaël Guerreiro,pt POR,"DF,MF",Dortmund,23,1993,6.1,17,2.80,15,1,1,0,0,0,2,0.33,2,0,0,0,0,0,Matches
Josuha Guilavogui,fr FRA,MF,Wolfsburg,26,1990,26.7,53,1.99,49,0,1,2,1,0,5,0.19,5,0,0,0,0,0,Matches
Serhou Guirassy,gn GUI,FW,Köln,21,1996,9.5,25,2.65,16,0,3,2,4,0,3,0.32,1,0,0,1,1,0,Matches
Péter Gulácsi,hu HUN,GK,RB Leipzig,27,1990,33.0,7,0.21,6,1,0,0,0,0,2,0.06,2,0,0,0,0,0,Matches
Manuel Gulde,de GER,DF,Freiburg,26,1991,17.0,6,0.35,5,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Christian Günter,de GER,"DF,MF",Freiburg,24,1993,34.0,99,2.91,56,31,5,3,3,1,8,0.24,2,4,1,0,1,0,Matches
Jonathan de Guzmán,nl NED,MF,Eint Frankfurt,29,1987,12.1,42,3.46,25,16,0,1,0,0,6,0.49,3,3,0,0,0,0,Matches
Janik Haberer,de GER,"MF,FW",Freiburg,23,1994,30.5,81,2.65,66,0,1,4,8,2,6,0.20,5,0,0,0,1,0,Matches
Alexander Hack,de GER,DF,Mainz 05,23,1993,14.3,9,0.63,7,0,0,2,0,0,0,0.00,0,0,0,0,0,0,Matches
Robin Hack,de GER,"FW,MF",Hoffenheim,18,1998,0.8,1,1.32,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
André Hahn,de GER,FW,Hamburger SV,26,1990,15.1,25,1.66,16,1,1,4,3,0,2,0.13,1,0,0,0,1,0,Matches
Izet Hajrović,ba BIH,"MF,FW",Werder Bremen,25,1991,2.1,11,5.24,4,2,2,2,1,0,0,0.00,0,0,0,0,0,0,Matches
Sébastien Haller,ci CIV,FW,Eint Frankfurt,23,1994,26.1,60,2.30,48,0,1,2,8,1,7,0.27,6,0,0,0,1,0,Matches
Marcel Halstenberg,de GER,DF,RB Leipzig,25,1991,13.1,29,2.22,20,7,0,1,0,1,2,0.15,2,0,0,0,0,0,Matches
Tim Handwerker,de GER,"MF,DF",Köln,19,1998,4.4,12,2.72,7,1,0,2,1,1,1,0.23,1,0,0,0,0,0,Matches
Genki Haraguchi,jp JPN,FW,Hertha BSC,26,1991,2.3,5,2.15,3,0,1,0,1,0,3,1.29,1,0,1,0,1,0,Matches
