ID,Name,Born,Position,Value,Squad,Zustand,Stats,Einsätze,Spieltagspunkte,Punkteschnitt,Punktetotal
2358,Tom Krauß,2001,Mittelfeldspieler," 0,33 ⌀ (1) ",1. FSV Mainz 05,Fit,"{'Passquote': '70,1%', 'Zweikampfquote': '44,8%', 'Luftkämpfe': '100,0%', 'Tacklingquote': '62,5%', 'Begangene Fouls': '1,3', 'Geklärte Bälle': '1,63', 'Abgefangene Bälle': '1,63', 'Balleroberungen': '1,63', 'Ballverluste': '3,57', 'Erfolgreiche Dribblings': '0,0%', 'Torschussvorlagen': '0,33', 'Kreierte Großchancen': '0', 'Schüsse aufs Tor': '0', 'Schussgenauigkeit': '0,0%', 'Fehler vor Schuss/Gegentor': '0', 'Geblockte Bälle': '0,33'}",2,-7,"-12,50",-25
2335,Leandro Barreiro,2000,Mittelfeldspieler," 0,84 ⌀ (7) ",1. FSV Mainz 05,Fit,"{'Passquote': '79,3%', 'Zweikampfquote': '42,2%', 'Luftkämpfe': '27,6%', 'Tacklingquote': '61,9%', 'Begangene Fouls': '2,04', 'Geklärte Bälle': '0,72', 'Abgefangene Bälle': '1,68', 'Balleroberungen': '1,56', 'Ballverluste': '0,96', 'Erfolgreiche Dribblings': '66,7%', 'Torschussvorlagen': '0,48', 'Kreierte Großchancen': '0', 'Schüsse aufs Tor': '0,72', 'Schussgenauigkeit': '66,7%', 'Fehler vor Schuss/Gegentor': '0', 'Geblockte Bälle': '0,84'}",3,27,"36,00",108
2893,Merveille Papela,2001,Mittelfeldspieler, 0 ⌀  ,1. FSV Mainz 05,Fit,"{'Passquote': '81,8%', 'Zweikampfquote': '0,0%', 'Luftkämpfe': '0,0%', 'Tacklingquote': '0,0%', 'Begangene Fouls': '3', 'Geklärte Bälle': '0', 'Abgefangene Bälle': '6', 'Balleroberungen': '0', 'Ballverluste': '6', 'Erfolgreiche Dribblings': '0,0%', 'Torschussvorlagen': '0', 'Kreierte Großchancen': '0', 'Schüsse aufs Tor': '0', 'Schussgenauigkeit': '0,0%', 'Fehler vor Schuss/Gegentor': '0', 'Geblockte Bälle': '0'}",1,0,"0,00",0
1971,Aymen Barkok,1998,Mittelfeldspieler, 0 ⌀  ,1. FSV Mainz 05,Fit,"{'Passquote': '68,6%', 'Zweikampfquote': '43,5%', 'Luftkämpfe': '40,0%', 'Tacklingquote': '50,0%', 'Begangene Fouls': '2,32', 'Geklärte Bälle': '0,46', 'Abgefangene Bälle': '0,46', 'Balleroberungen': '1,86', 'Ballverluste': '1,86', 'Erfolgreiche Dribblings': '0,0%', 'Torschussvorlagen': '0,93', 'Kreierte Großchancen': '0', 'Schüsse aufs Tor': '1,86', 'Schussgenauigkeit': '66,7%', 'Fehler vor Schuss/Gegentor': '0', 'Geblockte Bälle': '0'}",1,,"-24,00",-24
2476,Jae-sung Lee,1992,Mittelfeldspieler," 0,15 ⌀ (1) ",1. FSV Mainz 05,Fit,"{'Passquote': '72,3%', 'Zweikampfquote': '38,2%', 'Luftkämpfe': '40,0%', 'Tacklingquote': '18,8%', 'Begangene Fouls': '0,61', 'Geklärte Bälle': '0,92', 'Abgefangene Bälle': '1,38', 'Balleroberungen': '0,46', 'Ballverluste': '2,15', 'Erfolgreiche Dribblings': '57,1%', 'Torschussvorlagen': '0,61', 'Kreierte Großchancen': '0', 'Schüsse aufs Tor': '0,92', 'Schussgenauigkeit': '75,0%', 'Fehler vor Schuss/Gegentor': '0', 'Geblockte Bälle': '0,15'}",3,29,"51,33",154
0,David Mamutović,2000,Mittelfeldspieler, 0 ⌀  ,1. FSV Mainz 05,Fit,"{'Passquote': '0,0%', 'Zweikampfquote': '0,0%', 'Luftkämpfe': '0,0%', 'Tacklingquote': '0,0%', 'Begangene Fouls': '0', 'Geklärte Bälle': '0', 'Abgefangene Bälle': '0', 'Balleroberungen': '0', 'Ballverluste': '0', 'Erfolgreiche Dribblings': '0,0%', 'Torschussvorlagen': '0', 'Kreierte Großchancen': '0', 'Schüsse aufs Tor': '0', 'Schussgenauigkeit': '0,0%', 'Fehler vor Schuss/Gegentor': '0', 'Geblockte Bälle': '0'}",0,0,0,0
7327,Anwar El Ghazi,1995,Mittelfeldspieler, 0 ⌀  ,1. FSV Mainz 05,Nicht im Kader,"{'Passquote': '68,2%', 'Zweikampfquote': '33,3%', 'Luftkämpfe': '0,0%', 'Tacklingquote': '0,0%', 'Begangene Fouls': '1,27', 'Geklärte Bälle': '0', 'Abgefangene Bälle': '0', 'Balleroberungen': '0', 'Ballverluste': '2,54', 'Erfolgreiche Dribblings': '50,0%', 'Torschussvorlagen': '2,54', 'Kreierte Großchancen': '1,27', 'Schüsse aufs Tor': '0', 'Schussgenauigkeit': '0,0%', 'Fehler vor Schuss/Gegentor': '0', 'Geblockte Bälle': '0'}",0,0,0,0
2092,Marco Richter,1997,Mittelfeldspieler, 0 ⌀  ,1. FSV Mainz 05,Fit,"{'Passquote': '70,0%', 'Zweikampfquote': '52,6%', 'Luftkämpfe': '28,6%', 'Tacklingquote': '33,3%', 'Begangene Fouls': '0,65', 'Geklärte Bälle': '0', 'Abgefangene Bälle': '0', 'Balleroberungen': '0,65', 'Ballverluste': '2,61', 'Erfolgreiche Dribblings': '0,0%', 'Torschussvorlagen': '0,65', 'Kreierte Großchancen': '0', 'Schüsse aufs Tor': '3,91', 'Schussgenauigkeit': '66,7%', 'Fehler vor Schuss/Gegentor': '0', 'Geblockte Bälle': '0'}",2,-7,"-1,00",-2
4596,Brajan Gruda,2004,Mittelfeldspieler, 0 ⌀  ,1. FSV Mainz 05,Fit,"{'Passquote': '62,7%', 'Zweikampfquote': '46,5%', 'Luftkämpfe': '42,9%', 'Tacklingquote': '28,6%', 'Begangene Fouls': '1,8', 'Geklärte Bälle': '0', 'Abgefangene Bälle': '0,22', 'Balleroberungen': '0,45', 'Ballverluste': '5,84', 'Erfolgreiche Dribblings': '50,0%', 'Torschussvorlagen': '2,24', 'Kreierte Großchancen': '0,22', 'Schüsse aufs Tor': '1,35', 'Schussgenauigkeit': '75,0%', 'Fehler vor Schuss/Gegentor': '0', 'Geblockte Bälle': '0'}",3,9,"17,33",52
1804,Karim Onisiwo,1992,Stürmer," 0,22 ⌀ (1) ",1. FSV Mainz 05,Fit,"{'Passquote': '60,2%', 'Zweikampfquote': '44,6%', 'Luftkämpfe': '33,3%', 'Tacklingquote': '37,5%', 'Begangene Fouls': '1,98', 'Geklärte Bälle': '0', 'Abgefangene Bälle': '0,22', 'Balleroberungen': '0,66', 'Ballverluste': '3,73', 'Erfolgreiche Dribblings': '54,5%', 'Torschussvorlagen': '1,1', 'Kreierte Großchancen': '0', 'Schüsse aufs Tor': '1,1', 'Schussgenauigkeit': '45,5%', 'Fehler vor Schuss/Gegentor': '0', 'Geblockte Bälle': '0,22'}",2,49,"27,00",54
2255,Jonathan Burkardt,2000,Stürmer, 0 ⌀  ,1. FSV Mainz 05,Aufbautraining,"{'Passquote': '0,0%', 'Zweikampfquote': '0,0%', 'Luftkämpfe': '0,0%', 'Tacklingquote': '0,0%', 'Begangene Fouls': '0', 'Geklärte Bälle': '0', 'Abgefangene Bälle': '0', 'Balleroberungen': '0', 'Ballverluste': '0', 'Erfolgreiche Dribblings': '0,0%', 'Torschussvorlagen': '0', 'Kreierte Großchancen': '0', 'Schüsse aufs Tor': '0', 'Schussgenauigkeit': '0,0%', 'Fehler vor Schuss/Gegentor': '0', 'Geblockte Bälle': '0'}",0,0,0,0
4600,Ludovic Ajorque,1994,Stürmer, 0 ⌀  ,1. FSV Mainz 05,Fit,"{'Passquote': '73,8%', 'Zweikampfquote': '38,3%', 'Luftkämpfe': '45,0%', 'Tacklingquote': '66,7%', 'Begangene Fouls': '1,82', 'Geklärte Bälle': '0,4', 'Abgefangene Bälle': '0', 'Balleroberungen': '0,4', 'Ballverluste': '1,21', 'Erfolgreiche Dribblings': '0,0%', 'Torschussvorlagen': '1,21', 'Kreierte Großchancen': '0', 'Schüsse aufs Tor': '1,01', 'Schussgenauigkeit': '55,6%', 'Fehler vor Schuss/Gegentor': '0', 'Geblockte Bälle': '0'}",1,,"-102,00",-102
4460,Nelson Weiper,2005,Stürmer, 0 ⌀  ,1. FSV Mainz 05,Verletzung,"{'Passquote': '60,0%', 'Zweikampfquote': '23,1%', 'Luftkämpfe': '14,3%', 'Tacklingquote': '0,0%', 'Begangene Fouls': '0', 'Geklärte Bälle': '0', 'Abgefangene Bälle': '0,78', 'Balleroberungen': '0', 'Ballverluste': '2,35', 'Erfolgreiche Dribblings': '25,0%', 'Torschussvorlagen': '1,57', 'Kreierte Großchancen': '0', 'Schüsse aufs Tor': '0,78', 'Schussgenauigkeit': '100,0%', 'Fehler vor Schuss/Gegentor': '0', 'Geblockte Bälle': '0'}",3,-9,"2,33",7
1387,Tobias Sippel,1988,Torhüter, 0 ⌀  ,Borussia Mönchengladbach,Angeschlagen,"{'Abgewehrte Schüsse': '0,0%', 'Paraden': '0', 'Weiße Weste': '0', 'Strafraum-beherrschung': '0,0%', 'Abgewehrte Elfmeter': '0,0%', 'Großchancen vereitelt': '0,0%', 'Fehler vor Schuss/Gegentor': '0'}",0,0,0,0
1883,Moritz Nicolas,1997,Torhüter, 0 ⌀  ,Borussia Mönchengladbach,Fit,"{'Abgewehrte Schüsse': '68,4%', 'Paraden': '2,45', 'Weiße Weste': '0', 'Strafraum-beherrschung': '100,0%', 'Abgewehrte Elfmeter': '0,0%', 'Großchancen vereitelt': '27,3%', 'Fehler vor Schuss/Gegentor': '0'}",1,125,"125,00",125
2850,Jan Olschowsky,2001,Torhüter, 0 ⌀  ,Borussia Mönchengladbach,Fit,"{'Abgewehrte Schüsse': '0,0%', 'Paraden': '0', 'Weiße Weste': '0', 'Strafraum-beherrschung': '0,0%', 'Abgewehrte Elfmeter': '0,0%', 'Großchancen vereitelt': '0,0%', 'Fehler vor Schuss/Gegentor': '0'}",0,0,0,0
4590,Jonas Omlin,1994,Torhüter, 0 ⌀  ,Borussia Mönchengladbach,Verletzung,"{'Abgewehrte Schüsse': '61,1%', 'Paraden': '3,28', 'Weiße Weste': '0', 'Strafraum-beherrschung': '100,0%', 'Abgewehrte Elfmeter': '0,0%', 'Großchancen vereitelt': '20,0%', 'Fehler vor Schuss/Gegentor': '0'}",2,,"132,50",265
387,Tony Jantschke,1990,Abwehrspieler," 4,87 ⌀ (2) ",Borussia Mönchengladbach,Angeschlagen,"{'Passquote': '100,0%', 'Zweikampfquote': '75,0%', 'Luftkämpfe': '50,0%', 'Tacklingquote': '100,0%', 'Begangene Fouls': '0', 'Geklärte Bälle': '4,87', 'Abgefangene Bälle': '0', 'Balleroberungen': '2,43', 'Ballverluste': '0', 'Erfolgreiche Dribblings': '0,0%', 'Torschussvorlagen': '0', 'Kreierte Großchancen': '0', 'Schüsse aufs Tor': '0', 'Schussgenauigkeit': '0,0%', 'Fehler vor Schuss/Gegentor': '0', 'Geblockte Bälle': '4,87'}",1,1,"1,00",1
1223,Marvin Friedrich,1995,Abwehrspieler," 1,82 ⌀ (8) ",Borussia Mönchengladbach,Fit,"{'Passquote': '78,8%', 'Zweikampfquote': '78,4%', 'Luftkämpfe': '75,0%', 'Tacklingquote': '55,6%', 'Begangene Fouls': '0,68', 'Geklärte Bälle': '5,46', 'Abgefangene Bälle': '0,68', 'Balleroberungen': '1,14', 'Ballverluste': '0', 'Erfolgreiche Dribblings': '100,0%', 'Torschussvorlagen': '0,23', 'Kreierte Großchancen': '0', 'Schüsse aufs Tor': '0,23', 'Schussgenauigkeit': '16,7%', 'Fehler vor Schuss/Gegentor': '0', 'Geblockte Bälle': '1,82'}",3,147,"75,33",226
1686,Nico Elvedi,1996,Abwehrspieler," 1,06 ⌀ (5) ",Borussia Mönchengladbach,Fit,"{'Passquote': '81,4%', 'Zweikampfquote': '64,9%', 'Luftkämpfe': '66,7%', 'Tacklingquote': '42,9%', 'Begangene Fouls': '0,64', 'Geklärte Bälle': '2,98', 'Abgefangene Bälle': '1,28', 'Balleroberungen': '0,64', 'Ballverluste': '0,43', 'Erfolgreiche Dribblings': '50,0%', 'Torschussvorlagen': '0,21', 'Kreierte Großchancen': '0', 'Schüsse aufs Tor': '0,43', 'Schussgenauigkeit': '33,3%', 'Fehler vor Schuss/Gegentor': '0', 'Geblockte Bälle': '1,06'}",1,-22,"-22,00",-22
7156,Maximilian Wöber,1998,Abwehrspieler," 1,55 ⌀ (13) ",Borussia Mönchengladbach,Fit,"{'Passquote': '76,7%', 'Zweikampfquote': '59,7%', 'Luftkämpfe': '61,5%', 'Tacklingquote': '32,0%', 'Begangene Fouls': '0,6', 'Geklärte Bälle': '3,7', 'Abgefangene Bälle': '2,51', 'Balleroberungen': '0,96', 'Ballverluste': '0,48', 'Erfolgreiche Dribblings': '0,0%', 'Torschussvorlagen': '0,96', 'Kreierte Großchancen': '0,12', 'Schüsse aufs Tor': '0,12', 'Schussgenauigkeit': '16,7%', 'Fehler vor Schuss/Gegentor': '0', 'Geblockte Bälle': '1,55'}",3,137,"103,33",310
3063,Fabio Chiarodia,2005,Abwehrspieler, 0 ⌀  ,Borussia Mönchengladbach,Fit,"{'Passquote': '0,0%', 'Zweikampfquote': '0,0%', 'Luftkämpfe': '0,0%', 'Tacklingquote': '0,0%', 'Begangene Fouls': '0', 'Geklärte Bälle': '0', 'Abgefangene Bälle': '0', 'Balleroberungen': '0', 'Ballverluste': '0', 'Erfolgreiche Dribblings': '0,0%', 'Torschussvorlagen': '0', 'Kreierte Großchancen': '0', 'Schüsse aufs Tor': '0', 'Schussgenauigkeit': '0,0%', 'Fehler vor Schuss/Gegentor': '0', 'Geblockte Bälle': '0'}",0,0,0,0
3129,Kō Itakura,1997,Abwehrspieler," 1,11 ⌀ (8) ",Borussia Mönchengladbach,Angeschlagen,"{'Passquote': '88,4%', 'Zweikampfquote': '43,3%', 'Luftkämpfe': '44,1%', 'Tacklingquote': '41,2%', 'Begangene Fouls': '1,52', 'Geklärte Bälle': '2,9', 'Abgefangene Bälle': '1,66', 'Balleroberungen': '0,97', 'Ballverluste': '0,42', 'Erfolgreiche Dribblings': '33,3%', 'Torschussvorlagen': '0', 'Kreierte Großchancen': '0', 'Schüsse aufs Tor': '0,69', 'Schussgenauigkeit': '62,5%', 'Fehler vor Schuss/Gegentor': '0', 'Geblockte Bälle': '1,11'}",3,179,"120,00",360
2799,Luca Netz,2003,Abwehrspieler," 1,18 ⌀ (6) ",Borussia Mönchengladbach,Fit,"{'Passquote': '75,2%', 'Zweikampfquote': '51,1%', 'Luftkämpfe': '81,8%', 'Tacklingquote': '10,0%', 'Begangene Fouls': '1,18', 'Geklärte Bälle': '2,16', 'Abgefangene Bälle': '0,78', 'Balleroberungen': '0,2', 'Ballverluste': '1,57', 'Erfolgreiche Dribblings': '53,8%', 'Torschussvorlagen': '0,98', 'Kreierte Großchancen': '0,39', 'Schüsse aufs Tor': '0,59', 'Schussgenauigkeit': '60,0%', 'Fehler vor Schuss/Gegentor': '0', 'Geblockte Bälle': '1,18'}",1,,"-8,00",-8
4333,Lukas Ullrich,2004,Abwehrspieler, 0 ⌀  ,Borussia Mönchengladbach,Fit,"{'Passquote': '36,4%', 'Zweikampfquote': '22,2%', 'Luftkämpfe': '0,0%', 'Tacklingquote': '0,0%', 'Begangene Fouls': '0', 'Geklärte Bälle': '2,9', 'Abgefangene Bälle': '0', 'Balleroberungen': '0', 'Ballverluste': '11,61', 'Erfolgreiche Dribblings': '0,0%', 'Torschussvorlagen': '0', 'Kreierte Großchancen': '0', 'Schüsse aufs Tor': '0', 'Schussgenauigkeit': '0,0%', 'Fehler vor Schuss/Gegentor': '0', 'Geblockte Bälle': '0'}",2,-38,"-24,00",-48
2644,Stefan Lainer,1992,Abwehrspieler, 0 ⌀  ,Borussia Mönchengladbach,Verletzung,"{'Passquote': '0,0%', 'Zweikampfquote': '0,0%', 'Luftkämpfe': '0,0%', 'Tacklingquote': '0,0%', 'Begangene Fouls': '0', 'Geklärte Bälle': '0', 'Abgefangene Bälle': '0', 'Balleroberungen': '0', 'Ballverluste': '0', 'Erfolgreiche Dribblings': '0,0%', 'Torschussvorlagen': '0', 'Kreierte Großchancen': '0', 'Schüsse aufs Tor': '0', 'Schussgenauigkeit': '0,0%', 'Fehler vor Schuss/Gegentor': '0', 'Geblockte Bälle': '0'}",0,0,0,0
2941,Joe Scally,2002,Abwehrspieler," 0,9 ⌀ (5) ",Borussia Mönchengladbach,Fit,"{'Passquote': '74,3%', 'Zweikampfquote': '44,4%', 'Luftkämpfe': '27,8%', 'Tacklingquote': '50,0%', 'Begangene Fouls': '0,9', 'Geklärte Bälle': '3,42', 'Abgefangene Bälle': '0,36', 'Balleroberungen': '1,26', 'Ballverluste': '1,98', 'Erfolgreiche Dribblings': '14,3%', 'Torschussvorlagen': '0,54', 'Kreierte Großchancen': '0', 'Schüsse aufs Tor': '0,18', 'Schussgenauigkeit': '33,3%', 'Fehler vor Schuss/Gegentor': '0', 'Geblockte Bälle': '0,9'}",3,39,"59,00",177
0,Simon Walde,2005,Abwehrspieler, 0 ⌀  ,Borussia Mönchengladbach,Fit,"{'Passquote': '0,0%', 'Zweikampfquote': '0,0%', 'Luftkämpfe': '0,0%', 'Tacklingquote': '0,0%', 'Begangene Fouls': '0', 'Geklärte Bälle': '0', 'Abgefangene Bälle': '0', 'Balleroberungen': '0', 'Ballverluste': '0', 'Erfolgreiche Dribblings': '0,0%', 'Torschussvorlagen': '0', 'Kreierte Großchancen': '0', 'Schüsse aufs Tor': '0', 'Schussgenauigkeit': '0,0%', 'Fehler vor Schuss/Gegentor': '0', 'Geblockte Bälle': '0'}",0,0,0,0
8,Christoph Kramer,1991,Mittelfeldspieler, 2 ⌀ (1) ,Borussia Mönchengladbach,Fit,"{'Passquote': '87,1%', 'Zweikampfquote': '29,4%', 'Luftkämpfe': '66,7%', 'Tacklingquote': '33,3%', 'Begangene Fouls': '6', 'Geklärte Bälle': '2', 'Abgefangene Bälle': '2', 'Balleroberungen': '2', 'Ballverluste': '12', 'Erfolgreiche Dribblings': '33,3%', 'Torschussvorlagen': '2', 'Kreierte Großchancen': '0', 'Schüsse aufs Tor': '0', 'Schussgenauigkeit': '0,0%', 'Fehler vor Schuss/Gegentor': '0', 'Geblockte Bälle': '2'}",0,0,0,0
1330,Julian Weigl,1995,Mittelfeldspieler," 0,46 ⌀ (4) ",Borussia Mönchengladbach,Fit,"{'Passquote': '89,0%', 'Zweikampfquote': '48,4%', 'Luftkämpfe': '37,5%', 'Tacklingquote': '40,9%', 'Begangene Fouls': '1,16', 'Geklärte Bälle': '1,96', 'Abgefangene Bälle': '0,92', 'Balleroberungen': '1,04', 'Ballverluste': '0,58', 'Erfolgreiche Dribblings': '20,0%', 'Torschussvorlagen': '0,81', 'Kreierte Großchancen': '0,23', 'Schüsse aufs Tor': '0,46', 'Schussgenauigkeit': '80,0%', 'Fehler vor Schuss/Gegentor': '0,12', 'Geblockte Bälle': '0,46'}",3,53,"85,00",255
2261,Florian Neuhaus,1997,Mittelfeldspieler," 0,54 ⌀ (3) ",Borussia Mönchengladbach,Fit,"{'Passquote': '84,4%', 'Zweikampfquote': '43,2%', 'Luftkämpfe': '28,6%', 'Tacklingquote': '38,5%', 'Begangene Fouls': '0,18', 'Geklärte Bälle': '1,07', 'Abgefangene Bälle': '1,07', 'Balleroberungen': '0,89', 'Ballverluste': '1,96', 'Erfolgreiche Dribblings': '53,8%', 'Torschussvorlagen': '0,89', 'Kreierte Großchancen': '0', 'Schüsse aufs Tor': '1,96', 'Schussgenauigkeit': '68,8%', 'Fehler vor Schuss/Gegentor': '0', 'Geblockte Bälle': '0,54'}",3,25,"27,67",83
2897,Rocco Reitz,2002,Mittelfeldspieler," 1,27 ⌀ (7) ",Borussia Mönchengladbach,Fit,"{'Passquote': '71,1%', 'Zweikampfquote': '47,2%', 'Luftkämpfe': '15,4%', 'Tacklingquote': '40,0%', 'Begangene Fouls': '0,54', 'Geklärte Bälle': '1,81', 'Abgefangene Bälle': '0,36', 'Balleroberungen': '0,72', 'Ballverluste': '2,17', 'Erfolgreiche Dribblings': '30,0%', 'Torschussvorlagen': '0,54', 'Kreierte Großchancen': '0,18', 'Schüsse aufs Tor': '0,72', 'Schussgenauigkeit': '80,0%', 'Fehler vor Schuss/Gegentor': '0', 'Geblockte Bälle': '1,27'}",3,32,"14,67",44
3011,Manu Koné,2001,Mittelfeldspieler, 0 ⌀  ,Borussia Mönchengladbach,Rote Karte,"{'Passquote': '91,3%', 'Zweikampfquote': '55,0%', 'Luftkämpfe': '50,0%', 'Tacklingquote': '55,6%', 'Begangene Fouls': '1,95', 'Geklärte Bälle': '0,97', 'Abgefangene Bälle': '0,49', 'Balleroberungen': '2,43', 'Ballverluste': '4,38', 'Erfolgreiche Dribblings': '66,7%', 'Torschussvorlagen': '0,49', 'Kreierte Großchancen': '0', 'Schüsse aufs Tor': '0', 'Schussgenauigkeit': '0,0%', 'Fehler vor Schuss/Gegentor': '0', 'Geblockte Bälle': '0'}",0,0,0,0
2655,Hannes Wolf,1999,Mittelfeldspieler, 0 ⌀  ,Borussia Mönchengladbach,Verletzung,"{'Passquote': '0,0%', 'Zweikampfquote': '0,0%', 'Luftkämpfe': '0,0%', 'Tacklingquote': '0,0%', 'Begangene Fouls': '0', 'Geklärte Bälle': '0', 'Abgefangene Bälle': '0', 'Balleroberungen': '0', 'Ballverluste': '0', 'Erfolgreiche Dribblings': '0,0%', 'Torschussvorlagen': '0', 'Kreierte Großchancen': '0', 'Schüsse aufs Tor': '0', 'Schussgenauigkeit': '0,0%', 'Fehler vor Schuss/Gegentor': '0', 'Geblockte Bälle': '0'}",0,0,0,0
2074,Robin Hack,1998,Mittelfeldspieler, 0 ⌀  ,Borussia Mönchengladbach,Fit,"{'Passquote': '78,8%', 'Zweikampfquote': '40,0%', 'Luftkämpfe': '42,9%', 'Tacklingquote': '0,0%', 'Begangene Fouls': '0,63', 'Geklärte Bälle': '0', 'Abgefangene Bälle': '0,63', 'Balleroberungen': '0', 'Ballverluste': '1,9', 'Erfolgreiche Dribblings': '50,0%', 'Torschussvorlagen': '0', 'Kreierte Großchancen': '0', 'Schüsse aufs Tor': '2,54', 'Schussgenauigkeit': '66,7%', 'Fehler vor Schuss/Gegentor': '0', 'Geblockte Bälle': '0'}",2,,"7,00",14
3090,Yvandro Borges Sanches,2004,Mittelfeldspieler, 0 ⌀  ,Borussia Mönchengladbach,Verletzung,"{'Passquote': '70,0%', 'Zweikampfquote': '33,3%', 'Luftkämpfe': '0,0%', 'Tacklingquote': '0,0%', 'Begangene Fouls': '6,43', 'Geklärte Bälle': '0', 'Abgefangene Bälle': '0', 'Balleroberungen': '0', 'Ballverluste': '0', 'Erfolgreiche Dribblings': '0,0%', 'Torschussvorlagen': '0', 'Kreierte Großchancen': '0', 'Schüsse aufs Tor': '0', 'Schussgenauigkeit': '0,0%', 'Fehler vor Schuss/Gegentor': '0', 'Geblockte Bälle': '0'}",0,0,0,0
547,Patrick Herrmann,1991,Mittelfeldspieler, 0 ⌀  ,Borussia Mönchengladbach,Fit,"{'Passquote': '0,0%', 'Zweikampfquote': '0,0%', 'Luftkämpfe': '0,0%', 'Tacklingquote': '0,0%', 'Begangene Fouls': '0', 'Geklärte Bälle': '0', 'Abgefangene Bälle': '0', 'Balleroberungen': '0', 'Ballverluste': '0', 'Erfolgreiche Dribblings': '0,0%', 'Torschussvorlagen': '0', 'Kreierte Großchancen': '0', 'Schüsse aufs Tor': '0', 'Schussgenauigkeit': '0,0%', 'Fehler vor Schuss/Gegentor': '0', 'Geblockte Bälle': '0'}",0,0,0,0
6319,Franck Honorat,1996,Mittelfeldspieler," 0,29 ⌀ (2) ",Borussia Mönchengladbach,Fit,"{'Passquote': '62,5%', 'Zweikampfquote': '33,3%', 'Luftkämpfe': '20,0%', 'Tacklingquote': '57,1%', 'Begangene Fouls': '0,43', 'Geklärte Bälle': '0,14', 'Abgefangene Bälle': '0,29', 'Balleroberungen': '0,57', 'Ballverluste': '2,29', 'Erfolgreiche Dribblings': '16,7%', 'Torschussvorlagen': '4,58', 'Kreierte Großchancen': '0,86', 'Schüsse aufs Tor': '0,29', 'Schussgenauigkeit': '28,6%', 'Fehler vor Schuss/Gegentor': '0', 'Geblockte Bälle': '0,29'}",3,-16,"61,00",183
4419,Nathan Ngoumou,2000,Mittelfeldspieler, 0 ⌀  ,Borussia Mönchengladbach,Fit,"{'Passquote': '72,0%', 'Zweikampfquote': '43,6%', 'Luftkämpfe': '33,3%', 'Tacklingquote': '47,4%', 'Begangene Fouls': '1,01', 'Geklärte Bälle': '1,77', 'Abgefangene Bälle': '0,25', 'Balleroberungen': '2,28', 'Ballverluste': '3,03', 'Erfolgreiche Dribblings': '26,7%', 'Torschussvorlagen': '0,76', 'Kreierte Großchancen': '0', 'Schüsse aufs Tor': '1,26', 'Schussgenauigkeit': '83,3%', 'Fehler vor Schuss/Gegentor': '0', 'Geblockte Bälle': '0'}",3,31,"66,00",198
2288,Alassane Pléa,1993,Stürmer, 0 ⌀  ,Borussia Mönchengladbach,Fit,"{'Passquote': '65,6%', 'Zweikampfquote': '35,1%', 'Luftkämpfe': '33,3%', 'Tacklingquote': '33,3%', 'Begangene Fouls': '0,66', 'Geklärte Bälle': '0,33', 'Abgefangene Bälle': '0', 'Balleroberungen': '0,66', 'Ballverluste': '3,64', 'Erfolgreiche Dribblings': '22,2%', 'Torschussvorlagen': '2,15', 'Kreierte Großchancen': '0,33', 'Schüsse aufs Tor': '0,99', 'Schussgenauigkeit': '46,2%', 'Fehler vor Schuss/Gegentor': '0', 'Geblockte Bälle': '0'}",3,46,"41,00",123
3454,Jordan,1996,Stürmer," 0,71 ⌀ (3) ",Borussia Mönchengladbach,Fit,"{'Passquote': '79,5%', 'Zweikampfquote': '33,3%', 'Luftkämpfe': '37,0%', 'Tacklingquote': '50,0%', 'Begangene Fouls': '1,89', 'Geklärte Bälle': '1,65', 'Abgefangene Bälle': '0', 'Balleroberungen': '0,24', 'Ballverluste': '3,31', 'Erfolgreiche Dribblings': '33,3%', 'Torschussvorlagen': '1,42', 'Kreierte Großchancen': '0,71', 'Schüsse aufs Tor': '1,18', 'Schussgenauigkeit': '62,5%', 'Fehler vor Schuss/Gegentor': '0', 'Geblockte Bälle': '0,71'}",2,-15,"13,50",27
6665,Tomáš Čvančara,2000,Stürmer," 0,21 ⌀ (1) ",Borussia Mönchengladbach,Fit,"{'Passquote': '69,7%', 'Zweikampfquote': '45,8%', 'Luftkämpfe': '45,8%', 'Tacklingquote': '100,0%', 'Begangene Fouls': '0,62', 'Geklärte Bälle': '0,82', 'Abgefangene Bälle': '0', 'Balleroberungen': '0,41', 'Ballverluste': '2,06', 'Erfolgreiche Dribblings': '25,0%', 'Torschussvorlagen': '0,62', 'Kreierte Großchancen': '0,21', 'Schüsse aufs Tor': '2,26', 'Schussgenauigkeit': '64,7%', 'Fehler vor Schuss/Gegentor': '0', 'Geblockte Bälle': '0,21'}",3,3,"71,67",215
3085,Grant-Leon Ranos,2003,Stürmer, 0 ⌀  ,Borussia Mönchengladbach,Fit,"{'Passquote': '80,0%', 'Zweikampfquote': '0,0%', 'Luftkämpfe': '0,0%', 'Tacklingquote': '0,0%', 'Begangene Fouls': '0', 'Geklärte Bälle': '0', 'Abgefangene Bälle': '0', 'Balleroberungen': '0', 'Ballverluste': '6,43', 'Erfolgreiche Dribblings': '0,0%', 'Torschussvorlagen': '0', 'Kreierte Großchancen': '0', 'Schüsse aufs Tor': '3,21', 'Schussgenauigkeit': '100,0%', 'Fehler vor Schuss/Gegentor': '0', 'Geblockte Bälle': '0'}",2,,"1,00",2
