ID,Name,Born,Position,Value,Squad,Zustand,Stats,Einsätze,Spieltagspunkte,Punkteschnitt,Punktetotal
7241,Matěj Kovář,2000,Torhüter, 0 ⌀  ,Bayer 04 Leverkusen,Fit,"{'Abgewehrte Schüsse': '0,0%', 'Paraden': '0', 'Weiße Weste': '0', 'Strafraum-beherrschung': '0,0%', 'Abgewehrte Elfmeter': '0,0%', 'Großchancen vereitelt': '0,0%', 'Fehler vor Schuss/Gegentor': '0'}",0,0,0,0
173,Jonathan Tah,1996,Abwehrspieler," 1,58 ⌀ (13) ",Bayer 04 Leverkusen,Fit,"{'Passquote': '95,6%', 'Zweikampfquote': '55,3%', 'Luftkämpfe': '66,7%', 'Tacklingquote': '33,3%', 'Begangene Fouls': '0,97', 'Geklärte Bälle': '3,89', 'Abgefangene Bälle': '0,36', 'Balleroberungen': '0,49', 'Ballverluste': '0,12', 'Erfolgreiche Dribblings': '100,0%', 'Torschussvorlagen': '0', 'Kreierte Großchancen': '0', 'Schüsse aufs Tor': '0,36', 'Schussgenauigkeit': '75,0%', 'Fehler vor Schuss/Gegentor': '0', 'Geblockte Bälle': '1,58'}",3,110,"197,67",593
2783,Edmond Tapsoba,1999,Abwehrspieler," 0,12 ⌀ (1) ",Bayer 04 Leverkusen,Fit,"{'Passquote': '92,0%', 'Zweikampfquote': '53,2%', 'Luftkämpfe': '53,8%', 'Tacklingquote': '72,7%', 'Begangene Fouls': '1,23', 'Geklärte Bälle': '2,21', 'Abgefangene Bälle': '0,74', 'Balleroberungen': '0,98', 'Ballverluste': '0,74', 'Erfolgreiche Dribblings': '66,7%', 'Torschussvorlagen': '0,37', 'Kreierte Großchancen': '0,12', 'Schüsse aufs Tor': '0', 'Schussgenauigkeit': '0,0%', 'Fehler vor Schuss/Gegentor': '0', 'Geblockte Bälle': '0,12'}",3,166,"131,67",395
2300,Josip Stanišić,2000,Abwehrspieler, 0 ⌀  ,Bayer 04 Leverkusen,Fit,"{'Passquote': '88,9%', 'Zweikampfquote': '28,6%', 'Luftkämpfe': '0,0%', 'Tacklingquote': '33,3%', 'Begangene Fouls': '0,68', 'Geklärte Bälle': '1,35', 'Abgefangene Bälle': '1,35', 'Balleroberungen': '0,68', 'Ballverluste': '0,68', 'Erfolgreiche Dribblings': '0,0%', 'Torschussvorlagen': '1,35', 'Kreierte Großchancen': '0', 'Schüsse aufs Tor': '0', 'Schussgenauigkeit': '0,0%', 'Fehler vor Schuss/Gegentor': '0', 'Geblockte Bälle': '0'}",2,50,"35,50",71
3079,Odilon Kossounou,2001,Abwehrspieler," 0,27 ⌀ (2) ",Bayer 04 Leverkusen,Fit,"{'Passquote': '89,2%', 'Zweikampfquote': '56,5%', 'Luftkämpfe': '58,3%', 'Tacklingquote': '72,7%', 'Begangene Fouls': '0,96', 'Geklärte Bälle': '1,51', 'Abgefangene Bälle': '1,92', 'Balleroberungen': '1,1', 'Ballverluste': '0,96', 'Erfolgreiche Dribblings': '66,7%', 'Torschussvorlagen': '0,55', 'Kreierte Großchancen': '0,14', 'Schüsse aufs Tor': '0', 'Schussgenauigkeit': '0,0%', 'Fehler vor Schuss/Gegentor': '0', 'Geblockte Bälle': '0,27'}",3,119,"111,33",334
3128,Piero Hincapié,2002,Abwehrspieler, 0 ⌀  ,Bayer 04 Leverkusen,Fit,"{'Passquote': '100,0%', 'Zweikampfquote': '0,0%', 'Luftkämpfe': '0,0%', 'Tacklingquote': '0,0%', 'Begangene Fouls': '0', 'Geklärte Bälle': '5,14', 'Abgefangene Bälle': '0', 'Balleroberungen': '0', 'Ballverluste': '0', 'Erfolgreiche Dribblings': '0,0%', 'Torschussvorlagen': '0', 'Kreierte Großchancen': '0', 'Schüsse aufs Tor': '0', 'Schussgenauigkeit': '0,0%', 'Fehler vor Schuss/Gegentor': '0', 'Geblockte Bälle': '0'}",0,0,0,0
0,Madi Monamay,2006,Abwehrspieler, 0 ⌀  ,Bayer 04 Leverkusen,Fit,"{'Passquote': '0,0%', 'Zweikampfquote': '0,0%', 'Luftkämpfe': '0,0%', 'Tacklingquote': '0,0%', 'Begangene Fouls': '0', 'Geklärte Bälle': '0', 'Abgefangene Bälle': '0', 'Balleroberungen': '0', 'Ballverluste': '0', 'Erfolgreiche Dribblings': '0,0%', 'Torschussvorlagen': '0', 'Kreierte Großchancen': '0', 'Schüsse aufs Tor': '0', 'Schussgenauigkeit': '0,0%', 'Fehler vor Schuss/Gegentor': '0', 'Geblockte Bälle': '0'}",0,0,0,0
0,Reno Münz,2005,Abwehrspieler, 0 ⌀  ,Bayer 04 Leverkusen,Fit,"{'Passquote': '0,0%', 'Zweikampfquote': '0,0%', 'Luftkämpfe': '0,0%', 'Tacklingquote': '0,0%', 'Begangene Fouls': '0', 'Geklärte Bälle': '0', 'Abgefangene Bälle': '0', 'Balleroberungen': '0', 'Ballverluste': '0', 'Erfolgreiche Dribblings': '0,0%', 'Torschussvorlagen': '0', 'Kreierte Großchancen': '0', 'Schüsse aufs Tor': '0', 'Schussgenauigkeit': '0,0%', 'Fehler vor Schuss/Gegentor': '0', 'Geblockte Bälle': '0'}",0,0,0,0
6173,Alejandro Grimaldo,1995,Abwehrspieler," 0,36 ⌀ (3) ",Bayer 04 Leverkusen,Fit,"{'Passquote': '84,5%', 'Zweikampfquote': '51,6%', 'Luftkämpfe': '11,1%', 'Tacklingquote': '28,0%', 'Begangene Fouls': '0,6', 'Geklärte Bälle': '0,96', 'Abgefangene Bälle': '0,84', 'Balleroberungen': '0,84', 'Ballverluste': '1,43', 'Erfolgreiche Dribblings': '26,7%', 'Torschussvorlagen': '1,43', 'Kreierte Großchancen': '0,48', 'Schüsse aufs Tor': '1,43', 'Schussgenauigkeit': '85,7%', 'Fehler vor Schuss/Gegentor': '0', 'Geblockte Bälle': '0,36'}",3,133,"118,67",356
2944,Timothy Fosu-Mensah,1998,Abwehrspieler, 0 ⌀  ,Bayer 04 Leverkusen,Fit,"{'Passquote': '0,0%', 'Zweikampfquote': '0,0%', 'Luftkämpfe': '0,0%', 'Tacklingquote': '0,0%', 'Begangene Fouls': '0', 'Geklärte Bälle': '0', 'Abgefangene Bälle': '0', 'Balleroberungen': '0', 'Ballverluste': '0', 'Erfolgreiche Dribblings': '0,0%', 'Torschussvorlagen': '0', 'Kreierte Großchancen': '0', 'Schüsse aufs Tor': '0', 'Schussgenauigkeit': '0,0%', 'Fehler vor Schuss/Gegentor': '0', 'Geblockte Bälle': '0'}",0,0,0,0
2948,Jeremie Frimpong,2000,Abwehrspieler, 0 ⌀  ,Bayer 04 Leverkusen,Fit,"{'Passquote': '75,9%', 'Zweikampfquote': '41,3%', 'Luftkämpfe': '33,3%', 'Tacklingquote': '46,2%', 'Begangene Fouls': '0,99', 'Geklärte Bälle': '0,57', 'Abgefangene Bälle': '0,14', 'Balleroberungen': '0,85', 'Ballverluste': '3,12', 'Erfolgreiche Dribblings': '37,5%', 'Torschussvorlagen': '1,42', 'Kreierte Großchancen': '0,43', 'Schüsse aufs Tor': '1,28', 'Schussgenauigkeit': '75,0%', 'Fehler vor Schuss/Gegentor': '0', 'Geblockte Bälle': '0'}",3,180,"170,33",511
6174,Arthur,2003,Abwehrspieler," 2,05 ⌀ (1) ",Bayer 04 Leverkusen,Verletzung,"{'Passquote': '90,9%', 'Zweikampfquote': '100,0%', 'Luftkämpfe': '0,0%', 'Tacklingquote': '100,0%', 'Begangene Fouls': '0', 'Geklärte Bälle': '0', 'Abgefangene Bälle': '0', 'Balleroberungen': '4,09', 'Ballverluste': '0', 'Erfolgreiche Dribblings': '0,0%', 'Torschussvorlagen': '0', 'Kreierte Großchancen': '0', 'Schüsse aufs Tor': '2,05', 'Schussgenauigkeit': '100,0%', 'Fehler vor Schuss/Gegentor': '0', 'Geblockte Bälle': '2,05'}",2,,"40,00",80
573,Granit Xhaka,1992,Mittelfeldspieler," 0,25 ⌀ (2) ",Bayer 04 Leverkusen,Fit,"{'Passquote': '92,4%', 'Zweikampfquote': '53,3%', 'Luftkämpfe': '57,1%', 'Tacklingquote': '50,0%', 'Begangene Fouls': '1,47', 'Geklärte Bälle': '0,98', 'Abgefangene Bälle': '0,86', 'Balleroberungen': '0,86', 'Ballverluste': '0,74', 'Erfolgreiche Dribblings': '55,6%', 'Torschussvorlagen': '1,11', 'Kreierte Großchancen': '0,12', 'Schüsse aufs Tor': '0,74', 'Schussgenauigkeit': '100,0%', 'Fehler vor Schuss/Gegentor': '0', 'Geblockte Bälle': '0,25'}",3,192,"175,00",525
663,Robert Andrich,1994,Mittelfeldspieler," 0,55 ⌀ (1) ",Bayer 04 Leverkusen,Fit,"{'Passquote': '85,7%', 'Zweikampfquote': '25,0%', 'Luftkämpfe': '50,0%', 'Tacklingquote': '0,0%', 'Begangene Fouls': '0', 'Geklärte Bälle': '2,74', 'Abgefangene Bälle': '1,65', 'Balleroberungen': '0', 'Ballverluste': '1,1', 'Erfolgreiche Dribblings': '0,0%', 'Torschussvorlagen': '0', 'Kreierte Großchancen': '0', 'Schüsse aufs Tor': '0', 'Schussgenauigkeit': '0,0%', 'Fehler vor Schuss/Gegentor': '0', 'Geblockte Bälle': '0,55'}",3,62,"43,67",131
4579,Noah Mbamba,2005,Mittelfeldspieler, 0 ⌀  ,Bayer 04 Leverkusen,Fit,"{'Passquote': '94,4%', 'Zweikampfquote': '0,0%', 'Luftkämpfe': '0,0%', 'Tacklingquote': '0,0%', 'Begangene Fouls': '0', 'Geklärte Bälle': '0', 'Abgefangene Bälle': '6', 'Balleroberungen': '0', 'Ballverluste': '12', 'Erfolgreiche Dribblings': '0,0%', 'Torschussvorlagen': '6', 'Kreierte Großchancen': '6', 'Schüsse aufs Tor': '6', 'Schussgenauigkeit': '100,0%', 'Fehler vor Schuss/Gegentor': '0', 'Geblockte Bälle': '0'}",1,126,"126,00",126
1639,Nadiem Amiri,1996,Mittelfeldspieler, 0 ⌀  ,Bayer 04 Leverkusen,Fit,"{'Passquote': '55,6%', 'Zweikampfquote': '71,4%', 'Luftkämpfe': '0,0%', 'Tacklingquote': '0,0%', 'Begangene Fouls': '0', 'Geklärte Bälle': '0', 'Abgefangene Bälle': '0', 'Balleroberungen': '0', 'Ballverluste': '0', 'Erfolgreiche Dribblings': '100,0%', 'Torschussvorlagen': '0', 'Kreierte Großchancen': '0', 'Schüsse aufs Tor': '0', 'Schussgenauigkeit': '0,0%', 'Fehler vor Schuss/Gegentor': '0', 'Geblockte Bälle': '0'}",1,,"14,00",14
2766,Exequiel Palacios,1998,Mittelfeldspieler, 0 ⌀  ,Bayer 04 Leverkusen,Fit,"{'Passquote': '91,9%', 'Zweikampfquote': '64,2%', 'Luftkämpfe': '50,0%', 'Tacklingquote': '38,5%', 'Begangene Fouls': '1,13', 'Geklärte Bälle': '0,56', 'Abgefangene Bälle': '1,97', 'Balleroberungen': '1,41', 'Ballverluste': '0,42', 'Erfolgreiche Dribblings': '100,0%', 'Torschussvorlagen': '1,41', 'Kreierte Großchancen': '0,56', 'Schüsse aufs Tor': '0,42', 'Schussgenauigkeit': '75,0%', 'Fehler vor Schuss/Gegentor': '0,14', 'Geblockte Bälle': '0'}",3,226,"165,33",496
4633,Gustavo Puerta,2003,Mittelfeldspieler, 0 ⌀  ,Bayer 04 Leverkusen,Fit,"{'Passquote': '60,0%', 'Zweikampfquote': '100,0%', 'Luftkämpfe': '100,0%', 'Tacklingquote': '0,0%', 'Begangene Fouls': '0', 'Geklärte Bälle': '0', 'Abgefangene Bälle': '0', 'Balleroberungen': '0', 'Ballverluste': '0', 'Erfolgreiche Dribblings': '0,0%', 'Torschussvorlagen': '0', 'Kreierte Großchancen': '0', 'Schüsse aufs Tor': '0', 'Schussgenauigkeit': '0,0%', 'Fehler vor Schuss/Gegentor': '0', 'Geblockte Bälle': '0'}",1,,"19,00",19
2795,Florian Wirtz,2003,Mittelfeldspieler, 0 ⌀  ,Bayer 04 Leverkusen,Fit,"{'Passquote': '82,9%', 'Zweikampfquote': '36,9%', 'Luftkämpfe': '28,6%', 'Tacklingquote': '30,0%', 'Begangene Fouls': '0,77', 'Geklärte Bälle': '0,15', 'Abgefangene Bälle': '0', 'Balleroberungen': '0,46', 'Ballverluste': '6', 'Erfolgreiche Dribblings': '51,4%', 'Torschussvorlagen': '3,23', 'Kreierte Großchancen': '0,92', 'Schüsse aufs Tor': '1,69', 'Schussgenauigkeit': '68,8%', 'Fehler vor Schuss/Gegentor': '0', 'Geblockte Bälle': '0'}",3,211,"210,33",631
0,Ayman Aourir,2004,Mittelfeldspieler, 0 ⌀  ,Bayer 04 Leverkusen,Verletzung,"{'Passquote': '0,0%', 'Zweikampfquote': '0,0%', 'Luftkämpfe': '0,0%', 'Tacklingquote': '0,0%', 'Begangene Fouls': '0', 'Geklärte Bälle': '0', 'Abgefangene Bälle': '0', 'Balleroberungen': '0', 'Ballverluste': '0', 'Erfolgreiche Dribblings': '0,0%', 'Torschussvorlagen': '0', 'Kreierte Großchancen': '0', 'Schüsse aufs Tor': '0', 'Schussgenauigkeit': '0,0%', 'Fehler vor Schuss/Gegentor': '0', 'Geblockte Bälle': '0'}",0,0,0,0
3471,Adam Hložek,2002,Mittelfeldspieler, 0 ⌀  ,Bayer 04 Leverkusen,Fit,"{'Passquote': '66,7%', 'Zweikampfquote': '53,8%', 'Luftkämpfe': '80,0%', 'Tacklingquote': '0,0%', 'Begangene Fouls': '2,34', 'Geklärte Bälle': '0', 'Abgefangene Bälle': '1,17', 'Balleroberungen': '0', 'Ballverluste': '3,51', 'Erfolgreiche Dribblings': '50,0%', 'Torschussvorlagen': '3,51', 'Kreierte Großchancen': '0', 'Schüsse aufs Tor': '2,34', 'Schussgenauigkeit': '100,0%', 'Fehler vor Schuss/Gegentor': '0', 'Geblockte Bälle': '0'}",0,0,0,0
3132,Amine Adli,2000,Mittelfeldspieler, 0 ⌀  ,Bayer 04 Leverkusen,Fit,"{'Passquote': '77,9%', 'Zweikampfquote': '61,9%', 'Luftkämpfe': '60,0%', 'Tacklingquote': '0,0%', 'Begangene Fouls': '1,7', 'Geklärte Bälle': '0', 'Abgefangene Bälle': '1,13', 'Balleroberungen': '0', 'Ballverluste': '0,57', 'Erfolgreiche Dribblings': '100,0%', 'Torschussvorlagen': '2,83', 'Kreierte Großchancen': '0,57', 'Schüsse aufs Tor': '2,26', 'Schussgenauigkeit': '100,0%', 'Fehler vor Schuss/Gegentor': '0', 'Geblockte Bälle': '0'}",0,0,0,0
78,Jonas Hofmann,1992,Mittelfeldspieler," 0,13 ⌀ (1) ",Bayer 04 Leverkusen,Fit,"{'Passquote': '83,1%', 'Zweikampfquote': '42,5%', 'Luftkämpfe': '33,3%', 'Tacklingquote': '46,2%', 'Begangene Fouls': '0,38', 'Geklärte Bälle': '0,13', 'Abgefangene Bälle': '0,38', 'Balleroberungen': '0,75', 'Ballverluste': '1,38', 'Erfolgreiche Dribblings': '30,0%', 'Torschussvorlagen': '2,75', 'Kreierte Großchancen': '0,75', 'Schüsse aufs Tor': '1,75', 'Schussgenauigkeit': '77,8%', 'Fehler vor Schuss/Gegentor': '0', 'Geblockte Bälle': '0,13'}",3,247,"227,67",683
7269,Nathan Tella,1999,Mittelfeldspieler, 0 ⌀  ,Bayer 04 Leverkusen,Fit,"{'Passquote': '88,0%', 'Zweikampfquote': '33,3%', 'Luftkämpfe': '0,0%', 'Tacklingquote': '0,0%', 'Begangene Fouls': '0', 'Geklärte Bälle': '0', 'Abgefangene Bälle': '1,48', 'Balleroberungen': '0', 'Ballverluste': '5,9', 'Erfolgreiche Dribblings': '25,0%', 'Torschussvorlagen': '0', 'Kreierte Großchancen': '0', 'Schüsse aufs Tor': '2,95', 'Schussgenauigkeit': '100,0%', 'Fehler vor Schuss/Gegentor': '0', 'Geblockte Bälle': '0'}",1,41,"41,00",41
2746,Patrik Schick,1996,Stürmer, 0 ⌀  ,Bayer 04 Leverkusen,Fit,"{'Passquote': '0,0%', 'Zweikampfquote': '0,0%', 'Luftkämpfe': '0,0%', 'Tacklingquote': '0,0%', 'Begangene Fouls': '0', 'Geklärte Bälle': '0', 'Abgefangene Bälle': '0', 'Balleroberungen': '0', 'Ballverluste': '0', 'Erfolgreiche Dribblings': '0,0%', 'Torschussvorlagen': '0', 'Kreierte Großchancen': '0', 'Schüsse aufs Tor': '0', 'Schussgenauigkeit': '0,0%', 'Fehler vor Schuss/Gegentor': '0', 'Geblockte Bälle': '0'}",0,0,0,0
6745,Victor Boniface,2000,Stürmer, 0 ⌀  ,Bayer 04 Leverkusen,Fit,"{'Passquote': '69,9%', 'Zweikampfquote': '48,1%', 'Luftkämpfe': '60,9%', 'Tacklingquote': '100,0%', 'Begangene Fouls': '0,76', 'Geklärte Bälle': '0,38', 'Abgefangene Bälle': '0', 'Balleroberungen': '0,25', 'Ballverluste': '5,06', 'Erfolgreiche Dribblings': '49,1%', 'Torschussvorlagen': '0,76', 'Kreierte Großchancen': '0,38', 'Schüsse aufs Tor': '3,92', 'Schussgenauigkeit': '63,3%', 'Fehler vor Schuss/Gegentor': '0', 'Geblockte Bälle': '0'}",3,357,"259,00",777
429,Kevin Trapp,1990,Torhüter, 0 ⌀  ,Eintracht Frankfurt,Angeschlagen,"{'Abgewehrte Schüsse': '82,1%', 'Paraden': '2,27', 'Weiße Weste': '3', 'Strafraum-beherrschung': '100,0%', 'Abgewehrte Elfmeter': '33,3%', 'Großchancen vereitelt': '37,5%', 'Fehler vor Schuss/Gegentor': '0'}",3,36,"60,67",182
357,Jens Grahl,1988,Torhüter, 0 ⌀  ,Eintracht Frankfurt,Fit,"{'Abgewehrte Schüsse': '75,0%', 'Paraden': '1,92', 'Weiße Weste': '0', 'Strafraum-beherrschung': '0,0%', 'Abgewehrte Elfmeter': '0,0%', 'Großchancen vereitelt': '0,0%', 'Fehler vor Schuss/Gegentor': '0'}",0,0,0,0
4546,Simon Simoni,2004,Torhüter, 0 ⌀  ,Eintracht Frankfurt,Verletzung,"{'Abgewehrte Schüsse': '0,0%', 'Paraden': '0', 'Weiße Weste': '0', 'Strafraum-beherrschung': '0,0%', 'Abgewehrte Elfmeter': '0,0%', 'Großchancen vereitelt': '0,0%', 'Fehler vor Schuss/Gegentor': '0'}",0,0,0,0
0,Kauã Santos,2003,Torhüter, 0 ⌀  ,Eintracht Frankfurt,Fit,"{'Abgewehrte Schüsse': '0,0%', 'Paraden': '0', 'Weiße Weste': '0', 'Strafraum-beherrschung': '0,0%', 'Abgewehrte Elfmeter': '0,0%', 'Großchancen vereitelt': '0,0%', 'Fehler vor Schuss/Gegentor': '0'}",0,0,0,0
285,Makoto Hasebe,1984,Abwehrspieler, 0 ⌀  ,Eintracht Frankfurt,Fit,"{'Passquote': '90,9%', 'Zweikampfquote': '100,0%', 'Luftkämpfe': '100,0%', 'Tacklingquote': '100,0%', 'Begangene Fouls': '0', 'Geklärte Bälle': '2,43', 'Abgefangene Bälle': '0', 'Balleroberungen': '2,43', 'Ballverluste': '0', 'Erfolgreiche Dribblings': '0,0%', 'Torschussvorlagen': '0', 'Kreierte Großchancen': '0', 'Schüsse aufs Tor': '0', 'Schussgenauigkeit': '0,0%', 'Fehler vor Schuss/Gegentor': '0', 'Geblockte Bälle': '0'}",1,,"56,00",56
2144,Robin Koch,1996,Abwehrspieler," 0,94 ⌀ (8) ",Eintracht Frankfurt,Fit,"{'Passquote': '86,9%', 'Zweikampfquote': '52,4%', 'Luftkämpfe': '44,4%', 'Tacklingquote': '55,6%', 'Begangene Fouls': '0,23', 'Geklärte Bälle': '4,69', 'Abgefangene Bälle': '0,94', 'Balleroberungen': '0,59', 'Ballverluste': '0,12', 'Erfolgreiche Dribblings': '0,0%', 'Torschussvorlagen': '0,12', 'Kreierte Großchancen': '0', 'Schüsse aufs Tor': '0', 'Schussgenauigkeit': '0,0%', 'Fehler vor Schuss/Gegentor': '0', 'Geblockte Bälle': '0,94'}",3,69,"86,00",258
2378,Tuta,1999,Abwehrspieler," 1,31 ⌀ (9) ",Eintracht Frankfurt,Fit,"{'Passquote': '86,5%', 'Zweikampfquote': '54,0%', 'Luftkämpfe': '50,0%', 'Tacklingquote': '58,8%', 'Begangene Fouls': '1,17', 'Geklärte Bälle': '3,5', 'Abgefangene Bälle': '0,73', 'Balleroberungen': '1,46', 'Ballverluste': '1,02', 'Erfolgreiche Dribblings': '44,4%', 'Torschussvorlagen': '0,29', 'Kreierte Großchancen': '0', 'Schüsse aufs Tor': '0,29', 'Schussgenauigkeit': '66,7%', 'Fehler vor Schuss/Gegentor': '0', 'Geblockte Bälle': '1,31'}",2,108,"103,50",207
3457,Hrvoje Smolčić,2000,Abwehrspieler," 0,88 ⌀ (1) ",Eintracht Frankfurt,Fit,"{'Passquote': '86,2%', 'Zweikampfquote': '58,3%', 'Luftkämpfe': '62,5%', 'Tacklingquote': '0,0%', 'Begangene Fouls': '0', 'Geklärte Bälle': '7,06', 'Abgefangene Bälle': '0', 'Balleroberungen': '0', 'Ballverluste': '1,77', 'Erfolgreiche Dribblings': '100,0%', 'Torschussvorlagen': '0', 'Kreierte Großchancen': '0', 'Schüsse aufs Tor': '0', 'Schussgenauigkeit': '0,0%', 'Fehler vor Schuss/Gegentor': '0', 'Geblockte Bälle': '0,88'}",1,,"64,00",64
0,Dario Gebuhr,2003,Abwehrspieler, 0 ⌀  ,Eintracht Frankfurt,Fit,"{'Passquote': '0,0%', 'Zweikampfquote': '0,0%', 'Luftkämpfe': '0,0%', 'Tacklingquote': '0,0%', 'Begangene Fouls': '0', 'Geklärte Bälle': '0', 'Abgefangene Bälle': '0', 'Balleroberungen': '0', 'Ballverluste': '0', 'Erfolgreiche Dribblings': '0,0%', 'Torschussvorlagen': '0', 'Kreierte Großchancen': '0', 'Schüsse aufs Tor': '0', 'Schussgenauigkeit': '0,0%', 'Fehler vor Schuss/Gegentor': '0', 'Geblockte Bälle': '0'}",0,0,0,0
6184,Willian Pacho,2001,Abwehrspieler," 0,7 ⌀ (6) ",Eintracht Frankfurt,Fit,"{'Passquote': '82,4%', 'Zweikampfquote': '65,0%', 'Luftkämpfe': '53,8%', 'Tacklingquote': '52,0%', 'Begangene Fouls': '0,82', 'Geklärte Bälle': '3,63', 'Abgefangene Bälle': '1,76', 'Balleroberungen': '1,52', 'Ballverluste': '0,12', 'Erfolgreiche Dribblings': '100,0%', 'Torschussvorlagen': '0', 'Kreierte Großchancen': '0', 'Schüsse aufs Tor': '0,23', 'Schussgenauigkeit': '50,0%', 'Fehler vor Schuss/Gegentor': '0', 'Geblockte Bälle': '0,7'}",3,88,"97,67",293
0,Davis Bautista,2005,Abwehrspieler, 0 ⌀  ,Eintracht Frankfurt,Fit,"{'Passquote': '0,0%', 'Zweikampfquote': '0,0%', 'Luftkämpfe': '0,0%', 'Tacklingquote': '0,0%', 'Begangene Fouls': '0', 'Geklärte Bälle': '0', 'Abgefangene Bälle': '0', 'Balleroberungen': '0', 'Ballverluste': '0', 'Erfolgreiche Dribblings': '0,0%', 'Torschussvorlagen': '0', 'Kreierte Großchancen': '0', 'Schüsse aufs Tor': '0', 'Schussgenauigkeit': '0,0%', 'Fehler vor Schuss/Gegentor': '0', 'Geblockte Bälle': '0'}",0,0,0,0
1217,Philipp Max,1993,Abwehrspieler," 0,22 ⌀ (1) ",Eintracht Frankfurt,Fit,"{'Passquote': '82,6%', 'Zweikampfquote': '46,2%', 'Luftkämpfe': '11,1%', 'Tacklingquote': '57,1%', 'Begangene Fouls': '0,44', 'Geklärte Bälle': '0,44', 'Abgefangene Bälle': '0,44', 'Balleroberungen': '0,87', 'Ballverluste': '0,44', 'Erfolgreiche Dribblings': '100,0%', 'Torschussvorlagen': '1,31', 'Kreierte Großchancen': '0,22', 'Schüsse aufs Tor': '0,22', 'Schussgenauigkeit': '33,3%', 'Fehler vor Schuss/Gegentor': '0', 'Geblockte Bälle': '0,22'}",3,-8,"63,33",190
7289,Niels Nkounkou,2000,Abwehrspieler," 0,93 ⌀ (2) ",Eintracht Frankfurt,Fit,"{'Passquote': '70,3%', 'Zweikampfquote': '43,8%', 'Luftkämpfe': '57,1%', 'Tacklingquote': '62,5%', 'Begangene Fouls': '1,87', 'Geklärte Bälle': '0,93', 'Abgefangene Bälle': '0,93', 'Balleroberungen': '2,33', 'Ballverluste': '4,2', 'Erfolgreiche Dribblings': '30,8%', 'Torschussvorlagen': '0', 'Kreierte Großchancen': '0', 'Schüsse aufs Tor': '0,47', 'Schussgenauigkeit': '100,0%', 'Fehler vor Schuss/Gegentor': '0', 'Geblockte Bälle': '0,93'}",1,98,"98,00",98
461,Timothy Chandler,1990,Abwehrspieler, 0 ⌀  ,Eintracht Frankfurt,Fit,"{'Passquote': '0,0%', 'Zweikampfquote': '0,0%', 'Luftkämpfe': '0,0%', 'Tacklingquote': '0,0%', 'Begangene Fouls': '0', 'Geklärte Bälle': '0', 'Abgefangene Bälle': '0', 'Balleroberungen': '0', 'Ballverluste': '0', 'Erfolgreiche Dribblings': '0,0%', 'Torschussvorlagen': '0', 'Kreierte Großchancen': '0', 'Schüsse aufs Tor': '0', 'Schussgenauigkeit': '0,0%', 'Fehler vor Schuss/Gegentor': '0', 'Geblockte Bälle': '0'}",0,0,0,0
3479,Aurélio Buta,1997,Abwehrspieler," 0,34 ⌀ (2) ",Eintracht Frankfurt,Fit,"{'Passquote': '77,3%', 'Zweikampfquote': '43,3%', 'Luftkämpfe': '46,2%', 'Tacklingquote': '52,9%', 'Begangene Fouls': '1,55', 'Geklärte Bälle': '1,72', 'Abgefangene Bälle': '0,86', 'Balleroberungen': '1,55', 'Ballverluste': '3,09', 'Erfolgreiche Dribblings': '28,6%', 'Torschussvorlagen': '0,86', 'Kreierte Großchancen': '0', 'Schüsse aufs Tor': '0,52', 'Schussgenauigkeit': '100,0%', 'Fehler vor Schuss/Gegentor': '0', 'Geblockte Bälle': '0,34'}",3,68,"35,00",105
2718,Ellyes Skhiri,1995,Mittelfeldspieler," 0,35 ⌀ (3) ",Eintracht Frankfurt,Fit,"{'Passquote': '82,9%', 'Zweikampfquote': '47,6%', 'Luftkämpfe': '55,6%', 'Tacklingquote': '39,1%', 'Begangene Fouls': '1,06', 'Geklärte Bälle': '2,23', 'Abgefangene Bälle': '1,29', 'Balleroberungen': '1,06', 'Ballverluste': '1,64', 'Erfolgreiche Dribblings': '66,7%', 'Torschussvorlagen': '0,7', 'Kreierte Großchancen': '0,12', 'Schüsse aufs Tor': '0,7', 'Schussgenauigkeit': '85,7%', 'Fehler vor Schuss/Gegentor': '0', 'Geblockte Bälle': '0,35'}",3,132,"80,00",240
3143,Kristijan Jakić,1997,Mittelfeldspieler, 0 ⌀  ,Eintracht Frankfurt,Angeschlagen,"{'Passquote': '80,7%', 'Zweikampfquote': '44,4%', 'Luftkämpfe': '71,4%', 'Tacklingquote': '33,3%', 'Begangene Fouls': '1,68', 'Geklärte Bälle': '0,56', 'Abgefangene Bälle': '0', 'Balleroberungen': '0,56', 'Ballverluste': '1,68', 'Erfolgreiche Dribblings': '0,0%', 'Torschussvorlagen': '0,56', 'Kreierte Großchancen': '0', 'Schüsse aufs Tor': '0', 'Schussgenauigkeit': '0,0%', 'Fehler vor Schuss/Gegentor': '0', 'Geblockte Bälle': '0'}",2,,"40,50",81
