player,nationality,position,team,age,birth_year,minutes_90s,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,matches
Charles Aránguiz,cl CHI,MF,Leverkusen,29,1989,21.0,1888,44,302,1244,353,37,1888,16,9,56.3,7,43.8,865,3968,2115,27,27,1,28,27,1381,63,Matches
Maximilian Arnold,de GER,MF,Wolfsburg,24,1994,31.9,1768,78,369,1000,427,24,1768,30,25,83.3,5,16.7,930,4937,2399,41,33,5,35,29,1061,83,Matches
Takuma Asano,jp JPN,"MF,FW",Hannover 96,23,1994,7.8,253,5,35,105,119,18,253,18,7,38.9,11,61.1,170,1283,537,21,17,7,28,16,197,59,Matches
Santiago Ascacíbar,ar ARG,MF,Stuttgart,21,1997,27.0,1402,59,342,862,212,22,1402,19,13,68.4,6,31.6,632,3176,1434,27,26,2,18,19,743,28,Matches
Simon Asta,de GER,DF,Augsburg,17,2001,1.0,54,3,17,24,14,0,54,1,1,100.0,0,0.0,20,100,51,2,2,0,0,0,24,3,Matches
Jean-Kévin Augustin,fr FRA,FW,RB Leipzig,21,1997,5.1,166,0,4,67,98,33,166,21,9,42.9,12,57.1,123,824,334,18,16,9,20,16,134,50,Matches
Ludwig Augustinsson,se SWE,DF,Werder Bremen,24,1994,33.6,2300,86,617,1003,702,64,2300,24,12,50.0,12,50.0,1052,5175,3079,83,57,8,38,15,1378,226,Matches
Kaan Ayhan,tr TUR,DF,Düsseldorf,23,1994,27.2,1751,186,925,746,90,23,1751,17,12,70.6,5,29.4,1018,5809,3592,31,16,1,9,5,1098,12,Matches
Florian Baak,de GER,MF,Hertha BSC,19,1999,0.0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,Matches
Holger Badstuber,de GER,DF,Stuttgart,29,1989,5.8,322,35,166,156,1,0,322,0,0,,0,,165,842,468,0,0,0,3,0,196,0,Matches
Daniel Baier,de GER,MF,Augsburg,34,1984,31.3,1942,59,498,1221,253,8,1942,26,16,61.5,10,38.5,970,5085,2557,50,38,2,32,26,1069,34,Matches
Leon Bailey,jm JAM,FW,Leverkusen,20,1997,21.3,1203,17,145,454,626,87,1203,77,53,68.8,24,31.2,664,4893,2471,102,46,26,63,43,834,240,Matches
Marvin Bakalorz,de GER,MF,Hannover 96,28,1989,16.3,609,47,162,328,128,16,609,24,10,41.7,14,58.3,262,1417,618,17,16,0,30,18,308,40,Matches
Ridle Baku,de GER,MF,Mainz 05,20,1998,10.4,558,13,99,339,124,18,558,18,8,44.4,10,55.6,341,1379,645,13,3,5,13,9,380,32,Matches
Philipp Bargfrede,de GER,"MF,DF",Werder Bremen,29,1989,12.0,730,59,238,440,57,1,730,7,4,57.1,3,42.9,337,1718,893,8,4,0,15,6,397,6,Matches
Aymen Barkok,ma MAR,MF,Düsseldorf,20,1998,5.7,283,4,52,155,79,4,283,10,7,70.0,3,30.0,161,1048,472,8,9,1,9,9,192,24,Matches
Leandro Barreiro Martins,lu LUX,MF,Mainz 05,18,2000,1.0,34,2,10,18,7,1,34,3,3,100.0,0,0.0,14,81,45,2,1,1,0,0,14,0,Matches
Fin Bartels,de GER,"MF,FW",Werder Bremen,31,1987,0.3,8,0,2,5,2,1,8,0,0,,0,,7,119,46,1,1,0,1,1,6,1,Matches
Robert Bauer,de GER,DF,Nürnberg,23,1995,19.1,1037,99,362,465,220,4,1037,7,4,57.1,3,42.9,388,2253,1293,31,24,1,16,6,476,49,Matches
Oliver Baumann,de GER,GK,Hoffenheim,28,1990,33.0,1375,981,1341,36,0,0,1375,0,0,,0,,728,3705,2451,0,0,0,0,0,637,0,Matches
Timo Baumgartl,de GER,DF,Stuttgart,22,1996,18.0,1073,133,578,463,41,12,1073,5,4,80.0,1,20.0,507,2704,1532,5,7,0,6,1,601,7,Matches
Julian Baumgartlinger,at AUT,MF,Leverkusen,30,1988,17.3,1554,46,329,986,243,21,1554,20,15,75.0,5,25.0,715,3311,1646,21,13,2,14,15,1125,25,Matches
Christoph Baumgartner,at AUT,MF,Hoffenheim,18,1999,0.9,48,0,8,28,13,2,48,6,5,83.3,1,16.7,37,312,255,9,3,1,3,1,34,1,Matches
Noah Joel Sarenren Bazee,ng NGA,"FW,MF",Hannover 96,21,1996,1.7,53,3,10,19,29,9,53,8,2,25.0,6,75.0,37,338,174,6,5,1,9,2,29,17,Matches
Ihlas Bebou,tg TOG,"MF,FW",Hannover 96,24,1994,11.8,604,11,74,295,254,34,603,57,35,61.4,22,38.6,330,2346,1302,48,39,10,29,21,405,97,Matches
Uffe Bech,dk DEN,FW,Hannover 96,25,1993,0.2,16,0,1,7,9,2,16,3,2,66.7,1,33.3,9,87,37,3,1,0,0,1,12,4,Matches
Andreas Beck,de GER,DF,Stuttgart,31,1987,19.7,1077,61,329,524,232,13,1077,11,9,81.8,2,18.2,464,2278,1017,15,9,0,29,11,558,48,Matches
Hanno Behrens,de GER,MF,Nürnberg,28,1990,29.3,1233,82,372,603,271,77,1229,16,8,50.0,8,50.0,500,2637,1278,25,20,4,41,15,692,54,Matches
Ishak Belfodil,dz ALG,"FW,MF",Hoffenheim,26,1992,20.7,688,14,48,233,419,166,688,55,38,69.1,17,30.9,408,2667,1345,63,29,39,38,32,538,210,Matches
Stefan Bell,de GER,DF,Mainz 05,26,1991,25.0,1497,152,685,757,83,25,1497,17,14,82.4,3,17.6,853,4620,3015,24,17,0,11,11,892,8,Matches
Karim Bellarabi,de GER,FW,Leverkusen,28,1990,11.7,643,4,89,229,340,46,643,39,20,51.3,19,48.7,405,3018,1647,49,37,15,21,28,511,140,Matches
Lars Bender,de GER,"MF,DF",Leverkusen,29,1989,15.1,1102,36,257,623,229,35,1102,14,10,71.4,4,28.6,460,2138,1131,16,24,2,19,4,660,65,Matches
Sven Bender,de GER,DF,Leverkusen,29,1989,22.1,1939,132,798,1103,49,18,1939,6,5,83.3,1,16.7,1000,5272,2410,12,7,1,13,3,1303,0,Matches
László Bénes,sk SVK,"MF,FW",M'Gladbach,20,1997,0.3,21,1,8,13,0,0,21,0,0,,0,,10,44,17,0,0,0,2,0,10,0,Matches
Nabil Bentaleb,dz ALG,MF,Schalke 04,23,1994,19.9,1126,36,198,733,214,17,1123,27,21,77.8,6,22.2,499,2980,1466,42,25,4,10,12,647,39,Matches
Jordan Beyer,de GER,DF,M'Gladbach,18,2000,8.0,576,50,247,279,53,6,576,10,7,70.0,3,30.0,315,1696,1028,10,8,1,7,4,372,13,Matches
Ermin Bičakčić,ba BIH,DF,Hoffenheim,28,1990,19.9,1411,119,549,789,78,14,1411,0,0,,0,,761,4535,2783,47,17,1,5,8,908,4,Matches
Leonardo Bittencourt,de GER,MF,Hoffenheim,24,1993,11.9,635,7,86,314,247,33,635,23,10,43.5,13,56.5,351,2518,1566,48,36,5,18,14,392,66,Matches
Pablo de Blasis,ar ARG,FW,Mainz 05,30,1988,1.0,46,0,5,22,19,1,46,5,0,0.0,5,100.0,21,104,49,1,2,0,1,0,32,3,Matches
Danny Blum,de GER,MF,Eint Frankfurt,27,1991,0.0,6,4,5,0,1,0,6,0,0,,0,,0,0,0,0,0,0,0,0,1,0,Matches
Jérôme Boateng,de GER,DF,Bayern Munich,29,1988,18.8,1749,87,572,1098,91,11,1749,1,1,100.0,0,0.0,1106,5105,3021,10,18,0,5,0,1363,2,Matches
Adam Bodzek,de GER,"MF,DF",Düsseldorf,32,1985,17.7,840,71,343,469,33,4,840,3,2,66.7,1,33.3,375,1536,768,4,2,2,7,7,515,3,Matches
Jean-Paul Boëtius,nl NED,MF,Mainz 05,24,1994,23.6,1210,16,172,579,466,52,1210,56,32,57.1,24,42.9,673,3169,1496,45,29,12,57,38,747,126,Matches
Robin Bormuth,de GER,DF,Düsseldorf,22,1995,6.8,353,59,220,127,8,4,353,2,2,100.0,0,0.0,184,894,376,2,1,0,3,0,207,2,Matches
Nassim Boujellab,ma MAR,MF,Schalke 04,19,1999,4.2,164,2,24,88,57,10,164,12,7,58.3,5,41.7,96,732,439,15,10,2,10,4,99,17,Matches
Julian Brandt,de GER,"MF,FW",Leverkusen,22,1996,29.6,2198,12,252,1034,936,112,2198,97,55,56.7,42,43.3,1170,7752,3635,107,78,29,76,50,1678,291,Matches
Fabian Bredlow,de GER,GK,Nürnberg,23,1995,12.5,501,389,491,10,0,0,501,0,0,,0,,217,1426,1034,0,0,0,0,0,224,0,Matches
Josip Brekalo,hr CRO,"FW,MF",Wolfsburg,20,1998,15.7,797,8,82,345,378,33,797,59,30,50.8,29,49.2,517,3965,1927,72,45,20,36,25,570,111,Matches
Joshua Brenet,nl NED,DF,Hoffenheim,24,1994,10.1,642,27,165,253,235,36,642,24,14,58.3,10,41.7,362,2197,1166,31,22,9,21,9,388,82,Matches
John Brooks,us USA,DF,Wolfsburg,25,1993,29.0,2015,187,992,984,55,33,2015,5,4,80.0,1,20.0,1252,8119,4784,27,5,1,6,10,1351,3,Matches
Daniel Brosinski,de GER,DF,Mainz 05,30,1988,24.5,1573,73,388,681,514,18,1570,19,6,31.6,13,68.4,665,3119,1818,47,46,8,25,10,793,112,Matches
Bruma,pt POR,MF,RB Leipzig,23,1994,6.1,429,3,32,213,187,19,428,23,13,56.5,10,43.5,264,1783,812,26,25,7,21,15,337,43,Matches
Jeffrey Bruma,nl NED,DF,Schalke 04,26,1991,6.9,381,49,199,181,7,3,381,2,2,100.0,0,0.0,218,1265,782,7,1,0,2,0,240,1,Matches
Jacob Bruun Larsen,dk DEN,FW,Dortmund,19,1998,14.1,699,12,79,335,294,46,699,35,17,48.6,18,51.4,428,2425,1079,38,18,16,30,21,523,138,Matches
Niko Bungert,de GER,DF,Mainz 05,31,1986,3.2,147,26,96,47,4,1,147,0,0,,0,,67,244,141,0,1,0,2,0,73,0,Matches
Guido Burgstaller,at AUT,FW,Schalke 04,29,1989,17.0,500,14,26,207,276,91,500,29,7,24.1,22,75.9,282,1483,434,23,16,14,54,32,368,111,Matches
Jonathan Burkardt,de GER,"FW,MF",Mainz 05,18,2000,2.9,92,2,19,33,44,12,92,6,2,33.3,4,66.7,57,381,146,3,6,3,7,11,58,17,Matches
Roman Bürki,ch SUI,GK,Dortmund,27,1990,32.0,1146,844,1130,16,0,0,1146,1,1,100.0,0,0.0,620,3394,2043,0,0,0,1,0,515,0,Matches
Gaëtan Bussmann,fr FRA,DF,Mainz 05,27,1991,1.0,59,3,18,33,9,0,59,0,0,,0,,35,62,25,1,0,0,1,0,37,3,Matches
Jakub Błaszczykowski,pl POL,MF,Wolfsburg,32,1985,0.1,3,0,1,0,2,0,3,0,0,,0,,0,0,0,0,0,0,0,0,1,0,Matches
Caiuby,br BRA,"MF,FW",Augsburg,30,1988,11.2,530,11,49,270,217,43,530,25,11,44.0,14,56.0,313,1846,775,29,25,5,31,13,376,82,Matches
Daniel Caligiuri,it ITA,"DF,FW",Schalke 04,30,1988,30.6,2113,108,518,994,653,58,2107,102,64,62.7,38,37.3,926,6814,3777,107,75,22,47,43,995,141,Matches
Jan-Ingwer Callsen-Bracker,de GER,DF,Augsburg,33,1984,0.1,7,0,2,4,1,1,7,0,0,,0,,4,7,0,0,0,0,1,0,4,0,Matches
Ignacio Camacho,es ESP,MF,Wolfsburg,28,1990,6.0,370,16,90,245,36,8,370,1,1,100.0,0,0.0,170,774,377,3,2,0,5,1,209,2,Matches
Jonas Carls,de GER,FW,Schalke 04,21,1997,1.0,38,0,13,9,16,1,38,0,0,,0,,17,178,88,4,3,0,0,3,14,1,Matches
Koen Casteels,be BEL,GK,Wolfsburg,26,1992,25.5,1246,1013,1238,8,0,0,1246,0,0,,0,,709,3618,2088,0,0,0,0,0,691,0,Matches
Gonzalo Castro,de GER,MF,Stuttgart,31,1987,18.8,1091,40,240,636,227,11,1091,13,6,46.2,7,53.8,430,2132,1168,24,21,4,19,21,585,37,Matches
Timothy Chandler,us USA,DF,Eint Frankfurt,28,1990,0.2,5,0,1,0,4,1,5,0,0,,0,,4,16,11,0,1,0,0,0,5,2,Matches
Per Ciljan Skjelbred,no NOR,MF,Hertha BSC,31,1987,11.1,677,17,99,487,101,7,677,10,9,90.0,1,10.0,414,2021,973,14,18,2,16,11,424,14,Matches
Kingsley Coman,fr FRA,"FW,MF",Bayern Munich,22,1996,15.3,874,2,56,300,529,87,874,91,60,65.9,31,34.1,661,5079,2642,99,51,32,49,34,729,244,Matches
Sergio Córdova,ve VEN,FW,Augsburg,20,1997,5.9,209,5,21,107,85,20,209,16,10,62.5,6,37.5,122,747,287,8,7,0,25,19,136,27,Matches
Danny da Costa,de GER,"DF,FW",Eint Frankfurt,25,1993,33.7,1736,98,377,771,610,57,1736,70,27,38.6,43,61.4,674,4347,2124,76,54,15,44,23,815,185,Matches
Mickaël Cuisance,fr FRA,MF,M'Gladbach,18,1999,3.1,212,4,29,104,81,9,212,15,12,80.0,3,20.0,118,673,349,8,9,4,15,10,146,19,Matches
Matheus Cunha,br BRA,"FW,MF",RB Leipzig,19,1999,9.5,372,10,35,148,194,48,372,24,15,62.5,9,37.5,204,1110,540,21,14,10,28,23,267,75,Matches
Christoph Daferner,de GER,FW,Freiburg,20,1998,0.3,6,0,1,5,0,0,6,0,0,,0,,1,3,0,0,0,0,0,0,2,0,Matches
Mahmoud Dahoud,de GER,MF,Dortmund,22,1996,7.7,533,14,90,340,110,10,533,8,7,87.5,1,12.5,370,1909,902,20,20,2,12,11,395,15,Matches
Leon Dajaku,de GER,"DF,MF",Stuttgart,17,2001,0.3,12,0,3,6,3,2,12,1,0,0.0,1,100.0,8,29,11,0,0,0,2,1,9,0,Matches
Kevin Danso,at AUT,DF,Augsburg,19,1998,13.9,798,102,431,334,38,15,798,5,2,40.0,3,60.0,384,2269,1226,6,0,0,4,5,433,2,Matches
Palkó Dárdai,hu HUN,"FW,MF",Hertha BSC,19,1999,1.3,58,1,9,28,21,6,58,0,0,,0,,39,181,50,3,1,1,6,4,45,12,Matches
Vladimír Darida,cz CZE,MF,Hertha BSC,27,1990,4.2,287,7,47,190,55,9,287,7,4,57.1,3,42.9,166,876,392,7,6,2,8,4,196,12,Matches
Alphonso Davies,ca CAN,"MF,FW",Bayern Munich,17,2000,0.9,50,1,11,26,14,3,50,7,3,42.9,4,57.1,33,287,97,1,2,0,1,2,34,7,Matches
Thomas Delaney,dk DEN,MF,Dortmund,26,1991,25.4,1936,70,364,1311,272,44,1936,15,10,66.7,5,33.3,1045,4156,1602,21,30,3,37,14,1358,32,Matches
Kerem Demirbay,de GER,MF,Hoffenheim,25,1993,22.4,1730,63,305,922,537,32,1730,76,58,76.3,18,23.7,1025,6464,3384,82,73,6,51,52,1121,66,Matches
Diego Demme,de GER,MF,RB Leipzig,26,1991,22.8,1781,24,257,1199,339,17,1781,16,8,50.0,8,50.0,867,4467,2618,52,35,2,34,18,1184,38,Matches
Franco Di Santo,ar ARG,"MF,FW",Schalke 04,29,1989,2.7,94,3,12,39,46,9,94,4,3,75.0,1,25.0,46,323,169,7,3,1,7,4,62,19,Matches
Abdou Diallo,sn SEN,DF,Dortmund,22,1996,26.4,2229,157,803,1236,212,16,2229,54,40,74.1,14,25.9,1392,7487,4230,46,29,2,27,16,1574,62,Matches
Daniel Didavi,de GER,"MF,FW",Stuttgart,28,1990,10.6,589,6,55,317,228,27,589,16,11,68.8,5,31.3,324,1865,811,29,17,4,32,21,417,70,Matches
Tim Dierßen,de GER,MF,Hannover 96,22,1996,0.2,4,0,2,2,0,0,4,0,0,,0,,3,9,0,0,0,0,0,0,3,0,Matches
Javairô Dilrosun,nl NED,"FW,MF",Hertha BSC,20,1998,10.0,362,7,61,159,154,18,362,22,9,40.9,13,59.1,236,1844,939,36,29,13,27,14,237,64,Matches
Giulio Donati,it ITA,DF,Mainz 05,28,1990,6.9,428,37,131,191,113,3,428,11,5,45.5,6,54.5,200,989,515,13,20,0,5,2,206,33,Matches
Ji Dong-won,kr KOR,"MF,FW",Augsburg,27,1991,9.9,505,11,66,267,179,32,505,26,19,73.1,7,26.9,262,1673,858,29,23,8,24,19,341,53,Matches
Anastasios Donis,gr GRE,"FW,MF",Stuttgart,21,1996,10.7,331,2,33,111,198,37,331,29,18,62.1,11,37.9,217,1888,855,33,18,8,37,13,245,79,Matches
Aleksandar Dragović,at AUT,DF,Leverkusen,27,1991,14.8,1239,79,441,771,32,8,1239,0,0,,0,,654,3142,2145,10,9,1,7,1,883,2,Matches
Josip Drmić,ch SUI,FW,M'Gladbach,25,1992,2.5,82,0,6,40,36,9,82,3,2,66.7,1,33.3,43,303,107,7,4,1,5,4,61,18,Matches
Jaroslav Drobný,cz CZE,GK,Düsseldorf,38,1979,2.0,40,31,39,1,0,0,40,0,0,,0,,17,124,93,0,0,0,0,0,9,0,Matches
Marvin Ducksch,de GER,FW,Düsseldorf,24,1994,9.1,367,11,31,171,167,36,367,8,2,25.0,6,75.0,164,604,258,8,3,1,22,6,241,61,Matches
Ondrej Duda,sk SVK,MF,Hertha BSC,23,1994,28.5,1601,25,167,990,465,55,1601,57,38,66.7,19,33.3,1017,4060,1663,36,35,11,72,41,1090,116,Matches
Johannes Eggestein,de GER,"FW,MF",Werder Bremen,20,1998,12.4,511,9,57,217,247,67,511,38,15,39.5,23,60.5,314,2209,948,42,24,18,46,37,357,121,Matches
Maximilian Eggestein,de GER,MF,Werder Bremen,21,1996,33.9,1998,68,400,1060,556,57,1998,37,15,40.5,22,59.5,1093,6037,3421,77,89,11,45,37,1312,127,Matches
Josip Elez,hr CRO,DF,Hannover 96,24,1994,7.2,383,38,147,224,15,1,383,4,3,75.0,1,25.0,181,1188,819,14,3,0,2,4,213,0,Matches
Nico Elvedi,ch SUI,DF,M'Gladbach,21,1996,29.1,2379,195,967,1364,59,21,2379,11,9,81.8,2,18.2,1455,10353,6925,53,19,1,8,4,1699,11,Matches
Breel Embolo,ch SUI,FW,Schalke 04,21,1997,14.9,472,6,25,210,249,67,472,61,26,42.6,35,57.4,317,1853,810,31,22,17,56,36,357,111,Matches
Patrick Erras,de GER,MF,Nürnberg,23,1995,13.6,603,69,228,329,49,9,603,0,0,,0,,199,976,369,3,3,0,6,3,304,3,Matches
Michael Esser,de GER,GK,Hannover 96,30,1987,32.0,1346,1071,1327,19,1,1,1346,0,0,,0,,683,5087,3061,0,0,0,0,0,563,0,Matches
Alexander Esswein,de GER,"MF,FW",Stuttgart,28,1990,13.9,626,13,65,264,305,46,626,22,9,40.9,13,59.1,355,2141,950,34,23,17,41,17,450,138,Matches
Ewerton,br BRA,DF,Nürnberg,29,1989,14.9,801,141,509,280,17,12,801,11,10,90.9,1,9.1,341,1635,781,2,1,0,3,3,417,0,Matches
Marco Fabián,mx MEX,FW,Eint Frankfurt,29,1989,0.7,26,0,6,14,6,1,26,1,1,100.0,0,0.0,15,109,25,2,1,1,4,1,14,2,Matches
Ralf Fährmann,de GER,GK,Schalke 04,29,1988,16.3,562,462,558,4,0,0,562,0,0,,0,,235,1543,1045,0,0,0,0,0,238,0,Matches
Simon Falette,gn GUI,DF,Eint Frankfurt,26,1992,6.7,383,33,186,181,18,1,383,0,0,,0,,171,985,534,1,2,0,4,4,195,3,Matches
Felipe,br BRA,DF,Hannover 96,31,1987,12.2,664,103,346,294,25,13,664,3,2,66.7,1,33.3,302,1737,813,7,1,0,3,4,348,2,Matches
Ohis Felix Uduokhai,de GER,DF,Wolfsburg,20,1997,2.7,188,9,67,95,27,2,188,5,3,60.0,2,40.0,85,607,444,5,2,0,5,1,106,4,Matches
Gelson Fernandes,ch SUI,MF,Eint Frankfurt,31,1986,24.7,1089,51,283,723,95,7,1089,10,5,50.0,5,50.0,431,1575,578,3,5,1,13,13,521,5,Matches
Oliver Fink,de GER,MF,Düsseldorf,36,1982,11.7,554,24,126,299,135,23,554,16,9,56.3,7,43.8,252,1114,488,15,8,6,29,23,333,33,Matches
Alfreð Finnbogason,is ISL,FW,Augsburg,29,1989,14.8,475,15,31,236,211,77,471,24,12,50.0,12,50.0,260,1319,558,21,11,12,41,23,349,110,Matches
Mark Flekken,nl NED,GK,Freiburg,25,1993,1.0,31,30,31,0,0,0,31,0,0,,0,,21,118,39,0,0,0,0,0,20,0,Matches
Emil Forsberg,se SWE,"MF,FW",RB Leipzig,26,1991,13.9,680,8,45,326,321,39,677,41,22,53.7,19,46.3,388,2421,1159,40,40,11,30,22,501,95,Matches
Iver Fossum,no NOR,MF,Hannover 96,22,1996,5.1,290,9,56,157,80,6,290,4,3,75.0,1,25.0,140,601,262,4,6,0,3,5,169,14,Matches
Raphael Framberger,de GER,"DF,MF",Augsburg,22,1995,6.1,336,21,83,154,110,7,336,14,10,71.4,4,28.6,148,1214,601,23,14,3,8,6,154,24,Matches
Mike Frantz,de GER,"MF,FW",Freiburg,31,1986,24.6,869,30,216,467,192,34,869,15,7,46.7,8,53.3,421,2369,1066,36,11,10,29,15,550,68,Matches
Marco Friedl,at AUT,DF,Werder Bremen,20,1998,5.3,334,33,113,195,26,1,334,4,2,50.0,2,50.0,150,716,411,3,0,0,4,2,202,7,Matches
Alexander Fuchs,de GER,"MF,FW",Nürnberg,21,1997,7.3,323,12,56,178,92,12,323,12,4,33.3,8,66.7,182,1056,491,11,6,2,16,6,218,23,Matches
Niclas Füllkrug,de GER,FW,Hannover 96,25,1993,12.4,534,17,29,298,210,51,533,19,5,26.3,14,73.7,223,1250,581,24,15,9,31,18,421,102,Matches
Mijat Gaćinović,rs SRB,MF,Eint Frankfurt,23,1995,18.1,823,14,98,437,307,40,823,54,27,50.0,27,50.0,422,2661,1466,44,32,13,33,19,495,85,Matches
Jean-Philippe Gbamin,ci CIV,MF,Mainz 05,22,1995,29.7,1674,56,328,1021,358,25,1674,66,35,53.0,31,47.0,1026,6608,3091,67,53,10,46,50,1049,67,Matches
Theodor Gebre Selassie,cz CZE,DF,Werder Bremen,31,1986,31.3,2033,106,521,1004,518,54,2033,29,14,48.3,15,51.7,916,3987,1997,42,59,4,31,22,1157,151,Matches
Dennis Geiger,de GER,MF,Hoffenheim,20,1998,2.7,168,4,26,100,44,2,168,4,1,25.0,3,75.0,106,546,275,6,4,1,2,4,126,4,Matches
Christian Gentner,de GER,"MF,FW",Stuttgart,32,1985,22.4,1306,48,259,708,348,42,1306,22,11,50.0,11,50.0,633,3457,1604,33,31,3,36,16,848,65,Matches
Yannick Gerhardt,de GER,MF,Wolfsburg,24,1994,27.3,1335,39,245,677,431,65,1335,24,9,37.5,15,62.5,756,4703,2360,74,51,6,37,35,895,155,Matches
Fabian Giefer,de GER,GK,Augsburg,28,1990,4.0,125,105,125,0,0,0,125,0,0,,0,,77,492,353,0,0,0,1,0,49,0,Matches
Niko Gießelmann,de GER,DF,Düsseldorf,26,1991,28.8,1672,88,603,708,375,30,1672,23,11,47.8,12,52.2,807,4227,2149,54,37,6,32,8,944,100,Matches
Daniel Ginczek,de GER,FW,Wolfsburg,27,1991,14.2,521,19,62,239,226,60,521,24,14,58.3,10,41.7,286,1691,786,34,25,21,42,25,366,103,Matches
Matthias Ginter,de GER,DF,M'Gladbach,24,1994,26.4,2011,146,811,1102,109,41,2011,2,1,50.0,1,50.0,1261,8990,6547,61,26,0,9,6,1506,19,Matches
Serge Gnabry,de GER,"FW,MF",Bayern Munich,23,1995,19.6,1142,11,91,430,634,157,1142,107,50,46.7,57,53.3,727,5159,2711,101,71,50,45,31,882,236,Matches
Kevin Goden,de GER,"DF,MF",Nürnberg,19,1999,3.0,138,13,50,59,30,1,138,4,3,75.0,1,25.0,33,175,84,2,2,0,3,0,55,7,Matches
Mario Gómez,de GER,FW,Stuttgart,33,1985,24.6,715,39,73,365,280,100,715,20,8,40.0,12,60.0,270,1235,475,18,11,7,40,21,461,111,Matches
