player,nationality,position,team,age,birth_year,minutes_90s,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,matches
Robin Knoche,de GER,DF,Union Berlin,31-134,1992,3.9,5,1,5,0,0,4,6,66.7,2,4,3,1,4,9,11,0,Matches
Gregor Kobel,ch SUI,GK,Dortmund,25-301,1997,6.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,0,Matches
Robin Koch,de GER,DF,Eint Frankfurt,27-078,1996,6.0,7,6,6,1,0,6,8,75.0,2,6,5,1,5,12,31,0,Matches
Dominik Kohr,de GER,"MF,DF",Mainz 05,29-245,1994,5.3,15,10,8,6,1,7,12,58.3,5,8,0,8,14,29,13,0,Matches
Randal Kolo Muani,fr FRA,FW,Eint Frankfurt,24-302,1998,1.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
Kouadio Koné,fr FRA,MF,M'Gladbach,22-139,2001,0.9,2,2,0,2,0,0,1,0.0,1,0,0,0,1,3,0,0,Matches
Odilon Kossonou,ci CIV,DF,Leverkusen,22-272,2001,5.9,8,7,3,4,1,3,5,60.0,2,13,1,12,13,21,10,0,Matches
Dawid Kownacki,pl POL,"FW,MF",Werder Bremen,26-203,1997,1.6,0,0,0,0,0,0,1,0.0,1,1,1,0,0,0,1,0,Matches
Alex Král,cz CZE,MF,Union Berlin,25-137,1998,5.0,7,6,1,4,2,3,7,42.9,4,4,1,3,1,8,10,0,Matches
Andrej Kramarić,hr CRO,"MF,FW",Hoffenheim,32-106,1991,5.8,1,0,0,0,1,0,1,0.0,1,1,0,1,0,1,2,0,Matches
Christoph Kramer,de GER,MF,M'Gladbach,32-226,1991,0.3,1,1,1,0,0,0,2,0.0,2,1,1,0,1,2,1,0,Matches
Frans Krätzig,de GER,DF,Bayern Munich,20-262,2003,0.3,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Matches
Tom Krauß,de GER,"MF,DF",Mainz 05,22-103,2001,1.7,4,3,1,2,1,2,3,66.7,1,4,1,3,4,8,2,0,Matches
Lukas Kübler,de GER,DF,Freiburg,31-034,1992,5.8,14,7,9,4,1,7,11,63.6,4,7,3,4,9,23,11,0,Matches
Maxence Lacroix,fr FRA,DF,Wolfsburg,23-180,2000,6.0,8,5,8,0,0,6,8,75.0,2,9,4,5,8,16,31,0,Matches
Aïssa Laïdouni,tn TUN,MF,Union Berlin,26-294,1996,3.4,7,3,1,5,1,1,3,33.3,2,9,1,8,3,10,1,0,Matches
Konrad Laimer,at AUT,"DF,MF",Bayern Munich,26-129,1997,3.8,12,8,5,4,3,4,8,50.0,4,11,1,10,3,15,5,1,Matches
Hugo Larsson,se SWE,MF,Eint Frankfurt,19-098,2004,3.8,6,3,5,1,0,0,3,0.0,3,6,2,4,5,11,1,0,Matches
Diogo Leite,pt POR,DF,Union Berlin,24-253,1999,5.7,9,6,4,2,3,7,11,63.6,4,4,1,3,9,18,34,0,Matches
Maxim Leitsch,de GER,DF,Mainz 05,25-138,1998,0.8,1,1,1,0,0,1,2,50.0,1,0,0,0,0,1,1,0,Matches
Christopher Lenz,de GER,DF,RB Leipzig,29-011,1994,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Christopher Lenz,de GER,DF,Eint Frankfurt,29-011,1994,0.1,1,1,0,1,0,1,1,100.0,0,0,0,0,0,1,1,0,Matches
Jamie Leweling,de GER,"FW,MF",Stuttgart,22-219,2001,1.3,2,1,0,1,1,1,2,50.0,1,1,0,1,0,2,1,0,Matches
Philipp Lienhart,at AUT,DF,Freiburg,27-084,1996,6.0,9,4,6,3,0,4,9,44.4,5,3,1,2,5,14,17,0,Matches
Matthijs de Ligt,nl NED,DF,Bayern Munich,24-052,1999,0.9,1,1,0,1,0,1,1,100.0,0,0,0,0,2,3,5,0,Matches
Jesper Lindstrøm,dk DEN,FW,Eint Frankfurt,23-216,2000,0.9,1,1,1,0,0,0,0,,0,0,0,0,0,1,0,0,Matches
Dejan Ljubicic,at AUT,"MF,FW",Köln,25-360,1997,5.8,14,9,7,5,2,8,16,50.0,8,6,1,5,9,23,0,0,Matches
Noah Loosli,ch SUI,DF,Bochum,26-253,1997,0.7,3,3,2,1,0,3,3,100.0,0,0,0,0,0,3,7,0,Matches
Anthony Losilla,fr FRA,MF,Bochum,37-207,1986,5.1,14,8,2,10,2,6,10,60.0,4,8,0,8,6,20,7,0,Matches
Castello Lukeba,fr FRA,DF,RB Leipzig,20-290,2002,3.4,2,1,0,2,0,1,1,100.0,0,9,4,5,2,4,11,0,Matches
Senne Lynen,be BEL,MF,Werder Bremen,24-226,1999,2.4,6,4,1,4,1,2,6,33.3,4,10,1,9,4,10,4,0,Matches
Matej Maglica,hr CRO,DF,Darmstadt 98,25-008,1998,3.3,13,8,9,4,0,9,12,75.0,3,7,3,4,8,21,10,1,Matches
Arne Maier,de GER,"MF,FW",Augsburg,24-268,1999,0.3,1,1,0,1,0,1,1,100.0,0,0,0,0,0,1,0,0,Matches
Linton Maina,de GER,"MF,FW",Köln,24-102,1999,3.5,3,3,2,0,1,1,5,20.0,4,4,1,3,2,5,0,0,Matches
Patrick Mainka,de GER,DF,Heidenheim,28-331,1994,6.0,9,5,7,2,0,5,10,50.0,5,13,5,8,8,17,32,0,Matches
Lovro Majer,hr CRO,"MF,FW",Wolfsburg,25-259,1998,5.1,4,4,2,2,0,2,7,28.6,5,6,1,5,3,7,2,0,Matches
Donyell Malen,nl NED,FW,Dortmund,24-267,1999,5.1,2,2,0,0,2,0,2,0.0,2,4,0,4,1,3,0,0,Matches
Lennard Maloney,us USA,MF,Heidenheim,23-360,1999,5.9,11,7,6,2,3,7,15,46.7,8,7,1,6,9,20,26,0,Matches
Braydon Manu,gh GHA,MF,Darmstadt 98,26-189,1997,0.9,1,0,0,1,0,0,0,,0,1,0,1,0,1,0,0,Matches
Omar Marmoush,eg EGY,"FW,MF",Eint Frankfurt,24-238,1999,3.9,3,1,2,1,0,2,3,66.7,1,1,0,1,2,5,2,0,Matches
Eric Martel,de GER,MF,Köln,21-157,2002,2.8,3,2,1,2,0,1,5,20.0,4,9,2,7,6,9,12,0,Matches
Erhan Mašović,rs SRB,DF,Bochum,24-315,1998,6.0,25,16,14,9,2,15,26,57.7,11,9,4,5,1,26,12,0,Matches
Roberto Massimo,de GER,"DF,FW",Stuttgart,22-356,2000,0.7,1,0,1,0,0,1,2,50.0,1,0,0,0,0,1,1,0,Matches
Philipp Max,de GER,"DF,MF",Eint Frankfurt,30-003,1993,2.5,4,3,1,2,1,3,4,75.0,1,3,0,3,0,4,3,0,Matches
Eric Maxim Choupo-Moting,cm CMR,"MF,FW",Bayern Munich,34-194,1989,1.1,2,2,1,1,0,0,1,0.0,1,0,0,0,1,3,0,0,Matches
Noussair Mazraoui,ma MAR,DF,Bayern Munich,25-323,1997,3.6,4,3,1,2,1,1,2,50.0,1,4,0,4,5,9,3,0,Matches
Kevin Mbabu,ch SUI,DF,Augsburg,28-167,1995,3.0,7,5,4,2,1,4,5,80.0,1,2,1,1,1,8,1,0,Matches
Noah Mbamba,be BEL,MF,Leverkusen,18-271,2005,0.1,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,Matches
Marvin Mehlem,de GER,MF,Darmstadt 98,26-022,1997,5.1,11,7,4,4,3,4,10,40.0,6,10,1,9,14,25,6,0,Matches
Sven Michel,de GER,"FW,MF",Augsburg,33-080,1990,2.2,1,0,0,0,1,0,2,0.0,2,0,0,0,0,1,1,0,Matches
Enzo Millot,fr FRA,MF,Stuttgart,21-078,2002,4.0,9,5,2,5,2,4,7,57.1,3,5,0,5,4,13,4,0,Matches
Jovan Milošević,rs SRB,FW,Stuttgart,18-064,2005,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Kim Min-jae,kr KOR,DF,Bayern Munich,26-322,1996,5.6,6,4,4,2,0,3,6,50.0,3,9,3,6,7,13,19,0,Matches
Maximilian Mittelstädt,de GER,"FW,DF",Stuttgart,26-199,1997,1.0,10,4,6,4,0,4,7,57.1,3,0,0,0,2,12,3,0,Matches
Youssoufa Moukoko,de GER,"FW,MF",Dortmund,18-317,2004,0.6,1,0,1,0,0,1,2,50.0,1,1,1,0,0,1,0,0,Matches
Kevin Müller,de GER,GK,Heidenheim,32-202,1991,6.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,1,Matches
Thomas Müller,de GER,MF,Bayern Munich,34-020,1989,1.9,6,5,0,3,3,5,9,55.6,4,4,0,4,0,6,2,0,Matches
Jamal Musiala,de GER,MF,Bayern Munich,20-219,2003,2.2,3,3,0,3,0,2,3,66.7,1,4,1,3,1,4,1,0,Matches
Phillipp Mwene,at AUT,DF,Mainz 05,29-247,1994,2.6,4,2,2,1,1,2,4,50.0,2,4,0,4,4,8,4,0,Matches
Joakim Mæhle,dk DEN,DF,Wolfsburg,26-136,1997,5.7,13,7,7,3,3,7,16,43.8,9,10,0,10,10,23,16,0,Matches
Nathan N'Goumou,fr FRA,"FW,MF",M'Gladbach,23-203,2000,3.3,11,8,6,4,1,4,10,40.0,6,7,0,7,1,12,7,0,Matches
Stanley N'Soki,fr FRA,DF,Hoffenheim,24-177,1999,0.3,1,0,0,1,0,1,2,50.0,1,0,0,0,0,1,5,0,Matches
Luca Netz,de GER,DF,M'Gladbach,20-141,2003,3.4,2,0,1,1,0,0,3,0.0,3,8,3,5,3,5,9,0,Matches
Florian Neuhaus,de GER,MF,M'Gladbach,26-201,1997,4.2,5,5,2,3,0,3,10,30.0,7,2,1,1,5,10,4,0,Matches
Jessic Ngankam,de GER,"FW,DF",Eint Frankfurt,23-075,2000,1.3,2,1,0,1,1,0,0,,0,0,0,0,0,2,0,0,Matches
Moritz Nicolas,de GER,GK,M'Gladbach,25-347,1997,4.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,2,0,Matches
Justin Njinmah,de GER,"FW,MF",Werder Bremen,22-322,2000,1.0,1,0,0,1,0,0,0,,0,0,0,0,0,1,1,0,Matches
Niels Nkounkou,fr FRA,DF,Eint Frankfurt,22-336,2000,1.8,6,5,4,2,0,3,5,60.0,2,5,0,5,2,8,1,0,Matches
Felix Nmecha,de GER,"MF,FW",Dortmund,22-358,2000,3.7,10,7,2,5,3,8,10,80.0,2,3,0,3,4,14,5,0,Matches
Alexander Nübel,de GER,GK,Stuttgart,27-003,1996,6.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,1,Matches
Fabian Nürnberger,de GER,DF,Darmstadt 98,24-067,1999,3.7,8,7,7,1,0,6,9,66.7,3,1,1,0,3,11,7,0,Matches
Finn Ole Becker,de GER,MF,Hoffenheim,23-117,2000,0.7,1,1,0,1,0,1,3,33.3,2,6,1,5,0,1,2,0,Matches
Mathias Olesen,lu LUX,"MF,FW",Köln,22-196,2001,0.9,0,0,0,0,0,0,0,,0,0,0,0,2,2,2,0,Matches
Dani Olmo,es ESP,"MF,FW",RB Leipzig,25-149,1998,2.9,2,0,1,1,0,1,2,50.0,1,1,0,1,3,5,1,0,Matches
Jonas Omlin,ch SUI,GK,M'Gladbach,29-266,1994,2.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
Karim Onisiwo,at AUT,"FW,MF",Mainz 05,31-200,1992,4.3,3,3,0,2,1,1,3,33.3,2,5,1,4,1,4,0,0,Matches
Loïs Openda,be BEL,FW,RB Leipzig,23-229,2000,4.9,0,0,0,0,0,0,2,0.0,2,1,0,1,2,2,2,0,Matches
Leon Opitz,de GER,"FW,DF",Werder Bremen,18-175,2005,0.2,2,2,1,1,0,2,3,66.7,1,0,0,0,0,2,0,0,Matches
Willi Orban,hu HUN,DF,RB Leipzig,30-334,1992,3.0,7,4,2,5,0,4,5,80.0,1,4,1,3,2,9,14,0,Matches
Ivan Ordets,ua UKR,DF,Bochum,31-087,1992,6.0,4,2,0,3,1,1,2,50.0,1,13,7,6,13,17,27,0,Matches
Patrick Osterhage,de GER,MF,Bochum,23-244,2000,0.6,1,1,0,1,0,0,2,0.0,2,0,0,0,3,4,1,0,Matches
Salih Özcan,tr TUR,MF,Dortmund,25-265,1998,2.1,5,3,4,1,0,2,4,50.0,2,3,0,3,2,7,1,0,Matches
Willian Pacho,ec ECU,DF,Eint Frankfurt,21-352,2001,6.0,14,8,7,7,0,8,8,100.0,0,12,3,9,11,25,20,0,Matches
Gonçalo Paciência,pt POR,FW,Bochum,29-063,1994,0.6,3,1,1,0,2,2,2,100.0,0,0,0,0,0,3,1,0,Matches
Exequiel Palacios,ar ARG,MF,Leverkusen,24-363,1998,4.8,15,9,3,11,1,7,13,53.8,6,4,0,4,12,27,4,1,Matches
Miloš Pantović,rs SRB,MF,Union Berlin,27-088,1996,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Matondo-Merveille Papela,de GER,"DF,MF",Mainz 05,22-258,2001,0.2,0,0,0,0,0,0,0,,0,0,0,0,2,2,0,0,Matches
Leart Paqarada,xk KVX,DF,Köln,28-360,1994,5.8,12,5,6,5,1,5,14,35.7,9,10,3,7,3,15,11,0,Matches
Kevin Paredes,us USA,FW,Wolfsburg,20-149,2003,0.4,3,1,3,0,0,1,1,100.0,0,1,0,1,0,3,0,0,Matches
Felix Passlack,de GER,DF,Bochum,25-127,1998,4.8,10,7,4,5,1,7,13,53.8,6,6,1,5,5,15,10,0,Matches
Jiří Pavlenka,cz CZE,GK,Werder Bremen,31-172,1992,6.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,Matches
Mads Pedersen,dk DEN,DF,Augsburg,27-032,1996,3.9,7,5,3,3,1,2,5,40.0,3,4,1,3,4,11,15,0,Matches
Jordan Pefok,us USA,FW,M'Gladbach,27-160,1996,2.8,0,0,0,0,0,0,0,,0,3,2,1,0,0,6,0,Matches
Jordan Pefok,us USA,FW,Union Berlin,27-160,1996,0.3,0,0,0,0,0,0,0,,0,1,1,0,0,0,0,0,Matches
Jens Petter Hauge,no NOR,"MF,DF",Eint Frankfurt,23-356,1999,0.6,1,1,0,0,1,1,1,100.0,0,0,0,0,0,1,0,0,Matches
Luca Pfeiffer,de GER,FW,Darmstadt 98,27-044,1996,4.2,2,1,0,1,1,1,3,33.3,2,2,1,1,1,3,4,0,Matches
Patric Pfeiffer,de GER,DF,Augsburg,24-044,1999,2.8,7,3,4,2,1,4,4,100.0,0,4,2,2,4,11,11,0,Matches
Maximilian Philipp,de GER,"MF,FW",Freiburg,29-216,1994,1.2,5,4,4,1,0,1,4,25.0,3,3,0,3,0,5,0,0,Matches
Florian Pick,de GER,"MF,FW",Heidenheim,28-025,1995,1.3,3,3,2,0,1,2,2,100.0,0,1,0,1,1,4,0,0,Matches
Amos Pieper,de GER,DF,Werder Bremen,25-259,1998,6.0,13,10,8,5,0,7,12,58.3,5,12,7,5,8,21,34,1,Matches
Marvin Pieringer,de GER,"MF,FW",Heidenheim,23-364,1999,3.8,3,2,0,2,1,2,6,33.3,4,8,1,7,2,5,2,0,Matches
Alassane Pléa,fr FRA,"MF,FW",M'Gladbach,30-207,1993,4.3,6,4,3,2,1,2,7,28.6,5,2,0,2,0,6,2,0,Matches
Yussuf Poulsen,dk DEN,FW,RB Leipzig,29-110,1994,4.0,2,1,0,1,1,2,5,40.0,3,3,0,3,2,4,3,0,Matches
Grischa Prömel,de GER,MF,Hoffenheim,28-267,1995,5.1,6,4,2,2,2,2,9,22.2,7,6,1,5,1,7,8,0,Matches
Gustavo Puerta,co COL,FW,Leverkusen,20-072,2003,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Grant Ranos,am ARM,"MF,FW",M'Gladbach,20-075,2003,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Nicolai Rapp,de GER,DF,Werder Bremen,26-294,1996,0.1,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,Matches
David Raum,de GER,DF,RB Leipzig,25-164,1998,5.8,14,7,9,5,0,8,17,47.1,9,11,1,10,4,18,17,1,Matches
Rocco Reitz,de GER,MF,M'Gladbach,21-127,2002,3.8,7,4,1,5,1,4,6,66.7,2,7,3,4,0,7,9,0,Matches
Marco Reus,de GER,MF,Dortmund,34-125,1989,2.8,5,3,1,4,0,0,2,0.0,2,2,0,2,1,6,1,0,Matches
Elvis Rexhbeçaj,de GER,MF,Augsburg,25-336,1997,5.6,11,8,3,7,1,7,11,63.6,4,8,1,7,3,14,3,0,Matches
Marco Richter,de GER,MF,Mainz 05,25-313,1997,1.3,2,0,1,0,1,1,1,100.0,0,1,0,1,0,2,0,0,Matches
Clemens Riedel,de GER,DF,Darmstadt 98,20-076,2003,2.1,5,3,5,0,0,3,7,42.9,4,2,0,2,3,8,5,0,Matches
Manuel Riemann,de GER,GK,Bochum,35-024,1988,6.0,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,3,0,Matches
Sebastian Rode,de GER,MF,Eint Frankfurt,32-357,1990,0.3,3,2,0,2,1,2,3,66.7,1,0,0,0,1,4,0,0,Matches
Rogério,br BRA,DF,Wolfsburg,25-263,1998,3.0,2,2,2,0,0,1,2,50.0,1,6,1,5,2,4,6,0,Matches
Merlin Röhl,de GER,MF,Freiburg,21-090,2002,1.9,2,2,1,1,0,1,6,16.7,5,4,1,3,1,3,4,0,Matches
Frank Ronstadt,de GER,DF,Darmstadt 98,26-074,1997,0.2,0,0,0,0,0,0,1,0.0,1,1,0,1,1,1,1,0,Matches
Anthony Rouault,fr FRA,DF,Stuttgart,22-127,2001,1.0,1,1,1,0,0,1,1,100.0,0,2,2,0,0,1,6,0,Matches
Jérôme Roussillon,fr FRA,DF,Union Berlin,30-270,1993,1.2,2,0,2,0,0,0,0,,0,3,1,2,1,3,2,0,Matches
Julian Ryerson,no NOR,DF,Dortmund,25-320,1997,3.9,8,7,5,3,0,6,9,66.7,3,9,2,7,2,10,4,1,Matches
Frederik Rønnow,dk DEN,GK,Union Berlin,31-060,1992,6.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,Matches
Marcel Sabitzer,at AUT,MF,Dortmund,29-200,1994,3.7,9,7,5,4,0,5,8,62.5,3,7,4,3,1,10,4,0,Matches
Roland Sallai,hu HUN,"DF,FW",Freiburg,26-134,1997,5.1,4,2,2,0,2,2,7,28.6,5,7,1,6,3,7,11,0,Matches
Diadie Samassékou,ml MLI,MF,Hoffenheim,27-265,1996,0.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,Matches
Leroy Sané,de GER,FW,Bayern Munich,27-265,1996,5.8,4,2,2,0,2,2,5,40.0,3,1,0,1,0,4,2,0,Matches
Amin Sarr,se SWE,FW,Wolfsburg,22-206,2001,0.5,0,0,0,0,0,0,0,,0,1,1,0,0,0,0,0,Matches
Joe Scally,us USA,DF,M'Gladbach,20-276,2002,4.5,11,7,3,6,2,5,7,71.4,2,9,5,4,1,12,16,0,Matches
Stefan Schimmer,de GER,"FW,DF",Heidenheim,29-158,1994,0.1,0,0,0,0,0,0,2,0.0,2,1,0,1,1,1,2,0,Matches
Xaver Schlager,at AUT,MF,RB Leipzig,26-005,1997,5.9,24,14,10,13,1,8,20,40.0,12,7,1,6,4,28,6,0,Matches
Keven Schlotterbeck,de GER,"MF,DF",Bochum,26-158,1997,0.1,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,Matches
Nico Schlotterbeck,de GER,DF,Dortmund,23-306,1999,5.0,8,6,6,2,0,3,7,42.9,4,5,1,4,6,14,20,1,Matches
Romano Schmid,at AUT,MF,Werder Bremen,23-249,2000,5.0,9,4,2,6,1,5,9,55.6,4,6,0,6,0,9,7,0,Matches
Kenneth Schmidt,de GER,DF,Freiburg,21-122,2002,0.7,2,2,2,0,0,2,4,50.0,2,1,0,1,0,2,1,0,Matches
Benno Schmitz,de GER,DF,Köln,28-320,1994,4.5,9,4,7,2,0,6,12,50.0,6,6,1,5,2,11,8,0,Matches
Fabian Schnellhardt,de GER,"MF,DF",Darmstadt 98,29-264,1994,0.5,1,0,0,1,0,1,2,50.0,1,0,0,0,1,2,4,0,Matches
Jan Schöppner,de GER,MF,Heidenheim,24-113,1999,0.1,1,0,1,0,0,1,1,100.0,0,0,0,0,1,2,3,0,Matches
Marcel Schuhen,de GER,GK,Darmstadt 98,30-263,1993,6.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
Marvin Schwäbe,de GER,GK,Köln,28-161,1995,6.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,Matches
Nicolas Seiwald,at AUT,MF,RB Leipzig,22-152,2001,1.1,9,5,6,2,1,4,5,80.0,1,4,1,3,1,10,0,0,Matches
Davie Selke,de GER,FW,Köln,28-256,1995,3.9,2,1,1,1,0,0,1,0.0,1,1,1,0,0,2,5,0,Matches
Benjamin Šeško,si SVN,FW,RB Leipzig,20-125,2003,1.6,4,1,1,3,0,1,1,100.0,0,4,1,3,0,4,2,0,Matches
Kevin Sessa,de GER,"MF,FW",Heidenheim,23-089,2000,0.7,0,0,0,0,0,0,1,0.0,1,3,0,3,0,0,0,0,Matches
Aaron Seydel,de GER,"MF,FW",Darmstadt 98,27-238,1996,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Tim Siersleben,de GER,DF,Heidenheim,23-208,2000,6.0,19,7,14,5,0,6,13,46.2,7,10,7,3,14,33,20,1,Matches
Kiliann Sildillia,fr FRA,DF,Freiburg,21-140,2002,3.5,9,5,7,2,0,6,7,85.7,1,4,2,2,2,11,9,0,Matches
Mohamed Simakan,fr FRA,DF,RB Leipzig,23-153,2000,5.7,17,12,12,5,0,10,15,66.7,5,4,1,3,7,24,20,0,Matches
Xavi Simons,nl NED,MF,RB Leipzig,20-165,2003,5.3,4,2,2,2,0,3,6,50.0,3,8,0,8,1,5,0,0,Matches
Tim Skarke,de GER,"FW,MF",Darmstadt 98,27-026,1996,2.7,2,2,2,0,0,1,4,25.0,3,1,0,1,1,3,0,0,Matches
Ellyes Skhiri,tn TUN,MF,Eint Frankfurt,28-146,1995,6.0,4,3,2,1,1,1,8,12.5,7,14,2,12,8,12,15,1,Matches
Robert Skov,dk DEN,"DF,MF",Hoffenheim,27-136,1996,3.2,3,3,1,2,0,2,6,33.3,4,4,1,3,4,7,7,1,Matches
Hrvoje Smolčić,hr CRO,DF,Eint Frankfurt,23-047,2000,0.9,1,0,1,0,0,1,2,50.0,1,1,0,1,0,1,7,0,Matches
Danilo Soares,br BRA,DF,Bochum,31-339,1991,0.5,1,1,1,0,0,1,1,100.0,0,3,0,3,0,1,1,0,Matches
Borna Sosa,hr CRO,"FW,DF",Stuttgart,25-255,1998,0.5,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Matches
Anton Stach,de GER,MF,Hoffenheim,24-322,1998,2.4,7,5,4,2,1,6,8,75.0,2,3,2,1,11,18,5,0,Matches
Anton Stach,de GER,MF,Mainz 05,24-322,1998,1.9,3,0,2,0,1,2,4,50.0,2,5,0,5,2,5,5,0,Matches
Jens Stage,dk DEN,MF,Werder Bremen,26-329,1996,5.6,6,3,1,4,1,2,9,22.2,7,4,2,2,3,9,4,0,Matches
Josip Stanišić,hr CRO,DF,Leverkusen,23-184,2000,0.4,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,Matches
Niklas Stark,de GER,DF,Werder Bremen,28-172,1995,4.0,13,6,5,7,1,4,6,66.7,2,5,5,0,3,16,24,1,Matches
Pascal Stenzel,de GER,DF,Stuttgart,27-197,1996,5.1,10,6,3,6,1,7,14,50.0,7,6,2,4,4,14,16,0,Matches
Angelo Stiller,de GER,MF,Hoffenheim,22-182,2001,0.9,0,0,0,0,0,0,1,0.0,1,2,0,2,0,0,3,0,Matches
Angelo Stiller,de GER,MF,Stuttgart,22-182,2001,4.0,9,5,3,5,1,6,9,66.7,3,0,0,0,4,13,3,0,Matches
Kevin Stöger,at AUT,MF,Bochum,30-037,1993,5.1,7,4,3,3,1,7,17,41.2,10,3,0,3,3,10,2,0,Matches
Filip Stojilković,ch SUI,"FW,MF",Darmstadt 98,23-272,2000,1.5,1,1,0,0,1,0,0,,0,0,0,0,0,1,1,0,Matches
Niklas Süle,de GER,DF,Dortmund,28-030,1995,2.6,0,0,0,0,0,0,0,,0,8,4,4,3,3,9,0,Matches
Mattias Svanberg,se SWE,MF,Wolfsburg,24-271,1999,5.5,15,8,4,9,2,3,13,23.1,10,5,0,5,7,22,7,0,Matches
Attila Szalai,hu HUN,DF,Hoffenheim,25-256,1998,1.5,1,0,1,0,0,0,3,0.0,3,2,1,1,0,1,4,0,Matches
Jonathan Tah,de GER,DF,Leverkusen,27-234,1996,5.8,7,4,5,2,0,3,6,50.0,3,11,9,2,3,10,26,0,Matches
Edmond Tapsoba,bf BFA,DF,Leverkusen,24-243,1999,6.0,8,7,3,4,1,2,3,66.7,1,3,1,2,3,11,17,0,Matches
Mathys Tel,fr FRA,"FW,MF",Bayern Munich,18-159,2005,1.4,2,0,0,1,1,0,0,,0,1,0,1,2,4,1,0,Matches
Nathan Tella,eng ENG,DF,Leverkusen,24-090,1999,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Norman Theuerkauf,de GER,"MF,DF",Heidenheim,36-252,1987,3.6,3,3,3,0,0,2,4,50.0,2,1,0,1,8,11,4,0,Matches
Denis Thomalla,de GER,"MF,FW",Heidenheim,31-048,1992,2.4,5,3,2,3,0,4,7,57.1,3,1,0,1,1,6,5,0,Matches
Phillip Tietz,de GER,FW,Augsburg,26-086,1997,3.2,4,1,3,1,0,1,3,33.3,2,2,0,2,0,4,3,0,Matches
Steffen Tigges,de GER,FW,Köln,25-064,1998,1.8,1,0,0,0,1,0,0,,0,0,0,0,1,2,2,0,Matches
Tiago Tomás,pt POR,"FW,MF",Wolfsburg,21-109,2002,3.0,2,0,1,0,1,1,4,25.0,3,5,0,5,1,3,3,0,Matches
Lucas Tousart,fr FRA,MF,Union Berlin,26-157,1997,2.0,3,2,1,1,1,2,2,100.0,0,2,2,0,2,5,2,0,Matches
Omar Traoré,de GER,DF,Heidenheim,25-241,1998,5.6,8,3,7,1,0,1,4,25.0,3,7,1,6,8,16,10,0,Matches
Kevin Trapp,de GER,GK,Eint Frankfurt,33-087,1990,6.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,3,1,Matches
Christopher Trimmel,at AUT,"DF,MF",Union Berlin,36-221,1987,3.0,1,1,0,1,0,0,1,0.0,1,3,1,2,6,7,10,0,Matches
Tuta,br BRA,DF,Eint Frankfurt,24-091,1999,4.6,11,7,6,5,0,9,11,81.8,2,2,2,0,3,14,19,0,Matches
Lukas Ullrich,de GER,DF,M'Gladbach,19-201,2004,0.2,1,0,1,0,0,1,3,33.3,2,0,0,0,0,1,1,0,Matches
Sven Ulreich,de GER,GK,Bayern Munich,35-061,1988,6.0,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,3,2,Matches
Deniz Undav,de GER,"MF,FW",Stuttgart,27-076,1996,0.5,1,0,1,0,0,0,1,0.0,1,0,0,0,0,1,0,0,Matches
Dayot Upamecano,fr FRA,DF,Bayern Munich,24-341,1998,5.5,8,4,7,1,0,6,10,60.0,4,3,0,3,2,10,16,0,Matches
Ruben Vargas,ch SUI,MF,Augsburg,25-059,1998,4.8,3,1,0,2,1,1,4,25.0,3,6,1,5,1,4,5,0,Matches
Miloš Veljković,rs SRB,DF,Werder Bremen,28-007,1995,3.5,6,4,3,3,0,3,5,60.0,2,4,3,1,0,6,8,0,Matches
