index,ID,Name,Born,Position,Value,Squad,Zustand,Einsätze,Spieltagspunkte,Punkteschnitt,Punktetotal,nationality,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,cards_yellow,cards_red,xg,npxg,xg_assist,npxg_xg_assist,progressive_carries,progressive_passes_received,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,gk_goals_against,gk_pens_allowed,gk_psnpxg_per_shot_on_target_against,gk_psxg_net,gk_passes_pct_launched,gk_pct_passes_launched,gk_passes_length_avg,gk_pct_goal_kicks_launched,gk_crosses_stopped_pct,gk_avg_distance_def_actions,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,npxg_per_shot,xg_net,npxg_net,passes_pct,passes_pct_short,passes_pct_medium,passes_pct_long,xg_assist_net,sca_per90,gca_per90,challenges,challenge_tackles_pct,blocks,blocked_shots,interceptions,clearances,errors,take_ons_won_pct,take_ons_tackled_pct,carries_distance,carries_progressive_distance,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received
582,2533,Lukas Daschner,1998,Mittelfeldspieler,559.846,VfL Bochum,Fit,2,15.0,"-0,50",-1,de GER,0.0,113.0,1.3,0.0,1.0,1.0,0.0,0.0,0.0,0.3,0.3,0.8,1.1,1.0,9.0,0.0,0.8,0.8,0.0,0.8,0.24,0.61,0.86,0.24,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.19,0.0,0.0,0.08,-0.3,-0.3,65.5,75.0,60.0,0.0,0.2,4.78,0.8,1.0,0.0,1.0,0.0,0.0,1.0,0.0,40.0,40.0,172.0,42.0,1.0,1.0,1.0,3.0,35.0
583,2561,Moritz-Broni Kwarteng,1998,Mittelfeldspieler,750.338,VfL Bochum,Fit,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
584,2539,Christopher Antwi-Adjei,1994,Mittelfeldspieler,2.174.842,VfL Bochum,Fit,3,-4.0,"10,00",30,gh GHA,2.0,304.0,3.4,0.0,0.0,0.0,0.0,1.0,0.0,0.6,0.6,0.7,1.3,12.0,36.0,0.0,0.0,0.0,0.0,0.0,0.17,0.22,0.39,0.17,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,3.55,0.89,0.0,0.05,-0.6,-0.6,65.0,88.2,56.4,42.1,-0.7,2.36,0.3,4.0,25.0,3.0,1.0,0.0,3.0,1.0,0.0,80.0,597.0,316.0,5.0,3.0,3.0,4.0,99.0
585,46,Philipp Hofmann,1993,Stürmer,4.691.213,VfL Bochum,Fit,3,79.0,"44,67",134,de GER,5.0,380.0,4.2,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.7,1.7,1.0,24.0,0.0,0.24,0.24,0.0,0.24,0.24,0.16,0.4,0.24,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.3,1.66,0.24,0.0,0.14,-1.0,-1.0,61.3,67.7,39.3,100.0,0.3,2.61,0.24,1.0,100.0,0.0,0.0,1.0,1.0,0.0,33.3,66.7,155.0,31.0,0.0,0.0,9.0,1.0,106.0
586,2079,Takuma Asano,1994,Stürmer,8.104.664,VfL Bochum,Fit,3,250.0,"102,00",306,jp JPN,6.0,408.0,4.5,2.0,0.0,2.0,2.0,0.0,0.0,1.4,1.4,0.2,1.6,11.0,28.0,0.44,0.0,0.44,0.44,0.44,0.31,0.04,0.35,0.31,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.5,2.87,1.76,0.15,0.11,0.6,0.6,65.8,80.6,75.0,40.0,-0.2,3.53,0.0,5.0,20.0,2.0,0.0,1.0,1.0,0.0,54.5,45.5,601.0,272.0,6.0,5.0,13.0,4.0,84.0
587,4392,Lys Mousset,1996,Stürmer,500.000,VfL Bochum,Verletzung,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
588,2287,Gonçalo Paciência,1994,Stürmer,1.874.033,VfL Bochum,Fit,0,0.0,0,0,pt POR,0.0,51.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.3,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.34,0.12,0.46,0.34,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,7.06,1.76,0.0,0.05,-0.2,-0.2,50.0,100.0,0.0,50.0,-0.1,5.29,0.0,2.0,100.0,0.0,0.0,0.0,1.0,0.0,100.0,0.0,25.0,17.0,0.0,0.0,4.0,1.0,21.0
589,2883,Moritz Broschinski,2000,Stürmer,500.000,VfL Bochum,Fit,3,-9.0,"-9,67",-29,de GER,0.0,68.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.7,100.0,33.3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,0.0,0.0,1.0,1.0,5.0
590,2727,Tomás Koubek,1992,Torhüter,500.000,FC Augsburg,Fit,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
591,2195,Finn Dahmen,1998,Torhüter,9.524.677,FC Augsburg,Fit,3,130.0,"81,33",244,de GER,6.0,540.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,3.0,0.28,-3.0,32.4,22.3,29.3,47.8,11.4,14.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.6,100.0,99.3,50.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1273.0,840.0,0.0,0.0,0.0,0.0,199.0
592,6187,Marcel Łubik,2004,Torhüter,500.000,FC Augsburg,Fit,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
593,1811,Jeffrey Gouweleeuw,1991,Abwehrspieler,7.247.870,FC Augsburg,Fit,0,0.0,0,0,nl NED,2.0,225.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.3,1.2,0.4,0.0,0.05,-0.2,-0.2,80.0,100.0,88.5,50.0,0.0,0.4,0.0,1.0,100.0,7.0,4.0,6.0,12.0,0.0,100.0,0.0,646.0,327.0,0.0,0.0,1.0,0.0,125.0
594,2065,Felix Uduokhai,1997,Abwehrspieler,7.037.847,FC Augsburg,Fit,3,100.0,"46,33",139,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
595,2047,Reece Oxford,1998,Abwehrspieler,500.000,FC Augsburg,Verletzung,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
596,2582,Maximilian Bauer,2000,Abwehrspieler,6.713.506,FC Augsburg,Fit,3,91.0,"101,67",305,de GER,4.0,379.0,4.2,1.0,0.0,1.0,1.0,0.0,0.0,0.9,0.9,0.0,0.9,0.0,0.0,0.24,0.0,0.24,0.24,0.24,0.22,0.0,0.22,0.22,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.47,0.24,0.5,0.46,0.1,0.1,84.8,91.9,91.7,44.8,0.0,0.47,0.0,7.0,14.3,5.0,4.0,6.0,17.0,1.0,0.0,0.0,806.0,466.0,0.0,0.0,0.0,0.0,179.0
597,2572,Patric Pfeiffer,1999,Abwehrspieler,8.079.079,FC Augsburg,Fit,0,0.0,0,0,de GER,3.0,251.0,2.8,0.0,1.0,1.0,0.0,0.0,0.0,0.1,0.1,0.6,0.7,1.0,1.0,0.0,0.36,0.36,0.0,0.36,0.05,0.2,0.25,0.05,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.79,0.0,0.0,0.03,-0.1,-0.1,70.4,89.2,76.6,46.4,0.4,0.72,0.36,4.0,100.0,4.0,2.0,4.0,11.0,0.0,0.0,100.0,283.0,150.0,0.0,0.0,3.0,0.0,96.0
598,7303,Japhet Tanganga,1999,Abwehrspieler,2.543.149,FC Augsburg,Aufbautraining,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
599,3025,Frederik Winther,2001,Abwehrspieler,500.000,FC Augsburg,Fit,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
600,2651,Mads Pedersen,1996,Abwehrspieler,4.231.330,FC Augsburg,Fit,3,19.0,"61,00",183,dk DEN,4.0,349.0,3.9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.02,0.0,0.0,75.0,87.7,78.0,59.1,0.0,1.81,0.0,5.0,40.0,4.0,1.0,4.0,15.0,0.0,66.7,16.7,629.0,343.0,8.0,0.0,3.0,2.0,92.0
601,2662,Iago,1997,Abwehrspieler,5.013.906,FC Augsburg,Fit,0,0.0,0,0,br BRA,2.0,191.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,88.9,76.0,54.5,0.0,0.94,0.47,5.0,40.0,3.0,0.0,1.0,5.0,0.0,60.0,20.0,242.0,103.0,1.0,0.0,4.0,1.0,42.0
602,3070,Aaron Zehnter,2004,Abwehrspieler,500.000,FC Augsburg,Fit,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
603,4581,David Čolina,2000,Abwehrspieler,500.000,FC Augsburg,Fit,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
604,668,Raphael Framberger,1995,Abwehrspieler,500.000,FC Augsburg,Verletzung,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
605,2639,Kevin Mbabu,1995,Abwehrspieler,4.992.981,FC Augsburg,Fit,0,0.0,0,0,ch SUI,3.0,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.02,0.08,0.1,0.02,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.05,0.0,0.0,60.2,71.8,62.0,45.5,-0.3,2.67,0.33,5.0,80.0,2.0,1.0,1.0,1.0,0.0,50.0,42.9,524.0,249.0,9.0,2.0,10.0,7.0,68.0
606,2885,Robert Gumny,1998,Abwehrspieler,4.417.631,FC Augsburg,Fit,2,54.0,"25,00",50,pl POL,0.0,21.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.11,0.85,0.73,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,4.29,4.29,0.0,0.17,-0.2,-0.2,63.6,100.0,50.0,100.0,0.0,8.57,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,66.7,33.3,36.0,8.0,1.0,0.0,1.0,0.0,6.0
607,1929,Niklas Dorsch,1998,Mittelfeldspieler,5.498.419,FC Augsburg,Fit,3,49.0,"43,67",131,de GER,4.0,315.0,3.5,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.0,0.1,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.0,0.0,0.02,-0.1,-0.1,86.1,94.2,89.2,54.5,0.0,0.86,0.29,8.0,25.0,4.0,4.0,3.0,5.0,0.0,50.0,50.0,475.0,154.0,0.0,0.0,1.0,3.0,126.0
608,3329,Tim Breithaupt,2002,Mittelfeldspieler,621.620,FC Augsburg,Fit,3,14.0,"1,00",3,de GER,1.0,136.0,1.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.4,84.6,81.0,33.3,0.0,2.0,0.67,3.0,100.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,88.0,31.0,1.0,0.0,2.0,1.0,32.0
609,2005,Arne Maier,1999,Mittelfeldspieler,1.474.780,FC Augsburg,Fit,1,-1.0,"-1,00",-1,de GER,0.0,23.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,100.0,66.7,66.7,0.0,3.75,0.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,4.0
610,2091,Elvis Rexhbeçaj,1997,Mittelfeldspieler,8.124.136,FC Augsburg,Fit,3,25.0,"78,67",236,de GER,6.0,500.0,5.6,1.0,0.0,1.0,1.0,2.0,0.0,0.2,0.2,0.2,0.4,2.0,6.0,0.18,0.0,0.18,0.18,0.18,0.03,0.04,0.07,0.03,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.3,1.26,0.18,0.14,0.02,0.8,0.8,76.0,85.5,76.4,61.1,-0.2,1.62,0.0,11.0,63.6,8.0,1.0,3.0,3.0,0.0,28.6,71.4,531.0,258.0,5.0,0.0,13.0,3.0,125.0
611,4555,Arne Engels,2003,Mittelfeldspieler,4.231.140,FC Augsburg,Rote Karte,3,29.0,"35,00",105,be BEL,4.0,356.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3,0.3,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.01,0.07,0.08,0.01,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.25,0.25,0.0,0.03,0.0,0.0,62.3,86.3,69.7,35.0,-0.3,3.54,0.76,7.0,42.9,6.0,0.0,4.0,2.0,0.0,66.7,33.3,340.0,142.0,3.0,0.0,3.0,1.0,106.0
612,2263,Fredrik Jensen,1997,Mittelfeldspieler,500.000,FC Augsburg,Fit,2,30.0,"17,50",35,fi FIN,0.0,54.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.5,0.54,0.04,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,0.0,0.0,0.03,0.0,0.0,46.7,33.3,50.0,60.0,-0.3,5.0,0.0,3.0,33.3,1.0,1.0,0.0,1.0,0.0,0.0,0.0,60.0,40.0,0.0,0.0,3.0,1.0,12.0
613,4654,Mert Kömür,2005,Mittelfeldspieler,500.000,FC Augsburg,Fit,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
614,2494,Masaya Okugawa,1996,Mittelfeldspieler,3.309.193,FC Augsburg,Aufbautraining,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
615,2664,Ruben Vargas,1998,Mittelfeldspieler,7.251.938,FC Augsburg,Fit,3,25.0,"47,67",143,ch SUI,6.0,433.0,4.8,1.0,0.0,1.0,1.0,0.0,0.0,0.6,0.6,0.7,1.3,9.0,31.0,0.21,0.0,0.21,0.21,0.21,0.11,0.15,0.26,0.11,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.3,1.87,0.62,0.11,0.06,0.4,0.4,64.6,78.0,67.8,35.3,-0.7,3.74,0.0,4.0,25.0,6.0,1.0,1.0,5.0,0.0,40.0,60.0,652.0,249.0,5.0,1.0,15.0,7.0,125.0
616,4630,Nathanaël Mbuku,2002,Mittelfeldspieler,500.000,FC Augsburg,Fit,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
617,168,Sven Michel,1990,Stürmer,6.799.245,FC Augsburg,Fit,2,0.0,"84,00",168,de GER,2.0,195.0,2.2,1.0,1.0,2.0,0.0,1.0,0.0,0.9,0.1,0.2,0.3,0.0,12.0,0.46,0.46,0.92,0.0,0.46,0.41,0.08,0.48,0.04,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.7,1.38,0.92,0.0,0.03,0.1,-0.1,65.3,75.0,75.0,50.0,0.8,2.77,0.46,2.0,0.0,0.0,0.0,0.0,1.0,0.0,42.9,57.1,179.0,53.0,2.0,0.0,6.0,5.0,50.0
618,2030,Phillip Tietz,1997,Stürmer,4.755.952,FC Augsburg,Fit,3,78.0,"49,67",149,de GER,3.0,289.0,3.2,0.0,1.0,1.0,0.0,0.0,0.0,0.6,0.6,0.8,1.4,3.0,18.0,0.0,0.31,0.31,0.0,0.31,0.2,0.23,0.43,0.2,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.6,2.18,0.62,0.0,0.09,-0.6,-0.6,53.4,57.9,63.6,40.0,0.2,4.05,0.62,3.0,33.3,2.0,0.0,0.0,3.0,0.0,55.6,44.4,258.0,111.0,2.0,1.0,6.0,6.0,74.0
619,4586,Irvin Cardona,1997,Stürmer,500.000,FC Augsburg,Fit,0,0.0,0,0,fr FRA,0.0,38.0,0.4,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.2,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.36,0.36,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.37,0.0,0.0,0.15,-0.2,-0.2,50.0,100.0,25.0,0.0,0.0,0.0,0.0,2.0,50.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,28.0,23.0,1.0,1.0,1.0,0.0,4.0
620,2854,Ermedin Demirović,1998,Stürmer,18.562.608,FC Augsburg,Fit,3,219.0,"143,00",429,ba BIH,6.0,518.0,5.8,3.0,3.0,6.0,3.0,0.0,0.0,3.1,3.1,1.7,4.8,5.0,28.0,0.52,0.52,1.04,0.52,1.04,0.54,0.29,0.84,0.54,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.8,2.78,1.22,0.19,0.2,-0.1,-0.1,58.1,63.5,68.6,62.5,1.3,3.13,0.52,8.0,12.5,3.0,0.0,3.0,6.0,0.0,50.0,50.0,529.0,208.0,4.0,2.0,13.0,8.0,107.0
621,4580,Dion Beljo,2002,Stürmer,6.606.033,FC Augsburg,Fit,3,127.0,"74,33",223,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
622,1581,Alexander Nübel,1996,Torhüter,18.420.534,VfB Stuttgart,Fit,3,236.0,"167,00",501,de GER,6.0,540.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.25,0.5,62.0,18.2,27.4,46.2,15.7,15.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.1,100.0,97.4,72.9,0.0,0.33,0.17,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,693.0,401.0,0.0,0.0,0.0,0.0,124.0
