index,ID,Name,Born,Position,Value,Squad,Zustand,Einsätze,Spieltagspunkte,Punkteschnitt,Punktetotal,nationality,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,cards_yellow,cards_red,xg,npxg,xg_assist,npxg_xg_assist,progressive_carries,progressive_passes_received,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,gk_goals_against,gk_pens_allowed,gk_psnpxg_per_shot_on_target_against,gk_psxg_net,gk_passes_pct_launched,gk_pct_passes_launched,gk_passes_length_avg,gk_pct_goal_kicks_launched,gk_crosses_stopped_pct,gk_avg_distance_def_actions,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,npxg_per_shot,xg_net,npxg_net,passes_pct,passes_pct_short,passes_pct_medium,passes_pct_long,xg_assist_net,sca_per90,gca_per90,challenges,challenge_tackles_pct,blocks,blocked_shots,interceptions,clearances,errors,take_ons_won_pct,take_ons_tackled_pct,carries_distance,carries_progressive_distance,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received
256,3017,Noah Weißhaupt,2001,Mittelfeldspieler,3.837.808,SC Freiburg,Fit,3,-14.0,"46,00",138,de GER,0.0,44.0,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.1,0.1,0.4,0.4,5.0,8.0,0.0,2.05,2.05,0.0,2.05,0.18,0.75,0.93,0.18,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.05,0.0,0.0,0.09,-0.1,-0.1,70.4,100.0,75.0,40.0,0.6,12.56,2.09,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,100.0,345.0,150.0,3.0,1.0,5.0,0.0,27.0
257,2343,Roland Sallai,1997,Mittelfeldspieler,13.242.923,SC Freiburg,Fit,3,-21.0,"107,33",322,hu HUN,6.0,456.0,5.1,1.0,0.0,1.0,1.0,0.0,0.0,1.9,1.9,0.6,2.5,14.0,34.0,0.2,0.0,0.2,0.2,0.2,0.37,0.13,0.5,0.37,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.2,3.36,1.38,0.06,0.12,-0.9,-0.9,66.0,88.1,65.4,31.3,-0.6,3.55,0.39,7.0,28.6,7.0,1.0,3.0,11.0,0.0,45.5,36.4,739.0,395.0,11.0,8.0,8.0,3.0,152.0
258,2887,Ritsu Doan,1998,Mittelfeldspieler,12.734.545,SC Freiburg,Fit,3,17.0,"45,00",135,jp JPN,4.0,351.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.9,14.0,26.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.24,0.12,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.7,1.54,1.03,0.0,0.08,-0.5,-0.5,68.1,83.3,67.9,33.3,-0.5,3.86,0.0,4.0,50.0,8.0,1.0,2.0,1.0,0.0,45.5,50.0,587.0,314.0,4.0,4.0,10.0,6.0,103.0
259,493,Michael Gregoritsch,1994,Stürmer,15.241.122,SC Freiburg,Fit,3,13.0,"53,00",159,at AUT,3.0,177.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.4,0.2,1.6,2.0,13.0,0.0,0.0,0.0,0.0,0.0,0.7,0.11,0.81,0.7,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.7,6.1,2.54,0.0,0.12,-1.4,-1.4,55.3,57.7,57.1,33.3,-0.2,4.55,0.51,3.0,0.0,4.0,1.0,0.0,1.0,0.0,33.3,66.7,144.0,76.0,4.0,1.0,6.0,1.0,58.0
260,1226,Maximilian Philipp,1994,Stürmer,5.301.974,SC Freiburg,Fit,2,-15.0,"63,00",126,de GER,0.0,110.0,1.2,1.0,0.0,1.0,1.0,1.0,0.0,0.2,0.2,0.0,0.3,1.0,13.0,0.82,0.0,0.82,0.82,0.82,0.2,0.04,0.23,0.2,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,3.27,0.82,0.25,0.06,0.8,0.8,76.7,94.7,66.7,66.7,0.0,2.43,0.0,4.0,25.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,153.0,38.0,2.0,1.0,2.0,5.0,45.0
261,2176,Lucas Höler,1994,Stürmer,14.527.485,SC Freiburg,Fit,3,-11.0,"63,00",189,de GER,6.0,511.0,5.7,1.0,0.0,1.0,1.0,0.0,0.0,1.2,1.2,0.8,2.0,7.0,28.0,0.18,0.0,0.18,0.18,0.18,0.22,0.15,0.36,0.22,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1.41,0.7,0.13,0.15,-0.2,-0.2,63.8,66.3,67.5,80.0,-0.8,2.48,0.0,4.0,50.0,4.0,1.0,2.0,6.0,0.0,37.5,50.0,456.0,212.0,3.0,1.0,6.0,2.0,164.0
263,6172,Junior Adamu,2001,Stürmer,2.699.759,SC Freiburg,Fit,0,0.0,0,0,at AUT,0.0,38.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,100.0,25.0,0.0,0.0,2.31,0.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,30.0,1.0,0.0,0.0,4.0,1.0,10.0
264,97,Niklas Lomb,1993,Torhüter,500.000,Bayer 04 Leverkusen,Fit,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
265,1761,Lukáš Hrádecký,1989,Torhüter,18.738.947,Bayer 04 Leverkusen,Fit,3,54.0,"120,67",362,fi FIN,6.0,540.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.3,0.8,43.9,24.4,29.3,33.3,13.2,15.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.1,100.0,98.2,63.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,516.0,311.0,1.0,1.0,0.0,0.0,81.0
266,7241,Matěj Kovář,2000,Torhüter,500.000,Bayer 04 Leverkusen,Fit,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
267,173,Jonathan Tah,1996,Abwehrspieler,23.777.478,Bayer 04 Leverkusen,Fit,3,110.0,"197,67",593,de GER,6.0,521.0,5.8,2.0,0.0,2.0,2.0,2.0,0.0,0.4,0.4,0.0,0.4,2.0,0.0,0.35,0.0,0.35,0.35,0.35,0.07,0.0,0.07,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.35,0.35,1.0,0.2,1.6,1.6,95.2,98.8,94.4,85.7,0.0,0.0,0.0,6.0,50.0,11.0,9.0,3.0,26.0,0.0,100.0,0.0,1530.0,904.0,0.0,0.0,6.0,0.0,303.0
268,2783,Edmond Tapsoba,1999,Abwehrspieler,25.905.078,Bayer 04 Leverkusen,Fit,3,166.0,"131,67",395,bf BFA,6.0,539.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7,0.8,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01,0.12,0.13,0.01,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.05,0.0,0.0,90.7,94.5,91.8,73.8,-0.7,2.0,0.5,3.0,66.7,3.0,1.0,3.0,17.0,0.0,77.8,22.2,2486.0,1441.0,7.0,0.0,3.0,2.0,433.0
269,2300,Josip Stanišić,2000,Abwehrspieler,5.207.514,Bayer 04 Leverkusen,Fit,2,50.0,"35,50",71,hr CRO,0.0,33.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.13,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.8,88.9,100.0,100.0,0.0,2.65,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,100.0,110.0,51.0,3.0,0.0,0.0,0.0,20.0
270,3079,Odilon Kossounou,2001,Abwehrspieler,17.394.573,Bayer 04 Leverkusen,Fit,3,119.0,"111,33",334,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
271,3128,Piero Hincapié,2002,Abwehrspieler,8.654.463,Bayer 04 Leverkusen,Fit,0,0.0,0,0,ec ECU,0.0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,35.0,0.0,0.0,0.0,0.0,13.0
274,6173,Alejandro Grimaldo,1995,Abwehrspieler,28.049.499,Bayer 04 Leverkusen,Fit,3,133.0,"118,67",356,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
275,2944,Timothy Fosu-Mensah,1998,Abwehrspieler,500.000,Bayer 04 Leverkusen,Aufbautraining,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
276,2948,Jeremie Frimpong,2000,Abwehrspieler,34.799.031,Bayer 04 Leverkusen,Fit,3,180.0,"170,33",511,nl NED,6.0,462.0,5.1,1.0,3.0,4.0,1.0,1.0,0.0,0.8,0.8,1.3,2.1,31.0,49.0,0.19,0.58,0.78,0.19,0.78,0.16,0.25,0.4,0.16,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.7,1.17,0.78,0.17,0.13,0.2,0.2,76.6,88.5,75.9,70.0,1.7,2.54,0.39,5.0,20.0,11.0,0.0,1.0,2.0,0.0,41.2,41.2,1074.0,646.0,9.0,13.0,6.0,7.0,159.0
277,6174,Arthur,2003,Abwehrspieler,2.642.492,Bayer 04 Leverkusen,Verletzung,2,0.0,"40,00",80,br BRA,0.0,34.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,2.65,2.65,0.0,0.02,0.0,0.0,90.9,100.0,80.0,100.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,125.0,90.0,2.0,0.0,0.0,0.0,16.0
278,573,Granit Xhaka,1992,Mittelfeldspieler,33.184.406,Bayer 04 Leverkusen,Fit,3,192.0,"175,00",525,ch SUI,6.0,517.0,5.7,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.7,0.8,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.02,0.12,0.15,0.02,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.7,0.52,0.0,0.04,-0.1,-0.1,92.0,94.4,95.2,78.9,-0.7,2.96,0.7,8.0,62.5,7.0,1.0,8.0,8.0,0.0,42.9,28.6,1635.0,804.0,14.0,0.0,6.0,1.0,528.0
279,663,Robert Andrich,1994,Mittelfeldspieler,10.641.239,Bayer 04 Leverkusen,Fit,3,62.0,"43,67",131,de GER,1.0,140.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.7,95.7,78.4,100.0,0.0,1.29,0.64,2.0,0.0,4.0,1.0,3.0,5.0,0.0,0.0,0.0,243.0,98.0,3.0,0.0,2.0,2.0,105.0
280,4579,Noah Mbamba,2005,Mittelfeldspieler,4.596.020,Bayer 04 Leverkusen,Fit,1,126.0,"126,00",126,be BEL,0.0,11.0,0.1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.0,0.0,8.18,8.18,0.0,8.18,0.2,4.59,4.8,0.2,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.18,0.0,0.0,0.03,0.0,0.0,94.4,100.0,100.0,0.0,0.4,8.18,8.18,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,100.0,42.0,16.0,2.0,1.0,0.0,1.0,19.0
281,1639,Nadiem Amiri,1996,Mittelfeldspieler,3.032.598,Bayer 04 Leverkusen,Fit,1,0.0,"14,00",14,de GER,0.0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,66.7,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,67.0,47.0,0.0,0.0,2.0,0.0,4.0
282,2766,Exequiel Palacios,1998,Mittelfeldspieler,25.259.165,Bayer 04 Leverkusen,Fit,3,226.0,"165,33",496,ar ARG,5.0,428.0,4.8,2.0,2.0,4.0,1.0,2.0,0.0,1.0,0.2,1.2,1.4,4.0,20.0,0.42,0.42,0.84,0.21,0.63,0.22,0.25,0.46,0.05,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.3,0.63,0.21,0.33,0.08,1.0,0.8,90.9,93.3,92.9,81.3,0.8,3.36,0.63,13.0,53.8,4.0,0.0,12.0,4.0,1.0,100.0,0.0,955.0,418.0,7.0,0.0,8.0,3.0,412.0
283,4633,Gustavo Puerta,2003,Mittelfeldspieler,2.848.898,Bayer 04 Leverkusen,Fit,1,0.0,"19,00",19,co COL,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.7,0.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,3.0
284,2795,Florian Wirtz,2003,Mittelfeldspieler,43.870.038,Bayer 04 Leverkusen,Fit,3,211.0,"210,33",631,de GER,6.0,465.0,5.2,1.0,2.0,3.0,1.0,1.0,0.0,1.1,1.1,2.2,3.3,18.0,53.0,0.19,0.39,0.58,0.19,0.58,0.21,0.42,0.63,0.21,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.6,1.74,0.97,0.11,0.12,-0.1,-0.1,81.9,87.4,85.3,83.3,-0.2,6.58,0.97,6.0,50.0,5.0,0.0,0.0,1.0,0.0,53.8,42.3,1315.0,656.0,22.0,2.0,18.0,19.0,319.0
286,3471,Adam Hložek,2002,Mittelfeldspieler,6.822.306,Bayer 04 Leverkusen,Fit,0,0.0,0,0,cz CZE,0.0,42.0,0.5,1.0,0.0,1.0,1.0,0.0,0.0,0.9,0.9,0.1,1.0,4.0,5.0,2.14,0.0,2.14,2.14,2.14,1.89,0.18,2.07,1.89,2.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,4.29,4.29,0.5,0.44,0.1,0.1,68.2,100.0,37.5,100.0,-0.1,4.29,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,50.0,50.0,106.0,80.0,1.0,2.0,0.0,2.0,24.0
287,3132,Amine Adli,2000,Mittelfeldspieler,10.075.672,Bayer 04 Leverkusen,Fit,0,0.0,0,0,ma MAR,0.0,56.0,0.6,1.0,1.0,2.0,1.0,0.0,0.0,0.1,0.1,0.3,0.4,3.0,12.0,1.61,1.61,3.21,1.61,3.21,0.13,0.45,0.58,0.13,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,3.21,1.61,0.5,0.04,0.9,0.9,77.5,85.2,77.8,50.0,0.7,9.64,1.61,1.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,181.0,118.0,2.0,1.0,2.0,0.0,40.0
288,78,Jonas Hofmann,1992,Mittelfeldspieler,40.664.958,Bayer 04 Leverkusen,Fit,3,247.0,"227,67",683,de GER,6.0,524.0,5.8,3.0,2.0,5.0,3.0,1.0,0.0,1.8,1.8,1.5,3.2,19.0,49.0,0.52,0.34,0.86,0.52,0.86,0.31,0.25,0.56,0.31,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.3,2.75,1.55,0.19,0.11,1.2,1.2,82.2,92.9,83.9,47.4,0.5,4.66,0.86,8.0,50.0,4.0,0.0,3.0,1.0,0.0,25.0,75.0,1071.0,542.0,14.0,3.0,11.0,3.0,322.0
289,7269,Nathan Tella,1999,Mittelfeldspieler,4.473.387,Bayer 04 Leverkusen,Fit,1,41.0,"41,00",41,eng ENG,0.0,31.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.19,0.19,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,2.9,2.9,0.0,0.07,-0.1,-0.1,88.9,90.9,100.0,0.0,0.0,5.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,78.0,35.0,1.0,0.0,1.0,1.0,17.0
290,2746,Patrik Schick,1996,Stürmer,6.590.100,Bayer 04 Leverkusen,Aufbautraining,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
291,6745,Victor Boniface,2000,Stürmer,34.177.857,Bayer 04 Leverkusen,Fit,3,357.0,"259,00",777,ng NGA,6.0,517.0,5.7,6.0,2.0,8.0,5.0,2.0,0.0,6.3,5.6,0.9,6.5,19.0,58.0,1.04,0.35,1.39,0.87,1.22,1.11,0.16,1.27,0.97,1.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.8,6.62,2.44,0.13,0.15,-0.3,-0.6,70.8,82.5,83.9,66.7,1.1,3.66,1.04,0.0,0.0,0.0,0.0,0.0,2.0,0.0,55.9,35.3,819.0,368.0,10.0,11.0,24.0,11.0,193.0
292,429,Kevin Trapp,1990,Torhüter,14.761.294,Eintracht Frankfurt,Fit,3,36.0,"60,67",182,de GER,6.0,540.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.18,2.4,22.4,32.8,31.5,34.0,3.8,16.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.6,100.0,97.7,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,637.0,385.0,0.0,0.0,0.0,0.0,114.0
293,357,Jens Grahl,1988,Torhüter,500.000,Eintracht Frankfurt,Fit,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
294,4546,Simon Simoni,2004,Torhüter,500.000,Eintracht Frankfurt,Verletzung,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
296,285,Makoto Hasebe,1984,Abwehrspieler,1.916.104,Eintracht Frankfurt,Fit,1,0.0,"56,00",56,jp JPN,0.0,26.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,100.0,100.0,75.0,0.0,3.46,0.0,1.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,71.0,37.0,0.0,0.0,0.0,0.0,14.0
297,2144,Robin Koch,1996,Abwehrspieler,16.817.594,Eintracht Frankfurt,Fit,3,69.0,"86,00",258,de GER,6.0,540.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,0.0,0.2,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.17,-0.2,-0.2,86.6,90.1,93.2,54.0,0.0,0.5,0.0,8.0,75.0,6.0,5.0,5.0,31.0,0.0,0.0,100.0,1673.0,1013.0,3.0,0.0,2.0,0.0,379.0
298,2378,Tuta,1999,Abwehrspieler,16.336.976,Eintracht Frankfurt,Fit,2,108.0,"103,50",207,br BRA,5.0,414.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.3,0.65,0.22,0.0,0.03,-0.1,-0.1,89.7,90.8,95.7,59.5,0.0,0.43,0.0,11.0,81.8,2.0,2.0,3.0,19.0,0.0,50.0,33.3,1138.0,581.0,1.0,0.0,5.0,1.0,304.0
300,3457,Hrvoje Smolčić,2000,Abwehrspieler,3.199.323,Eintracht Frankfurt,Fit,1,0.0,"64,00",64,hr CRO,1.0,81.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11,0.0,0.0,0.06,-0.1,-0.1,86.6,73.9,95.9,70.0,0.0,0.0,0.0,2.0,50.0,1.0,0.0,0.0,7.0,0.0,100.0,0.0,319.0,175.0,1.0,0.0,1.0,0.0,66.0
302,6184,Willian Pacho,2001,Abwehrspieler,14.565.967,Eintracht Frankfurt,Fit,3,88.0,"97,67",293,ec ECU,6.0,540.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,0.4,0.4,0.0,0.4,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.12,-0.4,-0.4,83.6,85.5,92.2,47.7,0.0,0.67,0.0,8.0,100.0,12.0,3.0,11.0,20.0,0.0,100.0,0.0,1123.0,475.0,2.0,0.0,6.0,1.0,338.0
304,1217,Philipp Max,1993,Abwehrspieler,6.999.220,Eintracht Frankfurt,Fit,3,-8.0,"63,33",190,de GER,3.0,227.0,2.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,7.0,17.0,0.0,0.4,0.4,0.0,0.4,0.01,0.35,0.36,0.01,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.0,0.0,0.01,0.0,0.0,80.4,87.8,82.1,45.5,0.1,2.78,0.4,4.0,75.0,3.0,0.0,0.0,3.0,0.0,100.0,0.0,456.0,204.0,3.0,1.0,1.0,2.0,106.0
