player,nationality,position,team,age,birth_year,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,xg,npxg,xg_assist,npxg_xg_assist,progressive_carries,progressive_passes,progressive_passes_received,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,matches
Jonas Föhrenbach,de GER,DF,Heidenheim,27-334,1996,15,14,"1,269",14.1,0,0,0,0,0,0,1,0,0.3,0.3,0.4,0.7,20,39,41,0.00,0.00,0.00,0.00,0.00,0.02,0.03,0.05,0.02,0.05,Matches
Emil Forsberg,se SWE,"MF,FW",RB Leipzig,32-064,1991,14,5,464,5.2,2,1,3,2,0,1,0,0,1.4,0.6,0.9,1.5,8,22,38,0.39,0.19,0.58,0.39,0.58,0.27,0.17,0.44,0.11,0.28,Matches
Philipp Förster,de GER,"MF,FW",Bochum,28-325,1995,7,1,212,2.4,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4,4,14,11,0.00,0.00,0.00,0.00,0.00,0.06,0.11,0.17,0.06,0.17,Matches
Bartol Franjić,hr CRO,MF,Darmstadt 98,23-346,2000,10,5,537,6.0,0,1,1,0,0,0,2,0,0.0,0.0,0.2,0.2,7,23,6,0.00,0.17,0.17,0.00,0.17,0.00,0.04,0.04,0.00,0.04,Matches
Marco Friedl,at AUT,DF,Werder Bremen,25-285,1998,12,12,"1,027",11.4,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,30,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Marvin Friedrich,de GER,DF,M'Gladbach,28-013,1995,10,5,490,5.4,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.3,1,13,2,0.00,0.00,0.00,0.00,0.00,0.05,0.01,0.06,0.05,0.06,Matches
Jeremie Frimpong,nl NED,DF,Leverkusen,23-016,2000,16,16,"1,314",14.6,5,6,11,5,0,0,3,0,4.0,4.0,3.6,7.6,89,28,193,0.34,0.41,0.75,0.34,0.75,0.27,0.25,0.52,0.27,0.52,Matches
Chris Führich,de GER,"FW,MF",Stuttgart,25-351,1998,16,16,"1,250",13.9,5,5,10,5,0,1,1,0,4.8,3.9,4.9,8.8,77,56,114,0.36,0.36,0.72,0.36,0.72,0.34,0.35,0.69,0.28,0.63,Matches
Niclas Füllkrug,de GER,FW,Werder Bremen,30-320,1993,2,2,180,2.0,0,0,0,0,0,0,0,0,0.5,0.5,0.3,0.7,2,9,12,0.00,0.00,0.00,0.00,0.00,0.23,0.13,0.36,0.23,0.36,Matches
Niclas Füllkrug,de GER,FW,Dortmund,30-320,1993,14,12,"1,010",11.2,5,5,10,5,0,0,0,0,5.0,5.0,2.3,7.3,5,19,64,0.45,0.45,0.89,0.45,0.89,0.44,0.21,0.65,0.44,0.65,Matches
Cristian Gamboa,cr CRC,DF,Bochum,34-063,1989,13,10,942,10.5,0,1,1,0,0,0,4,0,0.1,0.1,0.3,0.4,8,27,15,0.00,0.10,0.10,0.00,0.10,0.01,0.03,0.04,0.01,0.04,Matches
Yannick Gerhardt,de GER,"MF,FW",Wolfsburg,29-288,1994,12,8,696,7.7,1,0,1,1,0,0,1,0,0.9,0.9,0.1,1.1,10,13,36,0.13,0.00,0.13,0.13,0.13,0.12,0.02,0.14,0.12,0.14,Matches
Anwar El Ghazi,nl NED,"MF,DF",Mainz 05,28-237,1995,3,0,54,0.6,0,1,1,0,0,0,0,0,0.1,0.1,0.2,0.4,2,4,5,0.00,1.67,1.67,0.00,1.67,0.22,0.39,0.61,0.22,0.61,Matches
Benedikt Gimber,de GER,DF,Heidenheim,26-310,1997,7,7,605,6.7,1,1,2,1,0,0,3,0,0.5,0.5,0.3,0.8,1,6,2,0.15,0.15,0.30,0.15,0.30,0.07,0.05,0.12,0.07,0.12,Matches
Matthias Ginter,de GER,DF,Freiburg,29-341,1994,15,15,"1,283",14.3,0,2,2,0,0,0,2,0,0.9,0.9,1.1,2.0,16,100,16,0.00,0.14,0.14,0.00,0.14,0.07,0.08,0.14,0.07,0.14,Matches
Klaus Gjasula,al ALB,"DF,MF",Darmstadt 98,34-012,1989,10,8,633,7.0,0,0,0,0,0,0,2,1,0.1,0.1,0.1,0.2,6,39,1,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03,Matches
Serge Gnabry,de GER,"FW,MF",Bayern Munich,28-165,1995,5,3,226,2.5,0,0,0,0,0,0,0,0,1.1,1.1,0.5,1.7,12,10,26,0.00,0.00,0.00,0.00,0.00,0.46,0.22,0.67,0.46,0.67,Matches
Leon Goretzka,de GER,MF,Bayern Munich,28-323,1995,11,10,831,9.2,2,1,3,2,0,0,0,0,2.5,2.5,1.3,3.8,27,55,30,0.22,0.11,0.32,0.22,0.32,0.27,0.14,0.41,0.27,0.41,Matches
Robin Gosens,de GER,"DF,MF",Union Berlin,29-174,1994,13,11,952,10.6,4,0,4,4,0,0,4,0,1.1,1.1,1.3,2.4,7,46,57,0.38,0.00,0.38,0.38,0.38,0.10,0.12,0.22,0.10,0.22,Matches
Mario Götze,de GER,"MF,FW",Eint Frankfurt,31-206,1992,14,8,782,8.7,0,1,1,0,0,0,4,1,0.1,0.1,1.4,1.5,8,46,42,0.00,0.12,0.12,0.00,0.12,0.01,0.16,0.17,0.01,0.17,Matches
Jeffrey Gouweleeuw,nl NED,DF,Augsburg,32-169,1991,13,12,"1,080",12.0,0,0,0,0,0,0,3,0,0.4,0.4,0.6,1.0,11,61,5,0.00,0.00,0.00,0.00,0.00,0.03,0.05,0.08,0.03,0.08,Matches
Jens Grahl,de GER,GK,Eint Frankfurt,35-095,1988,1,1,90,1.0,0,1,1,0,0,0,0,0,0.0,0.0,0.2,0.2,0,0,0,0.00,1.00,1.00,0.00,1.00,0.00,0.24,0.24,0.00,0.24,Matches
Ryan Gravenberch,nl NED,FW,Bayern Munich,21-224,2002,1,0,10,0.1,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.2,0,1,3,0.00,0.00,0.00,0.00,0.00,0.00,1.92,1.92,0.00,1.92,Matches
Michael Gregoritsch,at AUT,FW,Freiburg,29-252,1994,14,6,577,6.4,3,1,4,3,0,0,0,0,3.5,3.5,0.5,4.0,5,15,33,0.47,0.16,0.62,0.47,0.62,0.55,0.07,0.62,0.55,0.62,Matches
Vincenzo Grifo,it ITA,"MF,FW",Freiburg,30-263,1993,14,13,"1,095",12.2,3,5,8,0,3,3,1,0,3.8,1.4,3.7,5.1,19,44,68,0.25,0.41,0.66,0.00,0.41,0.31,0.30,0.61,0.11,0.41,Matches
Florian Grillitsch,at AUT,MF,Hoffenheim,28-141,1995,13,8,770,8.6,1,1,2,1,0,0,4,0,0.8,0.8,0.5,1.3,14,54,10,0.12,0.12,0.23,0.12,0.23,0.09,0.06,0.15,0.09,0.15,Matches
Álex Grimaldo,es ESP,DF,Leverkusen,28-097,1995,16,16,"1,433",15.9,7,5,12,7,0,0,1,0,2.3,2.3,2.8,5.1,35,68,106,0.44,0.31,0.75,0.44,0.75,0.14,0.18,0.32,0.14,0.32,Matches
Christian Groß,de GER,"MF,DF",Werder Bremen,34-321,1989,8,5,455,5.1,0,1,1,0,0,0,1,0,0.1,0.1,0.2,0.3,10,23,4,0.00,0.20,0.20,0.00,0.20,0.02,0.04,0.06,0.02,0.06,Matches
Brajan Gruda,de GER,"MF,FW",Mainz 05,19-209,2004,14,9,801,8.9,1,1,2,1,0,0,3,0,1.1,1.1,1.6,2.7,47,36,85,0.11,0.11,0.22,0.11,0.22,0.12,0.18,0.30,0.12,0.30,Matches
Ilia Gruev,bg BUL,MF,Werder Bremen,23-234,2000,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Raphaël Guerreiro,pt POR,"MF,DF",Bayern Munich,30-004,1993,5,2,300,3.3,1,0,1,1,0,0,1,0,0.6,0.6,0.0,0.6,4,14,11,0.30,0.00,0.30,0.30,0.30,0.17,0.00,0.17,0.17,0.17,Matches
Josuha Guilavogui,fr FRA,DF,Mainz 05,33-098,1990,2,1,31,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Serhou Guirassy,gn GUI,FW,Stuttgart,27-289,1996,14,12,"1,055",11.7,17,1,18,14,3,3,0,0,11.6,9.2,3.5,12.7,16,22,82,1.45,0.09,1.54,1.19,1.28,0.99,0.30,1.29,0.79,1.09,Matches
Manuel Gulde,de GER,DF,Freiburg,32-317,1991,11,7,718,8.0,1,0,1,1,0,0,2,0,0.7,0.7,0.0,0.7,2,22,1,0.13,0.00,0.13,0.13,0.13,0.09,0.00,0.09,0.09,0.09,Matches
Robert Gumny,pl POL,DF,Augsburg,25-205,1998,11,6,461,5.1,0,0,0,0,0,0,3,0,0.2,0.2,0.1,0.3,7,17,16,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches
Christian Günter,de GER,DF,Freiburg,30-301,1993,1,1,89,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.6,0.6,2,3,3,0.00,0.00,0.00,0.00,0.00,0.00,0.59,0.59,0.00,0.59,Matches
Janik Haberer,de GER,MF,Union Berlin,29-268,1994,12,10,771,8.6,0,0,0,0,0,0,3,0,0.6,0.6,0.1,0.8,3,30,25,0.00,0.00,0.00,0.00,0.00,0.07,0.02,0.09,0.07,0.09,Matches
Robin Hack,de GER,"MF,FW",M'Gladbach,25-121,1998,12,2,333,3.7,0,2,2,0,0,0,1,0,0.7,0.7,0.9,1.6,13,13,26,0.00,0.54,0.54,0.00,0.54,0.20,0.24,0.44,0.20,0.44,Matches
Amadou Haidara,ml MLI,MF,RB Leipzig,25-329,1998,10,8,639,7.1,0,0,0,0,0,0,3,0,0.7,0.7,0.8,1.5,2,56,6,0.00,0.00,0.00,0.00,0.00,0.09,0.12,0.21,0.09,0.21,Matches
Sébastien Haller,ci CIV,FW,Dortmund,29-187,1994,11,4,361,4.0,0,0,0,0,0,0,2,0,0.9,0.9,0.6,1.5,9,10,30,0.00,0.00,0.00,0.00,0.00,0.23,0.16,0.39,0.23,0.39,Matches
Andreas Hanche-Olsen,no NOR,DF,Mainz 05,26-343,1997,2,1,66,0.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Genki Haraguchi,jp JPN,MF,Stuttgart,32-231,1991,1,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Makoto Hasebe,jp JPN,"DF,MF",Eint Frankfurt,39-342,1984,3,0,37,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Thorgan Hazard,be BEL,DF,Dortmund,30-272,1993,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Dominique Heintz,de GER,DF,Köln,30-133,1993,6,5,410,4.6,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,6,17,13,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.07,0.00,0.07,Matches
Benjamin Henrichs,de GER,DF,RB Leipzig,26-306,1997,15,14,"1,252",13.9,1,3,4,1,0,0,1,0,1.4,1.4,3.0,4.4,27,64,79,0.07,0.22,0.29,0.07,0.29,0.10,0.22,0.31,0.10,0.31,Matches
Patrick Herrmann,de GER,"DF,FW",M'Gladbach,32-317,1991,3,0,44,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,1,4,5,0.00,0.00,0.00,0.00,0.00,0.07,0.08,0.15,0.07,0.15,Matches
Piero Hincapié,ec ECU,DF,Leverkusen,21-351,2002,9,3,296,3.3,0,1,1,0,0,0,0,0,0.8,0.8,0.2,0.9,6,15,6,0.00,0.30,0.30,0.00,0.30,0.23,0.05,0.29,0.23,0.29,Matches
Adam Hložek,cz CZE,"FW,MF",Leverkusen,21-154,2002,13,0,94,1.0,1,0,1,1,0,0,0,0,1.4,1.4,0.1,1.5,8,5,10,0.96,0.00,0.96,0.96,0.96,1.31,0.10,1.41,1.31,1.41,Matches
Nicolas Höfler,de GER,MF,Freiburg,33-292,1990,12,12,"1,071",11.9,1,0,1,1,0,0,5,1,0.5,0.5,0.1,0.6,7,46,9,0.08,0.00,0.08,0.08,0.08,0.04,0.01,0.05,0.04,0.05,Matches
Jonas Hofmann,de GER,MF,Leverkusen,31-165,1992,16,15,"1,272",14.1,5,5,10,5,0,0,2,0,2.8,2.8,4.7,7.5,36,68,120,0.35,0.35,0.71,0.35,0.71,0.20,0.33,0.53,0.20,0.53,Matches
Philipp Hofmann,de GER,FW,Bochum,30-271,1993,13,10,779,8.7,0,2,2,0,0,0,1,0,1.5,1.5,1.1,2.6,2,18,49,0.00,0.23,0.23,0.00,0.23,0.17,0.13,0.30,0.17,0.30,Matches
Lucas Höler,de GER,"FW,MF",Freiburg,29-169,1994,16,13,"1,171",13.0,5,1,6,4,1,1,2,0,5.2,4.4,1.6,6.0,14,24,74,0.38,0.08,0.46,0.31,0.38,0.40,0.12,0.53,0.34,0.46,Matches
Fabian Holland,de GER,"MF,DF",Darmstadt 98,33-168,1990,12,12,992,11.0,0,2,2,0,0,0,3,1,0.1,0.1,1.0,1.2,7,56,18,0.00,0.18,0.18,0.00,0.18,0.01,0.09,0.11,0.01,0.11,Matches
Benedict Hollerbach,de GER,"FW,MF",Union Berlin,22-223,2001,10,4,347,3.9,2,0,2,2,0,0,1,0,0.5,0.5,0.3,0.9,15,11,33,0.52,0.00,0.52,0.52,0.52,0.13,0.09,0.22,0.13,0.22,Matches
Franck Honorat,fr FRA,"DF,FW",M'Gladbach,27-137,1996,16,15,"1,251",13.9,1,6,7,1,0,0,1,0,0.5,0.5,5.2,5.7,46,50,146,0.07,0.43,0.50,0.07,0.50,0.04,0.37,0.41,0.04,0.41,Matches
Mathias Honsak,at AUT,"MF,FW",Darmstadt 98,27-006,1996,13,6,595,6.6,1,0,1,1,0,0,1,0,1.0,1.0,0.3,1.3,14,9,42,0.15,0.00,0.15,0.15,0.15,0.16,0.05,0.20,0.16,0.20,Matches
Fraser Hornby,sct SCO,"FW,MF",Darmstadt 98,24-104,1999,7,1,217,2.4,0,0,0,0,0,0,1,0,0.7,0.7,0.3,1.0,7,2,7,0.00,0.00,0.00,0.00,0.00,0.27,0.14,0.41,0.27,0.41,Matches
Lukáš Hrádecký,fi FIN,GK,Leverkusen,34-032,1989,16,16,"1,440",16.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Timo Hübers,de GER,DF,Köln,27-159,1996,16,16,"1,428",15.9,0,0,0,0,0,0,2,0,1.3,1.3,0.2,1.5,9,56,1,0.00,0.00,0.00,0.00,0.00,0.08,0.01,0.09,0.08,0.09,Matches
Mats Hummels,de GER,DF,Dortmund,35-010,1988,14,14,992,11.0,2,0,2,2,0,0,4,1,2.5,2.5,0.2,2.8,8,59,0,0.18,0.00,0.18,0.18,0.18,0.23,0.02,0.25,0.23,0.25,Matches
Denis Huseinbasic,de GER,MF,Köln,22-176,2001,10,5,459,5.1,0,2,2,0,0,0,1,0,0.1,0.1,0.3,0.4,7,16,10,0.00,0.39,0.39,0.00,0.39,0.01,0.07,0.08,0.01,0.08,Matches
Iago,br BRA,"DF,FW",Augsburg,26-278,1997,10,5,514,5.7,1,1,2,1,0,0,0,0,0.2,0.2,0.8,1.0,10,19,16,0.18,0.18,0.35,0.18,0.35,0.03,0.14,0.17,0.03,0.17,Matches
Thomas Isherwood,se SWE,DF,Darmstadt 98,25-332,1998,7,4,326,3.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5,10,1,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
Ko Itakura,jp JPN,DF,M'Gladbach,26-333,1997,7,7,611,6.8,2,0,2,2,0,0,4,0,0.7,0.7,0.0,0.7,3,11,0,0.29,0.00,0.29,0.29,0.29,0.10,0.00,0.10,0.10,0.10,Matches
Hiroki Ito,jp JPN,DF,Stuttgart,24-228,1999,12,11,982,10.9,0,2,2,0,0,0,1,0,0.6,0.6,1.4,2.0,18,58,22,0.00,0.18,0.18,0.00,0.18,0.05,0.13,0.18,0.05,0.18,Matches
Lee Jae-sung,kr KOR,MF,Mainz 05,31-138,1992,16,13,"1,120",12.4,2,0,2,2,0,0,3,0,1.2,1.2,0.7,1.9,11,52,55,0.16,0.00,0.16,0.16,0.16,0.09,0.06,0.15,0.09,0.15,Matches
Paul Jaeckel,de GER,DF,Union Berlin,25-157,1998,4,2,217,2.4,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,14,1,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,Matches
Kristijan Jakić,hr CRO,MF,Eint Frankfurt,26-226,1997,3,1,181,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.2,3,11,9,0.00,0.00,0.00,0.00,0.00,0.02,0.09,0.11,0.02,0.11,Matches
Tony Jantschke,de GER,"DF,MF",M'Gladbach,33-263,1990,2,0,19,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Fredrik Jensen,fi FIN,"FW,MF",Augsburg,26-108,1997,12,8,675,7.5,1,3,4,1,0,0,0,0,0.5,0.5,2.1,2.5,13,21,41,0.13,0.40,0.53,0.13,0.53,0.06,0.28,0.34,0.06,0.34,Matches
Moritz Jenz,de GER,DF,Wolfsburg,24-240,1999,9,8,761,8.5,0,1,1,0,0,0,1,0,0.0,0.0,0.3,0.3,0,21,1,0.00,0.12,0.12,0.00,0.12,0.00,0.03,0.04,0.00,0.04,Matches
Anthony Jung,de GER,"DF,FW",Werder Bremen,32-053,1991,15,14,"1,202",13.4,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,8,49,14,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
Josip Juranović,hr CRO,DF,Union Berlin,28-132,1995,9,7,598,6.6,0,2,2,0,0,0,1,0,0.3,0.3,1.3,1.6,15,34,22,0.00,0.30,0.30,0.00,0.30,0.04,0.20,0.24,0.04,0.24,Matches
Julian Justvan,de GER,"FW,MF",Hoffenheim,25-268,1998,4,0,49,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,8,5,12,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07,Matches
Ozan Kabak,tr TUR,DF,Hoffenheim,23-276,2000,12,12,959,10.7,2,0,2,2,0,0,4,0,1.1,1.1,0.1,1.2,8,51,2,0.19,0.00,0.19,0.19,0.19,0.10,0.01,0.12,0.10,0.12,Matches
Pavel Kadeřábek,cz CZE,"DF,FW",Hoffenheim,31-245,1992,12,11,987,11.0,1,1,2,1,0,0,2,0,1.6,1.6,1.6,3.2,17,21,77,0.09,0.09,0.18,0.09,0.18,0.14,0.15,0.29,0.14,0.29,Matches
Florian Kainz,at AUT,"MF,FW",Köln,31-063,1992,16,14,"1,109",12.3,3,0,3,0,3,3,2,0,2.8,0.5,1.4,1.8,28,70,35,0.24,0.00,0.24,0.00,0.00,0.23,0.11,0.34,0.04,0.15,Matches
Jakub Kamiński,pl POL,"FW,MF",Wolfsburg,21-204,2002,11,1,165,1.8,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.4,7,10,20,0.00,0.00,0.00,0.00,0.00,0.12,0.07,0.20,0.12,0.20,Matches
Kevin Kampl,si SVN,MF,RB Leipzig,33-078,1990,13,9,854,9.5,1,0,1,1,0,0,2,0,0.1,0.1,0.8,0.9,20,65,16,0.11,0.00,0.11,0.11,0.11,0.01,0.09,0.09,0.01,0.09,Matches
Harry Kane,eng ENG,FW,Bayern Munich,30-151,1993,15,15,"1,318",14.6,21,5,26,18,3,3,1,0,15.1,12.8,4.9,17.7,17,43,68,1.43,0.34,1.78,1.23,1.57,1.03,0.34,1.37,0.87,1.21,Matches
Atakan Karazor,de GER,MF,Stuttgart,27-074,1996,16,16,"1,364",15.2,0,2,2,0,0,0,4,0,0.7,0.7,1.2,1.9,12,68,19,0.00,0.13,0.13,0.00,0.13,0.05,0.08,0.13,0.04,0.13,Matches
Emir Karic,at AUT,DF,Darmstadt 98,26-200,1997,10,6,657,7.3,0,0,0,0,0,0,1,0,0.2,0.2,0.6,0.7,23,42,42,0.00,0.00,0.00,0.00,0.00,0.02,0.08,0.10,0.02,0.10,Matches
Silas Katompa,cd COD,"FW,MF",Stuttgart,25-081,1998,16,8,726,8.1,3,1,4,3,0,1,0,0,5.0,4.2,1.0,5.2,37,17,101,0.37,0.12,0.50,0.37,0.50,0.61,0.13,0.74,0.52,0.64,Matches
Mikkel Kaufmann,dk DEN,"FW,DF",Union Berlin,22-357,2001,8,0,100,1.1,1,0,1,1,0,0,0,0,0.3,0.3,0.0,0.3,1,4,11,0.90,0.00,0.90,0.90,0.90,0.27,0.00,0.27,0.27,0.27,Matches
Naby Keïta,gn GUI,MF,Werder Bremen,28-319,1995,3,1,81,0.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,1,8,2,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.12,0.12,0.12,Matches
Yannik Keitel,de GER,MF,Freiburg,23-314,2000,3,2,126,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,6,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Thomas Keller,de GER,"MF,FW",Heidenheim,24-143,1999,2,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Aljoscha Kemlein,de GER,MF,Union Berlin,19-146,2004,2,0,29,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.14,0.14,0.14,Matches
Tobias Kempe,de GER,MF,Darmstadt 98,34-182,1989,13,8,737,8.2,3,1,4,0,3,3,0,0,3.2,0.8,1.5,2.3,8,24,27,0.37,0.12,0.49,0.00,0.12,0.39,0.18,0.57,0.10,0.28,Matches
Rani Khedira,de GER,MF,Union Berlin,29-333,1994,5,5,360,4.0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,3,8,7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Luca Kilian,de GER,DF,Köln,24-116,1999,9,2,275,3.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,4,3,1,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
Joshua Kimmich,de GER,MF,Bayern Munich,28-321,1995,11,11,856,9.5,1,3,4,1,0,0,0,1,0.4,0.4,2.6,3.0,13,100,16,0.11,0.32,0.42,0.11,0.42,0.05,0.27,0.31,0.05,0.31,Matches
Christoph Klarer,at AUT,DF,Darmstadt 98,23-195,2000,15,14,"1,170",13.0,0,2,2,0,0,0,5,0,0.4,0.4,0.7,1.1,7,42,7,0.00,0.15,0.15,0.00,0.15,0.03,0.05,0.09,0.03,0.09,Matches
Tim Kleindienst,de GER,FW,Heidenheim,28-117,1995,16,16,"1,397",15.5,6,3,9,4,2,2,2,0,8.0,6.5,2.0,8.4,21,41,95,0.39,0.19,0.58,0.26,0.45,0.52,0.13,0.65,0.42,0.54,Matches
Lukas Klostermann,de GER,DF,RB Leipzig,27-206,1996,13,8,781,8.7,1,0,1,1,0,0,3,0,0.5,0.5,0.4,0.9,11,58,7,0.12,0.00,0.12,0.12,0.12,0.06,0.04,0.11,0.06,0.11,Matches
Ansgar Knauff,de GER,"MF,FW",Eint Frankfurt,21-350,2002,13,10,798,8.9,3,0,3,3,0,0,4,1,2.6,2.6,0.7,3.4,29,18,57,0.34,0.00,0.34,0.34,0.34,0.30,0.08,0.38,0.30,0.38,Matches
Robin Knoche,de GER,DF,Union Berlin,31-218,1992,12,11,"1,041",11.6,0,0,0,0,0,1,0,0,1.0,0.2,0.2,0.3,2,47,1,0.00,0.00,0.00,0.00,0.00,0.08,0.01,0.10,0.02,0.03,Matches
Gregor Kobel,ch SUI,GK,Dortmund,26-020,1997,16,16,"1,375",15.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Robin Koch,de GER,DF,Eint Frankfurt,27-162,1996,14,14,"1,233",13.7,1,0,1,1,0,0,4,0,1.0,1.0,0.0,1.0,6,38,1,0.07,0.00,0.07,0.07,0.07,0.07,0.00,0.08,0.07,0.08,Matches
Dominik Kohr,de GER,"MF,DF",Mainz 05,29-329,1994,15,13,"1,024",11.4,0,0,0,0,0,0,6,0,0.9,0.9,0.8,1.7,12,57,13,0.00,0.00,0.00,0.00,0.00,0.08,0.07,0.15,0.08,0.15,Matches
Randal Kolo Muani,fr FRA,FW,Eint Frankfurt,25-021,1998,2,2,153,1.7,1,0,1,1,0,0,0,0,1.3,1.3,0.0,1.3,6,3,9,0.59,0.00,0.59,0.59,0.59,0.77,0.00,0.77,0.77,0.77,Matches
Kouadio Koné,fr FRA,MF,M'Gladbach,22-223,2001,8,7,609,6.8,1,0,1,1,0,0,3,1,0.3,0.3,0.3,0.6,16,22,28,0.15,0.00,0.15,0.15,0.15,0.05,0.04,0.09,0.05,0.09,Matches
Odilon Kossonou,ci CIV,DF,Leverkusen,22-356,2001,15,14,"1,208",13.4,1,0,1,1,0,0,2,0,0.6,0.6,0.5,1.1,30,83,15,0.07,0.00,0.07,0.07,0.07,0.04,0.04,0.08,0.04,0.08,Matches
Dawid Kownacki,pl POL,FW,Werder Bremen,26-287,1997,9,3,215,2.4,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.4,3,2,16,0.00,0.00,0.00,0.00,0.00,0.14,0.05,0.18,0.14,0.18,Matches
Alex Král,cz CZE,MF,Union Berlin,25-221,1998,12,8,762,8.5,0,0,0,0,0,0,2,0,0.8,0.8,0.3,1.1,9,25,15,0.00,0.00,0.00,0.00,0.00,0.09,0.03,0.13,0.09,0.13,Matches
Andrej Kramarić,hr CRO,"MF,FW",Hoffenheim,32-190,1991,13,10,923,10.3,6,1,7,2,4,4,3,0,5.0,1.9,2.8,4.7,27,41,62,0.59,0.10,0.68,0.20,0.29,0.49,0.28,0.77,0.18,0.46,Matches
Christoph Kramer,de GER,MF,M'Gladbach,32-310,1991,10,1,182,2.0,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.2,8,9,7,0.00,0.00,0.00,0.00,0.00,0.05,0.06,0.12,0.05,0.12,Matches
Frans Krätzig,de GER,DF,Bayern Munich,20-346,2003,4,0,56,0.6,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.5,0,7,7,0.00,0.00,0.00,0.00,0.00,0.42,0.42,0.84,0.42,0.84,Matches
