,ID,Name,season,Points
1,2582,Maximilian Bauer,2022,1059.0
2,2582,Maximilian Bauer,2021,907.0
4,2582,Maximilian Bauer,2023,444.0
5,1308,Ihlas Bebou,2022,1327.0
6,1308,Ihlas Bebou,2021,2011.0
7,1308,Ihlas Bebou,2020,2709.0
8,1308,Ihlas Bebou,2019,2258.0
9,1308,Ihlas Bebou,2023,622.0
10,3515,Adrian Beck,2022,1573.0
11,3515,Adrian Beck,2023,370.0
12,524,Oliver Baumann,2022,2901.0
13,524,Oliver Baumann,2021,2707.0
14,524,Oliver Baumann,2020,2458.0
15,524,Oliver Baumann,2019,2784.0
16,524,Oliver Baumann,2023,1958.0
17,2275,Christoph Baumgartner,2022,2500.0
18,2275,Christoph Baumgartner,2021,2035.0
19,2275,Christoph Baumgartner,2020,2636.0
20,2275,Christoph Baumgartner,2019,1794.0
21,2275,Christoph Baumgartner,2023,1020.0
23,2596,Finn Becker,2021,1279.0
24,2596,Finn Becker,2022,354.0
26,2596,Finn Becker,2023,278.0
27,2646,Sheraldo Becker,2022,3143.0
28,2646,Sheraldo Becker,2021,2108.0
29,2646,Sheraldo Becker,2020,1401.0
30,2646,Sheraldo Becker,2019,191.0
31,2646,Sheraldo Becker,2023,345.0
32,2496,Kevin Behrens,2022,2112.0
33,2496,Kevin Behrens,2021,784.0
35,2496,Kevin Behrens,2023,1010.0
36,2714,Maximilian Beier,2022,1570.0
37,2714,Maximilian Beier,2021,1660.0
39,2714,Maximilian Beier,2020,-12.0
40,2714,Maximilian Beier,2023,1137.0
42,2521,Morten Behrens,2021,78.0
46,3120,Tom Bischof,2022,161.0
47,3120,Tom Bischof,2021,-12.0
48,3120,Tom Bischof,2023,184.0
49,624,Leonardo Bittencourt,2021,1922.0
50,624,Leonardo Bittencourt,2022,1284.0
52,624,Leonardo Bittencourt,2020,1421.0
53,624,Leonardo Bittencourt,2023,571.0
54,4,Janis Blaswich,2022,2321.0
56,4,Janis Blaswich,2014,0.0
58,4,Janis Blaswich,2023,1444.0
59,2125,Jan-Niklas Beste,2022,4774.0
60,2125,Jan-Niklas Beste,2021,2346.0
63,2125,Jan-Niklas Beste,2023,1671.0
64,7288,Leonardo Bonucci,2023,261.0
65,6745,Victor Boniface,2023,2715.0
67,3090,Yvandro Borges Sanches,2022,20.0
68,3090,Yvandro Borges Sanches,2023,24.0
69,2725,Sebastiaan Bornauw,2022,1894.0
70,2725,Sebastiaan Bornauw,2021,1628.0
71,2725,Sebastiaan Bornauw,2020,1887.0
72,2725,Sebastiaan Bornauw,2019,2374.0
73,2725,Sebastiaan Bornauw,2023,256.0
75,2278,Pavao Pervan,2021,417.0
76,2278,Pavao Pervan,2020,150.0
77,2278,Pavao Pervan,2019,697.0
78,2278,Pavao Pervan,2023,160.0
80,3232,Luca Pfeiffer,2021,3756.0
81,3232,Luca Pfeiffer,2022,165.0
82,3232,Luca Pfeiffer,2023,795.0
83,2572,Patric Pfeiffer,2022,2621.0
84,2572,Patric Pfeiffer,2021,3491.0
86,2572,Patric Pfeiffer,2023,320.0
88,2852,Luca Philipp,2020,0.0
90,1226,Maximilian Philipp,2022,262.0
91,1226,Maximilian Philipp,2021,911.0
92,1226,Maximilian Philipp,2020,1574.0
94,1226,Maximilian Philipp,2023,203.0
95,2288,Alassane Plea,2022,1885.0
96,2288,Alassane Plea,2021,3309.0
97,2288,Alassane Plea,2020,2226.0
98,2288,Alassane Plea,2019,3375.0
99,2288,Alassane Plea,2023,1621.0
100,3344,Florian Pick,2022,1867.0
101,3344,Florian Pick,2021,988.0
102,3344,Florian Pick,2023,116.0
103,1865,Yussuf Poulsen,2022,696.0
104,1865,Yussuf Poulsen,2021,1310.0
105,1865,Yussuf Poulsen,2020,1894.0
106,1865,Yussuf Poulsen,2019,1749.0
107,1865,Yussuf Poulsen,2023,1023.0
109,2294,Amos Pieper,2022,1681.0
110,2294,Amos Pieper,2021,2049.0
111,2294,Amos Pieper,2020,2708.0
112,2294,Amos Pieper,2023,536.0
113,1671,Grischa Prömel,2022,1076.0
114,1671,Grischa Prömel,2021,2467.0
115,1671,Grischa Prömel,2020,1619.0
116,1671,Grischa Prömel,2019,453.0
117,1671,Grischa Prömel,2023,1294.0
118,3027,Marvin Pieringer,2022,2295.0
119,3027,Marvin Pieringer,2021,866.0
121,3027,Marvin Pieringer,2023,620.0
122,4633,Gustavo Puerta,2023,104.0
123,7316,Luca Raimund,2023,6.0
124,3085,Grant-Leon Ranos,2023,14.0
125,3548,Elidon Qenaj,2022,21.0
127,1659,Nicolai Rapp,2022,529.0
128,1659,Nicolai Rapp,2021,2012.0
129,1659,Nicolai Rapp,2022,40.0
130,1659,Nicolai Rapp,2019,0.0
131,1659,Nicolai Rapp,2023,29.0
132,399,Marco Reus,2022,2195.0
133,399,Marco Reus,2021,4083.0
134,399,Marco Reus,2020,3785.0
135,399,Marco Reus,2019,3069.0
136,399,Marco Reus,2023,1220.0
137,2091,Elvis Rexhbecaj,2022,1138.0
138,2091,Elvis Rexhbecaj,2021,1385.0
139,2091,Elvis Rexhbecaj,2020,1695.0
140,2091,Elvis Rexhbecaj,2019,636.0
141,2091,Elvis Rexhbecaj,2023,934.0
142,2522,David Raum,2022,1860.0
143,2522,David Raum,2021,3640.0
145,2522,David Raum,2023,1968.0
146,2692,Giovanni Reyna,2022,1518.0
147,2692,Giovanni Reyna,2021,745.0
148,2692,Giovanni Reyna,2020,2703.0
149,2692,Giovanni Reyna,2019,525.0
150,2692,Giovanni Reyna,2023,339.0
151,2897,Rocco Reitz,2022,-15.0
153,2897,Rocco Reitz,2020,89.0
154,2897,Rocco Reitz,2023,1219.0
155,3233,Clemens Riedel,2022,812.0
156,3233,Clemens Riedel,2021,276.0
157,3233,Clemens Riedel,2023,342.0
158,2092,Marco Richter,2022,1815.0
159,2092,Marco Richter,2021,1516.0
160,2092,Marco Richter,2020,1004.0
161,2092,Marco Richter,2019,1918.0
162,2092,Marco Richter,2023,446.0
163,429,Kevin Trapp,2022,2439.0
164,429,Kevin Trapp,2021,2433.0
165,429,Kevin Trapp,2020,2666.0
166,429,Kevin Trapp,2019,1870.0
167,429,Kevin Trapp,2023,1273.0
168,1405,Manuel Riemann,2022,3801.0
169,1405,Manuel Riemann,2021,3017.0
172,1405,Manuel Riemann,2023,1868.0
173,2400,Christopher Trimmel,2022,1789.0
174,2400,Christopher Trimmel,2021,2132.0
175,2400,Christopher Trimmel,2020,3006.0
176,2400,Christopher Trimmel,2019,3287.0
177,2400,Christopher Trimmel,2023,513.0
180,2378,Lucas Silva Melo,2022,2694.0
181,2378,Lucas Silva Melo,2021,2106.0
182,2378,Lucas Silva Melo,2020,1168.0
184,2378,Lucas Silva Melo,2023,1400.0
186,4333,Lukas Ullrich,2023,-48.0
187,2065,Felix Uduokhai,2022,993.0
188,2065,Felix Uduokhai,2021,446.0
189,2065,Felix Uduokhai,2020,2518.0
190,2065,Felix Uduokhai,2019,1858.0
191,2065,Felix Uduokhai,2023,1003.0
192,3559,Laurin Ulrich,2022,-6.0
194,7158,Deniz Undav,2023,1879.0
195,383,Sven Ulreich,2022,356.0
196,383,Sven Ulreich,2021,309.0
197,383,Sven Ulreich,2020,0.0
198,383,Sven Ulreich,2019,64.0
199,383,Sven Ulreich,2023,598.0
200,1991,Dayotchanculle Upamecano,2022,2601.0
201,1991,Dayotchanculle Upamecano,2021,3561.0
202,1991,Dayotchanculle Upamecano,2020,2890.0
203,1991,Dayotchanculle Upamecano,2019,3116.0
204,1991,Dayotchanculle Upamecano,2023,1558.0
206,2199,Josha Vagnoman,2021,1122.0
207,2199,Josha Vagnoman,2022,1079.0
208,2199,Josha Vagnoman,2017,-19.0
209,2199,Josha Vagnoman,2023,277.0
211,36,Benjamin Uphoff,2021,17.0
212,36,Benjamin Uphoff,2020,0.0
213,36,Benjamin Uphoff,2015,0.0
216,1725,Mark Uth,2022,2.0
217,1725,Mark Uth,2021,2836.0
218,1725,Mark Uth,2020,924.0
219,1725,Mark Uth,2019,1807.0
220,1725,Mark Uth,2023,42.0
222,4258,Oscar Vilhelmsson,2022,527.0
223,4258,Oscar Vilhelmsson,2023,161.0
224,2664,Ruben Vargas,2022,1033.0
225,2664,Ruben Vargas,2021,1347.0
226,2664,Ruben Vargas,2020,1760.0
227,2664,Ruben Vargas,2019,2093.0
228,2664,Ruben Vargas,2023,464.0
229,1823,Milos Veljkovic,2021,2641.0
230,1823,Milos Veljkovic,2022,1941.0
232,1823,Milos Veljkovic,2020,1406.0
233,1823,Milos Veljkovic,2023,946.0
234,4418,Sepp van den Berg,2022,513.0
235,4418,Sepp van den Berg,2023,1047.0
236,477,Kevin Vogt,2022,1395.0
237,477,Kevin Vogt,2021,2018.0
238,477,Kevin Vogt,2020,1377.0
239,477,Kevin Vogt,2019,1734.0
240,477,Kevin Vogt,2023,1201.0
242,579,Kevin Volland,2019,2995.0
243,579,Kevin Volland,2018,4341.0
244,579,Kevin Volland,2017,3262.0
245,579,Kevin Volland,2023,503.0
246,3004,Aster Jan Vranckx,2022,-11.0
247,3004,Aster Jan Vranckx,2021,973.0
248,3004,Aster Jan Vranckx,2023,481.0
249,737,Luca Waldschmidt,2022,432.0
250,737,Luca Waldschmidt,2021,408.0
252,737,Luca Waldschmidt,2019,1617.0
253,737,Luca Waldschmidt,2023,982.0
254,2229,Wout Weghorst,2021,1246.0
255,2229,Wout Weghorst,2020,4271.0
256,2229,Wout Weghorst,2019,3202.0
257,2229,Wout Weghorst,2018,4168.0
258,2229,Wout Weghorst,2023,1090.0
259,43,Mitchell Weiser,2021,1890.0
260,43,Mitchell Weiser,2022,2532.0
262,43,Mitchell Weiser,2020,383.0
263,43,Mitchell Weiser,2023,1261.0
264,3017,Noah Weißhaupt,2022,386.0
265,3017,Noah Weißhaupt,2021,79.0
266,3017,Noah Weißhaupt,2023,501.0
267,3084,Marcel Wenig,2022,16.0
269,4460,Nelson Weiper,2022,217.0
270,4460,Nelson Weiper,2023,7.0
271,1330,Julian Weigl,2022,1439.0
272,1330,Julian Weigl,2019,1188.0
273,1330,Julian Weigl,2018,1756.0
274,1330,Julian Weigl,2017,1788.0
275,1330,Julian Weigl,2023,1172.0
276,3041,Silvan Dominic Widmer,2022,1411.0
277,3041,Silvan Dominic Widmer,2021,2714.0
278,3041,Silvan Dominic Widmer,2023,273.0
279,734,Timo Werner,2022,2495.0
281,734,Timo Werner,2019,5715.0
282,734,Timo Werner,2018,4070.0
283,734,Timo Werner,2023,376.0
285,3124,Patrick Wimmer,2022,2196.0
286,3124,Patrick Wimmer,2021,2091.0
287,3124,Patrick Wimmer,2023,176.0
288,3196,Jonas Wind,2022,1484.0
289,3196,Jonas Wind,2021,1648.0
290,3196,Jonas Wind,2023,1780.0
291,3025,Frederik Franck Winther,2022,120.0
292,3025,Frederik Franck Winther,2021,265.0
294,2795,Florian Wirtz,2022,1645.0
295,2795,Florian Wirtz,2021,3361.0
296,2795,Florian Wirtz,2020,2708.0
297,2795,Florian Wirtz,2019,460.0
298,2795,Florian Wirtz,2023,2858.0
299,7156,Maximilian Wöber,2023,1573.0
301,2460,Maximilian Wittek,2023,399.0
302,1809,Marius Wolf,2022,2330.0
303,1809,Marius Wolf,2021,1404.0
304,1809,Marius Wolf,2020,1769.0
305,1809,Marius Wolf,2019,1170.0
306,1809,Marius Wolf,2023,542.0
307,2758,Nick Woltemade,2021,-8.0
309,2758,Nick Woltemade,2020,0.0
310,2758,Nick Woltemade,2019,-43.0
311,2758,Nick Woltemade,2023,153.0
312,2655,Hannes Wolf,2022,439.0
313,2655,Hannes Wolf,2021,193.0
314,2655,Hannes Wolf,2020,1223.0
315,2655,Hannes Wolf,2019,42.0
317,1590,Robin Zentner,2022,2712.0
318,1590,Robin Zentner,2021,2848.0
319,1590,Robin Zentner,2020,2273.0
320,1590,Robin Zentner,2019,1946.0
321,1590,Robin Zentner,2023,907.0
322,2068,Dan-Axel Zagadou,2022,1107.0
323,2068,Dan-Axel Zagadou,2021,950.0
324,2068,Dan-Axel Zagadou,2020,307.0
325,2068,Dan-Axel Zagadou,2019,1591.0
326,2068,Dan-Axel Zagadou,2023,1673.0
327,1655,Michael Zetterer,2021,807.0
328,1655,Michael Zetterer,2022,199.0
329,1655,Michael Zetterer,2020,0.0
331,1655,Michael Zetterer,2023,798.0
333,573,Granit Xhaka,2015,3309.0
334,573,Granit Xhaka,2014,4246.0
335,573,Granit Xhaka,2013,2346.0
336,573,Granit Xhaka,2023,2471.0
337,6179,Cédric Zesiger,2023,702.0
338,157,Niklas Stark,2022,1604.0
339,157,Niklas Stark,2021,1755.0
340,157,Niklas Stark,2020,1999.0
341,157,Niklas Stark,2019,1287.0
342,157,Niklas Stark,2023,573.0
343,1225,Leopold Zingerle,2022,213.0
345,1225,Leopold Zingerle,2019,2086.0
346,1225,Leopold Zingerle,2014,0.0
347,1225,Leopold Zingerle,2013,0.0
349,1782,Christoph Zimmermann,2022,2868.0
351,1782,Christoph Zimmermann,2023,296.0
352,2300,Josip Stanisic,2022,702.0
353,2300,Josip Stanisic,2021,967.0
354,2300,Josip Stanisic,2020,98.0
356,2300,Josip Stanisic,2023,386.0
357,1758,Pascal Stenzel,2022,363.0
358,1758,Pascal Stenzel,2021,715.0
359,1758,Pascal Stenzel,2020,964.0
361,1758,Pascal Stenzel,2023,1422.0
362,7257,Leonidas Stergiou,2023,44.0
363,2694,Angelo Stiller,2022,696.0
364,2694,Angelo Stiller,2021,1493.0
366,2694,Angelo Stiller,2023,1917.0
367,619,Kevin Stöger,2022,2896.0
368,619,Kevin Stöger,2021,564.0
369,619,Kevin Stöger,2020,623.0
370,619,Kevin Stöger,2019,1532.0
371,619,Kevin Stöger,2023,1793.0
372,163,Niklas Süle,2022,3304.0
373,163,Niklas Süle,2021,2829.0
374,163,Niklas Süle,2020,2279.0
375,163,Niklas Süle,2019,884.0
376,163,Niklas Süle,2023,721.0
378,173,Jonathan Tah,2022,2334.0
379,173,Jonathan Tah,2021,3573.0
380,173,Jonathan Tah,2020,2253.0
381,173,Jonathan Tah,2019,2422.0
382,173,Jonathan Tah,2023,2076.0
383,4314,Mathys Tel,2022,893.0
384,4314,Mathys Tel,2023,791.0
385,2783,Edmond Tapsoba,2022,2671.0
386,2783,Edmond Tapsoba,2021,1919.0
387,2783,Edmond Tapsoba,2020,3097.0
388,2783,Edmond Tapsoba,2019,986.0
389,2783,Edmond Tapsoba,2023,1595.0
390,6746,Attila Szalai,2023,122.0
391,4266,Mattias Svanberg,2022,2042.0
392,4266,Mattias Svanberg,2023,1231.0
393,699,Norman Theuerkauf,2022,648.0
394,699,Norman Theuerkauf,2021,2632.0
396,699,Norman Theuerkauf,2013,1544.0
397,699,Norman Theuerkauf,2023,514.0
398,2273,Niclas Thiede,2019,41.0
400,7269,Nathan Tella,2023,314.0
401,2765,Jan Thielmann,2022,813.0
402,2765,Jan Thielmann,2021,1114.0
403,2765,Jan Thielmann,2020,618.0
404,2765,Jan Thielmann,2019,316.0
405,2765,Jan Thielmann,2023,274.0
406,2630,Denis Thomalla,2022,3006.0
407,2630,Denis Thomalla,2021,651.0
409,2630,Denis Thomalla,2023,201.0
410,2030,Phillip Tietz,2022,3569.0
