player,nationality,position,team,age,birth_year,minutes_90s,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assists,xg_assist,pass_xa,xg_assist_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,matches
Takuma Asano,jp JPN,"FW,MF",Stuttgart,22,1994,8.0,131,179,73.2,1891,428,79,105,75.2,38,45,84.4,8,11,72.7,0,1.1,1.1,-1.1,10,6,7,0,17,Matches
Santiago Ascacíbar,ar ARG,MF,Stuttgart,20,1997,26.5,942,1133,83.1,15949,4059,450,505,89.1,402,474,84.8,71,105,67.6,1,0.7,0.9,+0.3,9,90,7,0,92,Matches
Simon Asta,de GER,MF,Augsburg,16,2001,0.1,4,5,80.0,71,31,1,1,100.0,3,4,75.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Pierre-Emerick Aubameyang,ga GAB,FW,Dortmund,28,1989,15.7,247,341,72.4,3106,525,151,190,79.5,60,90,66.7,9,20,45.0,3,2.3,2.9,+0.7,16,18,8,3,26,Matches
Jean-Kévin Augustin,fr FRA,FW,RB Leipzig,20,1997,14.1,229,299,76.6,2950,525,147,178,82.6,53,69,76.8,10,16,62.5,5,1.9,1.9,+3.1,15,10,11,2,15,Matches
Ludwig Augustinsson,se SWE,"DF,FW",Werder Bremen,23,1994,28.1,1103,1450,76.1,19321,7653,504,594,84.8,483,599,80.6,100,185,54.1,1,2.1,3.0,-1.1,30,101,23,19,103,Matches
Yann Aurel Bisseck,de GER,"DF,MF",Köln,16,2000,1.7,75,82,91.5,1649,417,16,19,84.2,49,49,100.0,10,13,76.9,0,0.0,0.0,0.0,0,12,0,0,9,Matches
Holger Badstuber,de GER,"DF,MF",Stuttgart,28,1989,24.1,910,1100,82.7,18521,6932,275,309,89.0,493,546,90.3,136,220,61.8,0,0.1,0.4,-0.1,1,43,0,0,47,Matches
Daniel Baier,de GER,MF,Augsburg,33,1984,28.2,1196,1644,72.7,22390,8036,459,575,79.8,507,642,79.0,170,301,56.5,2,1.9,2.5,+0.1,27,153,23,6,197,Matches
Leon Bailey,jm JAM,"FW,DF",Leverkusen,19,1997,24.6,744,1094,68.0,13658,4037,389,475,81.9,209,309,67.6,123,235,52.3,6,6.7,7.2,-0.7,59,55,45,19,84,Matches
Marvin Bakalorz,de GER,MF,Hannover 96,27,1989,22.8,432,628,68.8,7138,2289,225,289,77.9,145,207,70.0,47,87,54.0,1,2.1,1.3,-1.1,14,58,11,0,72,Matches
Ridle Baku,de GER,MF,Mainz 05,19,1998,2.6,67,85,78.8,879,266,37,41,90.2,24,33,72.7,1,4,25.0,0,0.1,0.1,-0.1,1,3,1,0,6,Matches
Leon Balogun,ng NGA,DF,Mainz 05,29,1988,13.0,360,485,74.2,7322,2848,110,149,73.8,198,232,85.3,47,84,56.0,0,0.0,0.2,0.0,1,19,1,0,24,Matches
Philipp Bargfrede,de GER,MF,Werder Bremen,28,1989,20.7,764,967,79.0,14873,5480,255,311,82.0,408,476,85.7,93,145,64.1,1,0.8,0.8,+0.2,8,86,4,1,110,Matches
Aymen Barkok,ma MAR,"FW,MF",Eint Frankfurt,19,1998,3.5,88,120,73.3,1390,236,45,57,78.9,30,36,83.3,9,17,52.9,1,0.5,0.4,+0.5,7,7,6,1,9,Matches
Fin Bartels,de GER,FW,Werder Bremen,30,1987,12.5,279,391,71.4,4370,963,157,195,80.5,96,128,75.0,18,27,66.7,3,3.3,2.0,-0.3,23,27,12,4,42,Matches
Marc Bartra,es ESP,DF,Dortmund,26,1991,9.0,552,708,78.0,10450,3779,193,226,85.4,294,351,83.8,52,104,50.0,1,1.2,0.5,-0.2,4,51,2,1,60,Matches
Michy Batshuayi,be BEL,FW,Dortmund,23,1993,9.3,123,181,68.0,1621,384,73,107,68.2,32,41,78.0,6,10,60.0,1,0.3,0.5,+0.7,4,11,5,0,18,Matches
Robert Bauer,de GER,"DF,FW",Werder Bremen,22,1995,10.6,369,503,73.4,7491,3460,124,149,83.2,196,249,78.7,48,84,57.1,0,0.2,0.3,-0.2,4,34,4,3,39,Matches
Oliver Baumann,de GER,GK,Hoffenheim,27,1990,34.0,1032,1449,71.2,29127,22355,205,205,100.0,458,466,98.3,359,760,47.2,0,0.0,0.1,0.0,0,17,0,0,2,Matches
Timo Baumgartl,de GER,DF,Stuttgart,21,1996,29.0,1273,1555,81.9,26359,10763,377,427,88.3,697,782,89.1,185,314,58.9,0,0.3,0.7,-0.3,6,100,11,3,79,Matches
Julian Baumgartlinger,at AUT,"MF,DF",Leverkusen,29,1988,15.5,865,958,90.3,14795,3941,425,470,90.4,343,363,94.5,85,98,86.7,0,0.7,0.9,-0.7,11,64,8,0,72,Matches
Noah Joel Sarenren Bazee,ng NGA,"FW,MF",Hannover 96,20,1996,1.3,9,24,37.5,110,54,6,12,50.0,2,8,25.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,4,Matches
Riechedly Bazoer,nl NED,MF,Wolfsburg,20,1996,6.6,212,251,84.5,4065,734,82,93,88.2,95,105,90.5,30,44,68.2,0,0.2,0.4,-0.2,3,19,1,1,13,Matches
Ihlas Bebou,tg TOG,"MF,FW",Hannover 96,23,1994,23.8,446,639,69.8,6660,2226,240,303,79.2,133,192,69.3,36,61,59.0,2,5.5,4.5,-3.5,42,39,30,9,86,Matches
Andreas Beck,de GER,DF,Stuttgart,30,1987,21.4,826,1170,70.6,15618,6075,321,396,81.1,391,526,74.3,96,189,50.8,1,1.5,1.9,-0.5,14,65,19,11,77,Matches
Ishak Belfodil,dz ALG,FW,Werder Bremen,25,1992,15.0,272,440,61.8,3981,985,167,247,67.6,86,140,61.4,11,20,55.0,1,2.4,2.1,-1.4,18,24,10,1,42,Matches
Stefan Bell,de GER,DF,Mainz 05,25,1991,24.2,695,937,74.2,14417,6294,221,281,78.6,371,437,84.9,98,194,50.5,0,0.9,1.3,-0.9,9,55,3,0,58,Matches
Karim Bellarabi,de GER,"MF,FW",Leverkusen,27,1990,12.7,396,541,73.2,6045,1787,231,270,85.6,121,165,73.3,30,66,45.5,3,4.3,4.5,-1.3,27,27,31,11,51,Matches
Lars Bender,de GER,"DF,MF",Leverkusen,28,1989,17.7,731,961,76.1,11933,5444,362,427,84.8,294,369,79.7,52,114,45.6,4,2.0,1.5,+2.0,19,79,20,7,115,Matches
Sven Bender,de GER,DF,Leverkusen,28,1989,26.1,1375,1604,85.7,26219,9669,499,551,90.6,725,793,91.4,142,232,61.2,0,0.2,0.6,-0.2,4,82,3,0,110,Matches
László Bénes,sk SVK,MF,M'Gladbach,19,1997,0.4,24,30,80.0,457,168,10,11,90.9,11,14,78.6,3,4,75.0,0,0.2,0.1,-0.2,3,2,3,1,3,Matches
Marcel Benger,de GER,MF,M'Gladbach,19,1998,0.0,1,1,100.0,24,0,0,0,,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Charlison Benschop,cw CUW,"MF,DF",Hannover 96,27,1989,2.0,38,54,70.4,534,175,23,28,82.1,9,13,69.2,3,7,42.9,0,0.0,0.1,0.0,1,7,0,0,6,Matches
Nabil Bentaleb,dz ALG,MF,Schalke 04,22,1994,11.2,432,533,81.1,8065,1655,172,196,87.8,207,240,86.3,46,81,56.8,3,0.6,0.5,+2.4,9,32,3,1,43,Matches
Emil Berggreen,dk DEN,FW,Mainz 05,24,1993,7.4,102,165,61.8,1170,181,69,107,64.5,23,34,67.6,0,2,0.0,2,0.9,0.3,+1.1,7,6,0,0,11,Matches
Bernardo,br BRA,DF,RB Leipzig,22,1995,15.0,651,887,73.4,10103,4218,371,425,87.3,222,308,72.1,46,108,42.6,1,0.7,1.1,+0.3,6,54,13,5,71,Matches
Juan Bernat,es ESP,"DF,FW",Bayern Munich,24,1993,9.9,490,546,89.7,8119,1925,251,264,95.1,203,218,93.1,31,41,75.6,2,1.5,2.3,+0.5,11,24,9,3,42,Matches
Ermin Bičakčić,ba BIH,DF,Hoffenheim,27,1990,6.1,252,296,85.1,4710,1592,87,96,90.6,139,153,90.8,21,36,58.3,0,0.0,0.1,0.0,1,12,1,0,18,Matches
Leonardo Bittencourt,de GER,"MF,FW",Köln,23,1993,17.9,492,689,71.4,6927,1800,278,335,83.0,161,220,73.2,26,66,39.4,3,2.3,2.8,+0.7,26,41,28,7,69,Matches
Pablo de Blasis,ar ARG,"FW,MF",Mainz 05,29,1988,18.4,532,733,72.6,8697,2295,284,358,79.3,168,225,74.7,55,83,66.3,2,2.1,2.8,-0.1,29,55,14,3,68,Matches
Danny Blum,de GER,"MF,DF",Eint Frankfurt,26,1991,0.3,7,11,63.6,84,16,4,4,100.0,2,3,66.7,0,1,0.0,0,0.0,0.0,0.0,0,0,1,0,1,Matches
Jérôme Boateng,de GER,DF,Bayern Munich,28,1988,18.2,1236,1445,85.5,28953,12627,258,274,94.2,711,758,93.8,264,391,67.5,2,1.7,2.9,+0.3,12,171,20,5,127,Matches
Kevin-Prince Boateng,gh GHA,"MF,FW",Eint Frankfurt,30,1987,26.2,849,1119,75.9,14801,3773,400,491,81.5,333,400,83.3,90,149,60.4,1,1.4,1.8,-0.4,17,105,21,3,143,Matches
Raúl Bobadilla,py PAR,"FW,MF",M'Gladbach,30,1987,5.0,90,123,73.2,1105,167,58,72,80.6,20,24,83.3,3,6,50.0,0,0.4,0.7,-0.4,6,4,4,2,6,Matches
Julian Brandt,de GER,"FW,MF",Leverkusen,21,1996,25.8,972,1314,74.0,15051,3876,576,678,85.0,284,386,73.6,81,153,52.9,3,5.9,6.8,-2.9,58,58,43,9,112,Matches
Josip Brekalo,hr CRO,FW,Wolfsburg,19,1998,9.7,243,338,71.9,4385,1072,117,144,81.3,82,105,78.1,33,57,57.9,2,1.2,0.9,+0.8,14,18,11,2,32,Matches
Josip Brekalo,hr CRO,"MF,FW",Stuttgart,19,1998,8.1,211,315,67.0,3752,923,98,129,76.0,75,99,75.8,29,56,51.8,1,1.2,1.3,-0.2,16,15,13,6,21,Matches
John Brooks,us USA,DF,Wolfsburg,24,1993,8.1,317,370,85.7,7280,2384,60,69,87.0,187,200,93.5,67,91,73.6,0,0.0,0.1,0.0,0,12,0,0,9,Matches
Daniel Brosinski,de GER,"DF,FW",Mainz 05,29,1988,27.8,966,1508,64.1,19403,8926,396,487,81.3,402,595,67.6,161,358,45.0,5,3.4,3.9,+1.6,42,90,32,11,126,Matches
Bruma,pt POR,"MF,FW",RB Leipzig,22,1994,17.9,674,866,77.8,8760,2540,445,504,88.3,162,214,75.7,24,49,49.0,2,3.1,3.5,-1.1,25,72,24,1,90,Matches
Jeffrey Bruma,nl NED,DF,Wolfsburg,25,1991,11.0,531,615,86.3,11658,4054,141,160,88.1,287,309,92.9,102,137,74.5,0,0.1,0.3,-0.1,1,26,2,0,28,Matches
Jacob Bruun Larsen,dk DEN,"MF,DF",Stuttgart,18,1998,1.2,29,43,67.4,457,75,12,12,100.0,13,16,81.3,2,9,22.2,0,0.0,0.1,0.0,0,0,0,0,1,Matches
Jacob Bruun Larsen,dk DEN,DF,Dortmund,18,1998,0.1,2,2,100.0,42,14,0,0,,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Onur Bulut,tr TUR,FW,Freiburg,23,1994,0.4,3,6,50.0,53,35,2,3,66.7,0,0,,1,2,50.0,0,0.1,0.1,-0.1,1,1,2,1,1,Matches
Guido Burgstaller,at AUT,FW,Schalke 04,28,1989,25.8,399,571,69.9,5670,1080,240,318,75.5,137,184,74.5,10,20,50.0,4,3.4,2.5,+0.6,27,32,8,1,56,Matches
Roman Bürki,ch SUI,GK,Dortmund,26,1990,33.0,940,1297,72.5,25749,19346,159,159,100.0,478,482,99.2,299,642,46.6,0,0.0,0.1,0.0,0,15,0,0,5,Matches
Dženis Burnić,de GER,MF,Stuttgart,19,1998,3.4,241,269,89.6,4176,694,107,118,90.7,120,126,95.2,13,21,61.9,0,0.3,0.3,-0.3,5,15,3,0,17,Matches
Jakub Błaszczykowski,pl POL,"FW,MF",Wolfsburg,31,1985,5.8,137,197,69.5,2349,751,71,90,78.9,51,72,70.8,12,23,52.2,0,0.4,1.2,-0.4,7,13,7,3,25,Matches
Caiuby,br BRA,FW,Augsburg,29,1988,31.7,699,1071,65.3,10284,3184,375,522,71.8,182,281,64.8,67,108,62.0,7,4.0,3.3,+3.0,32,68,29,18,84,Matches
Luca Caldirola,it ITA,DF,Werder Bremen,26,1991,1.0,21,30,70.0,496,102,3,3,100.0,13,15,86.7,5,11,45.5,0,0.0,0.0,0.0,0,1,0,0,0,Matches
Daniel Caligiuri,it ITA,"DF,MF",Schalke 04,29,1988,32.4,1261,1801,70.0,23101,10049,539,637,84.6,564,769,73.3,143,330,43.3,10,5.5,4.1,+4.5,48,90,21,11,143,Matches
Ignacio Camacho,es ESP,"MF,DF",Wolfsburg,27,1990,10.6,400,527,75.9,7897,3464,145,176,82.4,187,231,81.0,60,98,61.2,0,0.5,0.4,-0.5,4,33,3,0,47,Matches
Koen Casteels,be BEL,GK,Wolfsburg,25,1992,34.0,888,1337,66.4,29107,22434,94,95,98.9,390,397,98.2,404,838,48.2,0,0.0,0.1,0.0,1,18,1,0,0,Matches
Gonzalo Castro,de GER,MF,Dortmund,30,1987,13.4,693,842,82.3,11452,3094,325,359,90.5,289,339,85.3,57,102,55.9,2,3.0,2.6,-1.0,36,88,20,5,97,Matches
Marijan Ćavar,ba BIH,MF,Eint Frankfurt,19,1998,0.4,7,8,87.5,76,23,6,7,85.7,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,1,Matches
Timothy Chandler,us USA,"DF,FW",Eint Frankfurt,27,1990,21.0,582,919,63.3,10962,4932,242,312,77.6,259,407,63.6,74,153,48.4,4,2.6,3.0,+1.4,25,51,30,20,78,Matches
Per Ciljan Skjelbred,no NOR,MF,Hertha BSC,30,1987,24.3,969,1140,85.0,18199,4983,381,442,86.2,435,495,87.9,129,169,76.3,0,0.8,0.8,-0.8,6,107,8,2,100,Matches
Christian Clemens,de GER,"MF,FW",Köln,25,1991,7.2,150,231,64.9,2564,1044,76,96,79.2,53,78,67.9,19,48,39.6,0,1.6,2.3,-1.6,10,16,7,4,20,Matches
Coke,es ESP,MF,Schalke 04,30,1987,0.0,2,2,100.0,30,10,1,1,100.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,1,0,1,Matches
Kingsley Coman,fr FRA,"FW,MF",Bayern Munich,21,1996,12.8,486,612,79.4,8391,1458,222,253,87.7,227,280,81.1,31,58,53.4,3,3.6,4.5,-0.6,22,26,22,6,60,Matches
Marvin Compper,de GER,DF,RB Leipzig,32,1985,1.0,55,58,94.8,1084,435,18,18,100.0,33,34,97.1,4,6,66.7,0,0.0,0.0,0.0,0,2,0,0,3,Matches
Jhon Córdoba,co COL,FW,Köln,24,1993,10.6,146,218,67.0,2124,341,76,111,68.5,48,63,76.2,11,16,68.8,2,1.1,1.7,+0.9,7,8,6,2,16,Matches
Sergio Córdova,ve VEN,"FW,MF",Augsburg,19,1997,6.5,114,155,73.5,1402,305,59,75,78.7,34,41,82.9,3,10,30.0,1,0.7,0.6,+0.3,8,9,4,1,11,Matches
Danny da Costa,de GER,"DF,FW",Eint Frankfurt,24,1993,13.4,493,688,71.7,8329,3448,237,278,85.3,202,274,73.7,41,92,44.6,2,1.5,1.4,+0.5,13,36,14,4,59,Matches
Mickaël Cuisance,fr FRA,"MF,FW",M'Gladbach,17,1999,13.4,534,675,79.1,9761,2662,254,295,86.1,199,237,84.0,75,113,66.4,1,2.1,1.8,-1.1,20,75,14,3,71,Matches
Mahmoud Dahoud,de GER,MF,Dortmund,21,1996,12.7,554,668,82.9,9304,2304,255,295,86.4,211,244,86.5,62,85,72.9,4,4.2,1.9,-0.2,22,49,16,0,74,Matches
Kevin Danso,at AUT,DF,Augsburg,18,1998,12.3,379,558,67.9,7833,3168,125,146,85.6,173,229,75.5,70,154,45.5,0,0.4,0.3,-0.4,3,25,1,1,36,Matches
Palkó Dárdai,hu HUN,"FW,MF",Hertha BSC,18,1999,0.3,7,8,87.5,100,47,5,5,100.0,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,1,Matches
Vladimír Darida,cz CZE,MF,Hertha BSC,26,1990,18.2,765,984,77.7,13878,3625,324,383,84.6,325,388,83.8,85,133,63.9,3,1.9,1.6,+1.1,15,81,12,3,108,Matches
Thomas Delaney,dk DEN,MF,Werder Bremen,25,1991,31.1,915,1294,70.7,16872,4962,393,496,79.2,380,504,75.4,123,221,55.7,4,2.8,2.3,+1.2,30,118,26,7,145,Matches
Kerem Demirbay,de GER,MF,Hoffenheim,24,1993,13.5,570,740,77.0,9953,3425,252,288,87.5,238,296,80.4,61,118,51.7,2,2.2,2.0,-0.2,31,62,17,5,76,Matches
Diego Demme,de GER,MF,RB Leipzig,25,1991,25.4,1763,2118,83.2,28479,8670,925,1019,90.8,629,741,84.9,155,246,63.0,3,2.2,2.5,+0.8,30,209,35,1,250,Matches
Franco Di Santo,ar ARG,"FW,MF",Schalke 04,28,1989,18.4,312,484,64.5,4982,847,158,225,70.2,121,185,65.4,26,42,61.9,1,1.7,2.1,-0.7,17,24,12,6,31,Matches
Abdou Diallo,sn SEN,DF,Mainz 05,21,1996,26.8,905,1217,74.4,18123,8699,342,402,85.1,425,507,83.8,128,262,48.9,1,0.2,1.6,+0.8,5,84,17,8,100,Matches
Daniel Didavi,de GER,MF,Wolfsburg,27,1990,24.9,709,978,72.5,11424,3153,357,418,85.4,267,353,75.6,57,132,43.2,5,2.6,2.0,+2.4,30,79,14,5,122,Matches
Dennis Diekmeier,de GER,DF,Hamburger SV,27,1989,20.8,547,900,60.8,10111,5856,229,285,80.4,241,381,63.3,66,172,38.4,3,2.0,2.4,+1.0,18,66,24,15,79,Matches
Landry Dimata,be BEL,FW,Wolfsburg,19,1997,10.0,149,196,76.0,2185,271,76,98,77.6,65,76,85.5,3,5,60.0,1,0.3,0.2,+0.7,7,9,3,0,12,Matches
Giulio Donati,it ITA,"DF,FW",Mainz 05,27,1990,25.4,815,1133,71.9,15117,6485,375,425,88.2,320,426,75.1,105,218,48.2,3,1.4,2.7,+1.6,25,56,35,26,65,Matches
Ji Dong-won,kr KOR,"FW,MF",Augsburg,26,1991,0.2,2,5,40.0,34,0,1,2,50.0,1,1,100.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Anastasios Donis,gr GRE,"MF,FW",Stuttgart,20,1996,10.5,145,225,64.4,2527,438,63,77,81.8,59,88,67.0,16,38,42.1,2,2.2,1.4,-0.2,11,9,7,3,13,Matches
Niklas Dorsch,de GER,MF,Bayern Munich,19,1998,1.0,32,40,80.0,525,132,15,18,83.3,14,16,87.5,2,3,66.7,0,0.0,0.0,0.0,1,1,1,0,6,Matches
Mohamed Dräger,tn TUN,"MF,FW",Freiburg,21,1996,0.6,5,12,41.7,59,12,3,8,37.5,1,1,100.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Aleksandar Dragović,at AUT,DF,Leverkusen,26,1991,0.5,27,31,87.1,478,185,11,14,78.6,14,14,100.0,2,3,66.7,0,0.0,0.0,0.0,0,2,0,0,1,Matches
Josip Drmić,ch SUI,"FW,MF",M'Gladbach,24,1992,5.2,93,139,66.9,1275,154,63,79,79.7,21,37,56.8,6,10,60.0,1,0.3,0.2,+0.7,3,8,2,0,4,Matches
Rick van Drongelen,nl NED,DF,Hamburger SV,18,1998,16.0,508,701,72.5,10000,3911,165,192,85.9,279,358,77.9,56,121,46.3,0,0.0,0.2,0.0,0,40,3,1,53,Matches
Ondrej Duda,sk SVK,MF,Hertha BSC,22,1994,8.3,257,317,81.1,3982,853,137,152,90.1,100,123,81.3,12,23,52.2,0,0.3,0.3,-0.3,3,24,5,1,30,Matches
Mandela Egbo,eng ENG,"DF,MF",M'Gladbach,19,1997,0.1,2,2,100.0,35,32,1,1,100.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Johannes Eggestein,de GER,"FW,DF",Werder Bremen,19,1998,1.1,20,32,62.5,296,72,10,11,90.9,8,14,57.1,0,3,0.0,0,0.8,0.2,-0.8,3,1,2,0,3,Matches
Maximilian Eggestein,de GER,MF,Werder Bremen,20,1996,29.9,736,1000,73.6,11977,4261,369,473,78.0,287,357,80.4,60,90,66.7,3,2.1,2.1,+0.9,14,87,13,4,137,Matches
Albin Ekdal,se SWE,MF,Hamburger SV,28,1989,12.3,442,582,75.9,7655,2581,195,231,84.4,203,268,75.7,35,52,67.3,1,1.0,1.1,0.0,7,48,7,0,67,Matches
Josip Elez,hr CRO,DF,Hannover 96,23,1994,8.6,285,366,77.9,6154,2539,87,106,82.1,140,170,82.4,55,85,64.7,0,0.0,0.3,0.0,0,35,3,0,39,Matches
Nico Elvedi,ch SUI,DF,M'Gladbach,20,1996,32.4,1483,1780,83.3,23475,8896,747,842,88.7,641,732,87.6,69,114,60.5,2,1.8,1.9,+0.2,21,99,10,2,139,Matches
Breel Embolo,ch SUI,"FW,MF",Schalke 04,20,1997,10.2,161,221,72.9,2440,525,94,117,80.3,52,70,74.3,9,14,64.3,0,0.2,0.4,-0.2,4,11,7,2,25,Matches
Michael Esser,de GER,GK,Hannover 96,29,1987,3.0,93,122,76.2,2857,2197,8,8,100.0,43,43,100.0,41,70,58.6,0,0.0,0.0,0.0,0,4,0,0,0,Matches
Alexander Esswein,de GER,"FW,MF",Hertha BSC,27,1990,6.9,168,231,72.7,2572,699,83,110,75.5,54,67,80.6,16,23,69.6,1,0.3,0.6,+0.7,5,16,5,3,20,Matches
Franck Evina,cm CMR,FW,Bayern Munich,17,2000,1.2,26,34,76.5,382,92,15,16,93.8,8,12,66.7,2,4,50.0,0,0.2,0.3,-0.2,1,0,3,2,2,Matches
Marco Fabián,mx MEX,"MF,FW",Eint Frankfurt,28,1989,4.7,158,187,84.5,2653,591,89,96,92.7,45,52,86.5,20,29,69.0,0,0.7,0.7,-0.7,8,15,8,1,23,Matches
Ralf Fährmann,de GER,GK,Schalke 04,28,1988,33.5,646,955,67.6,21266,15444,64,64,100.0,269,271,99.3,310,611,50.7,0,0.1,0.1,-0.1,1,12,0,0,0,Matches
Simon Falette,gn GUI,DF,Eint Frankfurt,25,1992,24.6,940,1244,75.6,18961,7259,302,355,85.1,512,605,84.6,116,241,48.1,0,0.4,0.3,-0.4,6,96,6,0,109,Matches
Felipe,br BRA,DF,Hannover 96,30,1987,5.1,208,275,75.6,4245,1710,57,71,80.3,128,147,87.1,22,53,41.5,0,0.1,0.4,-0.1,1,18,2,0,23,Matches
Ohis Felix Uduokhai,de GER,DF,Wolfsburg,19,1997,17.3,793,924,85.8,16542,6271,232,264,87.9,436,471,92.6,120,171,70.2,0,0.0,0.2,0.0,1,33,4,0,52,Matches
Gelson Fernandes,ch SUI,MF,Eint Frankfurt,30,1986,11.5,269,331,81.3,4273,1402,135,165,81.8,112,131,85.5,14,17,82.4,0,0.0,0.1,0.0,0,19,1,0,34,Matches
Alfreð Finnbogason,is ISL,FW,Augsburg,28,1989,20.2,321,453,70.9,4518,838,157,197,79.7,100,139,71.9,21,32,65.6,3,3.7,2.5,-0.7,33,27,14,0,41,Matches
Viktor Fischer,dk DEN,"FW,MF",Mainz 05,23,1994,3.7,81,108,75.0,1376,321,39,47,83.0,30,39,76.9,9,11,81.8,0,0.6,0.6,-0.6,5,9,4,1,11,Matches
