player,nationality,position,team,age,birth_year,minutes_90s,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assists,xg_assist,pass_xa,xg_assist_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,matches
Emil Forsberg,se SWE,MF,RB Leipzig,25,1991,15.2,464,639,72.6,6632,1932,272,312,87.2,119,168,70.8,39,90,43.3,2,2.4,3.9,-0.4,39,45,13,2,53,Matches
Iver Fossum,no NOR,MF,Hannover 96,21,1996,14.5,520,682,76.2,7970,2153,260,313,83.1,187,224,83.5,37,70,52.9,1,1.7,1.5,-0.7,16,46,14,3,67,Matches
Raphael Framberger,de GER,DF,Augsburg,21,1995,7.7,260,372,69.9,4104,2165,123,150,82.0,104,144,72.2,18,44,40.9,0,1.3,1.3,-1.3,10,24,15,7,38,Matches
Mike Frantz,de GER,MF,Freiburg,30,1986,11.6,172,248,69.4,2789,972,86,109,78.9,65,93,69.9,13,31,41.9,1,0.7,0.4,+0.3,9,17,4,2,33,Matches
Fabian Frei,ch SUI,MF,Mainz 05,28,1989,8.9,348,428,81.3,5989,1997,159,178,89.3,142,164,86.6,35,61,57.4,0,0.7,0.6,-0.7,8,35,6,0,48,Matches
Marco Friedl,at AUT,"DF,MF",Werder Bremen,19,1998,6.7,287,369,77.8,5587,2103,109,135,80.7,136,160,85.0,40,62,64.5,0,0.3,0.5,-0.3,3,27,3,2,27,Matches
Marco Friedl,at AUT,MF,Bayern Munich,19,1998,0.5,45,52,86.5,831,347,17,19,89.5,22,26,84.6,5,6,83.3,0,0.2,0.2,-0.2,3,9,4,4,8,Matches
Chris Führich,de GER,MF,Köln,19,1998,1.1,24,30,80.0,306,94,9,13,69.2,9,9,100.0,0,0,,0,0.1,0.1,-0.1,1,1,0,0,6,Matches
Niclas Füllkrug,de GER,FW,Hannover 96,24,1993,26.5,476,768,62.0,6635,1248,279,408,68.4,126,211,59.7,29,48,60.4,3,3.6,3.0,-0.6,37,35,12,2,55,Matches
Mijat Gaćinović,rs SRB,"MF,FW",Eint Frankfurt,22,1995,20.2,435,633,68.7,7129,2009,222,283,78.4,153,209,73.2,46,89,51.7,3,2.7,2.6,+0.3,21,51,16,3,65,Matches
Ulisses Garcia,ch SUI,FW,Werder Bremen,21,1996,1.0,23,32,71.9,376,111,10,13,76.9,11,14,78.6,1,3,33.3,0,0.0,0.0,0.0,0,1,0,0,1,Matches
Jean-Philippe Gbamin,ci CIV,"MF,DF",Mainz 05,21,1995,28.8,921,1179,78.1,17267,6460,386,460,83.9,388,450,86.2,124,203,61.1,3,1.5,1.7,+1.5,13,112,6,0,128,Matches
Theodor Gebre Selassie,cz CZE,"DF,FW",Werder Bremen,30,1986,31.4,1124,1437,78.2,17462,7687,591,704,83.9,460,578,79.6,51,98,52.0,0,1.4,1.8,-1.4,22,89,11,4,114,Matches
Dennis Geiger,de GER,MF,Hoffenheim,19,1998,17.6,707,822,86.0,12005,3014,312,337,92.6,304,343,88.6,65,97,67.0,1,1.3,1.5,-0.3,26,68,16,0,90,Matches
Christian Gentner,de GER,MF,Stuttgart,31,1985,26.8,881,1255,70.2,15248,5122,390,477,81.8,371,494,75.1,89,206,43.2,2,2.6,2.9,-0.6,25,130,30,12,141,Matches
Yannick Gerhardt,de GER,"DF,MF",Wolfsburg,23,1994,13.6,489,647,75.6,8458,2593,203,247,82.2,233,288,80.9,38,71,53.5,1,0.8,0.9,+0.2,12,40,5,0,44,Matches
Rafał Gikiewicz,pl POL,GK,Freiburg,29,1987,1.7,43,75,57.3,2171,1948,1,2,50.0,7,8,87.5,35,65,53.8,0,0.0,0.0,0.0,0,2,0,0,0,Matches
Daniel Ginczek,de GER,FW,Stuttgart,26,1991,16.9,206,344,59.9,3112,767,118,186,63.4,71,109,65.1,11,18,61.1,0,1.4,1.2,-1.4,15,18,8,0,31,Matches
Matthias Ginter,de GER,DF,M'Gladbach,23,1994,34.0,1792,2064,86.8,36425,11767,516,566,91.2,1043,1130,92.3,219,331,66.2,2,1.0,1.0,+1.0,7,106,11,0,138,Matches
Serge Gnabry,de GER,FW,Hoffenheim,22,1995,16.7,404,544,74.3,5886,1785,224,282,79.4,134,171,78.4,24,43,55.8,5,3.4,3.9,+1.6,27,33,22,3,52,Matches
Mario Gómez,de GER,FW,Wolfsburg,32,1985,10.4,132,213,62.0,2150,276,62,104,59.6,58,82,70.7,8,15,53.3,2,1.0,1.0,+1.0,11,11,2,0,14,Matches
Mario Gómez,de GER,FW,Stuttgart,32,1985,15.4,223,364,61.3,3400,736,131,194,67.5,65,109,59.6,17,29,58.6,0,2.6,2.3,-2.6,14,22,9,2,31,Matches
Sergio Gómez,es ESP,MF,Dortmund,16,2000,0.1,7,7,100.0,174,58,2,2,100.0,3,3,100.0,2,2,100.0,0,0.1,0.1,-0.1,1,1,1,0,1,Matches
Jérôme Gondorf,de GER,"MF,FW",Werder Bremen,29,1988,8.9,173,261,66.3,2734,797,83,121,68.6,65,88,73.9,15,30,50.0,1,0.7,0.4,+0.3,7,14,7,2,27,Matches
Leon Goretzka,de GER,MF,Schalke 04,22,1995,22.0,686,879,78.0,12248,3090,298,356,83.7,309,387,79.8,69,101,68.3,2,1.0,2.1,+1.0,18,70,18,3,106,Matches
Mario Götze,de GER,MF,Dortmund,25,1992,17.8,818,1034,79.1,11496,3342,481,553,87.0,243,302,80.5,40,82,48.8,3,6.0,5.2,-3.0,40,76,44,6,125,Matches
Mohamed Gouaida,tn TUN,MF,Hamburger SV,24,1993,0.6,21,26,80.8,262,17,15,18,83.3,5,5,100.0,1,3,33.3,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Jeffrey Gouweleeuw,nl NED,DF,Augsburg,26,1991,26.5,915,1183,77.3,19085,8862,298,348,85.6,422,479,88.1,165,299,55.2,0,0.4,0.8,-0.4,7,106,10,0,108,Matches
Michael Gregoritsch,at AUT,"MF,FW",Augsburg,23,1994,28.1,522,782,66.8,7449,2107,264,360,73.3,149,219,68.0,40,76,52.6,3,1.3,1.9,+1.7,21,60,8,2,79,Matches
Anto Grgić,ch SUI,MF,Stuttgart,20,1996,0.1,10,10,100.0,229,26,1,1,100.0,6,6,100.0,3,3,100.0,0,0.0,0.0,0.0,0,1,0,0,0,Matches
Vincenzo Grifo,it ITA,"MF,FW",M'Gladbach,24,1993,8.7,312,435,71.7,5243,1864,162,187,86.6,109,144,75.7,34,76,44.7,3,2.4,2.0,+0.6,20,23,18,3,44,Matches
Florian Grillitsch,at AUT,MF,Hoffenheim,21,1995,21.0,882,1073,82.2,16252,4754,360,423,85.1,398,445,89.4,97,149,65.1,2,1.7,1.6,+0.3,27,91,18,3,108,Matches
Karim Guédé,sk SVK,FW,Freiburg,32,1985,0.7,4,10,40.0,59,8,2,3,66.7,2,6,33.3,0,0,,0,0.0,0.0,0.0,0,0,0,0,1,Matches
Raphaël Guerreiro,pt POR,"DF,MF",Dortmund,23,1993,6.1,334,418,79.9,4607,1369,192,218,88.1,116,144,80.6,10,30,33.3,1,1.1,0.7,-0.1,9,16,5,1,33,Matches
Josuha Guilavogui,fr FRA,MF,Wolfsburg,26,1990,26.7,1159,1372,84.5,22573,6871,424,484,87.6,571,644,88.7,145,202,71.8,2,1.8,1.6,+0.2,21,134,13,1,171,Matches
Serhou Guirassy,gn GUI,FW,Köln,21,1996,9.5,189,266,71.1,2422,552,115,146,78.8,48,75,64.0,6,11,54.5,0,0.7,0.8,-0.7,7,17,3,0,25,Matches
Péter Gulácsi,hu HUN,GK,RB Leipzig,27,1990,33.0,767,1105,69.4,23792,19390,117,117,100.0,344,345,99.7,303,634,47.8,0,0.0,0.1,0.0,0,23,0,0,1,Matches
Manuel Gulde,de GER,DF,Freiburg,26,1991,17.0,665,793,83.9,14357,4754,151,174,86.8,412,450,91.6,100,159,62.9,0,0.1,0.3,-0.1,2,43,2,1,43,Matches
Christian Günter,de GER,"DF,MF",Freiburg,24,1993,34.0,1231,1766,69.7,22713,9838,531,637,83.4,517,685,75.5,156,357,43.7,4,3.8,4.3,+0.2,52,97,44,26,125,Matches
Jonathan de Guzmán,nl NED,MF,Eint Frankfurt,29,1987,12.1,490,650,75.4,8719,3049,227,260,87.3,184,224,82.1,59,129,45.7,3,1.3,2.1,+1.7,19,58,15,5,83,Matches
Janik Haberer,de GER,"MF,FW",Freiburg,23,1994,30.5,731,1045,70.0,12928,3423,316,410,77.1,297,409,72.6,84,137,61.3,4,3.4,3.1,+0.6,34,81,21,5,107,Matches
Alexander Hack,de GER,DF,Mainz 05,23,1993,14.3,500,656,76.2,10365,5077,176,218,80.7,239,286,83.6,80,135,59.3,0,0.3,0.7,-0.3,5,54,5,1,58,Matches
Robin Hack,de GER,"FW,MF",Hoffenheim,18,1998,0.8,15,23,65.2,290,96,5,8,62.5,5,7,71.4,4,6,66.7,0,0.1,0.1,-0.1,1,0,2,1,1,Matches
André Hahn,de GER,FW,Hamburger SV,26,1990,15.1,195,386,50.5,2916,856,114,182,62.6,61,117,52.1,12,40,30.0,0,0.9,1.1,-0.9,9,12,12,8,24,Matches
Izet Hajrović,ba BIH,"MF,FW",Werder Bremen,25,1991,2.1,56,80,70.0,1046,306,23,33,69.7,22,26,84.6,9,16,56.3,0,0.2,0.3,-0.2,5,2,2,2,2,Matches
Sébastien Haller,ci CIV,FW,Eint Frankfurt,23,1994,26.1,452,698,64.8,5973,1106,274,383,71.5,125,206,60.7,19,33,57.6,4,4.1,2.1,-0.1,30,40,12,0,52,Matches
Marcel Halstenberg,de GER,DF,RB Leipzig,25,1991,13.1,585,750,78.0,8474,3108,363,410,88.5,178,227,78.4,30,74,40.5,2,1.3,1.3,+0.7,15,27,15,2,64,Matches
Tim Handwerker,de GER,"MF,DF",Köln,19,1998,4.4,97,155,62.6,1588,588,43,55,78.2,43,58,74.1,6,31,19.4,1,1.2,1.5,-0.2,4,6,4,3,8,Matches
Genki Haraguchi,jp JPN,FW,Hertha BSC,26,1991,2.3,40,61,65.6,467,151,27,36,75.0,10,16,62.5,0,0,,0,0.8,0.8,-0.8,2,2,1,1,4,Matches
Amine Harit,ma MAR,"MF,FW",Schalke 04,20,1997,22.7,615,751,81.9,9743,2143,335,387,86.6,230,275,83.6,36,52,69.2,3,4.4,3.2,-1.4,38,53,33,5,95,Matches
Martin Harnik,at AUT,"FW,MF",Hannover 96,30,1987,21.0,387,597,64.8,6159,1354,211,308,68.5,121,176,68.8,35,54,64.8,2,1.4,1.2,+0.6,17,31,14,3,50,Matches
Makoto Hasebe,jp JPN,"DF,MF",Eint Frankfurt,33,1984,23.2,1015,1159,87.6,21633,6594,263,286,92.0,549,599,91.7,180,233,77.3,0,0.1,0.5,-0.1,4,56,8,0,72,Matches
Kai Havertz,de GER,"MF,FW",Leverkusen,18,1999,23.8,900,1119,80.4,14064,3060,494,585,84.4,304,359,84.7,68,91,74.7,8,4.6,3.1,+3.4,32,77,29,3,149,Matches
Thorgan Hazard,be BEL,"MF,FW",M'Gladbach,24,1993,32.7,972,1361,71.4,14931,4765,533,652,81.7,291,390,74.6,90,190,47.4,5,6.6,7.5,-1.6,64,69,56,9,124,Matches
Jonas Hector,de GER,"DF,MF",Köln,27,1990,19.5,895,1168,76.6,15135,4549,405,463,87.5,386,487,79.3,75,140,53.6,2,1.9,3.0,+0.1,21,66,13,2,89,Matches
Dominique Heintz,de GER,DF,Köln,23,1993,31.0,1245,1521,81.9,26524,10677,383,422,90.8,635,699,90.8,217,359,60.4,0,0.7,1.1,-0.7,8,121,19,4,158,Matches
Marcel Heller,de GER,"FW,MF",Augsburg,31,1986,14.4,189,351,53.8,2415,933,116,147,78.9,43,96,44.8,9,38,23.7,1,2.4,2.4,-1.4,16,7,15,11,26,Matches
Benjamin Henrichs,de GER,DF,Leverkusen,20,1997,14.1,586,823,71.2,9456,4166,319,377,84.6,211,292,72.3,48,106,45.3,1,1.3,1.5,-0.3,11,52,18,7,71,Matches
Patrick Herrmann,de GER,"MF,FW",M'Gladbach,26,1991,12.5,265,386,68.7,4184,1440,134,170,78.8,98,142,69.0,19,37,51.4,1,1.9,1.8,-0.9,14,17,13,9,28,Matches
Kaylen Hinds,eng ENG,FW,Wolfsburg,19,1998,1.0,9,15,60.0,115,35,5,8,62.5,3,5,60.0,0,0,,0,0.0,0.0,0.0,0,2,0,0,2,Matches
Martin Hinteregger,at AUT,DF,Augsburg,24,1992,29.5,1055,1352,78.0,21881,9374,313,351,89.2,552,616,89.6,167,331,50.5,0,0.3,0.8,-0.3,8,72,6,1,90,Matches
Marwin Hitz,ch SUI,GK,Augsburg,29,1987,32.0,831,1152,72.1,28373,20806,53,55,96.4,369,378,97.6,409,715,57.2,0,0.0,0.1,0.0,1,16,0,0,0,Matches
Nicolas Höfler,de GER,MF,Freiburg,27,1990,25.1,1103,1283,86.0,20021,6139,408,472,86.4,550,605,90.9,106,138,76.8,3,1.8,1.7,+1.2,17,115,6,0,130,Matches
Jonas Hofmann,de GER,"MF,FW",M'Gladbach,25,1992,11.5,301,421,71.5,5407,1699,135,174,77.6,118,148,79.7,40,68,58.8,3,3.0,2.0,0.0,22,27,11,1,41,Matches
Marco Höger,de GER,MF,Köln,27,1989,18.6,1002,1206,83.1,17718,6138,432,485,89.1,444,506,87.7,96,133,72.2,0,0.4,1.0,-0.4,8,108,14,3,141,Matches
Lucas Höler,de GER,"FW,MF",Freiburg,23,1994,10.1,141,243,58.0,2175,563,73,107,68.2,49,85,57.6,10,18,55.6,0,0.2,0.5,-0.2,4,13,4,0,21,Matches
Lewis Holtby,de GER,"MF,FW",Hamburger SV,26,1990,13.3,459,595,77.1,8092,2339,208,239,87.0,178,220,80.9,54,90,60.0,0,0.9,1.0,-0.9,14,40,15,5,56,Matches
Gerrit Holtmann,ph PHI,"FW,DF",Mainz 05,22,1995,10.0,264,382,69.1,4110,1590,139,170,81.8,102,148,68.9,14,30,46.7,1,1.1,1.2,-0.1,9,16,6,4,19,Matches
Jannes Horn,de GER,DF,Köln,20,1997,9.2,272,348,78.2,4715,1873,132,139,95.0,105,134,78.4,28,57,49.1,0,1.4,1.8,-1.4,10,15,10,8,19,Matches
Timo Horn,de GER,GK,Köln,24,1993,34.0,626,1094,57.2,24508,21926,67,67,100.0,196,198,99.0,363,821,44.2,0,0.2,0.3,-0.2,3,47,2,0,0,Matches
Lukáš Hrádecký,fi FIN,GK,Eint Frankfurt,27,1989,34.0,868,1309,66.3,28682,22471,122,124,98.4,352,355,99.2,388,813,47.7,0,0.0,0.2,0.0,0,46,1,0,0,Matches
Branimir Hrgota,se SWE,"MF,FW",Eint Frankfurt,24,1993,2.2,32,47,68.1,493,89,20,22,90.9,10,12,83.3,2,5,40.0,0,0.1,0.1,-0.1,2,3,1,0,3,Matches
Timo Hübers,de GER,DF,Hannover 96,21,1996,5.0,130,172,75.6,2608,1158,42,53,79.2,64,79,81.0,23,37,62.2,1,0.3,0.1,+0.7,4,10,1,0,13,Matches
Benjamin Hübner,de GER,DF,Hoffenheim,28,1989,25.7,1230,1471,83.6,22256,9927,505,552,91.5,586,657,89.2,116,209,55.5,2,0.6,0.8,+1.4,11,101,5,1,117,Matches
Florian Hübner,de GER,DF,Hannover 96,26,1991,3.6,134,158,84.8,2852,1150,31,33,93.9,87,94,92.6,16,27,59.3,0,0.0,0.0,0.0,1,7,0,0,5,Matches
Mats Hummels,de GER,DF,Bayern Munich,28,1988,24.6,1768,2032,87.0,37959,17092,430,488,88.1,1076,1153,93.3,250,363,68.9,1,0.3,1.6,+0.7,7,194,11,0,184,Matches
Aaron Hunt,de GER,"MF,FW",Hamburger SV,30,1986,23.1,896,1226,73.1,16146,4982,428,509,84.1,304,411,74.0,132,236,55.9,2,4.8,5.5,-2.8,60,100,30,4,134,Matches
Vedad Ibišević,ba BIH,FW,Hertha BSC,32,1984,16.1,262,372,70.4,3921,583,142,185,76.8,95,129,73.6,14,21,66.7,4,1.6,1.3,+2.4,14,24,3,0,24,Matches
Stefan Ilsanker,at AUT,"DF,MF",RB Leipzig,28,1989,14.3,765,921,83.1,13681,5265,330,370,89.2,344,394,87.3,78,129,60.5,1,0.9,1.1,+0.1,9,80,12,1,97,Matches
Emiliano Insúa,ar ARG,DF,Stuttgart,28,1989,23.4,767,1076,71.3,13166,5032,379,438,86.5,307,412,74.5,68,175,38.9,2,1.9,2.2,+0.1,23,47,21,15,63,Matches
Pablo Insua,es ESP,DF,Schalke 04,23,1993,0.3,5,6,83.3,105,62,0,0,,4,4,100.0,1,2,50.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Alexander Isak,se SWE,"FW,MF",Dortmund,17,1999,1.3,19,26,73.1,220,46,11,14,78.6,6,7,85.7,0,0,,0,0.2,0.0,-0.2,2,0,1,0,4,Matches
Tatsuya Ito,jp JPN,"MF,FW",Hamburger SV,20,1997,11.2,296,389,76.1,4219,1331,170,193,88.1,92,131,70.2,18,36,50.0,2,1.2,2.6,+0.8,13,21,27,5,45,Matches
Gian-Luca Itter,de GER,DF,Wolfsburg,18,1999,4.6,137,183,74.9,2244,890,64,78,82.1,58,68,85.3,11,31,35.5,0,0.1,0.3,-0.1,2,10,3,2,13,Matches
Koo Ja-cheol,kr KOR,MF,Augsburg,28,1989,22.7,627,794,79.0,7926,2174,337,396,85.1,139,171,81.3,39,63,61.9,0,1.0,0.9,-1.0,11,61,8,0,68,Matches
Paul Jaeckel,de GER,DF,Wolfsburg,19,1998,3.0,113,149,75.8,2519,793,23,32,71.9,70,78,89.7,18,35,51.4,0,0.3,0.2,-0.3,2,6,3,3,6,Matches
Kilian Jakob,de GER,FW,Augsburg,19,1998,0.6,6,12,50.0,98,43,3,3,100.0,3,5,60.0,0,0,,0,0.0,0.2,0.0,0,1,2,1,3,Matches
Vasilije Janjicic,ch SUI,MF,Hamburger SV,18,1998,3.6,121,150,80.7,1894,653,54,60,90.0,58,70,82.9,3,10,30.0,0,0.1,0.1,-0.1,3,12,2,0,20,Matches
Christoph Janker,de GER,"DF,MF",Augsburg,32,1985,0.9,8,14,57.1,135,50,2,2,100.0,6,7,85.7,0,2,0.0,0,0.0,0.0,0.0,0,1,0,0,2,Matches
Tony Jantschke,de GER,DF,M'Gladbach,27,1990,8.1,309,434,71.2,5585,2412,127,162,78.4,151,198,76.3,28,52,53.8,1,0.1,0.2,+0.9,2,35,2,1,33,Matches
Rune Jarstein,no NOR,GK,Hertha BSC,32,1984,31.0,634,1134,55.9,24272,20476,39,39,100.0,214,216,99.1,381,876,43.5,0,0.0,0.1,0.0,0,32,0,0,0,Matches
Bakery Jatta,gm GAM,"MF,FW",Hamburger SV,19,1998,3.3,65,104,62.5,881,291,39,58,67.2,18,23,78.3,3,9,33.3,1,0.1,0.4,+0.9,3,5,3,1,5,Matches
Tin Jedvaj,hr CRO,DF,Leverkusen,21,1995,6.7,283,365,77.5,5282,2162,116,131,88.5,127,153,83.0,35,57,61.4,0,0.1,0.2,-0.1,2,37,5,1,40,Matches
Aron Jóhannsson,us USA,"MF,FW",Werder Bremen,26,1990,3.1,80,102,78.4,1306,456,41,47,87.2,29,38,76.3,8,11,72.7,0,1.0,0.5,-1.0,7,7,4,2,13,Matches
Fabian Johnson,us USA,"MF,DF",M'Gladbach,29,1987,5.2,81,127,63.8,1119,539,48,67,71.6,30,46,65.2,1,4,25.0,0,0.7,0.6,-0.7,3,6,3,1,8,Matches
Miloš Jojić,rs SRB,MF,Köln,25,1992,16.2,494,699,70.7,8270,2379,226,283,79.9,182,240,75.8,57,118,48.3,5,6.2,3.8,-1.2,31,42,22,5,72,Matches
Jonathas,br BRA,FW,Hannover 96,28,1989,7.0,102,164,62.2,1592,344,58,93,62.4,33,49,67.3,9,13,69.2,3,1.6,0.7,+1.4,12,8,7,1,11,Matches
Nigel de Jong,nl NED,MF,Mainz 05,32,1984,8.2,300,360,83.3,5365,1886,132,155,85.2,132,151,87.4,30,41,73.2,0,0.2,0.2,-0.2,4,28,1,0,32,Matches
Luka Jović,rs SRB,FW,Eint Frankfurt,19,1997,10.4,179,249,71.9,2610,384,97,128,75.8,54,75,72.0,11,18,61.1,1,1.3,1.1,-0.3,8,15,4,1,13,Matches
Gideon Jung,de GER,"MF,DF",Hamburger SV,22,1994,28.6,815,1048,77.8,15924,5964,269,311,86.5,441,527,83.7,95,173,54.9,1,1.1,1.0,-0.1,9,81,11,1,110,Matches
Sebastian Jung,de GER,DF,Wolfsburg,27,1990,0.9,17,29,58.6,284,192,9,11,81.8,4,7,57.1,3,7,42.9,0,0.0,0.0,0.0,0,2,1,0,2,Matches
Zlatko Junuzović,at AUT,"MF,FW",Werder Bremen,29,1987,18.1,544,781,69.7,9039,3253,285,343,83.1,195,270,72.2,50,116,43.1,4,3.5,3.1,+0.5,40,73,30,8,118,Matches
Gojko Kačar,rs SRB,DF,Augsburg,30,1987,2.5,56,75,74.7,1022,366,19,23,82.6,33,40,82.5,4,11,36.4,0,0.0,0.0,0.0,0,0,0,0,1,Matches
Pavel Kadeřábek,cz CZE,"FW,DF",Hoffenheim,25,1992,24.4,799,1104,72.4,13158,4851,394,483,81.6,336,440,76.4,51,121,42.1,3,2.7,3.8,+0.3,23,54,24,14,65,Matches
Shinji Kagawa,jp JPN,MF,Dortmund,28,1989,13.0,650,771,84.3,10389,2703,332,353,94.1,225,269,83.6,54,87,62.1,2,2.9,2.4,-0.9,22,77,25,1,109,Matches
Florian Kainz,at AUT,"MF,FW",Werder Bremen,24,1992,19.0,543,784,69.3,9925,3570,246,302,81.5,213,286,74.5,70,144,48.6,3,3.5,2.8,-0.5,37,69,25,10,114,Matches
Dominik Kaiser,de GER,"MF,FW",RB Leipzig,28,1988,3.1,114,163,69.9,1728,664,63,75,84.0,35,49,71.4,8,24,33.3,0,0.2,0.3,-0.2,3,6,6,2,12,Matches
Salomon Kalou,ci CIV,"FW,MF",Hertha BSC,31,1985,24.5,431,625,69.0,6330,1913,241,317,76.0,144,213,67.6,23,34,67.6,3,2.3,2.0,+0.7,15,50,17,1,73,Matches
Daichi Kamada,jp JPN,"MF,FW",Eint Frankfurt,20,1996,1.6,27,32,84.4,401,118,15,15,100.0,7,8,87.5,2,4,50.0,0,0.0,0.0,0.0,1,1,0,0,3,Matches
Marcin Kamiński,pl POL,DF,Stuttgart,25,1992,12.6,690,820,84.1,13816,5295,217,247,87.9,389,430,90.5,77,127,60.6,0,0.5,0.4,-0.5,4,52,6,4,53,Matches
Kevin Kampl,si SVN,MF,RB Leipzig,26,1990,22.4,1033,1250,82.6,16321,5228,526,584,90.1,393,455,86.4,77,139,55.4,3,3.9,4.2,-0.9,51,111,26,5,152,Matches
Kevin Kampl,si SVN,MF,Leverkusen,26,1990,0.3,30,34,88.2,630,204,12,13,92.3,10,11,90.9,7,7,100.0,0,0.0,0.0,0.0,1,7,0,0,5,Matches
Bartosz Kapustka,pl POL,"FW,MF",Freiburg,20,1996,2.6,37,74,50.0,529,124,21,32,65.6,12,24,50.0,1,7,14.3,0,0.0,0.0,0.0,0,4,0,0,3,Matches
Kenan Karaman,tr TUR,"MF,FW",Hannover 96,23,1994,9.5,197,269,73.2,3094,847,99,125,79.2,73,92,79.3,13,23,56.5,0,0.6,1.1,-0.6,7,12,7,3,31,Matches
Florian Kath,de GER,"FW,MF",Freiburg,22,1994,7.5,135,209,64.6,2281,620,67,87,77.0,47,65,72.3,16,33,48.5,0,0.3,0.4,-0.3,6,14,5,0,26,Matches
Ole Käuper,de GER,MF,Werder Bremen,20,1997,0.8,22,32,68.8,425,76,7,11,63.6,14,17,82.4,1,4,25.0,0,0.0,0.0,0.0,0,1,0,0,2,Matches
Thilo Kehrer,de GER,DF,Schalke 04,20,1996,26.3,1018,1230,82.8,20010,7355,329,370,88.9,575,657,87.5,108,181,59.7,0,0.4,0.4,-0.4,11,65,0,0,96,Matches
Naby Keïta,gn GUI,MF,RB Leipzig,22,1995,21.8,995,1242,80.1,14152,4723,572,659,86.8,295,364,81.0,63,97,64.9,5,4.2,3.4,+0.8,38,101,39,5,148,Matches
Marc-Oliver Kempf,de GER,DF,Freiburg,22,1995,10.0,412,516,79.8,8957,3502,101,112,90.2,240,273,87.9,68,123,55.3,1,1.0,0.4,0.0,4,28,2,0,35,Matches
Ryan Kent,eng ENG,"FW,MF",Freiburg,20,1996,2.7,42,63,66.7,631,147,24,32,75.0,13,24,54.2,4,5,80.0,0,0.1,0.1,-0.1,1,8,0,0,6,Matches
Rani Khedira,de GER,"MF,DF",Augsburg,23,1994,25.3,641,860,74.5,11202,4074,237,305,77.7,318,379,83.9,51,103,49.5,1,0.8,1.1,+0.2,10,48,11,2,84,Matches
Stefan Kießling,de GER,"DF,MF",Leverkusen,33,1984,0.9,15,27,55.6,180,31,10,18,55.6,4,6,66.7,0,1,0.0,0,0.2,0.1,-0.2,2,1,0,0,0,Matches
Joshua Kimmich,de GER,DF,Bayern Munich,22,1995,25.9,1822,2169,84.0,35601,10321,695,750,92.7,836,967,86.5,272,394,69.0,10,6.2,6.3,+3.8,53,137,52,22,176,Matches
Felix Klaus,de GER,"MF,FW",Hannover 96,24,1992,22.0,490,709,69.1,7426,2512,259,335,77.3,153,209,73.2,36,83,43.4,2,2.1,3.3,-0.1,32,26,14,4,55,Matches
Tim Kleindienst,de GER,"FW,DF",Freiburg,21,1995,12.6,203,369,55.0,2956,775,109,184,59.2,67,110,60.9,10,27,37.0,3,2.3,1.4,+0.7,8,19,10,1,31,Matches
Lukas Klostermann,de GER,DF,RB Leipzig,21,1996,24.3,922,1201,76.8,13349,4720,562,662,84.9,292,385,75.8,44,76,57.9,0,1.6,1.8,-1.6,15,56,12,6,80,Matches
Lukas Klünter,de GER,"DF,FW",Köln,21,1996,14.8,347,526,66.0,5866,2312,165,208,79.3,145,204,71.1,31,71,43.7,0,1.2,1.1,-1.2,13,20,12,7,41,Matches
Robin Knoche,de GER,DF,Wolfsburg,25,1992,23.4,1215,1432,84.8,27253,10359,268,311,86.2,700,779,89.9,240,321,74.8,2,0.4,0.6,+1.6,3,75,2,0,91,Matches
Törles Knöll,de GER,"MF,FW",Hamburger SV,19,1997,0.2,1,3,33.3,5,0,1,3,33.3,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Robin Koch,de GER,"MF,DF",Freiburg,21,1996,21.3,758,977,77.6,15376,5209,222,280,79.3,424,485,87.4,101,182,55.5,1,1.0,0.9,0.0,6,53,2,0,36,Matches
Kenan Kodro,ba BIH,"FW,DF",Mainz 05,23,1993,2.6,53,69,76.8,882,62,25,37,67.6,14,17,82.4,9,10,90.0,0,0.2,0.2,-0.2,4,2,2,0,4,Matches
Dominik Kohr,de GER,MF,Leverkusen,23,1994,18.5,780,946,82.5,13086,3718,390,447,87.2,304,355,85.6,71,103,68.9,1,1.3,2.0,-0.3,18,82,12,0,116,Matches
Ibrahima Konaté,fr FRA,DF,RB Leipzig,18,1999,13.6,527,651,81.0,9792,4235,209,239,87.4,264,303,87.1,47,100,47.0,0,0.5,0.4,-0.5,3,39,1,0,51,Matches
Yevhen Konoplyanka,ua UKR,"FW,MF",Schalke 04,27,1989,17.4,331,503,65.8,5337,1165,187,234,79.9,110,165,66.7,30,76,39.5,4,4.6,3.7,-0.6,31,18,20,9,50,Matches
Julian Korb,de GER,"DF,MF",Hannover 96,25,1992,26.0,814,1199,67.9,14609,8368,344,427,80.6,376,516,72.9,78,177,44.1,1,1.6,2.7,-0.6,22,82,28,13,119,Matches
Filip Kostić,rs SRB,"FW,MF",Hamburger SV,24,1992,27.1,459,796,57.7,7436,2555,235,329,71.4,149,260,57.3,45,111,40.5,1,3.2,3.1,-2.2,29,30,29,19,59,Matches
