player,nationality,position,team,age,birth_year,minutes_90s,goals,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_free_kicks,pens_made,pens_att,xg,npxg,npxg_per_shot,xg_net,npxg_net,matches
Makoto Hasebe,jp JPN,"DF,MF",Eint Frankfurt,39-343,1984,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Thorgan Hazard,be BEL,DF,Dortmund,30-273,1993,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Dominique Heintz,de GER,DF,Köln,30-134,1993,4.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Benjamin Henrichs,de GER,DF,RB Leipzig,26-307,1997,13.9,1,22,5,22.7,1.58,0.36,0.05,0.20,20.2,3,0,0,1.4,1.4,0.06,-0.4,-0.4,Matches
Patrick Herrmann,de GER,"DF,FW",M'Gladbach,32-318,1991,0.5,0,1,0,0.0,2.05,0.00,0.00,,17.7,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
Piero Hincapié,ec ECU,DF,Leverkusen,21-352,2002,3.3,0,3,0,0.0,0.91,0.00,0.00,,6.3,0,0,0,0.8,0.8,0.26,-0.8,-0.8,Matches
Adam Hložek,cz CZE,"FW,MF",Leverkusen,21-155,2002,1.0,1,5,3,60.0,4.79,2.87,0.20,0.33,10.4,0,0,0,1.4,1.4,0.27,-0.4,-0.4,Matches
Nicolas Höfler,de GER,MF,Freiburg,33-293,1990,11.9,1,9,1,11.1,0.76,0.08,0.11,1.00,16.5,0,0,0,0.5,0.5,0.05,+0.5,+0.5,Matches
Jonas Hofmann,de GER,MF,Leverkusen,31-166,1992,14.1,5,29,13,44.8,2.05,0.92,0.17,0.38,18.3,0,0,0,2.8,2.8,0.10,+2.2,+2.2,Matches
Philipp Hofmann,de GER,FW,Bochum,30-272,1993,8.7,0,12,5,41.7,1.39,0.58,0.00,0.00,12.9,0,0,0,1.5,1.5,0.12,-1.5,-1.5,Matches
Lucas Höler,de GER,"FW,MF",Freiburg,29-170,1994,13.0,5,18,10,55.6,1.38,0.77,0.22,0.40,12.6,0,1,1,5.2,4.4,0.24,-0.2,-0.4,Matches
Fabian Holland,de GER,"MF,DF",Darmstadt 98,33-169,1990,11.0,0,5,1,20.0,0.45,0.09,0.00,0.00,31.0,1,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Benedict Hollerbach,de GER,"FW,MF",Union Berlin,22-224,2001,3.9,2,9,3,33.3,2.33,0.78,0.22,0.67,17.6,0,0,0,0.5,0.5,0.06,+1.5,+1.5,Matches
Franck Honorat,fr FRA,"DF,FW",M'Gladbach,27-138,1996,13.9,1,12,3,25.0,0.86,0.22,0.08,0.33,19.4,1,0,0,0.5,0.5,0.04,+0.5,+0.5,Matches
Mathias Honsak,at AUT,"MF,FW",Darmstadt 98,27-007,1996,6.6,1,14,5,35.7,2.12,0.76,0.07,0.20,16.6,0,0,0,1.0,1.0,0.07,0.0,0.0,Matches
Fraser Hornby,sct SCO,"FW,MF",Darmstadt 98,24-105,1999,2.4,0,10,2,20.0,4.15,0.83,0.00,0.00,13.1,0,0,0,0.7,0.7,0.07,-0.7,-0.7,Matches
Lukáš Hrádecký,fi FIN,GK,Leverkusen,34-033,1989,16.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Timo Hübers,de GER,DF,Köln,27-160,1996,15.9,0,12,2,16.7,0.76,0.13,0.00,0.00,9.8,0,0,0,1.3,1.3,0.11,-1.3,-1.3,Matches
Mats Hummels,de GER,DF,Dortmund,35-011,1988,11.0,2,10,3,30.0,0.91,0.27,0.20,0.67,9.5,0,0,0,2.5,2.5,0.30,-0.5,-0.5,Matches
Denis Huseinbasic,de GER,MF,Köln,22-177,2001,5.1,0,1,1,100.0,0.20,0.20,0.00,0.00,10.9,0,0,0,0.1,0.1,0.08,-0.1,-0.1,Matches
Iago,br BRA,"DF,FW",Augsburg,26-279,1997,5.7,1,3,2,66.7,0.53,0.35,0.33,0.50,13.2,0,0,0,0.2,0.2,0.06,+0.8,+0.8,Matches
Thomas Isherwood,se SWE,DF,Darmstadt 98,25-333,1998,3.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Ko Itakura,jp JPN,DF,M'Gladbach,26-334,1997,6.8,2,8,4,50.0,1.18,0.59,0.25,0.50,12.0,0,0,0,0.7,0.7,0.09,+1.3,+1.3,Matches
Hiroki Ito,jp JPN,DF,Stuttgart,24-229,1999,10.9,0,13,3,23.1,1.19,0.27,0.00,0.00,24.2,0,0,0,0.6,0.6,0.04,-0.6,-0.6,Matches
Lee Jae-sung,kr KOR,MF,Mainz 05,31-139,1992,12.4,2,13,7,53.8,1.04,0.56,0.15,0.29,14.5,0,0,0,1.2,1.2,0.09,+0.8,+0.8,Matches
Paul Jaeckel,de GER,DF,Union Berlin,25-158,1998,2.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Kristijan Jakić,hr CRO,MF,Eint Frankfurt,26-227,1997,2.0,0,1,0,0.0,0.50,0.00,0.00,,24.2,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
Tony Jantschke,de GER,"DF,MF",M'Gladbach,33-264,1990,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Fredrik Jensen,fi FIN,"FW,MF",Augsburg,26-109,1997,7.5,1,7,3,42.9,0.93,0.40,0.14,0.33,19.0,0,0,0,0.5,0.5,0.07,+0.5,+0.5,Matches
Moritz Jenz,de GER,DF,Wolfsburg,24-241,1999,8.5,0,1,0,0.0,0.12,0.00,0.00,,17.2,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
Anthony Jung,de GER,"DF,FW",Werder Bremen,32-054,1991,13.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Josip Juranović,hr CRO,DF,Union Berlin,28-133,1995,6.6,0,4,1,25.0,0.60,0.15,0.00,0.00,16.7,1,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches
Julian Justvan,de GER,"FW,MF",Hoffenheim,25-269,1998,0.5,0,1,0,0.0,1.84,0.00,0.00,,25.0,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
Ozan Kabak,tr TUR,DF,Hoffenheim,23-277,2000,10.7,2,10,3,30.0,0.94,0.28,0.20,0.67,10.5,0,0,0,1.1,1.1,0.11,+0.9,+0.9,Matches
Pavel Kadeřábek,cz CZE,"DF,FW",Hoffenheim,31-246,1992,11.0,1,9,3,33.3,0.82,0.27,0.11,0.33,10.2,0,0,0,1.6,1.6,0.18,-0.6,-0.6,Matches
Florian Kainz,at AUT,"MF,FW",Köln,31-064,1992,12.3,3,12,1,8.3,0.97,0.08,0.00,0.00,28.0,2,3,3,2.8,0.5,0.04,+0.2,-0.5,Matches
Jakub Kamiński,pl POL,"FW,MF",Wolfsburg,21-205,2002,1.8,0,5,2,40.0,2.73,1.09,0.00,0.00,14.1,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
Kevin Kampl,si SVN,MF,RB Leipzig,33-079,1990,9.5,1,3,1,33.3,0.32,0.11,0.33,1.00,21.1,0,0,0,0.1,0.1,0.03,+0.9,+0.9,Matches
Harry Kane,eng ENG,FW,Bayern Munich,30-152,1993,14.6,21,61,32,52.5,4.17,2.19,0.30,0.56,15.0,2,3,3,15.1,12.8,0.21,+5.9,+5.2,Matches
Atakan Karazor,de GER,MF,Stuttgart,27-075,1996,15.2,0,12,1,8.3,0.79,0.07,0.00,0.00,20.9,0,0,0,0.7,0.7,0.06,-0.7,-0.7,Matches
Emir Karic,at AUT,DF,Darmstadt 98,26-201,1997,7.3,0,7,1,14.3,0.96,0.14,0.00,0.00,26.1,0,0,0,0.2,0.2,0.02,-0.2,-0.2,Matches
Silas Katompa,cd COD,"FW,MF",Stuttgart,25-082,1998,8.1,3,18,5,27.8,2.23,0.62,0.17,0.60,13.5,0,0,1,5.0,4.2,0.23,-2.0,-1.2,Matches
Mikkel Kaufmann,dk DEN,"FW,DF",Union Berlin,22-358,2001,1.1,1,4,1,25.0,3.60,0.90,0.25,1.00,14.1,0,0,0,0.3,0.3,0.08,+0.7,+0.7,Matches
Naby Keïta,gn GUI,MF,Werder Bremen,28-320,1995,0.9,0,2,0,0.0,2.22,0.00,0.00,,22.5,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
Yannik Keitel,de GER,MF,Freiburg,23-315,2000,1.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Thomas Keller,de GER,"MF,FW",Heidenheim,24-144,1999,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Aljoscha Kemlein,de GER,MF,Union Berlin,19-147,2004,0.3,0,1,0,0.0,3.10,0.00,0.00,,23.2,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
Tobias Kempe,de GER,MF,Darmstadt 98,34-183,1989,8.2,3,12,0,0.0,1.47,0.00,0.00,,24.7,3,3,3,3.2,0.8,0.07,-0.2,-0.8,Matches
Rani Khedira,de GER,MF,Union Berlin,29-334,1994,4.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Luca Kilian,de GER,DF,Köln,24-117,1999,3.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Joshua Kimmich,de GER,MF,Bayern Munich,28-322,1995,9.5,1,13,4,30.8,1.37,0.42,0.08,0.25,26.2,1,0,0,0.4,0.4,0.03,+0.6,+0.6,Matches
Christoph Klarer,at AUT,DF,Darmstadt 98,23-196,2000,13.0,0,3,0,0.0,0.23,0.00,0.00,,8.6,0,0,0,0.4,0.4,0.14,-0.4,-0.4,Matches
Tim Kleindienst,de GER,FW,Heidenheim,28-118,1995,15.5,6,38,16,42.1,2.45,1.03,0.11,0.25,14.5,0,2,2,8.0,6.5,0.17,-2.0,-2.5,Matches
Lukas Klostermann,de GER,DF,RB Leipzig,27-207,1996,8.7,1,2,2,100.0,0.23,0.23,0.50,0.50,13.0,0,0,0,0.5,0.5,0.27,+0.5,+0.5,Matches
Ansgar Knauff,de GER,"MF,FW",Eint Frankfurt,21-351,2002,8.9,3,15,5,33.3,1.69,0.56,0.20,0.60,14.1,0,0,0,2.6,2.6,0.17,+0.4,+0.4,Matches
Robin Knoche,de GER,DF,Union Berlin,31-219,1992,11.6,0,3,2,66.7,0.26,0.17,0.00,0.00,17.0,0,0,1,1.0,0.2,0.06,-1.0,-0.2,Matches
Gregor Kobel,ch SUI,GK,Dortmund,26-021,1997,15.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Robin Koch,de GER,DF,Eint Frankfurt,27-163,1996,13.7,1,4,1,25.0,0.29,0.07,0.25,1.00,12.9,0,0,0,1.0,1.0,0.25,0.0,0.0,Matches
Dominik Kohr,de GER,"MF,DF",Mainz 05,29-330,1994,11.4,0,12,3,25.0,1.05,0.26,0.00,0.00,14.5,0,0,0,0.9,0.9,0.07,-0.9,-0.9,Matches
Randal Kolo Muani,fr FRA,FW,Eint Frankfurt,25-022,1998,1.7,1,5,1,20.0,2.94,0.59,0.20,1.00,8.0,0,0,0,1.3,1.3,0.26,-0.3,-0.3,Matches
Kouadio Koné,fr FRA,MF,M'Gladbach,22-224,2001,6.8,1,8,2,25.0,1.18,0.30,0.13,0.50,22.1,0,0,0,0.3,0.3,0.04,+0.7,+0.7,Matches
Odilon Kossonou,ci CIV,DF,Leverkusen,22-357,2001,13.4,1,4,1,25.0,0.30,0.07,0.25,1.00,12.1,0,0,0,0.6,0.6,0.15,+0.4,+0.4,Matches
Dawid Kownacki,pl POL,FW,Werder Bremen,26-288,1997,2.4,0,6,2,33.3,2.51,0.84,0.00,0.00,14.4,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
Alex Král,cz CZE,MF,Union Berlin,25-222,1998,8.5,0,9,3,33.3,1.06,0.35,0.00,0.00,19.7,0,0,0,0.8,0.8,0.09,-0.8,-0.8,Matches
Andrej Kramarić,hr CRO,"MF,FW",Hoffenheim,32-191,1991,10.3,6,23,6,26.1,2.24,0.59,0.09,0.33,21.2,6,4,4,5.0,1.9,0.08,+1.0,+0.1,Matches
Christoph Kramer,de GER,MF,M'Gladbach,32-311,1991,2.0,0,1,0,0.0,0.49,0.00,0.00,,16.1,0,0,0,0.1,0.1,0.11,-0.1,-0.1,Matches
Frans Krätzig,de GER,DF,Bayern Munich,20-347,2003,0.6,0,2,2,100.0,3.21,3.21,0.00,0.00,19.4,0,0,0,0.3,0.3,0.13,-0.3,-0.3,Matches
Tom Krauß,de GER,MF,Mainz 05,22-188,2001,8.9,1,8,1,12.5,0.90,0.11,0.13,1.00,21.7,0,0,0,0.3,0.3,0.04,+0.7,+0.7,Matches
Lukas Kübler,de GER,DF,Freiburg,31-119,1992,9.5,0,4,2,50.0,0.42,0.21,0.00,0.00,20.1,0,0,0,0.4,0.4,0.09,-0.4,-0.4,Matches
Moritz-Broni Kwarteng,gh GHA,"FW,MF",Bochum,25-243,1998,1.8,0,6,1,16.7,3.29,0.55,0.00,0.00,19.7,1,0,0,0.5,0.5,0.08,-0.5,-0.5,Matches
Maxence Lacroix,fr FRA,DF,Wolfsburg,23-265,2000,13.2,1,5,4,80.0,0.38,0.30,0.20,0.25,10.1,0,0,0,0.4,0.4,0.09,+0.6,+0.6,Matches
Aïssa Laïdouni,tn TUN,MF,Union Berlin,27-014,1996,8.0,0,9,4,44.4,1.12,0.50,0.00,0.00,23.2,0,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches
Konrad Laimer,at AUT,"DF,MF",Bayern Munich,26-214,1997,11.3,0,8,2,25.0,0.71,0.18,0.00,0.00,15.7,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
Hugo Larsson,se SWE,MF,Eint Frankfurt,19-183,2004,12.8,2,9,4,44.4,0.70,0.31,0.22,0.50,20.4,0,0,0,1.2,1.2,0.14,+0.8,+0.8,Matches
Diogo Leite,pt POR,DF,Union Berlin,24-338,1999,14.6,0,7,3,42.9,0.48,0.21,0.00,0.00,9.8,0,0,0,0.7,0.7,0.10,-0.7,-0.7,Matches
Maxim Leitsch,de GER,DF,Mainz 05,25-223,1998,4.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Christopher Lenz,de GER,"DF,MF",RB Leipzig,29-096,1994,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Christopher Lenz,de GER,DF,Eint Frankfurt,29-096,1994,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Jamie Leweling,de GER,"MF,FW",Stuttgart,22-304,2001,6.1,0,16,7,43.8,2.63,1.15,0.00,0.00,16.7,0,0,0,2.2,2.2,0.14,-2.2,-2.2,Matches
Philipp Lienhart,at AUT,DF,Freiburg,27-169,1996,13.7,1,7,3,42.9,0.51,0.22,0.14,0.33,9.6,0,0,0,1.1,1.1,0.16,-0.1,-0.1,Matches
Matthijs de Ligt,nl NED,DF,Bayern Munich,24-137,1999,3.1,1,7,3,42.9,2.26,0.97,0.14,0.33,10.8,0,0,0,1.2,1.2,0.17,-0.2,-0.2,Matches
Jesper Lindstrøm,dk DEN,FW,Eint Frankfurt,23-301,2000,0.9,0,1,0,0.0,1.08,0.00,0.00,,11.1,0,0,0,0.2,0.2,0.19,-0.2,-0.2,Matches
Dejan Ljubicic,at AUT,"MF,FW",Köln,26-080,1997,12.3,0,20,5,25.0,1.62,0.41,0.00,0.00,22.5,0,0,0,0.8,0.8,0.04,-0.8,-0.8,Matches
Noah Loosli,ch SUI,"DF,MF",Bochum,26-338,1997,1.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Anthony Losilla,fr FRA,MF,Bochum,37-292,1986,13.5,1,9,1,11.1,0.67,0.07,0.11,1.00,18.0,0,0,0,0.9,0.9,0.10,+0.1,+0.1,Matches
Castello Lukeba,fr FRA,DF,RB Leipzig,21-010,2002,11.0,1,3,1,33.3,0.27,0.09,0.33,1.00,8.9,0,0,0,0.4,0.4,0.14,+0.6,+0.6,Matches
Senne Lynen,be BEL,MF,Werder Bremen,24-311,1999,4.9,0,3,1,33.3,0.61,0.20,0.00,0.00,17.9,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
Matej Maglica,hr CRO,DF,Darmstadt 98,25-093,1998,8.2,1,5,1,20.0,0.61,0.12,0.20,1.00,20.5,1,0,0,0.4,0.4,0.07,+0.6,+0.6,Matches
Arne Maier,de GER,"DF,MF",Augsburg,24-353,1999,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Linton Maina,de GER,"FW,MF",Köln,24-187,1999,11.0,1,17,6,35.3,1.54,0.54,0.06,0.17,21.0,0,0,0,0.8,0.8,0.05,+0.2,+0.2,Matches
Patrick Mainka,de GER,DF,Heidenheim,29-051,1994,16.0,2,17,4,23.5,1.06,0.25,0.12,0.50,9.2,0,0,0,1.8,1.8,0.10,+0.2,+0.2,Matches
Lovro Majer,hr CRO,"MF,FW",Wolfsburg,25-344,1998,12.5,2,19,5,26.3,1.52,0.40,0.05,0.20,22.9,2,1,1,2.4,1.6,0.08,-0.4,-0.6,Matches
Jordy Makengo,fr FRA,DF,Freiburg,22-146,2001,3.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Donyell Malen,nl NED,"FW,MF",Dortmund,24-352,1999,10.6,5,41,22,53.7,3.86,2.07,0.12,0.23,17.2,2,0,0,5.0,5.0,0.12,0.0,0.0,Matches
Lennard Maloney,us USA,MF,Heidenheim,24-080,1999,14.8,0,10,2,20.0,0.68,0.14,0.00,0.00,17.7,0,0,0,0.5,0.5,0.05,-0.5,-0.5,Matches
David Mamutovic,de GER,DF,Mainz 05,23-022,2000,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Braydon Manu,gh GHA,MF,Darmstadt 98,26-274,1997,0.9,0,4,1,25.0,4.44,1.11,0.00,0.00,12.5,0,0,0,0.3,0.3,0.08,-0.3,-0.3,Matches
Omar Marmoush,eg EGY,"FW,MF",Eint Frankfurt,24-323,1999,12.0,7,35,13,37.1,2.91,1.08,0.17,0.46,17.7,2,1,1,5.3,4.5,0.13,+1.7,+1.5,Matches
Eric Martel,de GER,MF,Köln,21-242,2002,12.4,0,10,4,40.0,0.81,0.32,0.00,0.00,20.1,0,0,0,1.3,1.3,0.15,-1.3,-1.3,Matches
Erhan Mašović,rs SRB,DF,Bochum,25-035,1998,12.4,0,11,2,18.2,0.89,0.16,0.00,0.00,20.8,0,0,0,0.8,0.8,0.08,-0.8,-0.8,Matches
Roberto Massimo,de GER,"DF,FW",Stuttgart,23-076,2000,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Philipp Max,de GER,"DF,MF",Eint Frankfurt,30-088,1993,9.3,0,4,0,0.0,0.43,0.00,0.00,,25.8,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
Eric Maxim Choupo-Moting,cm CMR,"MF,FW",Bayern Munich,34-279,1989,3.7,2,18,9,50.0,4.91,2.45,0.11,0.22,10.6,0,0,0,3.9,3.9,0.22,-1.9,-1.9,Matches
Noussair Mazraoui,ma MAR,DF,Bayern Munich,26-043,1997,9.1,0,9,1,11.1,0.99,0.11,0.00,0.00,17.5,0,0,0,0.8,0.8,0.09,-0.8,-0.8,Matches
Kevin Mbabu,ch SUI,DF,Augsburg,28-252,1995,7.9,0,2,0,0.0,0.25,0.00,0.00,,15.4,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
Noah Mbamba,be BEL,MF,Leverkusen,18-356,2005,0.2,0,1,0,0.0,6.00,0.00,0.00,,26.7,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
Nathanael Mbuku,fr FRA,FW,Augsburg,21-286,2002,0.1,0,1,0,0.0,18.00,0.00,0.00,,23.7,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
Marvin Mehlem,de GER,MF,Darmstadt 98,26-107,1997,10.8,3,18,8,44.4,1.67,0.74,0.17,0.38,16.7,0,0,0,3.6,3.6,0.20,-0.6,-0.6,Matches
Thomas Meunier,be BEL,DF,Dortmund,32-106,1991,2.9,0,5,1,20.0,1.74,0.35,0.00,0.00,18.2,0,0,0,0.4,0.4,0.07,-0.4,-0.4,Matches
Alexander Meyer,de GER,GK,Dortmund,32-258,1991,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Sven Michel,de GER,"FW,MF",Augsburg,33-165,1990,4.8,1,7,4,57.1,1.45,0.83,0.00,0.00,22.6,0,1,1,1.0,0.2,0.04,0.0,-0.2,Matches
Enzo Millot,fr FRA,"MF,FW",Stuttgart,21-163,2002,11.4,2,12,9,75.0,1.05,0.79,0.17,0.22,18.3,0,0,0,1.3,1.3,0.11,+0.7,+0.7,Matches
Jovan Milošević,rs SRB,FW,Stuttgart,18-149,2005,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Kim Min-jae,kr KOR,DF,Bayern Munich,27-042,1996,14.6,1,6,2,33.3,0.41,0.14,0.17,0.50,9.7,0,0,0,0.6,0.6,0.10,+0.4,+0.4,Matches
Maximilian Mittelstädt,de GER,DF,Stuttgart,26-284,1997,7.8,0,8,2,25.0,1.02,0.25,0.00,0.00,25.3,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
Youssoufa Moukoko,de GER,FW,Dortmund,19-037,2004,1.7,1,3,1,33.3,1.80,0.60,0.33,1.00,13.1,0,0,0,0.3,0.3,0.11,+0.7,+0.7,Matches
Andreas Müller,de GER,MF,Darmstadt 98,23-160,2000,0.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Jannik Müller,de GER,DF,Darmstadt 98,29-343,1994,6.7,0,2,0,0.0,0.30,0.00,0.00,,16.1,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
Kevin Müller,de GER,GK,Heidenheim,32-287,1991,16.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Marcus Müller,de GER,MF,Mainz 05,21-129,2002,0.2,0,1,0,0.0,5.00,0.00,0.00,,16.0,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
Thomas Müller,de GER,MF,Bayern Munich,34-105,1989,5.6,1,12,4,33.3,2.16,0.72,0.08,0.25,12.5,0,0,0,2.0,2.0,0.19,-1.0,-1.0,Matches
Jamal Musiala,de GER,"MF,FW",Bayern Munich,20-304,2003,7.2,3,13,6,46.2,1.80,0.83,0.23,0.50,18.6,0,0,0,2.3,2.3,0.18,+0.7,+0.7,Matches
Phillipp Mwene,at AUT,DF,Mainz 05,29-332,1994,8.4,0,6,4,66.7,0.72,0.48,0.00,0.00,17.9,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
Joakim Mæhle,dk DEN,DF,Wolfsburg,26-221,1997,14.0,1,12,4,33.3,0.86,0.29,0.08,0.25,18.2,0,0,0,0.9,0.9,0.07,+0.1,+0.1,Matches
Nathan N'Goumou,fr FRA,"FW,MF",M'Gladbach,23-288,2000,7.4,2,12,6,50.0,1.62,0.81,0.17,0.33,16.4,0,0,0,1.6,1.6,0.13,+0.4,+0.4,Matches
Stanley N'Soki,fr FRA,DF,Hoffenheim,24-262,1999,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Luca Netz,de GER,DF,M'Gladbach,20-226,2003,12.5,0,9,2,22.2,0.72,0.16,0.00,0.00,16.4,0,0,0,0.6,0.6,0.06,-0.6,-0.6,Matches
Manuel Neuer,de GER,GK,Bayern Munich,37-275,1986,7.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Florian Neuhaus,de GER,MF,M'Gladbach,26-286,1997,6.7,3,18,7,38.9,2.67,1.04,0.17,0.43,22.8,1,0,0,1.7,1.7,0.10,+1.3,+1.3,Matches
Jessic Ngankam,de GER,"FW,DF",Eint Frankfurt,23-160,2000,2.8,0,7,4,57.1,2.53,1.45,0.00,0.00,16.5,0,0,1,1.5,0.7,0.10,-1.5,-0.7,Matches
Moritz Nicolas,de GER,GK,M'Gladbach,26-067,1997,14.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Justin Njinmah,de GER,"FW,MF",Werder Bremen,23-042,2000,4.0,3,17,9,52.9,4.24,2.24,0.18,0.33,15.5,0,0,0,2.4,2.4,0.14,+0.6,+0.6,Matches
Niels Nkounkou,fr FRA,"DF,MF",Eint Frankfurt,23-056,2000,4.6,1,7,2,28.6,1.51,0.43,0.14,0.50,21.5,0,0,0,0.2,0.2,0.04,+0.8,+0.8,Matches
Felix Nmecha,de GER,MF,Dortmund,23-078,2000,6.7,0,15,0,0.0,2.23,0.00,0.00,,18.2,0,0,0,1.0,1.0,0.06,-1.0,-1.0,Matches
Alexander Nübel,de GER,GK,Stuttgart,27-088,1996,16.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Fabian Nürnberger,de GER,"DF,MF",Darmstadt 98,24-152,1999,10.6,1,11,4,36.4,1.04,0.38,0.09,0.25,21.6,1,0,0,0.5,0.5,0.05,+0.5,+0.5,Matches
Tim Oermann,de GER,"DF,MF",Bochum,20-082,2003,1.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Masaya Okugawa,jp JPN,"FW,DF",Augsburg,27-257,1996,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Finn Ole Becker,de GER,MF,Hoffenheim,23-202,2000,3.8,0,6,1,16.7,1.59,0.26,0.00,0.00,22.6,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
Mathias Olesen,lu LUX,"MF,FW",Köln,22-281,2001,1.2,0,1,0,0.0,0.80,0.00,0.00,,30.1,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
Dani Olmo,es ESP,"MF,FW",RB Leipzig,25-234,1998,3.1,2,7,3,42.9,2.23,0.96,0.29,0.67,21.4,2,0,0,0.6,0.6,0.08,+1.4,+1.4,Matches
Jonas Omlin,ch SUI,GK,M'Gladbach,29-351,1994,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Karim Onisiwo,at AUT,"FW,MF",Mainz 05,31-285,1992,8.9,0,18,3,16.7,2.03,0.34,0.00,0.00,15.2,0,0,0,1.0,1.0,0.06,-1.0,-1.0,Matches
Loïs Openda,be BEL,FW,RB Leipzig,23-314,2000,13.9,11,63,29,46.0,4.52,2.08,0.14,0.31,15.1,1,2,2,10.5,8.9,0.14,+0.5,+0.1,Matches
Leon Opitz,de GER,"FW,DF",Werder Bremen,18-260,2005,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Willi Orban,hu HUN,DF,RB Leipzig,31-054,1992,3.0,0,2,1,50.0,0.67,0.33,0.00,0.00,10.6,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
