player,nationality,position,team,age,birth_year,minutes_90s,goals,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_free_kicks,pens_made,pens_att,xg,npxg,npxg_per_shot,xg_net,npxg_net,matches
Waldemar Anton,de GER,DF,Stuttgart,26,1996,32.6,1,24,5,20.8,0.74,0.15,0.04,0.20,18.3,0,0,0,1.6,1.6,0.07,-0.6,-0.6,Matches
Christopher Antwi-Adjei,gh GHA,"FW,MF",Bochum,28,1994,22.0,3,29,8,27.6,1.32,0.36,0.10,0.38,20.6,0,0,0,2.2,2.2,0.08,+0.8,+0.8,Matches
Charles Aránguiz,cl CHI,MF,Leverkusen,33,1989,5.5,1,5,2,40.0,0.91,0.37,0.20,0.50,18.5,0,0,0,0.3,0.3,0.06,+0.7,+0.7,Matches
Maximilian Arnold,de GER,MF,Wolfsburg,28,1994,30.7,5,29,12,41.4,0.94,0.39,0.07,0.17,31.4,6,3,5,5.0,1.0,0.04,0.0,+1.0,Matches
Takuma Asano,jp JPN,"FW,MF",Bochum,27,1994,19.0,3,53,18,34.0,2.78,0.95,0.06,0.17,16.1,0,0,0,5.6,5.6,0.11,-2.6,-2.6,Matches
Fisnik Asllani,xk KVX,FW,Hoffenheim,19,2002,1.9,0,9,0,0.0,4.85,0.00,0.00,,11.1,0,0,0,1.7,1.7,0.19,-1.7,-1.7,Matches
Mehmet Aydin,de GER,"DF,FW",Schalke 04,20,2002,6.3,0,5,0,0.0,0.79,0.00,0.00,,23.3,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
Ayman Azhil,ma MAR,MF,Leverkusen,21,2001,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Sardar Azmoun,ir IRN,"FW,MF",Leverkusen,27,1995,10.3,4,28,10,35.7,2.72,0.97,0.14,0.40,12.1,0,0,0,3.5,3.5,0.13,+0.5,+0.5,Matches
Sanoussy Ba,de GER,DF,RB Leipzig,18,2004,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Mitchel Bakker,nl NED,"DF,MF",Leverkusen,22,2000,18.4,3,17,8,47.1,0.92,0.43,0.18,0.38,18.9,0,0,0,1.7,1.7,0.10,+1.3,+1.3,Matches
Ridle Baku,de GER,"DF,FW",Wolfsburg,24,1998,28.7,5,28,12,42.9,0.98,0.42,0.18,0.42,19.1,0,0,0,2.9,2.9,0.10,+2.1,+2.1,Matches
Aymen Barkok,ma MAR,MF,Mainz 05,24,1998,6.5,0,11,2,18.2,1.70,0.31,0.00,0.00,23.3,0,0,0,0.5,0.5,0.04,-0.5,-0.5,Matches
Leandro Barreiro Martins,lu LUX,MF,Mainz 05,22,2000,23.8,4,32,14,43.8,1.35,0.59,0.13,0.29,16.0,0,0,0,3.9,3.9,0.12,+0.1,+0.1,Matches
Gil Bastião Dias,pt POR,FW,Stuttgart,25,1996,4.4,1,10,4,40.0,2.26,0.90,0.10,0.25,20.2,0,0,0,0.5,0.5,0.05,+0.5,+0.5,Matches
Maximilian Bauer,de GER,DF,Augsburg,22,2000,20.5,0,8,0,0.0,0.39,0.00,0.00,,8.5,0,0,0,1.6,1.6,0.20,-1.6,-1.6,Matches
Oliver Baumann,de GER,GK,Hoffenheim,32,1990,34.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Timo Baumgartl,de GER,DF,Union Berlin,26,1996,6.2,0,4,2,50.0,0.64,0.32,0.00,0.00,11.5,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
Julian Baumgartlinger,at AUT,MF,Augsburg,34,1988,6.2,0,3,0,0.0,0.49,0.00,0.00,,18.2,0,0,0,0.3,0.3,0.09,-0.3,-0.3,Matches
Christoph Baumgartner,at AUT,"MF,FW",Hoffenheim,22,1999,28.5,7,66,19,28.8,2.31,0.67,0.11,0.37,15.7,0,0,0,7.1,7.1,0.11,-0.1,-0.1,Matches
Noah Joel Sarenren Bazee,ng NGA,"MF,FW",Augsburg,25,1996,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Ihlas Bebou,tg TOG,"FW,DF",Hoffenheim,28,1994,15.7,7,28,13,46.4,1.78,0.83,0.21,0.46,15.0,0,1,1,4.6,3.8,0.14,+2.4,+2.2,Matches
Sheraldo Becker,sr SUR,FW,Union Berlin,27,1995,28.4,11,67,26,38.8,2.36,0.92,0.16,0.42,18.3,0,0,0,6.5,6.5,0.10,+4.5,+4.5,Matches
Kevin Behrens,de GER,FW,Union Berlin,31,1991,17.1,8,35,14,40.0,2.05,0.82,0.23,0.57,11.7,0,0,0,4.8,4.8,0.14,+3.2,+3.2,Matches
Stefan Bell,de GER,DF,Mainz 05,30,1991,26.6,0,7,2,28.6,0.26,0.08,0.00,0.00,10.4,0,0,0,0.7,0.7,0.09,-0.7,-0.7,Matches
Karim Bellarabi,de GER,"FW,MF",Leverkusen,32,1990,0.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Jude Bellingham,eng ENG,MF,Dortmund,19,2003,29.9,8,66,23,34.8,2.21,0.77,0.11,0.30,18.0,2,1,1,8.2,7.4,0.11,-0.2,-0.4,Matches
Ramy Bensebaini,dz ALG,DF,M'Gladbach,27,1995,27.6,6,39,12,30.8,1.41,0.44,0.10,0.33,17.3,3,2,2,5.3,3.7,0.10,+0.7,+0.3,Matches
Mergim Berisha,de GER,FW,Augsburg,24,1998,18.7,9,51,13,25.5,2.73,0.70,0.12,0.46,18.7,6,3,4,8.1,5.0,0.10,+0.9,+1.0,Matches
Ermin Bičakčić,ba BIH,DF,Hoffenheim,32,1990,2.9,0,2,1,50.0,0.68,0.34,0.00,0.00,11.5,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
Tom Bischof,de GER,"MF,FW",Hoffenheim,17,2005,3.5,0,7,2,28.6,2.00,0.57,0.00,0.00,22.4,0,0,0,1.0,1.0,0.14,-1.0,-1.0,Matches
Leonardo Bittencourt,de GER,"MF,DF",Werder Bremen,28,1993,18.1,3,25,9,36.0,1.38,0.50,0.12,0.33,22.3,2,0,0,1.4,1.4,0.05,+1.6,+1.6,Matches
Janis Blaswich,de GER,GK,RB Leipzig,31,1991,26.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Daley Blind,nl NED,"DF,MF",Bayern Munich,32,1990,1.5,0,1,1,100.0,0.67,0.67,0.00,0.00,24.8,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
Kevin-Prince Boateng,gh GHA,MF,Hertha BSC,35,1987,5.2,0,6,0,0.0,1.16,0.00,0.00,,19.2,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches
Jean-Paul Boëtius,nl NED,MF,Hertha BSC,28,1994,11.7,0,5,3,60.0,0.43,0.26,0.00,0.00,20.6,0,0,0,0.5,0.5,0.11,-0.5,-0.5,Matches
Yvandro Borges Sanches,lu LUX,"FW,MF",M'Gladbach,18,2004,0.3,0,1,0,0.0,3.21,0.00,0.00,,34.7,0,0,0,0.1,0.1,0.10,-0.1,-0.1,Matches
Sebastiaan Bornauw,be BEL,DF,Wolfsburg,23,1999,21.4,1,4,3,75.0,0.19,0.14,0.25,0.33,11.3,0,0,0,0.4,0.4,0.10,+0.6,+0.6,Matches
Rafael Borré,co COL,"MF,FW",Eint Frankfurt,26,1995,12.0,2,24,7,29.2,2.00,0.58,0.04,0.14,13.1,0,1,1,4.1,3.3,0.14,-2.1,-2.3,Matches
Julian Brandt,de GER,"MF,FW",Dortmund,26,1996,26.6,9,42,26,61.9,1.58,0.98,0.21,0.35,18.0,1,0,0,5.2,5.2,0.12,+3.8,+3.8,Matches
Fabian Bredlow,de GER,GK,Stuttgart,27,1995,15.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Josip Brekalo,hr CRO,"MF,FW",Wolfsburg,24,1998,3.0,0,2,1,50.0,0.66,0.33,0.00,0.00,20.2,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
John Brooks,us USA,DF,Hoffenheim,29,1993,15.0,0,7,0,0.0,0.47,0.00,0.00,,11.4,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches
Moritz Broschinski,de GER,"FW,MF",Bochum,21,2000,2.4,2,5,4,80.0,2.11,1.69,0.40,0.50,12.2,0,0,0,1.3,1.3,0.26,+0.7,+0.7,Matches
Cédric Brunner,ch SUI,DF,Schalke 04,28,1994,25.7,0,10,0,0.0,0.39,0.00,0.00,,24.4,0,0,0,0.3,0.3,0.03,-0.3,-0.3,Matches
Jacob Bruun Larsen,dk DEN,FW,Hoffenheim,23,1998,3.6,1,7,2,28.6,1.92,0.55,0.14,0.50,14.9,0,0,0,1.3,1.3,0.19,-0.3,-0.3,Matches
Lee Buchanan,eng ENG,"DF,FW",Werder Bremen,21,2001,5.2,1,5,1,20.0,0.95,0.19,0.20,1.00,22.1,0,0,0,0.3,0.3,0.06,+0.7,+0.7,Matches
Marius Bülter,de GER,"FW,MF",Schalke 04,29,1993,28.9,11,64,23,35.9,2.22,0.80,0.11,0.30,18.4,1,4,4,9.0,6.1,0.10,+2.0,+0.9,Matches
Delano Burgzorg,nl NED,"FW,MF",Mainz 05,23,1998,2.7,0,4,2,50.0,1.48,0.74,0.00,0.00,25.1,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
Jonathan Burkardt,de GER,"MF,FW",Mainz 05,22,2000,5.9,1,20,6,30.0,3.38,1.01,0.05,0.17,12.6,0,0,1,3.0,2.2,0.11,-2.0,-1.2,Matches
Oliver Burke,sct SCO,"FW,MF",Werder Bremen,25,1997,3.0,2,8,5,62.5,2.69,1.68,0.25,0.40,14.0,0,0,0,1.0,1.0,0.13,+1.0,+1.0,Matches
Aurélio Buta,pt POR,DF,Eint Frankfurt,25,1997,14.6,3,9,4,44.4,0.61,0.27,0.33,0.75,16.7,0,0,0,0.6,0.6,0.07,+2.4,+2.4,Matches
Jamie Bynoe-Gittens,eng ENG,"FW,MF",Dortmund,17,2004,5.9,3,24,11,45.8,4.05,1.86,0.13,0.27,17.6,0,0,0,2.4,2.4,0.10,+0.6,+0.6,Matches
Anthony Caci,fr FRA,DF,Mainz 05,25,1997,22.6,2,10,4,40.0,0.44,0.18,0.20,0.50,16.1,0,0,0,0.6,0.6,0.06,+1.4,+1.4,Matches
Kerim Calhanoglu,de GER,DF,Schalke 04,19,2002,0.7,0,1,0,0.0,1.43,0.00,0.00,,16.7,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
Daniel Caligiuri,it ITA,"DF,MF",Augsburg,34,1988,3.2,1,6,2,33.3,1.86,0.62,0.17,0.50,19.8,0,0,0,0.4,0.4,0.07,+0.6,+0.6,Matches
Emre Can,de GER,MF,Dortmund,28,1994,21.1,2,15,2,13.3,0.71,0.09,0.07,0.50,22.3,0,1,1,1.6,0.8,0.06,+0.4,+0.2,Matches
João Cancelo,pt POR,"DF,FW",Bayern Munich,28,1994,11.2,1,12,4,33.3,1.07,0.36,0.08,0.25,18.5,0,0,0,0.7,0.7,0.06,+0.3,+0.3,Matches
Irvin Cardona,fr FRA,"MF,FW",Augsburg,24,1997,3.5,1,9,4,44.4,2.55,1.13,0.11,0.25,13.9,0,0,0,1.9,1.9,0.21,-0.9,-0.9,Matches
Koen Casteels,be BEL,GK,Wolfsburg,30,1992,34.0,0,1,0,0.0,0.03,0.00,0.00,,10.5,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
Julian Chabot,de GER,DF,Köln,24,1998,20.0,0,14,3,21.4,0.70,0.15,0.00,0.00,9.1,0,0,0,1.6,1.6,0.11,-1.6,-1.6,Matches
Timothy Chandler,us USA,DF,Eint Frankfurt,32,1990,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Fabio Chiarodia,it ITA,DF,Werder Bremen,17,2005,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Oliver Christensen,dk DEN,GK,Hertha BSC,23,1999,33.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Darko Churlinov,mk MKD,FW,Stuttgart,22,2000,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Tolga Ciğerci,tr TUR,MF,Hertha BSC,30,1992,7.5,0,9,3,33.3,1.21,0.40,0.00,0.00,29.4,1,0,0,0.2,0.2,0.02,-0.2,-0.2,Matches
David Čolina,hr CRO,"DF,FW",Augsburg,22,2000,1.8,1,1,1,100.0,0.54,0.54,1.00,1.00,8.4,0,0,0,0.4,0.4,0.44,+0.6,+0.6,Matches
Kingsley Coman,fr FRA,"FW,MF",Bayern Munich,26,1996,15.7,8,49,17,34.7,3.13,1.09,0.16,0.47,18.6,0,0,0,4.6,4.6,0.09,+3.4,+3.4,Matches
Danny da Costa,de GER,DF,Mainz 05,29,1993,13.7,0,7,1,14.3,0.51,0.07,0.00,0.00,14.1,0,0,0,0.5,0.5,0.08,-0.5,-0.5,Matches
Soumaïla Coulibaly,fr FRA,DF,Dortmund,18,2003,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Tanguy Coulibaly,fr FRA,"FW,DF",Stuttgart,21,2001,3.6,4,11,6,54.5,3.04,1.66,0.27,0.50,19.4,0,1,1,2.3,1.5,0.14,+1.7,+1.5,Matches
Nicolas Cozza,fr FRA,DF,Wolfsburg,23,1999,1.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Moanes Dabbur,il ISR,FW,Hoffenheim,30,1992,10.4,6,22,14,63.6,2.12,1.35,0.27,0.43,15.0,0,0,0,3.5,3.5,0.16,+2.5,+2.5,Matches
Finn Dahmen,de GER,GK,Mainz 05,24,1998,8.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Mahmoud Dahoud,de GER,MF,Dortmund,26,1996,3.7,0,6,1,16.7,1.60,0.27,0.00,0.00,26.2,1,0,0,0.4,0.4,0.07,-0.4,-0.4,Matches
Muhammed Damar,de GER,MF,Hoffenheim,18,2004,1.8,0,1,0,0.0,0.57,0.00,0.00,,10.4,0,0,0,0.1,0.1,0.11,-0.1,-0.1,Matches
Márton Dárdai,de GER,"DF,MF",Hertha BSC,20,2002,10.5,1,2,1,50.0,0.19,0.10,0.50,1.00,22.2,0,0,0,0.1,0.1,0.04,+0.9,+0.9,Matches
Vladimír Darida,cz CZE,MF,Hertha BSC,31,1990,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Alphonso Davies,ca CAN,DF,Bayern Munich,21,2000,22.7,1,19,8,42.1,0.84,0.35,0.05,0.13,18.6,0,0,0,1.7,1.7,0.09,-0.7,-0.7,Matches
Thomas Delaney,dk DEN,MF,Hoffenheim,30,1991,3.3,0,1,0,0.0,0.30,0.00,0.00,,20.0,0,0,0,0.1,0.1,0.11,-0.1,-0.1,Matches
Kerem Demirbay,de GER,MF,Leverkusen,29,1993,17.2,4,31,6,19.4,1.81,0.35,0.13,0.67,24.3,8,0,0,2.2,2.2,0.07,+1.8,+1.8,Matches
Ermedin Demirović,ba BIH,"FW,MF",Augsburg,24,1998,26.3,8,63,23,36.5,2.40,0.87,0.11,0.30,15.2,0,1,1,7.5,6.8,0.11,+0.5,+0.2,Matches
Sepp van den Berg,nl NED,DF,Schalke 04,20,2001,7.7,1,5,1,20.0,0.65,0.13,0.20,1.00,13.0,0,0,0,0.6,0.6,0.12,+0.4,+0.4,Matches
Moussa Diaby,fr FRA,"FW,MF",Leverkusen,23,1999,30.0,9,79,34,43.0,2.63,1.13,0.11,0.26,17.8,0,0,1,11.0,10.3,0.13,-2.0,-1.3,Matches
Abdou Diallo,sn SEN,"DF,MF",RB Leipzig,26,1996,5.3,1,4,1,25.0,0.75,0.19,0.25,1.00,8.0,0,0,0,0.4,0.4,0.10,+0.6,+0.6,Matches
Justin Diehl,de GER,"MF,FW",Köln,17,2004,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Florian Dietz,de GER,FW,Köln,23,1998,4.4,1,17,6,35.3,3.87,1.37,0.06,0.17,11.9,0,0,0,2.5,2.5,0.15,-1.5,-1.5,Matches
Junior Dina Ebimbe,fr FRA,"DF,MF",Eint Frankfurt,21,2000,11.8,3,26,10,38.5,2.20,0.85,0.12,0.30,14.6,0,0,0,3.7,3.7,0.14,-0.7,-0.7,Matches
Eren Dinkçi,de GER,"FW,MF",Werder Bremen,20,2001,2.6,0,6,0,0.0,2.34,0.00,0.00,,15.4,0,0,0,0.4,0.4,0.07,-0.4,-0.4,Matches
Ritsu Doan,jp JPN,"MF,FW",Freiburg,24,1998,26.9,5,57,27,47.4,2.12,1.00,0.09,0.19,17.3,0,0,0,7.0,7.0,0.12,-2.0,-2.0,Matches
Danilho Doekhi,nl NED,DF,Union Berlin,24,1998,24.6,5,17,9,52.9,0.69,0.37,0.29,0.56,11.6,0,0,0,1.9,1.9,0.11,+3.1,+3.1,Matches
Kasper Dolberg,dk DEN,"FW,MF",Hoffenheim,24,1997,4.5,1,7,3,42.9,1.57,0.67,0.14,0.33,16.7,0,0,0,0.5,0.5,0.07,+0.5,+0.5,Matches
Niklas Dorsch,de GER,MF,Augsburg,24,1998,5.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Dion Drena Beljo,hr CRO,FW,Augsburg,20,2002,12.5,3,13,5,38.5,1.04,0.40,0.23,0.60,15.2,0,0,0,1.6,1.6,0.12,+1.4,+1.4,Matches
Dominick Drexler,de GER,"MF,FW",Schalke 04,32,1990,15.2,4,16,6,37.5,1.05,0.40,0.25,0.67,14.6,0,0,0,2.4,2.4,0.15,+1.6,+1.6,Matches
Marvin Ducksch,de GER,FW,Werder Bremen,28,1994,31.7,12,94,43,45.7,2.97,1.36,0.13,0.28,19.1,14,0,1,11.3,10.5,0.11,+0.7,+1.5,Matches
Ondrej Duda,sk SVK,MF,Köln,27,1994,7.7,0,12,3,25.0,1.57,0.39,0.00,0.00,18.6,0,0,0,0.7,0.7,0.06,-0.7,-0.7,Matches
Julien Duranville,be BEL,MF,Dortmund,16,2006,0.3,0,1,0,0.0,3.10,0.00,0.00,,25.4,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
Maximilian Eggestein,de GER,MF,Freiburg,25,1996,27.2,1,16,4,25.0,0.59,0.15,0.06,0.25,21.6,0,0,0,0.9,0.9,0.06,+0.1,+0.1,Matches
Lilian Egloff,de GER,"MF,FW",Stuttgart,19,2002,2.7,0,8,0,0.0,2.99,0.00,0.00,,20.6,0,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches
Kingsley Ehizibue,nl NED,DF,Köln,27,1995,0.7,0,1,1,100.0,1.48,1.48,0.00,0.00,35.5,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
Julian Eitschberger,de GER,FW,Hertha BSC,18,2004,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Chidera Ejuke,ng NGA,"FW,MF",Hertha BSC,24,1998,9.9,0,24,5,20.8,2.43,0.51,0.00,0.00,21.1,0,0,0,1.5,1.5,0.06,-1.5,-1.5,Matches
Nico Elvedi,ch SUI,DF,M'Gladbach,25,1996,31.4,3,18,9,50.0,0.57,0.29,0.17,0.33,10.5,0,0,0,2.6,2.6,0.14,+0.4,+0.4,Matches
Wataru Endo,jp JPN,MF,Stuttgart,29,1993,32.5,5,45,15,33.3,1.39,0.46,0.11,0.33,16.7,0,0,0,3.8,3.8,0.09,+1.2,+1.2,Matches
Arne Engels,be BEL,MF,Augsburg,18,2003,16.0,0,17,2,11.8,1.06,0.12,0.00,0.00,26.8,2,0,0,0.6,0.6,0.03,-0.6,-0.6,Matches
Tjark Ernst,de GER,GK,Hertha BSC,19,2003,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Kimberly Ezekwem,de GER,DF,Freiburg,21,2001,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Ralf Fährmann,de GER,GK,Schalke 04,33,1988,11.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Ohis Felix Uduokhai,de GER,DF,Augsburg,24,1997,16.1,0,4,1,25.0,0.25,0.06,0.00,0.00,9.5,0,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches
Edimilson Fernandes,ch SUI,DF,Mainz 05,26,1996,27.1,0,15,3,20.0,0.55,0.11,0.00,0.00,25.0,4,0,0,0.7,0.7,0.04,-0.7,-0.7,Matches
Kilian Fischer,de GER,"DF,FW",Wolfsburg,21,2000,5.6,0,3,1,33.3,0.54,0.18,0.00,0.00,19.8,0,0,0,0.3,0.3,0.12,-0.3,-0.3,Matches
Mark Flekken,nl NED,GK,Freiburg,29,1993,34.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Florian Flick,de GER,MF,Schalke 04,22,2000,5.7,0,2,1,50.0,0.35,0.18,0.00,0.00,24.9,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
Emil Forsberg,se SWE,"MF,FW",RB Leipzig,30,1991,16.5,6,21,9,42.9,1.28,0.55,0.19,0.44,18.1,1,2,2,4.9,3.3,0.16,+1.1,+0.7,Matches
Philipp Förster,de GER,MF,Bochum,27,1995,14.5,3,17,6,35.3,1.17,0.41,0.18,0.50,20.2,2,0,0,1.4,1.4,0.08,+1.6,+1.6,Matches
Timothy Fosu-Mensah,nl NED,DF,Leverkusen,24,1998,2.1,0,3,2,66.7,1.41,0.94,0.00,0.00,24.5,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
Raphael Framberger,de GER,"DF,FW",Augsburg,26,1995,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Bartol Franjić,hr CRO,MF,Wolfsburg,22,2000,2.5,0,2,2,100.0,0.79,0.79,0.00,0.00,11.6,0,0,0,0.3,0.3,0.13,-0.3,-0.3,Matches
Oscar Fraulo,dk DEN,"FW,MF",M'Gladbach,18,2003,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Michael Frey,ch SUI,FW,Schalke 04,28,1994,9.6,0,27,9,33.3,2.80,0.93,0.00,0.00,15.8,0,0,0,1.7,1.7,0.06,-1.7,-1.7,Matches
Marco Friedl,at AUT,DF,Werder Bremen,24,1998,28.8,0,6,1,16.7,0.21,0.03,0.00,0.00,20.8,0,0,0,0.5,0.5,0.09,-0.5,-0.5,Matches
Marvin Friedrich,de GER,DF,M'Gladbach,26,1995,13.9,1,9,4,44.4,0.65,0.29,0.11,0.25,12.9,0,0,0,0.9,0.9,0.09,+0.1,+0.1,Matches
Jeremie Frimpong,nl NED,"DF,MF",Leverkusen,21,2000,30.1,8,38,19,50.0,1.26,0.63,0.21,0.42,11.9,0,0,0,7.6,7.6,0.20,+0.4,+0.4,Matches
Chris Führich,de GER,"FW,MF",Stuttgart,24,1998,20.9,5,43,13,30.2,2.05,0.62,0.09,0.31,18.5,0,1,1,3.6,2.9,0.07,+1.4,+1.1,Matches
Angelo Fulgini,fr FRA,MF,Mainz 05,25,1996,5.8,0,8,4,50.0,1.37,0.69,0.00,0.00,18.6,0,0,0,0.6,0.6,0.07,-0.6,-0.6,Matches
Niclas Füllkrug,de GER,FW,Werder Bremen,29,1993,27.5,16,74,32,43.2,2.69,1.16,0.15,0.34,16.0,0,5,5,12.8,8.6,0.12,+3.2,+2.4,Matches
Cristian Gamboa,cr CRC,DF,Bochum,32,1989,16.4,0,8,1,12.5,0.49,0.06,0.00,0.00,29.6,0,0,0,0.2,0.2,0.02,-0.2,-0.2,Matches
Silvère Ganvoula M'Boussy,cg CGO,"FW,MF",Bochum,26,1996,2.7,0,9,3,33.3,3.28,1.09,0.00,0.00,20.2,0,0,0,0.5,0.5,0.05,-0.5,-0.5,Matches
Dario Gebuhr,de GER,DF,Eint Frankfurt,19,2003,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
