player,nationality,position,team,age,birth_year,minutes_90s,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_take_ons,sca_shots,sca_fouled,sca_defense,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_take_ons,gca_shots,gca_fouled,gca_defense,matches
Sardar Azmoun,ir IRN,"FW,MF",Leverkusen,26,1995,4.0,13,3.26,12,0,0,1,0,0,1,0.25,1,0,0,0,0,0,Matches
Mitchel Bakker,nl NED,DF,Leverkusen,21,2000,20.2,37,1.83,34,0,1,1,1,0,6,0.30,6,0,0,0,0,0,Matches
Ridle Baku,de GER,"DF,FW",Wolfsburg,23,1998,27.2,82,3.02,60,4,4,7,7,0,9,0.33,5,0,0,1,3,0,Matches
Aymen Barkok,ma MAR,"MF,DF",Eint Frankfurt,23,1998,1.8,3,1.69,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Leandro Barreiro Martins,lu LUX,MF,Mainz 05,21,2000,19.9,32,1.61,19,0,2,5,5,1,4,0.20,2,0,0,0,2,0,Matches
Jacob Barrett Laursen,dk DEN,DF,Arminia,26,1994,18.1,22,1.21,12,9,1,0,0,0,1,0.06,1,0,0,0,0,0,Matches
Abdourahmane Barry,gn GUI,DF,Greuther Fürth,21,2000,2.3,3,1.29,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Maximilian Bauer,de GER,DF,Greuther Fürth,21,2000,18.8,8,0.43,7,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
Oliver Baumann,de GER,GK,Hoffenheim,31,1990,33.0,2,0.06,0,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Timo Baumgartl,de GER,DF,Union Berlin,25,1996,24.1,29,1.20,20,1,2,5,0,1,2,0.08,1,0,0,1,0,0,Matches
Julian Baumgartlinger,at AUT,"MF,FW",Leverkusen,33,1988,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Christoph Baumgartner,at AUT,"MF,FW",Hoffenheim,21,1999,21.0,53,2.53,43,0,3,1,4,2,4,0.19,3,0,0,0,0,1,Matches
Noah Joel Sarenren Bazee,ng NGA,"MF,FW",Augsburg,24,1996,2.7,5,1.86,3,0,0,0,1,1,0,0.00,0,0,0,0,0,0,Matches
Ihlas Bebou,tg TOG,"FW,DF",Hoffenheim,27,1994,23.2,57,2.45,41,2,6,6,2,0,7,0.30,4,0,1,2,0,0,Matches
Sheraldo Becker,sr SUR,"FW,MF",Union Berlin,26,1995,19.5,72,3.69,59,0,3,2,8,0,11,0.56,9,0,2,0,0,0,Matches
Kevin Behrens,de GER,FW,Union Berlin,30,1991,5.5,21,3.79,15,0,3,2,1,0,5,0.90,2,0,1,1,1,0,Matches
Ishak Belfodil,dz ALG,FW,Hertha BSC,29,1992,18.2,53,2.92,41,0,4,5,2,1,8,0.44,4,0,1,1,1,1,Matches
Stefan Bell,de GER,DF,Mainz 05,29,1991,31.8,23,0.72,21,0,0,2,0,0,2,0.06,1,0,0,1,0,0,Matches
Armel Bella Kotchap,de GER,DF,Bochum,19,2001,19.6,10,0.54,9,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
Karim Bellarabi,de GER,"FW,MF",Leverkusen,31,1990,7.6,28,3.69,15,0,2,6,4,1,4,0.53,2,0,0,1,1,0,Matches
Jude Bellingham,eng ENG,MF,Dortmund,18,2003,31.0,104,3.35,72,0,13,5,11,3,17,0.55,11,0,2,0,2,2,Matches
George Bello,us USA,DF,Arminia,19,2002,4.8,5,1.04,3,0,0,1,1,0,0,0.00,0,0,0,0,0,0,Matches
László Bénes,sk SVK,MF,M'Gladbach,23,1997,2.7,14,5.12,6,5,0,1,1,1,1,0.37,0,0,0,1,0,0,Matches
Keanan Bennetts,eng ENG,"FW,DF",M'Gladbach,22,1999,0.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Ramy Bensebaini,dz ALG,DF,M'Gladbach,26,1995,22.4,31,1.45,24,2,0,1,1,3,4,0.19,3,0,0,1,0,0,Matches
Jordan Beyer,de GER,DF,M'Gladbach,21,2000,15.4,24,1.67,18,1,0,1,2,2,1,0.07,1,0,0,0,0,0,Matches
Bartosz Białek,pl POL,"FW,DF",Wolfsburg,19,2001,2.0,4,2.02,3,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
Ermin Bičakčić,ba BIH,DF,Hoffenheim,31,1990,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Tom Bischof,de GER,MF,Hoffenheim,16,2005,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Danny Blum,de GER,FW,Bochum,30,1991,3.8,19,4.94,13,5,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Kevin-Prince Boateng,gh GHA,"MF,FW",Hertha BSC,34,1987,7.7,19,2.46,16,0,0,1,2,0,0,0.00,0,0,0,0,0,0,Matches
Herbert Bockhorn,de GER,DF,Bochum,26,1995,9.4,15,1.78,8,1,2,0,4,0,1,0.12,0,0,1,0,0,0,Matches
Jean-Paul Boëtius,nl NED,MF,Mainz 05,27,1994,20.0,62,3.10,41,14,1,2,3,1,6,0.30,4,1,0,1,0,0,Matches
Tarsis Bonga,de GER,"MF,FW",Bochum,24,1997,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Solomon Bonnah,nl NED,DF,RB Leipzig,17,2003,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Sebastiaan Bornauw,be BEL,DF,Wolfsburg,22,1999,22.3,5,0.22,5,0,0,0,0,0,1,0.04,1,0,0,0,0,0,Matches
Rafael Borré,co COL,FW,Eint Frankfurt,25,1995,26.4,66,2.50,46,0,6,8,6,0,9,0.34,6,0,2,1,0,0,Matches
Dedryck Boyata,be BEL,DF,Hertha BSC,30,1990,21.1,9,0.43,6,0,1,1,1,0,2,0.09,1,0,0,0,1,0,Matches
Julian Brandt,de GER,"MF,FW",Dortmund,25,1996,23.1,97,4.20,60,26,7,4,0,0,22,0.95,14,5,2,1,0,0,Matches
Iker Bravo,es ESP,FW,Leverkusen,16,2005,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Fabian Bredlow,de GER,GK,Stuttgart,26,1995,4.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Josip Brekalo,hr CRO,FW,Wolfsburg,23,1998,0.2,1,4.29,1,0,0,0,0,0,1,4.29,1,0,0,0,0,0,Matches
Brian Brobbey,nl NED,"FW,MF",RB Leipzig,19,2002,1.5,4,2.75,3,0,0,1,0,0,1,0.69,1,0,0,0,0,0,Matches
John Brooks,us USA,DF,Wolfsburg,28,1993,29.1,20,0.69,19,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Daniel Brosinski,de GER,DF,Mainz 05,33,1988,4.3,12,2.77,8,4,0,0,0,0,1,0.23,1,0,0,0,0,0,Matches
Cédric Brunner,ch SUI,DF,Arminia,27,1994,24.3,37,1.53,23,8,1,2,2,1,3,0.12,3,0,0,0,0,0,Matches
Jacob Bruun Larsen,dk DEN,"FW,MF",Hoffenheim,22,1998,9.0,26,2.88,22,0,1,2,1,0,1,0.11,1,0,0,0,0,0,Matches
Sascha Burchert,de GER,GK,Greuther Fürth,31,1989,14.0,2,0.14,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Delano Burgzorg,nl NED,MF,Mainz 05,22,1998,0.3,1,3.33,0,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Jonathan Burkardt,de GER,"FW,MF",Mainz 05,21,2000,29.0,79,2.72,53,1,4,12,7,2,6,0.21,5,0,1,0,0,0,Matches
Roman Bürki,ch SUI,GK,Dortmund,30,1990,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Jamie Bynoe-Gittens,eng ENG,FW,Dortmund,16,2004,1.5,3,2.01,3,0,0,0,0,0,1,0.67,1,0,0,0,0,0,Matches
Daniel Caligiuri,it ITA,"DF,MF",Augsburg,33,1988,22.3,65,2.92,30,20,4,2,4,5,8,0.36,3,3,0,1,1,0,Matches
Emre Can,de GER,"DF,MF",Dortmund,27,1994,18.8,16,0.85,13,0,1,0,1,1,1,0.05,1,0,0,0,0,0,Matches
Koen Casteels,be BEL,GK,Wolfsburg,29,1992,28.0,1,0.04,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Gonzalo Castro,de GER,"MF,FW",Arminia,34,1987,4.8,13,2.69,9,3,0,1,0,0,1,0.21,0,1,0,0,0,0,Matches
Julian Chabot,de GER,DF,Köln,23,1998,2.3,1,0.43,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Timothy Chandler,us USA,DF,Eint Frankfurt,31,1990,13.5,19,1.41,12,3,0,2,2,0,1,0.07,0,1,0,0,0,0,Matches
Justin Che,us USA,"FW,DF",Hoffenheim,17,2003,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Max Christiansen,de GER,MF,Greuther Fürth,24,1996,22.8,28,1.23,25,0,0,1,1,1,1,0.04,1,0,0,0,0,0,Matches
Kingsley Coman,fr FRA,"FW,DF",Bayern Munich,25,1996,15.1,53,3.51,42,2,3,4,2,0,5,0.33,5,0,0,0,0,0,Matches
Lucas Copado,de GER,FW,Bayern Munich,17,2004,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Sergio Córdova,ve VEN,"FW,MF",Augsburg,23,1997,3.6,4,1.10,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Danny da Costa,de GER,"DF,MF",Eint Frankfurt,28,1993,8.1,10,1.24,8,0,1,0,1,0,0,0.00,0,0,0,0,0,0,Matches
Tanguy Coulibaly,fr FRA,"FW,MF",Stuttgart,20,2001,12.0,27,2.25,15,0,4,0,6,2,1,0.08,1,0,0,0,0,0,Matches
Mickaël Cuisance,fr FRA,MF,Bayern Munich,21,1999,0.1,4,27.69,3,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
Matheus Cunha,br BRA,FW,Hertha BSC,22,1999,0.7,3,4.22,2,0,0,1,0,0,2,2.81,1,0,0,1,0,0,Matches
Rafael Czichos,de GER,DF,Köln,31,1990,15.6,13,0.83,11,0,0,0,0,2,2,0.13,1,0,0,0,0,1,Matches
Lennart-Marten Czyborra,de GER,DF,Arminia,22,1999,1.5,1,0.69,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Moanes Dabbur,il ISR,"FW,MF",Hoffenheim,29,1992,14.6,37,2.54,28,0,2,4,1,2,6,0.41,5,0,0,0,0,1,Matches
Finn Dahmen,de GER,GK,Mainz 05,23,1998,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Mahmoud Dahoud,de GER,MF,Dortmund,25,1996,18.4,52,2.82,43,4,3,0,0,2,6,0.33,5,0,0,0,0,1,Matches
Márton Dárdai,de GER,DF,Hertha BSC,19,2002,8.4,7,0.83,4,3,0,0,0,0,2,0.24,0,2,0,0,0,0,Matches
Vladimír Darida,cz CZE,MF,Hertha BSC,30,1990,19.8,62,3.12,44,11,0,4,3,0,7,0.35,7,0,0,0,0,0,Matches
Alphonso Davies,ca CAN,DF,Bayern Munich,20,2000,19.3,70,3.62,54,4,9,1,2,0,4,0.21,4,0,0,0,0,0,Matches
Saulo Decarli,ch SUI,DF,Bochum,29,1992,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Thomas Delaney,dk DEN,MF,Dortmund,29,1991,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Kerem Demirbay,de GER,MF,Leverkusen,28,1993,22.8,71,3.12,30,33,2,2,3,1,10,0.44,7,2,0,0,1,0,Matches
Ermedin Demirović,ba BIH,FW,Freiburg,23,1998,9.7,22,2.28,17,0,0,5,0,0,6,0.62,5,0,0,1,0,0,Matches
Mike van der Hoorn,nl NED,DF,Arminia,28,1992,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Moussa Diaby,fr FRA,"FW,MF",Leverkusen,22,1999,30.7,115,3.75,90,8,11,3,2,1,24,0.78,19,0,3,1,1,0,Matches
Daniel Didavi,de GER,"MF,FW",Stuttgart,31,1990,3.1,10,3.25,7,0,2,0,1,0,1,0.32,1,0,0,0,0,0,Matches
Javairô Dilrosun,nl NED,FW,Hertha BSC,23,1998,1.5,1,0.65,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Lee Dongjun,kr KOR,"MF,FW",Hertha BSC,24,1997,1.3,2,1.51,1,0,0,1,0,0,1,0.76,1,0,0,0,0,0,Matches
Niklas Dorsch,de GER,MF,Augsburg,23,1998,25.8,40,1.55,26,8,0,1,2,3,3,0.12,3,0,0,0,0,0,Matches
Ondrej Duda,sk SVK,"MF,FW",Köln,26,1994,17.9,61,3.41,37,6,9,3,5,1,2,0.11,1,0,1,0,0,0,Matches
Jeremy Dudziak,tn TUN,"MF,FW",Greuther Fürth,25,1995,12.6,31,2.46,21,2,1,2,5,0,4,0.32,1,0,1,0,2,0,Matches
Erik Durm,de GER,DF,Eint Frankfurt,29,1992,5.3,7,1.33,6,1,0,0,0,0,3,0.57,3,0,0,0,0,0,Matches
Maximilian Eggestein,de GER,MF,Freiburg,24,1996,24.4,50,2.05,42,2,0,2,2,2,5,0.21,5,0,0,0,0,0,Matches
Lilian Egloff,de GER,"MF,DF",Stuttgart,18,2002,0.3,1,2.81,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Kingsley Ehizibue,nl NED,DF,Köln,26,1995,7.6,17,2.25,15,1,1,0,0,0,2,0.27,2,0,0,0,0,0,Matches
Julian Eitschberger,de GER,DF,Hertha BSC,17,2004,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Jurgen Ekkelenkamp,nl NED,"MF,FW",Hertha BSC,21,2000,8.0,16,2.01,12,0,0,2,1,1,0,0.00,0,0,0,0,0,0,Matches
Nico Elvedi,ch SUI,DF,M'Gladbach,24,1996,27.0,15,0.56,12,0,1,1,0,1,2,0.07,2,0,0,0,0,0,Matches
Breel Embolo,ch SUI,FW,M'Gladbach,24,1997,24.1,82,3.56,60,0,3,4,14,1,10,0.43,7,0,0,1,1,1,Matches
Keita Endo,jp JPN,MF,Union Berlin,23,1997,0.6,3,4.91,2,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
Wataru Endo,jp JPN,MF,Stuttgart,28,1993,32.2,63,1.96,52,0,2,4,3,2,3,0.09,3,0,0,0,0,0,Matches
Michael Esser,de GER,GK,Bochum,33,1987,3.0,1,0.33,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Wahid Faghir,dk DEN,FW,Stuttgart,18,2003,1.4,4,2.90,1,0,3,0,0,0,1,0.73,0,0,1,0,0,0,Matches
Ömer Faruk Beyaz,tr TUR,"DF,MF",Stuttgart,17,2003,0.8,1,1.25,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Adrian Fein,de GER,MF,Greuther Fürth,22,1999,0.4,2,5.63,1,0,0,1,0,0,1,2.81,0,0,0,1,0,0,Matches
Ohis Felix Uduokhai,de GER,DF,Augsburg,23,1997,8.7,5,0.57,5,0,0,0,0,0,1,0.11,1,0,0,0,0,0,Matches
Edimilson Fernandes,ch SUI,"MF,FW",Arminia,25,1996,3.1,10,3.18,9,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Alfreð Finnbogason,is ISL,FW,Augsburg,32,1989,3.2,6,1.85,4,0,0,2,0,0,2,0.62,1,0,0,1,0,0,Matches
Mark Flekken,nl NED,GK,Freiburg,28,1993,32.0,10,0.31,9,1,0,0,0,0,1,0.03,1,0,0,0,0,0,Matches
Emil Forsberg,se SWE,MF,RB Leipzig,29,1991,19.0,56,2.96,39,8,5,2,2,0,7,0.37,4,1,1,0,1,0,Matches
Philipp Förster,de GER,"MF,FW",Stuttgart,26,1995,10.7,29,2.70,22,1,2,4,0,0,2,0.19,2,0,0,0,0,0,Matches
Timothy Fosu-Mensah,nl NED,DF,Leverkusen,23,1998,1.6,2,1.24,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Raphael Framberger,de GER,DF,Augsburg,25,1995,9.4,21,2.23,17,3,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
Marvin Friedrich,de GER,DF,M'Gladbach,25,1995,6.7,1,0.15,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Marvin Friedrich,de GER,DF,Union Berlin,25,1995,13.0,10,0.77,7,0,0,3,0,0,0,0.00,0,0,0,0,0,0,Matches
Jeremie Frimpong,nl NED,DF,Leverkusen,20,2000,22.8,54,2.37,44,1,7,1,1,0,9,0.39,9,0,0,0,0,0,Matches
Christian Früchtl,de GER,GK,Bayern Munich,21,2000,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Chris Führich,de GER,"FW,MF",Stuttgart,23,1998,19.0,64,3.36,40,13,5,2,4,0,4,0.21,1,2,0,1,0,0,Matches
Marius Funk,de GER,GK,Greuther Fürth,25,1996,8.0,3,0.37,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Stephan Fürstner,de GER,MF,Mainz 05,33,1987,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Mijat Gaćinović,rs SRB,"FW,MF",Hoffenheim,26,1995,1.2,3,2.45,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Cristian Gamboa,cr CRC,DF,Bochum,31,1989,19.1,37,1.93,24,7,1,0,3,2,4,0.21,3,1,0,0,0,0,Matches
Silvère Ganvoula M'Boussy,cg CGO,FW,Bochum,25,1996,1.7,2,1.18,1,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Linus Gechter,de GER,DF,Hertha BSC,17,2004,8.0,8,1.01,5,0,0,1,0,2,1,0.13,0,0,0,0,0,1,Matches
Dennis Geiger,de GER,MF,Hoffenheim,23,1998,15.3,51,3.33,32,13,0,3,1,2,3,0.20,1,1,0,1,0,0,Matches
Yannick Gerhardt,de GER,"MF,DF",Wolfsburg,27,1994,17.5,37,2.12,29,1,0,3,3,1,6,0.34,5,0,0,1,0,0,Matches
Hamadi Al Ghaddioui,ma MAR,FW,Stuttgart,30,1990,5.5,12,2.17,11,0,0,1,0,0,3,0.54,3,0,0,0,0,0,Matches
Niko Gießelmann,de GER,"DF,FW",Union Berlin,29,1991,23.1,54,2.33,28,18,2,5,1,0,8,0.35,4,2,0,2,0,0,Matches
Rafał Gikiewicz,pl POL,GK,Augsburg,33,1987,34.0,9,0.26,6,3,0,0,0,0,1,0.03,1,0,0,0,0,0,Matches
Daniel Ginczek,de GER,"MF,FW",Wolfsburg,30,1991,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Matthias Ginter,de GER,DF,M'Gladbach,27,1994,26.2,50,1.99,41,1,0,5,2,1,3,0.12,2,0,0,1,0,0,Matches
Serge Gnabry,de GER,"FW,DF",Bayern Munich,26,1995,24.3,111,4.57,85,4,5,10,4,3,16,0.66,11,0,3,1,1,0,Matches
Leon Goretzka,de GER,MF,Bayern Munich,26,1995,15.5,68,4.38,57,1,1,6,3,0,9,0.58,8,0,0,0,1,0,Matches
Jeffrey Gouweleeuw,nl NED,DF,Augsburg,30,1991,28.6,26,0.91,22,2,0,1,0,1,1,0.03,1,0,0,0,0,0,Matches
Jens Grahl,de GER,GK,Eint Frankfurt,32,1988,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Julian Green,us USA,MF,Greuther Fürth,26,1995,11.7,31,2.65,18,7,2,0,3,1,0,0.00,0,0,0,0,0,0,Matches
Michael Gregoritsch,at AUT,"FW,MF",Augsburg,27,1994,15.5,20,1.29,16,0,1,2,1,0,1,0.06,0,0,0,1,0,0,Matches
Sebastian Griesbeck,de GER,"DF,MF",Greuther Fürth,30,1990,27.1,7,0.26,6,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
Sebastian Griesbeck,de GER,MF,Union Berlin,30,1990,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Vincenzo Grifo,it ITA,"MF,FW",Freiburg,28,1993,30.8,141,4.57,79,45,3,10,4,0,21,0.68,13,7,0,0,1,0,Matches
Lennart Grill,de GER,GK,Leverkusen,22,1999,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Florian Grillitsch,at AUT,"DF,MF",Hoffenheim,25,1995,16.6,38,2.29,33,1,2,1,1,0,4,0.24,4,0,0,0,0,0,Matches
Carlos Gruezo,ec ECU,MF,Augsburg,26,1995,10.8,16,1.48,15,0,0,1,0,0,1,0.09,1,0,0,0,0,0,Matches
Raphaël Guerreiro,pt POR,DF,Dortmund,27,1993,19.9,59,2.96,40,13,2,4,0,0,11,0.55,9,0,0,2,0,0,Matches
Josuha Guilavogui,fr FRA,"MF,DF",Wolfsburg,30,1990,10.5,14,1.34,10,0,1,2,0,1,1,0.10,0,0,0,1,0,0,Matches
Péter Gulácsi,hu HUN,GK,RB Leipzig,31,1990,33.0,4,0.12,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Manuel Gulde,de GER,DF,Freiburg,30,1991,13.6,2,0.15,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Robert Gumny,pl POL,DF,Augsburg,23,1998,25.2,31,1.23,21,4,1,2,3,0,1,0.04,0,0,0,1,0,0,Matches
Christian Günter,de GER,"DF,MF",Freiburg,28,1993,34.0,109,3.21,56,42,2,2,7,0,13,0.38,6,4,0,1,2,0,Matches
Lasse Günther,de GER,DF,Augsburg,18,2003,1.8,1,0.56,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
Joško Gvardiol,hr CRO,DF,RB Leipzig,19,2002,26.8,33,1.23,25,5,1,2,0,0,6,0.22,6,0,0,0,0,0,Matches
Erling Haaland,no NOR,FW,Dortmund,21,2000,21.2,61,2.87,44,0,6,8,3,0,16,0.75,11,0,3,2,0,0,Matches
Janik Haberer,de GER,MF,Freiburg,27,1994,9.1,7,0.77,6,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
Alexander Hack,de GER,DF,Mainz 05,27,1993,23.0,27,1.17,22,0,0,3,1,1,4,0.17,3,0,0,1,0,0,Matches
Robin Hack,de GER,"FW,MF",Arminia,22,1998,15.2,49,3.24,34,3,2,6,4,0,3,0.20,2,0,0,1,0,0,Matches
André Hahn,de GER,"MF,FW",Augsburg,30,1990,23.3,36,1.54,26,0,1,5,3,1,4,0.17,3,0,0,0,1,0,Matches
Amadou Haidara,ml MLI,MF,RB Leipzig,23,1998,14.7,31,2.10,27,0,2,1,1,0,4,0.27,3,0,1,0,0,0,Matches
Marcel Halstenberg,de GER,DF,RB Leipzig,29,1991,5.6,8,1.42,6,2,0,0,0,0,1,0.18,0,1,0,0,0,0,Matches
Genki Haraguchi,jp JPN,MF,Union Berlin,30,1991,19.5,46,2.36,33,0,3,4,5,1,5,0.26,5,0,0,0,0,0,Matches
Luis Hartwig,de GER,FW,Bochum,18,2002,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Makoto Hasebe,jp JPN,DF,Eint Frankfurt,37,1984,13.2,14,1.06,13,0,1,0,0,0,1,0.08,1,0,0,0,0,0,Matches
Thorgan Hazard,be BEL,"FW,DF",Dortmund,28,1993,14.9,43,2.89,28,5,5,2,3,0,4,0.27,1,0,2,1,0,0,Matches
