player,nationality,position,team,age,birth_year,minutes_90s,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_take_ons,sca_shots,sca_fouled,sca_defense,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_take_ons,gca_shots,gca_fouled,gca_defense,matches
Mitchel Bakker,nl NED,"DF,MF",Leverkusen,22,2000,18.4,37,2.01,30,4,0,0,2,1,4,0.22,3,0,0,0,0,1,Matches
Ridle Baku,de GER,"DF,FW",Wolfsburg,24,1998,28.7,64,2.23,50,2,4,4,4,0,7,0.24,5,0,1,1,0,0,Matches
Aymen Barkok,ma MAR,MF,Mainz 05,24,1998,6.5,18,2.76,13,1,1,2,1,0,1,0.15,1,0,0,0,0,0,Matches
Leandro Barreiro Martins,lu LUX,MF,Mainz 05,22,2000,23.8,47,1.98,32,0,3,4,4,4,9,0.38,6,0,1,1,1,0,Matches
Gil Bastião Dias,pt POR,FW,Stuttgart,25,1996,4.4,12,2.72,9,0,1,0,1,1,1,0.23,1,0,0,0,0,0,Matches
Maximilian Bauer,de GER,DF,Augsburg,22,2000,20.5,15,0.73,5,2,0,4,3,1,1,0.05,0,1,0,0,0,0,Matches
Oliver Baumann,de GER,GK,Hoffenheim,32,1990,34.0,4,0.12,3,1,0,0,0,0,1,0.03,1,0,0,0,0,0,Matches
Timo Baumgartl,de GER,DF,Union Berlin,26,1996,6.2,8,1.28,7,0,0,1,0,0,1,0.16,1,0,0,0,0,0,Matches
Julian Baumgartlinger,at AUT,MF,Augsburg,34,1988,6.2,8,1.30,7,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
Christoph Baumgartner,at AUT,"MF,FW",Hoffenheim,22,1999,28.5,89,3.12,60,0,11,5,12,1,12,0.42,5,0,2,1,4,0,Matches
Noah Joel Sarenren Bazee,ng NGA,"MF,FW",Augsburg,25,1996,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Ihlas Bebou,tg TOG,"FW,DF",Hoffenheim,28,1994,15.7,45,2.86,30,0,9,1,5,0,5,0.32,2,0,2,0,1,0,Matches
Sheraldo Becker,sr SUR,FW,Union Berlin,27,1995,28.4,90,3.17,74,0,6,4,6,0,13,0.46,12,0,0,1,0,0,Matches
Kevin Behrens,de GER,FW,Union Berlin,31,1991,17.1,49,2.87,39,0,4,0,5,1,8,0.47,5,0,2,0,1,0,Matches
Stefan Bell,de GER,DF,Mainz 05,30,1991,26.6,17,0.64,16,0,0,1,0,0,3,0.11,2,0,0,1,0,0,Matches
Karim Bellarabi,de GER,"FW,MF",Leverkusen,32,1990,0.9,4,4.24,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Jude Bellingham,eng ENG,MF,Dortmund,19,2003,29.9,125,4.18,89,0,16,8,10,2,17,0.57,12,0,3,0,2,0,Matches
Ramy Bensebaini,dz ALG,DF,M'Gladbach,27,1995,27.6,37,1.34,25,3,3,5,1,0,5,0.18,3,0,0,1,1,0,Matches
Mergim Berisha,de GER,FW,Augsburg,24,1998,18.7,34,1.82,13,13,3,3,1,1,7,0.37,2,3,2,0,0,0,Matches
Ermin Bičakčić,ba BIH,DF,Hoffenheim,32,1990,2.9,1,0.34,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
Tom Bischof,de GER,"MF,FW",Hoffenheim,17,2005,3.5,7,2.00,5,0,0,0,2,0,0,0.00,0,0,0,0,0,0,Matches
Leonardo Bittencourt,de GER,"MF,DF",Werder Bremen,28,1993,18.1,40,2.21,25,1,2,1,8,3,3,0.17,2,0,0,0,1,0,Matches
Janis Blaswich,de GER,GK,RB Leipzig,31,1991,26.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Daley Blind,nl NED,"DF,MF",Bayern Munich,32,1990,1.5,4,2.69,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Kevin-Prince Boateng,gh GHA,MF,Hertha BSC,35,1987,5.2,9,1.73,8,1,0,0,0,0,1,0.19,1,0,0,0,0,0,Matches
Jean-Paul Boëtius,nl NED,MF,Hertha BSC,28,1994,11.7,24,2.06,18,1,1,1,2,1,0,0.00,0,0,0,0,0,0,Matches
Yvandro Borges Sanches,lu LUX,"FW,MF",M'Gladbach,18,2004,0.3,2,6.43,0,0,1,0,0,1,0,0.00,0,0,0,0,0,0,Matches
Sebastiaan Bornauw,be BEL,DF,Wolfsburg,23,1999,21.4,7,0.33,7,0,0,0,0,0,2,0.09,2,0,0,0,0,0,Matches
Rafael Borré,co COL,"MF,FW",Eint Frankfurt,26,1995,12.0,32,2.68,24,1,3,2,0,2,3,0.25,2,0,1,0,0,0,Matches
Julian Brandt,de GER,"MF,FW",Dortmund,26,1996,26.6,133,4.99,87,32,6,2,5,1,20,0.75,14,3,1,0,2,0,Matches
Fabian Bredlow,de GER,GK,Stuttgart,27,1995,15.0,1,0.07,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Josip Brekalo,hr CRO,"MF,FW",Wolfsburg,24,1998,3.0,7,2.32,3,3,0,1,0,0,1,0.33,0,1,0,0,0,0,Matches
John Brooks,us USA,DF,Hoffenheim,29,1993,15.0,3,0.20,2,0,0,1,0,0,2,0.13,1,0,0,1,0,0,Matches
Moritz Broschinski,de GER,"FW,MF",Bochum,21,2000,2.4,7,2.94,7,0,0,0,0,0,1,0.42,1,0,0,0,0,0,Matches
Cédric Brunner,ch SUI,DF,Schalke 04,28,1994,25.7,37,1.44,22,8,0,3,4,0,1,0.04,0,0,0,0,1,0,Matches
Jacob Bruun Larsen,dk DEN,FW,Hoffenheim,23,1998,3.6,12,3.30,11,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Lee Buchanan,eng ENG,"DF,FW",Werder Bremen,21,2001,5.2,7,1.34,7,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Marius Bülter,de GER,"FW,MF",Schalke 04,29,1993,28.9,91,3.15,62,1,8,9,10,1,5,0.17,3,0,0,1,1,0,Matches
Delano Burgzorg,nl NED,"FW,MF",Mainz 05,23,1998,2.7,5,1.84,2,1,0,1,1,0,2,0.74,1,1,0,0,0,0,Matches
Jonathan Burkardt,de GER,"MF,FW",Mainz 05,22,2000,5.9,20,3.38,10,0,2,5,2,1,3,0.51,2,0,0,1,0,0,Matches
Oliver Burke,sct SCO,"FW,MF",Werder Bremen,25,1997,3.0,8,2.70,6,0,0,0,2,0,3,1.01,2,0,0,0,1,0,Matches
Aurélio Buta,pt POR,DF,Eint Frankfurt,25,1997,14.6,31,2.12,30,1,0,0,0,0,4,0.27,4,0,0,0,0,0,Matches
Jamie Bynoe-Gittens,eng ENG,"FW,MF",Dortmund,17,2004,5.9,21,3.54,11,0,5,3,2,0,9,1.52,7,0,1,1,0,0,Matches
Anthony Caci,fr FRA,DF,Mainz 05,25,1997,22.6,50,2.21,34,11,1,2,2,0,5,0.22,4,0,0,1,0,0,Matches
Kerim Calhanoglu,de GER,DF,Schalke 04,19,2002,0.7,4,5.71,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Daniel Caligiuri,it ITA,"DF,MF",Augsburg,34,1988,3.2,10,3.09,3,4,0,0,3,0,1,0.31,0,0,0,0,1,0,Matches
Emre Can,de GER,MF,Dortmund,28,1994,21.1,46,2.18,43,1,0,1,1,0,3,0.14,3,0,0,0,0,0,Matches
João Cancelo,pt POR,"DF,FW",Bayern Munich,28,1994,11.2,35,3.11,31,0,1,1,2,0,10,0.89,9,0,1,0,0,0,Matches
Irvin Cardona,fr FRA,"MF,FW",Augsburg,24,1997,3.5,5,1.42,4,0,0,0,1,0,1,0.28,0,0,0,0,1,0,Matches
Koen Casteels,be BEL,GK,Wolfsburg,30,1992,34.0,9,0.26,6,2,0,1,0,0,2,0.06,2,0,0,0,0,0,Matches
Julian Chabot,de GER,DF,Köln,24,1998,20.0,15,0.75,10,0,0,3,1,1,2,0.10,1,0,0,1,0,0,Matches
Timothy Chandler,us USA,DF,Eint Frankfurt,32,1990,1.0,3,3.10,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Fabio Chiarodia,it ITA,DF,Werder Bremen,17,2005,0.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Oliver Christensen,dk DEN,GK,Hertha BSC,23,1999,33.0,7,0.21,5,2,0,0,0,0,1,0.03,1,0,0,0,0,0,Matches
Darko Churlinov,mk MKD,FW,Stuttgart,22,2000,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Tolga Ciğerci,tr TUR,MF,Hertha BSC,30,1992,7.5,19,2.54,12,4,1,1,0,1,1,0.13,1,0,0,0,0,0,Matches
David Čolina,hr CRO,"DF,FW",Augsburg,22,2000,1.8,5,2.69,3,1,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Kingsley Coman,fr FRA,"FW,MF",Bayern Munich,26,1996,15.7,85,5.43,67,1,9,4,4,0,11,0.70,7,0,1,1,2,0,Matches
Danny da Costa,de GER,DF,Mainz 05,29,1993,13.7,32,2.33,23,5,1,2,0,1,4,0.29,2,1,0,0,0,1,Matches
Soumaïla Coulibaly,fr FRA,DF,Dortmund,18,2003,0.5,1,2.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Tanguy Coulibaly,fr FRA,"FW,DF",Stuttgart,21,2001,3.6,13,3.58,8,1,4,0,0,0,1,0.28,0,0,1,0,0,0,Matches
Nicolas Cozza,fr FRA,DF,Wolfsburg,23,1999,1.1,1,0.90,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Moanes Dabbur,il ISR,FW,Hoffenheim,30,1992,10.4,38,3.66,30,0,3,3,1,1,6,0.58,4,0,2,0,0,0,Matches
Finn Dahmen,de GER,GK,Mainz 05,24,1998,8.0,3,0.37,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Mahmoud Dahoud,de GER,MF,Dortmund,26,1996,3.7,6,1.60,5,0,0,1,0,0,1,0.27,0,0,0,1,0,0,Matches
Muhammed Damar,de GER,MF,Hoffenheim,18,2004,1.8,5,2.83,5,0,0,0,0,0,1,0.57,1,0,0,0,0,0,Matches
Márton Dárdai,de GER,"DF,MF",Hertha BSC,20,2002,10.5,10,0.95,9,0,0,0,1,0,1,0.10,1,0,0,0,0,0,Matches
Vladimír Darida,cz CZE,MF,Hertha BSC,31,1990,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Alphonso Davies,ca CAN,DF,Bayern Munich,21,2000,22.7,88,3.88,76,0,9,1,1,1,8,0.35,7,0,1,0,0,0,Matches
Thomas Delaney,dk DEN,MF,Hoffenheim,30,1991,3.3,3,0.91,2,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
Kerem Demirbay,de GER,MF,Leverkusen,29,1993,17.2,51,2.98,25,21,2,2,1,0,6,0.35,3,3,0,0,0,0,Matches
Ermedin Demirović,ba BIH,"FW,MF",Augsburg,24,1998,26.3,57,2.17,43,0,4,5,3,2,8,0.30,4,0,0,2,1,1,Matches
Sepp van den Berg,nl NED,DF,Schalke 04,20,2001,7.7,3,0.39,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Moussa Diaby,fr FRA,"FW,MF",Leverkusen,23,1999,30.0,110,3.67,74,5,14,14,3,0,16,0.53,10,0,4,0,2,0,Matches
Abdou Diallo,sn SEN,"DF,MF",RB Leipzig,26,1996,5.3,5,0.94,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Justin Diehl,de GER,"MF,FW",Köln,17,2004,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Florian Dietz,de GER,FW,Köln,23,1998,4.4,6,1.37,3,1,1,1,0,0,0,0.00,0,0,0,0,0,0,Matches
Junior Dina Ebimbe,fr FRA,"DF,MF",Eint Frankfurt,21,2000,11.8,17,1.44,12,1,1,3,0,0,1,0.08,1,0,0,0,0,0,Matches
Eren Dinkçi,de GER,"FW,MF",Werder Bremen,20,2001,2.6,8,3.12,5,0,2,1,0,0,1,0.39,1,0,0,0,0,0,Matches
Ritsu Doan,jp JPN,"MF,FW",Freiburg,24,1998,26.9,72,2.68,45,1,10,5,9,2,10,0.37,6,0,1,0,3,0,Matches
Danilho Doekhi,nl NED,DF,Union Berlin,24,1998,24.6,21,0.85,19,0,0,0,2,0,3,0.12,2,0,0,0,1,0,Matches
Kasper Dolberg,dk DEN,"FW,MF",Hoffenheim,24,1997,4.5,8,1.79,6,0,0,0,1,1,1,0.22,1,0,0,0,0,0,Matches
Niklas Dorsch,de GER,MF,Augsburg,24,1998,5.4,8,1.49,6,0,0,0,2,0,0,0.00,0,0,0,0,0,0,Matches
Dion Drena Beljo,hr CRO,FW,Augsburg,20,2002,12.5,25,1.99,20,0,0,3,1,1,5,0.40,3,0,0,2,0,0,Matches
Dominick Drexler,de GER,"MF,FW",Schalke 04,32,1990,15.2,46,3.03,34,6,2,1,2,1,5,0.33,4,0,1,0,0,0,Matches
Marvin Ducksch,de GER,FW,Werder Bremen,28,1994,31.7,109,3.44,67,30,5,4,3,0,24,0.76,16,4,2,1,1,0,Matches
Ondrej Duda,sk SVK,MF,Köln,27,1994,7.7,22,2.88,17,2,2,0,1,0,3,0.39,2,0,1,0,0,0,Matches
Julien Duranville,be BEL,MF,Dortmund,16,2006,0.3,5,15.52,3,0,2,0,0,0,1,3.10,1,0,0,0,0,0,Matches
Maximilian Eggestein,de GER,MF,Freiburg,25,1996,27.2,50,1.84,44,0,1,1,3,1,5,0.18,4,0,0,0,1,0,Matches
Lilian Egloff,de GER,"MF,FW",Stuttgart,19,2002,2.7,10,3.75,8,0,0,1,1,0,2,0.75,2,0,0,0,0,0,Matches
Kingsley Ehizibue,nl NED,DF,Köln,27,1995,0.7,1,1.48,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Julian Eitschberger,de GER,FW,Hertha BSC,18,2004,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Chidera Ejuke,ng NGA,"FW,MF",Hertha BSC,24,1998,9.9,41,4.16,28,0,9,1,2,1,5,0.51,5,0,0,0,0,0,Matches
Nico Elvedi,ch SUI,DF,M'Gladbach,25,1996,31.4,17,0.54,17,0,0,0,0,0,1,0.03,1,0,0,0,0,0,Matches
Wataru Endo,jp JPN,MF,Stuttgart,29,1993,32.5,84,2.59,67,0,3,4,7,3,9,0.28,5,0,0,1,2,1,Matches
Arne Engels,be BEL,MF,Augsburg,18,2003,16.0,47,2.94,22,17,1,2,4,1,8,0.50,5,1,1,0,0,1,Matches
Tjark Ernst,de GER,GK,Hertha BSC,19,2003,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Kimberly Ezekwem,de GER,DF,Freiburg,21,2001,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Ralf Fährmann,de GER,GK,Schalke 04,33,1988,11.4,4,0.35,1,3,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Ohis Felix Uduokhai,de GER,DF,Augsburg,24,1997,16.1,13,0.81,12,0,0,1,0,0,1,0.06,1,0,0,0,0,0,Matches
Edimilson Fernandes,ch SUI,DF,Mainz 05,26,1996,27.1,36,1.33,18,13,2,2,1,0,5,0.18,1,3,0,1,0,0,Matches
Kilian Fischer,de GER,"DF,FW",Wolfsburg,21,2000,5.6,7,1.26,5,0,1,0,1,0,1,0.18,0,0,0,0,1,0,Matches
Mark Flekken,nl NED,GK,Freiburg,29,1993,34.0,10,0.29,6,4,0,0,0,0,1,0.03,0,1,0,0,0,0,Matches
Florian Flick,de GER,MF,Schalke 04,22,2000,5.7,7,1.23,6,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
Emil Forsberg,se SWE,"MF,FW",RB Leipzig,30,1991,16.5,39,2.37,28,3,0,4,3,1,7,0.43,5,1,0,0,0,1,Matches
Philipp Förster,de GER,MF,Bochum,27,1995,14.5,44,3.03,25,15,1,1,2,0,8,0.55,3,4,0,0,1,0,Matches
Timothy Fosu-Mensah,nl NED,DF,Leverkusen,24,1998,2.1,5,2.36,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Raphael Framberger,de GER,"DF,FW",Augsburg,26,1995,2.0,1,0.51,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Bartol Franjić,hr CRO,MF,Wolfsburg,22,2000,2.5,3,1.19,2,0,1,0,0,0,2,0.79,1,0,1,0,0,0,Matches
Oscar Fraulo,dk DEN,"FW,MF",M'Gladbach,18,2003,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Michael Frey,ch SUI,FW,Schalke 04,28,1994,9.6,15,1.55,13,0,0,2,0,0,4,0.41,4,0,0,0,0,0,Matches
Marco Friedl,at AUT,DF,Werder Bremen,24,1998,28.8,24,0.83,20,3,1,0,0,0,1,0.03,1,0,0,0,0,0,Matches
Marvin Friedrich,de GER,DF,M'Gladbach,26,1995,13.9,10,0.72,9,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Jeremie Frimpong,nl NED,"DF,MF",Leverkusen,21,2000,30.1,103,3.42,65,2,20,6,10,0,16,0.53,9,0,5,0,2,0,Matches
Chris Führich,de GER,"FW,MF",Stuttgart,24,1998,20.9,79,3.77,52,11,7,6,3,0,9,0.43,7,2,0,0,0,0,Matches
Angelo Fulgini,fr FRA,MF,Mainz 05,25,1996,5.8,18,3.09,17,0,0,0,1,0,1,0.17,1,0,0,0,0,0,Matches
Niclas Füllkrug,de GER,FW,Werder Bremen,29,1993,27.5,74,2.69,54,0,3,8,9,0,10,0.36,8,0,0,1,1,0,Matches
Cristian Gamboa,cr CRC,DF,Bochum,32,1989,16.4,28,1.71,20,6,1,0,0,1,2,0.12,0,2,0,0,0,0,Matches
Silvère Ganvoula M'Boussy,cg CGO,"FW,MF",Bochum,26,1996,2.7,11,3.99,9,0,1,1,0,0,0,0.00,0,0,0,0,0,0,Matches
Dario Gebuhr,de GER,DF,Eint Frankfurt,19,2003,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Dennis Geiger,de GER,MF,Hoffenheim,24,1998,21.7,57,2.63,38,14,2,1,0,2,7,0.32,6,1,0,0,0,0,Matches
Yannick Gerhardt,de GER,MF,Wolfsburg,28,1994,20.7,45,2.17,36,0,0,3,5,1,8,0.39,7,0,0,0,1,0,Matches
Niko Gießelmann,de GER,DF,Union Berlin,30,1991,14.5,47,3.25,22,19,2,2,2,0,7,0.48,3,2,1,1,0,0,Matches
Rafał Gikiewicz,pl POL,GK,Augsburg,34,1987,23.0,7,0.30,3,4,0,0,0,0,1,0.04,0,1,0,0,0,0,Matches
Matthias Ginter,de GER,DF,Freiburg,28,1994,34.0,32,0.94,27,0,0,4,1,0,2,0.06,2,0,0,0,0,0,Matches
Serge Gnabry,de GER,"FW,MF",Bayern Munich,27,1995,21.6,88,4.08,59,3,10,10,3,3,14,0.65,9,0,3,0,2,0,Matches
Jacek Góralski,pl POL,MF,Bochum,29,1992,1.6,3,1.85,2,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
Leon Goretzka,de GER,MF,Bayern Munich,27,1995,19.2,49,2.55,36,0,1,10,1,1,6,0.31,2,0,1,3,0,0,Matches
Mario Götze,de GER,MF,Eint Frankfurt,30,1992,30.4,101,3.32,79,13,2,5,1,1,14,0.46,12,0,0,2,0,0,Matches
Jeffrey Gouweleeuw,nl NED,DF,Augsburg,31,1991,31.1,35,1.13,24,3,3,4,0,1,3,0.10,1,0,0,2,0,0,Matches
Ryan Gravenberch,nl NED,MF,Bayern Munich,20,2002,6.4,25,3.91,22,0,0,3,0,0,1,0.16,1,0,0,0,0,0,Matches
Michael Gregoritsch,at AUT,FW,Freiburg,28,1994,23.9,67,2.80,49,1,2,10,5,0,10,0.42,7,0,0,2,1,0,Matches
Leo Greiml,at AUT,DF,Schalke 04,21,2001,4.0,3,0.75,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Vincenzo Grifo,it ITA,"MF,FW",Freiburg,29,1993,26.8,131,4.90,83,33,3,8,1,3,15,0.56,5,7,0,2,1,0,Matches
Lennart Grill,de GER,GK,Union Berlin,23,1999,5.0,1,0.20,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Christian Groß,de GER,MF,Werder Bremen,33,1989,21.0,23,1.10,20,0,1,1,0,1,1,0.05,1,0,0,0,0,0,Matches
Brajan Gruda,de GER,MF,Mainz 05,18,2004,0.0,1,22.50,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Ilia Gruev,bg BUL,MF,Werder Bremen,22,2000,17.6,24,1.36,19,4,0,0,1,0,3,0.17,3,0,0,0,0,0,Matches
Carlos Gruezo,ec ECU,MF,Augsburg,27,1995,10.7,12,1.12,12,0,0,0,0,0,4,0.37,4,0,0,0,0,0,Matches
Raphaël Guerreiro,pt POR,"DF,MF",Dortmund,28,1993,25.4,111,4.36,83,17,4,5,1,1,15,0.59,14,1,0,0,0,0,Matches
Josuha Guilavogui,fr FRA,"DF,MF",Wolfsburg,31,1990,13.1,16,1.22,13,0,0,0,2,1,0,0.00,0,0,0,0,0,0,Matches
Serhou Guirassy,gn GUI,FW,Stuttgart,26,1996,18.3,47,2.57,28,0,3,8,8,0,1,0.05,0,0,0,0,1,0,Matches
Péter Gulácsi,hu HUN,GK,RB Leipzig,32,1990,6.0,1,0.17,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Manuel Gulde,de GER,DF,Freiburg,31,1991,7.1,6,0.84,4,0,0,0,0,2,1,0.14,1,0,0,0,0,0,Matches
Robert Gumny,pl POL,DF,Augsburg,24,1998,22.4,31,1.38,19,3,0,3,3,3,3,0.13,2,0,0,0,0,1,Matches
Christian Günter,de GER,"DF,MF",Freiburg,29,1993,30.5,101,3.31,61,32,4,3,1,0,8,0.26,6,2,0,0,0,0,Matches
Joško Gvardiol,hr CRO,DF,RB Leipzig,20,2002,24.1,29,1.20,27,0,1,1,0,0,2,0.08,2,0,0,0,0,0,Matches
Janik Haberer,de GER,MF,Union Berlin,28,1994,24.3,60,2.47,47,0,1,7,4,1,5,0.21,5,0,0,0,0,0,Matches
Alexander Hack,de GER,DF,Mainz 05,28,1993,12.6,11,0.87,11,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
André Hahn,de GER,"FW,MF",Augsburg,31,1990,4.3,3,0.69,3,0,0,0,0,0,1,0.23,1,0,0,0,0,0,Matches
Amadou Haidara,ml MLI,MF,RB Leipzig,24,1998,15.9,36,2.26,29,0,1,3,2,1,7,0.44,5,0,0,1,1,0,Matches
Sébastien Haller,ci CIV,FW,Dortmund,28,1994,13.6,40,2.94,22,0,4,10,4,0,8,0.59,4,0,2,1,1,0,Matches
Marcel Halstenberg,de GER,DF,RB Leipzig,30,1991,17.3,37,2.14,25,7,1,2,1,1,2,0.12,2,0,0,0,0,0,Matches
Andreas Hanche-Olsen,no NOR,DF,Mainz 05,25,1997,16.6,8,0.48,6,0,0,1,0,1,2,0.12,1,0,0,1,0,0,Matches
Genki Haraguchi,jp JPN,MF,Stuttgart,31,1991,8.3,22,2.64,19,0,0,0,2,1,2,0.24,2,0,0,0,0,0,Matches
Genki Haraguchi,jp JPN,MF,Union Berlin,31,1991,5.5,21,3.79,17,0,1,1,2,0,1,0.18,1,0,0,0,0,0,Matches
Makoto Hasebe,jp JPN,DF,Eint Frankfurt,38,1984,14.5,6,0.41,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
