,ID,Name,Team,Position,Marktwert,Trend,Bild,Status,Punkteschnitt,Punktetotal,UserID,TeamID,TeamCover
131,2172,Chris Führich,Stuttgart,3,26594447.0,1,https://kickbase.b-cdn.net/pool/playersbig/2172.png,0,142,2268,1948818,9,https://kickbase.b-cdn.net/team/2013/07/30/eea01bf0ab1145059d44f2585b352081.jpg
132,2948,Jeremie Frimpong,Bayer 04,2,37613233.0,1,https://kickbase.b-cdn.net/pool/playersbig/2948.png,0,145,2326,88352,7,https://kickbase.b-cdn.net/team/2013/07/30/1429106832154f969e039ca54cf2662c.jpg
133,1996,Marco Friedl,Bremen,2,9686104.0,1,https://kickbase.b-cdn.net/pool/playersbig/1996.png,0,73,873,2222233,10,https://kickbase.b-cdn.net/team/2013/07/30/f5ee82a13bc74c728dbd61672eafb76c.jpg
134,2990,Cristian Gamboa,Bochum,2,1273933.0,2,https://kickbase.b-cdn.net/pool/playersbig/2990.png,0,46,598,None,24,None
135,608,Niclas Füllkrug,Dortmund,4,27938687.0,1,https://kickbase.b-cdn.net/pool/playersbig/608.png,0,90,1439,2627255,3,https://kickbase.b-cdn.net/team/2013/07/30/0abbc3334029438b9ffc564f2923886b.jpg
136,1990,Dennis Geiger,Hoffenheim,3,1672410.0,2,https://kickbase.b-cdn.net/pool/playersbig/1990.png,4,0,0,2221997,14,https://kickbase.b-cdn.net/team/2013/07/30/e2f816c2f6de4273945bcf96c70fcff7.jpg
137,1298,Yannick Gerhardt,Wolfsburg,3,1416245.0,2,https://kickbase.b-cdn.net/pool/playersbig/1298.png,0,45,539,2627255,11,https://kickbase.b-cdn.net/team/2013/07/30/aaea46b304994c1694bda4880791b280.jpg
138,49,Matthias Ginter,Freiburg,2,23212710.0,2,https://kickbase.b-cdn.net/pool/playersbig/49.png,0,91,1362,2626903,5,https://kickbase.b-cdn.net/team/2013/07/30/087b1e89dc5d440681b4467e659ffb06.jpg
139,1687,Benedikt Gimber,Heidenheim,3,10727280.0,1,https://kickbase.b-cdn.net/pool/playersbig/1687.png,0,109,760,1948818,50,None
140,3249,Jan Schöppner,Heidenheim,3,4237762.0,2,https://kickbase.b-cdn.net/pool/playersbig/3249.png,2,74,666,None,50,None
141,1229,Benno Schmitz,Köln,2,500000.0,0,https://kickbase.b-cdn.net/pool/playersbig/1229.png,0,21,192,None,28,None
142,2463,Klaus Gjasula,Darmstadt,3,1436615.0,2,https://kickbase.b-cdn.net/pool/playersbig/2463.png,0,36,359,None,42,None
143,1580,Marvin Schwäbe,Köln,1,7187313.0,2,https://kickbase.b-cdn.net/pool/playersbig/1580.png,0,89,1419,2631100,28,None
144,1253,Fabian Schnellhardt,Darmstadt,3,500000.0,0,https://kickbase.b-cdn.net/pool/playersbig/1253.png,0,23,137,None,42,None
145,6176,Nicolas Seiwald,Leipzig,3,1441627.0,1,https://kickbase.b-cdn.net/pool/playersbig/6176.png,0,13,75,1948818,43,None
146,1183,Davie Selke,Köln,4,4785139.0,2,https://kickbase.b-cdn.net/pool/playersbig/1183.png,0,51,719,None,28,None
147,6085,Dennis Seimen,Stuttgart,1,500000.0,0,https://kickbase.b-cdn.net/pool/playersbig/6085.png,0,0,0,None,9,https://kickbase.b-cdn.net/team/2013/07/30/eea01bf0ab1145059d44f2585b352081.jpg
148,1266,Marcel Schuhen,Darmstadt,1,9507770.0,2,https://kickbase.b-cdn.net/pool/playersbig/1266.png,0,90,1355,None,42,None
149,620,Alexander Schwolow,Union,1,500000.0,0,https://kickbase.b-cdn.net/pool/playersbig/620.png,0,0,0,None,40,None
150,1639,Nadiem Amiri,Bayer 04,3,1850950.0,1,https://kickbase.b-cdn.net/pool/playersbig/1639.png,0,15,107,None,7,https://kickbase.b-cdn.net/team/2013/07/30/1429106832154f969e039ca54cf2662c.jpg
151,3282,Faride Alidou,Köln,3,500000.0,0,https://kickbase.b-cdn.net/pool/playersbig/3282.png,0,-6,-55,None,28,None
152,6177,Benjamin Sesko,Leipzig,4,4890455.0,2,https://kickbase.b-cdn.net/pool/playersbig/6177.png,0,50,647,2222233,43,None
153,2551,Kevin Sessa,Heidenheim,3,500000.0,0,https://kickbase.b-cdn.net/pool/playersbig/2551.png,0,10,117,None,50,None
154,2690,Tim Siersleben,Heidenheim,2,515951.0,1,https://kickbase.b-cdn.net/pool/playersbig/2690.png,0,53,525,None,50,None
155,2539,Christopher Antwi-Adjei,Bochum,3,958491.0,2,https://kickbase.b-cdn.net/pool/playersbig/2539.png,0,31,435,2631100,24,None
156,1975,Aaron Seydel,Darmstadt,4,500000.0,0,https://kickbase.b-cdn.net/pool/playersbig/1975.png,1,19,116,None,42,None
157,663,Robert Andrich,Bayer 04,3,11195954.0,1,https://kickbase.b-cdn.net/pool/playersbig/663.png,0,49,491,2633134,7,https://kickbase.b-cdn.net/team/2013/07/30/1429106832154f969e039ca54cf2662c.jpg
158,3454,Theoson-Jordan Siebatcheu,M-Gladbach,4,5979918.0,1,https://kickbase.b-cdn.net/pool/playersbig/3454.png,0,59,585,2627255,15,https://kickbase.b-cdn.net/team/2013/07/30/d91892b110704f76a6d787c5078f3030.jpg
159,3001,Mohamed Simakan,Leipzig,2,23953799.0,2,https://kickbase.b-cdn.net/pool/playersbig/3001.png,0,107,1715,None,43,None
160,4546,Simon Simoni,Frankfurt,1,500000.0,0,https://kickbase.b-cdn.net/pool/playersbig/4546.png,0,0,0,None,4,https://kickbase.b-cdn.net/team/2013/07/30/80fe7ac3b0f643e2af669f6f77f4a5a6.jpg
161,2946,Kiliann Sildillia,Freiburg,2,7870690.0,2,https://kickbase.b-cdn.net/pool/playersbig/2946.png,0,64,960,2626903,5,https://kickbase.b-cdn.net/team/2013/07/30/087b1e89dc5d440681b4467e659ffb06.jpg
162,2822,Silas Katompa Mvumpa,Stuttgart,3,7827430.0,2,https://kickbase.b-cdn.net/pool/playersbig/2822.png,256,61,975,None,9,https://kickbase.b-cdn.net/team/2013/07/30/eea01bf0ab1145059d44f2585b352081.jpg
163,2491,Tim Skarke,Darmstadt,3,10399443.0,1,https://kickbase.b-cdn.net/pool/playersbig/2491.png,2,84,1176,None,42,None
164,6672,Xavi Simons,Leipzig,3,36887193.0,1,https://kickbase.b-cdn.net/pool/playersbig/6672.png,0,150,2406,2222409,43,None
165,2718,Ellyes Skhiri,Frankfurt,3,14589229.0,2,https://kickbase.b-cdn.net/pool/playersbig/2718.png,256,99,1388,None,4,https://kickbase.b-cdn.net/team/2013/07/30/80fe7ac3b0f643e2af669f6f77f4a5a6.jpg
166,1704,Waldemar Anton,Stuttgart,2,23613099.0,1,https://kickbase.b-cdn.net/pool/playersbig/1704.png,0,114,1820,2627255,9,https://kickbase.b-cdn.net/team/2013/07/30/eea01bf0ab1145059d44f2585b352081.jpg
167,2717,Robert Skov,Hoffenheim,3,8313557.0,2,https://kickbase.b-cdn.net/pool/playersbig/2717.png,0,82,1149,88352,14,https://kickbase.b-cdn.net/team/2013/07/30/e2f816c2f6de4273945bcf96c70fcff7.jpg
168,3457,Hrvoje Smolčić,Frankfurt,2,1394702.0,2,https://kickbase.b-cdn.net/pool/playersbig/3457.png,0,59,410,None,4,https://kickbase.b-cdn.net/team/2013/07/30/80fe7ac3b0f643e2af669f6f77f4a5a6.jpg
169,44,Maximilian Arnold,Wolfsburg,3,11202729.0,1,https://kickbase.b-cdn.net/pool/playersbig/44.png,0,64,826,2073012,11,https://kickbase.b-cdn.net/team/2013/07/30/aaea46b304994c1694bda4880791b280.jpg
170,1544,Danilo Soares,Bochum,2,500000.0,0,https://kickbase.b-cdn.net/pool/playersbig/1544.png,0,44,221,None,24,None
171,2665,Mateu Morey,Dortmund,2,500000.0,0,https://kickbase.b-cdn.net/pool/playersbig/2665.png,0,0,0,1948818,3,https://kickbase.b-cdn.net/team/2013/07/30/0abbc3334029438b9ffc564f2923886b.jpg
172,2987,Anton Stach,Hoffenheim,3,16207500.0,2,https://kickbase.b-cdn.net/pool/playersbig/2987.png,0,95,1427,2073012,14,https://kickbase.b-cdn.net/team/2013/07/30/e2f816c2f6de4273945bcf96c70fcff7.jpg
173,2866,Youssoufa Moukoko,Dortmund,4,1924684.0,2,https://kickbase.b-cdn.net/pool/playersbig/2866.png,0,18,146,2566773,3,https://kickbase.b-cdn.net/team/2013/07/30/0abbc3334029438b9ffc564f2923886b.jpg
174,3140,Ilaix Moriba,Leipzig,3,500000.0,0,https://kickbase.b-cdn.net/pool/playersbig/3140.png,0,0,0,None,43,None
175,755,Kevin Müller,Heidenheim,1,11347662.0,1,https://kickbase.b-cdn.net/pool/playersbig/755.png,0,101,1615,2566773,50,None
176,2430,Jannik Müller,Darmstadt,2,500000.0,0,https://kickbase.b-cdn.net/pool/playersbig/2430.png,0,53,369,None,42,None
177,3397,Andreas Müller,Darmstadt,3,500000.0,0,https://kickbase.b-cdn.net/pool/playersbig/3397.png,0,23,70,None,42,None
178,1910,Florian Müller,Freiburg,1,500000.0,0,https://kickbase.b-cdn.net/pool/playersbig/1910.png,0,0,0,None,5,https://kickbase.b-cdn.net/team/2013/07/30/087b1e89dc5d440681b4467e659ffb06.jpg
179,450,Thomas Müller,Bayern,3,22781364.0,1,https://kickbase.b-cdn.net/pool/playersbig/450.png,0,101,1318,None,2,https://kickbase.b-cdn.net/team/2013/07/30/3ebe44c53c3f4c87bd605da69e743fb8.jpg
180,2232,Philipp Mwene,Mainz 05,2,7200320.0,1,https://kickbase.b-cdn.net/pool/playersbig/2232.png,0,61,546,None,18,https://kickbase.b-cdn.net/team/2013/07/30/7ddbe10cc9ba45d0902ab5fedfa3e817.jpg
181,2120,Nikolas Nartey,Stuttgart,3,500000.0,0,https://kickbase.b-cdn.net/pool/playersbig/2120.png,1,0,0,88352,9,https://kickbase.b-cdn.net/team/2013/07/30/eea01bf0ab1145059d44f2585b352081.jpg
182,2804,Jamal Musiala,Bayern,3,41719745.0,1,https://kickbase.b-cdn.net/pool/playersbig/2804.png,0,130,1295,None,2,https://kickbase.b-cdn.net/team/2013/07/30/3ebe44c53c3f4c87bd605da69e743fb8.jpg
183,237,Manuel Neuer,Bayern,1,19069041.0,1,https://kickbase.b-cdn.net/pool/playersbig/237.png,0,102,713,None,2,https://kickbase.b-cdn.net/team/2013/07/30/3ebe44c53c3f4c87bd605da69e743fb8.jpg
184,2261,Florian Neuhaus,M-Gladbach,3,5782538.0,2,https://kickbase.b-cdn.net/pool/playersbig/2261.png,0,65,843,None,15,https://kickbase.b-cdn.net/team/2013/07/30/d91892b110704f76a6d787c5078f3030.jpg
185,2799,Luca Netz,M-Gladbach,2,12716359.0,2,https://kickbase.b-cdn.net/pool/playersbig/2799.png,0,80,1115,None,15,https://kickbase.b-cdn.net/team/2013/07/30/d91892b110704f76a6d787c5078f3030.jpg
186,1883,Moritz Nicolas,M-Gladbach,1,5397553.0,1,https://kickbase.b-cdn.net/pool/playersbig/1883.png,0,85,1195,None,15,https://kickbase.b-cdn.net/team/2013/07/30/d91892b110704f76a6d787c5078f3030.jpg
187,7289,Niels Nkounkou,Frankfurt,2,4751701.0,2,https://kickbase.b-cdn.net/pool/playersbig/7289.png,0,40,479,2222409,4,https://kickbase.b-cdn.net/team/2013/07/30/80fe7ac3b0f643e2af669f6f77f4a5a6.jpg
188,2791,Jessic Ngankam,Frankfurt,4,1285089.0,2,https://kickbase.b-cdn.net/pool/playersbig/2791.png,0,4,47,None,4,https://kickbase.b-cdn.net/team/2013/07/30/80fe7ac3b0f643e2af669f6f77f4a5a6.jpg
189,4419,Nathan Ngoumou,M-Gladbach,3,3366422.0,2,https://kickbase.b-cdn.net/pool/playersbig/4419.png,0,39,584,None,15,https://kickbase.b-cdn.net/team/2013/07/30/d91892b110704f76a6d787c5078f3030.jpg
190,3228,Justin Gideon Njinmah,Bremen,4,6961509.0,1,https://kickbase.b-cdn.net/pool/playersbig/3228.png,0,44,613,None,10,https://kickbase.b-cdn.net/team/2013/07/30/f5ee82a13bc74c728dbd61672eafb76c.jpg
191,2724,Lukas Nmecha,Wolfsburg,4,3386921.0,1,https://kickbase.b-cdn.net/pool/playersbig/2724.png,4,0,0,2633134,11,https://kickbase.b-cdn.net/team/2013/07/30/aaea46b304994c1694bda4880791b280.jpg
192,3069,Felix Nmecha,Dortmund,3,8774843.0,2,https://kickbase.b-cdn.net/pool/playersbig/3069.png,1,77,772,None,3,https://kickbase.b-cdn.net/team/2013/07/30/0abbc3334029438b9ffc564f2923886b.jpg
193,4581,David Colina,Augsburg,2,500000.0,0,https://kickbase.b-cdn.net/pool/playersbig/4581.png,0,0,0,None,13,https://kickbase.b-cdn.net/team/2013/07/30/c7c9b0bd44694939a43e5bd3fb3c6364.jpg
194,4352,Stanley Nsoki,Hoffenheim,2,500000.0,0,https://kickbase.b-cdn.net/pool/playersbig/4352.png,0,18,35,None,14,https://kickbase.b-cdn.net/team/2013/07/30/e2f816c2f6de4273945bcf96c70fcff7.jpg
195,2977,Nahuel Noll,Hoffenheim,1,500000.0,0,https://kickbase.b-cdn.net/pool/playersbig/2977.png,0,0,0,None,14,https://kickbase.b-cdn.net/team/2013/07/30/e2f816c2f6de4273945bcf96c70fcff7.jpg
196,1581,Alexander Nübel,Stuttgart,1,18079324.0,1,https://kickbase.b-cdn.net/pool/playersbig/1581.png,0,112,1794,None,9,https://kickbase.b-cdn.net/team/2013/07/30/eea01bf0ab1145059d44f2585b352081.jpg
197,4610,Nicolas Cozza,Wolfsburg,2,500000.0,0,https://kickbase.b-cdn.net/pool/playersbig/4610.png,0,25,127,None,11,https://kickbase.b-cdn.net/team/2013/07/30/aaea46b304994c1694bda4880791b280.jpg
198,3369,Fabian Nürnberger,Darmstadt,3,3511049.0,2,https://kickbase.b-cdn.net/pool/playersbig/3369.png,2,74,893,None,42,None
199,1774,Kingsley Coman,Bayern,3,33865905.0,1,https://kickbase.b-cdn.net/pool/playersbig/1774.png,0,156,1717,None,2,https://kickbase.b-cdn.net/team/2013/07/30/3ebe44c53c3f4c87bd605da69e743fb8.jpg
200,6665,Tomás Cvancara,M-Gladbach,4,4141904.0,2,https://kickbase.b-cdn.net/pool/playersbig/6665.png,2,40,521,2633134,15,https://kickbase.b-cdn.net/team/2013/07/30/d91892b110704f76a6d787c5078f3030.jpg
201,1540,Danny Da Costa,Mainz 05,2,678462.0,2,https://kickbase.b-cdn.net/pool/playersbig/1540.png,0,41,489,None,18,https://kickbase.b-cdn.net/team/2013/07/30/7ddbe10cc9ba45d0902ab5fedfa3e817.jpg
202,4252,Florian Dietz,Köln,4,500000.0,0,https://kickbase.b-cdn.net/pool/playersbig/4252.png,0,-5,-10,None,28,None
203,2366,Alphonso Davies,Bayern,2,30393318.0,1,https://kickbase.b-cdn.net/pool/playersbig/2366.png,0,122,1701,2627255,2,https://kickbase.b-cdn.net/team/2013/07/30/3ebe44c53c3f4c87bd605da69e743fb8.jpg
204,2195,Finn Dahmen,Augsburg,1,9610380.0,1,https://kickbase.b-cdn.net/pool/playersbig/2195.png,0,89,1420,2221997,13,https://kickbase.b-cdn.net/team/2013/07/30/c7c9b0bd44694939a43e5bd3fb3c6364.jpg
205,4286,Matthijs de Ligt,Bayern,2,23372089.0,1,https://kickbase.b-cdn.net/pool/playersbig/4286.png,0,76,607,None,2,https://kickbase.b-cdn.net/team/2013/07/30/3ebe44c53c3f4c87bd605da69e743fb8.jpg
206,7282,Olivier Deman,Bremen,3,6079276.0,2,https://kickbase.b-cdn.net/pool/playersbig/7282.png,0,58,695,None,10,https://kickbase.b-cdn.net/team/2013/07/30/f5ee82a13bc74c728dbd61672eafb76c.jpg
207,2894,Eduardo Dos Santos Haesler,Bremen,1,500000.0,0,https://kickbase.b-cdn.net/pool/playersbig/2894.png,2,0,0,1948818,10,https://kickbase.b-cdn.net/team/2013/07/30/f5ee82a13bc74c728dbd61672eafb76c.jpg
208,4406,Éric Dina Ebimbe,Frankfurt,3,15679767.0,1,https://kickbase.b-cdn.net/pool/playersbig/4406.png,0,84,1265,None,4,https://kickbase.b-cdn.net/team/2013/07/30/80fe7ac3b0f643e2af669f6f77f4a5a6.jpg
209,2533,Lukas Daschner,Bochum,3,500000.0,0,https://kickbase.b-cdn.net/pool/playersbig/2533.png,0,29,294,None,24,None
210,2854,Ermedin Demirović,Augsburg,4,21514221.0,1,https://kickbase.b-cdn.net/pool/playersbig/2854.png,0,97,1557,None,13,https://kickbase.b-cdn.net/team/2013/07/30/c7c9b0bd44694939a43e5bd3fb3c6364.jpg
211,2439,Nikola Dovedan,Heidenheim,3,500000.0,0,https://kickbase.b-cdn.net/pool/playersbig/2439.png,0,9,85,None,50,None
212,1929,Niklas Dorsch,Augsburg,3,3633445.0,2,https://kickbase.b-cdn.net/pool/playersbig/1929.png,0,45,629,None,13,https://kickbase.b-cdn.net/team/2013/07/30/c7c9b0bd44694939a43e5bd3fb3c6364.jpg
213,2887,Ritsu Dōan,Freiburg,3,6386711.0,2,https://kickbase.b-cdn.net/pool/playersbig/2887.png,256,63,1000,None,5,https://kickbase.b-cdn.net/team/2013/07/30/087b1e89dc5d440681b4467e659ffb06.jpg
214,82,Marvin Ducksch,Bremen,4,21350931.0,2,https://kickbase.b-cdn.net/pool/playersbig/82.png,0,93,1480,88352,10,https://kickbase.b-cdn.net/team/2013/07/30/f5ee82a13bc74c728dbd61672eafb76c.jpg
215,4662,Damion Downs,Köln,4,500000.0,0,https://kickbase.b-cdn.net/pool/playersbig/4662.png,0,-12,-36,None,28,None
216,3473,Danilho Doekhi,Union,2,7649852.0,1,https://kickbase.b-cdn.net/pool/playersbig/3473.png,2,80,640,None,40,None
217,2939,Eren Sami Dinkçi,Heidenheim,4,11626808.0,1,https://kickbase.b-cdn.net/pool/playersbig/2939.png,0,82,1231,None,50,None
218,1645,Maximilian Eggestein,Freiburg,3,14507880.0,2,https://kickbase.b-cdn.net/pool/playersbig/1645.png,0,78,1241,None,5,https://kickbase.b-cdn.net/team/2013/07/30/087b1e89dc5d440681b4467e659ffb06.jpg
219,4617,Julien Duranville,Dortmund,3,3234709.0,1,https://kickbase.b-cdn.net/pool/playersbig/4617.png,1,0,0,1948818,3,https://kickbase.b-cdn.net/team/2013/07/30/0abbc3334029438b9ffc564f2923886b.jpg
220,2832,Lilian Egloff,Stuttgart,3,500000.0,0,https://kickbase.b-cdn.net/pool/playersbig/2832.png,4,4,22,None,9,https://kickbase.b-cdn.net/team/2013/07/30/eea01bf0ab1145059d44f2585b352081.jpg
221,51,Rani Khedira,Union,3,4861465.0,2,https://kickbase.b-cdn.net/pool/playersbig/51.png,1,23,117,None,40,None
222,1527,Vitus Eicher,Heidenheim,1,500000.0,0,https://kickbase.b-cdn.net/pool/playersbig/1527.png,0,0,0,None,50,None
223,1685,Joshua Kimmich,Bayern,3,42740064.0,1,https://kickbase.b-cdn.net/pool/playersbig/1685.png,0,156,1712,None,2,https://kickbase.b-cdn.net/team/2013/07/30/3ebe44c53c3f4c87bd605da69e743fb8.jpg
224,2349,Luca Kilian,Köln,2,500000.0,0,https://kickbase.b-cdn.net/pool/playersbig/2349.png,0,17,156,None,28,None
225,6668,Min-Jae Kim,Bayern,2,30709631.0,2,https://kickbase.b-cdn.net/pool/playersbig/6668.png,256,135,2027,None,2,https://kickbase.b-cdn.net/team/2013/07/30/3ebe44c53c3f4c87bd605da69e743fb8.jpg
226,1333,Lukas Klostermann,Leipzig,2,14436347.0,1,https://kickbase.b-cdn.net/pool/playersbig/1333.png,0,83,1073,2566773,43,None
227,623,Robin Knoche,Union,2,8387136.0,2,https://kickbase.b-cdn.net/pool/playersbig/623.png,0,45,534,None,40,None
228,1829,Niklas Klinger,Wolfsburg,1,500000.0,0,https://kickbase.b-cdn.net/pool/playersbig/1829.png,0,0,0,None,11,https://kickbase.b-cdn.net/team/2013/07/30/aaea46b304994c1694bda4880791b280.jpg
229,2863,Ansgar Knauff,Frankfurt,3,8628201.0,2,https://kickbase.b-cdn.net/pool/playersbig/2863.png,0,47,610,2566773,4,https://kickbase.b-cdn.net/team/2013/07/30/80fe7ac3b0f643e2af669f6f77f4a5a6.jpg
230,2918,Christoph Klarer,Darmstadt,2,2252493.0,2,https://kickbase.b-cdn.net/pool/playersbig/2918.png,0,47,702,2073012,42,None
231,2536,Matthias Köbbing,Köln,1,3424278.0,1,https://kickbase.b-cdn.net/pool/playersbig/2536.png,0,0,0,2631100,28,None
232,849,Tim Kleindienst,Heidenheim,4,14742596.0,1,https://kickbase.b-cdn.net/pool/playersbig/849.png,0,91,1450,None,50,None
233,2727,Tomás Koubek,Augsburg,1,500000.0,0,https://kickbase.b-cdn.net/pool/playersbig/2727.png,1,0,0,None,13,https://kickbase.b-cdn.net/team/2013/07/30/c7c9b0bd44694939a43e5bd3fb3c6364.jpg
234,4654,Mert Kömür,Augsburg,3,500000.0,0,https://kickbase.b-cdn.net/pool/playersbig/4654.png,0,0,0,None,13,https://kickbase.b-cdn.net/team/2013/07/30/c7c9b0bd44694939a43e5bd3fb3c6364.jpg
235,3079,Odilon Kossounou,Bayer 04,2,20278680.0,2,https://kickbase.b-cdn.net/pool/playersbig/3079.png,256,122,1833,None,7,https://kickbase.b-cdn.net/team/2013/07/30/1429106832154f969e039ca54cf2662c.jpg
236,60,Dominik Kohr,Mainz 05,3,5789075.0,1,https://kickbase.b-cdn.net/pool/playersbig/60.png,0,47,705,2633134,18,https://kickbase.b-cdn.net/team/2013/07/30/7ddbe10cc9ba45d0902ab5fedfa3e817.jpg
237,2144,Robin Koch,Frankfurt,2,15664708.0,1,https://kickbase.b-cdn.net/pool/playersbig/2144.png,0,95,1331,88352,4,https://kickbase.b-cdn.net/team/2013/07/30/80fe7ac3b0f643e2af669f6f77f4a5a6.jpg
238,1873,Gregor Kobel,Dortmund,1,23374204.0,2,https://kickbase.b-cdn.net/pool/playersbig/1873.png,0,101,1613,None,3,https://kickbase.b-cdn.net/team/2013/07/30/0abbc3334029438b9ffc564f2923886b.jpg
239,3011,Emmanuel Kouadio Koné,M-Gladbach,3,9500930.0,2,https://kickbase.b-cdn.net/pool/playersbig/3011.png,0,44,354,None,15,https://kickbase.b-cdn.net/team/2013/07/30/d91892b110704f76a6d787c5078f3030.jpg
240,4253,Alex Král,Union,3,2401181.0,1,https://kickbase.b-cdn.net/pool/playersbig/4253.png,0,23,278,2631100,40,None
241,7241,Matej Kovár,Bayer 04,1,500000.0,0,https://kickbase.b-cdn.net/pool/playersbig/7241.png,0,0,0,None,7,https://kickbase.b-cdn.net/team/2013/07/30/1429106832154f969e039ca54cf2662c.jpg
242,1815,Andrej Kramaric,Hoffenheim,4,24832599.0,1,https://kickbase.b-cdn.net/pool/playersbig/1815.png,0,124,1613,None,14,https://kickbase.b-cdn.net/team/2013/07/30/e2f816c2f6de4273945bcf96c70fcff7.jpg
243,2375,Dawid Kownacki,Bremen,4,500000.0,0,https://kickbase.b-cdn.net/pool/playersbig/2375.png,0,7,60,None,10,https://kickbase.b-cdn.net/team/2013/07/30/f5ee82a13bc74c728dbd61672eafb76c.jpg
244,8,Christoph Kramer,M-Gladbach,3,1007416.0,2,https://kickbase.b-cdn.net/pool/playersbig/8.png,0,14,135,None,15,https://kickbase.b-cdn.net/team/2013/07/30/d91892b110704f76a6d787c5078f3030.jpg
245,2358,Tom Krauß,Mainz 05,3,3238213.0,2,https://kickbase.b-cdn.net/pool/playersbig/2358.png,0,34,514,None,18,https://kickbase.b-cdn.net/team/2013/07/30/7ddbe10cc9ba45d0902ab5fedfa3e817.jpg
246,6748,Frans Krätzig,Bayern,2,636670.0,2,https://kickbase.b-cdn.net/pool/playersbig/6748.png,0,41,162,None,2,https://kickbase.b-cdn.net/team/2013/07/30/3ebe44c53c3f4c87bd605da69e743fb8.jpg
247,2201,Linton Maina,Köln,4,2196894.0,2,https://kickbase.b-cdn.net/pool/playersbig/2201.png,0,47,656,None,28,None
248,841,Patrick Mainka,Heidenheim,2,14907010.0,1,https://kickbase.b-cdn.net/pool/playersbig/841.png,0,99,1589,2566773,50,None
249,2399,Lennard Maloney,Heidenheim,3,5630240.0,1,https://kickbase.b-cdn.net/pool/playersbig/2399.png,0,50,797,None,50,None
250,7243,Lovro Majer,Wolfsburg,3,8168947.0,2,https://kickbase.b-cdn.net/pool/playersbig/7243.png,0,65,1033,88352,11,https://kickbase.b-cdn.net/team/2013/07/30/aaea46b304994c1694bda4880791b280.jpg
251,7215,Jordy Makengo,Freiburg,2,7654529.0,2,https://kickbase.b-cdn.net/pool/playersbig/7215.png,0,84,420,None,5,https://kickbase.b-cdn.net/team/2013/07/30/087b1e89dc5d440681b4467e659ffb06.jpg
252,2005,Arne Maier,Augsburg,3,500000.0,0,https://kickbase.b-cdn.net/pool/playersbig/2005.png,0,-10,-39,None,13,https://kickbase.b-cdn.net/team/2013/07/30/c7c9b0bd44694939a43e5bd3fb3c6364.jpg
253,3238,Braydon Marvin Manu,Darmstadt,4,500000.0,0,https://kickbase.b-cdn.net/pool/playersbig/3238.png,1,-5,-9,None,42,None
254,3087,Donyell Malen,Dortmund,4,24339176.0,1,https://kickbase.b-cdn.net/pool/playersbig/3087.png,0,98,1474,2221997,3,https://kickbase.b-cdn.net/team/2013/07/30/0abbc3334029438b9ffc564f2923886b.jpg
255,2792,Omar Marmoush,Frankfurt,4,15031416.0,2,https://kickbase.b-cdn.net/pool/playersbig/2792.png,256,100,1500,None,4,https://kickbase.b-cdn.net/team/2013/07/30/80fe7ac3b0f643e2af669f6f77f4a5a6.jpg
256,2994,Erhan Mašović,Bochum,2,923940.0,2,https://kickbase.b-cdn.net/pool/playersbig/2994.png,0,37,524,2631100,24,None
257,2702,Eric Martel,Köln,3,9148057.0,2,https://kickbase.b-cdn.net/pool/playersbig/2702.png,0,66,861,None,28,None
258,1217,Philipp Max,Frankfurt,2,3417180.0,2,https://kickbase.b-cdn.net/pool/playersbig/1217.png,2,54,702,2566773,4,https://kickbase.b-cdn.net/team/2013/07/30/80fe7ac3b0f643e2af669f6f77f4a5a6.jpg
259,2639,Kevin Mbabu,Augsburg,2,2708100.0,2,https://kickbase.b-cdn.net/pool/playersbig/2639.png,0,40,404,None,13,https://kickbase.b-cdn.net/team/2013/07/30/c7c9b0bd44694939a43e5bd3fb3c6364.jpg
260,4630,Nathanaël Mbuku,Augsburg,4,500000.0,0,https://kickbase.b-cdn.net/pool/playersbig/4630.png,0,2,2,None,13,https://kickbase.b-cdn.net/team/2013/07/30/c7c9b0bd44694939a43e5bd3fb3c6364.jpg
261,2546,Roberto Massimo,Stuttgart,3,500000.0,0,https://kickbase.b-cdn.net/pool/playersbig/2546.png,0,9,28,2633134,9,https://kickbase.b-cdn.net/team/2013/07/30/eea01bf0ab1145059d44f2585b352081.jpg
262,4579,Noah Mbamba,Bayer 04,3,692011.0,2,https://kickbase.b-cdn.net/pool/playersbig/4579.png,0,67,134,None,7,https://kickbase.b-cdn.net/team/2013/07/30/1429106832154f969e039ca54cf2662c.jpg
263,2489,Marvin Mehlem,Darmstadt,3,2517230.0,2,https://kickbase.b-cdn.net/pool/playersbig/2489.png,1,76,992,None,42,None
264,3477,Noussair Mazraoui,Bayern,2,16660662.0,1,https://kickbase.b-cdn.net/pool/playersbig/3477.png,256,139,1526,None,2,https://kickbase.b-cdn.net/team/2013/07/30/3ebe44c53c3f4c87bd605da69e743fb8.jpg
265,2835,Thomas Meunier,Dortmund,2,4370226.0,2,https://kickbase.b-cdn.net/pool/playersbig/2835.png,0,38,150,None,3,https://kickbase.b-cdn.net/team/2013/07/30/0abbc3334029438b9ffc564f2923886b.jpg
266,168,Sven Michel,Augsburg,4,2558331.0,2,https://kickbase.b-cdn.net/pool/playersbig/168.png,0,29,322,None,13,https://kickbase.b-cdn.net/team/2013/07/30/c7c9b0bd44694939a43e5bd3fb3c6364.jpg
