player,nationality,position,team,age,birth_year,minutes_90s,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,matches
Daniel Caligiuri,it ITA,"DF,MF",Schalke 04,29,1988,32.4,2178,66,493,1137,594,59,2175,101,56,55.4,45,44.6,992,7050,3904,116,74,26,36,37,1066,148,Matches
Ignacio Camacho,es ESP,"MF,DF",Wolfsburg,27,1990,10.6,666,61,266,357,48,8,666,2,2,100.0,0,0.0,177,805,315,1,2,0,9,9,324,5,Matches
Koen Casteels,be BEL,GK,Wolfsburg,25,1992,34.0,1421,1232,1418,5,0,0,1421,0,0,,0,,624,3917,2179,0,0,0,0,0,619,0,Matches
Gonzalo Castro,de GER,MF,Dortmund,30,1987,13.4,960,13,98,570,302,15,960,25,10,40.0,15,60.0,512,2423,1093,17,25,2,13,8,686,47,Matches
Marijan Ćavar,ba BIH,MF,Eint Frankfurt,19,1998,0.4,11,0,3,6,3,0,11,0,0,,0,,7,38,26,0,1,0,2,1,10,1,Matches
Timothy Chandler,us USA,"DF,FW",Eint Frankfurt,27,1990,21.0,1106,40,237,523,359,42,1106,16,5,31.3,11,68.8,481,2346,1187,47,28,8,14,8,581,122,Matches
Per Ciljan Skjelbred,no NOR,MF,Hertha BSC,30,1987,24.3,1344,32,322,911,122,2,1344,19,11,57.9,8,42.1,604,2821,992,14,12,0,18,8,786,21,Matches
Christian Clemens,de GER,"MF,FW",Köln,25,1991,7.2,312,9,60,131,128,14,312,20,6,30.0,14,70.0,144,919,486,14,8,4,7,6,192,36,Matches
Coke,es ESP,MF,Schalke 04,30,1987,0.0,2,0,0,1,1,0,2,0,0,,0,,2,17,3,0,0,0,0,0,2,1,Matches
Kingsley Coman,fr FRA,"FW,MF",Bayern Munich,21,1996,12.8,757,2,49,274,452,73,757,93,54,58.1,39,41.9,568,4515,2552,97,46,40,29,19,633,202,Matches
Marvin Compper,de GER,DF,RB Leipzig,32,1985,1.0,71,7,44,26,1,0,71,0,0,,0,,30,125,67,0,1,0,1,1,44,0,Matches
Jhon Córdoba,co COL,FW,Köln,24,1993,10.6,356,9,19,154,192,59,356,35,11,31.4,24,68.6,218,1456,566,27,19,16,35,19,286,99,Matches
Sergio Córdova,ve VEN,"FW,MF",Augsburg,19,1997,6.5,232,6,19,99,117,21,232,16,6,37.5,10,62.5,152,864,421,13,16,5,18,16,180,50,Matches
Danny da Costa,de GER,"DF,FW",Eint Frankfurt,24,1993,13.4,837,33,189,420,232,22,837,17,6,35.3,11,64.7,376,1615,703,21,11,4,8,15,471,89,Matches
Mickaël Cuisance,fr FRA,"MF,FW",M'Gladbach,17,1999,13.4,840,14,110,490,253,14,840,62,35,56.5,27,43.5,500,2876,1187,27,22,5,23,29,595,61,Matches
Mahmoud Dahoud,de GER,MF,Dortmund,21,1996,12.7,805,17,110,488,219,23,805,29,17,58.6,12,41.4,459,2950,1628,36,27,2,16,12,584,42,Matches
Kevin Danso,at AUT,DF,Augsburg,18,1998,12.3,704,69,383,266,63,11,704,11,5,45.5,6,54.5,307,2098,1237,9,2,0,11,1,333,4,Matches
Palkó Dárdai,hu HUN,"FW,MF",Hertha BSC,18,1999,0.3,10,0,3,5,2,0,10,0,0,,0,,7,55,34,2,0,0,0,0,8,0,Matches
Vladimír Darida,cz CZE,MF,Hertha BSC,26,1990,18.2,1165,27,186,743,250,23,1165,26,15,57.7,11,42.3,589,3064,1240,33,19,7,19,25,822,76,Matches
Thomas Delaney,dk DEN,MF,Werder Bremen,25,1991,31.1,1630,76,323,979,336,68,1630,20,8,40.0,12,60.0,543,2940,1266,27,25,6,27,27,1001,96,Matches
Kerem Demirbay,de GER,MF,Hoffenheim,24,1993,13.5,903,32,166,482,266,22,902,45,18,40.0,27,60.0,474,2566,1271,26,24,6,16,24,580,43,Matches
Diego Demme,de GER,MF,RB Leipzig,25,1991,25.4,2374,44,355,1677,355,12,2374,26,14,53.8,12,46.2,1394,7158,3904,60,41,3,31,25,1746,41,Matches
Franco Di Santo,ar ARG,"FW,MF",Schalke 04,28,1989,18.4,660,23,50,344,274,58,659,31,11,35.5,20,64.5,339,2221,870,39,28,9,36,18,496,132,Matches
Abdou Diallo,sn SEN,DF,Mainz 05,21,1996,26.8,1503,102,667,710,148,23,1503,49,32,65.3,17,34.7,773,4673,2842,30,22,5,12,12,799,24,Matches
Daniel Didavi,de GER,MF,Wolfsburg,27,1990,24.9,1192,14,104,636,465,51,1192,29,15,51.7,14,48.3,632,3593,1542,54,35,8,37,35,925,162,Matches
Dennis Diekmeier,de GER,DF,Hamburger SV,27,1989,20.8,1091,55,266,498,342,28,1091,37,17,45.9,20,54.1,455,2577,1393,47,33,6,15,11,517,103,Matches
Landry Dimata,be BEL,FW,Wolfsburg,19,1997,10.0,287,8,25,131,135,18,287,14,4,28.6,10,71.4,202,1312,391,15,13,4,27,29,267,64,Matches
Giulio Donati,it ITA,"DF,FW",Mainz 05,27,1990,25.4,1399,73,441,686,282,8,1399,35,11,31.4,24,68.6,566,2513,1295,28,21,2,21,7,661,80,Matches
Ji Dong-won,kr KOR,"FW,MF",Augsburg,26,1991,0.2,8,1,4,2,2,0,8,0,0,,0,,3,5,3,0,0,0,0,0,3,1,Matches
Anastasios Donis,gr GRE,"MF,FW",Stuttgart,20,1996,10.5,369,7,42,141,208,36,369,80,41,51.3,39,48.8,243,2565,1550,60,37,19,15,8,254,50,Matches
Niklas Dorsch,de GER,MF,Bayern Munich,19,1998,1.0,46,0,9,27,10,1,46,2,1,50.0,1,50.0,27,142,68,0,3,0,2,1,39,1,Matches
Mohamed Dräger,tn TUN,"MF,FW",Freiburg,21,1996,0.6,14,0,2,10,4,0,14,1,0,0.0,1,100.0,10,66,19,1,2,1,0,3,11,1,Matches
Aleksandar Dragović,at AUT,DF,Leverkusen,26,1991,0.5,33,1,13,20,0,0,33,0,0,,0,,13,85,61,1,0,0,1,0,21,0,Matches
Josip Drmić,ch SUI,"FW,MF",M'Gladbach,24,1992,5.2,186,1,12,97,78,24,186,9,3,33.3,6,66.7,81,407,157,6,3,5,14,8,143,35,Matches
Rick van Drongelen,nl NED,DF,Hamburger SV,18,1998,16.0,859,74,374,440,51,13,859,12,5,41.7,7,58.3,415,2417,1520,8,10,1,16,8,433,6,Matches
Ondrej Duda,sk SVK,MF,Hertha BSC,22,1994,8.3,413,5,43,267,106,7,413,18,10,55.6,8,44.4,211,974,385,8,8,2,18,15,291,27,Matches
Mandela Egbo,eng ENG,"DF,MF",M'Gladbach,19,1997,0.1,5,2,4,1,0,0,5,0,0,,0,,1,0,0,0,0,0,1,0,1,0,Matches
Johannes Eggestein,de GER,"FW,DF",Werder Bremen,19,1998,1.1,44,1,4,19,22,4,44,2,0,0.0,2,100.0,22,165,71,4,2,2,2,2,33,12,Matches
Maximilian Eggestein,de GER,MF,Werder Bremen,20,1996,29.9,1313,55,265,696,368,64,1313,48,19,39.6,29,60.4,570,3145,1664,46,34,17,28,55,820,114,Matches
Albin Ekdal,se SWE,MF,Hamburger SV,28,1989,12.3,711,30,161,470,88,16,711,16,7,43.8,9,56.3,369,1917,912,14,14,2,11,14,406,20,Matches
Josip Elez,hr CRO,DF,Hannover 96,23,1994,8.6,445,58,217,220,13,2,445,4,4,100.0,0,0.0,224,1493,865,15,4,1,5,2,252,1,Matches
Nico Elvedi,ch SUI,DF,M'Gladbach,20,1996,32.4,2136,148,665,1097,394,51,2136,56,26,46.4,30,53.6,1011,5595,2986,58,34,10,30,22,1224,108,Matches
Breel Embolo,ch SUI,"FW,MF",Schalke 04,20,1997,10.2,370,4,18,193,164,34,370,66,20,30.3,46,69.7,261,1666,672,24,22,8,26,21,289,77,Matches
Michael Esser,de GER,GK,Hannover 96,29,1987,3.0,129,109,128,2,0,0,129,0,0,,0,,66,379,251,0,0,0,0,0,52,0,Matches
Alexander Esswein,de GER,"FW,MF",Hertha BSC,27,1990,6.9,308,7,45,152,114,12,308,5,1,20.0,4,80.0,163,821,388,14,8,4,12,7,214,53,Matches
Franck Evina,cm CMR,FW,Bayern Munich,17,2000,1.2,52,0,8,14,31,7,52,8,1,12.5,7,87.5,31,202,80,0,4,0,2,2,42,13,Matches
Marco Fabián,mx MEX,"MF,FW",Eint Frankfurt,28,1989,4.7,234,3,16,142,78,9,234,13,6,46.2,7,53.8,161,990,399,11,9,2,10,7,182,21,Matches
Ralf Fährmann,de GER,GK,Schalke 04,28,1988,33.5,1028,903,1023,5,0,0,1028,1,0,0.0,1,100.0,460,2873,1616,0,0,0,0,0,403,0,Matches
Simon Falette,gn GUI,DF,Eint Frankfurt,25,1992,24.6,1531,116,638,855,52,18,1531,8,5,62.5,3,37.5,746,4328,2473,30,16,2,16,5,881,7,Matches
Felipe,br BRA,DF,Hannover 96,30,1987,5.1,335,35,167,161,10,4,335,2,2,100.0,0,0.0,165,961,546,7,4,0,5,0,200,1,Matches
Ohis Felix Uduokhai,de GER,DF,Wolfsburg,19,1997,17.3,1097,102,579,491,31,8,1097,9,5,55.6,4,44.4,533,3082,1786,14,10,1,10,6,691,5,Matches
Gelson Fernandes,ch SUI,MF,Eint Frankfurt,30,1986,11.5,454,23,109,311,38,2,454,5,4,80.0,1,20.0,145,557,218,3,1,1,9,3,202,3,Matches
Alfreð Finnbogason,is ISL,FW,Augsburg,28,1989,20.2,687,8,33,316,350,118,684,58,20,34.5,38,65.5,395,2066,772,38,26,23,59,35,497,141,Matches
Viktor Fischer,dk DEN,"FW,MF",Mainz 05,23,1994,3.7,153,1,15,76,64,12,153,17,4,23.5,13,76.5,114,856,326,12,8,6,11,4,117,28,Matches
Emil Forsberg,se SWE,MF,RB Leipzig,25,1991,15.2,814,6,32,414,381,38,813,68,40,58.8,29,42.6,463,2761,1213,42,40,13,27,37,578,98,Matches
Iver Fossum,no NOR,MF,Hannover 96,21,1996,14.5,821,17,140,457,230,23,821,17,5,29.4,12,70.6,410,2071,910,16,21,6,11,19,537,56,Matches
Raphael Framberger,de GER,DF,Augsburg,21,1995,7.7,448,14,113,180,158,8,448,10,6,60.0,4,40.0,189,1343,681,23,11,4,6,8,226,40,Matches
Mike Frantz,de GER,MF,Freiburg,30,1986,11.6,333,11,60,186,91,12,333,10,3,30.0,7,70.0,118,605,257,7,9,3,5,10,185,22,Matches
Fabian Frei,ch SUI,MF,Mainz 05,28,1989,8.9,512,18,121,331,64,6,512,4,2,50.0,2,50.0,259,1015,491,3,3,1,8,5,315,7,Matches
Marco Friedl,at AUT,"DF,MF",Werder Bremen,19,1998,6.7,438,18,142,234,68,3,438,12,5,41.7,7,58.3,159,1086,551,7,3,1,5,9,241,17,Matches
Marco Friedl,at AUT,MF,Bayern Munich,19,1998,0.5,59,1,7,39,14,0,59,3,0,0.0,3,100.0,35,123,80,1,1,0,1,0,43,7,Matches
Chris Führich,de GER,MF,Köln,19,1998,1.1,42,0,6,19,19,1,42,5,4,80.0,1,20.0,26,330,189,7,6,0,2,1,28,6,Matches
Niclas Füllkrug,de GER,FW,Hannover 96,24,1993,26.5,1072,33,74,586,429,128,1068,46,20,43.5,26,56.5,577,3040,1239,44,34,17,72,45,865,219,Matches
Mijat Gaćinović,rs SRB,"MF,FW",Eint Frankfurt,22,1995,20.2,897,15,120,485,310,62,897,59,19,32.2,40,67.8,447,2523,1277,39,29,19,21,32,507,95,Matches
Ulisses Garcia,ch SUI,FW,Werder Bremen,21,1996,1.0,36,0,11,23,2,0,36,0,0,,0,,11,41,20,0,0,0,0,1,13,0,Matches
Jean-Philippe Gbamin,ci CIV,"MF,DF",Mainz 05,21,1995,28.8,1538,113,564,881,142,6,1538,64,31,48.4,33,51.6,853,5610,3151,48,31,1,31,32,807,19,Matches
Theodor Gebre Selassie,cz CZE,"DF,FW",Werder Bremen,30,1986,31.4,1743,84,427,929,397,42,1743,30,9,30.0,21,70.0,592,3130,1662,45,27,4,23,35,881,97,Matches
Dennis Geiger,de GER,MF,Hoffenheim,19,1998,17.6,1002,18,176,619,215,17,1002,24,10,41.7,14,58.3,524,2363,1079,17,29,3,16,24,649,50,Matches
Christian Gentner,de GER,MF,Stuttgart,31,1985,26.8,1565,56,293,939,347,37,1565,34,11,32.4,23,67.6,748,3815,1827,42,31,6,20,10,1002,70,Matches
Yannick Gerhardt,de GER,"DF,MF",Wolfsburg,23,1994,13.6,786,40,194,412,186,16,786,17,9,52.9,8,47.1,343,2039,995,24,17,1,16,6,453,67,Matches
Rafał Gikiewicz,pl POL,GK,Freiburg,29,1987,1.7,78,71,77,1,0,0,78,0,0,,0,,36,170,97,0,0,0,0,0,28,0,Matches
Daniel Ginczek,de GER,FW,Stuttgart,26,1991,16.9,502,12,49,197,267,78,501,30,13,43.3,17,56.7,269,1419,505,18,16,8,29,33,386,101,Matches
Matthias Ginter,de GER,DF,M'Gladbach,23,1994,34.0,2348,177,964,1273,121,36,2348,19,10,52.6,9,47.4,1421,7645,4954,32,20,1,13,7,1704,16,Matches
Serge Gnabry,de GER,FW,Hoffenheim,22,1995,16.7,746,10,93,336,337,96,745,88,45,51.1,43,48.9,434,3257,1776,74,44,40,25,22,533,134,Matches
